edgeR_CmasM_1	edgeR_CmasM_2	edgeR_CmasM_3	edgeR_pEhEx_1	edgeR_pEhEx_2	edgeR_pEhEx_3	NOISeq_CmasM_1	NOISeq_CmasM_2	NOISeq_CmasM_3	NOISeq_pEhEx_1	NOISeq_pEhEx_2	NOISeq_pEhEx_3	DESeq2_CmasM_1	DESeq2_CmasM_2	DESeq2_CmasM_3	DESeq2_pEhEx_1	DESeq2_pEhEx_2	DESeq2_pEhEx_3
EHI_169350A	26.5463497819696	35.521095690095	243.588533693782	108.010519629384	504.93361251718	1290.72819549123	246.031179702115	341.572160468775	2096.10132287674	1067.400674195	5054.72086580721	11962.4499496039	226.618887436795	315.452331074699	2018.96989280423	952.257212381901	4648.27999369914	11543.4721635517
EHI_174220A	31.4005394563868	29.9668880003711	31.046482249226	44.9178362881811	55.0501434617061	107.97229483599	291.019738276216	288.162695377294	267.157782537828	443.894991912825	551.088503366566	1000.68564197425	268.057769710952	266.127057488473	257.327025981717	396.010811879973	506.776483402776	965.637214889927
EHI_174910A	39.8953713866171	60.1921112421247	80.2334962777962	81.3540772849524	155.53641011549	177.209745537399	369.749715780893	578.809551921634	690.416478709678	803.971661653286	1557.02278104286	1642.37731768647	340.575813690726	534.548313748398	665.010831679495	717.245015736368	1431.82542320258	1584.85401641244
EHI_176150A	4.55080281976621	3.48752575866388	10.2886598151505	6.75065747683647	7.77023556038436	95.5806109182159	42.1767736632197	33.5361757551161	88.5348465386988	66.7125421371875	77.7852193747067	885.83969751011	38.848952132022	30.9716834146068	85.2769795404527	59.5160757738688	71.5306519635497	854.813682201918
EHI_176820A	59.0087432296352	59.9337760007422	121.839392547834	97.3652520697568	217.961692414171	743.674345331032	546.892165166415	576.325390754588	1048.4389721688	962.200126978666	2181.94132313796	6892.36290483388	503.741412645219	532.254114976946	1009.8589682422	858.404939046185	2006.49540677415	6650.96194075871
EHI_177520A	53.5477798459157	145.18440565697	110.738470115698	182.354298765313	322.398926302049	159.792063946682	496.280036770552	1396.09857587965	952.914532482311	1802.09392670582	3227.42740727596	1480.95050064247	457.122670086793	1289.33970955622	917.849595580135	1607.69707250694	2967.91586452152	1429.08107885797
EHI_178340A	43.5360136424301	70.2671856560425	133.481823391294	162.36196700699	640.583487554399	407.712397434457	403.491134711468	675.691837436414	1148.62314062049	1604.52216729954	6412.66622099277	3778.67250841801	371.654975396344	624.02206583504	1106.35660298535	1431.43792502279	5897.0354432323	3646.32672235723
EHI_178620A	5.00588310174283	2.58335241382509	8.21287757174291	5.10626655299169	13.0381918725094	66.5511416003534	46.3944510295417	24.8416116704564	70.6725529387859	50.4620511037701	130.52096132366	616.795002436776	42.7338473452242	22.9419877145235	68.0719748963263	45.0185701366444	120.026009226973	595.192119611127
EHI_179390A	5.61265681104499	9.94590679322661	10.8301682264742	25.9640672186018	43.328940667228	52.599665301321	52.0180208513043	95.6402049312571	93.1945753038935	256.586700527644	433.751477530144	487.492925103025	47.9137076294938	88.3266527009156	89.7652416215291	228.907983745649	398.874313491658	470.418771619732
EHI_180390A	1.06185399127878	2.32501717244258	0.812262616985563	1.64439092384478	35.0319094756312	0.779896190629141	9.8412471880846	22.3574505034108	6.98959314779201	16.2504910334175	350.692683960542	7.22806643480597	9.06475549747181	20.6477889430712	6.73239312161469	14.4975056372245	322.494125801766	6.97490765169289
EHI_186840A	39.7436779592916	24.5418479313384	101.442575721308	29.6855835199347	47.4116068091249	584.142246781227	368.343823325452	235.995310869336	872.922522013136	293.364127603273	474.621677540583	5413.82175966967	339.280848619659	217.948883287974	840.801096521656	261.718128082526	436.458215370812	5224.20583111798
EHI_187780A	2.42709483720865	3.61669337935513	8.84463738495391	8.5681421821386	15.5404711207687	54.8526987409163	22.4942792870505	34.778256338639	76.1089031648463	84.6736111741226	155.570438749413	508.374005914687	20.7194411370784	32.1187828003329	73.3082806575821	75.5396346360643	143.061303927099	490.568504835734
EHI_188960A	169.441558322629	386.986191590999	247.559595376822	648.495852229945	919.126677558008	756.152684381099	1570.38187272721	3721.27342823437	2130.27266715483	6408.6804901788	9201.06857654369	7008.01196779077	1446.47598438229	3436.70975963563	2051.88381473212	5717.35840735383	8461.22745853582	6762.5604631858
EHI_193470A	0	1.03334096553004	0.631759813210993	1.12510957947275	0.658494539015624	23.7435062480427	0	9.93664466818256	5.43635022606045	11.1187570228646	6.59196774361921	220.054467015204	0	9.17679508580941	5.23630576125587	9.91934596231147	6.06191965792794	212.347188507095
EHI_194430A	1.21354741860432	3.48752575866388	5.23458130946252	7.96231394703789	15.4087722129656	24.4367473063798	11.2471396435253	33.5361757551161	45.0440447302152	78.6865881618109	154.252045200689	226.479414957254	10.3597205685392	30.9716834146068	43.3865334504058	70.1984483486658	141.848919995514	218.547106419711
EHI_195110A	162.767047520305	0	6.4981009358845	0	0	3.5528604239772	1508.52260468782	0	55.9167451823361	0	0	32.927858203005	1389.49752125532	0	53.8591449729175	0	0	31.7745793021565
EHI_197020A	4.09572253778959	2.06668193106007	9.38614579627762	5.19281344372036	5.26795631212499	115.511291345405	37.9590962968977	19.8732893363651	80.768631930041	51.3173401055289	52.7357419489537	1070.55695084404	34.9640569188198	18.3535901716188	77.7965427386586	45.7815967491299	48.4953572634235	1033.06132218963
EHI_197840A	89.3474286947433	112.2466623807	167.506601902801	162.36196700699	214.274122995684	420.710667278276	828.070656254547	1079.36802708133	1441.40943136689	1604.52216729954	2145.02630377369	3899.14028233145	762.734426858699	996.829366196048	1388.36907041298	1431.43792502279	1972.54865668975	3762.57518321878
EHI_197990A	584.323082057981	817.243536113568	961.087178697696	382.017975676361	582.240871397615	20.0173355594813	5415.49773835741	7858.64385194888	8270.24193675968	3775.24565376341	5828.6178789081	185.520371826687	4988.20545375163	7257.69781348952	7965.91715023053	3367.99946751099	5359.94936153988	179.022629726784
EHI_198610A	91.6228301046264	78.2755781389003	95.0347261873109	93.6437357684239	131.830606710928	321.403885671498	849.159043086157	752.700833614829	817.782398291665	925.422699903037	1319.71194227257	2978.76648963282	782.15890292471	695.142227750063	787.689995228918	825.594794709308	1213.59631551717	2874.43694223655
EHI_198930A	47.3283493255686	81.3756010354904	127.254476661072	106.625769377725	179.242213520053	198.266942684386	438.638446097485	782.510767619376	1095.03625982075	1053.71605016686	1794.33361981315	1837.53511142623	404.029102173029	722.672613007491	1054.74158905297	940.048786582133	1650.05453088798	1773.17652300815
EHI_200720A	0	1.03334096553004	0.631759813210993	1.12510957947275	0.658494539015624	23.7435062480427	0	9.93664466818256	5.43635022606045	11.1187570228646	6.59196774361921	220.054467015204	0	9.17679508580941	5.23630576125587	9.91934596231147	6.06191965792794	212.347188507095
