edgeR_CmasM_1	edgeR_CmasM_2	edgeR_CmasM_3	edgeR_pEhEx_1	edgeR_pEhEx_2	edgeR_pEhEx_3	NOISeq_CmasM_1	NOISeq_CmasM_2	NOISeq_CmasM_3	NOISeq_pEhEx_1	NOISeq_pEhEx_2	NOISeq_pEhEx_3	DESeq2_CmasM_1	DESeq2_CmasM_2	DESeq2_CmasM_3	DESeq2_pEhEx_1	DESeq2_pEhEx_2	DESeq2_pEhEx_3
EHI_030820A	84.493239020326	80.8589305527254	162.542774799	122.723491053258	157.906990455947	400.086745792749	783.082097680446	777.542445285285	1398.69525101927	1212.799804494	1580.75386491989	3707.99808105547	721.295544584542	718.084215464587	1347.22666800312	1081.97173650444	1453.64833397112	3578.12762531845
EHI_031240A	9.4049924941835	9.94590679322661	13.3572074793181	16.5304561291765	29.7639531635062	91.6811299650702	87.1653322373207	95.6402049312571	114.939976208135	163.360199335934	297.956942011588	849.69936533608	80.2878344061789	88.3266527009156	110.710464666553	145.73808298473	273.998768538343	819.939143943453
EHI_035670A	11.3770070494155	7.62088962078402	13.62796168498	24.5793169669431	38.7194788941187	69.0641404368251	105.441934158049	73.2827544278464	117.269840590733	242.902076499503	387.607703324809	640.085438726707	97.1223803300551	67.6788637578444	112.954595707091	216.699557945881	356.440875886163	617.66682204436
EHI_039020A	3.94402911046405	17.8251316553931	41.9669018775874	21.4636289007108	178.978815704447	174.523436436343	36.5532038414571	171.407120526149	361.128979302587	212.111672436186	1791.6968327157	1617.48064441103	33.6690918477524	158.299715230212	347.840311283425	189.230599896403	1647.62976302481	1560.82933450105
EHI_040310A	61.1324512121928	111.988327139318	55.3241093569056	152.062887010278	163.438344583678	268.890875502469	566.574659542585	1076.88386591428	476.068955510723	1502.74277609024	1636.12639396629	2492.07668302255	521.870923640163	994.535167424595	458.550775949978	1340.63775813702	1504.56845909771	2404.79316035589
EHI_040820A	2.12370798255756	0.645838103456273	5.14432990757523	2.8560473940462	0.526795631212499	58.3189040326013	19.6824943761692	6.2104029176141	44.2674232693494	28.2245370580409	5.27357419489537	540.498745624936	18.1295109949436	5.73549692863088	42.6384897702263	25.1798782120214	4.84953572634235	521.568094398813
EHI_044610A	0.606773709302161	0.645838103456273	1.89527943963298	1.64439092384478	4.21436504969999	14.5580622250773	5.62356982176263	6.2104029176141	16.3090506781814	16.2504910334175	42.1885935591629	134.923906783045	5.1798602842696	5.73549692863088	15.7089172837676	14.4975056372245	38.7962858107388	130.198276164934
EHI_044830A	6468.66282144302	5248.08042868568	6312.81480780991	3121.0539734574	3503.45434537873	1620.97090465652	59951.4719773559	50465.7341085322	54322.3413231786	30843.4319814264	35071.9051831516	15023.1345254978	55221.1955255272	46606.6480420546	52323.4112975092	27516.265699452	32251.8373480398	14496.9580591741
EHI_048170A	15.4727295872051	1.67917906898631	49.6382710380066	12.5492991556575	3.16077378727499	534.315545713254	143.401030454947	16.1470475857967	427.141803476178	124.016905255028	31.6414451693722	4952.02862633485	132.086437248875	14.9122920144403	411.424024098675	110.638858810397	29.0972143580541	4778.58673114871
EHI_049360A	1.5169342732554	0.387502862073764	1.62452523397113	0.432734453643364	0.395096723409374	31.1091924928735	14.0589245544066	3.72624175056846	13.979186295584	4.27644500879407	3.95518064617152	288.319538899483	12.949650710674	3.44129815717853	13.4647862432294	3.81513306242749	3.63715179475676	278.221316328639
EHI_050000A	2.12370798255756	1.4208438276038	1.44402243019656	4.67353209934833	9.61402026962811	8.23223756775205	19.6824943761692	13.662886418751	12.4259433738525	46.185606094976	96.2427290568404	76.2962568118408	18.1295109949436	12.6180932429879	11.9686988828706	41.2034370742169	88.5040270057479	73.6240252123139
EHI_054480A	10.9219267674389	8.39589534493155	19.5845542095408	13.2416742814869	5.66305303553436	209.705420146947	101.224256791727	80.7352379289833	168.526857007874	130.859217269099	56.6909225951252	1943.54675247005	93.2374851168529	74.5614600722015	162.325478598932	116.743071710281	52.1325090581803	1875.47516856631
EHI_054490A	8.19144507557918	2.97085527589886	9.83740280571404	4.67353209934833	1.84378470924375	121.750460870438	75.9181925937955	28.5678534210249	84.6517392343699	46.185606094976	18.4575096821338	1128.38148232249	69.9281138376397	26.3832858717021	81.5367611395556	41.2034370742169	16.9733750421982	1088.86058340317
EHI_058090A	133.793602901127	180.576333726374	214.437330884189	277.728972348311	446.854394176002	1252.42662701811	1239.99714569866	1736.4286557649	1845.25259101709	2744.62240664404	4473.30931081999	11607.4715758056	1142.15919268145	1603.6449412452	1777.35178410628	2448.55239946596	4113.6186798699	11200.9266988797
EHI_062500A	3.18556197383635	4.90836958626768	10.1984084132632	13.5878618444016	18.0427503690281	35.9618799012326	29.5237415642538	47.1990621738671	87.758225077833	134.280373276134	180.619916175166	333.294174493831	27.1942664924154	43.5897766575947	84.5289358602733	119.795178160223	166.096598627226	321.62074171695
EHI_062790A	9.4049924941835	6.58754865525399	20.3968168265264	16.3573623477191	19.4914383548625	115.337981080821	87.1653322373207	63.3461097596638	175.516450155666	161.649621332416	195.122245211129	1068.95071385853	80.2878344061789	58.502068672035	169.057871720547	144.212029759759	179.432821874667	1031.51134271147
EHI_067090A	4.39910939244067	1.4208438276038	11.6424308434597	1.99057848675947	3.16077378727499	115.078015683944	40.770881207779	13.662886418751	100.184168451685	19.6716470404527	31.6414451693722	1066.54135838026	37.5539870609546	12.6180932429879	96.4976347431438	17.5496120871664	29.0972143580541	1029.18637349424
EHI_068170A	32.007313165689	40.8169681384365	49.8187738417812	53.0532440166764	98.6424819445404	135.26866150801	296.643308097979	392.497464393211	428.69504639791	524.292158078153	987.476767994157	1253.66796719246	273.237629995222	362.483405889472	412.920111459034	467.73531345361	908.075564757605	1209.75898269918
EHI_069560A	48.9969770261495	30.2252232417536	75.6306747815446	48.7258994802427	67.561539703003	324.870090963183	454.103263107332	290.64685654434	650.808784205523	481.527707990212	676.335890495331	3010.89122934307	418.273717954771	268.421256259925	626.860603990345	429.583982829335	621.952956903407	2905.43653179963
EHI_069590A	97.5388737703224	99.4590679322661	145.846265449852	119.607802987026	108.124803306365	639.341566051312	903.988848848342	956.402049312571	1255.0202807591	1182.00940043068	1082.40110350227	5925.40823955539	832.662540696339	883.266527009156	1208.83858716993	1054.50277845496	995.367207831767	5717.87429491002
EHI_073360A	4.55080281976621	3.22919051728137	4.60282149625152	3.98115697351894	2.10718252485	72.1837251993416	42.1767736632197	31.0520145880705	39.6076945041547	39.3432940809055	21.0942967795815	668.997704465931	38.848952132022	28.6774846431544	38.1502276891499	35.0992241743329	19.3981429053694	645.566452651131
EHI_074380A	0	1.4208438276038	0.451257009436424	4.24079764570496	9.35062245402186	2.5996539687638	0	13.662886418751	3.8831073043289	41.9091610861819	93.6059419593928	24.0935547826866	0	12.6180932429879	3.74021840089705	37.3883040117894	86.0792591425767	23.2496921723096
EHI_075040A	17.7481309970882	28.8043794141498	29.8732140246913	0.0865468907286727	0.131698907803125	4.50606687919059	164.489417286557	276.983970125589	257.061703546573	0.855289001758814	1.31839354872384	41.7621616233234	151.510913314886	255.803163016937	247.602458139385	0.763026612485498	1.21238393158559	40.2994664320034
EHI_076020A	18.809984988367	62.904631276641	36.2810635586885	68.2854967849228	91.6624398309748	110.311983407877	174.330664474641	604.893244175613	312.201827268043	674.823022387705	917.601909911794	1022.36984127867	160.575668812358	558.637400848648	300.713559432123	602.027997251058	843.819216383569	986.561937845006
EHI_087570A	103.606610863344	375.877776211551	447.73720476282	452.55369162023	825.357055202183	1077.20994952343	960.224547065969	3614.45449805141	3852.81906735513	4472.30619019684	8262.37236985232	9983.56598345256	884.461143539035	3338.05921246317	3711.04469737005	3989.86615668667	7598.01009924688	9633.89744646604
EHI_089770A	0	0	0	4.41389142716231	4.60946177310937	4.07279121772996	0	0	0	43.6197390896995	46.1437742053345	37.7465691595423	0	0	0	38.9143572367604	42.4334376054956	36.4245177366184
EHI_090020A	176.87453626158	1173.22949873867	985.725811412924	1399.80941064555	2699.69591105625	1350.78020216967	1639.27060304381	11281.8179401378	8482.25959557604	13833.4443144471	27025.74935529	12519.0110650839	1509.92927286459	10419.1037205509	8170.13307491951	12341.1924303404	24852.658213573	12080.5400527321
EHI_092110A	30.7937657470847	17.0501259312456	48.5552542153592	22.5021915894549	38.8511778019218	896.79396409122	285.396168454453	163.954637025012	417.822345945789	222.375140457292	388.926096873533	8311.47328153411	262.877909426682	151.417118915855	402.447499936522	198.386919246229	357.653259817748	8020.36880970775
EHI_093910A	1.97201455523202	2.45418479313384	3.79055887926596	2.76950050331753	8.95552573061248	33.9688118585137	18.2766019207285	23.5995310869336	32.6181013563627	27.3692480562821	89.6507613132212	314.822449160438	16.8345459238762	21.7948883287974	31.4178345675352	24.4168515995359	82.44210734782	303.795977718179
EHI_095830A	6.37112394767269	16.1459525864068	17.3282691623587	33.2340060398103	40.0364679721499	39.2547749283334	59.0474831285076	155.260072940352	149.11132048623	328.430976675385	400.791638812048	363.812677218567	54.3885329848308	143.387423215772	143.624386594447	293.002219194431	368.564715202019	351.070351801876
EHI_098470A	0	48.5670253799117	0	42.0617888941349	1021.32503001323	0	0	467.02229940458	0	415.670454854784	10224.1419703534	0	0	431.309369033042	0	370.830933667952	9402.03738944623	0
EHI_099720A	5.61265681104499	8.78339820700532	10.1984084132632	9.08742352651064	18.8329438158468	70.7972430826676	52.0180208513043	84.4614796795517	87.758225077833	89.8053451846755	188.530277467509	656.147808581831	47.9137076294938	78.00275822938	84.5289358602733	80.1177943109772	173.370902216739	633.166616825899
EHI_099860A	0.910160563953242	3.10002289659011	7.58111775853192	10.1259862152547	21.3352230641062	29.376089847031	8.43535473264394	29.8099340045477	65.2362027127254	100.068813205781	213.579754893262	272.257169044358	7.76979042640441	27.5303852574282	62.8356691350704	89.2741136608032	196.406196916865	262.721521547099
EHI_103510A	59.0087432296352	201.501488278357	191.062217795382	233.503511185959	503.484924531346	448.873585273217	546.892165166415	1937.6457102956	1644.10763265285	2307.56972674528	5040.21853677125	4160.15379247722	503.741412645219	1789.47504173284	1583.60847093981	2058.64580048587	4634.9437704517	4014.4468484188
EHI_104360A	43.3843202151045	59.8046083800509	103.337855160941	87.0661720730448	162.121355505647	257.885673701369	402.085242256028	575.083310171065	889.231572691317	860.420735769367	1622.94245847905	2390.08063444251	370.360010325277	531.10701559122	856.510013805424	767.604772160411	1492.44461978186	2306.36946349312
EHI_105140A	261.064388427255	788.309989078727	708.65400761896	980.143537502219	1514.01064410472	1143.84774625607	2419.54091581337	7580.41780123977	6098.0317107181	9686.14794491857	15156.2522361293	10601.1641043821	2228.634887307	7000.74755108686	5873.63897676872	8641.27638639826	13937.5656775079	10229.8645558162
EHI_105860A	4.85418967441729	1.29167620691255	10.1984084132632	3.11568806623222	1.18529017022812	107.192398645361	44.988558574101	12.4208058352282	87.758225077833	30.7904040633173	11.8655419385146	993.457575539443	41.4388822741568	11.4709938572618	84.5289358602733	27.4689580494779	10.9114553842703	958.662307238234
EHI_110570A	12.4388610406943	18.3418021381582	39.1691084190816	29.5124897384774	52.2844663978405	157.712340771671	115.283181346134	176.37544286024	337.053714015748	291.653549599756	523.402238843365	1461.67565681632	106.187135827527	162.888112773117	324.650957197864	260.192074857555	481.316420839478	1410.48132512012
EHI_110740A	960.21939497067	1940.61433326541	1335.54024512804	741.014478418896	947.573641643483	6.06585926044888	8899.29924293936	18661.0186868468	11492.4443778918	7322.98443305897	9485.84158306804	56.2182944929354	8197.12889985665	17234.0211711501	11069.5503792949	6533.03385610083	8723.1023877583	54.2492817353892
EHI_112800A	7.1295910843004	14.0792706553468	14.8012299095147	21.6367226821682	29.6322542557031	62.8249709117919	66.0769454057109	135.386783603987	127.365919581988	213.822250439704	296.638548462864	582.260907248259	60.8633583401678	125.033833044153	122.679163549423	190.756653121374	272.786384606757	561.867560830816
EHI_112880A	6.82620422964932	14.725108758803	16.3355037415985	18.0883001622926	25.6812870216093	114.818050287068	63.2651604948296	141.597186521601	140.568484416706	178.755401367592	257.086742001149	1064.13200290199	58.273428198033	130.769329972784	135.395906112473	159.472562009469	236.41486665919	1026.86140427701
EHI_114920A	6.06773709302161	92.0965135528646	88.3561224476518	169.891546500385	338.071096330621	158.145616433131	56.2356982176263	885.60345605177	760.312410187598	1678.93231045255	3384.3162395741	1465.6912492801	51.798602842696	817.881862022764	732.334762895642	1497.82124030903	3112.1895523802	1414.3562738155
EHI_117850A	75.5433268081191	589.004350352121	321.836499130057	607.905360478197	1015.9253747933	474.523504431686	700.134442809447	5663.88746086406	2769.43212944737	6007.54994835391	10170.0878348557	4397.87686633306	644.892605391566	5230.77319891137	2667.52376351977	5359.49892609814	9352.32964825122	4243.84381118559
EHI_118270A	481.930018613242	1593.79927170939	2598.5183631387	2175.52919224665	7657.63299421269	9508.23439075361	4466.52033093497	15326.0323200881	22360.4851012475	21499.3996372113	76657.9928905478	88122.1766176762	4114.10403078113	14154.0593204753	21537.6736397256	19180.199958048	70494.063702044	85035.7491202225
EHI_118670A	1.36524084592986	6.20004579318022	7.1298607490955	11.9434709205568	23.9692012201687	32.9289502710082	12.6530320989659	59.6198680090953	61.3530954083965	118.029882242716	239.947625867739	305.185027247363	11.6546856396066	55.0607705148565	59.0954507341733	105.297672522999	220.653875548577	294.496100849256
EHI_119540A	109.067574247064	188.326390967849	405.680051483345	331.561138381545	561.300745056918	1859.96575951821	1010.83667546183	1810.95349077627	3490.91346659168	3276.61216573802	5618.99330466101	17238.1353285195	931.079886097461	1672.47090438877	3362.45634240645	2923.15495243194	5167.18031641777	16634.3797595485
EHI_126980A	3.18556197383635	0	2.07578224340755	5.27936033444904	16.7257612909968	12.1317185208978	29.5237415642538	0	17.8622935999129	52.1726291072877	167.435980687928	112.436588985871	27.1942664924154	0	17.2050046441264	46.5446233616154	153.97275931137	108.498563470778
EHI_129370A	3.79233568313851	1.67917906898631	6.4981009358845	2.50985983113151	0.658494539015624	83.9688231910709	35.1473113860164	16.1470475857967	55.9167451823361	24.8033810510056	6.59196774361921	778.221819480777	32.374126776685	14.9122920144403	53.8591449729175	22.1277717620794	6.06191965792794	750.965057165602
EHI_131210A	18.5065981337159	6.58754865525399	24.1873757057923	12.2896584834715	5.79475194333749	266.984462592043	171.51887956376	63.3461097596638	208.134551512029	121.451038249752	58.009316143849	2474.40807618191	157.985738670223	58.502068672035	200.475706288082	108.349778972941	53.3448929897659	2387.7433860962
EHI_131230A	155.334069581353	220.101625657898	202.163140227518	58.8518856954975	111.153878185837	10.225305610471	1439.63387437123	2116.50531432288	1739.63207233935	581.596521195994	1112.72415512292	94.7679821452339	1326.04423277302	1954.65735327741	1675.61784360188	518.858096490138	1023.25203825824	91.4487892110846
EHI_134810A	22.6023206715055	62.387960793876	55.8656177682293	102.211877950562	121.558091902284	126.949768807966	209.477975860658	599.924921841522	480.728684275917	1010.09631107716	1216.87724547211	1176.56859188786	192.949795589043	554.049003305743	463.039038031054	901.134429345373	1119.0303688535	1135.35996774779
EHI_135060A	28.5183643372016	91.5798430700995	156.856936480101	157.255700453998	287.630414642025	317.677714982937	264.307781622843	880.635133717679	1349.76809898472	1554.06011619577	2879.37151041287	2944.2323944443	243.453433360671	813.293464479859	1300.09991615181	1386.41935488615	2647.84650658292	2841.11238345624
EHI_135090A	21.8438535348778	7.36255437940151	32.0392476699861	13.2416742814869	5.39965521992812	321.837161332959	202.448513583455	70.7985932608007	275.700618607352	130.859217269099	54.0541354976775	2982.7820820966	186.474970233706	65.3846649863921	265.55550646369	116.743071710281	49.7077411950091	2878.31189093193
EHI_137720A	110.129428238342	59.1587702765946	116.243805630823	109.5683636625	147.634475647303	688.734991457824	1020.67792264992	568.872907253451	1000.28844159512	1082.79587622666	1477.91916811943	6383.18578042643	940.144641594933	525.371518662589	963.480260071079	965.99169140664	1359.08238730744	6159.6184461839
EHI_138790A	1.21354741860432	1.03334096553004	3.51980467360411	3.28878184768956	3.68756941848749	36.0485350335248	11.2471396435253	9.93664466818256	30.2882369737654	32.500982066835	36.9150193642676	334.097292986587	10.3597205685392	9.17679508580941	29.173703526997	28.9950112744489	33.9467500843965	322.395731456027
EHI_141810A	21.5404666802267	32.0335699314312	38.6276000077579	46.4756803212973	59.0011106957999	100.866573988036	199.636728672573	308.035984713659	332.393985250553	459.290193944483	590.640309828281	934.829925568239	183.885040091571	284.480647660092	320.162695116787	409.745290904712	543.148001350343	902.088056285614
EHI_144610A	55.0647141191711	112.375830001392	95.39573179486	143.148557265225	254.178892060031	335.961947896576	510.338961324958	1080.61010766485	820.888884135128	1414.64800890908	2544.49954903701	3113.69039641586	470.072320797467	997.976465581774	790.682169949636	1262.04601705101	2339.90098796018	3004.63521840148
EHI_147570A	122.568289279037	178.767987036696	236.278170140912	265.785501427754	404.18394804779	361.611867055045	1135.96110399605	1719.03952759558	2033.19498454661	2626.59252440132	4046.14980103347	3351.4134702717	1046.33177742246	1587.58554984503	1958.37835470969	2343.25472694296	3720.80628603617	3234.03218116827
EHI_148190A	52.485925854637	88.6089877942007	121.65888974406	146.6969797851	288.552306996646	543.93426539768	486.438789582467	852.067280296654	1046.88572924707	1449.71485798119	2888.60026525394	5041.17477903079	448.057914589321	786.910178608157	1008.36288088184	1293.33010816292	2656.33319410402	4864.61059218625
EHI_148240A	27.3048169185973	12.1417563449779	57.3096401984258	34.5322094007404	25.0227924825937	550.260090055005	253.060641979318	116.755574851145	493.15462764977	341.260311701767	250.49477425753	5099.80242900199	233.093712792132	107.827342258261	475.007736913925	304.447618381714	230.352947001262	4921.18484313888
EHI_148470A	27.7598972005739	31.7752346900486	47.5624887945991	48.8124463709714	119.71430719304	89.9480273192276	257.27831934564	305.551823546614	409.279509876266	482.382996991971	1198.41973578997	833.636995480956	236.978608005334	282.186448888639	394.219019454549	430.347009441821	1102.0569938113	804.439349161914
EHI_155680A	4.09572253778959	35.6502633107863	19.4943028076535	47.60078990077	82.0484195613467	45.8405649825351	37.9590962968977	342.814241052298	167.750235547008	470.408950967348	821.359180854953	424.84968266804	34.9640569188198	316.599430460425	161.577434918752	419.664636867024	755.315189377821	409.969571971727
EHI_156310A	17.5964375697627	22.7335012416608	46.2087177662898	23.0214729338269	127.484542753425	109.965362878709	163.083524831116	218.606182700016	397.630187963279	227.506874467845	1276.20495516468	1019.15736730764	150.215948243819	201.889491887807	382.998364251858	202.965078921142	1173.58764577485	983.461978888698
EHI_156660A	538.966747287645	661.209050318532	1204.13420398015	1086.42311931703	1021.19333110543	2712.47895100815	4995.13589418065	6358.21050705331	10361.6835308712	10736.4428390784	10222.8235768047	25139.2150602552	4601.01089750248	5872.0017555323	9980.39878095368	9578.27306653045	9400.82500551465	24258.7288125879
EHI_157010A	192.650652703436	75.0463876216189	218.04738695968	68.1124030034654	61.3716910362561	29.7227103761995	1785.48341840963	721.648819026758	1876.31744945172	673.112444384187	614.37139370531	275.469643015383	1644.6056402556	666.464743106909	1807.27353131345	600.501944026087	564.970912118884	265.821480503407
EHI_158070A	3.48894882848743	1.4208438276038	4.60282149625152	2.33676604967416	3.02907487947187	56.2391808575903	32.3355264751351	13.662886418751	39.6076945041547	23.092803047488	30.3230516206484	521.223901798786	29.7841966345502	12.6180932429879	38.1502276891499	20.6017185371084	27.8848304264685	502.968340660965
EHI_158270A	845.387470485236	666.246587525491	863.976670266977	350.861095014039	365.596168061474	332.235777208014	7835.03865417078	6406.6516498107	7434.5972448681	3467.34161313023	3659.86049125738	3079.15630122735	7216.84034105863	5916.73863157562	7161.02215035749	3093.30988701621	3365.57779408159	2971.31065962117
EHI_158570A	32.6140868749912	296.827192348503	402.250498211628	374.31530240151	1599.08813854554	733.362384588269	302.266877919741	2854.30118093544	3461.40185107878	3699.12493260687	16007.9344686049	6796.79180419588	278.417490279491	2636.03438839875	3334.03068255963	3300.09009899978	14720.7656973122	6558.73816180855
EHI_163670A	169.289864895303	184.32219472642	241.241997244712	315.290322924555	583.162763752237	806.066040581363	1568.97598027177	1772.44899268706	2075.90916489423	3115.81783340736	5837.84663374917	7470.60821961835	1445.18101931122	1636.91082343125	1999.52075711956	2779.70594928467	5368.43604906098	7208.95455289414
EHI_166410A	0	0.645838103456273	0.361005607549139	2.8560473940462	1.18529017022812	3.98613608543783	0	6.2104029176141	3.10648584346312	28.2245370580409	11.8655419385146	36.9434506667861	0	5.73549692863088	2.99217472071764	25.1798782120214	10.9114553842703	35.6495279975415
EHI_167270A	261.064388427255	788.309989078727	708.65400761896	980.143537502219	1514.01064410472	1143.84774625607	2419.54091581337	7580.41780123977	6098.0317107181	9686.14794491857	15156.2522361293	10601.1641043821	2228.634887307	7000.74755108686	5873.63897676872	8641.27638639826	13937.5656775079	10229.8645558162
EHI_167310A	140.619807130776	401.065462246346	846.558149702731	458.871614643423	997.750925516473	1682.23608318706	1303.26230619349	3856.66021183836	7284.70930292101	4534.74228732523	9988.14952513182	15590.9392998765	1200.43262087948	3561.74359267978	7016.64972008286	4045.56709939811	9185.02066569241	15044.8758047016
EHI_169280A	56.1265681104499	82.667277242403	80.3237476796834	102.471518622749	128.801531831456	227.816342796001	520.180208513043	794.931573454605	691.193100170543	1012.66217808244	1289.38889065192	2111.3985174561	479.137076294938	734.143606864753	665.758875359674	903.423509182829	1185.7114850907	2037.4480240334
