edgeR	NOISeq	DESeq2
EHI_169350A	-2.63823352222733	2.74617869095749	-2.74243699715823
EHI_174220A	-1.1699831696741	1.25422507206234	-1.23966923590592
EHI_174910A	-1.19834045724014	1.28604224458667	-1.2765742785593
EHI_176150A	-2.58159207300423	2.68388302275115	-2.6653447352767
EHI_176820A	-2.13641467959995	2.22951804699901	-2.21730815898216
EHI_177520A	-1.10199827454571	1.17985611146812	-1.17188449788062
EHI_178340A	-2.29062988583471	2.3833872411253	-2.38358513023539
EHI_178620A	-2.41666804541901	2.51967013807752	-2.50397796562487
EHI_179390A	-2.20156331150154	2.29105139417546	-2.27565761132051
EHI_180390A	-3.1452483052471	3.22599145829014	-3.24020754184931
EHI_186840A	-1.99579197902923	2.09703259980685	-2.08243148429054
EHI_187780A	-2.39679980529816	2.5021711401093	-2.48340638880365
EHI_188960A	-1.53109067698488	1.60652625136137	-1.59429938609483
EHI_193470A	-3.89415894797447	4.00143107460139	-3.9765686918265
EHI_194430A	-2.24850602982508	2.35435626602379	-2.33130211908236
EHI_195110A	5.55380039799462	-5.47619121854057	5.5033865751002
EHI_197020A	-3.01220875421684	3.11950224808374	-3.10078841581361
EHI_197840A	-1.11082241430074	1.1995545361478	-1.18654878986372
EHI_197990A	1.26333285234313	-1.17811734096012	1.18229413909999
EHI_198610A	-1.04556523202341	1.13193085350145	-1.11738810712853
EHI_198930A	-0.918584800848798	1.00832237329387	-0.999174788289554
EHI_200720A	-3.89415894797447	4.00143107460139	-3.9765686918265
