UmasM_1	UmasM_2	pEhEx_1	pEhEx_2
EHI_000010A	7.44986944482071	14.2106428676235	8.65662944147333	2.53659102313442
EHI_000130A	54.6323759286852	472.690857491478	185.724049835246	466.732748256732
EHI_000140A	121.681200932072	409.116928873162	374.595964921937	367.80569835449
EHI_000240A	769.819842631473	1285.68921523394	1246.55463957216	2085.07782101649
EHI_000250A	728.845560684959	234.849571601778	344.691245033211	352.586152215684
EHI_000260A	122.922845839542	106.205857221186	115.684047990598	72.2928441593308
EHI_000280A	59.5989555585657	65.8177143342564	58.2355071517296	90.0489813212718
EHI_000290A	27.3161879643426	21.6899285874254	19.6741578215303	15.2195461388065
EHI_000300A	83.1902088004979	127.147857236632	141.653936315018	124.292960133586
EHI_000410A	21.107963426992	26.9254285912867	29.904719888726	26.6342057429114
EHI_000430A	32.2827675942231	39.6402143149499	27.5438209501424	15.2195461388065
EHI_000440A	350.143863906573	531.777214677912	428.89664050936	298.049445218294
EHI_000470A	11.1748041672311	8.97514286376223	7.0826968157509	6.34147755783604
EHI_000480A	19.8663185195219	18.6982142995047	26.7568546372812	24.0976147197769
EHI_000510A	11460.3824959492	7513.69043411295	9890.5926200397	13068.5169511885
EHI_000520A	24.8328981494024	23.1857857313858	18.1002251958079	21.5610236966425
EHI_000540A	39.7326370390438	26.1775000193065	34.6265177658933	13.9512506272393
EHI_000550A	312.89451668247	238.589214461679	305.34292939015	285.366490102622
EHI_000560A	69.5321148183266	50.8591428946527	49.5788777102563	52.0001159742555
EHI_000570A	76.9819842631473	62.8260000463356	52.7267429617012	52.0001159742555
EHI_000580A	165.138772693526	146.594000108116	147.162700505047	126.829551156721
EHI_000590A	15607.4764868994	8186.07822032314	11008.8717506155	12477.4912427982
EHI_000610A	1200.6706255236	1056.07514363602	1536.15824270508	2890.44547086167
EHI_000620A	6.20822453735059	48.6153571787121	19.6741578215303	35.5122743238818
EHI_000650A	84.431853707968	71.0532143381177	81.0575302247048	67.219662113062
EHI_000660A	28.5578328718127	17.9502857275245	25.96988832442	11.4146596041049
EHI_000670A	22.3496083344621	14.2106428676235	8.65662944147333	12.6829551156721
EHI_000690A	0	210.915857298413	144.801801566463	377.952062447028
EHI_000700A	74.4986944482071	51.6070714666328	62.1703387160357	65.9513666014948
EHI_000710A	34.7660574091633	59.0863571864347	36.2004503916157	32.9756833007474
EHI_000720A	202.388119917629	145.846071536136	171.558656203744	135.707619737691
EHI_000730A	312.89451668247	759.147500559889	720.86114258087	1059.02675215862
EHI_000740A	141.547519451593	69.5573571941573	97.5838227947902	100.195345413809
EHI_000770A	13.6580939821713	7.47928571980186	6.29573050288969	5.07318204626883
EHI_000780A	32.2827675942231	24.6816428753461	22.0350567601139	36.780569835449
EHI_000790A	54.6323759286852	65.0697857622762	55.874608213146	50.7318204626883
EHI_000800A	417.19268890996	196.705214430789	270.716411624257	267.610352940681
EHI_000900A	11.1748041672311	29.1692143072273	21.2480904472527	44.3903429048523
EHI_000910A	12.4164490747012	5.98342857584149	7.0826968157509	2.53659102313442
EHI_001050A	514.040991692629	587.871857576426	609.111926154578	626.537982714201
EHI_001060A	9.93315925976095	19.4461428714848	17.3132588829467	20.2927281850753
EHI_001070A	538.873889842031	728.482429108701	701.973951072201	825.660378030252
EHI_001100A	28.5578328718127	30.6650714511876	19.6741578215303	24.0976147197769
EHI_001120A	48.4241513913346	53.1029286105932	82.6314628504272	114.146596041049
EHI_001130A	2712.99412282221	1079.26092936741	1209.56722286768	2303.22464900605
EHI_001140A	29.7994777792828	75.5407857699988	44.8570798330891	38.0488653470162
EHI_001150A	109.26475185737	83.7680000617809	90.5011259790393	59.6098890436588
EHI_001180A	13.6580939821713	3.73964285990093	8.65662944147333	5.07318204626883
EHI_001400A	2264.7603112255	1317.10221525711	1881.63645405116	2422.44442709337
EHI_001410A	27.3161879643426	25.4295714473263	27.5438209501424	17.7561371619409
EHI_001420A	8617.01565784262	8013.30672019571	9531.73598137499	13566.9570872344
EHI_001430A	12.4164490747012	14.2106428676235	9.44359575433454	20.2927281850753
EHI_001635A	183.763446305577	225.126500166036	431.257539447944	266.342057429114
EHI_001760A	9.93315925976095	7.47928571980186	7.0826968157509	5.07318204626883
EHI_001780A	7516.91826982409	4027.5953601133	4981.49676041147	3163.12900584862
EHI_001800A	18.6246736120518	3.73964285990093	9.44359575433454	1.26829551156721
EHI_001810A	602.197780123007	620.032786171574	666.560466993446	566.928093670542
EHI_001820A	8.69151435229083	23.933714303366	26.7568546372812	26.6342057429114
EHI_001830A	39.7326370390438	80.7762857738601	55.0876419002848	49.4635249511211
EHI_001840A	150.239033803884	80.7762857738601	131.423374247822	157.268643434334
EHI_001850A	148.997388896414	195.209357286829	184.937083522385	166.146712015304
EHI_001860A	18.6246736120518	5.98342857584149	6.29573050288969	0
EHI_001870A	8.69151435229083	8.22721429178205	10.2305620671957	3.80488653470162
EHI_001910A	21.107963426992	29.9171428792074	17.3132588829467	11.4146596041049
EHI_001920A	9.93315925976095	7.47928571980186	6.29573050288969	5.07318204626883
EHI_001940A	346.418929184163	1483.89028680869	1035.64766772535	1586.63768497058
EHI_001950A	193.696605565338	263.270857337026	265.994613747089	338.634901588445
EHI_001990A	39.7326370390438	23.933714303366	42.4961808945054	10.1463640925377
EHI_002110A	167.622062508466	128.643714380592	178.641353019495	112.878300529481
EHI_002120A	11.1748041672311	7.47928571980186	4.72179787716727	0
EHI_002130A	132.856005099303	154.073285827918	178.641353019495	149.658870364931
EHI_002140A	440.783942151892	242.32885732158	282.520906317175	294.244558683592
EHI_002150A	28.5578328718127	29.1692143072273	28.3307872630036	25.3659102313442
EHI_002160A	1671.25404545478	991.005357873747	1518.84498382214	1943.02872372096
EHI_002180A	918.817231527887	428.563071744647	616.98158928319	380.488653470162
EHI_002190A	338.969059739342	228.118214453957	145.588767879324	447.708315583224
EHI_002200A	281.853393995717	151.081571539998	199.102477153886	157.268643434334
EHI_002210A	18.6246736120518	32.160928595148	21.2480904472527	25.3659102313442
EHI_002670A	139.064229636653	303.659000223956	277.012142127146	357.659334261953
EHI_002780A	63.323890280976	82.2721429178205	36.9874167044769	25.3659102313442
EHI_002790A	31.041122686753	41.8840000308904	37.7743830173381	59.6098890436588
EHI_002990A	54.6323759286852	68.0615000501969	65.3182039674805	46.9269339279867
EHI_003000A	124.164490747012	73.2970000540582	78.6966312861211	76.0977306940325
EHI_003010A	752.436813926892	928.179357827411	964.820699567845	1364.68597044632
EHI_003020A	6.20822453735059	29.9171428792074	11.017528380057	8.87806858097045
EHI_003040A	11.1748041672311	19.4461428714848	14.952359944363	15.2195461388065
EHI_003240.mRNA	148.997388896414	36.6485000270291	58.2355071517296	6.34147755783604
EHI_003260A	1434.09986812799	599.090786156129	1130.0836252687	1414.14949539744
EHI_003890A	60.8406004660358	31.4130000231678	27.5438209501424	12.6829551156721
EHI_003900A	29.7994777792828	51.6070714666328	29.904719888726	31.7073877891802
EHI_003930A	204.871409732569	112.189285797028	107.814384861986	205.463872873888
EHI_003940A	10367.7349773755	9768.69507863321	10092.0559961322	12129.9782726288
EHI_003950A	18.6246736120518	43.3798571748508	18.8871915086691	11.4146596041049
EHI_004170A	574.881592158665	819.729714890284	894.780697723197	1477.5642709758
EHI_004190A	58.3573106510956	26.9254285912867	35.4134840787545	31.7073877891802
EHI_004200A	92053.0701500196	27454.9620202487	48417.3154324732	73365.8221621167
EHI_004210A	6.20822453735059	6.73135714782168	8.65662944147333	1.26829551156721
EHI_004230A	291.786553255478	464.463643199696	503.658440231175	688.684462780994
EHI_004350A	45.9408615763944	104.710000077226	63.7442713417581	92.5855723444062
EHI_004370A	307.927937052589	515.322786094348	258.911916931339	324.683650961205
EHI_004380A	468.100130116235	534.021000393853	520.971699114122	546.635365485467
EHI_004400A	90.6400782453186	109.945500081087	183.363150896662	287.903081125756
EHI_004430A	114.231331487251	23.933714303366	62.1703387160357	77.3660262055997
EHI_004440A	127.889425469422	126.399928664651	147.949666817908	123.024664622019
EHI_004470A	19.8663185195219	14.2106428676235	14.1653936315018	6.34147755783604
EHI_004490A	403.534594927788	859.369929205234	321.082255647374	678.538098688456
EHI_004510A	11.1748041672311	6.73135714782168	9.44359575433454	2.53659102313442
EHI_004530A	171.346997230876	72.5490714820781	85.779328101872	79.9026172287341
EHI_004550A	2750.24347004631	1062.80650078384	2013.05982829898	4489.76611094792
EHI_004560A	6.20822453735059	14.9585714396037	13.3784273186406	16.4878416503737
EHI_004570A	150.239033803884	103.214142933266	134.571239499267	110.341709506347
EHI_004580A	19.8663185195219	49.3632857506923	19.6741578215303	30.439092277613
EHI_004590A	39.7326370390438	87.5076429216818	37.7743830173381	39.3171608585834
EHI_004600A	706.495952350497	687.346357649791	712.204513139396	1095.80732199407
EHI_004610A	86.9151435229083	109.197571509107	108.601351174847	133.171028714557
EHI_004640A	141.547519451593	138.366785816334	150.310565756491	116.683187064183
EHI_004750A	353.868798628984	351.526428830688	372.235065983353	381.75694898173
EHI_004760A	624.547388457469	463.715714627715	579.994172578713	743.221169778384
EHI_004770A	403.534594927788	215.403428730294	327.377986150264	319.610468914936
EHI_004780A	295.511487977888	186.234214423066	238.450792796947	191.512622246648
EHI_004790A	5742.6076970493	3856.31971712984	4977.56192884716	6133.47709393902
EHI_004800A	122.922845839542	94.2390000695035	129.8494416221	79.9026172287341
EHI_004810A	1219.29529913566	736.709643400483	850.71058420297	905.562995258986
EHI_004820A	233.429242604382	176.511142987324	209.333039221082	256.195693336576
EHI_004830A	176.313576860757	156.317071543859	166.836858326577	199.122395316052
EHI_004840A	685.387988923505	913.220786387807	1151.33171571595	1894.83349428141
EHI_004850A	13.6580939821713	24.6816428753461	15.7393262572242	7.60977306940325
EHI_004860A	263.228720383665	530.281357533952	557.959115818599	546.635365485467
EHI_004870A	16.1413837971115	22.4378571594056	23.6089893858363	13.9512506272393
EHI_004880A	161.413837971115	472.690857491478	373.022032296214	629.074573737335
EHI_004900A	50.9074412062748	20.194071443465	31.4786525144485	53.2684114858227
EHI_004930A	36.0077023166334	84.515928633761	81.844496537566	97.658754390675
EHI_004940A	108.0231069499	139.114714388315	129.062475309239	147.122279341796
EHI_004960A	181.280156490637	141.358500104255	180.215285645217	171.219894061573
EHI_004970A	828.177153282569	246.816428753461	502.084507605453	312.000695845533
