EhMyb10_1	EhMyb10_2	pEhEx_1	pEhEx_2
EHI_000010A	6.36788714298932	10.4720128947551	7.85924767091135	2.35320558962505
EHI_000130A	82.7825328588612	71.2096876843345	168.616586394098	432.98982849101
EHI_000140A	255.776800243405	33.5104412632162	340.091081032164	341.214810495633
EHI_000240A	1007.18748311614	568.6303001852	1131.73166461123	1934.33499467179
EHI_000250A	489.265995486346	717.332883290722	312.94095271447	327.095576957882
EHI_000260A	96.5796216686714	90.0593108948936	105.028127965815	67.066359304314
EHI_000280A	42.4525809532622	56.5488696316774	52.8713025134036	83.5387984316894
EHI_000290A	14.8584033336418	27.2272335263632	17.8619265247985	14.1192335377503
EHI_000300A	123.11248476446	79.5872980001385	128.605870978549	115.307073891628
EHI_000410A	20.1649759527995	12.5664154737061	27.1501283176938	24.7086586910631
EHI_000430A	22.2876050004626	23.0384283684612	25.0066971347179	14.1192335377503
EHI_000440A	240.918396909763	347.670828105868	389.389998240608	276.501656780944
EHI_000480A	25.4715485719573	18.8496232105591	24.292220073726	22.355453101438
EHI_000510A	12829.1699640758	9459.36924783226	8979.54770254671	12123.7151977483
EHI_000520A	16.9810323813049	25.1328309474122	16.4329724028146	20.002247511813
EHI_000540A	22.2876050004626	40.8408502895448	31.4369906836454	12.9426307429378
EHI_000550A	267.451260005552	211.534660474052	277.217099664873	264.735628832819
EHI_000560A	70.0467585728826	48.1712593158733	45.0120548424923	48.2407145873136
EHI_000570A	41.3912664294306	75.3984928422365	47.86996308646	48.2407145873136
EHI_000580A	189.975299765848	201.062647579297	133.607210405493	117.660279481253
EHI_000590A	13402.2798069449	14268.1175691038	9994.81960621626	11575.4182953656
EHI_000610A	1910.3661428968	1410.58013692351	1394.65922305627	2681.47776937775
EHI_000620A	9.55183071448399	2.09440257895101	17.8619265247985	32.9448782547507
EHI_000650A	56.2496697630724	67.0208825264324	73.5911372821699	62.3599481250639
EHI_000660A	24.4102340481257	21.9912270789856	23.5777430127341	10.5894251533127
EHI_000670A	10.6131452383155	34.5576425526917	7.85924767091135	11.7660279481253
EHI_000690A	18.0423469051364	0	131.463779222517	350.627632854133
EHI_000700A	83.8438473826928	69.1152851053835	56.4436878183633	61.1833453302514
EHI_000710A	24.4102340481257	30.3688373947897	32.8659448056293	30.5916726651257
EHI_000720A	158.135864050902	128.805758605487	155.755999296243	125.89649904494
EHI_000730A	1002.94222502082	469.146177685027	654.460987868618	982.46333366846
EHI_000740A	115.683283097639	183.260225658214	88.5951555630007	92.9516207901896
EHI_000780A	29.7168066672835	35.6048438421672	20.0053577077743	34.1214810495633
EHI_000790A	63.6788714298932	83.7761031580406	50.7278713304278	47.0641117925011
EHI_000800A	248.347598576584	307.877179105799	245.780108981228	248.263189705443
EHI_000900A	16.9810323813049	18.8496232105591	19.2908806467824	41.1810978184384
EHI_001050A	622.991625489122	467.051775106076	553.005245207762	581.241780637388
EHI_001060A	3.18394357149466	3.14160386842652	15.7184953418227	18.8256447170004
EHI_001070A	681.363924299858	470.193378974503	637.313538404811	765.968419422955
EHI_001100A	24.4102340481257	37.6992464211183	17.8619265247985	22.355453101438
EHI_001120A	130.541686431281	29.3216361053142	75.0200914041538	105.894251533127
EHI_001130A	1683.24483479684	2598.10639918873	1098.15124274461	2136.71067537955
EHI_001140A	20.1649759527995	19.8968245000346	40.7251924765406	35.2980838443758
EHI_001150A	82.7825328588612	90.0593108948936	82.1648620140732	55.3003313561888
EHI_001180A	7.42920166682088	11.5192141842306	7.85924767091135	4.70641117925011
EHI_001400A	2239.37364528458	2124.7714163458	1708.31465283173	2247.31133809193
EHI_001410A	21.2262904766311	17.8024219210836	25.0066971347179	16.4724391273754
EHI_001420A	10959.1337730846	7655.04142606596	8653.74616273439	12586.1200961096
EHI_001430A	9.55183071448399	11.5192141842306	8.57372473190329	18.8256447170004
EHI_001635A	567.803270249882	70.162486394859	391.533429423584	247.086586910631
EHI_001760A	10.6131452383155	11.5192141842306	6.43029354892747	4.70641117925011
EHI_001780A	3355.87652435537	7792.22479498725	4522.63979607899	2934.44737026244
EHI_001800A	7.42920166682088	16.7552206316081	8.57372473190329	1.17660279481253
EHI_001810A	531.718576439609	562.347092448347	605.162070660174	525.941449281199
EHI_001820A	26.5328630957889	15.7080193421326	24.292220073726	24.7086586910631
EHI_001830A	35.0233792864413	43.9824541579713	50.0133942694359	45.8875089976885
EHI_001840A	178.300840003701	147.655381816046	119.317669185654	145.898746556753
EHI_001850A	229.243937147616	149.749784394998	167.902109333106	154.134966120441
EHI_001870A	11.6744597621471	5.23600644737754	9.28820179289523	3.52980838443758
EHI_001910A	18.0423469051364	23.0384283684612	15.7184953418227	10.5894251533127
EHI_001940A	535.963834534935	269.130731395205	940.251812265394	1471.93009631047
EHI_001950A	250.470227624247	157.080193421326	241.493246615276	314.152946214945
EHI_001990A	42.4525809532622	19.8968245000346	38.5817612935648	9.41282235850021
EHI_002110A	140.093517145765	145.560979237095	162.186292845171	104.717648738315
EHI_002130A	204.83370309949	150.796985684473	162.186292845171	138.839129787878
EHI_002140A	324.762244292456	414.691710632301	256.497264896107	272.971848396506
EHI_002150A	21.2262904766311	20.9440257895101	25.7211741957099	23.5320558962505
EHI_002160A	1956.00266742155	1956.17200874025	1378.94072771445	1802.55548165279
EHI_002180A	650.585803108743	530.931053764082	560.150015817682	352.980838443758
EHI_002190A	162.381122146228	229.337082395136	132.178256283509	415.340786568822
EHI_002200A	262.144687386394	285.885952026813	180.762696430961	145.898746556753
EHI_002210A	18.0423469051364	16.7552206316081	19.2908806467824	23.5320558962505
EHI_002670A	179.362154527533	198.968245000346	251.495925469163	331.801988137133
EHI_002780A	22.2876050004626	37.6992464211183	33.5804218666212	23.5320558962505
EHI_002790A	30.7781211911151	38.7464477105938	34.2948989276132	55.3003313561888
EHI_002990A	47.7591535724199	57.5960709211529	59.3015960623311	43.5343034080635
EHI_003000A	72.1693876205457	96.3425186317466	71.4477060991941	70.5961676887516
EHI_003010A	889.381570970842	551.875079553592	875.94887677612	1266.02460721828
EHI_003040A	7.42920166682088	12.5664154737061	13.5750641588469	14.1192335377503
EHI_003240.mRNA	32.9007502387782	94.2481160527956	52.8713025134036	5.88301397406263
EHI_003260A	1749.0463352744	1627.35080384494	1025.98905958443	1311.91211621597
EHI_003890A	19.103661428968	40.8408502895448	25.0066971347179	11.7660279481253
EHI_003900A	13.7970888098102	19.8968245000346	27.1501283176938	29.4150698703132
EHI_003930A	156.013235003238	164.410602447655	97.8833573558959	190.609652759629
EHI_003940A	9990.15361282642	7601.63416030271	9162.45383016065	11253.029129587
EHI_003950A	5.30657261915777	13.6136167631816	17.1474494638066	10.5894251533127
EHI_004170A	680.302609776026	496.37341121139	812.360418347837	1370.74225595659
EHI_004190A	25.4715485719573	51.3128631842998	32.1514677446373	29.4150698703132
EHI_004200A	64948.2036003958	81485.8739379576	43957.4867004682	68061.7652687254
EHI_004230A	525.350689296619	295.310763632093	457.265319034842	638.895317583202
EHI_004350A	53.0657261915777	36.6520451316427	57.8726419403472	85.8920040213144
EHI_004370A	145.400089764923	327.774003605834	235.062953066349	301.210315472007
EHI_004380A	364.030881674223	341.387620369015	472.983814376665	507.115804564199
EHI_004400A	189.975299765848	41.8880515790203	166.473155211122	267.088834422444
EHI_004430A	0	0	56.4436878183633	71.7727704835641
EHI_004440A	196.343186908838	173.835414052934	134.321687466485	114.130471096815
EHI_004470A	11.6744597621471	13.6136167631816	12.8605870978549	5.88301397406263
EHI_004490A	296.106752149004	580.149514369431	291.506640884712	629.482495224702
EHI_004510A	4.24525809532622	10.4720128947551	8.57372473190329	2.35320558962505
EHI_004530A	146.461404288754	178.024219210836	77.8779996481216	74.1259760731892
EHI_004550A	3351.63126626005	3627.50526674316	1827.63232201738	4165.17389363634
EHI_004560A	28.655492143452	8.37761031580406	12.146110036863	15.2958363325628
EHI_004570A	110.376710478482	100.531323789649	122.175577429622	102.36444314869
EHI_004580A	11.6744597621471	9.42481160527956	17.8619265247985	28.2384670755006
EHI_004590A	29.7168066672835	46.0768567369223	34.2948989276132	36.4746866391883
EHI_004600A	616.623738346133	537.214261500935	646.601740197706	1016.58481471802
EHI_004610A	77.4759602397035	82.7289018685651	98.5978344168878	123.543293455315
EHI_004640A	174.055581908375	169.646608895032	136.465118649461	108.247457122752
EHI_004750A	368.276139769549	258.65871850045	337.947649849188	354.157441238571
EHI_004760A	508.369656915314	570.724702764151	526.56959395106	689.489237760141
EHI_004770A	393.747688341507	330.91560747426	297.222457372647	296.503904292757
EHI_004780A	198.465815956501	195.82664113192	216.486549480558	177.667022016692
EHI_004790A	4790.77376057564	3256.79601026883	4519.06741077403	5690.05111571338
EHI_004800A	107.192766906987	113.097739263355	117.88871506367	74.1259760731892
EHI_004810A	867.09396597038	714.191279422296	772.349702932288	840.094395496144
EHI_004820A	187.852670718185	149.749784394998	190.050898223856	237.67376455213
EHI_004830A	130.541686431281	134.041765052865	151.469136930291	184.726638785567
EHI_004840A	1247.04456550208	583.291118237857	1045.27994023121	1757.84457544991
EHI_004850A	11.6744597621471	14.6608180526571	14.2895412198388	7.05961676887516
EHI_004860A	279.125719767699	212.581861763528	506.564236243286	507.115804564199
EHI_004870A	13.7970888098102	12.5664154737061	21.4343118297582	12.9426307429378
EHI_004880A	273.819147148541	194.779439842444	338.66212691018	583.594986227013
EHI_004900A	65.8015004775564	52.3600644737754	28.5790824396776	49.4173173821261
EHI_004930A	85.9664764303559	30.3688373947897	74.3056143431618	90.5984152005646
EHI_004940A	130.541686431281	69.1152851053835	117.174238002678	136.485924198253
EHI_004960A	267.451260005552	210.487459184577	163.615246967154	158.841377299691
EHI_004970A	272.757832624709	533.025456343033	455.836364912858	289.444287523882
EHI_004980A	7.42920166682088	26.1800322368877	16.4329724028146	16.4724391273754
EHI_004990A	46.6978390485884	55.5016683422019	40.0107154155487	69.4195648939391
EHI_005000A	24.4102340481257	10.4720128947551	26.4356512567018	44.710906202876
EHI_005010A	93.3956780971768	42.9352528684958	141.466458076404	223.55453101438
EHI_005020A	812.966925254971	515.223034421949	1121.72898575735	1893.15389685336
EHI_005030A	2.12262904766311	1.04720128947551	10.7171559148791	28.2384670755006
EHI_005040A	12.7357742859786	8.37761031580406	10.7171559148791	21.1788503066255
EHI_005060A	541.270407154093	490.090203474537	520.853777463125	942.458838644834
EHI_005070A	59.433613334567	47.1240580263978	124.319008612598	181.196830401129
EHI_005080A	88.089105478019	81.6817005790896	59.3015960623311	68.2429620991265
EHI_005100A	55.1883552392408	38.7464477105938	77.1635225871296	101.187840353877
EHI_005120A	10.6131452383155	17.8024219210836	10.0026788538872	10.5894251533127
EHI_005130A	96.5796216686714	120.428148289683	101.455742660856	102.36444314869
EHI_005140A	618.746367393796	280.649945579436	253.639356652139	478.877337488698
EHI_005150A	1290.55846097917	1096.41975008086	1954.80923887395	2056.7016853323
EHI_005460A	3258.23558816287	4014.96974384909	2372.06384249324	2813.25728239675
EHI_005657A	19.103661428968	17.8024219210836	8.57372473190329	16.4724391273754
EHI_005860A	13.7970888098102	29.3216361053142	28.5790824396776	31.7682754599382
EHI_005870A	336.436704054603	327.774003605834	270.786806115946	377.689497134821
EHI_005890A	18599.537030148	18469.4891424795	13857.2825979387	14476.9207873733
EHI_005900A	33.9620647626097	33.5104412632162	35.723853049597	40.0044950236259
EHI_005910A	295.045437625172	414.691710632301	375.814934081761	305.916726651257
EHI_005940A	95.5183071448399	63.8792786580059	97.8833573558959	44.710906202876
EHI_005950A	271.696518100878	106.814531526502	221.487888907502	303.563521061632
EHI_005960A	14.8584033336418	16.7552206316081	25.7211741957099	61.1833453302514
EHI_005970A	12965.0182231263	16821.1943128451	9067.42838104872	9145.73352407777
EHI_006000A	12.7357742859786	5.23600644737754	8.57372473190329	3.52980838443758
EHI_006010A	181.484783575196	158.127394710802	145.753320442356	145.898746556753
EHI_006020A	8.49051619065243	25.1328309474122	12.146110036863	3.52980838443758
EHI_006030A	102.947508811661	47.1240580263978	85.7372473190329	71.7727704835641
EHI_006040A	33.9620647626097	52.3600644737754	23.5777430127341	14.1192335377503
EHI_006050A	205.895017623322	270.177932684681	188.621944101872	184.726638785567
EHI_006060A	16.9810323813049	24.0856296579367	23.5777430127341	34.1214810495633
EHI_006070A	2531.23513933826	1860.87669139798	1862.64169800599	2227.30909058011
EHI_006130A	40.3299519055991	30.3688373947897	36.438330110589	38.8278922288134
EHI_006150A	45.6365245247568	60.7376747895794	37.1528071715809	30.5916726651257
EHI_006160A	72.1693876205457	50.2656618948243	117.174238002678	96.4814291746272
EHI_006170A	195.281872385006	56.5488696316774	178.619265247985	394.161936262196
EHI_006190A	126.296428335955	173.835414052934	101.455742660856	108.247457122752
EHI_006200A	58.3722988107355	114.14494055283	42.8686236595165	0
EHI_006550A	73.2307021443772	77.4928954211875	74.3056143431618	69.4195648939391
EHI_006670A	2138.54876552058	2490.24466637276	1916.22747758039	1700.1910385041
EHI_006680A	23.3489195242942	36.6520451316427	57.1581648793553	70.5961676887516
EHI_006690A	4.24525809532622	7.33040902632855	8.57372473190329	9.41282235850021
