baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	U2AF84_1	U2AF84_2	pEhEx_1	pEhEx_2	U2AF84_1.1	U2AF84_2.1	pEhEx_1.1	pEhEx_2.1	Certeza	DE
EHI_082380A	1865.26487522756	0.332371168185819	0.295366147981473	1.1252852449654	0.260468180174382	0.703728201492723	1682	1991	2081	1708	1889.09400070809	2268.4706683674	1414.71673195901	1888.77809987575	29.63	DOWN_pEhEx_UP_U2AF84
EHI_177050.mRNA	43.1622132736558	0.610274728676555	0.542655616034565	1.12460778188589	0.260755274659919	0.703728201492723	38	54	47	33	42.6786991836548	61.5255731249822	31.9517954839373	36.492785302049	29.63	DOWN_pEhEx_UP_U2AF84
EHI_178590A	1646.77239876386	-0.324555990870211	0.288447766391801	-1.12518115473761	0.260512277179473	0.703728201492723	1314	1271	2288	1906	1475.78449282427	1448.12969336764	1555.4405971755	2107.73481168804	29.63	UP_pEhEx_DOWN_U2AF84
EHI_193940A	69.7435018157785	-2.89577063985829	2.58784315588571	-1.11899001037688	0.263144400787597	0.709470752868248	0	29	108	156	0	33.041511493046	73.4211470694729	172.511348700595	29.05	UP_pEhEx_DOWN_U2AF84
EHI_012340A	115.920502043375	-0.448680215191823	0.402150165581415	-1.11570317158302	0.264549212536048	0.709734300430209	72	101	184	129	80.8649037163985	115.075608993022	125.087880192435	142.653615271646	29.03	UP_pEhEx_DOWN_U2AF84
EHI_081330A	906.195054532588	-0.326021631978102	0.292132973190949	-1.11600422375122	0.264420326641185	0.709734300430209	689	732	1280	1037	773.832203619424	834.013324583091	870.176557860419	1146.75813206742	29.03	UP_pEhEx_DOWN_U2AF84
EHI_092640A	433.53463018844	-0.373798738513113	0.334933899863237	-1.11603733950414	0.264406151829804	0.709734300430209	325	342	577	531	365.015190386521	389.661963124887	392.259276473017	587.202090769334	29.03	UP_pEhEx_DOWN_U2AF84
EHI_152920A	74.376345480328	-0.477739953106715	0.427973878918626	-1.11628297108654	0.264301028452461	0.709734300430209	57	53	131	76	64.0180487754821	60.3862106597047	89.0571320935273	84.0439903925977	29.03	UP_pEhEx_DOWN_U2AF84
EHI_164440A	1391.5781952531	0.338301731022178	0.302612446336428	1.11793726635445	0.263593787410504	0.709734300430209	1405	1342	1485	1311	1577.9887461325	1529.02442840233	1009.54077220525	1449.75883427231	29.03	DOWN_pEhEx_UP_U2AF84
EHI_044530A	203.818512362015	0.416839047118922	0.374555481976283	1.11288999140938	0.265755679071823	0.71226719514314	231	182	306	127	259.441566090112	207.363968680495	208.026583363506	140.441931313946	28.77	DOWN_pEhEx_UP_U2AF84
EHI_082540A	135.740798627598	0.535322360730297	0.481636599121011	1.11146528670633	0.266368123961469	0.713204592263696	160	125	224	62	179.699786036441	142.420308159681	152.280897625573	68.5622026886981	28.68	DOWN_pEhEx_UP_U2AF84
EHI_111990A	3604.26482463251	0.28899803182629	0.260252170346206	1.11045387802854	0.266803492300461	0.713666484330789	3581	3429	5209	2665	4021.9058362281	3906.87389343637	3541.21069523041	2947.06887363517	28.63	DOWN_pEhEx_UP_U2AF84
EHI_148280A	820.358303318862	-0.331145427417775	0.298416777957544	-1.10967429406696	0.267139403860271	0.713861694370706	639	645	1140	953	717.676020483037	734.888790103954	775.000996844436	1053.86740584402	28.61	UP_pEhEx_DOWN_U2AF84
EHI_055690A	96.4187736673838	0.43451132831712	0.391881499820612	1.1087824470306	0.267524044501869	0.71418660847844	96	100	124	72	107.819871621865	113.936246527745	84.2983540427281	79.6206224771978	28.58	DOWN_pEhEx_UP_U2AF84
EHI_026330A	129.80158675268	0.430923095163908	0.389762798184941	1.10560345207558	0.268898195004131	0.715743724937465	130	134	191	82	146.006076154608	152.674570347178	129.846658243234	90.6790422656975	28.43	DOWN_pEhEx_UP_U2AF84
EHI_040360A	105.258981659906	0.430652596001724	0.389485534529741	1.1056959959288	0.268858123694311	0.715743724937465	113	101	143	74	126.912973888237	115.075608993022	97.2150373234687	81.8323064348977	28.43	DOWN_pEhEx_UP_U2AF84
EHI_091530A	231.628976770726	-0.382098016441823	0.345242507978925	-1.10675252210005	0.268400940483016	0.715743724937465	164	191	331	271	184.192280687352	217.618230867992	225.022219259218	299.683176268342	28.43	UP_pEhEx_DOWN_U2AF84
EHI_023890A	390.096318158825	0.330140280970312	0.298966407574855	1.10427216103753	0.269475095234841	0.716246156711169	420	349	535	296	471.711938345658	397.637500381829	363.706608168222	327.329225739591	28.38	DOWN_pEhEx_UP_U2AF84
EHI_051760A	70.1932251953761	-0.491377169495509	0.445107940231222	-1.10395058160556	0.269614575380779	0.716246156711169	47	56	113	79	52.7868121482046	63.804298055537	76.8202742486151	87.3615163291476	28.38	UP_pEhEx_DOWN_U2AF84
EHI_023140A	107.465193892117	0.423908908627759	0.384938631593018	1.10123763591476	0.270793245569783	0.7173497269899	112	106	146	76	125.789850225509	120.772421319409	99.2545136309541	84.0439903925977	28.27	DOWN_pEhEx_UP_U2AF84
EHI_083600A	149.400112529739	-0.398615459691726	0.362192285190586	-1.10056308759303	0.271086858155299	0.7173497269899	129	99	243	158	144.882952491881	112.796884062467	165.197580906314	174.723032658295	28.27	UP_pEhEx_DOWN_U2AF84
EHI_110780A	46.593104675728	-0.575170943389793	0.522368877437758	-1.10108195229975	0.270860991070026	0.7173497269899	34	32	70	58	38.1862045327437	36.4595988888783	47.5877805079917	64.1388347732982	28.27	UP_pEhEx_DOWN_U2AF84
EHI_177460A	79.0970896168694	-0.625288981529677	0.568108487537014	-1.10065065959596	0.271048728121971	0.7173497269899	34	76	181	62	38.1862045327437	86.591547361086	123.04840388495	68.5622026886981	28.27	UP_pEhEx_DOWN_U2AF84
EHI_010290A	146.970808605817	0.381648531387627	0.347467876442931	1.09837069053579	0.272042655339397	0.718478413663874	143	151	190	114	160.606683770069	172.043732256895	129.166832807406	126.065985588896	28.15	DOWN_pEhEx_UP_U2AF84
EHI_185430A	85.126969373501	0.451005690807168	0.410497720113547	1.09868013562272	0.271907610042078	0.718478413663874	93	81	109	63	104.450500633681	92.2883596874732	74.1009725053013	69.6680446675481	28.15	DOWN_pEhEx_UP_U2AF84
EHI_023130A	135.540260042737	0.421350143009985	0.383997264500628	1.09727381406722	0.27252171428729	0.718832461905926	148	127	197	88	166.222302083708	144.699033090236	133.925610858205	97.3140941387973	28.12	DOWN_pEhEx_UP_U2AF84
EHI_051020A	55.8399551490078	-0.523195107781078	0.477764955027419	-1.0950889182549	0.27347768312592	0.718832461905926	44	37	93	62	49.4174411600213	42.1564112152655	63.2237655320461	68.5622026886981	28.12	UP_pEhEx_DOWN_U2AF84
EHI_158100A	122.003737143374	-0.440876188049981	0.402483024198211	-1.09539076568074	0.273345477937992	0.718832461905926	108	75	186	140	121.297355574598	85.4521848958085	126.447531064092	154.817877038996	28.12	UP_pEhEx_DOWN_U2AF84
EHI_164750A	882.287320998147	0.28584421285013	0.261036177705053	1.09503676985765	0.273500527863286	0.718832461905926	853	861	1202	699	958.024484306777	980.991082603882	817.1501738658	772.983543216129	28.12	DOWN_pEhEx_UP_U2AF84
EHI_178910A	36.4919698251477	-0.615078721240225	0.561569827341284	-1.09528448875588	0.273392020842969	0.718832461905926	24	27	68	38	26.9549679054662	30.7627865624911	46.2281296363348	42.0219951962988	28.12	UP_pEhEx_DOWN_U2AF84
EHI_194500A	312.79376990155	0.356783555244962	0.326059964381951	1.0942268116886	0.273855515114683	0.71906936512221	351	271	442	224	394.216405617443	308.767228090188	300.482842636176	247.708603262393	28.09	DOWN_pEhEx_UP_U2AF84
EHI_134640A	724.84745355837	0.301556948591057	0.276238175680006	1.09165558977764	0.274984512201069	0.721336184179615	767	649	991	565	861.435849312189	739.446239965063	673.707006905997	624.800718050233	27.87	DOWN_pEhEx_UP_U2AF84
EHI_011870A	536.545818490045	-0.348641623738384	0.319571424613526	-1.09096620312662	0.275287754212861	0.721434606841618	423	411	725	642	475.081309333841	468.277973229031	492.873440975628	709.95055042168	27.86	UP_pEhEx_DOWN_U2AF84
EHI_068640A	109.768446784683	0.428018718119187	0.392812720822545	1.08962540017269	0.275878189551425	0.721588906196646	126	97	145	80	141.513581503697	110.518159131912	98.5746881951256	88.4673583079975	27.84	DOWN_pEhEx_UP_U2AF84
EHI_175480A	262.945193547184	0.351946512410581	0.322823868973897	1.09021217523119	0.275619691356957	0.721588906196646	284	238	370	190	318.967120214683	271.168266736032	251.535411256527	210.109975981494	27.84	DOWN_pEhEx_UP_U2AF84
EHI_118150A	280.313957601204	0.340118832902779	0.312970495233712	1.08674407997723	0.277149927320276	0.72226293941071	305	249	354	230	342.552717131966	283.701253854084	240.658204283272	254.343655135493	27.77	DOWN_pEhEx_UP_U2AF84
EHI_133950A	369.782482212409	0.330847241422842	0.304470692233784	1.08663083134716	0.27719999368912	0.72226293941071	370	359	535	263	415.55575520927	409.031125034604	363.706608168222	290.836440437542	27.77	DOWN_pEhEx_UP_U2AF84
EHI_155200.mRNA	43.7383520077013	0.585389836794672	0.537901809010371	1.08828382241671	0.276469830070237	0.72226293941071	55	38	54	30	61.7718014500266	43.295773680543	36.7105735347364	33.1752593654991	27.77	DOWN_pEhEx_UP_U2AF84
EHI_192050A	790.433579462105	0.424078067253586	0.389971644823665	1.0874587239422	0.276834130703134	0.72226293941071	775	827	1324	406	870.420838614011	942.252758784449	900.088877036871	448.971843413088	27.77	DOWN_pEhEx_UP_U2AF84
EHI_099760A	106.273080814278	-0.415344825317259	0.382482263525321	-1.08591917828828	0.277514751180567	0.72238978854769	77	84	180	109	86.4805220300373	95.7064470833056	122.368578449121	120.536775694647	27.76	UP_pEhEx_DOWN_U2AF84
EHI_000550A	288.807551877865	0.325393288155322	0.300537031443633	1.08270613638623	0.278938879434612	0.724014395473204	278	290	388	225	312.228378238316	330.41511493046	263.77226910144	248.814445241243	27.6	DOWN_pEhEx_UP_U2AF84
EHI_142250A	404.339723702363	-0.4052023718252	0.374003080771144	-1.08341987715643	0.278622096832079	0.724014395473204	270	344	509	521	303.243388936494	391.940688055442	346.031146836682	576.143670980834	27.6	UP_pEhEx_DOWN_U2AF84
EHI_198620A	78.6371680154038	-0.496017877428449	0.458059570012834	-1.08286762224955	0.278867185041895	0.724014395473204	56	59	107	101	62.8949251127544	67.2223854513694	72.7413216336444	111.690039863847	27.6	UP_pEhEx_DOWN_U2AF84
EHI_004810A	844.84001978504	0.283481123713578	0.263222638108998	1.07696331041326	0.281496657093709	0.727733700599141	841	799	1081	714	944.547000354043	910.35060975668	734.891296130557	789.571172898878	27.23	DOWN_pEhEx_UP_U2AF84
EHI_049740A	35.6334611858052	0.614026413817925	0.570479102809726	1.07633462960119	0.281777626509436	0.727733700599141	37	39	36	29	41.555575520927	44.4351361458204	24.4737156898243	32.0694173866491	27.23	DOWN_pEhEx_UP_U2AF84
EHI_093820A	86.3865942861013	-0.503053629309645	0.466953996229955	-1.07730875711772	0.281342351346511	0.727733700599141	66	60	110	116	74.1261617400319	68.3617479166468	74.7807979411298	128.277669546596	27.23	UP_pEhEx_DOWN_U2AF84
EHI_140260A	347.875106820257	-0.318819701083965	0.296316426453353	-1.07594339233892	0.281952573890264	0.727733700599141	262	285	541	366	294.258399634672	324.718302604073	367.785560783193	404.738164259089	27.23	UP_pEhEx_DOWN_U2AF84
EHI_168600A	131.747666746847	-0.429575059155992	0.398982874819084	-1.0766754321242	0.281625291774128	0.727733700599141	91	107	182	162	102.204253308226	121.911783784687	123.728229320778	179.146400573695	27.23	UP_pEhEx_DOWN_U2AF84
EHI_170150A	49.2733786941874	0.530659459968397	0.493232051175612	1.07588194786526	0.28198005636475	0.727733700599141	53	50	60	36	59.5255541245711	56.9681232638724	40.7895261497072	39.8103112385989	27.23	DOWN_pEhEx_UP_U2AF84
EHI_133900A	1262.03965455222	-0.339978317743893	0.316539885762999	-1.07404574600258	0.282802178975336	0.729162313312475	922	1046	1672	1523	1035.52001703499	1191.77313868021	1136.66812870517	1684.1973337885	27.08	UP_pEhEx_DOWN_U2AF84
EHI_137700A	975.121077815441	-0.310435494546968	0.289332056999659	-1.07293846995784	0.283298724051261	0.729749559581759	854	686	1438	1069	959.147607969504	781.602651180329	977.588976721315	1182.14507539062	27.03	UP_pEhEx_DOWN_U2AF84
EHI_044940A	238.311190835775	0.337078547844366	0.314774831219156	1.07085609906874	0.284234137997051	0.731465103945018	229	241	293	201	257.195318764656	274.586354131865	199.188852697737	222.274237748844	26.85	DOWN_pEhEx_UP_U2AF84
EHI_086550A	41.986162033602	-0.631468609337039	0.590025570373222	-1.07023939477335	0.284511566168357	0.731485702790804	32	26	53	60	35.9399572072882	29.6234240972136	36.030748098908	66.3505187309982	26.85	UP_pEhEx_DOWN_U2AF84
EHI_073390A	9555.8724623684	0.269436049758573	0.252187552363284	1.06839551450359	0.285342139506074	0.732927065997154	9788	8687	12032	8277	10993.1344107793	9897.64173586519	8179.65964388794	9153.0540589412	26.71	DOWN_pEhEx_UP_U2AF84
EHI_092370A	114.177604604796	-0.572703625978488	0.537501590896593	-1.06549196444828	0.2866533599888	0.735190768027873	94	68	113	178	105.573624296409	77.4766476388664	76.8202742486151	196.839872235295	26.48	UP_pEhEx_DOWN_U2AF84
EHI_107290A	10633.1035567872	-0.41459366790344	0.38920024876233	-1.06524512566953	0.286765017805347	0.735190768027873	7111	8991	11824	14707	7986.53236565708	10244.0079253095	8038.25595323562	16263.6179829465	26.48	UP_pEhEx_DOWN_U2AF84
EHI_023850A	59.6997285334499	0.55129716775141	0.51831490954789	1.06363362812058	0.287494702305018	0.736366147885022	77	49	85	35	86.4805220300373	55.8287607985949	57.7851620454185	38.7044692597489	26.36	DOWN_pEhEx_UP_U2AF84
EHI_008210A	1885.86499272855	-0.279836680769136	0.263705934896092	-1.06116944572901	0.288612902285964	0.737143960212974	1380	1630	3028	1879	1549.9106545643	1857.16081840224	2058.51141968855	2077.87707825909	26.29	UP_pEhEx_DOWN_U2AF84
EHI_039330A	1366.3584215185	0.326155209862777	0.307072646704525	1.0621434809093	0.288170553423781	0.737143960212974	1213	1472	1501	1271	1362.34900288877	1677.1415488884	1020.41797917851	1405.52515511831	26.29	DOWN_pEhEx_UP_U2AF84
EHI_098360A	94.575204313779	0.456807470540012	0.43030207391276	1.06159718540568	0.288418592026826	0.737143960212974	100	94	141	57	112.312366272776	107.10007173608	95.8553864518118	63.0329927944482	26.29	DOWN_pEhEx_UP_U2AF84
EHI_001120A	71.9192964725682	-0.545182400273779	0.515298493743955	-1.0579933900305	0.290058455924323	0.737464102370495	36	67	105	90	40.4324518581992	76.337285173589	71.3816707619875	99.5257780964972	26.25	UP_pEhEx_DOWN_U2AF84
EHI_081120A	188.720219642044	-0.401934771700077	0.379544300428419	-1.05899303782558	0.289602950455683	0.737464102370495	112	175	310	198	125.789850225509	199.388431423553	210.74588510682	218.956711812294	26.25	UP_pEhEx_DOWN_U2AF84
EHI_091490A	53.8180278614624	-0.547729567120349	0.518273990259805	-1.05683398629705	0.290587360446966	0.737464102370495	37	40	73	71	41.555575520927	45.5744986110979	49.627256815477	78.5147804983478	26.25	UP_pEhEx_DOWN_U2AF84
EHI_097920A	79.3810456738845	-0.444547676822535	0.420233598838236	-1.05785848169094	0.290119965974945	0.737464102370495	63	56	139	80	70.7567907518487	63.804298055537	94.4957355801549	88.4673583079975	26.25	UP_pEhEx_DOWN_U2AF84
EHI_099800A	71.2849546067984	-0.48146919918062	0.455626307877272	-1.05671948888059	0.290639627821889	0.737464102370495	44	61	116	79	49.4174411600213	69.5011103819243	78.8597505561005	87.3615163291476	26.25	UP_pEhEx_DOWN_U2AF84
EHI_120300A	139.203075960901	0.508228788974895	0.480400692039358	1.05792684606136	0.290088794855979	0.737464102370495	92	196	145	119	103.327376970954	223.31504319438	98.5746881951256	131.595195483146	26.25	DOWN_pEhEx_UP_U2AF84
EHI_177490A	90.9351219096482	0.448398947626641	0.423310345589146	1.05926763259844	0.289477911345239	0.737464102370495	106	80	125	62	119.051108249142	91.1489972221958	84.9781794785566	68.5622026886981	26.25	DOWN_pEhEx_UP_U2AF84
EHI_067580A	72.0837240006265	-0.485693629594287	0.460068568871173	-1.05569835119575	0.291106050693751	0.737957915624215	43	63	119	79	48.2943174972935	71.7798353124792	80.8992268635859	87.3615163291476	26.2	UP_pEhEx_DOWN_U2AF84
EHI_088050A	162.898442011126	0.414805790459598	0.393354071592516	1.05453539296094	0.291637865376067	0.738616422104497	189	141	244	102	212.270372255546	160.65010760412	165.877406342142	112.795881842697	26.14	DOWN_pEhEx_UP_U2AF84
EHI_131230A	859.370414978837	0.550089152011394	0.52196731452685	1.05387662541674	0.291939405843205	0.738691040880057	483	1316	680	844	542.468729097507	1499.40100430512	462.281296363348	933.330630149374	26.13	DOWN_pEhEx_UP_U2AF84
EHI_030600A	169.080386927941	-0.429926518878784	0.408626159574142	-1.05212676380494	0.292741394417803	0.73895709886227	108	146	222	215	121.297355574598	166.346919930507	150.921246753916	237.756025452743	26.1	UP_pEhEx_DOWN_U2AF84
EHI_052050A	432.327448029857	0.32097774122394	0.305322940719627	1.05127292586471	0.293133258001718	0.73895709886227	481	369	589	333	540.222481772051	420.424749687378	400.417181702959	368.24537895704	26.1	DOWN_pEhEx_UP_U2AF84
EHI_105210A	1539.66839510673	-0.337485013021516	0.32094397669243	-1.0515387031081	0.293011243478383	0.73895709886227	1098	1305	2026	1864	1233.18978167508	1486.86801718707	1377.32633298845	2061.28944857634	26.1	UP_pEhEx_DOWN_U2AF84
EHI_194200A	132.62910351327	-0.409756916325117	0.389135734538025	-1.05299225940165	0.292344539735149	0.73895709886227	100	101	184	161	112.312366272776	115.075608993022	125.087880192435	178.040558594845	26.1	UP_pEhEx_DOWN_U2AF84
EHI_155520A	122.681143275039	0.446798297979025	0.425592584367199	1.04982632308633	0.293797970474031	0.739945723410941	139	112	189	71	156.114189119158	127.608596111074	128.487007371578	78.5147804983478	26.01	DOWN_pEhEx_UP_U2AF84
EHI_042720A	70022.1265682686	0.25160513042633	0.240109489108351	1.04787666393639	0.294695435163933	0.740146259454282	68802	65784	91671	59270	77273.1542429951	74951.8204158116	62320.2775278301	65543.2540864377	25.99	DOWN_pEhEx_UP_U2AF84
EHI_126090A	138.506237103517	-0.408754126808571	0.390047853335417	-1.04795891917669	0.294657534451946	0.740146259454282	106	104	189	170	119.051108249142	118.493696388855	128.487007371578	187.993136404495	25.99	UP_pEhEx_DOWN_U2AF84
EHI_138480A	244.751672622543	0.394257938651172	0.376054205918808	1.04840720418985	0.294451035775481	0.740146259454282	265	226	238	237	297.627770622856	257.495917152703	161.798453727172	262.084548987443	25.99	DOWN_pEhEx_UP_U2AF84
EHI_062490A	39.270880109307	-0.688810003320469	0.658477731209497	-1.0460642337217	0.295531376955963	0.740875058573814	14	39	71	44	15.7237312781886	44.4351361458204	48.2676059438201	48.6570470693987	25.91	UP_pEhEx_DOWN_U2AF84
EHI_178010A	145.976249781333	-0.456397291558374	0.436276742173282	-1.04611877608892	0.295506197392073	0.740875058573814	104	113	174	199	116.804860923687	128.747958576352	118.289625834151	220.062553791144	25.91	UP_pEhEx_DOWN_U2AF84
EHI_092520A	112.6618704374	-0.433999648224934	0.415206709473553	-1.04526164515792	0.295902059258061	0.741120010042099	71	98	165	133	79.7417800536707	111.65752159719	112.171196911695	147.076983187046	25.89	UP_pEhEx_DOWN_U2AF84
EHI_006885A	56.2782210807953	0.960802365948246	0.920029643483998	1.04431674865372	0.296338866419667	0.741529974497138	67	65	105	4	75.2492854027597	74.0585602430341	71.3816707619875	4.42336791539988	25.85	DOWN_pEhEx_UP_U2AF84
EHI_159570A	48.9777551959641	-0.523042260655461	0.502286362708306	-1.04132283790314	0.297725740838314	0.74362961028153	38	33	79	56	42.6786991836548	37.5989613541558	53.7062094304478	61.9271508155983	25.64	UP_pEhEx_DOWN_U2AF84
EHI_159630A	48.9777551959641	-0.523042260655461	0.502286362708306	-1.04132283790314	0.297725740838314	0.74362961028153	38	33	79	56	42.6786991836548	37.5989613541558	53.7062094304478	61.9271508155983	25.64	UP_pEhEx_DOWN_U2AF84
EHI_023240A	57.3696625308802	0.54969835336998	0.529549298839495	1.03804944048579	0.299247038142728	0.746742379188884	59	62	89	29	66.2642961009377	70.6404728472017	60.5044637887323	32.0694173866491	25.33	DOWN_pEhEx_UP_U2AF84
EHI_101250A	66.0945806923991	-0.466431408608361	0.449745070878762	-1.03710176900215	0.29968843085729	0.747026255889363	46	52	107	73	51.6636884854768	59.2468481944273	72.7413216336444	80.7264644560478	25.3	UP_pEhEx_DOWN_U2AF84
EHI_185240A	169.852469185081	0.369368451632058	0.356318615551816	1.03662406484161	0.299911093524643	0.747026255889363	166	172	188	153	186.438528012808	195.970344027721	127.807181935749	169.193822764045	25.3	DOWN_pEhEx_UP_U2AF84
EHI_010060A	535.642213416963	0.29927932207329	0.289312404756353	1.03445036283643	0.300925670454921	0.74886635681495	479	565	670	457	537.976234446596	643.739792881758	455.483042005063	505.369784334436	25.11	DOWN_pEhEx_UP_U2AF84
EHI_006670A	1890.62651450954	0.275200346052936	0.267167808591547	1.03006551389456	0.302979252588757	0.749061880722423	1703	1956	2682	1445	1912.67959762537	2228.59298208269	1823.29181889191	1597.94165943821	25.09	DOWN_pEhEx_UP_U2AF84
EHI_026480A	468.130363942084	-0.360464735927236	0.349159733677994	-1.03237773763359	0.301895196808139	0.749061880722423	354	370	593	588	397.585776605626	421.564112152656	403.136483446272	650.235083563782	25.09	UP_pEhEx_DOWN_U2AF84
EHI_031250A	255.911807873646	-0.339267532667362	0.330617165180347	-1.02616430239578	0.304814144722262	0.749061880722423	174	225	402	270	195.42351731463	256.356554687426	273.289825203038	298.577334289492	25.09	UP_pEhEx_DOWN_U2AF84
EHI_110120A	2194.94405403239	-0.340185631352586	0.33088194639657	-1.02811783797012	0.303894400702472	0.749061880722423	1611	1812	2761	2739	1809.35222065442	2064.52478708273	1876.99802832236	3028.90118007007	25.09	UP_pEhEx_DOWN_U2AF84
EHI_121770A	332.705531819755	0.317499026523031	0.30827749462855	1.02991308822459	0.303050806182692	0.749061880722423	303	349	402	289	340.30646980651	397.637500381829	273.289825203038	319.588331887641	25.09	DOWN_pEhEx_UP_U2AF84
EHI_127830A	157.012299313535	-0.399071338406111	0.387062291534687	-1.03102613489888	0.302528564159531	0.749061880722423	122	117	209	195	137.021086852786	133.305408437461	142.083516088147	215.639185875744	25.09	UP_pEhEx_DOWN_U2AF84
EHI_129910A	109.647605702208	-0.405369429761988	0.395037186611057	-1.02615511526793	0.304818474473681	0.749061880722423	96	71	187	111	107.819871621865	80.8947350346988	127.127356499921	122.748459652347	25.09	UP_pEhEx_DOWN_U2AF84
EHI_134800A	93.8804502927912	0.414691118450725	0.404161668899104	1.0260525684692	0.304866805966216	0.749061880722423	101	89	129	66	113.435489935503	101.403259409693	87.6974812218704	72.985570604098	25.09	DOWN_pEhEx_UP_U2AF84
EHI_148850A	12718.6712016814	0.250202744048159	0.24261253814194	1.03128529945051	0.302407050001201	0.749061880722423	12762	11677	17210	10433	14333.3041837316	13304.3355070448	11699.7957506077	11537.2493653417	25.09	DOWN_pEhEx_UP_U2AF84
EHI_151580A	91.319430614242	0.418547618775551	0.407378989430258	1.02741582073467	0.304224704977902	0.749061880722423	93	92	127	63	104.450500633681	104.821346805525	86.3378303502135	69.6680446675481	25.09	DOWN_pEhEx_UP_U2AF84
EHI_164880A	63.6624203791452	-0.544705904731771	0.530643358068288	-1.02650093787035	0.30465552177405	0.749061880722423	55	37	142	49	61.7718014500266	42.1564112152655	96.5352118876403	54.1862569636485	25.09	UP_pEhEx_DOWN_U2AF84
EHI_186830A	17274.3928964785	0.276268669713863	0.268699712822049	1.02816883134083	0.303870417230453	0.749061880722423	18047	15427	20617	15586	20269.0127412478	17576.9447518352	14015.9610104752	17235.6530823556	25.09	DOWN_pEhEx_UP_U2AF84
EHI_189410A	59.7316846978852	0.497284441123675	0.481293598151635	1.03322471571085	0.301498749050365	0.749061880722423	65	59	85	37	73.0030380773042	67.2223854513694	57.7851620454185	40.9161532174489	25.09	DOWN_pEhEx_UP_U2AF84
EHI_201080A	64.5808944385926	-0.462448587630366	0.44818854571776	-1.03181706013876	0.302157825703776	0.749061880722423	48	48	108	69	53.9099358109323	54.6893983333175	73.4211470694729	76.3030965406479	25.09	UP_pEhEx_DOWN_U2AF84
EHI_107250A	196.333566189529	-0.36958218779196	0.360615667674285	-1.0248644773964	0.305427137827058	0.749082817705928	177	126	297	218	198.792888302813	143.559670624958	201.90815444105	241.073551389293	25.09	UP_pEhEx_DOWN_U2AF84
EHI_200840A	160.278048829102	0.356223823764103	0.347432636540618	1.0253032855837	0.305220105996485	0.749082817705928	146	172	207	127	163.976054758253	195.970344027721	140.72386521649	140.441931313946	25.09	DOWN_pEhEx_UP_U2AF84
EHI_004380A	420.477622322555	-0.294562021122839	0.290064239706284	-1.01550615622632	0.309864613479718	0.749259056803355	360	308	662	431	404.324518581992	350.923639305454	450.044438518436	476.617892884337	25.07	UP_pEhEx_DOWN_U2AF84
EHI_013250A	45.6081897819716	0.519055340038621	0.507871135680617	1.02202173656318	0.306770612685761	0.749259056803355	49	46	55	34	55.0330594736601	52.4106734027626	37.3903989705649	37.598627280899	25.07	DOWN_pEhEx_UP_U2AF84
EHI_023410A	110.977144470843	-0.398984349958398	0.393156818864411	-1.01482240880578	0.310190489814722	0.749259056803355	88	81	162	129	98.8348823200426	92.2883596874732	110.131720604209	142.653615271646	25.07	UP_pEhEx_DOWN_U2AF84
EHI_023470A	527.974635147787	0.285042320776288	0.280812120119169	1.01506416694309	0.310075241218393	0.749259056803355	536	490	741	405	601.994283222078	558.287607985949	503.750647948883	447.866001434238	25.07	DOWN_pEhEx_UP_U2AF84
EHI_042920A	23990.663911735	0.277106203531312	0.271695414259591	1.01991490834126	0.307768818399062	0.749259056803355	25204	21299	28446	21748	28307.2087953904	24267.2811479443	19338.3143475762	24049.8513560291	25.07	DOWN_pEhEx_UP_U2AF84
EHI_054830A	297.727258126532	0.304311383703793	0.299751187954837	1.01521326997925	0.310004176362506	0.749259056803355	304	278	403	234	341.429593469238	316.74276534713	273.969650638866	258.767023050893	25.07	DOWN_pEhEx_UP_U2AF84
EHI_096570A	20267.8185826331	-0.432335808976575	0.425126559576727	-1.01695788992112	0.309173462246886	0.749259056803355	14071	16415	20093	29756	15803.4730582423	18702.6348675293	13659.7324821011	32905.4339226597	25.07	UP_pEhEx_DOWN_U2AF84
EHI_117940A	66.5884361741145	0.451415399452341	0.443759879819552	1.01725149113503	0.309033806547565	0.749259056803355	72	64	81	52	80.8649037163985	72.9191977777566	55.0658603021047	57.5037829001984	25.07	DOWN_pEhEx_UP_U2AF84
EHI_137870A	17679.7214789247	0.245655414061752	0.241748446013586	1.01616129539855	0.309552584128305	0.749259056803355	17585	16336	24249	14352	19750.1296090676	18612.6252327724	16485.0869934041	15871.0440804548	25.07	DOWN_pEhEx_UP_U2AF84
EHI_146570A	33281.7647555496	0.254709794461139	0.250835420129109	1.01544588212477	0.309893331229553	0.749259056803355	33110	30927	41438	29419	37186.624472916	35237.0629636356	28170.6064098594	32532.7651757872	25.07	DOWN_pEhEx_UP_U2AF84
EHI_148020A	189.74936357493	-0.338929281025188	0.331692736578612	-1.02181701209746	0.306867516031789	0.749259056803355	145	151	292	204	162.852931095525	172.043732256895	198.509027261908	225.591763685394	25.07	UP_pEhEx_DOWN_U2AF84
EHI_148500A	124.921166578415	0.368150037107417	0.362662510420557	1.01513122125718	0.310043280745022	0.749259056803355	129	120	163	97	144.882952491881	136.723495833294	110.811546040038	107.266671948447	25.07	DOWN_pEhEx_UP_U2AF84
