logFC	AveExpr	t	P.Value	adj.P.Val	B	UmasM_1	UmasM_2	UmasM_3	pEhEx_1	pEhEx_2	pEhEx_3	UmasM_1	UmasM_2	UmasM_3	pEhEx_1	pEhEx_2	pEhEx_3	DE	Regulation
EHI_000620A	-0.0347682520187613	1.96376656646435	-0.0307781402805334	0.976308064911235	0.99987725339431	-4.60339710737602	5	65	91	25	28	80	0.666611756273324	5.40174034477925	14.4153054101147	2.21391550344168	3.8074348698723	6.9151065189142	0.01	UP_pEhEx_DOWN_UmasM
EHI_000640A	0.118256703592596	-0.0928371221436716	0.0387285064806703	0.970191289275446	0.99987725339431	-4.60012047319239	9	0	293	2	0	213	1.19990116129198	0	46.4141152215781	0.177113240275334	0	18.4114711066091	0.01	DOWN_pEhEx_UP_UmasM
EHI_000650A	-0.0631214972149037	2.8381504488826	-0.115370745359599	0.911400246857591	0.99987725339431	-4.60408730802038	68	95	29	103	53	68	9.06591988531721	7.8948512731389	4.5938885372893	9.12133187417972	7.20693028940114	5.87784054107707	0.01	UP_pEhEx_DOWN_UmasM
EHI_000660A	0.249967705732527	1.18387414512013	0.412359629507241	0.692446570493167	0.99987725339431	-4.60129165267651	23	24	15	33	9	26	3.06641407885729	1.99448874268772	2.3761492434255	2.92236846454302	1.22381835103038	2.24740961864712	0.01	DOWN_pEhEx_UP_UmasM
EHI_000670A	0.448352133614657	1.6274530721833	0.373663056991205	0.719746275590465	0.99987725339431	-4.60189694552338	18	19	79	11	10	137	2.39980232258397	1.57897025462778	12.5143860153743	0.974122821514339	1.35979816781154	11.8421199136406	0.01	DOWN_pEhEx_UP_UmasM
EHI_000690A	-1.78267758192356	0.304830648450705	-0.482059155069019	0.644512628505828	0.99987725339431	-4.59853226177799	0	282	0	184	298	0	0	23.4352427265807	0	16.2944181053308	40.5219854007838	0	0.01	UP_pEhEx_DOWN_UmasM
EHI_000700A	-0.311509414232542	2.30501469887653	-0.419922207513252	0.687166514698944	0.99987725339431	-4.60202606091448	60	69	11	79	52	39	7.99934107527989	5.7341551352272	1.7425094451787	6.99597299087571	7.07095047261999	3.37111442797067	0.01	UP_pEhEx_DOWN_UmasM
EHI_000710A	-0.0552194050803624	1.33600014306366	-0.0527996117463489	0.959370951715847	0.99987725339431	-4.60284687020483	28	79	3	46	26	14	3.73302583513061	6.56519211134708	0.4752298486851	4.07360452633269	3.53547523630999	1.21014364080999	0.01	UP_pEhEx_DOWN_UmasM
EHI_000720A	0.166786241662462	4.21099464133015	0.357943856243722	0.730965359072813	0.99987725339431	-4.60432672113805	163	195	136	218	107	215	21.7315432545104	16.2052210343377	21.5437531403912	19.3053431900114	14.5498403955834	18.5843487695819	0.01	DOWN_pEhEx_UP_UmasM
EHI_000730A	-0.343190782572803	6.85742246138659	-0.364029959178788	0.726613021299058	0.99987725339431	-4.60535250365318	252	1015	2457	916	835	2757	33.5972325161755	84.3502530761682	389.213246073097	81.1178640461032	113.543147012263	238.311858408081	0.01	UP_pEhEx_DOWN_UmasM
EHI_000740A	0.0335342787555812	2.96283597059728	0.0457141976584233	0.964818467702695	0.99987725339431	-4.60434019639316	114	93	25	124	79	45	15.1987480430318	7.72864387791492	3.9602487390425	10.9810208970707	10.7424055257111	3.88974741688924	0.01	DOWN_pEhEx_UP_UmasM
EHI_000770A	0.0780923599041742	0.579976531274374	0.0744888256910746	0.942711320462132	0.99987725339431	-4.60172409609711	11	10	20	8	4	64	1.46654586380131	0.831036976119884	3.168198991234	0.708452961101338	0.543919267124615	5.53208521513136	0.01	DOWN_pEhEx_UP_UmasM
EHI_000780A	0.533252499996169	0.51520193406646	0.392141983368897	0.70665184632527	0.99987725339431	-4.60052624627304	26	33	2	28	29	2	3.46638113262128	2.74242202119562	0.3168198991234	2.47958536385468	3.94341468665346	0.172877662972855	0.01	DOWN_pEhEx_UP_UmasM
EHI_000790A	-0.121574467395684	3.24599514894084	-0.148905807695182	0.885838900549936	0.99987725339431	-4.60445416896582	44	87	115	71	40	306	5.86618345520525	7.23002169224299	18.2171441995955	6.28752002977437	5.43919267124615	26.4502824348468	0.01	UP_pEhEx_DOWN_UmasM
EHI_000800A	0.170223519366272	5.21146181540176	0.295858946637948	0.775946133241297	0.99987725339431	-4.60538348043994	336	263	392	344	211	558	44.7963100215674	21.8562724719529	62.0967002281864	30.4634773273575	28.6917413408234	48.2328679694266	0.01	DOWN_pEhEx_UP_UmasM
EHI_000900A	-0.732473711446481	1.91686592210641	-0.880000003881418	0.408134774343916	0.99987725339431	-4.5968378010985	9	39	38	27	35	112	1.19990116129198	3.24104420686755	6.0195780833446	2.39102874371701	4.75929358734038	9.68114912647988	0.01	UP_pEhEx_DOWN_UmasM
EHI_001040A	0.360370847638454	0.29030726510625	0.273857911651993	0.792121060669914	0.99987725339431	-4.60059785048717	3	15	35	6	2	58	0.399967053763994	1.24655546417983	5.5443482346595	0.531339720826003	0.271959633562307	5.0134522262128	0.01	DOWN_pEhEx_UP_UmasM
EHI_001050A	0.0441616768967864	6.31726762974766	0.0787139827043865	0.939469246510797	0.99987725339431	-4.60669224305961	414	786	933	774	494	1207	55.1954534194312	65.3195063230229	147.796482941066	68.5428239865544	67.1740294898899	104.331669604118	0.01	DOWN_pEhEx_UP_UmasM
EHI_001060A	0.186224148314449	1.14123091739427	0.260503705765746	0.801993381934277	0.99987725339431	-4.60209958097523	8	26	33	22	16	22	1.06657881003732	2.1606961379117	5.2275283355361	1.94824564302868	2.17567706849846	1.90165429270141	0.01	DOWN_pEhEx_UP_UmasM
EHI_001070A	-0.662130863710239	5.52794121226594	-0.731134752314243	0.488509042328839	0.99987725339431	-4.60012965697527	434	974	65	892	651	327	57.8619004445245	80.9430014740767	10.2966467215105	78.9925051627991	88.522860724531	28.2654978960618	0.01	UP_pEhEx_DOWN_UmasM
EHI_001100A	0.395118502062786	2.66144943471235	0.297285785806733	0.774901142679521	0.99987725339431	-4.60314093663307	23	41	242	25	19	298	3.06641407885729	3.40725160209152	38.3352077939314	2.21391550344168	2.58361651884192	25.7587717829554	0.01	DOWN_pEhEx_UP_UmasM
EHI_001120A	-0.530710194177865	2.88690666911813	-0.983652686004238	0.35814680145431	0.99987725339431	-4.59545233979001	39	71	46	105	90	71	5.19957169893193	5.90036253045118	7.2868576798382	9.29844511445506	12.2381835103038	6.13715703553635	0.01	UP_pEhEx_DOWN_UmasM
EHI_001130A	0.702548548137574	5.9464401804069	0.387225344827028	0.710125686473705	0.99987725339431	-4.60474614200686	2185	1443	86	1537	1816	39	291.309337491443	119.918635654099	13.6232556623062	136.111525151594	246.939347274575	3.37111442797067	0.01	DOWN_pEhEx_UP_UmasM
EHI_001140A	0.418032342808125	1.27057374599396	0.331493575935696	0.750002534224589	0.99987725339431	-4.60187041646892	24	101	4	57	30	5	3.19973643011196	8.39347345881083	0.6336397982468	5.04772734784703	4.07939450343461	0.432194157432138	0.01	DOWN_pEhEx_UP_UmasM
EHI_001150A	0.0157958079830573	2.55903176867676	0.0178675940940058	0.986244505688166	0.99987725339431	-4.60392326008635	88	112	11	115	47	36	11.7323669104105	9.3076141325427	1.7425094451787	10.1840113158317	6.39105138871422	3.11179793351139	0.01	DOWN_pEhEx_UP_UmasM
EHI_001180A	0.0488047974474779	1.2974724156494	0.0266113904738773	0.979514549860149	0.99987725339431	-4.6028414427967	11	5	166	11	4	221	1.46654586380131	0.415518488059942	26.2960516272422	0.974122821514339	0.543919267124615	19.1029817585005	0.01	DOWN_pEhEx_UP_UmasM
EHI_001400A	-0.251286078263807	7.74025145429736	-0.56565223501043	0.5893433536577	0.99987725339431	-4.60345247998507	1824	1761	1342	2391	1910	2653	243.179968688509	146.345611494712	212.586152311801	211.738878749162	259.721450052003	229.322219933492	0.01	UP_pEhEx_DOWN_UmasM
EHI_001410A	-0.0819202746688211	1.22688361160502	-0.133583355345385	0.897502011862198	0.99987725339431	-4.60259944971537	22	34	8	35	14	26	2.93309172760263	2.82552571880761	1.2672795964936	3.09948170481835	1.90371743493615	2.24740961864712	0.01	UP_pEhEx_DOWN_UmasM
EHI_001420A	-0.557899238255961	9.50462970164465	-0.780357348080711	0.460820526335284	0.99987725339431	-4.60022320656475	6940	10714	1619	12112	10697	5153	925.257117707374	890.373016214844	256.465708340392	1072.59778310743	1454.576100108	445.419298649561	0.01	UP_pEhEx_DOWN_UmasM
EHI_001430A	0.467936977255505	-0.0135845831723542	0.487127744886048	0.641092960722093	0.99987725339431	-4.59906242090053	10	19	3	12	16	3	1.33322351254665	1.57897025462778	0.4752298486851	1.06267944165201	2.17567706849846	0.259316494459283	0.01	DOWN_pEhEx_UP_UmasM
EHI_001635A	-2.20497098289104	2.9357601980641	-1.01545755802056	0.343787971716103	0.99987725339431	-4.59494558769153	148	301	0	548	210	42	19.7317079856904	25.0142129812085	0	48.5290278354416	28.5557615240423	3.63043092242996	0.01	UP_pEhEx_DOWN_UmasM
EHI_001780A	0.070312470302964	9.6801876573449	0.0795136106703665	0.93885580755362	0.99987725339431	-4.60899096760895	6054	5385	10593	6330	2494	30597	807.133514495741	447.513411640557	1678.03659570709	560.563405471433	339.133663052197	2644.76892699022	0.01	DOWN_pEhEx_UP_UmasM
EHI_001790A	0.546805216940893	0.139705488175069	0.571288553462277	0.585720867364674	0.99987725339431	-4.5987317367103	6	11	22	9	2	24	0.799934107527989	0.914140673731872	3.4850188903574	0.797009581239005	0.271959633562307	2.07453195567426	0.01	DOWN_pEhEx_UP_UmasM
EHI_001800A	0.413737612678078	0.371997293117433	0.307954951607755	0.767103244184476	0.99987725339431	-4.60058893839032	15	5	32	12	1	49	1.99983526881997	0.415518488059942	5.0691183859744	1.06267944165201	0.135979816781154	4.23550274283495	0.01	DOWN_pEhEx_UP_UmasM
EHI_001810A	-0.309220225873736	5.63580201595943	-0.471967511394995	0.651348740811174	0.99987725339431	-4.60378565956545	485	829	125	847	447	431	64.6613403585124	68.8929653203384	19.8012436952125	75.0074572566041	60.7829781011757	37.2551363706503	0.01	UP_pEhEx_DOWN_UmasM
EHI_001820A	-0.351413175023486	1.4356754496837	-0.485246814936424	0.642360899003669	0.99987725339431	-4.6009220883167	7	32	32	34	21	36	0.933256458782654	2.65931832358363	5.0691183859744	3.01092508468068	2.85557615240423	3.11179793351139	0.01	UP_pEhEx_DOWN_UmasM
EHI_001830A	-0.452536622787465	2.51364605830586	-0.718367902433269	0.495867583872259	0.99987725339431	-4.59911792501781	32	108	18	70	39	104	4.26631524014927	8.97519934209475	2.8513790921106	6.1989634096367	5.30321285446499	8.98963847458846	0.01	UP_pEhEx_DOWN_UmasM
EHI_001840A	-0.0559545829374093	4.35466249140339	-0.0704371790021791	0.945821351233871	0.99987725339431	-4.60592516013913	121	108	365	167	124	399	16.1320045018144	8.97519934209475	57.8196315900205	14.7889555629904	16.8614972808631	34.4890937630846	0.01	UP_pEhEx_DOWN_UmasM
EHI_001850A	-0.0918601611759182	4.66091540438543	-0.14597644736016	0.888066415852749	0.99987725339431	-4.60595944514584	120	261	270	235	131	543	15.9986821505598	21.690065076729	42.770686381659	20.8108057323518	17.8133559983311	46.9362854971301	0.01	UP_pEhEx_DOWN_UmasM
EHI_001860A	1.3757878899169	0.0422264160838298	0.963337450164504	0.367558039436348	0.99987725339431	-4.59545717645083	15	8	29	8	0	39	1.99983526881997	0.664829580895907	4.5938885372893	0.708452961101338	0	3.37111442797067	0.01	DOWN_pEhEx_UP_UmasM
EHI_001870A	-0.195847498401084	0.0942197886891336	-0.246272248686603	0.812557067469171	0.99987725339431	-4.60031628584922	7	11	7	13	3	26	0.933256458782654	0.914140673731872	1.1088696469319	1.15123606178967	0.407939450343461	2.24740961864712	0.01	UP_pEhEx_DOWN_UmasM
EHI_001910A	0.458069693875401	1.54827185386466	0.607054696136714	0.563033006312879	0.99987725339431	-4.59991245182852	17	40	33	22	9	67	2.2664799713293	3.32414790447954	5.2275283355361	1.94824564302868	1.22381835103038	5.79140170959064	0.01	DOWN_pEhEx_UP_UmasM
EHI_001920A	0.229120198770074	0.104134587259557	0.303053686251851	0.770681960093995	0.99987725339431	-4.60014168631786	8	10	11	8	4	21	1.06657881003732	0.831036976119884	1.7425094451787	0.708452961101338	0.543919267124615	1.81521546121498	0.01	DOWN_pEhEx_UP_UmasM
EHI_001940A	-0.166583791599308	7.40680919618134	-0.161678919145111	0.876139310299623	0.99987725339431	-4.60719384750303	279	1984	4280	1316	1251	3341	37.1969360000515	164.877736062185	677.994584124076	116.54051210117	170.110750793223	288.792135996154	0.01	UP_pEhEx_DOWN_UmasM
EHI_001950A	-0.503484497442938	3.6358036781054	-0.368563715739546	0.723377823272652	0.99987725339431	-4.60363558928657	156	352	10	338	267	38	20.7982867957277	29.2525015594199	1.584099495617	29.9321376065315	36.306611080568	3.28467559648425	0.01	UP_pEhEx_DOWN_UmasM
EHI_001990A	-0.190773057266941	1.86979864056476	-0.217108710183107	0.83433341266429	0.99987725339431	-4.60288568943586	32	32	22	54	8	118	4.26631524014927	2.65931832358363	3.4850188903574	4.78205748743403	1.08783853424923	10.1997821153984	0.01	UP_pEhEx_DOWN_UmasM
EHI_002110A	0.375044717258949	3.57115914992184	0.544631641689918	0.602964339347286	0.99987725339431	-4.60188895277656	135	172	59	227	89	54	17.9985174193797	14.293835989262	9.3461870241403	20.1023527712505	12.1022036935227	4.66769690026709	0.01	DOWN_pEhEx_UP_UmasM
EHI_002130A	-0.604046128496234	3.56208055119798	-0.809271966985479	0.445065640866119	0.99987725339431	-4.59831586943081	107	206	21	227	118	115	14.2654915842491	17.1193617080696	3.3266089407957	20.1023527712505	16.0456183801761	9.94046562093916	0.01	UP_pEhEx_DOWN_UmasM
EHI_002140A	0.288529897321677	5.50096016208348	0.440137985646486	0.673144540721777	0.99987725339431	-4.60412240948309	355	324	622	359	232	786	47.329434695406	26.9255980262842	98.5309886273774	31.7918266294225	31.5473174932276	67.940921548332	0.01	DOWN_pEhEx_UP_UmasM
EHI_002150A	0.336832039136562	1.49775218215161	0.60700824991844	0.563062129569456	0.99987725339431	-4.59988827530587	23	39	19	36	20	20	3.06641407885729	3.24104420686755	3.0097890416723	3.18803832495602	2.71959633562307	1.72877662972855	0.01	DOWN_pEhEx_UP_UmasM
EHI_002160A	-0.431998160903296	7.09566325293618	-0.82808660358956	0.435018287055495	0.99987725339431	-4.59870183000525	1346	1325	517	1930	1532	1311	179.451884788779	110.112399335885	81.8979439233989	170.914276865698	208.321079308727	113.321308078706	0.01	UP_pEhEx_DOWN_UmasM
EHI_002180A	-0.155813285597633	5.43240357725101	-0.199248171596019	0.847748673510291	0.99987725339431	-4.60603164328395	740	573	91	784	300	387	98.6585399284519	47.6184187316694	14.4153054101147	69.4283901879311	40.7939450343461	33.4518277852475	0.01	UP_pEhEx_DOWN_UmasM
EHI_002190A	0.97230536869567	3.353133802534	0.555219669036156	0.596081724710209	0.99987725339431	-4.60158042111675	273	305	17	185	353	6	36.3970018925235	25.3466277716565	2.6929691425489	16.3829747254684	48.0008753237472	0.518632988918565	0.01	DOWN_pEhEx_UP_UmasM
EHI_002200A	-0.328046786569374	3.04550047733524	-0.21240819925218	0.837858491887499	0.99987725339431	-4.60398546553749	227	202	4	253	124	26	30.2641737348089	16.7869469176217	0.6336397982468	22.4048248948298	16.8614972808631	2.24740961864712	0.01	UP_pEhEx_DOWN_UmasM
EHI_002210A	-0.0406363239314867	1.15314651272054	-0.0643670127036794	0.950482670963828	0.99987725339431	-4.60262980563321	15	43	8	27	20	20	1.99983526881997	3.5734589973155	1.2672795964936	2.39102874371701	2.71959633562307	1.72877662972855	0.01	UP_pEhEx_DOWN_UmasM
EHI_002670A	0.0261737343663691	5.54766520890988	0.0260690675734912	0.979931920835486	0.99987725339431	-4.60655951427549	112	406	1317	352	282	955	14.9321033405225	33.7401012304673	208.625903572759	31.1719302884589	38.3463083322853	82.5490840695383	0.01	DOWN_pEhEx_UP_UmasM
EHI_002780A	1.14238719904383	3.63317466997269	0.803877608705312	0.447976077885195	0.99987725339431	-4.59842188691117	51	110	692	47	20	520	6.7994399139879	9.14140673731872	109.619685096696	4.16216114647036	2.71959633562307	44.9481923729423	0.01	DOWN_pEhEx_UP_UmasM
EHI_002790A	-0.207574086244447	2.51858428925399	-0.330658091727783	0.750607003663333	0.99987725339431	-4.60282514091719	25	56	60	48	47	96	3.33305878136662	4.65380706627135	9.504596973702	4.25071776660803	6.39105138871422	8.29812782269704	0.01	UP_pEhEx_DOWN_UmasM
EHI_002990A	-0.108278767972069	1.99008544170584	-0.11810769596667	0.909309394465959	0.99987725339431	-4.60329332642975	44	91	7	83	37	22	5.86618345520525	7.56243648269094	1.1088696469319	7.35019947142638	5.03125322090269	1.90165429270141	0.01	UP_pEhEx_DOWN_UmasM
EHI_003000A	0.0942607674116826	3.29159048864841	0.186028311248189	0.857713544249984	0.99987725339431	-4.60437718999919	100	98	60	100	60	132	13.3322351254665	8.14416236597486	9.504596973702	8.85566201376672	8.15878900686922	11.4099257562084	0.01	DOWN_pEhEx_UP_UmasM
EHI_003010A	-0.344167129465351	6.71185076000146	-0.775218427120277	0.463660267872161	0.99987725339431	-4.59957226378316	606	1241	605	1226	1076	1206	80.7933448603269	103.131688736478	95.8380194848285	108.57041628878	146.314282856521	104.245230772632	0.01	UP_pEhEx_DOWN_UmasM
EHI_003020A	0.682603630265618	1.24167655552106	0.598088035267869	0.568671877428203	0.99987725339431	-4.59979426617962	5	40	72	14	7	54	0.666611756273324	3.32414790447954	11.4055163684424	1.23979268192734	0.951858717468075	4.66769690026709	0.01	DOWN_pEhEx_UP_UmasM
EHI_003040A	-0.142304841961116	1.07123531328269	-0.217350844599656	0.834151937379971	0.99987725339431	-4.60215132571981	9	26	18	19	12	41	1.19990116129198	2.1606961379117	2.8513790921106	1.68257578261568	1.63175780137384	3.54399209094353	0.01	UP_pEhEx_DOWN_UmasM
EHI_003240.mRNA	1.79267179828144	0.0264431335809184	0.709461140043343	0.501044029441839	0.99987725339431	-4.59747822672986	120	49	0	74	5	0	15.9986821505598	4.07208118298743	0	6.55318989018737	0.679899083905768	0	0.01	DOWN_pEhEx_UP_UmasM
EHI_003260A	-0.294260183272506	7.16130076941625	-0.505224060907593	0.628960280051539	0.99987725339431	-4.60394674771643	1155	801	1358	1436	1115	2335	153.987315699138	66.5660617872027	215.120711504789	127.16730651769	151.617495710986	201.834671520808	0.01	UP_pEhEx_DOWN_UmasM
EHI_003890A	0.745172303457831	1.93972941946311	1.07898492744063	0.31646372892934	0.99987725339431	-4.59402117384317	49	42	34	35	10	64	6.53279521147858	3.49035529970351	5.3859382850978	3.09948170481835	1.35979816781154	5.53208521513136	0.01	DOWN_pEhEx_UP_UmasM
EHI_003900A	0.464827594118042	2.12944693808868	0.816057491641261	0.441423440017343	0.99987725339431	-4.59773472340793	24	69	45	38	25	50	3.19973643011196	5.7341551352272	7.1284477302765	3.36515156523135	3.39949541952884	4.32194157432138	0.01	DOWN_pEhEx_UP_UmasM
EHI_003930A	0.644955661098974	2.82252455705819	0.44827986278318	0.667535958724783	0.99987725339431	-4.60218300225802	165	150	14	137	162	8	21.9981879570197	12.4655546417983	2.2177392938638	12.1322569588604	22.0287303185469	0.69151065189142	0.01	DOWN_pEhEx_UP_UmasM
EHI_003940A	-0.481524144876429	9.01717855554092	-0.367534822210739	0.724111491989734	0.99987725339431	-4.60670318922274	8350	13061	425	12824	9564	1860	1113.24163297645	1085.41739451018	67.3242285637225	1135.65009664544	1300.51096769495	160.776226564755	0.01	UP_pEhEx_DOWN_UmasM
EHI_003950A	1.02839938215524	2.48434604908867	0.691902388108128	0.51135121722088	0.99987725339431	-4.59942326646792	15	58	348	24	9	228	1.99983526881997	4.82001446149533	55.1266624474716	2.12535888330401	1.22381835103038	19.7080535789055	0.01	DOWN_pEhEx_UP_UmasM
EHI_004170A	-0.418789531927542	6.81022166660086	-0.779777006589047	0.461140621845032	0.99987725339431	-4.59951873180087	463	1096	1023	1137	1165	1585	61.7282486309098	91.0816525827393	162.053378401619	100.688877096528	158.416486550044	137.005547905988	0.01	UP_pEhEx_DOWN_UmasM
EHI_004190A	0.189576210892445	1.89063155280898	0.32903385825517	0.751782667640647	0.99987725339431	-4.60235672933969	47	36	20	45	25	34	6.26615050896925	2.99173311403158	3.168198991234	3.98504790619502	3.39949541952884	2.93892027053854	0.01	DOWN_pEhEx_UP_UmasM
EHI_004200A	-0.0699527911411547	12.8355369784562	-0.112047641499164	0.913939893400956	0.99987725339431	-4.61071822916749	74138	36708	77188	61524	57846	111658	9884.25247731834	3050.57053194087	12227.3471867685	5448.35749734984	7865.88848152261	9651.58704611152	0.01	UP_pEhEx_DOWN_UmasM
EHI_004230A	-0.682375381715473	5.49708411355325	-1.35849329174312	0.216576727897623	0.99987725339431	-4.58765542154747	235	621	175	640	543	519	31.3307525448462	51.6073962170448	27.7217411732975	56.676236888107	73.8370405121664	44.8617535414559	0.01	UP_pEhEx_DOWN_UmasM
EHI_004350A	0.305845322338849	1.57736134332932	0.184766475085999	0.858666180804007	0.99987725339431	-4.60278972930005	37	140	3	81	73	3	4.9329269964226	11.6345176656784	0.4752298486851	7.17308623115104	9.92652662502422	0.259316494459283	0.01	DOWN_pEhEx_UP_UmasM
