U2AF84_1	U2AF84_2	U2AF84_3	pEhEx_1	pEhEx_2	pEhEx_3
EHI_000130A	7.66549805506248	8.93010744230497	75.2934683405365	19.1075176133691	45.8784932694021	48.9069364515343
EHI_000140A	15.2010724142764	26.2650218891323	11.3376265068761	38.5388914574733	36.1542474133875	3.96542727985413
EHI_000240A	88.6079605686883	110.575742153247	1367.49218175245	128.247067371088	204.957181888307	216.99699281424
EHI_000250A	54.827799648074	51.6107680121449	198.263109684347	35.4622572654901	34.6582095893853	67.3388299190044
EHI_000260A	13.3821406723972	13.9204616012401	52.0367985828418	11.9017164795138	7.10617966401065	5.14036869610721
EHI_000280A	5.19694783394066	4.46505372115249	13.3725851106744	5.99134026859879	8.8515571253466	6.31531011236028
EHI_000290A	1.94885543772775	2.49517707946757	5.52345906745248	2.02410144209418	1.49603782400224	8.29802375228735
EHI_000300A	9.61435349279023	11.9505849595552	0.290708371971183	14.5735303830781	12.2176422293517	3.23108889469596
EHI_000410A	1.94885543772775	1.96987664168492	16.5703772023574	3.07663419198316	2.61806619200392	6.68247930493937
EHI_000430A	2.3386265252733	3.02047751725021	3.4885004636542	2.83374201893186	1.49603782400224	1.10150757773726
EHI_000440A	36.7684059251302	28.3662236402628	14.5354185985592	44.1254114376532	29.2974073867106	30.9890798536749
EHI_000480A	2.72839761281885	2.23252686057624	0.87212511591355	2.75277796124809	2.36872655467022	1.17494141625308
EHI_000510A	1183.08517439659	1231.04157594363	156.401104120497	1017.55627696959	1284.59781154326	789.120028690972
EHI_000520A	1.81893174187923	1.31325109445661	1.16283348788473	1.86217332672665	2.11938691733651	1.32180909328471
EHI_000540A	4.28748196300105	1.83855153223926	7.84912604322195	3.56241853808576	1.37136800533539	7.78398688267663
EHI_000550A	36.1187874458876	38.0842817392418	6.10487581139485	31.4140543813017	28.0507092000421	12.5571863862047
EHI_000560A	2.98824500451588	6.82890569117439	3.77920883562538	5.10073563407734	5.111462565341	0.881206062189807
EHI_000570A	7.27572696751693	5.64697970616344	7.26770929927958	5.42459186481241	5.111462565341	13.8789954794895
EHI_000580A	16.8900804603072	17.2035893373816	14.244710226588	15.1402787868645	12.4669818666854	18.1381581134069
EHI_000590A	1380.04949730294	1329.27275780898	100.003679958087	1132.60620293822	1226.50167604451	663.841900182988
EHI_000610A	145.514539350339	164.550362135414	1451.79760962409	158.041840598714	284.122516741759	391.108623935243
EHI_000620A	0.38977108754555	1.18192598501095	16.8610855743286	2.02410144209418	3.4907549226719	5.87470708126538
EHI_000650A	8.96473501354765	6.96023080062005	2.03495860379828	8.33929794142804	6.60750038934324	4.99350101907557
EHI_000660A	2.59847391697033	1.96987664168492	1.16283348788473	2.67181390356432	1.12202836800168	1.90927980141125
EHI_000670A	2.07877913357627	0.525300437782645	8.43054278716432	0.890604634521441	1.24669818666854	10.060435876667
EHI_000690A	0	2.75782729835889	0	14.8973866138132	37.1516059627224	0
EHI_000700A	8.70488762185061	8.27348189507666	0.581416743942367	6.39616055701762	6.48283057067639	2.86391970211687
EHI_000710A	3.50793978790995	2.88915240780455	0.290708371971183	3.7243466534533	3.24141528533819	1.02807373922144
EHI_000720A	16.2404619810646	18.3855153223926	15.1168353425015	17.6501645750613	13.3396705973533	15.7882752809007
EHI_000730A	50.2804702933759	61.3288261111238	232.566697576947	74.1630768383309	104.099298586823	202.457092788108
EHI_000740A	13.7719117599428	13.5264862729031	5.81416743942366	10.0395431527872	9.84891567468143	3.30452273321178
EHI_000770A	1.29923695848517	0.919275766119629	5.81416743942366	0.647712461470139	0.498679274667414	4.6997656650123
EHI_000780A	2.59847391697033	3.54577795503286	0.581416743942367	2.26699361514549	3.61542474133875	0.146867677031634
EHI_000790A	5.58671892148621	6.82890569117439	18.0239190622134	5.74844809554748	4.98679274667414	22.4707545858401
EHI_000800A	29.2328315659162	26.6589972174693	55.2345906745248	27.851635843216	26.3053317387061	40.976081891826
EHI_000900A	1.16931326263665	1.44457620390227	3.77920883562538	2.18602955746172	4.36344365333987	8.22458991377153
EHI_001040A	0.259847391697033	1.05060087556529	46.5133395153893	0.485784346102604	0.249339637333707	4.2591626339174
EHI_001050A	64.8319242284098	56.0758217332974	54.6531739305825	62.6661806472359	61.5868904214257	88.6346430885914
EHI_001060A	0.649618479242583	1.05060087556529	8.43054278716432	1.78120926904288	1.99471709866966	1.61554444734798
EHI_001070A	53.7884100812859	77.0878392446032	6.39558418336603	72.2199394539205	81.1600519521217	24.0128651946722
EHI_001100A	2.59847391697033	2.10120175113058	38.6642134721674	2.02410144209418	2.36872655467022	21.8832838777135
EHI_001120A	4.6772530505466	8.79878233285931	2.03495860379828	8.50122605679557	11.2202836800168	5.21380253462302
EHI_001130A	182.15302157962	192.785260666231	50.2925483510147	124.44175665995	226.400390699006	2.86391970211687
EHI_001140A	2.3386265252733	3.02047751725021	0.581416743942367	4.61495128797474	3.74009456000561	0.367169192579086
EHI_001150A	10.3938956678813	9.71805809897894	1.7442502318271	9.31086663363325	5.85948147734212	2.64361818656942
EHI_001180A	1.03938956678813	0.262650218891323	58.4323827662078	0.890604634521441	0.498679274667414	16.2288783119956
EHI_001400A	240.228913623907	222.070760072613	90.7010120550092	193.585061921888	238.11935365369	194.819973582463
EHI_001410A	2.85832130866737	2.75782729835889	0.87212511591355	2.83374201893186	1.74537746133595	1.90927980141125
EHI_001420A	908.166633981131	1159.20674107685	138.667893430254	980.63666666579	1333.59305027933	378.404569872006
EHI_001430A	0.909465870939616	1.18192598501095	0.581416743942367	0.971568692205208	1.99471709866966	0.220301515547452
EHI_001635A	37.1581770126757	59.7529247977759	0	44.3683036107045	26.1806619200392	3.08422121766432
EHI_001780A	628.960611602669	408.683740594898	2290.78197113292	512.502485138247	310.926527755133	2246.85515706846
EHI_001800A	0.909465870939616	1.05060087556529	9.88408464702023	0.971568692205208	0.124669818666854	3.59825808727504
EHI_001810A	61.3239844404998	56.0758217332974	19.4774609220693	68.576556858151	55.7274089440835	31.6499844003172
EHI_001820A	1.81893174187923	0	0	2.75277796124809	2.61806619200392	2.64361818656942
EHI_001830A	3.76778717960698	4.0710783928155	1.45354185985592	5.66748403786372	4.86212292800729	7.63711920564499
EHI_001840A	11.6931326263665	14.0517867106858	81.1076357799601	13.5209976331892	15.4590575146898	29.3001015678111
EHI_001850A	17.0200041561557	17.466239556273	27.6172953372624	19.0265535556853	16.3317462453578	39.8745743140888
EHI_001860A	1.42916065433368	0	4.94204232351012	0.647712461470139	0	2.86391970211687
EHI_001870A	0.7795421750911	0.787950656673968	4.65133395153893	1.05253274988898	0.374009456000561	1.90927980141125
EHI_001910A	3.63786348375846	1.7072264227936	9.59337627504905	1.78120926904288	1.12202836800168	4.92006718055975
EHI_001920A	0.909465870939616	0.787950656673968	3.19779209168302	0.647712461470139	0.498679274667414	1.54211060883216
EHI_001940A	43.6543618051016	64.2179785189284	1094.22631209953	106.548699911838	155.961943152234	245.342454481345
EHI_001950A	21.6972572067023	26.7903223269149	1.7442502318271	27.3658514971134	33.2868415840499	2.79048586360105
EHI_001990A	3.50793978790995	2.23252686057624	6.68629255533722	4.37205911492344	0.997358549334829	8.66519294486643
EHI_002110A	17.4097752437012	19.1734659790666	7.26770929927958	18.3788410942152	11.09561386135	3.96542727985413
EHI_002130A	15.0711487184279	15.496362914588	4.36062557956775	18.3788410942152	14.7110386026887	8.44489142931898
EHI_002140A	35.7290163583421	32.8312773614153	86.3403864754414	29.0660967084725	28.92339793071	57.7189970734323
EHI_002150A	3.1181687003644	2.3638519700219	6.9770009273084	2.91470607661563	2.49339637333707	1.46867677031634
EHI_002160A	183.712105929802	172.561193811599	23.2566697576947	156.260631329671	190.99416219762	96.2717622942364
EHI_002180A	80.6826151219288	68.8143573495265	9.88408464702023	63.4758212240736	37.4009456000561	28.4188955056213
EHI_002190A	11.4332852346695	35.0638042219916	12.5004599947609	14.978350671497	44.0084459893993	0.440603031094903
EHI_002200A	30.4021448285529	31.9120015952957	0.87212511591355	20.4839065939931	15.4590575146898	1.90927980141125
EHI_002210A	2.20870282942478	2.10120175113058	2.03495860379828	2.18602955746172	2.49339637333707	1.46867677031634
EHI_002670A	22.2169519900963	15.7590131334794	217.449862234445	28.4993483046861	35.1568888640527	70.1293157826054
EHI_002780A	5.06702413809215	3.41445284558719	193.611775732808	3.80531071113707	2.49339637333707	38.185596028225
EHI_002790A	3.8977108754555	3.93975328336984	10.4655013909626	3.88627476882083	5.85948147734212	7.04964849751845
EHI_002990A	6.88595587997138	4.59637883059815	2.32566697576947	6.72001678775269	4.61278329067358	1.61554444734798
EHI_003000A	9.09465870939616	9.98070831787026	4.94204232351012	8.09640576837674	7.48018912001121	9.69326668408787
EHI_003010A	77.8242938132614	97.5745563181264	46.5133395153893	99.2619347202988	134.144724885534	88.5612092500756
EHI_003020A	0.649618479242583	0.656625547228307	14.5354185985592	1.13349680757274	0.872688730667975	3.96542727985413
EHI_003040A	1.68900804603072	1.7072264227936	0.87212511591355	1.53831709599158	1.49603782400224	3.01078737914851
EHI_003240.mRNA	18.3192411146408	10.8999840839899	0	5.99134026859879	0.623349093334268	0
EHI_003260A	176.826150049831	153.913028270315	200.588776660116	116.26438683389	139.006847813542	171.468012934433
EHI_003890A	4.93710044224363	3.41445284558719	6.10487581139485	2.83374201893186	1.24669818666854	4.6997656650123
EHI_003900A	2.59847391697033	2.3638519700219	5.52345906745248	3.07663419198316	3.11674546667134	3.67169192579086
EHI_003930A	13.2522169765487	21.6686430585341	1.45354185985592	11.0920759026761	20.1965106240303	0.587470708126538
EHI_003940A	948.57290339002	1127.29473948156	51.4553818388994	1038.28307573663	1192.34214572979	136.58693963942
EHI_003950A	2.59847391697033	1.44457620390227	132.272309246888	1.94313738441042	1.12202836800168	16.7429151816063
EHI_004170A	67.8201692329257	71.9661599762224	95.9337627504905	92.0561335864435	145.240338746884	116.39263404757
EHI_004190A	4.54732935469808	4.59637883059815	2.32566697576947	3.64338259576953	3.11674546667134	2.49675050953779
EHI_004200A	8012.13447558632	6402.36173569488	10182.0607282907	4981.2326849361	7211.65033060281	8199.47554099912
EHI_004210A	1.03938956678813	0.919275766119629	0	0.890604634521441	0.124669818666854	0.220301515547452
EHI_004230A	38.3274902753124	44.2565618831879	11.9190432508185	51.8169969176111	67.6957115361015	38.1121621897091
EHI_004350A	4.28748196300105	6.04095503450042	1.45354185985592	6.55808867238516	9.10089676268031	0.220301515547452
EHI_004370A	32.3510002662806	22.0626183868711	95.3523460065481	26.6371749779595	31.9154735787145	101.191829474796
EHI_004380A	46.772530505466	40.4481337092637	59.0137995101502	53.598206186654	53.7326918454139	67.485697596036
EHI_004400A	10.6537430595784	12.0819100690008	55.8160074184672	18.8646254403178	28.3000488373758	27.8314247974947
EHI_004430A	0	0	2.03495860379828	6.39616055701762	7.60485893867807	1.61554444734798
EHI_004440A	21.1775624233082	22.3252686057624	2.03495860379828	15.2212428445483	12.0929724106848	5.80127324274956
EHI_004470A	0.909465870939616	1.05060087556529	0.290708371971183	1.45735303830781	0.623349093334268	0.660904546642355
EHI_004490A	43.5244381092531	22.3252686057624	2117.22907306613	33.0333355349771	66.6983529867667	839.348774235791
EHI_004510A	1.03938956678813	1.31325109445661	0.87212511591355	0.971568692205208	0.249339637333707	0.587470708126538
EHI_004530A	12.4726748014576	15.7590131334794	0.581416743942367	8.82508228753064	7.85419857601178	0.734338385158172
EHI_004550A	262.186018222306	270.267075239171	123.551058087753	207.106059555077	441.331158080662	192.470090749957
EHI_004560A	0.38977108754555	0	11.9190432508185	1.37638898062405	1.6207076426691	2.64361818656942
