logFC	AveExpr	t	P.Value	adj.P.Val	B	U2AF84_1	U2AF84_2	U2AF84_3	pEhEx_1	pEhEx_2	pEhEx_3	U2AF84_1	U2AF84_2	U2AF84_3	pEhEx_1	pEhEx_2	pEhEx_3	DE	Regulation
EHI_000570A	-0.135306252767765	2.81670829126935	-0.23618732508142	0.820535465870461	0.999461130610639	-4.60521409217645	56	43	25	67	41	189	7.27572696751693	5.64697970616344	7.26770929927958	5.42459186481241	5.111462565341	13.8789954794895	0.05	UP_pEhEx_DOWN_U2AF84
EHI_000580A	0.0975223636809676	3.96600961304713	0.231891793834105	0.823732171550188	0.999461130610639	-4.6064831870392	130	131	49	187	100	247	16.8900804603072	17.2035893373816	14.244710226588	15.1402787868645	12.4669818666854	18.1381581134069	0.05	DOWN_pEhEx_UP_U2AF84
EHI_000590A	-0.701435592620648	9.53895551489536	-0.678995637636628	0.520509575201402	0.999461130610639	-4.60296512483109	10622	10122	344	13989	9838	9040	1380.04949730294	1329.27275780898	100.003679958087	1132.60620293822	1226.50167604451	663.841900182988	0.05	UP_pEhEx_DOWN_U2AF84
EHI_000610A	0.257519939207377	8.18652855155429	0.271480551471818	0.79441641869738	0.999461130610639	-4.60813566343652	1120	1253	4994	1952	2279	5326	145.514539350339	164.550362135414	1451.79760962409	158.041840598714	284.122516741759	391.108623935243	0.05	DOWN_pEhEx_UP_U2AF84
EHI_000620A	-1.06521255781092	1.45144537835788	-0.866670769346337	0.416879089944788	0.999461130610639	-4.59713703768125	3	9	58	25	28	80	0.38977108754555	1.18192598501095	16.8610855743286	2.02410144209418	3.4907549226719	5.87470708126538	0.05	UP_pEhEx_DOWN_U2AF84
EHI_000650A	-0.279240169000906	2.54117959373433	-0.425252455391843	0.684336403603278	0.999461130610639	-4.60345525924617	69	53	7	103	53	68	8.96473501354765	6.96023080062005	2.03495860379828	8.33929794142804	6.60750038934324	4.99350101907557	0.05	UP_pEhEx_DOWN_U2AF84
EHI_000660A	0.10625422781519	0.911733892620607	0.177761849190521	0.864306749229606	0.999461130610639	-4.60302967156495	20	15	4	33	9	26	2.59847391697033	1.96987664168492	1.16283348788473	2.67181390356432	1.12202836800168	1.90927980141125	0.05	DOWN_pEhEx_UP_U2AF84
EHI_000670A	-0.307760590678693	1.17715370637037	-0.238442354712448	0.818858767735442	0.999461130610639	-4.60316356306857	16	4	29	11	10	137	2.07877913357627	0.525300437782645	8.43054278716432	0.890604634521441	1.24669818666854	10.060435876667	0.05	UP_pEhEx_DOWN_U2AF84
EHI_000690A	-3.06914437344443	-0.146313039526815	-0.850019073727168	0.425429399351673	0.999461130610639	-4.59643149937318	0	21	0	184	298	0	0	2.75782729835889	0	14.8973866138132	37.1516059627224	0	0.05	UP_pEhEx_DOWN_U2AF84
EHI_000700A	-0.239260517930955	2.11085508010829	-0.234827361748774	0.82154714343261	0.999461130610639	-4.60439008380908	67	63	2	79	52	39	8.70488762185061	8.27348189507666	0.581416743942367	6.39616055701762	6.48283057067639	2.86391970211687	0.05	UP_pEhEx_DOWN_U2AF84
EHI_000710A	-0.238236641281705	0.988338075364351	-0.250601929658289	0.809835658356218	0.999461130610639	-4.60266268573687	27	22	1	46	26	14	3.50793978790995	2.88915240780455	0.290708371971183	3.7243466534533	3.24141528533819	1.02807373922144	0.05	UP_pEhEx_DOWN_U2AF84
EHI_000720A	0.098957169980253	4.0063724418048	0.240337740292315	0.817450275036838	0.999461130610639	-4.60646499500385	125	140	52	218	107	215	16.2404619810646	18.3855153223926	15.1168353425015	17.6501645750613	13.3396705973533	15.7882752809007	0.05	DOWN_pEhEx_UP_U2AF84
EHI_000730A	-0.374899896803121	6.67234296455741	-0.504294629232315	0.630646445472798	0.999461130610639	-4.60447594080329	387	467	800	916	835	2757	50.2804702933759	61.3288261111238	232.566697576947	74.1630768383309	104.099298586823	202.457092788108	0.05	UP_pEhEx_DOWN_U2AF84
EHI_000740A	0.635016220816491	3.08553683178437	0.957225609799148	0.372596626235776	0.999461130610639	-4.59603922026064	106	103	20	124	79	45	13.7719117599428	13.5264862729031	5.81416743942366	10.0395431527872	9.84891567468143	3.30452273321178	0.05	DOWN_pEhEx_UP_U2AF84
EHI_000770A	0.441553783192666	0.645361333655513	0.403774060501346	0.699294126381564	0.999461130610639	-4.60152265252324	10	7	20	8	4	64	1.29923695848517	0.919275766119629	5.81416743942366	0.647712461470139	0.498679274667414	4.6997656650123	0.05	DOWN_pEhEx_UP_U2AF84
EHI_000780A	1.02133792294084	0.57418230870931	0.790615738027275	0.456961670043958	0.999461130610639	-4.59778722314274	20	27	2	28	29	2	2.59847391697033	3.54577795503286	0.581416743942367	2.26699361514549	3.61542474133875	0.146867677031634	0.05	DOWN_pEhEx_UP_U2AF84
EHI_000790A	-0.0306572632599438	3.13820513039042	-0.0385919543293126	0.970370791474593	0.999461130610639	-4.60629896070871	43	52	62	71	40	306	5.58671892148621	6.82890569117439	18.0239190622134	5.74844809554748	4.98679274667414	22.4707545858401	0.05	UP_pEhEx_DOWN_U2AF84
EHI_000800A	0.162542767152641	5.04743269535572	0.331645895082166	0.750562359906011	0.999461130610639	-4.60625626817835	225	203	190	344	211	558	29.2328315659162	26.6589972174693	55.2345906745248	27.851635843216	26.3053317387061	40.976081891826	0.05	DOWN_pEhEx_UP_U2AF84
EHI_000900A	-1.28611909088666	1.53634297945371	-1.71414176052206	0.133380822687475	0.999461130610639	-4.58353459241398	9	11	13	27	35	112	1.16931326263665	1.44457620390227	3.77920883562538	2.18602955746172	4.36344365333987	8.22458991377153	0.05	UP_pEhEx_DOWN_U2AF84
EHI_001040A	0.981583474508882	0.595890972780613	0.503748576233883	0.631009661285175	0.999461130610639	-4.60060509313943	2	8	160	6	2	58	0.259847391697033	1.05060087556529	46.5133395153893	0.485784346102604	0.249339637333707	4.2591626339174	0.05	DOWN_pEhEx_UP_U2AF84
EHI_001050A	-0.260538352609303	5.99901511415299	-0.630221956988891	0.549992403443277	0.999461130610639	-4.60243915370715	499	427	188	774	494	1207	64.8319242284098	56.0758217332974	54.6531739305825	62.6661806472359	61.5868904214257	88.6346430885914	0.05	UP_pEhEx_DOWN_U2AF84
EHI_001060A	-0.211186990739449	0.900738450346515	-0.232829492778433	0.823034029124298	0.999461130610639	-4.60279947580141	5	8	29	22	16	22	0.649618479242583	1.05060087556529	8.43054278716432	1.78120926904288	1.99471709866966	1.61554444734798	0.05	UP_pEhEx_DOWN_U2AF84
EHI_001070A	-0.739124552532802	5.30616668899984	-0.712708190948579	0.500733062435026	0.999461130610639	-4.6009581477411	414	587	22	892	651	327	53.7884100812859	77.0878392446032	6.39558418336603	72.2199394539205	81.1600519521217	24.0128651946722	0.05	UP_pEhEx_DOWN_U2AF84
EHI_001100A	0.190684648056781	2.43147493642908	0.135375644420577	0.896399571818418	0.999461130610639	-4.60522729200983	20	16	133	25	19	298	2.59847391697033	2.10120175113058	38.6642134721674	2.02410144209418	2.36872655467022	21.8832838777135	0.05	DOWN_pEhEx_UP_U2AF84
EHI_001120A	-0.752895673783751	2.58352334081999	-1.13768066794949	0.29533611343952	0.999461130610639	-4.59266784211812	36	67	7	105	90	71	4.6772530505466	8.79878233285931	2.03495860379828	8.50122605679557	11.2202836800168	5.21380253462302	0.05	UP_pEhEx_DOWN_U2AF84
EHI_001130A	1.47164459470934	6.17943240548627	0.885136965785896	0.407545194103875	0.999461130610639	-4.59770572615217	1402	1468	173	1537	1816	39	182.15302157962	192.785260666231	50.2925483510147	124.44175665995	226.400390699006	2.86391970211687	0.05	DOWN_pEhEx_UP_U2AF84
EHI_001140A	0.0712484853494806	0.87807036669172	0.061513157051996	0.952793711391865	0.999461130610639	-4.60316847336417	18	23	2	57	30	5	2.3386265252733	3.02047751725021	0.581416743942367	4.61495128797474	3.74009456000561	0.367169192579086	0.05	DOWN_pEhEx_UP_U2AF84
EHI_001150A	0.208738108180135	2.46812453435945	0.244050060163446	0.81469371780375	0.999461130610639	-4.60478432392457	80	74	6	115	47	36	10.3938956678813	9.71805809897894	1.7442502318271	9.31086663363325	5.85948147734212	2.64361818656942	0.05	DOWN_pEhEx_UP_U2AF84
EHI_001180A	-0.0225202029928301	1.24924494858864	-0.0107189175058922	0.991768311424168	0.999461130610639	-4.60394692714365	8	2	201	11	4	221	1.03938956678813	0.262650218891323	58.4323827662078	0.890604634521441	0.498679274667414	16.2288783119956	0.05	UP_pEhEx_DOWN_U2AF84
EHI_001400A	-0.282287541955571	7.55143795983911	-0.549089090620374	0.601235664489684	0.999461130610639	-4.60423526713651	1849	1691	312	2391	1910	2653	240.228913623907	222.070760072613	90.7010120550092	193.585061921888	238.11935365369	194.819973582463	0.05	UP_pEhEx_DOWN_U2AF84
EHI_001410A	0.0206074222153405	1.06798570384944	0.0336157350013849	0.974189532044276	0.999461130610639	-4.60353091177523	22	21	3	35	14	26	2.85832130866737	2.75782729835889	0.87212511591355	2.83374201893186	1.74537746133595	1.90927980141125	0.05	DOWN_pEhEx_UP_U2AF84
EHI_001420A	-0.520757001754054	9.33427514967021	-0.564349367064785	0.591393970374756	0.999461130610639	-4.60507707222975	6990	8827	477	12112	10697	5153	908.166633981131	1159.20674107685	138.667893430254	980.63666666579	1333.59305027933	378.404569872006	0.05	UP_pEhEx_DOWN_U2AF84
EHI_001430A	0.425995520557918	-0.180142614009657	0.452825464357584	0.665358718862415	0.999461130610639	-4.59970961489358	7	9	2	12	16	3	0.909465870939616	1.18192598501095	0.581416743942367	0.971568692205208	1.99471709866966	0.220301515547452	0.05	DOWN_pEhEx_UP_U2AF84
EHI_001635A	-0.921300150833314	3.36115110382968	-0.402084064926268	0.700477355088842	0.999461130610639	-4.60435299368559	286	455	0	548	210	42	37.1581770126757	59.7529247977759	0	44.3683036107045	26.1806619200392	3.08422121766432	0.05	UP_pEhEx_DOWN_U2AF84
EHI_001780A	0.192056414590091	9.59162094766158	0.201125662882903	0.846730891733477	0.999461130610639	-4.60989177439108	4841	3112	7880	6330	2494	30597	628.960611602669	408.683740594898	2290.78197113292	512.502485138247	310.926527755133	2246.85515706846	0.05	DOWN_pEhEx_UP_U2AF84
EHI_001800A	0.89355056644616	0.484641014170722	0.670989778499257	0.52527886099086	0.999461130610639	-4.59896971602868	7	8	34	12	1	49	0.909465870939616	1.05060087556529	9.88408464702023	0.971568692205208	0.124669818666854	3.59825808727504	0.05	DOWN_pEhEx_UP_U2AF84
EHI_001810A	-0.268622223219829	5.48893163101644	-0.431836125471175	0.679781762996377	0.999461130610639	-4.60520291960477	472	427	67	847	447	431	61.3239844404998	56.0758217332974	19.4774609220693	68.576556858151	55.7274089440835	31.6499844003172	0.05	UP_pEhEx_DOWN_U2AF84
EHI_001820A	-3.37515317704783	-0.245102058950055	-3.00474127279659	0.0215728293498041	0.999461130610639	-4.57774029392297	14	0	0	34	21	36	1.81893174187923	0	0	2.75277796124809	2.61806619200392	2.64361818656942	0.05	UP_pEhEx_DOWN_U2AF84
EHI_001830A	-0.966477592735344	2.06947311749461	-1.71411724541573	0.133385471154837	0.999461130610639	-4.58234675840146	29	31	5	70	39	104	3.76778717960698	4.0710783928155	1.45354185985592	5.66748403786372	4.86212292800729	7.63711920564499	0.05	UP_pEhEx_DOWN_U2AF84
EHI_001840A	0.314321060247333	4.38526783344481	0.379118736354883	0.716644737998483	0.999461130610639	-4.60560882415292	90	107	279	167	124	399	11.6931326263665	14.0517867106858	81.1076357799601	13.5209976331892	15.4590575146898	29.3001015678111	0.05	DOWN_pEhEx_UP_U2AF84
EHI_001850A	-0.213658543541139	4.4380791822933	-0.401912038694648	0.700597847860073	0.999461130610639	-4.60531437386753	131	133	95	235	131	543	17.0200041561557	17.466239556273	27.6172953372624	19.0265535556853	16.3317462453578	39.8745743140888	0.05	UP_pEhEx_DOWN_U2AF84
EHI_001860A	0.038556032678376	-0.668186426126461	0.0193819824269875	0.985116179303763	0.999461130610639	-4.60010000208512	11	0	17	8	0	39	1.42916065433368	0	4.94204232351012	0.647712461470139	0	2.86391970211687	0.05	DOWN_pEhEx_UP_U2AF84
EHI_001870A	0.315173569679813	0.280371552539454	0.34205003380977	0.743074156832697	0.999461130610639	-4.60125615576842	6	6	16	13	3	26	0.7795421750911	0.787950656673968	4.65133395153893	1.05253274988898	0.374009456000561	1.90927980141125	0.05	DOWN_pEhEx_UP_U2AF84
EHI_001910A	0.75273891589426	1.56954263240365	0.87987185152548	0.410190613458042	0.999461130610639	-4.59706834316743	28	13	33	22	9	67	3.63786348375846	1.7072264227936	9.59337627504905	1.78120926904288	1.12202836800168	4.92006718055975	0.05	DOWN_pEhEx_UP_U2AF84
EHI_001920A	0.502571010157524	0.126889624668864	0.641020544168912	0.543377305161064	0.999461130610639	-4.59886218004055	7	6	11	8	4	21	0.909465870939616	0.787950656673968	3.19779209168302	0.647712461470139	0.498679274667414	1.54211060883216	0.05	DOWN_pEhEx_UP_U2AF84
EHI_001940A	-0.155291487877796	7.25214628491311	-0.127174486088382	0.902635640932809	0.999461130610639	-4.60816588766898	336	489	3764	1316	1251	3341	43.6543618051016	64.2179785189284	1094.22631209953	106.548699911838	155.961943152234	245.342454481345	0.05	UP_pEhEx_DOWN_U2AF84
EHI_001950A	-0.276314512290823	3.57406676046637	-0.202737223419013	0.845521928287748	0.999461130610639	-4.60623622176664	167	204	6	338	267	38	21.6972572067023	26.7903223269149	1.7442502318271	27.3658514971134	33.2868415840499	2.79048586360105	0.05	UP_pEhEx_DOWN_U2AF84
EHI_001990A	0.0617614225922779	1.85940247964743	0.068103082190967	0.947745057925806	0.999461130610639	-4.60470543885901	27	17	23	54	8	118	3.50793978790995	2.23252686057624	6.68629255533722	4.37205911492344	0.997358549334829	8.66519294486643	0.05	DOWN_pEhEx_UP_U2AF84
EHI_002110A	0.581549678252678	3.4945267128149	0.789249209206533	0.457705915374373	0.999461130610639	-4.59920394181454	134	146	25	227	89	54	17.4097752437012	19.1734659790666	7.26770929927958	18.3788410942152	11.09561386135	3.96542727985413	0.05	DOWN_pEhEx_UP_U2AF84
EHI_002130A	-0.318569619254002	3.53735560169193	-0.486177277926102	0.642756275495764	0.999461130610639	-4.60372243364774	116	118	15	227	118	115	15.0711487184279	15.496362914588	4.36062557956775	18.3788410942152	14.7110386026887	8.44489142931898	0.05	UP_pEhEx_DOWN_U2AF84
EHI_002140A	0.349584539281839	5.36805864377064	0.601723858395734	0.567684884125063	0.999461130610639	-4.60289303174458	275	250	297	359	232	786	35.7290163583421	32.8312773614153	86.3403864754414	29.0660967084725	28.92339793071	57.7189970734323	0.05	DOWN_pEhEx_UP_U2AF84
EHI_002150A	0.712124028542924	1.54843241713123	1.14785003895465	0.291404968756402	0.999461130610639	-4.59275112577227	24	18	24	36	20	20	3.1181687003644	2.3638519700219	6.9770009273084	2.91470607661563	2.49339637333707	1.46867677031634	0.05	DOWN_pEhEx_UP_U2AF84
EHI_002160A	-0.647721196184313	6.82625282278762	-0.738280276388371	0.486066280335258	0.999461130610639	-4.60072056244013	1414	1314	80	1930	1532	1311	183.712105929802	172.561193811599	23.2566697576947	156.260631329671	190.99416219762	96.2717622942364	0.05	UP_pEhEx_DOWN_U2AF84
EHI_002180A	-0.0641712182231773	5.3024383665101	-0.0724946414436627	0.944382044052376	0.999461130610639	-4.60774908652	621	524	34	784	300	387	80.6826151219288	68.8143573495265	9.88408464702023	63.4758212240736	37.4009456000561	28.4188955056213	0.05	UP_pEhEx_DOWN_U2AF84
EHI_002190A	1.44371758582426	3.43700308460056	0.882265073328319	0.408986586145054	0.999461130610639	-4.59750120442033	88	267	43	185	353	6	11.4332852346695	35.0638042219916	12.5004599947609	14.978350671497	44.0084459893993	0.440603031094903	0.05	DOWN_pEhEx_UP_U2AF84
EHI_002200A	0.394379437128771	3.20485570018363	0.252153628988961	0.808686434541629	0.999461130610639	-4.6056010170779	234	243	3	253	124	26	30.4021448285529	31.9120015952957	0.87212511591355	20.4839065939931	15.4590575146898	1.90927980141125	0.05	DOWN_pEhEx_UP_U2AF84
EHI_002210A	0.123405843813322	1.0873040559141	0.241687975708931	0.816447339520361	0.999461130610639	-4.60306052473938	17	16	7	27	20	20	2.20870282942478	2.10120175113058	2.03495860379828	2.18602955746172	2.49339637333707	1.46867677031634	0.05	DOWN_pEhEx_UP_U2AF84
EHI_002670A	0.0169767545293678	5.38888400947319	0.0162073892653646	0.987553744021475	0.999461130610639	-4.60784725449457	171	120	748	352	282	955	22.2169519900963	15.7590131334794	217.449862234445	28.4993483046861	35.1568888640527	70.1293157826054	0.05	DOWN_pEhEx_UP_U2AF84
EHI_002780A	0.862370707362285	3.38501951914826	0.490964703376267	0.639544591017261	0.999461130610639	-4.60356711730811	39	26	666	47	20	520	5.06702413809215	3.41445284558719	193.611775732808	3.80531071113707	2.49339637333707	38.185596028225	0.05	DOWN_pEhEx_UP_U2AF84
EHI_002790A	-0.0320172058503439	2.46005293376729	-0.0541417658462437	0.958443843496957	0.999461130610639	-4.60543557003933	30	30	36	48	47	96	3.8977108754555	3.93975328336984	10.4655013909626	3.88627476882083	5.85948147734212	7.04964849751845	0.05	UP_pEhEx_DOWN_U2AF84
EHI_002990A	0.261795086921427	2.00497431787793	0.355065618790131	0.733748926630711	0.999461130610639	-4.60355275783405	53	35	8	83	37	22	6.88595587997138	4.59637883059815	2.32566697576947	6.72001678775269	4.61278329067358	1.61554444734798	0.05	DOWN_pEhEx_UP_U2AF84
EHI_003000A	-0.096860142902473	3.01546309512538	-0.200438459602766	0.84724655598511	0.999461130610639	-4.60564414470756	70	76	17	100	60	132	9.09465870939616	9.98070831787026	4.94204232351012	8.09640576837674	7.48018912001121	9.69326668408787	0.05	UP_pEhEx_DOWN_U2AF84
EHI_003010A	-0.574545580781417	6.43468392772356	-1.20443848257786	0.270322713370257	0.999461130610639	-4.5905431722334	599	743	160	1226	1076	1206	77.8242938132614	97.5745563181264	46.5133395153893	99.2619347202988	134.144724885534	88.5612092500756	0.05	UP_pEhEx_DOWN_U2AF84
EHI_003020A	-0.124751385141088	0.842820586058536	-0.100407632090443	0.923038472777954	0.999461130610639	-4.60315678131687	5	5	50	14	7	54	0.649618479242583	0.656625547228307	14.5354185985592	1.13349680757274	0.872688730667975	3.96542727985413	0.05	UP_pEhEx_DOWN_U2AF84
EHI_003040A	-0.358712030546893	0.761370107863375	-0.602425255423048	0.567245386950411	0.999461130610639	-4.59981073536504	13	13	3	19	12	41	1.68900804603072	1.7072264227936	0.87212511591355	1.53831709599158	1.49603782400224	3.01078737914851	0.05	UP_pEhEx_DOWN_U2AF84
EHI_003240.mRNA	2.97853581177993	0.358959259202868	1.18373281450583	0.277882060958135	0.999461130610639	-4.59297241396457	141	83	0	74	5	0	18.3192411146408	10.8999840839899	0	5.99134026859879	0.623349093334268	0	0.05	DOWN_pEhEx_UP_U2AF84
EHI_003260A	0.322267621082888	7.29766279418221	0.787155362011811	0.458847916534585	0.999461130610639	-4.59983534740582	1361	1172	690	1436	1115	2335	176.826150049831	153.913028270315	200.588776660116	116.26438683389	139.006847813542	171.468012934433	0.05	DOWN_pEhEx_UP_U2AF84
EHI_003890A	0.820332083543369	1.82017607141312	1.27922482037832	0.244466718925183	0.999461130610639	-4.59032522489619	38	26	21	35	10	64	4.93710044224363	3.41445284558719	6.10487581139485	2.83374201893186	1.24669818666854	4.6997656650123	0.05	DOWN_pEhEx_UP_U2AF84
EHI_003900A	-0.0581606293517444	1.73277063922321	-0.108660484733352	0.916740283349823	0.999461130610639	-4.60443291919108	20	18	19	38	25	50	2.59847391697033	2.3638519700219	5.52345906745248	3.07663419198316	3.11674546667134	3.67169192579086	0.05	UP_pEhEx_DOWN_U2AF84
EHI_003930A	0.729428153645992	2.66523976055666	0.464380779599825	0.657483119725897	0.999461130610639	-4.60321322914767	102	165	5	137	162	8	13.2522169765487	21.6686430585341	1.45354185985592	11.0920759026761	20.1965106240303	0.587470708126538	0.05	DOWN_pEhEx_UP_U2AF84
EHI_003940A	-0.426617450684088	8.84192118663285	-0.304108221269814	0.770521774487714	0.999461130610639	-4.60835306829475	7301	8584	177	12824	9564	1860	948.57290339002	1127.29473948156	51.4553818388994	1038.28307573663	1192.34214572979	136.58693963942	0.05	UP_pEhEx_DOWN_U2AF84
EHI_003950A	1.045120205498	2.3929836329843	0.560034089875725	0.594167643185616	0.999461130610639	-4.60190518048469	20	11	455	24	9	228	2.59847391697033	1.44457620390227	132.272309246888	1.94313738441042	1.12202836800168	16.7429151816063	0.05	DOWN_pEhEx_UP_U2AF84
EHI_004170A	-0.571134142613277	6.56884011014951	-1.33245946436471	0.227397996735484	0.999461130610639	-4.58742368917378	522	548	330	1137	1165	1585	67.8201692329257	71.9661599762224	95.9337627504905	92.0561335864435	145.240338746884	116.39263404757	0.05	UP_pEhEx_DOWN_U2AF84
EHI_004190A	0.319949944785812	1.77041573333665	0.619305118129679	0.556729873762075	0.999461130610639	-4.60071156462271	35	35	8	45	25	34	4.54732935469808	4.59637883059815	2.32566697576947	3.64338259576953	3.11674546667134	2.49675050953779	0.05	DOWN_pEhEx_UP_U2AF84
EHI_004200A	0.267914252888438	12.8376491059429	0.683015707540023	0.518125215614519	0.999461130610639	-4.6045101501179	61668	48752	35025	61524	57846	111658	8012.13447558632	6402.36173569488	10182.0607282907	4981.2326849361	7211.65033060281	8199.47554099912	0.05	DOWN_pEhEx_UP_U2AF84
EHI_004210A	0.676570047668617	-1.19049571724893	0.600504029351135	0.568449714945482	0.999461130610639	-4.59766182299113	8	7	0	11	1	3	1.03938956678813	0.919275766119629	0	0.890604634521441	0.124669818666854	0.220301515547452	0.05	DOWN_pEhEx_UP_U2AF84
EHI_004230A	-0.869758093520899	5.2262935414246	-1.38383309687613	0.211934130696316	0.999461130610639	-4.58643014116589	295	337	41	640	543	519	38.3274902753124	44.2565618831879	11.9190432508185	51.8169969176111	67.6957115361015	38.1121621897091	0.05	UP_pEhEx_DOWN_U2AF84
EHI_004350A	0.627343278814918	1.56120465368999	0.429375181696523	0.681482577491716	0.999461130610639	-4.60251104827615	33	46	5	81	73	3	4.28748196300105	6.04095503450042	1.45354185985592	6.55808867238516	9.10089676268031	0.220301515547452	0.05	DOWN_pEhEx_UP_U2AF84
EHI_004370A	-0.124442094505878	5.41031274171309	-0.158754325446328	0.878667944585801	0.999461130610639	-4.6074725910144	249	168	328	329	256	1378	32.3510002662806	22.0626183868711	95.3523460065481	26.6371749779595	31.9154735787145	101.191829474796	0.05	UP_pEhEx_DOWN_U2AF84
