logFC	AveExpr	t	P.Value	adj.P.Val	B	CmasM_1	CmasM_2	CmasM_3	pEhEx_1	pEhEx_2	pEhEx_3	CmasM_1	CmasM_2	CmasM_3	pEhEx_1	pEhEx_2	pEhEx_3	DE	Regulation
EHI_005960A	-1.87187272424864	2.32536842546092	-1.79934136529417	0.115815119269119	0.710207247707873	-4.28063970838816	14	15	44	36	52	473	2.12370798255756	1.93751431036882	3.97106168304053	3.11568806623222	6.84834320576249	40.987877574176	28.98	UP_pEhEx_DOWN_CmasM
EHI_006010A	0.499714344471605	4.03939296275208	1.35846393006928	0.217247878800059	0.710207247707873	-4.50564237115765	126	142	231	204	124	106	19.1133718430181	18.3418021381582	20.8480738359628	17.6555657086492	16.3306645675875	9.18544402296544	28.98	DOWN_pEhEx_UP_CmasM
EHI_006150A	0.939178705780333	2.18387329778864	2.12149674241926	0.0723198544113591	0.710207247707873	-4.11739477567213	55	44	57	52	26	25	8.34313850290472	5.6833753104152	5.14432990757523	4.50043831789098	3.42417160288124	2.16637830730317	28.98	DOWN_pEhEx_UP_CmasM
EHI_006160A	-1.16590588486904	3.24008948410824	-3.13056453481735	0.0170115871283509	0.710207247707873	-3.57055986676889	34	49	83	164	82	210	5.15757652906837	6.32921341387148	7.49086635664464	14.1936900795023	10.7993104398562	18.1975777813466	28.98	UP_pEhEx_DOWN_CmasM
EHI_006170A	-1.08830916134276	4.5489563455229	-2.21075832970849	0.0634575410622169	0.710207247707873	-3.9695507662761	58	157	245	250	335	495	8.79821878488134	20.279316448527	22.1115934623848	21.6367226821682	44.1191341140468	42.8942904846028	28.98	UP_pEhEx_DOWN_CmasM
EHI_006550A	1.11210364438206	2.54607610440658	1.28273110081204	0.241178778269843	0.710207247707873	-4.53790884576676	55	72	86	104	59	10	8.34313850290472	9.30006868977033	7.76162056230649	9.00087663578196	7.77023556038436	0.866551322921268	28.98	DOWN_pEhEx_UP_CmasM
EHI_006680A	-6.05911623318684	-1.00320496086885	-4.43559718021952	0.00316791641880097	0.710207247707873	-4.07868774605954	0	0	0	80	60	14	0	0	0	6.92375125829382	7.90193446818749	1.21317185208978	28.98	UP_pEhEx_DOWN_CmasM
EHI_006710A	-0.849800702355474	1.5065948281819	-1.26852233649219	0.245915311318201	0.710207247707873	-4.5402963424348	12	13	31	28	18	107	1.82032112790648	1.67917906898631	2.79779345850583	2.42331294040284	2.37058034045625	9.27209915525757	28.98	UP_pEhEx_DOWN_CmasM
EHI_006730A	1.83245318059573	2.42385912654287	2.13725410331071	0.0706695170522346	0.710207247707873	-4.10158822504711	71	76	103	81	39	7	10.7702333401134	9.81673917253535	9.29589439439033	7.01029814902249	5.13625740432187	0.606585926044888	28.98	DOWN_pEhEx_UP_CmasM
EHI_006760A	0.78215693557759	0.267790943858669	1.42609886632467	0.197673553688889	0.710207247707873	-4.49329522308475	11	15	13	15	5	8	1.66862770058094	1.93751431036882	1.1732682245347	1.29820336093009	0.658494539015624	0.693241058337014	28.98	DOWN_pEhEx_UP_CmasM
EHI_006770A	4.90306860033982	0.385458488024345	3.45472286114946	0.0109461985696302	0.710207247707873	-4.17091256831872	53	60	64	0	0	54	8.03975164825364	7.75005724147528	5.77608972078623	0	0	4.67937714377485	28.98	DOWN_pEhEx_UP_CmasM
EHI_006810A	-1.29919351243669	6.11138420262444	-2.06951361192433	0.0780427671497957	0.710207247707873	-4.03202004885396	265	242	752	699	599	3077	40.1987582412682	31.2585642072836	67.8690542192382	60.4962766193422	78.8876457740717	266.637842062874	28.98	UP_pEhEx_DOWN_CmasM
EHI_006850A	-0.931530372208116	2.3180938560338	-1.70623602053783	0.132554584799324	0.710207247707873	-4.32459707436912	24	20	50	61	105	53	3.64064225581297	2.58335241382509	4.51257009436424	5.27936033444904	13.8283853193281	4.59272201148272	28.98	UP_pEhEx_DOWN_CmasM
EHI_006860A	0.312214817820924	10.8485770857364	1.30505392543017	0.233896873670125	0.710207247707873	-4.59048680327559	15390	14109	22556	18866	14098	17273	2334.56184654007	1822.42596033291	2035.7106209696	1632.79364048714	1856.69120220845	1496.79410008191	28.98	DOWN_pEhEx_UP_CmasM
EHI_006880A	-0.699936821103804	2.95934723421748	-1.58116577059147	0.15867511573036	0.710207247707873	-4.38078607333006	24	51	100	106	64	145	3.64064225581297	6.58754865525399	9.02514018872848	9.17397041723931	8.42873009939998	12.5649941823584	28.98	UP_pEhEx_DOWN_CmasM
EHI_006900A	-0.535171809822897	4.858906566316	-1.4697677923952	0.185890771916823	0.710207247707873	-4.44004798949506	103	224	334	354	307	403	15.6244230145307	28.933547034841	30.1439682303531	30.6375993179501	40.4315646955593	34.9220183137271	28.98	UP_pEhEx_DOWN_CmasM
EHI_006920A	0.501989847612612	1.98274020757347	1.30007422344822	0.23550453469297	0.710207247707873	-4.52774991750778	36	37	43	47	24	31	5.46096338371945	4.77920196557642	3.88081028115325	4.06770386424762	3.16077378727499	2.68630910105593	28.98	DOWN_pEhEx_UP_CmasM
EHI_006940A	-1.01130382651011	4.33060201040337	-1.95362992304264	0.0924729380635876	0.710207247707873	-4.13595898671494	70	103	216	204	186	630	10.6185399127878	13.3042649311992	19.4943028076535	17.6555657086492	24.4959968513812	54.5927333440399	28.98	UP_pEhEx_DOWN_CmasM
EHI_006960A	-1.54149097790372	0.586702276615225	-3.17140053134159	0.0160796775909778	0.710207247707873	-3.99093806641735	5	6	10	25	22	30	0.758467136627702	0.775005724147528	0.902514018872848	2.16367226821682	2.89737597166874	2.5996539687638	28.98	UP_pEhEx_DOWN_CmasM
EHI_006970A	-1.31297562005122	-0.270226734896471	-1.28827267968443	0.239352965243439	0.710207247707873	-4.54726495053279	0	15	8	15	13	13	0	1.93751431036882	0.722011215098278	1.29820336093009	1.71208580144062	1.12651671979765	28.98	UP_pEhEx_DOWN_CmasM
EHI_007000A	0.555400005137978	4.45412807290684	1.49176055915107	0.180200950657393	0.710207247707873	-4.42571770413958	225	205	230	262	152	148	34.1310211482466	26.4793622417072	20.7578224340755	22.6752853709123	20.018233986075	12.8249595792348	28.98	DOWN_pEhEx_UP_CmasM
EHI_007150A	1.72094492556872	3.69931692970978	1.58116645241431	0.158674961036588	0.710207247707873	-4.37433173890614	162	213	204	225	149	11	24.5743352267375	27.5127032072372	18.4112859850061	19.4730504139514	19.6231372626656	0.953206455213395	28.98	DOWN_pEhEx_UP_CmasM
EHI_007340A	-0.735430253565286	0.625745403975301	-1.34514578026925	0.221298872955718	0.710207247707873	-4.51444334723975	6	7	18	16	15	33	0.910160563953242	0.904173344838783	1.62452523397113	1.38475025165876	1.97548361704687	2.85961936564018	28.98	UP_pEhEx_DOWN_CmasM
EHI_007360A	0.655470084504432	4.28848089884414	1.34234285099234	0.222159869394301	0.710207247707873	-4.51693917095466	205	204	199	277	143	95	31.0971526017358	26.3501946210159	17.9600289755697	23.9734887318423	18.8329438158468	8.23223756775205	28.98	DOWN_pEhEx_UP_CmasM
EHI_007480A	1.3962667154588	3.87000234368002	1.42039890775934	0.199260160108248	0.710207247707873	-4.46820169243614	119	202	291	241	177	18	18.0515178517393	26.0918593796334	26.2631579491999	20.8578006656101	23.3107066811531	1.55979238125828	28.98	DOWN_pEhEx_UP_CmasM
EHI_007510A	2.39770842990473	11.2156891650472	2.41205168524315	0.0472970887271695	0.710207247707873	-3.69299230533807	37582	39449	61094	37214	15620	1967	5700.94238574846	5095.5334686493	5513.81914690178	3220.75599157683	2057.13693988481	170.450645218613	28.98	DOWN_pEhEx_UP_CmasM
EHI_007620A	2.2107029129924	9.21751488182428	2.47957696267899	0.0428762493128669	0.710207247707873	-3.68481881020678	9342	9300	13481	8869	3753	653	1417.1199980752	1201.25887242867	1216.67914884249	767.584373872598	494.266000985127	56.5858013867588	28.98	DOWN_pEhEx_UP_CmasM
EHI_007630A	0.684539163096478	3.59586988827831	1.26912383480301	0.245713185958772	0.710207247707873	-4.55270524007087	171	119	105	188	48	90	25.9395760726674	15.3709468622593	9.4763971981649	16.2708154569905	6.32154757454999	7.79896190629141	28.98	DOWN_pEhEx_UP_CmasM
EHI_007640A	2.00843212109159	1.3291984534059	2.3218920228538	0.0539406037476065	0.710207247707873	-4.1014711796502	17	46	71	15	35	4	2.57878826453419	5.94171055179771	6.40784953399722	1.29820336093009	4.60946177310937	0.346620529168507	28.98	DOWN_pEhEx_UP_CmasM
EHI_007930A	-0.857902330477018	4.02305458343465	-2.4910411608402	0.0421691076334478	0.710207247707873	-3.82413574079543	63	94	162	201	186	288	9.55668592150904	12.1417563449779	14.6207271057401	17.3959250364632	24.4959968513812	24.9566781001325	28.98	UP_pEhEx_DOWN_CmasM
EHI_007950A	0.645175771633811	0.239477650998054	1.24520925160846	0.253860255838053	0.710207247707873	-4.54972552354686	12	8	17	13	6	9	1.82032112790648	1.03334096553004	1.53427383208384	1.12510957947275	0.790193446818749	0.779896190629141	28.98	DOWN_pEhEx_UP_CmasM
EHI_008000A	1.28782384869743	0.211275037355548	1.88674321684468	0.101967210424235	0.710207247707873	-4.3563052289976	11	13	20	16	7	3	1.66862770058094	1.67917906898631	1.8050280377457	1.38475025165876	0.921892354621873	0.25996539687638	28.98	DOWN_pEhEx_UP_CmasM
EHI_008020A	1.83121359677582	0.310897047100497	2.34204484106836	0.0523770871694713	0.710207247707873	-4.22358640028365	11	21	24	9	14	2	1.66862770058094	2.71252003451635	2.16603364529483	0.778922016558054	1.84378470924375	0.173310264584254	28.98	DOWN_pEhEx_UP_CmasM
EHI_008040A	-0.754941660204857	2.39476239318264	-1.699482713284	0.133854592768761	0.710207247707873	-4.32615754787141	21	33	51	53	51	118	3.18556197383635	4.2625314828114	4.60282149625152	4.58698520861965	6.71664429795936	10.225305610471	28.98	UP_pEhEx_DOWN_CmasM
EHI_008120A	-0.870523704715743	3.25398935414658	-1.9631978183904	0.0911877656182451	0.710207247707873	-4.16115904512949	56	46	77	129	67	242	8.49483193023026	5.94171055179771	6.94935794532093	11.1645489039988	8.82382682280936	20.9705420146947	28.98	UP_pEhEx_DOWN_CmasM
EHI_008130A	1.03824231355486	2.37966693237971	1.39366283560588	0.20685553248311	0.710207247707873	-4.48245042067527	82	52	59	64	8	80	12.4388610406943	6.71671627594524	5.3248327113498	5.53900100663505	1.053591262425	6.93241058337014	28.98	DOWN_pEhEx_UP_CmasM
EHI_008200A	-0.899065499393099	5.73655097595104	-1.35019250293262	0.219756037899459	0.710207247707873	-4.5190819113478	294	219	523	457	357	2376	44.5978676337089	28.2877089313848	47.2014831870499	39.5519290630034	47.0165100857155	205.892594326093	28.98	UP_pEhEx_DOWN_CmasM
EHI_008230A	-0.645009547967586	4.63505626396574	-1.57098111246089	0.161001519977443	0.710207247707873	-4.37533564505298	114	182	213	289	175	594	17.2930507151116	23.5085069658083	19.2235486019917	25.0120514205864	23.0473088655468	51.4731485815233	28.98	UP_pEhEx_DOWN_CmasM
EHI_008390A	0.99194218009096	3.54367300111403	1.71000130470035	0.131834984323862	0.710207247707873	-4.29969291851623	116	129	163	155	97	38	17.5964375697627	16.6626230691719	14.7109785076274	13.4147680629443	12.7747940569031	3.29289502710082	28.98	DOWN_pEhEx_UP_CmasM
EHI_008600A	1.85857010975321	1.00621495796016	1.59788184582201	0.154924379189696	0.710207247707873	-4.41299537555961	28	27	33	33	28	1	4.24741596511513	3.48752575866388	2.9782962622804	2.8560473940462	3.68756941848749	0.0866551322921268	28.98	DOWN_pEhEx_UP_CmasM
