logFC	AveExpr	t	P.Value	adj.P.Val	B	CDC5_1	CDC5_2	CDC5_3	pEhEx_1	pEhEx_2	pEhEx_3	CDC5_1	CDC5_2	CDC5_3	pEhEx_1	pEhEx_2	pEhEx_3	DE	Regulation
EHI_126990A	1.15554754797942	3.47517561692284	1.58812944547806	0.154503526174738	0.746754141976918	-4.58055618456574	103	112	188	168	82	30	17.3821832194397	15.6185806808533	16.1557996609951	15.1268701416853	11.4329284307614	2.40166022302754	25.32	DOWN_pEhEx_UP_CDC5
EHI_127340A	1.60601632179694	3.96753117766363	1.56624230628214	0.159501756584024	0.746754141976918	-4.58031025239246	136	231	293	182	218	19	22.9512322120758	32.2133226542599	25.1789856418701	16.3874426534924	30.3948585110487	1.52105147458411	25.32	DOWN_pEhEx_UP_CDC5
EHI_135150A	-0.724259652763415	4.71112460224396	-1.5609510822882	0.160732165053177	0.746754141976918	-4.57930863516806	150	191	148	404	222	412	25.3138590574365	26.6352581253837	12.7183954778047	36.3765210550052	30.9525623369395	32.9828003962449	25.32	UP_pEhEx_DOWN_CDC5
EHI_135590A	-1.12329150393409	1.24239902396791	-1.57604635105235	0.157244768626562	0.746754141976918	-4.58471092303024	10	4	39	31	28	51	1.6875906038291	0.557806452887617	3.35146907861069	2.79126770471574	3.90392678123561	4.08282237914682	25.32	UP_pEhEx_DOWN_CDC5
EHI_139020A	0.629172015322995	8.01359411043951	1.56044822021555	0.160849551047999	0.746754141976918	-4.57806513427126	2157	2235	3415	2991	1226	2424	364.013293245937	311.674355550956	293.468382139885	269.312313058219	170.936222635531	194.054146020625	25.32	DOWN_pEhEx_UP_CDC5
EHI_140360A	-1.47120509381802	0.186937665320645	-1.58116633323938	0.156077800072498	0.746754141976918	-4.58761700021721	5	15	2	23	7	28	0.84379530191455	2.09177419832856	0.171870209159523	2.07094055511168	0.975981695308903	2.24154954149237	25.32	UP_pEhEx_DOWN_CDC5
EHI_142230A	0.963254626431289	0.436370660108671	1.5821079188284	0.155864059143852	0.746754141976918	-4.58613401990443	7	15	29	13	4	14	1.18131342268037	2.09177419832856	2.49211803281308	1.1705316181066	0.557703825890802	1.12077477074619	25.32	DOWN_pEhEx_UP_CDC5
EHI_159750A	1.42842817618123	5.1437557266249	1.56298007092819	0.160259323741537	0.746754141976918	-4.57882013088883	380	578	427	550	301	61	64.1284429455058	80.6030324422607	36.6942896555581	49.5224915352793	41.9672128982828	4.88337578682267	25.32	DOWN_pEhEx_UP_CDC5
EHI_159900A	-1.49210796540218	0.899507078404103	-1.58981941002251	0.154123658292101	0.746754141976918	-4.58549529179658	8	12	7	26	8	115	1.35007248306328	1.67341935866285	0.601545732058329	2.34106323621321	1.1154076517816	9.20636418827224	25.32	UP_pEhEx_DOWN_CDC5
EHI_160910A	-1.65231178842619	1.61015498972585	-1.57058472696825	0.158498443245457	0.746754141976918	-4.58445514793357	5	3	103	44	59	75	0.84379530191455	0.418354839665713	8.85131577171542	3.96179932282235	8.22613143188933	6.00415055756885	25.32	UP_pEhEx_DOWN_CDC5
EHI_163740A	-1.46133052216685	3.02546453450538	-1.5652787529488	0.159725173595237	0.746754141976918	-4.58183530420489	33	123	14	189	125	100	5.56904899263603	17.1525484262942	1.20309146411666	17.017728909396	17.4282445590876	8.00553407675847	25.32	UP_pEhEx_DOWN_CDC5
EHI_167680A	-0.810614882647428	3.1051388233506	-1.56717099499109	0.159286694953449	0.746754141976918	-4.58169656966315	37	77	47	113	82	154	6.24408523416767	10.7377742180866	4.03894991524878	10.1746209881574	11.4329284307614	12.328522478208	25.32	UP_pEhEx_DOWN_CDC5
EHI_177990A	-1.34604534964088	2.19371173341772	-1.58252458943298	0.155769560485585	0.746754141976918	-4.58269670147649	18	62	10	112	55	59	3.03766308689238	8.64600001975807	0.859351045797613	10.0845800944569	7.66842760599853	4.7232651052875	25.32	UP_pEhEx_DOWN_CDC5
EHI_199170A	2.00838632238145	1.69451491834281	1.57890765651021	0.156591622007168	0.746754141976918	-4.58361387300464	49	68	35	36	51	2	8.26919395876259	9.48270969908949	3.00772866029165	3.24147217321828	7.11072378010772	0.160110681535169	25.32	DOWN_pEhEx_UP_CDC5
EHI_000650A	-1.77196498132382	2.02598594572399	-1.5153174432759	0.171709431581551	0.747488620243598	-4.58452872156003	27	61	3	103	53	68	4.55649463033857	8.50654840653616	0.257805313739284	9.27421205115231	7.38957569305313	5.44376317219576	25.25	UP_pEhEx_DOWN_CDC5
EHI_001400A	-1.67827389329336	7.00965533120874	-1.47294656256707	0.182506879189112	0.747488620243598	-4.58105948954128	965	1710	112	2391	1910	2653	162.852493269508	238.462258609456	9.62473171293327	215.287776837914	266.303576862858	212.386819056402	25.25	UP_pEhEx_DOWN_CDC5
EHI_001840A	-0.826211790055244	3.94799129120251	-1.50112338519658	0.175260382096081	0.747488620243598	-4.58209628224062	73	128	84	167	124	399	12.3194114079524	17.8498064924038	7.21854878469995	15.0368292479848	17.2888186026149	31.9420809662663	25.25	UP_pEhEx_DOWN_CDC5
EHI_003260A	-1.61607487879615	6.47873587602059	-1.49215807815245	0.177537379308506	0.747488620243598	-4.58060928415505	649	1125	90	1436	1115	2335	109.524630188509	156.883064874642	7.73415941217852	129.298723353929	155.459941467061	186.92922069231	25.25	UP_pEhEx_DOWN_CDC5
EHI_004470A	0.891185160557687	0.441261837590529	1.51150741018305	0.172656130037277	0.747488620243598	-4.58721956081662	10	13	22	18	5	9	1.6875906038291	1.81287097188476	1.89057230075475	1.62073608660914	0.697129782363502	0.720498066908262	25.25	DOWN_pEhEx_UP_CDC5
EHI_006860A	-1.81370895802129	9.81231764696902	-1.50154184696375	0.175154750046028	0.747488620243598	-4.57881002227392	5973	14401	657	18866	14098	17273	1007.99786766712	2008.24268200864	56.4593637089032	1698.71150055378	1965.62713435213	1382.79590107849	25.25	UP_pEhEx_DOWN_CDC5
EHI_008020A	1.4656517147005	0.152210454531921	1.52468822335326	0.169401052755852	0.747488620243598	-4.58812566011774	12	20	10	9	14	2	2.02510872459492	2.78903226443809	0.859351045797613	0.810368043304571	1.95196339061781	0.160110681535169	25.25	DOWN_pEhEx_UP_CDC5
EHI_008450A	-0.972006768290027	4.2023973944411	-1.49056605482993	0.177944504031811	0.747488620243598	-4.58207345882622	94	200	62	240	183	366	15.8633516759935	27.8903226443809	5.3279764839452	21.6098144881219	25.5149500345042	29.300254720936	25.25	UP_pEhEx_DOWN_CDC5
EHI_008660A	-1.19271216211198	2.87627377110793	-1.47800527877167	0.181186311985902	0.747488620243598	-4.58419538435825	61	62	15	105	81	150	10.2943026833575	8.64600001975807	1.28902656869642	9.45429383855333	11.2935024742887	12.0083011151377	25.25	UP_pEhEx_DOWN_CDC5
EHI_008730A	-1.30787670736594	4.80426237428425	-1.49131906496067	0.177751833361761	0.747488620243598	-4.58147421933309	156	367	51	580	324	419	26.326413419734	51.1787420524389	4.38269033356783	52.2237183462946	45.174009897155	33.543187781618	25.25	UP_pEhEx_DOWN_CDC5
EHI_009490A	-2.48483830519568	2.444544903323	-1.47726575717193	0.181378824068628	0.747488620243598	-4.58496941471633	0	31	284	174	124	131	0	4.32300000987903	24.4055697006522	15.6671155038884	17.2888186026149	10.4872496405536	25.25	UP_pEhEx_DOWN_CDC5
EHI_009940A	-1.79990154033737	3.68601883387955	-1.5107236542196	0.172851460309889	0.747488620243598	-4.5823986159838	20	29	256	72	146	1357	3.3751812076582	4.04409678343522	21.9993867724189	6.48294434643657	20.3561896450143	108.635097421612	25.25	UP_pEhEx_DOWN_CDC5
EHI_010540A	-1.14300493843861	1.24157019428384	-1.52853725851951	0.168461094317054	0.747488620243598	-4.58566239121149	4	9	40	25	24	79	0.67503624153164	1.25506451899714	3.43740418319045	2.2510223425127	3.34622295534481	6.32437192063919	25.25	UP_pEhEx_DOWN_CDC5
EHI_011370A	-0.92120730280948	3.37511519220114	-1.49735689710612	0.176213752630347	0.747488620243598	-4.58304540120564	47	44	101	92	81	379	7.93167583799677	6.13587098176379	8.67944556255589	8.28376222044673	11.2935024742887	30.3409741509146	25.25	UP_pEhEx_DOWN_CDC5
EHI_011880A	-1.38057398897093	1.79197525385355	-1.48143721594696	0.180295318049096	0.747488620243598	-4.5855908590171	12	4	82	41	33	131	2.02510872459492	0.557806452887617	7.04667857554043	3.69167664172082	4.60105656359912	10.4872496405536	25.25	UP_pEhEx_DOWN_CDC5
EHI_012010A	-0.725492107821107	2.19331902950222	-1.52567796217492	0.169158897552559	0.747488620243598	-4.58397351882461	19	21	52	54	45	82	3.20642214727529	2.92848387765999	4.46862543814759	4.86220825982743	6.27416804127152	6.56453794294194	25.25	UP_pEhEx_DOWN_CDC5
EHI_012080A	-1.06825055278438	1.70136320639682	-1.53564553472257	0.166737685413921	0.747488620243598	-4.58443586979496	21	26	10	44	27	79	3.54394026804111	3.62574194376951	0.859351045797613	3.96179932282235	3.76450082476291	6.32437192063919	25.25	UP_pEhEx_DOWN_CDC5
EHI_012350A	0.963592533237372	3.06978000942148	1.46191870568647	0.18541572602833	0.747488620243598	-4.58442008388864	63	61	194	92	75	32	10.6318208041233	8.50654840653616	16.6714102884737	8.28376222044673	10.4569467354525	2.56177090456271	25.25	DOWN_pEhEx_UP_CDC5
EHI_012390A	0.617577684002027	5.139913075666	1.48198657490485	0.18015306158137	0.747488620243598	-4.58119066386127	251	248	659	363	179	351	42.3585241561104	34.5840000790323	56.6312339180627	32.6848444132844	24.9572462086134	28.0994246094222	25.25	DOWN_pEhEx_UP_CDC5
EHI_012420A	-1.30584891468345	3.56184853331501	-1.51162343794026	0.172627230237153	0.747488620243598	-4.5824373786266	43	27	174	113	78	717	7.25663959646513	3.76519355699142	14.9527081968785	10.1746209881574	10.8752246048706	57.3996793303582	25.25	UP_pEhEx_DOWN_CDC5
EHI_012570A	-1.05096649540007	4.26769414496828	-1.5130209015836	0.172279499373387	0.747488620243598	-4.58141814307245	50	60	367	195	184	620	8.4379530191455	8.36709679331426	31.5381833807724	17.557974271599	25.6543759909769	49.6343112759025	25.25	UP_pEhEx_DOWN_CDC5
EHI_013330A	1.17710735511403	2.19687017314666	1.54411631795684	0.164704940370467	0.747488620243598	-4.58352258546958	32	28	165	49	36	16	5.40028993225312	3.90464517021332	14.1792922556606	4.41200379132489	5.01933443301722	1.28088545228136	25.25	DOWN_pEhEx_UP_CDC5
EHI_014160A	0.793800672261987	3.31689272326472	1.53958176087038	0.165790273323964	0.747488620243598	-4.58209196356781	100	106	107	127	43	75	16.875906038291	14.7818710015219	9.19505619003446	11.4351934999645	5.99531612832612	6.00415055756885	25.25	DOWN_pEhEx_UP_CDC5
EHI_016360A	1.11077300225377	0.39680669055092	1.50975226743548	0.17309383074338	0.747488620243598	-4.58743301363391	11	11	24	18	9	4	1.85634966421201	1.53396774544095	2.06244250991427	1.62073608660914	1.2548336082543	0.320221363070339	25.25	DOWN_pEhEx_UP_CDC5
EHI_019180A	1.24546004712569	0.0611615231164198	1.523246581357	0.169754337477653	0.747488620243598	-4.58825838077192	7	7	29	11	9	3	1.18131342268037	0.97616129255333	2.49211803281308	0.990449830705587	1.2548336082543	0.240166022302754	25.25	DOWN_pEhEx_UP_CDC5
EHI_021680A	0.697742766908042	2.90610933222137	1.49470724746029	0.176887238246653	0.747488620243598	-4.58385073742024	52	55	144	69	48	61	8.77547113991132	7.66983872720474	12.3746550594856	6.21282166533504	6.69244591068962	4.88337578682267	25.25	DOWN_pEhEx_UP_CDC5
EHI_023230A	0.657616862748421	13.7015752038621	1.49087813282622	0.177864630598952	0.747488620243598	-4.57614009372318	96874	85084	280575	104004	59678	191644	16348.365215534	11865.1010593725	24111.2419674665	9364.61310842762	8320.66223037782	15342.125726063	25.25	DOWN_pEhEx_UP_CDC5
EHI_025890A	0.720282696426779	5.62250898770493	1.55228982372106	0.162765017975787	0.747488620243598	-4.57883702596695	390	350	910	489	365	315	65.8160335493349	48.8080646276665	78.2009451675828	44.0299970195484	50.8904741125357	25.2174323417892	25.25	DOWN_pEhEx_UP_CDC5
EHI_026410A	0.663882657163726	12.2902964688391	1.46841196721426	0.183697979384131	0.747488620243598	-4.57825500813108	30453	32653	123437	38074	28311	58727	5139.21966584076	4553.51352653484	10607.571504012	3428.21698675314	3947.28825369862	4701.40999725795	25.25	DOWN_pEhEx_UP_CDC5
EHI_026440A	1.20323008227256	6.04058570976984	1.5206289328858	0.170397524438826	0.747488620243598	-4.57975979837675	429	517	2206	760	611	175	72.3976369042684	72.0964840357245	189.572840702953	68.431079212386	85.18925940482	14.0096846343273	25.25	DOWN_pEhEx_UP_CDC5
EHI_030790A	-2.07272832550948	7.87623831661116	-1.46115377058329	0.185619030802319	0.747488620243598	-4.58110397148873	1618	4477	102	5241	3486	6097	273.052159699548	624.324872394466	8.76538066713566	471.904323884362	486.038884263834	488.097412659964	25.25	UP_pEhEx_DOWN_CDC5
EHI_031250A	-0.621062906257561	4.81848217214786	-1.53074843681408	0.167923260733435	0.747488620243598	-4.58006829580237	151	181	213	402	270	388	25.4826181178194	25.2407419931647	18.3041772754892	36.1964392676042	37.6450082476291	31.0614722178229	25.25	UP_pEhEx_DOWN_CDC5
EHI_031410A	0.603987045336408	7.90264290135135	1.49592025417289	0.176578628919576	0.747488620243598	-4.58019120542293	2074	1972	3109	2730	1300	2044	350.006291234155	274.998581273595	267.172240138478	245.811639802387	181.253743414511	163.633116528943	25.25	DOWN_pEhEx_UP_CDC5
EHI_035210A	-1.19418424801204	0.522704593730689	-1.55415987772971	0.162324122161003	0.747488620243598	-4.58691994960822	8	6	8	14	10	60	1.35007248306328	0.836709679331426	0.687480836638091	1.26057251180711	1.394259564727	4.80332044605508	25.25	UP_pEhEx_DOWN_CDC5
EHI_035420A	-1.1028474076287	1.41485391782468	-1.55281155619239	0.162641900920359	0.747488620243598	-4.58469320501863	13	7	29	28	19	106	2.19386778497783	0.97616129255333	2.49211803281308	2.52114502361422	2.64909317298131	8.48586612136398	25.25	UP_pEhEx_DOWN_CDC5
EHI_036500A	0.74930052196682	1.69445521419865	1.46321924103334	0.185070527896341	0.747488620243598	-4.58581577398693	31	33	35	31	13	35	5.23153087187021	4.60190323632284	3.00772866029165	2.79126770471574	1.81253743414511	2.80193692686546	25.25	DOWN_pEhEx_UP_CDC5
EHI_038130A	-1.21699062777761	0.127078748699354	-1.5279508387247	0.168603994445134	0.747488620243598	-4.58863568697216	1	8	12	31	9	17	0.16875906038291	1.11561290577523	1.03122125495714	2.79126770471574	1.2548336082543	1.36094079304894	25.25	UP_pEhEx_DOWN_CDC5
EHI_038970A	1.36030839817961	0.0365072062998025	1.55218622636367	0.162789474752781	0.747488620243598	-4.58826156943648	15	7	23	6	1	21	2.53138590574365	0.97616129255333	1.97650740533451	0.540245362203047	0.1394259564727	1.68116215611928	25.25	DOWN_pEhEx_UP_CDC5
EHI_039040A	-0.904178829449429	2.14729706653255	-1.47614758024292	0.181670257451593	0.747488620243598	-4.58512637042735	25	34	19	88	48	50	4.21897650957275	4.74135484954475	1.63276698701547	7.92359864564469	6.69244591068962	4.00276703837923	25.25	UP_pEhEx_DOWN_CDC5
EHI_039210A	-0.763071886034986	3.17720681636588	-1.48760633374434	0.178703628719129	0.747488620243598	-4.58357453171564	50	63	52	173	83	110	8.4379530191455	8.78545163297997	4.46862543814759	15.5770746101879	11.5723543872341	8.80608748443432	25.25	UP_pEhEx_DOWN_CDC5
EHI_039330A	1.93661360630443	6.64836712188057	1.54201010350667	0.165208247200597	0.747488620243598	-4.5789996310025	1461	1669	1526	1501	1271	70	246.556987219432	232.744742467358	131.136969588716	135.151381444462	177.210390676802	5.60387385373093	25.25	DOWN_pEhEx_UP_CDC5
EHI_040650A	-1.5286687697505	0.751743735729125	-1.53121210156287	0.16781068029787	0.747488620243598	-4.58693473594481	4	27	4	50	27	14	0.67503624153164	3.76519355699142	0.343740418319045	4.50204468502539	3.76450082476291	1.12077477074619	25.25	UP_pEhEx_DOWN_CDC5
EHI_044970A	-1.43519104870755	9.9699668623953	-1.46729067334277	0.183993584744126	0.747488620243598	-4.57988252602215	6938	12345	1343	15247	16859	16922	1170.85036093663	1721.53016522441	115.410845450619	1372.85350625164	2350.58220017326	1354.69647646907	25.25	UP_pEhEx_DOWN_CDC5
EHI_045000A	-0.715585446275992	7.04011190561373	-1.46322335548114	0.185069436723894	0.747488620243598	-4.58143028286279	528	665	1524	1150	1271	3259	89.1047838821765	92.7353227925664	130.965099379556	103.547027755584	177.210390676802	260.900355561559	25.25	UP_pEhEx_DOWN_CDC5
EHI_045110A	-1.58721428061477	2.08183698820846	-1.54992162044671	0.163324932959278	0.747488620243598	-4.58363130301565	23	59	5	94	65	59	3.88145838880693	8.22764518009235	0.429675522898807	8.46384400784774	9.06268717072553	4.7232651052875	25.25	UP_pEhEx_DOWN_CDC5
EHI_045930A	2.88701175302551	1.50594043779041	1.53912881844218	0.165899041620617	0.747488620243598	-4.58515671691749	21	34	199	49	70	0	3.54394026804111	4.74135484954475	17.1010858113725	4.41200379132489	9.75981695308903	0	25.25	DOWN_pEhEx_UP_CDC5
EHI_048310A	-1.35535754431054	3.4316215944563	-1.54882627932386	0.163584500139594	0.747488620243598	-4.58165057678408	60	135	19	223	142	152	10.1255436229746	18.8259677849571	1.63276698701547	20.0791192952133	19.7984858191235	12.1684117966729	25.25	UP_pEhEx_DOWN_CDC5
EHI_051580A	0.989833210565903	1.47122447496783	1.46155253069147	0.185513023226346	0.747488620243598	-4.58613556437691	13	48	46	22	7	43	2.19386778497783	6.69367743465141	3.95301481066902	1.98089966141117	0.975981695308903	3.44237965300614	25.25	DOWN_pEhEx_UP_CDC5
EHI_052840A	-1.99033711414008	1.11526932858027	-1.53983274075275	0.165730031760041	0.747488620243598	-4.58602566960661	15	41	1	34	31	48	2.53138590574365	5.71751614209808	0.0859351045797613	3.06139038581727	4.32220465065372	3.84265635684407	25.25	UP_pEhEx_DOWN_CDC5
EHI_055400A	-1.5293156531083	4.35219663886378	-1.49463699816607	0.176905125778723	0.747488620243598	-4.58196921561631	89	300	34	539	406	175	15.019556374079	41.8354839665713	2.92179355571189	48.5320417045737	56.6069383279164	14.0096846343273	25.25	UP_pEhEx_DOWN_CDC5
EHI_056250A	-0.802746592128021	2.10107431915771	-1.46942802083743	0.183430487094196	0.747488620243598	-4.58532185899308	22	28	26	71	55	45	3.71269932842402	3.90464517021332	2.23431271907379	6.39290345273606	7.66842760599853	3.60249033454131	25.25	UP_pEhEx_DOWN_CDC5
EHI_060110A	2.2153322211718	0.171077440468413	1.51819971440682	0.170996393018301	0.747488620243598	-4.58852441761018	11	10	39	20	20	0	1.85634966421201	1.39451613221904	3.35146907861069	1.80081787401016	2.78851912945401	0	25.25	DOWN_pEhEx_UP_CDC5
EHI_064620A	1.44402591159996	1.56224153650821	1.4743868644636	0.182130012053268	0.747488620243598	-4.58583096328348	24	31	68	46	29	4	4.05021744918984	4.32300000987903	5.84358711142377	4.14188111022336	4.04335273770831	0.320221363070339	25.25	DOWN_pEhEx_UP_CDC5
EHI_067550A	0.985235634270059	0.329187924795575	1.46244814970922	0.185275127222877	0.747488620243598	-4.58830695952101	11	11	18	11	12	5	1.85634966421201	1.53396774544095	1.5468318824357	0.990449830705587	1.67311147767241	0.400276703837923	25.25	DOWN_pEhEx_UP_CDC5
EHI_067960A	-1.11236172728609	1.35869311658458	-1.50294180244277	0.174801779012904	0.747488620243598	-4.58574225278408	13	28	7	42	27	41	2.19386778497783	3.90464517021332	0.601545732058329	3.78171753542133	3.76450082476291	3.28226897147097	25.25	UP_pEhEx_DOWN_CDC5
EHI_068480A	0.641323996135129	8.95454994317853	1.48393620415068	0.179649021697634	0.747488620243598	-4.57995754565011	4139	3617	7898	4521	2005	6840	698.493750924865	504.396485023628	678.715455970955	407.074880419996	279.549042727764	547.578530850279	25.25	DOWN_pEhEx_UP_CDC5
EHI_068660A	-1.31093182457897	8.33257803907553	-1.46239932447804	0.185288089212513	0.747488620243598	-4.58098847308251	1907	4189	537	5878	4304	5080	321.823528150209	584.162807786557	46.1471511593318	529.260373171585	600.089316658503	406.68113109933	25.25	UP_pEhEx_DOWN_CDC5
EHI_069250A	0.825265360089556	4.61913654434516	1.52711065806284	0.168808923937643	0.747488620243598	-4.58026290626504	142	223	529	260	193	127	23.9637865743732	31.0977097484847	45.4596703226937	23.410632362132	26.9092095992312	10.1670282774833	25.25	DOWN_pEhEx_UP_CDC5
EHI_069490A	0.564103887346322	10.0906404792609	1.49783981065895	0.176091256244109	0.747488620243598	-4.57871300655363	8839	9826	13283	11032	6950	9346	1491.66133472454	1370.25155151843	1141.47599413297	993.331139304003	969.010397485268	748.197214813847	25.25	DOWN_pEhEx_UP_CDC5
EHI_069610A	1.24123704012697	1.27635234213499	1.53867336566577	0.166008478401663	0.747488620243598	-4.58487154446664	13	21	77	16	31	8	2.19386778497783	2.92848387765999	6.61700305264162	1.44065429920813	4.32220465065372	0.640442726140678	25.25	DOWN_pEhEx_UP_CDC5
EHI_070680A	-0.923329412548081	6.48240841678781	-1.48625936195596	0.179050074053271	0.747488620243598	-4.58079027504286	495	600	456	1002	555	3323	83.5357348895405	83.6709679331426	39.1864076883712	90.2209754879089	77.3814058423488	266.023897370684	25.25	UP_pEhEx_DOWN_CDC5
EHI_070730A	-0.815911819894083	6.0762298443365	-1.46947227056069	0.183418845610726	0.747488620243598	-4.58136684586659	455	495	289	814	608	1433	76.7853724742241	69.0285485448426	24.835245223551	73.2932874722134	84.7709815354019	114.719303319949	25.25	UP_pEhEx_DOWN_CDC5
EHI_075210A	0.603987045336408	7.90264290135135	1.49592025417289	0.176578628919576	0.747488620243598	-4.58019120542293	2074	1972	3109	2730	1300	2044	350.006291234155	274.998581273595	267.172240138478	245.811639802387	181.253743414511	163.633116528943	25.25	DOWN_pEhEx_UP_CDC5
EHI_078720A	0.982009519732288	1.57871378005822	1.55258795943754	0.162694654255863	0.747488620243598	-4.5840967758382	31	29	39	45	15	13	5.23153087187021	4.04409678343522	3.35146907861069	4.05184021652286	2.09138934709051	1.0407194299786	25.25	DOWN_pEhEx_UP_CDC5
EHI_079890A	-1.37423642755818	3.11886713345862	-1.50201276910712	0.175035944391276	0.747488620243598	-4.58327477958095	27	12	219	92	89	338	4.55649463033857	1.67341935866285	18.8197879029677	8.28376222044673	12.4089101260703	27.0587051794436	25.25	UP_pEhEx_DOWN_CDC5
EHI_080850A	1.19040973743157	0.583020051463989	1.47262513425893	0.182591079322224	0.747488620243598	-4.58758015892662	19	12	22	26	8	4	3.20642214727529	1.67341935866285	1.89057230075475	2.34106323621321	1.1154076517816	0.320221363070339	25.25	DOWN_pEhEx_UP_CDC5
EHI_081660A	1.02001951036614	2.84293187542003	1.46219076747115	0.185343465523885	0.747488620243598	-4.5846944323399	59	41	211	50	19	130	9.95678456259169	5.71751614209808	18.1323070663296	4.50204468502539	2.64909317298131	10.407194299786	25.25	DOWN_pEhEx_UP_CDC5
EHI_082050A	1.6416724966587	0.0885947618340269	1.52928368202818	0.168279363640709	0.747488620243598	-4.58829890836889	7	10	32	19	9	1	1.18131342268037	1.39451613221904	2.74992334655236	1.71077698030965	1.2548336082543	0.0800553407675847	25.25	DOWN_pEhEx_UP_CDC5
EHI_083430A	1.65153087976626	3.81481758869354	1.49432757800963	0.176983932696587	0.747488620243598	-4.58252198933192	163	224	197	226	160	14	27.5077268424143	31.2371613617066	16.929215602213	20.3492419763148	22.3081530356321	1.12077477074619	25.25	DOWN_pEhEx_UP_CDC5
EHI_086540A	-0.760531106274706	2.3180062180029	-1.46198677524717	0.185397644157954	0.747488620243598	-4.58526246472262	15	24	71	81	46	73	2.53138590574365	3.3468387173257	6.10139242516305	7.29331238974114	6.41359399774422	5.84403987603368	25.25	UP_pEhEx_DOWN_CDC5
EHI_086790.mRNA	2.05505898636666	-0.404595522029115	1.49758825942326	0.176155055393591	0.747488620243598	-4.59016738121245	4	19	14	12	11	0	0.67503624153164	2.64958065121618	1.20309146411666	1.08049072440609	1.53368552119971	0	25.25	DOWN_pEhEx_UP_CDC5
EHI_088020A	-0.845024488764155	5.41451718954375	-1.46155703029666	0.185511827347925	0.747488620243598	-4.58180106970087	205	326	238	633	729	400	34.5956073784966	45.4612259103408	20.4525548899832	56.9958857124215	101.641522268599	32.0221363070339	25.25	UP_pEhEx_DOWN_CDC5
EHI_091250A	-1.07151837809275	5.87913910853406	-1.52238517335462	0.169965751409225	0.747488620243598	-4.57978559287767	400	510	163	688	658	1349	67.503624153164	71.1203227431712	14.0074220465011	61.9481348659494	91.7422793590369	107.994654695472	25.25	UP_pEhEx_DOWN_CDC5
EHI_095050A	-1.93542071186039	5.8123831916954	-1.46903721574265	0.18353333129208	0.747488620243598	-4.58160866597128	441	863	32	1037	862	1397	74.4227456288633	120.346742210503	2.74992334655236	93.3724067674267	120.185174479468	111.837311052316	25.25	UP_pEhEx_DOWN_CDC5
EHI_097910A	-2.50842028738243	-0.752293398411267	-1.53837366271347	0.166080527344198	0.747488620243598	-4.5905801979072	0	0	31	5	8	58	0	0	2.6639882419726	0.450204468502539	1.1154076517816	4.64320976451991	25.25	UP_pEhEx_DOWN_CDC5
EHI_103500A	1.15623904690245	0.555930330995396	1.4848951117694	0.179401581104579	0.747488620243598	-4.58739356747549	11	12	32	22	10	4	1.85634966421201	1.67341935866285	2.74992334655236	1.98089966141117	1.394259564727	0.320221363070339	25.25	DOWN_pEhEx_UP_CDC5
EHI_104360A	-1.08306593717655	6.73109416690121	-1.48451747765796	0.179498990696302	0.747488620243598	-4.58080390821218	275	294	2362	1006	1231	2976	46.4087416053003	40.9987742872399	202.978717017396	90.5811390627109	171.633352417894	238.244694124332	25.25	UP_pEhEx_DOWN_CDC5
EHI_105280A	-1.09254393484469	2.84886211883699	-1.48648844133926	0.178991111380777	0.747488620243598	-4.58402602201462	17	20	155	136	109	82	2.86890402650947	2.78903226443809	13.319941209863	12.2455615432691	15.1974292555244	6.56453794294194	25.25	UP_pEhEx_DOWN_CDC5
EHI_106100A	0.942634688951378	2.73119093284575	1.50583479178986	0.174074409556859	0.747488620243598	-4.58379581626059	42	62	140	86	47	27	7.08788053608222	8.64600001975807	12.0309146411666	7.74351685824368	6.55301995421692	2.16149420072479	25.25	DOWN_pEhEx_UP_CDC5
EHI_107040A	0.697047801375092	5.55375976935178	1.50257037440241	0.174895364402513	0.747488620243598	-4.5803998989927	362	349	832	521	328	292	61.0907798586134	48.6686130144446	71.4980070103614	46.9113056179646	45.7317137230458	23.3761595041347	25.25	DOWN_pEhEx_UP_CDC5
EHI_107170A	2.28142109261463	3.62327886483553	1.48868960556148	0.178425446936607	0.747488620243598	-4.58305200083841	287	624	56	355	45	10	48.4338503298952	87.0178066504683	4.81236585646663	31.9645172636803	6.27416804127152	0.800553407675847	25.25	DOWN_pEhEx_UP_CDC5
EHI_107270A	-0.605403613947765	4.81460760376285	-1.46388603480717	0.184893766163576	0.747488620243598	-4.5820711636187	145	141	285	483	203	422	24.470063755522	19.6626774642885	24.491504805232	43.4897516573453	28.3034691639582	33.7833538039207	25.25	UP_pEhEx_DOWN_CDC5
EHI_110000A	-0.974256393405231	4.4899903043836	-1.54384521818715	0.164769644499054	0.747488620243598	-4.58019045289062	90	105	213	238	136	954	15.1883154344619	14.6424193883	18.3041772754892	21.4297327007209	18.9619300802873	76.3727950922758	25.25	UP_pEhEx_DOWN_CDC5
EHI_110120A	-0.6237912814071	8.04427550293814	-1.46733268007447	0.18398250285736	0.747488620243598	-4.58100785012729	1475	1721	1875	2761	2739	4619	248.919614064792	239.996226354897	161.128321087053	248.602907507102	381.887694778727	369.775619005474	25.25	UP_pEhEx_DOWN_CDC5
