logFC	AveExpr	t	P.Value	adj.P.Val	B	EhMyb10_1	EhMyb10_2	EhMyb10_3	pEhEx_1	pEhEx_2	pEhEx_3	EhMyb10_1	EhMyb10_2	EhMyb10_3	pEhEx_1	pEhEx_2	pEhEx_3	DE	Regulation
EHI_039010A	-0.337359874565428	10.7798402092606	-0.437783536719893	0.674934761236306	0.999791217706948	-4.60474086480421	23677	27410	1348	32246	17749	20533	2621.59635884453	2930.53344029049	483.719851259013	2476.84168549963	2142.81309990155	1496.70159942356	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_039020A	-1.50544915228352	5.56300681049187	-0.952333956564171	0.373123987454186	0.999791217706948	-4.59606768046848	286	32	613	248	1359	2014	31.666873279112	3.42127216670178	219.970525832177	19.0490832352512	164.070257635146	146.805484889643	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_039040A	-0.225952400508459	2.2939541853722	-0.416703253436202	0.689567036545064	0.999791217706948	-4.60219477787121	39	36	15	88	48	50	4.31820999260618	3.8489311875395	5.38263929442522	6.75935211573429	5.79497598711332	3.64462474899809	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_039060A	0.0162396451522456	3.57546993009128	0.0158987100081368	0.987765644826103	0.999791217706948	-4.60517160650667	52	50	176	98	76	283	5.75761332347491	5.34573776047153	63.1563010545892	7.52746031070409	9.17537864626276	20.6285760793292	0.02	DOWN_pEhEx_UP_EhMyb10
EHI_039070A	-0.367580237675781	3.96503717391795	-0.317087710571252	0.760566406127907	0.999791217706948	-4.60423646457222	53	54	244	116	110	550	5.86833665661866	5.77339678130926	87.5575991893169	8.91005506164974	13.2801533038014	40.090872238979	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_039180A	0.00225775599583603	4.61564227226402	0.00398672056072366	0.996932005158354	0.999791217706948	-4.60565999031822	273	327	37	313	263	272	30.2274699482433	34.9611249534838	13.2771769262489	24.0417865025549	31.7516392627251	19.8267586345496	0.02	DOWN_pEhEx_UP_EhMyb10
EHI_039200A	-0.167682358008056	2.12399295838887	-0.309497861896573	0.766090211055747	0.999791217706948	-4.60277722165788	27	42	14	76	31	58	2.9895299948812	4.49041971879609	5.02379667479687	5.83762228177052	3.74258865834402	4.22776470883778	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_039210A	-0.513152082848593	3.07631966816856	-0.860290853604717	0.418547138106127	0.999791217706948	-4.5974221329468	101	73	10	173	83	110	11.1830566475186	7.80477713028844	3.58842619628348	13.2882717729776	10.0204793110501	8.0181744477958	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_039330A	0.644110942913694	5.83192283074778	0.373644797804333	0.719897012813618	0.999791217706948	-4.60404634128078	1875	1923	24	1501	1271	70	207.606249644528	205.597074267735	8.61222287108035	115.293040064968	153.446134992105	5.10247464859733	0.02	DOWN_pEhEx_UP_EhMyb10
EHI_039350A	-0.167560504566189	4.22951720796222	-0.311059230376864	0.764952655897742	0.999791217706948	-4.60439907003994	211	214	27	251	177	272	23.3626232933309	22.8797576148182	9.6887507299654	19.2795156937421	21.3689739524804	19.8267586345496	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_039480A	-0.574568593445097	2.74610076768459	-1.07282404888035	0.319471944374151	0.999791217706948	-4.59401129169081	53	62	11	119	48	142	5.86833665661866	6.6287148229847	3.94726881591183	9.14048752014068	5.79497598711332	10.3507342871546	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_039590A	0.123486083154039	3.65614173507942	0.140239367552323	0.892481346116406	0.999791217706948	-4.60501314052032	72	74	109	83	72	390	7.97207998634987	7.91169188549787	39.1138455394899	6.37529801824939	8.69246398066998	28.4280730421851	0.02	DOWN_pEhEx_UP_EhMyb10
EHI_039610A	0.264976014331825	6.95544988958003	0.414143100829035	0.691354027599718	0.999791217706948	-4.60370480064781	1423	1915	216	1463	1598	921	157.559303063554	204.74175622606	77.5100058397232	112.374228924083	192.924408904314	67.1339878765448	0.02	DOWN_pEhEx_UP_EhMyb10
EHI_039820A	0.802349319033664	1.58268900791272	0.558887253427777	0.593924280124344	0.999791217706948	-4.60048495057821	11	30	53	16	4	180	1.21795666458123	3.20744265628292	19.0186588403024	1.22897311195169	0.482914665592777	13.1206490963931	0.02	DOWN_pEhEx_UP_EhMyb10
EHI_039830A	0.59071771186571	3.05708002792486	0.780115637488945	0.461269592526716	0.999791217706948	-4.5986322187718	95	185	13	185	35	73	10.5187166486561	19.7792297137447	4.66495405516852	14.2100016069414	4.2255033239368	5.32115213353721	0.02	DOWN_pEhEx_UP_EhMyb10
EHI_039850A	0.413687823206257	1.71953771208849	0.626309820132332	0.551283046188956	0.999791217706948	-4.59987199991157	35	24	15	54	29	20	3.87531666003119	2.56595412502634	5.38263929442522	4.14778425283695	3.50113132554763	1.45784989959924	0.02	DOWN_pEhEx_UP_EhMyb10
EHI_039860A	0.0539013269980008	4.82822421107435	0.0732572224115343	0.943682149807063	0.999791217706948	-4.60562903671464	409	451	29	526	248	256	45.285843255793	48.2185545994532	10.4064359692221	40.4024910554118	29.9407092667522	18.6604787148702	0.02	DOWN_pEhEx_UP_EhMyb10
EHI_040260A	0.521557465282316	0.968894507008278	0.499444718578072	0.633012333878621	0.999791217706948	-4.60042653212558	32	22	3	52	26	5	3.54314666059994	2.35212461460747	1.07652785888504	3.99416261384299	3.13894532635305	0.364462474899809	0.02	DOWN_pEhEx_UP_EhMyb10
EHI_040270A	-0.619632196001561	0.190693637426458	-0.627726777872294	0.550407005050346	0.999791217706948	-4.59839482086734	12	19	0	21	23	12	1.32867999772498	2.03138034897918	0	1.61302720943659	2.77675932715847	0.874709939759541	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_040280A	-1.3621640308827	3.39949292202928	-1.52099978692648	0.172730943568933	0.999791217706948	-4.58574165559001	33	53	40	120	79	691	3.65386999374369	5.66648202609982	14.3537047851339	9.21729833963767	9.53756464545734	50.3687140311536	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_040290A	-0.232409086987234	1.24234975799411	-0.179552981096261	0.862668267551143	0.999791217706948	-4.60244883423482	7	18	24	16	6	167	0.775063332006238	1.92446559376975	8.61222287108035	1.22897311195169	0.724371998389165	12.1730466616536	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_040300A	0.126444515566766	3.51661847680244	0.134017819208638	0.897217965026817	0.999791217706948	-4.60491971016265	184	227	8	257	117	72	20.3730932984497	24.2696494325408	2.87074095702678	19.740380610724	14.1252539685887	5.24825963855725	0.02	DOWN_pEhEx_UP_EhMyb10
EHI_040310A	-0.208994870363164	7.26779591709121	-0.157291042839579	0.879524264437669	0.999791217706948	-4.6055824532351	380	468	3864	1757	1241	3103	42.0748665946243	50.0361054380135	1386.56788224394	134.956609856195	149.824275000159	226.185411922821	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_040320A	-0.191591939102692	4.07087163511642	-0.300171705832043	0.772897741440449	0.999791217706948	-4.60440286657006	281	126	24	265	197	171	31.1132566133933	13.4712591563883	8.61222287108035	20.3548671666998	23.7835472804442	12.4646166415735	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_040340A	0.0856994155278183	4.82596261596462	0.0556883213520733	0.957170073723458	0.999791217706948	-4.60565428451857	784	717	9	615	739	74	86.8070931846986	76.6578794851618	3.22958357665513	47.238653990643	89.2184844682655	5.39404462851717	0.02	DOWN_pEhEx_UP_EhMyb10
EHI_040360A	0.312293740315436	3.09063709494311	0.396622165902169	0.703639998319532	0.999791217706948	-4.60307765606047	137	155	8	143	74	68	15.1690966406935	16.5717870574618	2.87074095702678	10.9839471880682	8.93392131346637	4.9566896586374	0.02	DOWN_pEhEx_UP_EhMyb10
EHI_040370A	0.909835194116385	2.45060737792891	0.967618055719892	0.365955785601834	0.999791217706948	-4.5956922948658	32	94	34	28	16	186	3.54314666059994	10.0499869896865	12.2006490673638	2.15070294591546	1.93165866237111	13.5580040662729	0.02	DOWN_pEhEx_UP_EhMyb10
EHI_040400A	-0.670734292812717	4.89041262304897	-1.02234616511687	0.341155947690593	0.999791217706948	-4.5948070934544	320	101	96	446	444	380	35.4314666059994	10.7983902761525	34.4488914843214	34.2576254956533	53.6035278807982	27.6991480923855	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_040420A	-0.410503696213064	6.48979362908694	-0.357100528698554	0.731700378854145	0.999791217706948	-4.6041733985348	1557	1898	38	1932	1333	625	172.396229704816	202.924205387499	13.6360195458772	148.398503268166	160.931312308793	45.5578093624761	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_040440A	-0.250167229055533	3.79561627777813	-0.410759822783794	0.693718809224646	0.999791217706948	-4.60338416538395	170	138	19	235	172	133	18.8229666344372	14.7542362189014	6.81800977293861	18.0505425817904	20.7653306204894	9.69470183233492	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_040450A	-0.467143992671245	2.2766687254502	-0.663037993577568	0.5288503274279	0.999791217706948	-4.59973869756506	40	52	7	57	28	172	4.42893332574993	5.55956727089039	2.51189833739844	4.37821671132789	3.38040265914944	12.5375091365534	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_040460A	-0.643145634242	6.87692220376239	-1.15387705688533	0.286990590146462	0.999791217706948	-4.59227671824243	1371	729	195	2171	1572	1374	151.801689740079	77.9408565476749	69.9743108275279	166.756289127945	189.785463577961	100.154288102468	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_040580A	-0.20303935780595	0.775065598653955	-0.25407766723562	0.806848970440566	0.999791217706948	-4.60148435100207	22	21	1	47	14	17	2.43591332916246	2.24520985939804	0.358842619628348	3.61010851635809	1.69020132957472	1.23917241465935	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_040590A	-0.0270570105571973	4.88636832509352	-0.0474301738755093	0.963515495396882	0.999791217706948	-4.605664096901	447	277	46	479	235	357	49.4933299152555	29.6153871930123	16.506760502904	36.7923825390537	28.3712366035756	26.0226207078464	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_040600A	-0.0775308039889473	1.34951103215534	-0.113171850158442	0.913120240615375	0.999791217706948	-4.60268038088456	48	18	3	37	20	39	5.31471999089992	1.92446559376975	1.07652785888504	2.84200032138828	2.41457332796388	2.84280730421851	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_040650A	-0.0855463093120467	1.14759045866863	-0.112902134992384	0.913326289989281	0.999791217706948	-4.60243486124287	20	28	3	50	27	14	2.21446666287496	2.99361314586406	1.07652785888504	3.84054097484903	3.25967399275124	1.02049492971947	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_040660A	-0.164891836973303	10.3865224720915	-0.362036880533645	0.728170212601072	0.999791217706948	-4.60541179582409	12815	9462	3936	15055	11320	24627	1418.91951423713	1011.62741379163	1412.40455085718	1156.38688752704	1366.64850362756	1795.12347387152	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_040670A	-0.221518700294361	-0.36353097122599	-0.203552490542201	0.844582718322906	0.999791217706948	-4.59993835114065	2	5	10	11	2	18	0.221446666287496	0.534573776047153	3.58842619628348	0.844919014466786	0.241457332796388	1.31206490963931	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_040680A	0.071535613322792	-0.146731707307257	0.090063685289437	0.930798071992232	0.999791217706948	-4.60049727315657	9	8	2	10	3	25	0.996509998293734	0.855318041675445	0.717685239256696	0.768108194969805	0.362185999194582	1.82231237449904	0.02	DOWN_pEhEx_UP_EhMyb10
EHI_040700A	-0.209277322267836	1.66093795998571	-0.400763073104603	0.700727543886553	0.999791217706948	-4.60172916024213	25	25	9	47	23	50	2.76808332859371	2.67286888023577	3.22958357665513	3.61010851635809	2.77675932715847	3.64462474899809	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_040800A	-0.109581388613728	11.979379087611	-0.18302385094214	0.86004691464065	0.999791217706948	-4.60734428418479	49675	56674	4804	48897	35130	64963	5500.18157391569	6059.28683673927	1723.87994469458	3755.81864094386	4241.19805056856	4735.31515138326	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_040810A	-0.332336526954867	1.09076599027419	-0.513075266390432	0.623930419069033	0.999791217706948	-4.60036383524894	12	12	12	30	18	29	1.32867999772498	1.28297706251317	4.30611143554018	2.30432458490942	2.17311599516749	2.11388235441889	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_040820A	0.882272419046952	2.66785762037195	0.34627486252025	0.739466618991222	0.999791217706948	-4.60311083451886	9	19	1219	33	4	673	0.996509998293734	2.03138034897918	437.429153326956	2.53475704340036	0.482914665592777	49.0566491215143	0.02	DOWN_pEhEx_UP_EhMyb10
EHI_040830A	-0.0184345557086082	10.6153749620776	-0.0378658151320674	0.970868111770593	0.999791217706948	-4.6072306006332	22330	11421	3475	20289	14036	20559	2472.4520290999	1221.07341924691	1246.97810320851	1558.41471677424	1694.54756156505	1498.59680429303	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_040840A	0.558701483172871	2.13748129151428	1.00641979382405	0.348233586311399	0.999791217706948	-4.59508844442418	43	48	17	50	19	69	4.76110332518117	5.13190825005267	6.10032453368192	3.84054097484903	2.29384466156569	5.02958215361736	0.02	DOWN_pEhEx_UP_EhMyb10
EHI_040850A	0.161325852418882	-0.414245561248867	0.150730871463135	0.884504692344005	0.999791217706948	-4.59995493688699	14	11	0	19	8	4	1.55012666401248	1.17606230730374	0	1.45940557044263	0.965829331185553	0.291569979919847	0.02	DOWN_pEhEx_UP_EhMyb10
EHI_041070A	-0.479959432480889	0.256345866074586	-0.344972750381581	0.740402972204186	0.999791217706948	-4.60016327176486	24	12	0	51	28	4	2.65735999544996	1.28297706251317	0	3.91735179434601	3.38040265914944	0.291569979919847	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_041465A	0.574974045360506	3.2059684548764	0.298618083350967	0.774033904170671	0.999791217706948	-4.60389542636563	221	472	2	426	183	10	24.4698566247684	50.4637644588513	0.717685239256696	32.7214091057137	22.0933459508695	0.728924949799618	0.02	DOWN_pEhEx_UP_EhMyb10
EHI_041580A	1.56756931051859	1.41056170969154	1.491964408415	0.179998345773068	0.999791217706948	-4.58787454386053	32	92	6	30	37	5	3.54314666059994	9.83615747926762	2.15305571777009	2.30432458490942	4.46696065673318	0.364462474899809	0.02	DOWN_pEhEx_UP_EhMyb10
EHI_041880A	-0.651732927716349	0.0864708910479088	-0.370122819178753	0.722402999521354	0.999791217706948	-4.59999603939474	34	0	12	25	16	5	3.76459332688744	0	4.30611143554018	1.92027048742451	1.93165866237111	0.364462474899809	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_041900A	-0.426264463624991	1.29647939946273	-0.782646150444746	0.459876489709267	0.999791217706948	-4.5978388965419	20	19	5	29	26	44	2.21446666287496	2.03138034897918	1.79421309814174	2.22751376541244	3.13894532635305	3.20726977911832	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_041910A	-0.786823842581925	0.221854732817927	-0.772417224119961	0.465525540397808	0.999791217706948	-4.59725205673872	12	18	0	12	12	48	1.32867999772498	1.92446559376975	0	0.921729833963767	1.44874399677833	3.49883975903817	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_041950A	-0.412011209078942	1.98379527302029	-0.711503898574195	0.500138579561887	0.999791217706948	-4.59900023916255	33	47	5	66	32	70	3.65386999374369	5.02499349484324	1.79421309814174	5.06951408680072	3.86331732474221	5.10247464859733	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_041960A	-0.781468106796921	2.66196539448618	-1.41036400237021	0.201933718940484	0.999791217706948	-4.58825432665111	51	27	19	115	63	110	5.64688999033116	2.88669839065463	6.81800977293861	8.83324424215276	7.60590598308623	8.0181744477958	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_041980A	0.27960313859609	1.30489277380812	0.375491976489841	0.718584170116253	0.999791217706948	-4.60160314525973	33	34	3	50	23	16	3.65386999374369	3.63510167712064	1.07652785888504	3.84054097484903	2.77675932715847	1.16627991967939	0.02	DOWN_pEhEx_UP_EhMyb10
EHI_042090A	0.101296559891089	2.28066039495096	0.0947336107824836	0.927221820339109	0.999791217706948	-4.60378734981483	85	114	2	98	58	32	9.4114833172186	12.1882820938751	0.717685239256696	7.52746031070409	7.00226265109526	2.33255983935878	0.02	DOWN_pEhEx_UP_EhMyb10
EHI_042140A	-0.557134703975023	2.18709445473185	-0.721562751769033	0.494308759928489	0.999791217706948	-4.59899542473915	30	17	26	41	42	124	3.32169999431245	1.81755083856032	9.32990811033705	3.1492435993762	5.07060398872415	9.03866937751526	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_042170A	-0.555295428659451	8.14910332328284	-0.811480063086194	0.444207870084505	0.999791217706948	-4.59868500774675	3389	3431	252	3818	3898	4168	375.241376024163	366.824525123557	90.4283401463437	293.263708839472	470.600341620161	303.815919076481	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_042190A	0.335499860490281	1.43596070738522	0.210351202927315	0.839477089780769	0.999791217706948	-4.6026531159765	12	10	73	10	6	207	1.32867999772498	1.06914755209431	26.1955112328694	0.768108194969805	0.724371998389165	15.0887464608521	0.02	DOWN_pEhEx_UP_EhMyb10
EHI_042210A	0.730447404045399	0.648981425430068	0.80625732508414	0.447017939235116	0.999791217706948	-4.5973453175453	20	23	3	38	14	5	2.21446666287496	2.4590393698169	1.07652785888504	2.91881114088526	1.69020132957472	0.364462474899809	0.02	DOWN_pEhEx_UP_EhMyb10
EHI_042250A	0.0134806954593296	3.61967884119971	0.0168406194072379	0.987040904163001	0.999791217706948	-4.6052018088967	63	104	72	157	43	364	6.97556998805614	11.1191345417808	25.8366686132411	12.0592986610259	5.19133265512235	26.5328681727061	0.02	DOWN_pEhEx_UP_EhMyb10
EHI_042260A	0.0713095614542032	3.43492618574998	0.123696834523299	0.90508544010992	0.999791217706948	-4.60488960216004	66	108	46	175	55	170	7.30773998748738	11.5467935626185	16.506760502904	13.4418934119716	6.64007665190068	12.3917241465935	0.02	DOWN_pEhEx_UP_EhMyb10
EHI_042370A	-0.152716780555327	5.61412947408371	-0.114074303760762	0.912430861965427	0.999791217706948	-4.60550339899166	962	824	29	1629	1037	121	106.515846484286	88.0977582925709	10.4064359692221	125.124824960581	125.195627054927	8.81999189257538	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_042690A	-0.683792188524962	1.8228234744584	-0.502341760987239	0.631076279426844	0.999791217706948	-4.6008956912033	103	54	0	85	75	37	11.4045033138061	5.77339678130926	0	6.52891965724335	9.05464997986456	2.69702231425859	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_042720A	-0.35789446519317	12.5666728578755	-0.520243175889484	0.619182426552219	0.999791217706948	-4.60428835527191	84462	79591	5219	91671	59270	91063	9351.91416398726	8509.4522818738	1872.79963184035	7041.3246341077	7155.58805742097	6637.80927036026	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_042860A	1.36018497124858	-0.438562912380239	0.72744678190708	0.490919337439065	0.999791217706948	-4.59727741953429	19	19	0	21	27	0	2.10374332973122	2.03138034897918	0	1.61302720943659	3.25967399275124	0	0.02	DOWN_pEhEx_UP_EhMyb10
EHI_042870A	0.496830386011408	4.80364631001516	1.05689207191073	0.326193729236458	0.999791217706948	-4.59415705479912	268	313	102	381	196	255	29.6738532825245	33.4643183805518	36.6019472020915	29.2649222283496	23.6628186140461	18.5875862198903	0.02	DOWN_pEhEx_UP_EhMyb10
EHI_042880A	0.19574204802093	-0.0924834694185199	0.247902561177577	0.811433457304706	0.999791217706948	-4.6002470606439	10	12	1	19	9	6	1.10723333143748	1.28297706251317	0.358842619628348	1.45940557044263	1.08655799758375	0.437354969879771	0.02	DOWN_pEhEx_UP_EhMyb10
EHI_042890A	0.0687753131499838	1.35679677933679	0.120436644237758	0.907573047558599	0.999791217706948	-4.60274092099928	19	26	8	46	17	27	2.10374332973122	2.7797836354452	2.87074095702678	3.5332976968611	2.0523873287693	1.96809736445897	0.02	DOWN_pEhEx_UP_EhMyb10
EHI_042900A	0.173133920066629	5.63302131832161	0.258012612413534	0.80393185248958	0.999791217706948	-4.60489294276605	350	312	314	422	343	1040	38.7531666003119	33.3574036253424	112.676582563301	32.4141658277258	41.4099325745806	75.8081947791603	0.02	DOWN_pEhEx_UP_EhMyb10
EHI_042910A	-0.45191013087308	0.557657760939106	-0.30467366845948	0.7696088511123	0.999791217706948	-4.60112817176063	2	7	51	10	5	63	0.221446666287496	0.748403286466015	18.3009736010457	0.768108194969805	0.603643331990971	4.59222718373759	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_042920A	0.168298806237505	11.5771987855587	0.36061838382587	0.729183909913711	0.999791217706948	-4.60582875119868	25243	31375	10146	28446	21748	57002	2794.98909854764	3354.45044469589	3640.81721874922	2184.96057141111	2625.60703682793	4155.01799884778	0.02	DOWN_pEhEx_UP_EhMyb10
EHI_042930A	0.0371039153876703	10.613987001143	0.0770530573059334	0.940770472357713	0.999791217706948	-4.6071684029309	16885	19523	2828	19649	12228	23031	1869.56348013219	2087.29676595371	1014.80692830897	1509.25579229617	1476.27013271712	1678.7870518835	0.02	DOWN_pEhEx_UP_EhMyb10
EHI_042970A	-0.361693721842768	1.46701503015212	-0.465428271182673	0.655973606817131	0.999791217706948	-4.60107228535216	13	18	16	29	15	82	1.43940333086873	1.92446559376975	5.74148191405357	2.22751376541244	1.81092999597291	5.97718458835687	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_042980A	0.629064277874246	1.99838940534956	0.394944162488342	0.704821729255992	0.999791217706948	-4.60218701049479	15	10	237	24	17	85	1.66084999715622	1.06914755209431	85.0457008519185	1.84345966792753	2.0523873287693	6.19586207329675	0.02	DOWN_pEhEx_UP_EhMyb10
EHI_043010A	-0.750852433506758	5.53098730615895	-0.543335958869084	0.604019091568101	0.999791217706948	-4.60224440055655	1141	832	10	1222	800	348	126.335323117017	88.9530763342463	3.58842619628348	93.8628214253102	96.5829331185553	25.3665882530267	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_043140A	0.0280368144326738	1.99714932801138	0.0439539801083727	0.966187423812604	0.999791217706948	-4.60354940489733	58	37	6	70	39	35	6.4219533223374	3.95584594274893	2.15305571777009	5.37675736478864	4.70841798952957	2.55123732429866	0.02	DOWN_pEhEx_UP_EhMyb10
EHI_043240A	0.137575261954072	5.44915850663321	0.187362863632619	0.856772574207707	0.999791217706948	-4.60527482278161	764	520	56	804	445	300	84.5926265218236	55.5956727089039	20.0951866991875	61.7558988755724	53.7242565471964	21.8677484939885	0.02	DOWN_pEhEx_UP_EhMyb10
EHI_044180A	0.188710133248377	0.0227280946087186	0.118246838772625	0.909244552952135	0.999791217706948	-4.60082443671712	3	5	26	1	11	43	0.332169999431245	0.534573776047153	9.32990811033705	0.0768108194969805	1.32801533038014	3.13437728413836	0.02	DOWN_pEhEx_UP_EhMyb10
EHI_044190A	0.106893171477757	0.154217811215584	0.14459898067272	0.889165063006235	0.999791217706948	-4.60093510856445	12	10	2	21	12	7	1.32867999772498	1.06914755209431	0.717685239256696	1.61302720943659	1.44874399677833	0.510247464859733	0.02	DOWN_pEhEx_UP_EhMyb10
EHI_044200A	0.84156145828068	1.24558080596522	0.744043889166974	0.4814418427185	0.999791217706948	-4.59833312565474	32	54	3	68	26	5	3.54314666059994	5.77339678130926	1.07652785888504	5.22313572579468	3.13894532635305	0.364462474899809	0.02	DOWN_pEhEx_UP_EhMyb10
EHI_044210A	-0.600098088237712	2.99716911179385	-1.17207081290822	0.28008675986657	0.999791217706948	-4.59227109296855	66	65	14	106	73	182	7.30773998748738	6.94945908861299	5.02379667479687	8.14194686667994	8.81319264706817	13.266434086353	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_044220A	1.00865666964243	1.05178965074784	0.814851840710593	0.442400298359256	0.999791217706948	-4.59743484519204	12	27	22	9	3	107	1.32867999772498	2.88669839065463	7.89453763182366	0.691297375472825	0.362185999194582	7.79949696285591	0.02	DOWN_pEhEx_UP_EhMyb10
EHI_044230A	-0.502130319527033	0.16829294264832	-0.416451464286106	0.689742691622006	0.999791217706948	-4.59971460040494	24	10	0	30	27	6	2.65735999544996	1.06914755209431	0	2.30432458490942	3.25967399275124	0.437354969879771	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_044360A	-0.325505575285012	0.320629781119909	-0.194537089852478	0.851365383654409	0.999791217706948	-4.60118186749856	2	9	27	6	2	124	0.221446666287496	0.962232796884876	9.6887507299654	0.460864916981883	0.241457332796388	9.03866937751526	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_044370A	0.306653073697413	5.96434932447801	0.65862398920019	0.531515879818694	0.999791217706948	-4.60077855920688	583	739	182	759	378	911	64.5517032228052	79.0100040997692	65.3093567723593	58.2994119982082	45.6354358985174	66.4050629267452	0.02	DOWN_pEhEx_UP_EhMyb10
EHI_044470A	-0.317411295770217	2.2724169228351	-0.561829203236801	0.592025285555349	0.999791217706948	-4.60084861090703	53	44	7	72	57	59	5.86833665661866	4.70424922921495	2.51189833739844	5.5303790037826	6.88153398469707	4.30065720381775	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_044480A	-0.521212856830465	3.5640104065279	-0.504819181512242	0.629423119035231	0.999791217706948	-4.60230452470156	181	196	5	297	178	91	20.0409232990184	20.9552920210484	1.79421309814174	22.8128133906032	21.4897026188786	6.63321704317652	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_044490A	0.0496430710202839	2.39856974096745	0.0905470968426094	0.930427791724821	0.999791217706948	-4.60393504389024	58	49	12	65	30	103	6.4219533223374	5.2388230052621	4.30611143554018	4.99270326730374	3.62185999194582	7.50792698293606	0.02	DOWN_pEhEx_UP_EhMyb10
EHI_044500A	0.052358461035976	1.07395180123893	0.0874600711886558	0.932792685109372	0.999791217706948	-4.60246327465358	14	20	8	22	13	39	1.55012666401248	2.13829510418861	2.87074095702678	1.68983802893357	1.56947266317652	2.84280730421851	0.02	DOWN_pEhEx_UP_EhMyb10
EHI_044510A	0.289786450332415	2.56140389172654	0.308047744556991	0.76714726903528	0.999791217706948	-4.60323589533689	102	122	4	101	68	37	11.2937799806623	13.0436001355505	1.43537047851339	7.75789276919503	8.2095493150772	2.69702231425859	0.02	DOWN_pEhEx_UP_EhMyb10
EHI_044520A	-0.103104233426766	0.621979089248797	-0.166867214503594	0.872264699629305	0.999791217706948	-4.60165749208118	9	18	4	27	11	18	0.996509998293734	1.92446559376975	1.43537047851339	2.07389212641847	1.32801533038014	1.31206490963931	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_044530A	0.764063849990292	4.82636109626204	1.12378892113666	0.298716808078922	0.999791217706948	-4.59287438356408	250	196	247	306	127	381	27.6808332859371	20.9552920210484	88.6341270482019	23.504110766076	15.3325406325707	27.7720405873654	0.02	DOWN_pEhEx_UP_EhMyb10
EHI_044540A	0.105135904790882	0.796566579372616	0.080947442058721	0.937784212969174	0.999791217706948	-4.601955746391	37	39	0	51	29	8	4.09676332631868	4.1696754531678	0	3.91735179434601	3.50113132554763	0.583139959839694	0.02	DOWN_pEhEx_UP_EhMyb10
EHI_044550A	-0.145704443080073	12.4810389303928	-0.175017367974994	0.866096563266948	0.999791217706948	-4.60762346474981	82789	112452	3893	80340	53808	77595	9166.67402763777	12022.7780528109	1396.97431821316	6170.98123838742	6496.16808155403	5656.09314797014	0.02	UP_pEhEx_DOWN_EhMyb10
EHI_044560A	-0.15590875592058	1.77287188282517	-0.282508332683474	0.785849582087241	0.999791217706948	-4.60256157193428	41	22	8	53	27	47	4.53965665889368	2.35212461460747	2.87074095702678	4.07097343333997	3.25967399275124	3.4259472640582	0.02	UP_pEhEx_DOWN_EhMyb10
