pEhEx_mean	EhMyb10_mean	theta	prob	log2FC	EhMyb10_1	EhMyb10_2	EhMyb10_3	pEhEx_1	pEhEx_2	pEhEx_3	EhMyb10_1	EhMyb10_2	EhMyb10_3	pEhEx_1	pEhEx_2	pEhEx_3	DE	Regulation
EHI_105350A	301.898802076833	1872.23655756214	-0.688150323446185	0.891226796556387	-2.63262579390561	36	98	1763	64	15	1344	34.3813049522909	90.3741917509098	5456.78742110318	42.4016812801934	15.6200481042346	845.011829870903	89.12	DOWN_pEhEx_UP_EhMyb10
EHI_069590A	2131.97883874952	9353.60274511377	-0.742133123627704	0.889374307094755	-2.13332903916242	980	834	8458	1382	821	7378	935.935523701252	769.102815512844	26178.960866529	915.611305144176	854.937299571776	4638.76285772881	88.94	DOWN_pEhEx_UP_EhMyb10
EHI_024690A	566.530358111935	3081.28828703218	-0.686727069569106	0.889192830706413	-2.44330849650858	26	98	2931	97	44	2521	24.8309424655434	90.3741917509098	9071.94777722826	64.2650481902931	45.8188077724216	1585.02591004802	88.92	DOWN_pEhEx_UP_EhMyb10
EHI_170340A	65734.370325175	39901.7821555249	0.984101104251648	0.88891542632969	0.720194721502485	64430	17448	13414	75864	68305	124151	61532.985502114	16090.2948741824	41518.6310077584	50261.8929475092	71128.4923839831	78057.3390552845	88.89	UP_pEhEx_DOWN_EhMyb10
EHI_200800A	2508.78318235782	4272.49706848169	-0.686187148824653	0.888425790814468	-0.768091708531463	3097	4315	1852	2816	2072	5674	2957.74726214569	3979.23099393036	5732.25768796545	1865.67397632851	2157.64931146495	3567.4085734282	88.84	DOWN_pEhEx_UP_EhMyb10
EHI_179000A	5395.46949859287	2618.03277926327	1.05042628049915	0.888034858410304	1.04326534368289	4292	2384	482	7046	6375	8108	4099.01557931201	2198.4905421854	1491.87268120915	4668.16009844129	6638.52044429972	5097.73505698905	88.8	UP_pEhEx_DOWN_EhMyb10
EHI_148820A	16369.693852219	11648.7493020511	0.98645114231845	0.88722384682076	0.490852276097602	15532	11403	2992	21956	18078	26008	14833.6230144162	10515.6827401594	9260.75324103274	14546.4267841863	18825.2819752236	16351.9848744661	88.72	UP_pEhEx_DOWN_EhMyb10
EHI_012240A	858.494355979079	2780.25995686348	-0.624396384082309	0.884312728576922	-1.6953392279438	459	686	2329	881	519	2331	438.361638141709	632.619342256368	7208.65451148571	583.685643872662	540.453664406519	1465.56739243235	88.43	DOWN_pEhEx_UP_EhMyb10
EHI_126870A	41933.4055746686	19833.8518807028	0.994987809737933	0.884205118410403	1.08013511498533	35780	1777	7625	68859	57090	36236	34171.1969775825	1638.72386470782	23600.6829755597	45620.896426138	59449.9030847171	22782.6254964301	88.42	UP_pEhEx_DOWN_EhMyb10
EHI_054480A	557.275660971926	2496.60503381035	-0.623624875250181	0.884189636129385	-2.16350455290735	88	133	2338	153	43	2420	84.0431898833777	122.650688804806	7236.51105532572	101.366519310462	44.7774712321393	1521.52427699969	88.42	DOWN_pEhEx_UP_EhMyb10
EHI_181610A	70.522006548164	287.475450558305	-0.629175205341694	0.88411338776051	-2.02729333092709	262	481	50	139	82	59	250.219497152784	443.571288083547	154.758576888916	92.09115153042	85.3895963031494	37.0950133648685	88.41	DOWN_pEhEx_UP_EhMyb10
EHI_099190A	1274.11797067152	3950.46818509298	-0.629236960875362	0.884100602100824	-1.63252477971624	739	833	3326	1149	832	3527	705.771787770638	768.180629882733	10294.5405346507	761.242684233472	866.392001514881	2217.52732437104	88.41	DOWN_pEhEx_UP_EhMyb10
EHI_000240A	1521.88548743998	4565.59171965209	-0.621438107429805	0.883604804950405	-1.58494204263613	949	543	3943	1584	1644	2955	906.329399992335	500.746797150449	12204.2613734599	1049.44161168479	1711.95727222412	1857.89431344384	88.36	DOWN_pEhEx_UP_EhMyb10
EHI_068200A	31663.931541129	51709.3579396689	-0.620944353535338	0.883416456386249	-0.707584993071531	32432	32114	30099	33719	33190	62300	30973.7356170194	29615.0693253951	93161.5681155897	22339.7232982319	34561.9597719699	39169.8191971408	88.34	DOWN_pEhEx_UP_EhMyb10
EHI_020370A	32513.8194606242	62776.7281331618	-0.620815441980664	0.883365191519479	-0.949176796774107	26504	36413	41263	29597	19922	91803	25312.2807348755	33579.5453492436	127716.063163347	19608.7900132794	20745.5065555042	57719.2120666953	88.34	DOWN_pEhEx_UP_EhMyb10
EHI_023400A	647.904208606445	1933.74394345488	-0.619737837416325	0.882888954576094	-1.57754433881994	1590	4477	10	1723	438	578	1518.50763539285	4128.6250660084	30.9517153777832	1141.53276321521	456.105404643652	363.405385167695	88.29	DOWN_pEhEx_UP_EhMyb10
EHI_141800A	2924.41830715387	9899.25578735542	-0.633202127307501	0.882817913625941	-1.75917038106956	640	332	9241	1890	1706	9202	611.223199151838	306.16562919696	28602.4801806095	1252.17465030571	1776.52013772162	5785.56462683932	88.28	DOWN_pEhEx_UP_EhMyb10
EHI_148190A	2428.72512909695	7999.42402500471	-0.633374035849448	0.882745712458484	-1.71969690448807	626	400	7394	1695	2191	6277	597.852691670392	368.87425204453	22885.6983503329	1122.98202765512	2281.56835975854	3946.53218459796	88.27	DOWN_pEhEx_UP_EhMyb10
EHI_149000A	47520.6926877208	60974.0073837546	-0.681859195982589	0.88247711497007	-0.359638501290497	52019	71169	21111	53191	41822	103527	49680.0306198117	65631.0291093928	65342.1663340382	35240.4348277307	43550.7767876868	65090.4313326227	88.25	DOWN_pEhEx_UP_EhMyb10
EHI_178740A	249.591477728735	1493.2505707052	-0.681605415838221	0.882144056110422	-2.58081569365954	53	87	1396	113	64	966	50.6169211797616	80.2301498196852	4320.85946673854	74.8654685103414	66.6455385780678	607.352252719711	88.21	DOWN_pEhEx_UP_EhMyb10
EHI_066760A	707.451479729722	2880.02198765892	-0.68123512896446	0.881664763094947	-2.02537671622955	429	366	2532	609	389	2105	409.710550681467	337.519940620745	7836.97433365471	403.47849843184	405.079914169818	1323.4746293737	88.17	DOWN_pEhEx_UP_EhMyb10
EHI_077530A	433.822261737909	2322.46440766091	-0.680226158557261	0.880382137283617	-2.42048049470808	71	154	2169	152	62	1804	67.807573655907	142.016587037144	6713.42706544118	100.703993040459	64.5628654975032	1134.22718830886	88.04	DOWN_pEhEx_UP_EhMyb10
EHI_090380A	96.8710962495485	650.855529877704	-0.615505733684051	0.880133775819062	-2.74819917127601	24	32	610	33	20	394	22.9208699681939	29.5099401635624	1888.05463804478	21.8633669100997	20.8267308056462	247.719241792512	88.01	DOWN_pEhEx_UP_EhMyb10
EHI_167300A	16935.2131469757	42939.1367254176	-0.615187703945897	0.879868357062347	-1.34226704192886	9308	8869	35818	11682	13848	46191	8889.47740266455	8178.86435345733	110862.854140144	7739.6318861753	14420.4284098294	29041.6230904515	87.99	DOWN_pEhEx_UP_EhMyb10
EHI_016390A	51.0966793250678	509.589123261652	-0.679419836037654	0.879388608527199	-3.31803304350156	12	24	480	15	7	216	11.460434984097	22.1324551226718	1485.68233813359	9.93789405004532	7.28935578197617	135.805472657824	87.94	DOWN_pEhEx_UP_EhMyb10
EHI_176820A	2608.41738943991	9126.78244151675	-0.639737629329227	0.879115928473529	-1.80693159887859	427	492	8513	1125	1655	8582	407.800478184117	453.715330014771	26349.1953011069	745.342053753399	1723.41197416722	5395.75262198816	87.91	DOWN_pEhEx_UP_EhMyb10
EHI_042980A	28.8700583904809	253.903921370809	-0.64057523686913	0.878548266033051	-3.136636746007	15	10	237	24	17	85	14.3255437301212	9.22185630111324	733.555654453462	15.9006304800725	17.7027211847993	53.4419684070139	87.85	DOWN_pEhEx_UP_EhMyb10
EHI_142260A	31.6024814482861	302.853746439541	-0.613539661329779	0.878380743060524	-3.26051150894308	7	12	286	5	5	137	6.68525374072323	11.0662275613359	885.2190598046	3.31263135001511	5.20668270141155	86.1358784913048	87.84	DOWN_pEhEx_UP_EhMyb10
EHI_016370A	1264.14761818688	2184.69431135835	-0.61317256489347	0.878023854695279	-0.789266486814298	2111	2890	577	2381	1260	1508	2016.08152095239	2665.11647102173	1785.91397729809	1577.47504887719	1312.08404075571	948.123392444435	87.8	DOWN_pEhEx_UP_EhMyb10
EHI_108690A	1264.14761818688	2184.69431135835	-0.61317256489347	0.878023854695279	-0.789266486814298	2111	2890	577	2381	1260	1508	2016.08152095239	2665.11647102173	1785.91397729809	1577.47504887719	1312.08404075571	948.123392444435	87.8	DOWN_pEhEx_UP_EhMyb10
EHI_151630A	3012.29495919964	6391.28794510723	-0.613156070434903	0.878007832306763	-1.08524364286194	3520	2252	4394	3528	3215	5500	3361.72759533511	2076.7620390107	13600.1837369979	2337.39268057066	3347.89697700763	3458.00972045384	87.8	DOWN_pEhEx_UP_EhMyb10
EHI_001940A	1412.2816905584	4883.06261845404	-0.642168642942653	0.877438544947483	-1.7897584045937	505	257	4472	1316	1251	3341	482.293305580747	237.00170693861	13841.6071169447	871.884571323976	1302.71201189317	2100.58372291569	87.74	DOWN_pEhEx_UP_EhMyb10
EHI_167080A	2917.99031654483	7915.85099718557	-0.751082354076632	0.877041867790662	-1.43976936066217	3005	3783	5553	4708	1432	6659	2869.88392726762	3488.62823871114	17187.487549283	3119.17367917422	1491.19392568427	4186.70667790948	87.7	DOWN_pEhEx_UP_EhMyb10
EHI_062840A	72.1561218395268	545.36784131689	-0.61198037954016	0.876791891181381	-2.9180359258707	12	19	516	17	7	314	11.460434984097	17.5215269721152	1597.10851349361	11.2629465900514	7.28935578197617	197.42091858591	87.68	DOWN_pEhEx_UP_EhMyb10
EHI_127960A	11.0688439476165	116.759100528999	-0.611869833247168	0.87666944733404	-3.39895854486031	7	11	107	5	4	41	6.68525374072323	10.1440419312246	331.18335454228	3.31263135001511	4.16534616112924	25.7778906433832	87.67	DOWN_pEhEx_UP_EhMyb10
EHI_182850A	15703.7516967388	6773.08926719073	1.06000497503221	0.876495811638251	1.21322335134959	14151	5290	583	27582	19672	14414	13514.7179549963	4878.3619832889	1804.48500652476	18273.7995792233	20485.1724204336	9062.5003837494	87.65	UP_pEhEx_DOWN_EhMyb10
EHI_117270A	71.2222333669179	309.417718130621	-0.611169008900212	0.875894523015144	-2.11915623078516	331	432	65	119	5	206	316.116998311341	398.384192208092	201.186149955591	78.8406261303595	5.20668270141155	129.518182256998	87.59	DOWN_pEhEx_UP_EhMyb10
EHI_045580A	87.1528138899619	711.225585500765	-0.675545665650161	0.875073444576803	-3.02868807405591	23	27	670	37	16	350	21.9658337195192	24.8990120130057	2073.76493031148	24.5134719901118	16.661384644517	220.055164028881	87.51	DOWN_pEhEx_UP_EhMyb10
EHI_153190A	736.720087078848	2500.19002770687	-0.645553393223174	0.87502911705806	-1.76284926738376	474	547	2097	760	778	1466	452.68718187183	504.435539670894	6490.57471472114	503.519965202296	810.159828339637	921.71677276097	87.5	DOWN_pEhEx_UP_EhMyb10
EHI_021360A	12538.7146162842	34822.7526157533	-0.645568911453561	0.875018212123244	-1.47364078701043	8119	8035	28616	6385	5804	43661	7753.93930299027	7409.76153794449	88571.4287250645	4230.23023396929	6043.91727979852	27450.9386190428	87.5	DOWN_pEhEx_UP_EhMyb10
EHI_104660A	24500.170475347	32299.4281249864	-0.610179989816509	0.874734741316346	-0.398716833899447	27449	28312	14082	29745	21439	51142	26214.7899898731	26108.9195597118	43586.2055949943	19706.8439012399	22325.2140871124	32154.4605679001	87.47	DOWN_pEhEx_UP_EhMyb10
EHI_049000A	4356.73233863594	1384.80067655455	1.06146648487106	0.874706911128842	1.65356814752364	3092	215	323	6747	5885	4265	2952.97208090232	198.269910473935	999.740406702398	4470.06474371039	6128.26553956139	2681.52935595193	87.47	UP_pEhEx_DOWN_EhMyb10
EHI_004970A	379.735507741957	1516.32770961823	-0.675097704134399	0.874626987398939	-1.99751477153506	257	509	1227	638	246	745	245.44431590941	469.392485726664	3797.775476854	422.691760261928	256.168788909448	468.403134861475	87.46	DOWN_pEhEx_UP_EhMyb10
EHI_068020A	30.1195140804428	310.928064524413	-0.675092496489672	0.874622002192549	-3.3678104406981	9	6	295	18	14	102	8.59532623807272	5.53311378066794	913.075603644605	11.9254728600544	14.5787115639523	64.1303620884167	87.46	DOWN_pEhEx_UP_EhMyb10
EHI_119540A	6788.9610123982	30440.2091840779	-0.753047241033633	0.874343323498042	-2.16471556766402	1523	671	28659	3831	4262	21464	1454.52020673164	618.786557804698	88704.5211011889	2538.13814038157	4438.1763346832	13495.0401163311	87.43	DOWN_pEhEx_UP_EhMyb10
EHI_170110A	271.097121274731	1390.53530822662	-0.609820584176099	0.874290124570863	-2.35875867912304	39	52	1312	54	37	1173	37.2464136983151	47.9536527657889	4060.86505756516	35.7764185801632	38.5294519904455	737.499164016792	87.43	DOWN_pEhEx_UP_EhMyb10
EHI_005970A	12666.0643104084	30859.2631566251	-0.753144413768833	0.874209528967258	-1.28473530466051	12216	16063	21093	12691	7773	34528	11666.7228138107	14813.0677764782	65286.4532463581	8408.12089260834	8094.30892761439	21708.7562959691	87.42	DOWN_pEhEx_UP_EhMyb10
EHI_196950A	244.509765199852	1501.35025104011	-0.673978209952585	0.873576287897868	-2.61829659393773	26	61	1420	81	41	1012	24.8309424655434	56.2533234367908	4395.14358364522	53.6646278702447	42.6947981515747	636.273788563507	87.36	DOWN_pEhEx_UP_EhMyb10
EHI_123710A	33.8338239514974	296.857814633397	-0.608843991885135	0.873056290985699	-3.13323394473044	10	13	279	18	5	134	9.55036248674747	11.9884131914472	863.552859040152	11.9254728600544	5.20668270141155	84.2496913710573	87.31	DOWN_pEhEx_UP_EhMyb10
EHI_195140A	898.986504929003	3117.03440159556	-0.608827108790366	0.87303430615534	-1.79380271345862	426	344	2768	556	387	3074	406.845441935442	317.231856758295	8567.4348165704	368.36460612168	402.997241089254	1932.71306921366	87.3	DOWN_pEhEx_UP_EhMyb10
EHI_122780A	1895.56731366216	4765.83642404715	-0.673289286137898	0.872966059454209	-1.33009974622412	2189	2029	3303	2025	1320	4786	2090.57434834902	1871.11464349588	10223.3515892818	1341.61569675612	1374.56423317265	3009.09718583493	87.3	DOWN_pEhEx_UP_EhMyb10
EHI_135080A	36489.8430758063	98164.9857043015	-0.648621923100807	0.872920747379354	-1.42771357730123	27061	8622	83675	47527	45516	51138	25844.2359253873	7951.08450281984	258988.478423601	31487.8860344336	47397.4739674896	32151.9456517397	87.29	DOWN_pEhEx_UP_EhMyb10
EHI_144610A	1827.2059350049	6287.11536996152	-0.648941870182933	0.872710705816645	-1.78275899524925	471	356	5805	1654	1930	3877	449.822073125806	328.298084319631	17967.4707768032	1095.818450585	2009.77952274486	2437.58248839992	87.27	DOWN_pEhEx_UP_EhMyb10
EHI_096650A	15559.3568009871	21044.0676349129	-0.649015312840671	0.872662419405596	-0.435631169122245	14837	25048	8091	21942	11572	32542	14169.8728215872	23098.9056630284	25043.0329121644	14537.1514164063	12050.3464441469	20460.1004223653	87.27	DOWN_pEhEx_UP_EhMyb10
EHI_192800A	2062.40375780972	5855.27236434616	-0.754599937702727	0.872221760940871	-1.50540948333034	3818	1369	4056	1977	1657	5092	3646.32839744018	1262.4721276224	12554.0157572289	1309.81443579597	1725.49464724779	3201.48827210018	87.22	DOWN_pEhEx_UP_EhMyb10
EHI_112880A	390.198375354695	1968.79329824808	-0.672147029206481	0.872034743316951	-2.33503197578789	119	51	1845	209	195	1325	113.649313592295	47.0314671356775	5710.591487201	138.467990430631	203.06062535505	833.065978109335	87.2	DOWN_pEhEx_UP_EhMyb10
EHI_193330A	16051.6370608908	28562.3255695145	-0.672067161362338	0.871973647652162	-0.83139300841836	17407	18992	16398	16320	11450	40960	16624.3159806813	17514.1494870743	50754.6228764889	10812.4287264493	11923.3033862324	25752.7414817799	87.2	DOWN_pEhEx_UP_EhMyb10
EHI_130660A	240.943168798666	1248.5348923015	-0.607514778042033	0.87127962722114	-2.37347133664978	19	89	1170	68	32	1023	18.1456887248202	82.0745210799078	3621.35069920064	45.0517863602055	33.3227692890339	643.189808004415	87.13	DOWN_pEhEx_UP_EhMyb10
EHI_074010A	1043.74074052676	2755.12404297739	-0.607183082387406	0.870816407476003	-1.40035387533336	860	1145	2042	1324	682	2488	821.331173860283	1055.90254647747	6320.34028014333	877.184781484	710.191520472535	1564.2778517253	87.08	DOWN_pEhEx_UP_EhMyb10
EHI_051710A	48113.5334317035	89708.1345707653	-0.670393119651736	0.87077738750809	-0.898796057993848	41707	60261	55281	46086	37542	120603	39831.6968234777	55571.8282561385	171104.177779923	30533.1856793592	39093.8563952785	75826.6084210718	87.08	DOWN_pEhEx_UP_EhMyb10
EHI_054490A	312.195775277274	1770.30547100585	-0.653305647065339	0.870172705509989	-2.50347540312921	37	57	1677	54	14	1405	35.3363412009656	52.5645809163455	5190.60266885425	35.7764185801632	14.5787115639523	883.364301315936	87.02	DOWN_pEhEx_UP_EhMyb10
EHI_024490A	888.91073866431	2882.71246256065	-0.756275275025406	0.869941989233578	-1.69731648074449	1213	1253	2024	1600	605	1586	1158.45896964247	1155.49859452949	6264.62719246332	1060.04203200483	630.008606870797	997.164257570872	86.99	DOWN_pEhEx_UP_EhMyb10
EHI_073360A	190.757041800828	1214.52220261117	-0.653996405389628	0.869837769369265	-2.67058064376276	16	60	1147	46	16	833	15.280579978796	55.3311378066794	3550.16175383174	30.476208420139	16.661384644517	523.731290388737	86.98	DOWN_pEhEx_UP_EhMyb10
EHI_105860A	271.208402652985	1604.64485869208	-0.654137404595537	0.86977396721775	-2.56478025198172	25	67	1518	36	9	1237	23.8759062168687	61.7864372174587	4698.47039434749	23.8509457201088	9.37202886254079	777.737822582073	86.98	DOWN_pEhEx_UP_EhMyb10
