pEhEx_mean	U2AF84_mean	theta	prob	log2FC	U2AF84_1	U2AF84_2	U2AF84_3	pEhEx_1	pEhEx_2	pEhEx_3	U2AF84_1	U2AF84_2	U2AF84_3	pEhEx_1	pEhEx_2	pEhEx_3	DE	Regulation
EHI_104580A	24.065095360024	33.4252354647098	-0.132636224321798	0.590236784132639	-0.473995583329075	27	20	20	40	31	23	29.149910300553	21.8254325444517	48.3139590695695	26.9114655523409	32.11501387776	14.0348946986473	59.02	DOWN_pEhEx_UP_U2AF84
EHI_139030A	74.8690175416298	106.055257139622	-0.132304023275902	0.589678269186912	-0.502375408651243	46	43	89	104	74	128	49.6628101416829	46.9246799705711	214.997117859584	69.9698104360864	76.6616460307821	78.1072400620374	58.97	DOWN_pEhEx_UP_U2AF84
EHI_014400A	1110.45359829668	1397.32234623194	-0.132249751517781	0.589587157245907	-0.331515763019734	282	282	1432	850	656	3308	304.454618694665	307.738598876768	3459.27946938118	571.868642987244	679.595132380987	2018.58398535328	58.96	DOWN_pEhEx_UP_U2AF84
EHI_196560A	7.18555272574222	10.5568227005013	-0.132178147936152	0.589467005430275	-0.555004649599577	15	10	2	14	11	2	16.1943946114183	10.9127162722258	4.83139590695695	9.41901294331932	11.3956500856568	1.22042562596933	58.95	DOWN_pEhEx_UP_U2AF84
EHI_197210A	6.90678777692527	10.2911127677136	-0.132158429088645	0.589433928300204	-0.575312187708542	17	5	3	10	2	19	18.3536472262741	5.45635813611292	7.24709386043543	6.72786638808523	2.07193637921033	11.5940434467087	58.94	DOWN_pEhEx_UP_U2AF84
EHI_171320A	33.655646519573	47.3240787908637	-0.131987318283422	0.58914710667565	-0.491725851862889	34	54	19	73	45	12	36.7072944525482	58.9286678700195	45.8982611160911	49.1134246330222	46.6185685322323	7.322553755816	58.91	DOWN_pEhEx_UP_U2AF84
EHI_101280A	214.234874325292	289.231249603852	-0.131984470593965	0.589142336407104	-0.433030085768457	436	344	14	573	221	68	470.717070038559	375.397439764569	33.8197713486987	385.506744037284	228.948969902741	41.4944712829573	58.91	DOWN_pEhEx_UP_U2AF84
EHI_065890A	18.9936982179512	28.1342337502664	-0.131879502043807	0.58896657103595	-0.566805834850288	46	33	0	43	19	15	49.6628101416829	36.0119636983452	1.20784897673924	28.9298254687665	19.6833956024981	9.15319219477	58.9	DOWN_pEhEx_UP_U2AF84
EHI_008420A	106.936478429983	144.833058022657	-0.131878949671509	0.58896564647899	-0.437636861290831	208	143	24	234	58	170	224.562271945001	156.051842692829	57.9767508834835	157.432073481194	60.0861549970994	103.736178207393	58.9	DOWN_pEhEx_UP_U2AF84
EHI_084700A	93.2445390666393	128.592385774597	-0.131780396699821	0.588800750634423	-0.463714079705639	76	60	96	104	85	197	82.0515993645195	65.476297633355	231.907003533934	69.9698104360864	88.0572961164388	120.211924157979	58.88	DOWN_pEhEx_UP_U2AF84
EHI_194330A	774.396629998268	919.277688626494	-0.131773251757308	0.588788800682145	-0.247428051691655	642	588	576	868	759	1548	693.120089368704	641.667716806879	1391.4420212036	583.978802485798	786.299855910319	944.609434500264	58.88	DOWN_pEhEx_UP_U2AF84
EHI_035750A	36.4598531213566	48.4707510148984	-0.131604441875936	0.588504042391787	-0.410805686577942	35	40	26	57	34	59	37.7869207599761	43.6508650889033	62.8081467904404	38.3488384120858	35.2229184465755	36.0025559660954	58.85	DOWN_pEhEx_UP_U2AF84
EHI_140270A	9.39746174909873	13.220563114441	-0.131392097623349	0.588142204951455	-0.492440584936288	8	8	9	13	10	15	8.63701045942311	8.73017301778066	21.7412815813063	8.7462263045108	10.3596818960516	9.15319219477	58.81	DOWN_pEhEx_UP_U2AF84
EHI_167170A	11.6995228856635	15.4741855844108	-0.131356392042134	0.588081418441661	-0.403413784596143	13	14	7	21	11	16	14.0351419965625	15.2778027811162	16.9098856743493	14.128519414979	11.3956500856568	9.76340500775467	58.81	DOWN_pEhEx_UP_U2AF84
EHI_074040A	30.4618790565457	40.9593166563651	-0.131216564724202	0.587843526946146	-0.42718670842607	51	36	12	56	32	35	55.0609416788223	39.285778580013	28.9883754417417	37.6760517732773	33.1509820673652	21.3574484544633	58.78	DOWN_pEhEx_UP_U2AF84
EHI_145050A	6.16614893216594	8.55974528789898	-0.13094433256669	0.587381082555697	-0.473198131476022	9	8	3	12	8	4	9.716636766851	8.73017301778066	7.24709386043543	8.07343966570227	8.2877455168413	2.44085125193867	58.74	DOWN_pEhEx_UP_U2AF84
EHI_152120A	114.213414572358	166.563405005886	-0.130893062101914	0.587294093616165	-0.544339358837329	42	34	167	73	91	318	45.3443049119713	37.1032353255678	403.421558230906	49.1134246330222	94.2731052540698	194.047674529124	58.73	DOWN_pEhEx_UP_U2AF84
EHI_179090A	4.40474318614478	6.80793146726901	-0.130892631455536	0.587293363093003	-0.628158607259843	10	9	0	13	4	1	10.7962630742789	9.82144464500325	1.20784897673924	8.7462263045108	4.14387275842065	0.610212812984667	58.73	DOWN_pEhEx_UP_U2AF84
EHI_153260A	110.613390524365	161.920694590773	-0.130740407664337	0.587035286269277	-0.549761339416082	22	36	169	95	90	280	23.7517787634135	39.285778580013	408.252954137863	63.9147306868097	93.2371370644647	170.859587635707	58.7	DOWN_pEhEx_UP_U2AF84
EHI_088030A	38.7824036839163	54.5695094227948	-0.130659839080001	0.586896665806255	-0.492692851397043	28	29	41	58	39	61	30.2295366079809	31.6468771894549	99.0436160926176	39.0216250508943	40.4027593946014	37.2229815920647	58.69	DOWN_pEhEx_UP_U2AF84
EHI_069510A	36.7214348166363	61.1736131385089	-0.130589466965183	0.586774666263523	-0.736287059188768	11	6	66	8	4	158	11.8758893817068	6.5476297633355	159.436064929579	5.38229311046818	4.14387275842065	96.4136244515774	58.68	DOWN_pEhEx_UP_U2AF84
EHI_017620A	7.78697449677505	11.496646647729	-0.13042967407638	0.586497879040754	-0.562078309538423	16	7	4	17	0	19	17.2740209188462	7.63890139055808	9.66279181391391	11.4373728597449	0.517984094802581	11.5940434467087	58.65	DOWN_pEhEx_UP_U2AF84
EHI_098210A	43.8182744047414	62.1400277767202	-0.130349862840882	0.586359755218926	-0.503990215272283	29	49	41	65	71	27	31.3091629154088	53.4723097339066	99.0436160926176	43.731131522554	73.5537414619666	16.475745950586	58.64	DOWN_pEhEx_UP_U2AF84
EHI_009450A	57.7092439353632	86.2956483726871	-0.130298923765563	0.586271640973818	-0.580485380522179	28	22	82	57	32	162	30.2295366079809	24.0079757988968	198.087232185235	38.3488384120858	33.1509820673652	98.854475703516	58.63	DOWN_pEhEx_UP_U2AF84
EHI_107790A	33.902977007651	57.2510634543493	-0.13024694191037	0.58618175705774	-0.755890530485695	8	5	63	5	2	151	8.63701045942311	5.45635813611292	152.188971069144	3.36393319404261	2.07193637921033	92.1421347606847	58.62	DOWN_pEhEx_UP_U2AF84
EHI_081370A	3886.44036247168	4190.07660833965	-0.13019314926719	0.586088778308526	-0.108527243145562	4760	4382	1118	6627	3511	5900	5139.02122335675	4781.95227048936	2700.75031198894	4458.55705538408	3637.28431370373	3600.25559660953	58.61	DOWN_pEhEx_UP_U2AF84
EHI_029020A	400.851272117199	502.972361466182	-0.129756955396644	0.585336191889196	-0.327412072844729	259	287	369	468	391	785	279.623213623823	313.194957012881	891.392544833558	314.864146962389	405.063562135619	479.017058192964	58.53	DOWN_pEhEx_UP_U2AF84
EHI_105340A	10.4488285027593	14.2869814552361	-0.129741941492482	0.585310170313186	-0.451359936983818	12	14	6	20	13	8	12.9555156891347	15.2778027811162	14.4941877208709	13.4557327761705	13.4675864648671	4.88170250387734	58.53	DOWN_pEhEx_UP_U2AF84
EHI_069210A	15.4728542008254	21.7311277550055	-0.129543433779743	0.584960964040262	-0.490023698176276	29	25	3	30	17	15	31.3091629154088	27.2817906805646	7.24709386043543	20.1835991642557	17.6114592232878	9.15319219477	58.5	DOWN_pEhEx_UP_U2AF84
EHI_144750A	16.0396843266675	21.8938655170285	-0.129488450223422	0.584864328891909	-0.448880946312086	17	14	13	29	13	25	18.3536472262741	15.2778027811162	31.4040733952202	19.5108125254472	13.4675864648671	15.2553203246167	58.49	DOWN_pEhEx_UP_U2AF84
EHI_153700A	16.20010349432	22.9549913858617	-0.129408109245357	0.584723197144695	-0.502804860868662	26	29	4	40	12	16	28.0702839931251	31.6468771894549	9.66279181391391	26.9114655523409	12.431618275262	9.76340500775467	58.47	DOWN_pEhEx_UP_U2AF84
EHI_053110A	26.3898977338028	39.569818249708	-0.129356684006757	0.584632903971214	-0.584414678864882	15	14	35	36	12	68	16.1943946114183	15.2778027811162	84.5494283717467	24.2203189971068	12.431618275262	41.4944712829573	58.46	DOWN_pEhEx_UP_U2AF84
EHI_049610A	35.758328569153	50.6332408638902	-0.129015234563231	0.584034241092257	-0.50180552623462	61	60	9	78	48	12	65.8572047531012	65.476297633355	21.7412815813063	52.4773578270648	49.7264731010478	7.322553755816	58.4	DOWN_pEhEx_UP_U2AF84
EHI_143550A	108.263789648637	150.04979931902	-0.128923178316794	0.58387309407018	-0.470890595516068	172	218	13	230	154	29	185.695724877597	237.897214734523	31.4040733952202	154.74092692596	159.539101199195	17.6961715765553	58.39	DOWN_pEhEx_UP_U2AF84
EHI_152000A	7.92689885321491	11.0496468626661	-0.12883124745432	0.583712274441466	-0.479171790127662	13	11	3	16	10	5	14.0351419965625	12.0039878994484	7.24709386043543	10.7645862209364	10.3596818960516	3.05106406492333	58.37	DOWN_pEhEx_UP_U2AF84
EHI_146790A	17.5364734155909	23.8121091148946	-0.128739192829365	0.583549698251362	-0.441336759385055	17	17	14	25	15	33	18.3536472262741	18.5516176627839	33.8197713486987	16.8196659702131	15.5395228440774	20.137022828494	58.35	DOWN_pEhEx_UP_U2AF84
EHI_022610A	9.67284465757247	14.7210573669892	-0.128678773416536	0.583441679468623	-0.605869164311402	13	28	0	24	3	16	14.0351419965625	30.5556055622323	1.20784897673924	16.1468793314045	3.10790456881549	9.76340500775467	58.34	DOWN_pEhEx_UP_U2AF84
EHI_004440A	90.5721079705446	124.546267041822	-0.128665104667328	0.583417248810255	-0.459543040819723	163	170	7	188	97	79	175.979088110746	185.516176627839	16.9098856743493	126.483888096002	100.488914391701	48.2068122257887	58.34	DOWN_pEhEx_UP_U2AF84
EHI_161030A	422.0070345092	517.475412950417	-0.128199592094853	0.582586660542155	-0.29422326913167	339	358	322	449	469	781	365.993318218054	390.675242545685	777.85474102007	302.081200825027	485.869080924821	476.576206941025	58.26	DOWN_pEhEx_UP_U2AF84
EHI_026470A	133.202188062642	182.827146212056	-0.128162116825483	0.582519916910387	-0.456862516738388	248	244	9	332	149	49	267.747324242116	266.27027704231	21.7412815813063	223.36516408443	154.359260251169	29.9004278362487	58.25	DOWN_pEhEx_UP_U2AF84
EHI_166990A	22.5229537597515	32.5994847653965	-0.128086897357409	0.582386005169108	-0.533453121619849	37	45	4	51	30	6	39.9461733748319	49.1072232250162	9.66279181391391	34.3121185792347	31.0790456881549	3.661276877908	58.24	DOWN_pEhEx_UP_U2AF84
EHI_013260A	497.147547298817	593.509501113125	-0.128039610170488	0.582301857933421	-0.255597035687586	587	445	271	723	356	1030	633.740642460171	485.615874114049	654.654145392667	486.424739858562	368.804675499438	628.519197374207	58.23	DOWN_pEhEx_UP_U2AF84
EHI_005120A	11.8349760524796	16.6594535118562	-0.127863866399407	0.581989374583946	-0.493284289204071	12	9	11	14	9	27	12.9555156891347	9.82144464500325	26.5726774882632	9.41901294331932	9.32371370644647	16.475745950586	58.2	DOWN_pEhEx_UP_U2AF84
EHI_103310A	1915.45807082713	672.061244557338	0.685877149077401	0.581637958913194	1.51102482958433	585	1190	44	3240	3191	632	631.581389845315	1298.61323639487	106.290709953053	2179.82870973961	3305.77449303007	385.65449780631	58.16	UP_pEhEx_DOWN_U2AF84
EHI_167710A	21.8186000766945	31.9564439868617	-0.127659732416968	0.581620490492567	-0.550548340060407	43	42	2	56	24	7	46.4239312193992	45.8334083433485	4.83139590695695	37.6760517732773	24.8632365505239	4.27148969089267	58.16	DOWN_pEhEx_UP_U2AF84
EHI_049510A	54.1611193639593	73.8227974922315	-0.127559994553367	0.581439423483688	-0.446808853276326	103	81	10	100	39	90	111.201509665073	88.3930018050292	24.1569795347848	67.2786638808523	40.4027593946014	54.91915316862	58.14	DOWN_pEhEx_UP_U2AF84
EHI_044180A	13.0614117172607	21.3530584366213	-0.127544388660934	0.581411103784299	-0.709131888231253	3	3	23	1	11	43	3.23887892228367	3.27381488166775	55.561052930005	0.672786638808523	11.3956500856568	26.2391509583407	58.14	DOWN_pEhEx_UP_U2AF84
EHI_093360A	24.9611238881046	34.5854611008492	-0.127523768580871	0.581373689788198	-0.470482797085746	42	41	6	47	31	20	45.3443049119713	44.7421367161259	14.4941877208709	31.6209720240006	32.11501387776	12.2042562596933	58.14	DOWN_pEhEx_UP_U2AF84
EHI_125650A	340.150085367225	439.224782510652	-0.127416617365342	0.581179358651858	-0.368788007069386	569	623	17	785	440	96	614.307368926468	679.862223759669	41.0668652091341	528.13751146469	455.826003426272	58.580430046528	58.12	DOWN_pEhEx_UP_U2AF84
EHI_014030A	511.754522033683	612.856716832878	-0.127202353539794	0.580791212653489	-0.260097872233038	615	675	183	1072	495	520	663.970179068151	736.608348375244	442.072725486561	721.227276802736	512.804253854556	317.310662752027	58.08	DOWN_pEhEx_UP_U2AF84
EHI_193340A	14.6279664088798	20.4650898110946	-0.127191349586733	0.580771294672652	-0.484435779221189	22	26	4	31	17	10	23.7517787634135	28.3730623077872	9.66279181391391	20.8563858030642	17.6114592232878	6.10212812984667	58.08	DOWN_pEhEx_UP_U2AF84
EHI_186800A	33.2346485601381	48.2342495706896	-0.126753659632898	0.579976548222483	-0.537369822925021	17	43	32	47	62	10	18.3536472262741	46.9246799705711	77.3023345113113	31.6209720240006	64.2300277555201	6.10212812984667	58	DOWN_pEhEx_UP_U2AF84
EHI_039060A	107.211935365161	152.848597660776	-0.126653513315443	0.579791877412764	-0.511637793285082	45	44	145	98	76	283	48.583183834255	48.0159515977937	350.276203254379	65.9330906032352	78.7335824099924	172.690226074661	57.98	DOWN_pEhEx_UP_U2AF84
EHI_182710A	17.2513158747571	25.4718714536641	-0.126636601358818	0.579760704521412	-0.562198550093942	16	11	19	20	6	51	17.2740209188462	12.0039878994484	45.8982611160911	13.4557327761705	6.21580913763098	31.120853462218	57.98	DOWN_pEhEx_UP_U2AF84
EHI_173410A	153.228498204614	210.815509931471	-0.126631432743671	0.579751178238577	-0.46029636968082	285	304	1	373	206	11	307.693497616948	331.746574675665	2.41569795347848	250.949416275579	213.409447058664	6.71234094283134	57.98	DOWN_pEhEx_UP_U2AF84
EHI_068130A	26.0323242427879	36.5128695741356	-0.126539589425387	0.579581959797091	-0.488100930160392	41	45	7	52	36	12	44.2646786045434	49.1072232250162	16.9098856743493	34.9849052180432	37.2948548257859	7.322553755816	57.96	DOWN_pEhEx_UP_U2AF84
EHI_067830A	24.8767599996822	34.2684119795863	-0.126443759980624	0.579405514287439	-0.462080739844855	35	40	9	53	30	15	37.7869207599761	43.6508650889033	21.7412815813063	35.6576918568517	31.0790456881549	9.15319219477	57.94	DOWN_pEhEx_UP_U2AF84
EHI_023040A	143.084121856155	189.092694825706	-0.12642187940773	0.579365243564787	-0.402230044979144	87	122	137	222	126	245	93.9274887462263	133.135138521155	330.950619626551	149.358633815492	130.531991890251	149.502139181243	57.94	DOWN_pEhEx_UP_U2AF84
EHI_049730A	11.590900279118	15.7287944400489	-0.126385423758713	0.579298161575245	-0.44041547064944	10	13	9	13	14	19	10.7962630742789	14.1865311538936	21.7412815813063	8.7462263045108	14.5035546544723	11.5940434467087	57.93	DOWN_pEhEx_UP_U2AF84
EHI_136470A	55.3374303217659	78.8522974223261	-0.126381596572483	0.579291120178686	-0.510897137905664	110	102	4	137	64	18	118.758893817068	111.309705976703	9.66279181391391	92.1717695167676	66.3019641347304	10.983830633724	57.93	DOWN_pEhEx_UP_U2AF84
EHI_125790A	79.3291722077863	106.381987269531	-0.126189582060917	0.578938089470875	-0.423330492802272	63	69	71	114	63	156	68.016457367957	75.2977422783582	171.514554696972	76.6976768241716	65.2659959451253	95.193198825608	57.89	DOWN_pEhEx_UP_U2AF84
EHI_131090A	15.2196596200759	20.8937598453168	-0.126160839312693	0.578885285364257	-0.457136035589414	27	20	5	30	8	28	29.149910300553	21.8254325444517	12.0784897673924	20.1835991642557	8.2877455168413	17.0859587635707	57.89	DOWN_pEhEx_UP_U2AF84
EHI_056130A	19.5535313845454	28.0666814009252	-0.1260273900235	0.578640262431306	-0.521429306921435	32	35	5	55	16	10	34.5480418376924	38.1945069527904	12.0784897673924	37.0032651344688	16.5754910336826	6.10212812984667	57.86	DOWN_pEhEx_UP_U2AF84
EHI_030460A	42.5200297944625	69.1853226723095	-0.125941272875334	0.57848226749185	-0.702323401839256	9	7	76	6	8	181	9.716636766851	7.63890139055808	183.593044464364	4.03671983285114	8.2877455168413	110.448519150225	57.85	DOWN_pEhEx_UP_U2AF84
EHI_044930A	399.795946738233	508.812678105592	-0.12589634657713	0.578399881543391	-0.347870773115845	573	717	58	685	711	52	618.62587415618	782.441756718592	140.110481301752	460.858847583838	736.573382809271	31.7310662752027	57.84	DOWN_pEhEx_UP_U2AF84
EHI_198830A	40.9234412855975	52.7983485104775	-0.125671913784904	0.577979181780937	-0.367565336370079	50	42	24	69	42	55	53.9813153713944	45.8334083433485	57.9767508834835	46.4222780777881	43.5106639634168	33.5617047141567	57.8	DOWN_pEhEx_UP_U2AF84
EHI_054130A	17.9436945719761	25.3130060950996	-0.12563615616383	0.577912100682961	-0.496401878710207	32	32	3	35	23	12	34.5480418376924	34.9206920711227	7.24709386043543	23.5475323582983	23.8272683609187	7.322553755816	57.79	DOWN_pEhEx_UP_U2AF84
EHI_170480A	52.0611120720091	68.3822188061182	-0.125633265976276	0.577906679441259	-0.393415105500988	59	44	38	84	47	84	63.6979521382454	48.0159515977937	91.7965222321821	56.5140776599159	48.6905049114427	51.257876290712	57.79	DOWN_pEhEx_UP_U2AF84
EHI_158220A	44.407178658344	62.7618272130044	-0.125545923727658	0.577742899821946	-0.499094439929479	70	64	18	135	34	16	75.5738415199522	69.8413841422453	43.4825631626126	90.8261962391506	35.2229184465755	9.76340500775467	57.77	DOWN_pEhEx_UP_U2AF84
EHI_158060A	30.4957065760641	45.0385731579485	-0.125358545869812	0.577391876466558	-0.562554979833093	17	11	42	28	32	64	18.3536472262741	12.0039878994484	101.459314046096	18.8380258866386	33.1509820673652	39.0536200310187	57.74	DOWN_pEhEx_UP_U2AF84
EHI_185250A	78.7069193174512	108.012597996493	-0.125157516954479	0.577015791519008	-0.456637212967984	151	122	13	196	71	56	163.023572421611	133.135138521155	31.4040733952202	131.86618120647	73.5537414619666	34.1719175271413	57.7	DOWN_pEhEx_UP_U2AF84
EHI_117910A	57.0183827190532	79.9094940109296	-0.124984519708319	0.576692571311112	-0.48693980032119	46	40	59	68	31	149	49.6628101416829	43.6508650889033	142.52617925523	45.7494914389796	32.11501387776	90.9217091347154	57.67	DOWN_pEhEx_UP_U2AF84
EHI_086250A	18.4063786661142	27.1965263930134	-0.124920304009309	0.576572693060942	-0.563216584846609	38	36	1	51	19	4	41.0257996822598	39.285778580013	2.41569795347848	34.3121185792347	19.6833956024981	2.44085125193867	57.66	DOWN_pEhEx_UP_U2AF84
EHI_152380A	32.1663043839049	48.1970739357822	-0.12486030062739	0.576458509279098	-0.583395369542979	10	15	47	23	32	77	10.7962630742789	16.3690744083387	113.537803813488	15.474092692596	33.1509820673652	46.9863865998194	57.65	DOWN_pEhEx_UP_U2AF84
EHI_189870A	5.06303707513944	7.01160386208879	-0.124853499475222	0.576445541597453	-0.469741441053267	8	7	2	11	6	3	8.63701045942311	7.63890139055808	4.83139590695695	7.40065302689375	6.21580913763098	1.830638438954	57.64	DOWN_pEhEx_UP_U2AF84
EHI_054180A	17.297530042043	24.7138534919374	-0.124801696461049	0.576346789440131	-0.514753933012009	31	29	4	44	19	6	33.4684155302645	31.6468771894549	9.66279181391391	29.602612107575	19.6833956024981	3.661276877908	57.63	DOWN_pEhEx_UP_U2AF84
EHI_140190A	21.4010513784594	32.7530996031651	-0.124721217062286	0.576193441822412	-0.613949768900328	54	38	0	75	4	17	58.299820601106	41.4683218344582	1.20784897673924	50.4589979106392	4.14387275842065	10.3736178207393	57.62	DOWN_pEhEx_UP_U2AF84
EHI_053450A	15.3653942562185	25.3636068109374	-0.124612142604221	0.575985744959683	-0.723075132231091	11	4	24	4	0	68	11.8758893817068	4.36508650889033	57.9767508834835	2.69114655523409	0.517984094802581	41.4944712829573	57.6	DOWN_pEhEx_UP_U2AF84
EHI_129000A	974.254277429099	1137.59506147809	-0.124589682912082	0.575942997271019	-0.22361684144054	900	1446	358	1817	1393	510	971.6636766851	1577.97877296386	864.819867345295	1222.45332271509	1443.10368811999	311.20853462218	57.59	DOWN_pEhEx_UP_U2AF84
EHI_132410A	8.39723573157303	10.9433184216687	-0.124528210248259	0.575826029950017	-0.38206388993605	10	9	5	14	7	14	10.7962630742789	9.82144464500325	12.0784897673924	9.41901294331932	7.25177732723614	8.54297938178534	57.58	DOWN_pEhEx_UP_U2AF84
EHI_122890A	11.4541354623576	16.4178819350969	-0.124501318472583	0.575774877198244	-0.5193994468519	18	21	3	30	12	4	19.433273533702	22.9167041716742	7.24709386043543	20.1835991642557	12.431618275262	2.44085125193867	57.58	DOWN_pEhEx_UP_U2AF84
EHI_038560A	65.2018067356197	93.2834076725618	-0.124485442046124	0.575744681997554	-0.516708549662685	24	36	86	68	63	137	25.9110313782693	39.285778580013	207.750023999149	45.7494914389796	65.2659959451253	83.5991553788994	57.57	DOWN_pEhEx_UP_U2AF84
EHI_187080A	64.3452012465418	90.4974468241072	-0.124369908838471	0.575525050663325	-0.492044531705287	139	106	4	134	89	24	150.068056732476	115.674792485594	9.66279181391391	90.1534096003421	92.2011688748595	14.645107511632	57.55	DOWN_pEhEx_UP_U2AF84
EHI_015220A	8.08223707879496	11.8870147723549	-0.124361414265706	0.575508909217717	-0.556559875231561	15	16	1	16	13	1	16.1943946114183	17.4603460355613	2.41569795347848	10.7645862209364	13.4675864648671	0.610212812984667	57.55	DOWN_pEhEx_UP_U2AF84
EHI_103680A	93.1255889182439	124.054583731978	-0.124298469607868	0.575389330931157	-0.413725493726256	68	83	84	125	76	189	73.4145889050964	90.5755450594744	202.918628092192	84.0983298510654	78.7335824099924	115.330221654102	57.54	DOWN_pEhEx_UP_U2AF84
EHI_106100A	40.3687919765582	54.2734647267391	-0.124285910398785	0.575365477975888	-0.427006595578355	51	59	18	86	47	27	55.0609416788223	64.3850260061324	43.4825631626126	57.859650937533	48.6905049114427	16.475745950586	57.54	DOWN_pEhEx_UP_U2AF84
EHI_050940A	1871.25759629275	2155.25136253502	-0.124208217243011	0.575217966104297	-0.203847964826896	2762	2916	157	3836	2309	1201	2981.92786111583	3182.14806498105	379.264578696121	2580.80954646949	2392.05054979832	732.865588394585	57.52	DOWN_pEhEx_UP_U2AF84
EHI_012590A	37.5241594322745	54.3528146747013	-0.123844099216247	0.57452282501057	-0.534534992708451	68	82	1	93	46	8	73.4145889050964	89.4842734322518	2.41569795347848	62.5691574091926	47.6545367218375	4.88170250387734	57.45	DOWN_pEhEx_UP_U2AF84
EHI_166430A	17.9187285711397	25.7448100601429	-0.123755697254735	0.57435135466465	-0.522813352110834	11	12	21	17	22	32	11.8758893817068	13.095259526671	50.729657023048	11.4373728597449	22.7913001713136	19.5268100155093	57.44	DOWN_pEhEx_UP_U2AF84
EHI_182700A	147.279708685503	196.410138146039	-0.123725259021509	0.57429233870171	-0.41531072128807	220	258	31	317	209	36	237.517787634135	281.548079823426	74.8866365578328	213.273364502302	216.517351627479	21.967661267448	57.43	DOWN_pEhEx_UP_U2AF84
EHI_025480A	26.9024400407785	40.5929064995223	-0.123650607040168	0.574147649919465	-0.593490611792377	65	49	0	89	22	0	70.1757099828127	53.4723097339066	1.20784897673924	59.8780108539585	22.7913001713136	0.305106406492333	57.41	DOWN_pEhEx_UP_U2AF84
EHI_164900A	254.461057323928	324.084959004479	-0.123564159309908	0.573980191416868	-0.348927182391042	366	400	61	531	329	130	395.143228518607	436.508650889033	147.357575162187	357.249705207326	340.833534380099	79.3276656880067	57.4	DOWN_pEhEx_UP_U2AF84
EHI_084710A	4.1754254569512	6.82626121810976	-0.12342747978885	0.573715630985763	-0.70917241342096	8	11	0	18	0	1	8.63701045942311	12.0039878994484	1.20784897673924	12.1101594985534	0.517984094802581	0.610212812984667	57.37	DOWN_pEhEx_UP_U2AF84
EHI_166940A	13.2276705674403	19.6458712640012	-0.123400627063564	0.573663683275597	-0.570667129458789	27	28	0	36	14	3	29.149910300553	30.5556055622323	1.20784897673924	24.2203189971068	14.5035546544723	1.830638438954	57.37	DOWN_pEhEx_UP_U2AF84
EHI_006130A	26.9346939051442	35.9354029920469	-0.123350554831136	0.573566841992293	-0.41594019502951	31	30	17	51	33	22	33.4684155302645	32.7381488166775	41.0668652091341	34.3121185792347	34.1869502569704	13.4246818856627	57.36	DOWN_pEhEx_UP_U2AF84
EHI_050430A	19.0914516576383	25.8072503257677	-0.12323864828281	0.573350531230355	-0.434849630213576	21	14	16	25	19	34	22.6721524559857	15.2778027811162	38.6511672556556	16.8196659702131	19.6833956024981	20.7472356414787	57.34	DOWN_pEhEx_UP_U2AF84
EHI_087790A	31.5741611787012	46.477881750735	-0.12318944417528	0.573255474173652	-0.557799911925321	53	77	0	65	51	1	57.2201942936781	84.0279152961389	1.20784897673924	43.731131522554	52.8343776698633	0.610212812984667	57.33	DOWN_pEhEx_UP_U2AF84
EHI_154330A	52.2760382530244	77.567850296969	-0.122968590299146	0.572828639778667	-0.569309009151309	32	149	15	53	118	5	34.5480418376924	162.599472456165	36.2354693021772	35.6576918568517	122.244246373409	3.05106406492333	57.28	DOWN_pEhEx_UP_U2AF84
EHI_045050A	11.369720116194	15.8240218038967	-0.122945997056067	0.572784079392528	-0.476919578672039	12	9	10	27	8	13	12.9555156891347	9.82144464500325	24.1569795347848	18.1652392478301	8.2877455168413	7.93276656880067	57.28	DOWN_pEhEx_UP_U2AF84
EHI_117860A	5.17870809867396	7.60159158983057	-0.122872523277487	0.572639215208604	-0.553709273413394	10	9	1	15	5	1	10.7962630742789	9.82144464500325	2.41569795347848	10.0917995821278	5.17984094802581	0.610212812984667	57.26	DOWN_pEhEx_UP_U2AF84
EHI_155610A	31.2406161647003	48.8986825764833	-0.122689156436737	0.572277996127597	-0.646372688439456	10	10	50	15	11	114	10.7962630742789	10.9127162722258	120.784897673924	10.0917995821278	11.3956500856568	69.564260680252	57.23	DOWN_pEhEx_UP_U2AF84
EHI_152160A	47.2295041963057	70.4867998349758	-0.122671292119414	0.572242828781821	-0.577664716706949	36	144	7	56	101	5	38.866547067404	157.143114320052	16.9098856743493	37.6760517732773	104.632787150121	3.05106406492333	57.22	DOWN_pEhEx_UP_U2AF84
EHI_110500A	152.002052051623	199.836766868679	-0.122565644869681	0.572034940822902	-0.394731240674036	159	114	123	185	74	407	171.660582881034	124.404965503374	297.130848277853	124.465528179577	76.6616460307821	248.356614884759	57.2	DOWN_pEhEx_UP_U2AF84
EHI_044560A	30.6803844618398	40.5503964414871	-0.122189712182175	0.571296404320838	-0.402399457393545	35	25	23	53	27	47	37.7869207599761	27.2817906805646	55.561052930005	35.6576918568517	27.9711411193394	28.6800022102793	57.13	DOWN_pEhEx_UP_U2AF84
EHI_120290A	8.03044051768788	11.3389790182565	-0.121800368051978	0.570523489761989	-0.49773970783583	4	9	8	13	11	7	4.31850522971155	9.82144464500325	19.3255836278278	8.7462263045108	11.3956500856568	4.27148969089267	57.05	DOWN_pEhEx_UP_U2AF84
