UmasM_1	UmasM_2	UmasM_3	pEhEx_1	pEhEx_2	pEhEx_3
EHI_001635A	189.037271333459	240.852692964217	0	454.009093869544	273.575062192724	31.1610711731697
EHI_001780A	7732.64622062676	4308.94269638641	14928.8321297725	5244.302124442	3249.02954813645	22700.8403496541
EHI_001790A	7.66367316216725	8.80192565649963	31.0048434678557	7.45635373143412	2.60547678278785	17.8063263846684
EHI_001800A	19.1591829054181	4.00087529840892	45.0979541350628	9.94180497524549	1.30273839139393	36.3545830353646
EHI_001810A	619.480247275186	663.345124476199	176.163883340089	701.725734502744	582.324060953085	319.771944658003
EHI_001820A	8.94095202252846	25.6056019098171	45.0979541350628	28.1684474298622	27.3575062192724	26.7094895770026
EHI_001830A	40.8729235315587	86.4189064456327	25.3675992009728	57.9938623555987	50.8067972643631	77.1607476668963
EHI_001840A	154.550742103706	86.4189064456327	514.39853935306	138.3567859055	161.539560532847	296.030176145112
EHI_001850A	153.273463243345	208.845690576946	380.513988014592	194.693680765224	170.658729272604	402.868134453122
EHI_001860A	19.1591829054181	6.40140047745428	40.8700209349007	6.62786998349699	0	28.9352803750861
EHI_001870A	8.94095202252846	8.80192565649963	9.86517746704499	10.7702887231826	3.90821517418178	19.2901869167241
EHI_001910A	21.7137406261405	32.0070023872714	46.5072652017835	18.2266424546167	11.7246455225453	49.7093278238659
EHI_001920A	10.2182308828897	8.00175059681785	15.5024217339278	6.62786998349699	5.2109535655757	15.5805355865848
EHI_001940A	356.360802040777	1587.54731840866	6031.85136556465	1090.28461228526	1629.7257276338	2478.78901879904
EHI_001950A	199.255502216349	281.661621007988	14.0931106672071	280.027506802748	347.831150502178	28.1933501090583
EHI_001990A	40.8729235315587	25.6056019098171	31.0048434678557	44.7381223886047	10.4219071311514	87.5477713912862
EHI_002110A	172.432646148763	137.630110265267	83.149352936522	188.065810781727	115.943716834059	40.0642343655039
EHI_002130A	136.668838058649	164.836062294448	29.595532401135	188.065810781727	153.723130184483	85.3219805932027
EHI_002140A	453.433995428229	259.256719336898	876.591483500283	297.425665509428	302.235306803391	583.157189097889
EHI_002150A	29.3774137883078	31.2068273275896	26.7769102676935	29.8254149257365	26.0547678278785	14.838605320557
EHI_002160A	1719.21734604619	1060.23195407836	728.613821494608	1598.97363351865	1995.79521561549	972.67057876251
EHI_002180A	945.186356667294	458.500309197663	128.247307071585	649.531258382705	390.821517418178	287.127012952778
EHI_002190A	348.69712887861	244.053393202944	23.9582881342521	153.269493368368	459.866652162056	4.4515815961671
EHI_002200A	289.942301301994	161.63536205572	5.63724426688285	209.606388228092	161.539560532847	19.2901869167241
EHI_002210A	19.1591829054181	34.4075275663167	11.2744885337657	22.3690611943024	26.0547678278785	14.838605320557
EHI_002670A	143.055232360455	324.871074230805	1856.06267487118	291.626279273868	367.372226373087	708.543404056596
EHI_002780A	65.1412218784216	88.0192565649963	975.243258170733	38.9387361530448	26.0547678278785	385.803738334482
EHI_002790A	31.9319715090302	44.8098033421799	84.5586640032428	39.767219900982	61.2287043955145	71.2253055386735
EHI_002990A	56.2002698558932	72.8159304310424	9.86517746704499	68.7641510787813	48.2013204815752	16.3224658526127
EHI_003000A	127.727886036121	78.4171558488149	84.5586640032428	82.8483747937124	78.1643034836355	97.9347951156761
EHI_003010A	774.030989378893	993.017249065095	852.633195366031	1015.72107497091	1401.74650913986	894.767900829586
EHI_003020A	6.38639430180604	32.0070023872714	101.470396803891	11.5987724711197	9.11916873975748	40.0642343655039
EHI_003040A	11.4955097432509	20.8045515517264	25.3675992009728	15.7411912108054	15.6328606967271	30.4191409071418
EHI_003240.mRNA	153.273463243345	39.2085779244074	0	61.3077973473472	6.51369195696963	0
EHI_003260A	1475.2570837172	640.940222805109	1913.84442860673	1189.70266203771	1452.55330640423	1732.40717117503
EHI_003890A	62.5866641576992	33.607352506635	47.9165762685042	28.9969311777993	13.0273839139393	47.4835370257823
EHI_003900A	30.654692648669	55.2120791180431	63.4189980024321	31.4823824216107	32.5684597848481	37.0965133013925
EHI_003930A	210.751011959599	120.026258952268	19.73035493409	113.502273467386	211.043619405816	5.93544212822279
EHI_003940A	10665.2784840161	10451.0864545038	598.957203356303	10624.4755835457	12459.3899752915	1379.9902948118
EHI_003950A	19.1591829054181	46.4101534615435	490.440251218808	19.883609950491	11.7246455225453	169.16010065435
EHI_004170A	591.38011234724	876.991865411236	1441.72522125529	941.98602140451	1517.69022597392	1175.95947165414
EHI_004190A	60.0321064369768	28.8063021485442	28.1862213344143	37.2817686571706	32.5684597848481	25.2256290449469
EHI_004200A	94694.9001494593	29372.8260907989	108781.902618038	50971.6341080836	75358.204988573	82842.4496441376
EHI_004230A	300.160532184884	496.908712062388	246.629436676125	530.22959867976	707.386946526901	385.061808068454
EHI_004350A	47.2593178333647	112.02450835545	4.22793320016214	67.1071835829071	95.0999025717565	2.22579079808355
EHI_004370A	316.76515736958	551.32061612075	710.292777627239	272.571153071314	333.501028196845	1022.37990658638
EHI_004380A	481.534130356176	571.324992612794	1047.11812257349	548.456241134376	561.480246690782	681.833914479593
EHI_004400A	93.2413568063682	117.625733773222	491.849562285529	193.03671326935	295.721614846421	281.191570824555
EHI_004430A	117.509655153231	25.6056019098171	16.9117328006486	65.4502160870328	79.4670418750294	16.3224658526127
EHI_004440A	131.559722617204	135.229585086222	33.8234656012971	155.754944612179	126.365623965211	58.6124910162001
EHI_004470A	20.4364617657793	15.2033261339539	4.22793320016214	14.9127074628682	6.51369195696963	6.67737239425064
EHI_004490A	415.115629617393	919.401143574371	18402.7839092391	338.021369158347	696.96503939575	8480.26294069832
EHI_004510A	11.4955097432509	7.20157553713606	5.63724426688285	9.94180497524549	2.60547678278785	5.93544212822279
EHI_004530A	176.264482729847	77.6169807891331	9.86517746704499	90.3047285251465	82.0725186578173	7.41930266027849
EHI_004550A	2829.17267570008	1137.04875980782	2226.71148541873	2119.26142722316	4611.6939055345	1944.59922725899
EHI_004560A	6.38639430180604	16.0035011936357	81.7400418698013	14.0842237149311	16.935599088121	26.7094895770026
EHI_004570A	154.550742103706	110.424158236086	603.185136556465	141.670720897248	113.338240051271	274.514198430304
EHI_004580A	20.4364617657793	52.8115539389978	613.05031402351	20.7120936984281	31.2657213934542	247.062778587274
EHI_004590A	40.8729235315587	93.6204819827688	22.5489770675314	39.767219900982	40.3848901332117	80.1284687310077
EHI_004600A	726.771671545528	735.36087984756	2194.29733088415	749.777791883097	1125.56597016435	1653.76256297608
EHI_004610A	89.4095202252846	116.825558713541	9.86517746704499	114.330757215323	136.787531096362	12.6128145224734
EHI_004620A	2.55455772072242	5.60122541777249	18.3210438673693	10.7702887231826	3.90821517418178	14.838605320557
EHI_004640A	145.609790081178	148.03238604113	33.8234656012971	158.240395855991	119.851932008241	44.515815961671
EHI_004740A	3.83183658108363	7.20157553713606	31.0048434678557	3.3139349917485	0	51.9351186219494
EHI_004750A	364.024475202944	376.082278050439	14.0931106672071	391.87281277426	392.124255809571	43.0319554296153
EHI_004760A	642.471266761688	496.108537002706	291.727390811188	610.592522229661	763.40469735684	448.125880680821
EHI_004770A	415.115629617393	230.450417188354	883.638038833887	344.649239141844	328.290074631269	481.512742652074
EHI_004780A	303.992368765968	199.243589860764	46.5072652017835	251.030575624949	196.713497100483	71.2253055386735
EHI_004790A	5907.41472917059	4125.70260771928	5599.19286808139	5240.15970570231	6300.04286078102	5307.02719289721
EHI_004800A	126.45060717576	100.822057519905	25.3675992009728	136.699818409625	82.0725186578173	50.4512580898937
EHI_004810A	1254.28784087471	788.172433786558	147.977662005675	895.590931520031	930.155211455263	314.578432795808
EHI_004820A	240.128425747907	188.841314084901	598.957203356303	220.376676951275	263.153155061573	349.449155299117
EHI_004830A	181.373598171292	167.236587473493	115.563507471098	175.63855456267	204.529927448846	224.804870606438
EHI_004840A	705.057930919387	977.013747871459	5024.19395285934	1212.07172323201	1946.29115674252	2189.43621504818
EHI_004850A	14.0500674639733	26.4057769694989	312.867056811998	16.5696749587425	7.81643034836355	144.676401875431
EHI_004860A	270.783118396576	567.324117314385	150.796284139116	587.394977287421	561.480246690782	327.933177584309
EHI_004870A	16.6046251846957	24.0052517904535	7.04655533360356	24.8545124381137	14.3301223053332	12.6128145224734
EHI_004880A	166.046251846957	505.710637718888	394.6070986818	392.701296522197	646.158242131387	610.60860894092
EHI_004900A	52.3684332748096	21.6047266114082	62.0096869357114	33.139349917485	54.7150124385449	50.4512580898937
EHI_004930A	37.0410869504751	90.4197817440417	18.3210438673693	86.1623097854609	100.310856137332	37.0965133013925
EHI_004940A	111.123260851425	148.832561100812	18.3210438673693	135.871334661688	151.117653401695	22.2579079808355
EHI_004960A	186.482713612736	151.233086279857	67.6469312025942	189.722778277601	175.86968283818	45.9996764937267
EHI_004970A	851.944999860926	264.057769694989	1252.87753831471	528.572631183885	320.473644282906	552.738048190748
EHI_004980A	15.3273463243345	12.0026258952268	195.894238274179	19.0551262025539	18.238337479515	125.386214958707
EHI_004990A	51.0911544144483	48.8106786405889	219.852526408431	46.395089884479	76.8615650922416	119.450772830484
EHI_005000A	17.8819040450569	30.4066522679078	29.595532401135	30.6538986736736	49.5040588729692	33.3868619712532
EHI_005010A	63.8639430180604	240.852692964217	329.778789612647	164.039782091551	247.520294364846	232.966103532745
EHI_005020A	578.607323743628	1704.3728771222	388.969854414917	1300.71948426129	2096.10607175283	868.058411252584
EHI_005030A	5.10911544144483	14.4031510742721	11.2744885337657	12.4272562190569	31.2657213934542	3.70965133013925
EHI_005040A	5.10911544144483	35.2077026259985	15.5024217339278	12.4272562190569	23.4492910450907	28.9352803750861
EHI_005060A	384.460936968724	520.11378879316	793.442130563761	603.964652246164	1043.49345150653	661.059867030814
EHI_005070A	54.922990995532	198.443414801083	497.486806552412	144.15617214106	200.621712274665	353.158806629256
EHI_005080A	79.1912893423949	48.0105035809071	62.0096869357114	68.7641510787813	75.5588267008477	37.0965133013925
EHI_005100A	28.1001349279466	127.227834489404	125.428684938143	89.4762447772094	112.035501659878	198.837311295464
EHI_005120A	17.8819040450569	10.4022757758632	22.5489770675314	11.5987724711197	11.7246455225453	20.0321171827519
EHI_005130A	112.400539711786	124.027134250677	43.6886430683421	117.644692207072	113.338240051271	125.386214958707
EHI_005140A	346.142571157888	264.057769694989	62.0096869357114	294.111730517679	530.214525297328	76.4188174008685
EHI_005150A	1466.31613169467	2812.61533478147	143.749728805513	2266.73153435597	2277.18670815658	258.933662843719
EHI_005460A	4340.19356750739	1997.23694896573	3335.83929492793	2750.56604315125	3114.84749382288	3355.00866297793
EHI_005657A	16.6046251846957	8.80192565649963	0	9.94180497524549	18.238337479515	0
EHI_005860A	17.8819040450569	84.0183812665874	14.0931106672071	33.139349917485	35.173936567636	39.322304099476
EHI_005870A	367.856311784028	268.85882005308	39.46070986818	313.99534046817	418.17902363745	94.9670740515647
EHI_005890A	26941.643001599	12507.536357886	831.493529365221	16068.4422912405	16028.8931677109	1871.89006118826
EHI_005900A	30.654692648669	36.8080527453621	36.6420877347385	41.4241873968562	44.2931053073935	38.5803738334482
EHI_005910A	581.16188146435	466.50205979448	22.5489770675314	435.782451414927	338.711981762421	14.838605320557
EHI_005920A	17.8819040450569	6.40140047745428	160.661461606161	5.79938623555987	5.2109535655757	118.708842564456
EHI_005940A	109.845981991064	95.2208321021324	59.1910648022699	113.502273467386	49.5040588729692	55.6447699520887
EHI_005950A	162.214415265873	257.656369217535	156.433528405999	256.829961860508	336.106504979633	170.643961186405
EHI_005960A	15.3273463243345	115.225208594177	1151.40714151082	29.8254149257365	67.7423963524841	350.933015831173
EHI_005970A	19478.5026205084	6109.33658067043	49066.5740989483	10514.28724507	10126.185516305	25617.3682254096
EHI_006010A	200.53278107671	149.632736160494	81.7400418698013	169.010684579173	161.539560532847	78.644608198952
EHI_006020A	17.8819040450569	15.2033261339539	46.5072652017835	14.0842237149311	3.90821517418178	45.2577462276988
EHI_006030A	54.922990995532	100.021882460223	35.2327766680178	99.4180497524549	79.4670418750294	49.7093278238659
EHI_006040A	44.7047601126423	43.2094532228164	604.594447623186	27.3399636819251	15.6328606967271	301.965618273335
EHI_006050A	266.951281815493	190.441664204265	545.403382820916	218.719709455401	204.529927448846	442.190438552598
EHI_006060A	26.8228560675854	40.808928043771	36.6420877347385	27.3399636819251	37.7794133504238	46.7416067597545
EHI_006070A	2110.06467731672	1556.34049108107	511.579917219619	2159.85713087208	2466.0837749087	783.478360925409
EHI_006100A	10.2182308828897	4.80105035809071	317.09499001216	4.14241873968562	5.2109535655757	181.772915176823
EHI_006130A	34.4865292297526	39.2085779244074	16.9117328006486	42.2526711447933	42.9903669159995	16.3224658526127
EHI_006150A	72.8048950405889	38.4084028647257	26.7769102676935	43.0811548927305	33.8711981762421	18.5482566506962
EHI_006160A	63.8639430180604	111.224333295768	126.837996004864	135.871334661688	106.824548094302	155.805355865848
EHI_006170A	86.8549625045622	256.856194157853	958.331525370085	207.120936984281	436.417361116965	367.255481683785
EHI_006190A	162.214415265873	111.224333295768	396.01640974852	117.644692207072	119.851932008241	255.965941779608
EHI_006200A	84.3004047838398	0	28.1862213344143	49.7090248762275	0	40.0642343655039
EHI_006550A	86.8549625045622	102.422407639268	7.04655533360356	86.1623097854609	76.8615650922416	7.41930266027849
EHI_006670A	3041.20096652004	1624.35537115402	923.098748702067	2221.99341196737	1882.45697556422	1158.15314526947
EHI_006680A	68.9730584595053	0	5.63724426688285	66.2786998349699	78.1643034836355	10.3870237243899
EHI_006690A	3.83183658108363	15.2033261339539	0	9.94180497524549	10.4219071311514	1.4838605320557
EHI_006700A	29.3774137883078	82.4180311472238	373.467432680989	33.9678336654221	32.5684597848481	228.514521936578
EHI_006710A	10.2182308828897	28.0061270888625	101.470396803891	23.1975449422395	23.4492910450907	79.3865384649799
EHI_006720A	34.4865292297526	34.4075275663167	8.45586640032428	38.1102524051077	44.2931053073935	21.5159777148076
EHI_006730A	106.01414540998	48.0105035809071	5.63724426688285	67.1071835829071	50.8067972643631	5.19351186219494
EHI_006740A	14.0500674639733	20.0043764920446	4.22793320016214	14.9127074628682	7.81643034836355	5.19351186219494
EHI_006750A	11.4955097432509	15.2033261339539	1.40931106672071	9.94180497524549	5.2109535655757	0.741930266027849
EHI_006760A	11.4955097432509	12.0026258952268	8.45586640032428	12.4272562190569	6.51369195696963	5.93544212822279
EHI_006770A	0	74.416280550406	32.4141545345764	0	0	40.0642343655039
EHI_006800A	5.10911544144483	11.202450835545	160.661461606161	8.28483747937124	6.51369195696963	66.7737239425064
EHI_006810A	309.101484207413	1410.70863021899	2445.15470076044	579.11013980805	780.340296444961	2282.91942856769
EHI_006830A	171.155367288402	143.231335683039	18.3210438673693	161.554330847739	102.91633292012	31.1610711731697
EHI_006840A	180.09631931093	569.724642493431	94.4238414702878	431.640032675242	771.221127705204	147.644122939542
EHI_006850A	8.94095202252846	22.40490167109	25.3675992009728	50.5375086241646	136.787531096362	39.322304099476
EHI_006860A	21445.5120654647	10655.9312697823	10028.6575507846	15630.1743885818	18366.0058418716	12815.361485099
EHI_006880A	44.7047601126423	80.8176810278602	87.3772861366842	87.8192772813352	83.3752570492112	107.579888574038
EHI_006885A	194.146386774904	128.028009549086	114.154196404378	86.990793533398	5.2109535655757	258.191732577692
EHI_006900A	160.937136405512	310.467923156532	546.812693887637	293.283246769742	399.940686157935	298.997897209223
EHI_006910A	11.4955097432509	2.40052517904535	87.3772861366842	5.79938623555987	0	54.9028396860608
EHI_006920A	45.9820389730035	32.8071774469532	16.9117328006486	38.9387361530448	31.2657213934542	22.9998382468633
EHI_006930A	195.423665635265	87.2190815053145	380.513988014592	145.813139636934	126.365623965211	275.99805896236
EHI_006940A	63.8639430180604	209.645865636628	559.496493488123	169.010684579173	242.30934079927	467.416067597545
EHI_006960A	5.10911544144483	20.8045515517264	18.3210438673693	20.7120936984281	28.6602446106664	22.2579079808355
EHI_006970A	3.83183658108363	11.202450835545	8.45586640032428	12.4272562190569	16.935599088121	9.64509345836204
EHI_006980A	4723.37722561575	5574.81964080299	1362.80380151893	5971.71085513079	8525.12003328185	2276.24205617344
EHI_007000A	321.874272811025	165.636237354129	111.335574270936	217.062741959527	198.016235491877	109.805679372122
EHI_007020A	20.4364617657793	20.0043764920446	8.45586640032428	26.511479933988	20.8438142623028	5.19351186219494
EHI_007030A	85.577683644201	76.8168057294513	64.8283090691528	115.987724711197	108.127286485696	76.4188174008685
EHI_007140A	11.4955097432509	39.2085779244074	0	37.2817686571706	53.4122740471509	6.67737239425064
EHI_007150A	265.674002955131	148.03238604113	5.63724426688285	186.408843285853	194.108020317695	8.16123292630634
EHI_007260A	7.66367316216725	90.4197817440417	8.45586640032428	14.9127074628682	32.5684597848481	12.6128145224734
EHI_007270A	15.3273463243345	23.2050767307718	4.22793320016214	24.0260286901766	15.6328606967271	12.6128145224734
EHI_007310A	62.5866641576992	44.0096282824981	43.6886430683421	55.5084111117873	69.045134743878	37.0965133013925
EHI_007320A	26.8228560675854	61.6134795954974	4.22793320016214	31.4823824216107	71.6506115266659	2.22579079808355
EHI_007330A	1913.36373282109	1517.13191315666	164.889394806323	1807.75153799881	2304.54421437585	429.577624030125
EHI_007340A	14.0500674639733	11.202450835545	39.46070986818	13.255739966994	19.5410758709089	24.483698778919
EHI_007350A	11739.4700055799	3896.85254065029	3530.32422213539	6107.58218979248	6479.82075879338	4772.09547109113
EHI_007360A	329.537945973192	204.844815278537	19.73035493409	229.489998178583	186.291589969331	70.4833752726457
EHI_007460A	77.9140104820337	161.63536205572	59.1910648022699	147.470107132808	122.457408791029	36.3545830353646
EHI_007480A	210.751011959599	176.838688189674	21.1396660008107	199.664583252847	230.584695276725	13.3547447885013
EHI_007490A	17.8819040450569	43.2094532228164	8.45586640032428	22.3690611943024	36.4766749590299	19.2901869167241
EHI_007500A	181.373598171292	149.632736160494	150.796284139116	164.039782091551	131.576577530786	146.160262407486
EHI_007510A	55806.8679669019	22123.240050082	1977.26342660916	30831.1941957321	20348.7736735731	1459.37683327678
EHI_007620A	14295.3050051626	5237.14576561728	574.998915222051	7347.82236045435	4889.1771829014	484.480463716186
EHI_007630A	266.951281815493	119.226083892586	77.5121086696392	155.754944612179	62.5314427869084	66.7737239425064
EHI_007640A	51.0911544144483	20.0043764920446	7.04655533360356	12.4272562190569	45.5958436987874	2.9677210641114
EHI_007760A	10.2182308828897	6.40140047745428	36.6420877347385	5.79938623555987	9.11916873975748	31.1610711731697
EHI_007770A	1097.18254105028	525.715014210933	446.751608150466	854.995227871112	587.53501451866	492.641696642492
EHI_007920A	38.3183658108363	64.0140047745428	129.656618138306	68.7641510787813	58.6232276127266	100.16058591376
EHI_007930A	62.5866641576992	233.651117427081	240.992192409242	166.525233335362	242.30934079927	213.675916616021
EHI_007940A	220.969242842489	650.542323521291	1025.97845657268	732.379633176418	825.936140143749	526.770488879773
EHI_007950A	11.4955097432509	9.60210071618141	5.63724426688285	10.7702887231826	7.81643034836355	6.67737239425064
EHI_007970A	25.5455772072242	39.2085779244074	31.0048434678557	35.6248011612963	44.2931053073935	64.5479331444229
EHI_007980A	21.7137406261405	28.0061270888625	1.40931106672071	10.7702887231826	41.6876285246056	15.5805355865848
EHI_007990A	86.8549625045622	55.2120791180431	38.0513988014592	76.2205048102154	70.347873135272	45.2577462276988
EHI_008000A	14.0500674639733	12.0026258952268	2.81862213344143	13.255739966994	9.11916873975748	2.22579079808355
EHI_008010A	23696.0774174211	9706.92364899973	29646.2675995369	15556.4393350154	14029.1897369212	20524.0169491284
EHI_008020A	19.1591829054181	12.8028009549086	2.81862213344143	7.45635373143412	18.238337479515	1.4838605320557
EHI_008030A	81.7458470631174	96.0210071618141	1049.93674470693	115.987724711197	127.668362356605	391.739180462704
EHI_008040A	25.5455772072242	160.035011936357	64.8283090691528	43.9096386406676	66.4396579610902	87.5477713912862
EHI_008070A	6.38639430180604	15.2033261339539	1.40931106672071	8.28483747937124	3.90821517418178	11.8708842564456
EHI_008080A	15.3273463243345	16.0035011936357	102.879707870612	15.7411912108054	20.8438142623028	49.7093278238659
EHI_008090A	360.192638621861	446.497683302436	331.188100679367	436.610935162864	449.444745030904	425.867972699985
EHI_008100A	22.9910194865018	23.2050767307718	49.3258873352249	20.7120936984281	16.935599088121	43.7738856956431
EHI_008110A	7.66367316216725	15.2033261339539	116.972818537819	14.0842237149311	20.8438142623028	64.5479331444229
EHI_008120A	53.6457121351708	155.233961578266	159.252150539441	106.874403483889	87.283472223393	179.54712437874
EHI_008130A	116.23237629287	62.4136546551792	39.46070986818	53.0229598679759	10.4219071311514	59.3544212822279
EHI_008150A	29.3774137883078	33.607352506635	11.2744885337657	34.7963174133592	31.2657213934542	25.2256290449469
EHI_008200A	251.623935491158	448.098033421799	1654.53119233012	378.617072807266	465.077605727631	1762.82631208217
EHI_008210A	1754.9811541363	2512.5496874008	112.744885337657	2508.64878875361	2447.84543742919	436.996926690403
EHI_008220A	43.4274812522811	60.8133045358156	19.73035493409	43.0811548927305	27.3575062192724	21.5159777148076
EHI_008230A	145.609790081178	248.854443561035	1013.29465697219	239.431803153829	227.979218493937	440.706578020542
EHI_008240A	26.8228560675854	27.2059520291807	16.9117328006486	28.9969311777993	29.9629830020603	34.1287922372811
EHI_008370A	22.9910194865018	30.4066522679078	11.2744885337657	35.6248011612963	24.7520294364846	19.2901869167241
EHI_008380A	122.618770594676	209.645865636628	62.0096869357114	184.751875789979	293.116138063633	208.482404753826
EHI_008390A	125.173328315398	102.422407639268	15.5024217339278	128.414980930254	126.365623965211	28.1933501090583
EHI_008420A	351.251686599332	188.041139025219	111.335574270936	193.865197017287	75.5588267008477	126.128145224734
EHI_008450A	329.537945973192	136.029760145903	890.68459416749	198.83609950491	238.401125625088	271.546477366193
EHI_008470A	118.786934013592	298.465297261306	15.5024217339278	287.483860534182	441.628314682541	28.1933501090583
EHI_008600A	43.4274812522811	36.8080527453621	1.40931106672071	27.3399636819251	36.4766749590299	0.741930266027849
EHI_008610A	48.5365966937259	44.0096282824981	26.7769102676935	25.6829961860509	15.6328606967271	7.41930266027849
EHI_008620A	23480.2172900201	10911.9872888805	15426.3189363249	16430.489689089	20955.8497639627	18543.063138834
EHI_008630A	410.006514175948	220.848316472173	15.5024217339278	144.15617214106	321.7763826743	7.41930266027849
