pEhEx_mean	CmasM_mean	theta	prob	log2FC	CmasM_1	CmasM_2	CmasM_3	pEhEx_1	pEhEx_2	pEhEx_3	CmasM_1	CmasM_2	CmasM_3	pEhEx_1	pEhEx_2	pEhEx_3	DE	Regulation
EHI_200720A	82.6002102962086	5.15739475173651	0.859900707052177	0.953071764140138	4.00143107460139	0	8	7	13	5	274	0.702946227720328	9.93664466818256	5.43635022606045	11.1187570228646	6.59196774361921	220.054467015204	95.31	UP_pEhEx_DOWN_CmasM
EHI_099720A	319.455230310632	75.0625891614051	0.731651547549943	0.952469757243319	2.08944780088054	37	68	113	105	143	817	52.0180208513043	84.4614796795517	87.758225077833	89.8053451846755	188.530277467509	656.147808581831	95.25	UP_pEhEx_DOWN_CmasM
EHI_174910A	1340.1735023997	549.570908870974	0.945264922937524	0.952392994273683	1.28604224458667	263	466	889	940	1181	2045	369.749715780893	578.809551921634	690.416478709678	803.971661653286	1557.02278104286	1642.37731768647	95.24	UP_pEhEx_DOWN_CmasM
EHI_104360A	1641.02071026302	627.78787300677	0.945095907943402	0.952311663651465	1.38624438056178	286	463	1145	1006	1231	2976	402.085242256028	575.083310171065	889.231572691317	860.420735769367	1622.94245847905	2390.08063444251	95.23	UP_pEhEx_DOWN_CmasM
EHI_014400A	1445.26932614184	586.35646282112	0.73040936280538	0.952170550537091	1.30148847226844	314	377	1073	850	656	3308	441.450231008366	468.264379988103	833.314827508981	726.995651494992	864.86616796284	2656.71597403757	95.22	UP_pEhEx_DOWN_CmasM
EHI_012020A	1103.14930468784	2507.83442132702	-0.991974863799439	0.951758191428352	-1.18481403364904	1566	1796	3930	1752	1336	153	2201.62758522007	2230.77672800698	3052.12234120251	1498.46633108144	1761.37378109505	122.877129391702	95.18	DOWN_pEhEx_UP_CmasM
EHI_169280A	1485.70350597006	669.821082432926	0.86882844251684	0.951699823745395	1.14929854324578	370	640	890	1184	978	2629	520.180208513043	794.931573454605	691.193100170543	1012.66217808244	1289.38889065192	2111.3985174561	95.17	UP_pEhEx_DOWN_CmasM
EHI_141810A	667.769481642919	281.278447913611	0.726232084299739	0.951017298315169	1.24735114608728	142	248	428	537	448	1164	199.636728672573	308.035984713659	332.393985250553	459.290193944483	590.640309828281	934.829925568239	95.1	UP_pEhEx_DOWN_CmasM
EHI_001940A	1838.70499157902	689.084110457727	0.992051067625968	0.950952653066743	1.41593803122298	206	713	1132	1316	1251	3341	289.613845820775	885.60345605177	879.135493700062	1125.5603263146	1649.31032945353	2683.21888429853	95.1	UP_pEhEx_DOWN_CmasM
EHI_158070A	199.342864544927	28.7746818905219	0.724903867863611	0.950610207863066	2.79238008085982	23	11	51	27	23	649	32.3355264751351	13.662886418751	39.6076945041547	23.092803047488	30.3230516206484	521.223901798786	95.06	UP_pEhEx_DOWN_CmasM
EHI_174220A	672.930268190047	282.104942546216	0.723656312758205	0.950213882258996	1.25422507206234	207	232	344	519	418	1246	291.019738276216	288.162695377294	267.157782537828	443.894991912825	551.088503366566	1000.68564197425	95.02	UP_pEhEx_DOWN_CmasM
