pEhEx_mean	CDC5_mean	theta	prob	log2FC	CDC5_1	CDC5_2	CDC5_3	pEhEx_1	pEhEx_2	pEhEx_3	CDC5_1	CDC5_2	CDC5_3	pEhEx_1	pEhEx_2	pEhEx_3	DE	Regulation
EHI_201420A	65.9727350865344	134.73900600424	-0.394910418959226	0.827469326535737	-1.03022573916175	79	64	250	57	54	104	126.814877824871	84.8944960008454	210.395933530678	46.4791809684363	68.4139362992365	74.9237014699474	82.75	DOWN_pEhEx_UP_CDC5
EHI_178890A	561.885749508666	833.228069534856	-0.432980906489945	0.827433919546142	-0.56843462999501	577	566	1081	774	440	619	926.230183606971	750.785699007476	909.752016586652	631.138352097714	557.446888364149	445.940107787475	82.74	DOWN_pEhEx_UP_CDC5
EHI_140380A	25.8565742861899	62.8402294401614	-0.433407210708604	0.827367844568426	-1.28115730169554	27	64	81	46	22	15	43.3417936869813	84.8944960008454	68.1682824639397	37.5095144657556	27.8723444182075	10.806303096627	82.74	DOWN_pEhEx_UP_CDC5
EHI_145840A	6116.50447615256	7667.7355953737	-0.433409554814908	0.827367480491798	-0.326093187773738	5498	5765	8639	8383	6788	3637	8825.67339596382	7647.13702257615	7270.44187908611	6835.7012992702	8599.88517776328	2620.16829082883	82.74	DOWN_pEhEx_UP_CDC5
EHI_004530A	59.0236999076793	168.419493495869	-0.517904028072871	0.82732134689913	-1.51269286670716	110	159	159	109	63	10	176.577677983998	210.9097635021	133.811813725511	88.8812407992905	79.8162590157759	7.20420206441802	82.73	DOWN_pEhEx_UP_CDC5
EHI_193940A	95.0573210837981	33.6643653350791	0.323647969439807	0.827313427601496	1.49757547766127	0	3	125	108	156	0	0.802625809018172	3.97942950003963	105.197966765339	88.065816571774	197.640260420017	0.360210103220901	82.73	UP_pEhEx_DOWN_CDC5
EHI_153240A	50.4888818599381	26.3793636101744	0.323641341784284	0.827308864423871	0.936555966773559	17	30	17	65	48	47	27.2892775066179	39.7942950003963	14.3069234800861	53.0025747885677	60.8123878215436	33.8597497027647	82.73	UP_pEhEx_DOWN_CDC5
EHI_098190A	169.758111230568	100.696437940881	0.323503962513969	0.827214326406088	0.753467859665015	54	59	179	170	138	245	86.6835873739626	78.2621135007793	150.643488407966	138.622118677792	174.835614986938	176.502950578241	82.72	UP_pEhEx_DOWN_CDC5
EHI_164820A	6.10488840304408	18.8895579428448	-0.43459830937381	0.827186595081334	-1.62955211169135	11	17	22	6	10	1	17.6577677983998	22.5501005002246	18.5148421506997	4.89254536509856	12.6692474628216	0.720420206441802	82.72	DOWN_pEhEx_UP_CDC5
EHI_081290A	7.26598798044697	21.7024495779379	-0.517337581018857	0.827161921855732	-1.57862700601129	12	12	39	13	5	6	19.2630194164361	15.9177180001585	32.8217656307858	10.6005149577135	6.33462373141079	4.32252123865081	82.72	DOWN_pEhEx_UP_CDC5
EHI_099670A	5.10150809641792	21.7966961997768	-0.649003723586212	0.827153314243348	-2.09511377579276	16	12	31	9	5	2	25.6840258885815	15.9177180001585	26.0890957578041	7.33881804764784	6.33462373141079	1.4408404128836	82.72	DOWN_pEhEx_UP_CDC5
EHI_101730A	10.7903732307758	40.9462938807123	-0.517299412379803	0.827151221037672	-1.92398810956339	32	19	60	14	0	26	51.368051777163	25.203053500251	50.4950240473628	11.41593918523	0.633462373141079	18.7309253674868	82.72	DOWN_pEhEx_UP_CDC5
EHI_039830A	84.9600101017437	194.379997394967	-0.434910799747711	0.827139093898268	-1.19402392376661	151	149	190	185	35	73	242.392994323488	197.644998501968	159.900909483315	150.853482090539	44.3423661198755	52.5906750702515	82.71	DOWN_pEhEx_UP_CDC5
EHI_075170A	19.752282262232	56.9457959126186	-0.435094150945568	0.827111545451433	-1.52756997927449	49	38	55	44	17	2	78.6573292837809	50.4061070005019	46.2871053767492	35.8786660107228	21.5377206867967	1.4408404128836	82.71	DOWN_pEhEx_UP_CDC5
EHI_100250A	6.53681024876737	14.4962811345659	-0.393774807802323	0.827078946308351	-1.14902411557945	6	10	27	8	4	10	9.63150970821807	13.2647650001321	22.7227608213132	6.52339382013141	5.06769898512863	7.20420206441802	82.71	DOWN_pEhEx_UP_CDC5
EHI_008650A	46375.2130832022	64489.4069346668	-0.516934598085627	0.8270492067133	-0.475708291525351	29027	29769	139444	38432	36775	76660	46595.638716741	39487.8789288932	117353.802221008	31338.3839119113	46591.1575445263	55227.4130258285	82.7	DOWN_pEhEx_UP_CDC5
EHI_084660A	57.1639363429897	142.316089779235	-0.435689930043774	0.827024200927422	-1.31592160752818	104	126	125	96	69	7	166.94616827578	167.136039001664	105.197966765339	78.2807258415769	87.4178074934689	5.04294144509261	82.7	DOWN_pEhEx_UP_CDC5
EHI_103430A	211.692191860298	432.780108144087	-0.435966543148368	0.82698347562363	-1.03166613276606	238	335	623	286	310	12	382.04988509265	444.369627504425	524.30666635845	233.211329069698	392.746671347469	8.64504247730162	82.7	DOWN_pEhEx_UP_CDC5
EHI_123230A	239.297520904888	459.568226891702	-0.436069390660647	0.826968305553946	-0.941473607216576	295	337	604	534	107	179	473.549227320722	447.022580504451	508.316575410118	435.436537493772	135.560947852191	128.955216953083	82.7	DOWN_pEhEx_UP_CDC5
EHI_166910A	44.976716091548	92.3092702765952	-0.436108313340009	0.826962560469004	-1.03729721092748	56	55	149	53	37	56	89.8940906100353	72.9562075007265	125.395976384284	43.2174840583706	46.8762156124398	40.3435315607409	82.7	DOWN_pEhEx_UP_CDC5
EHI_023490A	107.383060142625	243.45454093292	-0.436285871555135	0.826936324759423	-1.18088598640098	142	162	377	110	160	38	227.945729761161	214.88919300214	317.277067764263	89.6966650268069	202.707959405145	27.3759678447885	82.69	DOWN_pEhEx_UP_CDC5
EHI_085700A	7.03918440841527	20.1167831162377	-0.436566811396594	0.826896027123011	-1.51491943506162	17	8	29	13	7	2	27.2892775066179	10.6118120001057	24.4059282895587	10.6005149577135	8.8684732239751	1.4408404128836	82.69	DOWN_pEhEx_UP_CDC5
EHI_186900A	800.797583941478	1335.67518880006	-0.436577239093246	0.826894551089798	-0.738059687450981	561	551	3080	1079	894	487	900.546157718389	730.888551507278	2592.07790109795	879.842741490224	1132.63072317625	350.844640537157	82.69	DOWN_pEhEx_UP_CDC5
EHI_059680A	444.955314625604	845.913244283509	-0.436873298792927	0.826852581354232	-0.926849251767996	274	277	2239	547	456	389	439.838943341958	367.433990503659	1884.30598070075	446.037052451485	577.717684304664	280.243460305861	82.69	DOWN_pEhEx_UP_CDC5
EHI_054540A	4.01971859023987	16.1202313862237	-0.515914074157157	0.826762697813774	-2.00370604131268	9	10	27	10	3	0	14.4472645623271	13.2647650001321	22.7227608213132	8.15424227516426	3.80077423884647	0.360210103220901	82.68	DOWN_pEhEx_UP_CDC5
EHI_169310A	46.6485974541816	184.152665022416	-0.648370482697632	0.826736224542172	-1.98099666530594	116	133	250	98	47	0	186.209187692216	176.421374501757	210.395933530678	79.9115742966098	59.5454630752614	0.360210103220901	82.67	DOWN_pEhEx_UP_CDC5
EHI_127430A	151.459857157292	304.294439588181	-0.438852846250664	0.826576939148412	-1.00653249833076	217	215	368	254	151	69	348.339601113887	285.19244750284	309.702814157158	207.117753789172	191.305636688606	49.7089942444843	82.66	DOWN_pEhEx_UP_CDC5
EHI_135780A	7.75010886890321	23.4182862399387	-0.515111630829862	0.826539264856569	-1.59534702091001	15	11	41	12	3	12	24.0787742705452	14.5912415001453	34.5049330990312	9.78509073019712	3.80077423884647	8.64504247730162	82.65	DOWN_pEhEx_UP_CDC5
EHI_000560A	37.691603583603	93.7023243966472	-0.439370230152375	0.826508056350819	-1.31384166052859	57	57	149	63	41	12	91.4993422280716	75.6091605007529	125.395976384284	51.3717263335349	51.9439145975685	8.64504247730162	82.65	DOWN_pEhEx_UP_CDC5
EHI_176180A	36.3328751730201	14.6376510673244	0.322467397849379	0.826503973786287	1.31159147670621	12	10	15	15	7	110	19.2630194164361	13.2647650001321	12.6237560118407	12.2313634127464	8.8684732239751	79.2462227085982	82.65	UP_pEhEx_DOWN_CDC5
EHI_182620A	25.4503661450413	66.5487241857367	-0.439528216546449	0.826487434421524	-1.38672459633535	38	49	97	38	32	6	60.9995614853811	64.9973485006472	81.6336222099031	30.9861206456242	40.541591881029	4.32252123865081	82.65	DOWN_pEhEx_UP_CDC5
EHI_152000A	9.91921353825311	26.8352374294426	-0.439693486333346	0.826465827413628	-1.43583100893873	14	13	53	16	10	5	22.4735226525088	17.2441945001717	44.6039379085038	13.0467876402628	12.6692474628216	3.60210103220901	82.65	DOWN_pEhEx_UP_CDC5
EHI_048410A	81.975483263717	205.508658150654	-0.392021501209966	0.826423553798544	-1.32593476966269	174	231	50	226	34	21	279.313781538324	306.416071503051	42.0791867061356	184.285875418712	43.0754413735934	15.1288243352778	82.64	DOWN_pEhEx_UP_CDC5
EHI_159750A	293.556517623155	562.393177797637	-0.44019938071048	0.826399468507113	-0.937940805512044	380	578	427	550	301	61	609.995614853811	766.703417007635	359.356254470398	448.483325134034	381.344348630929	43.9456325929499	82.64	DOWN_pEhEx_UP_CDC5
EHI_194310A	111.77482393539	59.1019585617636	0.322300359445723	0.826389810394943	0.919317428050834	42	55	50	85	63	233	67.4205679575265	72.9562075007265	42.0791867061356	69.3110593388962	79.8162590157759	167.85790810094	82.64	UP_pEhEx_DOWN_CDC5
EHI_011950A	784.955007531832	479.80574862044	0.322270028763728	0.82636902425663	0.710159520345302	394	314	513	424	227	2154	632.46913750632	416.513621004148	431.732455604952	345.739872466965	287.59191740605	1551.78512467564	82.64	UP_pEhEx_DOWN_CDC5
EHI_178850A	141.698082996415	284.455971947888	-0.391880438410764	0.826365898593836	-1.0053851292221	170	216	388	227	181	13	272.892775066179	286.518924002853	326.534488839612	185.101299646229	229.31337907707	9.36546268374342	82.64	DOWN_pEhEx_UP_CDC5
EHI_127350A	5.1755676919882	13.0584639150903	-0.440465879423424	0.826364885104185	-1.33519617952678	7	9	21	9	2	7	11.2367613262544	11.9382885001189	17.673258416577	7.33881804764784	2.53384949256432	5.04294144509261	82.64	DOWN_pEhEx_UP_CDC5
EHI_152240A	24.7396169390506	67.867535106962	-0.440539441958056	0.826355706381926	-1.45589845435749	33	39	129	44	27	5	52.9733033951994	51.7325835005152	108.56430170183	35.8786660107228	34.2069681496182	3.60210103220901	82.64	DOWN_pEhEx_UP_CDC5
EHI_185440A	45.3217214894137	93.5406145479584	-0.391404140930425	0.82617175139057	-1.04539024589827	48	48	182	58	32	60	77.0520776657445	63.670872000634	153.168239610334	47.2946051959527	40.541591881029	43.2252123865081	82.62	DOWN_pEhEx_UP_CDC5
EHI_170470A	102.641915841219	39.2581379721413	0.321933313429652	0.826138567259617	1.38655635212878	16	22	82	11	4	368	25.6840258885815	29.1824830002906	69.0098661980624	8.96966650268069	5.06769898512863	265.114635970583	82.61	UP_pEhEx_DOWN_CDC5
EHI_142050A	13.0001572810507	36.2458540234233	-0.44277599843084	0.826082136566681	-1.47928690445379	20	22	62	20	16	3	32.1050323607269	29.1824830002906	52.1781915156082	16.3084845503285	20.2707959405145	2.16126061932541	82.61	DOWN_pEhEx_UP_CDC5
EHI_017720A	1007.26424319807	1918.06342913327	-0.949766285680409	0.826078688657346	-0.929208224120496	1283	1309	2573	1473	829	958	2059.53782594063	1736.35773851729	2165.39494789774	1201.1198871317	1050.28061466791	690.162557771246	82.61	DOWN_pEhEx_UP_CDC5
EHI_196560A	8.9897175727	26.0821664422631	-0.443743553863095	0.825970882302342	-1.5367160111371	15	13	48	14	11	2	24.0787742705452	17.2441945001717	40.3960192378902	11.41593918523	13.9361722091037	1.4408404128836	82.6	DOWN_pEhEx_UP_CDC5
EHI_009870A	7261.60847596921	9374.5668544043	-0.444527654763376	0.825882455014817	-0.368462886806661	7757	8113	6646	10414	7088	5369	12451.9368011079	10761.7038446072	5593.16549697955	8491.82790535606	8979.96260164793	3867.93608838603	82.59	DOWN_pEhEx_UP_CDC5
EHI_052180A	117.36281946184	268.486295766485	-0.444780026532201	0.825855460595945	-1.19387301613421	256	209	158	244	66	85	410.944414217304	277.233588502761	132.970229991389	198.963511514008	83.6170332546224	61.2357175475532	82.59	DOWN_pEhEx_UP_CDC5
EHI_025450A	1269.12111269384	2053.88205646057	-0.444801760465976	0.825853132672752	-0.694523585053654	1741	2329	462	2386	1013	709	2794.74306700128	3089.36376853076	388.811685164693	1945.60220685419	1283.39476798383	510.777926367238	82.59	DOWN_pEhEx_UP_CDC5
EHI_170040A	162.831860858934	81.0593909618824	0.321502726527235	0.825844661276762	1.00633177448763	46	34	161	88	73	406	73.8415744296718	45.1002010004491	135.494981193757	71.7573320214455	92.4855064785975	292.490603815372	82.58	UP_pEhEx_DOWN_CDC5
EHI_059890A	9.55672650277925	30.3205133738299	-0.512552497483467	0.82584097902725	-1.665705743987	12	14	69	14	6	12	19.2630194164361	18.5706710001849	58.0692776544672	11.41593918523	7.60154847769294	8.64504247730162	82.58	DOWN_pEhEx_UP_CDC5
EHI_189110A	8.26533988083848	23.6624416529873	-0.445354853193062	0.82579371947038	-1.51745289729942	8	15	50	14	8	4	12.8420129442908	19.8971475001981	42.0791867061356	11.41593918523	10.1353979702573	2.88168082576721	82.58	DOWN_pEhEx_UP_CDC5
EHI_035460A	41078.471846839	52752.7993570427	-0.446307919022856	0.825694222493403	-0.36086514007254	27389	25578	104427	32925	31316	71040	43966.2365663974	33928.6159173379	87884.0646032325	26847.8426909783	39675.015354572	51178.6514656256	82.57	DOWN_pEhEx_UP_CDC5
EHI_152040A	7.57550433960445	23.3072579346168	-0.511981867290464	0.825689515307896	-1.62136543905849	11	14	44	9	9	5	17.6577677983998	18.5706710001849	37.0296843013994	7.33881804764784	11.4023227165394	3.60210103220901	82.57	DOWN_pEhEx_UP_CDC5
EHI_076270A	12.1921199139827	38.5521902958813	-0.446509525862603	0.82567361744296	-1.66086382998589	19	22	73	10	20	4	30.4997807426905	29.1824830002906	61.435612590958	8.15424227516426	25.3384949256432	2.88168082576721	82.57	DOWN_pEhEx_UP_CDC5
EHI_174990A	19.1005961532711	41.0794209884389	-0.390179938125092	0.82565577872246	-1.10479817985046	21	26	72	31	10	24	33.7102839787632	34.4883890003434	60.5940288568353	25.2781510530092	12.6692474628216	17.2900849546032	82.57	DOWN_pEhEx_UP_CDC5
EHI_153020A	56.7028977726716	111.910357846725	-0.390060633901008	0.825603802277919	-0.980849200563141	66	64	189	81	32	79	105.946606790399	84.8944960008454	159.059325749193	66.0493624288305	40.541591881029	56.9131963089023	82.56	DOWN_pEhEx_UP_CDC5
EHI_015430A	5.65548491971256	14.9524914467522	-0.447784984821373	0.825546552116678	-1.40266325633619	8	14	18	7	7	3	12.8420129442908	18.5706710001849	15.1485072142088	5.70796959261498	8.8684732239751	2.16126061932541	82.55	DOWN_pEhEx_UP_CDC5
EHI_138370A	12.3496639302622	39.3568043544613	-0.448005596643035	0.825525038597306	-1.67214130077116	17	24	77	15	19	1	27.2892775066179	31.835436000317	64.8019475274489	12.2313634127464	24.071570179361	0.720420206441802	82.55	DOWN_pEhEx_UP_CDC5
EHI_140140A	586.766838447523	376.910206088118	0.321010065548661	0.825509468578507	0.63856647709883	305	439	96	855	532	484	489.601743501085	582.323183505799	80.7920384757804	697.187714526544	674.003965022108	348.683379917832	82.55	UP_pEhEx_DOWN_CDC5
EHI_050910A	25.9135733687409	58.6725316445665	-0.389832752117322	0.825504672832486	-1.17897727320549	39	42	76	48	24	10	62.6048131034174	55.7120130005548	63.9603637933262	39.1403629207885	30.4061939107718	7.20420206441802	82.55	DOWN_pEhEx_UP_CDC5
EHI_065650A	137.134227608822	54.8973993697674	0.320985591347083	0.825492727552271	1.32077898942324	23	17	136	33	9	467	36.9207872148359	22.5501005002246	114.455387840689	26.9089995080421	11.4023227165394	336.436236408321	82.55	UP_pEhEx_DOWN_CDC5
EHI_174110A	21.1513237422899	66.9027098831556	-0.511125988495457	0.825465559108531	-1.6613166918411	36	39	119	25	29	8	57.7890582493084	51.7325835005152	100.148464360603	20.3856056879107	36.7408176421826	5.76336165153441	82.55	DOWN_pEhEx_UP_CDC5
EHI_045540A	204.776780951118	422.377128762522	-0.389680117782889	0.825438386359421	-1.04447957494873	300	543	111	292	294	5	481.575485410903	720.276739507173	93.4157944876211	238.103874434796	372.475875406954	3.60210103220901	82.54	DOWN_pEhEx_UP_CDC5
EHI_120650A	6.21292459234591	20.0293164663755	-0.449324287787448	0.825400612794865	-1.68876873844467	14	11	30	8	0	15	22.4735226525088	14.5912415001453	25.2475120236814	6.52339382013141	0.633462373141079	10.806303096627	82.54	DOWN_pEhEx_UP_CDC5
EHI_044860A	41.4118267147915	23.3915028449496	0.320845933035984	0.825397252830642	0.824058288573525	16	20	24	55	24	61	25.6840258885815	26.5295300002642	20.1980096189451	44.8483325134034	30.4061939107718	43.9456325929499	82.54	UP_pEhEx_DOWN_CDC5
EHI_079960A	5.67717021805267	20.3509368177801	-0.510819251635043	0.825386606958945	-1.84185130425952	11	18	26	5	9	2	17.6577677983998	23.8765770002378	21.8811770871905	4.07712113758213	11.4023227165394	1.4408404128836	82.54	DOWN_pEhEx_UP_CDC5
EHI_114330A	1055.68156566392	1820.17165255542	-0.645755816365489	0.825359643503454	-0.785899783433454	1058	1463	2412	1819	1065	411	1698.35621188245	1940.63511951932	2029.89996670398	1483.25666985238	1349.2748547905	296.092704847581	82.54	DOWN_pEhEx_UP_CDC5
EHI_100810A	50.953883237076	176.243021234593	-0.510699695747871	0.82535591693501	-1.79030212700836	144	184	77	141	24	8	231.156232997234	244.07167600243	64.8019475274489	114.974816079816	30.4061939107718	5.76336165153441	82.54	DOWN_pEhEx_UP_CDC5
EHI_027570A	8129.24699414753	10797.4337153924	-0.45020812387912	0.825320077892832	-0.409494832101568	6187	5991	18916	6686	4080	17215	9931.69176079086	7946.92071157914	15919.3979146652	5451.92638517483	5169.0529648312	12402.0338538956	82.53	DOWN_pEhEx_UP_CDC5
EHI_153540A	8129.24699414753	10797.4337153924	-0.45020812387912	0.825320077892832	-0.409494832101568	6187	5991	18916	6686	4080	17215	9931.69176079086	7946.92071157914	15919.3979146652	5451.92638517483	5169.0529648312	12402.0338538956	82.53	DOWN_pEhEx_UP_CDC5
EHI_073680A	30.7873310050464	75.4842892350631	-0.38940783182932	0.825318591488888	-1.29383959972296	49	56	97	43	44	2	78.6573292837809	74.2826840007397	81.6336222099031	35.0632417832063	55.7446888364149	1.4408404128836	82.53	DOWN_pEhEx_UP_CDC5
EHI_068200A	39755.6867751316	58942.036735911	-0.645662785663614	0.825317169162918	-0.568135670826436	28463	27172	123467	33719	33190	62300	45690.2768041685	36043.0194583589	103907.818900929	27495.2895276264	42049.2323291048	44882.1788613243	82.53	DOWN_pEhEx_UP_CDC5
EHI_085950A	8.67617280730786	27.6793332989317	-0.450473683080009	0.825296405156396	-1.6736785005458	19	22	31	22	5	2	30.4997807426905	29.1824830002906	26.0890957578041	17.9393330053614	6.33462373141079	1.4408404128836	82.53	DOWN_pEhEx_UP_CDC5
EHI_001850A	264.010643830673	155.63223322092	0.320643423304182	0.825258978194117	0.762455204362515	112	124	163	235	131	543	179.788181220071	164.483086001638	137.178148662002	191.62469346636	165.967141762963	391.188172097898	82.53	UP_pEhEx_DOWN_CDC5
EHI_102280A	264.010643830673	155.63223322092	0.320643423304182	0.825258978194117	0.762455204362515	112	124	163	235	131	543	179.788181220071	164.483086001638	137.178148662002	191.62469346636	165.967141762963	391.188172097898	82.53	UP_pEhEx_DOWN_CDC5
EHI_146980A	129.314156808926	269.728197985786	-0.451399144403789	0.82521462784234	-1.06062612759273	185	197	331	238	108	70	296.971549336724	261.315870502602	278.564215994618	194.070966148909	136.827872598473	50.4294144509261	82.52	DOWN_pEhEx_UP_CDC5
EHI_021370A	67.2920506910773	160.575253517889	-0.452098007401088	0.825154494050733	-1.25474158186164	74	83	329	116	54	48	118.788619734689	110.097549501096	276.881048526372	94.5892103919055	68.4139362992365	34.5801699092065	82.52	DOWN_pEhEx_UP_CDC5
EHI_177620A	3520.44507615085	4905.4741707562	-0.452236832466397	0.825142497130005	-0.478634761624659	2185	2338	10534	3297	3222	4750	3507.47478540941	3101.30205703088	8865.24305524865	2688.45367812166	4082.03153252111	3421.99598059856	82.51	DOWN_pEhEx_UP_CDC5
EHI_181200A	27.8902703693178	11.2631027657483	0.320316320406258	0.825036047892258	1.30815760337863	7	6	19	15	4	83	11.2367613262544	7.95885900007925	15.9900909483315	12.2313634127464	5.06769898512863	59.7948771346695	82.5	UP_pEhEx_DOWN_CDC5
EHI_049430A	21.3431640391051	52.7315715020344	-0.453760885434514	0.8250144168592	-1.30489292662595	36	27	84	31	9	34	57.7890582493084	35.8148655003566	70.6930336663079	25.2781510530092	11.4023227165394	24.4942870190213	82.5	DOWN_pEhEx_UP_CDC5
EHI_131140A	15.5931269836546	51.2713906480506	-0.509301584225537	0.825005142990134	-1.71724375950817	35	37	64	34	13	3	56.183806631272	49.0796305004887	53.8613589838536	27.7244237355585	16.470021701668	2.16126061932541	82.5	DOWN_pEhEx_UP_CDC5
EHI_188940A	12740.6300113825	17280.2941278745	-0.45420458895177	0.824978123792548	-0.439691154639985	6427	8906	38661	16353	11391	13047	10316.9521491196	11813.5997091176	32536.4687449182	13334.6323925761	14431.5397849001	9399.32243344619	82.5	DOWN_pEhEx_UP_CDC5
EHI_126260A	162.79724673546	350.707090680002	-0.454210244908407	0.824977661469246	-1.10719029902006	289	320	224	336	102	104	463.917717612504	424.472480004227	188.514756443488	273.982540445519	129.22632412078	74.9237014699474	82.5	DOWN_pEhEx_UP_CDC5
EHI_094070A	12.2222125337866	5.52067340880761	0.320216759227229	0.824968296066801	1.1465893115603	5	6	1	10	8	23	8.02625809018172	7.95885900007925	0.841583734122713	8.15424227516426	10.1353979702573	16.5696647481614	82.5	UP_pEhEx_DOWN_CDC5
EHI_192040A	47.5903485726371	20.0649393823265	0.320179092649918	0.824942676192127	1.24599222383437	7	6	53	8	48	95	11.2367613262544	7.95885900007925	44.6039379085038	6.52339382013141	60.8123878215436	68.4399196119712	82.49	UP_pEhEx_DOWN_CDC5
EHI_048560A	17542.6156486303	20206.8516606778	-0.455044256759978	0.824909189593972	-0.203980686032483	15084	15082	21704	21342	16535	17839	24213.6154064602	20005.9185731992	18265.7333653994	17402.7838636556	20948.6006797755	12851.5760627153	82.49	DOWN_pEhEx_UP_CDC5
EHI_027650A	67.858808734885	33.2551080115872	0.320067671667544	0.824866930206199	1.02896014691656	26	42	5	68	57	95	41.7365420689449	55.7120130005548	4.20791867061356	55.448847471117	72.214710538083	68.4399196119712	82.49	UP_pEhEx_DOWN_CDC5
EHI_198660A	42.8682177863948	108.210931623808	-0.457007430555419	0.824750807847131	-1.33586590508957	72	41	200	48	20	80	115.578116498617	54.3855365005416	168.316746824543	39.1403629207885	25.3384949256432	57.6336165153441	82.48	DOWN_pEhEx_UP_CDC5
EHI_133550A	13.5759946571826	33.6267369205226	-0.457524169599849	0.824709205084055	-1.30855088684191	18	19	61	21	11	12	28.8945291246542	25.203053500251	51.3366077814855	17.123908777845	13.9361722091037	8.64504247730162	82.47	DOWN_pEhEx_UP_CDC5
EHI_188720A	2254.91648338177	3271.99229372084	-0.458182236470679	0.824656265597294	-0.537095349854474	1431	1516	7153	2783	1565	3134	2297.11506541001	2010.93837402002	6019.84845017976	2269.32562517821	1982.73722793158	2257.79692698861	82.47	DOWN_pEhEx_UP_CDC5
EHI_124830A	53.3677938633778	141.781180677334	-0.507676207906248	0.824616774013694	-1.4096247701463	105	87	185	103	42	28	168.551419893816	115.403455501149	155.692990812702	83.9886954341919	53.2108393438506	20.1717657803704	82.46	DOWN_pEhEx_UP_CDC5
EHI_103280A	19.657829749217	48.2252068394485	-0.459035451290937	0.824587474024319	-1.29468337105114	34	22	79	16	18	29	54.5785550132357	29.1824830002906	66.4851149956943	13.0467876402628	22.8046454330788	20.8921859868123	82.46	DOWN_pEhEx_UP_CDC5
EHI_015230A	27.0906113165851	62.9347408941037	-0.387728688290093	0.82452260492857	-1.21606367645811	48	43	72	34	36	10	77.0520776657445	57.038489500568	60.5940288568353	27.7244237355585	45.6092908661577	7.20420206441802	82.45	DOWN_pEhEx_UP_CDC5
EHI_086510A	5762.21084846924	8307.94280949927	-0.6361099728132	0.8245221812827	-0.527868832971119	6973	6794	6335	8753	5158	4489	11193.4195325674	9012.08134108974	5331.43295566738	7137.40826345128	6534.79784132337	3233.96630671725	82.45	DOWN_pEhEx_UP_CDC5
EHI_057550A	286.330678847297	730.295168345566	-0.63613619911522	0.824517361810242	-1.35079742978053	738	640	225	341	156	478	1184.67569411082	848.944960008454	189.35634017761	278.059661583101	197.640260420017	344.360858679181	82.45	DOWN_pEhEx_UP_CDC5
EHI_077000A	4.63370690958776	15.6192579746138	-0.459959828582886	0.82451260085377	-1.75308721776578	9	7	30	10	0	7	14.4472645623271	9.28533550009246	25.2475120236814	8.15424227516426	0.633462373141079	5.04294144509261	82.45	DOWN_pEhEx_UP_CDC5
EHI_118090A	11.7772585812787	43.2367099977208	-0.460429786726968	0.824474281056143	-1.87625298963758	25	12	95	6	21	5	40.1312904509086	15.9177180001585	79.9504547416577	4.89254536509856	26.6054196719253	3.60210103220901	82.45	DOWN_pEhEx_UP_CDC5
EHI_092490A	251.741220149806	167.087647665806	0.319484016454597	0.824470305486398	0.591336380139363	102	132	215	281	224	303	163.735665039707	175.094898001744	180.940502836383	229.134207932116	283.791143167203	218.287322551866	82.45	UP_pEhEx_DOWN_CDC5
EHI_045190A	34.9497720634036	14.0592127173585	0.319456572022925	0.824451614988296	1.31376723745034	8	4	31	13	12	99	12.8420129442908	5.30590600005284	26.0890957578041	10.6005149577135	15.2030969553859	71.3216004377384	82.45	UP_pEhEx_DOWN_CDC5
EHI_052790A	4.79602014349508	14.0020876949328	-0.506934032732242	0.824448239264156	-1.5457323240945	7	10	23	9	3	4	11.2367613262544	13.2647650001321	19.3564258848224	7.33881804764784	3.80077423884647	2.88168082576721	82.44	DOWN_pEhEx_UP_CDC5
EHI_031260A	29.0775804076587	80.9654808329615	-0.506771426040776	0.824412036118161	-1.47739972907478	47	55	124	58	18	21	75.4468260477082	72.9562075007265	104.356383031216	47.2946051959527	22.8046454330788	15.1288243352778	82.44	DOWN_pEhEx_UP_CDC5
EHI_165330A	16.5891464796206	6.3286011971905	0.319383918487916	0.824402153154093	1.3902810978581	4	0	16	5	9	43	6.42100647214538	0.663238250006605	13.4653397459634	4.07712113758213	11.4023227165394	30.9780688769975	82.44	UP_pEhEx_DOWN_CDC5
EHI_199700A	12.1664062094079	34.2846997578296	-0.461393707205543	0.824395220939672	-1.4946618095886	19	29	45	16	16	4	30.4997807426905	38.4678185003831	37.8712680355221	13.0467876402628	20.2707959405145	2.88168082576721	82.44	DOWN_pEhEx_UP_CDC5
EHI_189540A	244.637423604656	492.396151316205	-0.46199107909705	0.824345769705998	-1.0091743672534	326	461	462	424	279	42	523.312027479848	611.505666506089	388.811685164693	345.739872466965	353.472004212722	30.2576486705557	82.43	DOWN_pEhEx_UP_CDC5
EHI_048210A	281.431916109563	437.876941215815	-0.387267691659966	0.824294704474096	-0.637739530522411	287	309	583	361	243	302	460.707214376431	409.881238504082	490.643316993541	294.36814613343	307.862713346564	217.566902345424	82.43	DOWN_pEhEx_UP_CDC5
EHI_054940A	23.0897716878706	67.0255750763641	-0.463912488842482	0.824183899540402	-1.53745778473349	54	62	44	38	27	5	86.6835873739626	82.241543000819	37.0296843013994	30.9861206456242	34.2069681496182	3.60210103220901	82.42	DOWN_pEhEx_UP_CDC5
