"U2AF84_1","U2AF84_2","U2AF84_3","pEhEx_1","pEhEx_2","pEhEx_3"
59.6199571849075,70.3783785133705,610.618502566156,140.16143158217,346.926283467558,381.749395478831
118.229406620918,206.995230921678,91.9464154443247,282.698480648783,273.392995123891,30.9526536874728
689.166284747574,871.449922180264,11090.1522628232,940.744523839649,1549.85546201268,1693.79799345337
426.434270034423,406.745628761097,1607.88347007768,260.130114546569,262.080181532557,525.621915396529
104.082298136364,109.707472388489,422.01047088549,87.3039425533007,53.7358645588337,40.1238103356129
40.4203099558695,35.1891892566853,108.449618216383,43.9489234622058,66.934147082056,49.294966983753
15.157616233451,19.6645469375594,44.7944075241582,14.8476092777722,11.3128135913334,64.7712938274894
74.7775734183585,94.1828300693635,2.35760039600833,106.90278679996,92.3879776625562,25.2206807823853
15.157616233451,15.5246423191258,134.383222572475,22.5683661022138,19.7974237848335,52.1609534362968
18.1891394801413,23.804451555993,28.2912047520999,20.7866529888811,11.3128135913334,8.59795935763134
285.973692937776,223.554849395412,117.880019800416,323.677882255435,221.542599496946,241.889256594695
21.2206627268315,17.5945946283426,7.07280118802498,20.1927486177702,17.9119548529446,9.17115664814009
9201.68356145368,9701.86647329905,1268.38901305248,7464.19013612166,9713.93593709163,6159.57808380709
14.1471084845543,10.3497615460839,9.4304015840333,13.6598005355505,16.0264859210557,10.3175512291576
33.3467557135923,14.4896661645175,63.6552106922248,26.1317923288791,10.370079125389,60.7589127939281
280.921154193293,300.143084836433,49.5096083161748,230.434895991025,212.115254837502,98.0167366769973
23.2416782246249,53.8187600396363,30.6488051481082,37.415975379986,38.6521131037225,6.87836748610507
56.5884339382172,44.5039746481608,58.9400099002081,39.7915928644296,38.6521131037225,108.334287906155
131.366007356576,135.581876253699,115.522419404408,111.060117397736,94.2734465944451,141.579730755663
10733.6133087811,10476.0286369461,811.014536226864,8308.12824747023,9274.62167596151,5181.70350619915
1131.76867876434,1296.82512172431,11773.8563776656,1159.30133240846,2148.4918478874,3052.84876924963
3.03152324669021,9.31478539147551,136.740822968483,14.8476092777722,26.3965650464446,45.8557832407005
69.7250346738748,54.8537361942447,16.5032027720583,61.1721502244216,49.9649266950559,38.9774157545954
20.2101549779347,15.5246423191258,9.4304015840333,19.5988442466593,8.48461019350006,14.9031295532277
16.1681239823478,4.13990461843356,68.3704114842415,6.53294808221978,9.42734465944451,78.5280287996996
