"EhMyb10_1","EhMyb10_2","EhMyb10_3","pEhEx_1","pEhEx_2","pEhEx_3"
69.9280530790305,61.1938432303758,501.737158925797,139.508688821314,345.557782116408,365.636675248812
216.059753744184,28.7971026966474,65.8530021090109,281.381931690446,272.314556559126,29.6462169120658
850.791312461538,488.650836383736,12364.6851102776,936.363402936274,1543.74183097656,1622.30686991027
413.292723967091,616.437979600109,1843.88405905231,258.918668236167,261.046368011852,503.436683488229
81.5827285922023,77.39221349724,517.416445142228,86.8973612573436,53.5238955995523,38.4302811823076
35.8605400405285,48.5951108005925,59.5812876224384,43.7442498846492,66.6701155713722,47.2143454525493
12.551189014185,23.397645941026,47.0378586492935,14.778462798868,11.2681885472742,62.0374539085822
103.995566117533,68.3931189045376,9.4075717298587,106.404932151849,92.0235398027391,24.1561767431648
17.033756519251,10.7989135112428,144.249433191167,22.4632634542793,19.7193299577298,49.9593655369999
18.8267835212774,19.7980081039451,25.0868579462899,20.6898479184151,11.2681885472742,8.23506025335162
203.508564729999,298.769940477717,185.015577353888,322.170489015321,220.668692384119,231.679695127626
21.5163240243171,16.1983702668642,12.5434289731449,20.0987094064604,17.8412985331841,8.78406427024173
10837.0552002477,8128.88214558801,1063.05560547403,7429.4288182469,9675.61789925943,5899.5971655011
14.3442160162114,21.5978270224856,0,13.5961857749585,15.9632671086384,9.88207230402195
18.8267835212774,35.0964689115391,43.9020014060073,26.0100945260076,10.3291728350013,58.1944257903515
225.921402255329,181.781710772587,50.1737158925797,229.361742638431,211.278535261391,93.8796868882085
59.169891066872,41.3958351264307,3.13585724328623,37.2417262531473,38.4996442031868,6.5880482026813
34.9640265395153,64.7934810674567,31.3585724328623,39.6062803009661,38.4996442031868,103.76175919223
160.475916681365,172.782616179885,72.1247165955834,110.542901735532,93.9015712272848,135.603992171857
11321.1724907948,12261.2663825569,752.605738388696,8269.43664373455,9238.03657734028,4962.99631268658
1613.72430182378,1212.178041637,8426.04841271011,1153.90237533561,2140.01680826982,2923.99539395672
8.0686215091189,1.79981891854046,59.5812876224384,14.778462798868,26.2924399436397,43.9203213512087
4.48256750506606,7.19927567416186,677.345164549826,1.18227702390944,0,116.937855597593
47.5152155537002,57.5942053932949,43.9020014060073,60.887266731336,49.7678327504609,37.3322731485274
20.6198105233039,18.8980986446749,6.27171448657247,19.5075708945057,8.45114141045563,14.2741044391428
8.96513501013212,29.6970121559177,112.890860758304,6.5025236315019,9.39015712272848,75.2135503139448
15.2407295172246,0,0,108.769486199668,279.826682257309,0
70.8245665800437,59.3940243118353,6.27171448657247,46.6999424444227,48.8288170381881,21.4111566587142
20.6198105233039,26.0973743188367,0,27.192371549917,24.414408519094,7.68605623646152
133.580511650969,110.688863490239,112.890860758304,128.868195606129,100.474681213195,118.035863631373
847.205258457485,403.159437753064,1125.77275033976,541.482876950522,784.078119747828,1513.60407456603
97.7199716104401,157.484155372291,78.3964310821558,73.3011754823851,74.182241269555,24.7051807600549
25.1023780283699,30.5969216151879,3.13585724328623,16.5518783347321,27.2314556559126,1.09800803378022
53.7908100607927,71.9927567416186,200.694863570319,41.970834348785,37.5606284909139,167.995229168373
209.784159237092,264.573381025448,263.412008436044,203.351648112423,198.132315289571,306.34424142468
14.3442160162114,16.1983702668642,34.4944296761486,15.9607398227774,32.8655499295497,61.4884498916921
0,7.19927567416186,185.015577353888,3.54683107172831,1.8780314245457,31.8422329796263
526.253425094755,401.359618834524,326.129153301768,457.541208252952,463.873761862787,662.647848386361
2.68954050303963,2.6997283778107,68.9888593522971,13.0050472630038,15.0242513963656,12.0780883715824
