baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,UmasM_1,UmasM_2,UmasM_3,pEhEx_1,pEhEx_2,pEhEx_3,UmasM_1.1,UmasM_2.1,UmasM_3.1,pEhEx_1.1,pEhEx_2.1,pEhEx_3.1,Certeza,DE,
EHI_012930A,27.88882412,-0.493086265,0.801114351,-0.615500478,0.538224254,0.999887746,21,55,4,40,33,42,25.19794445,37.27407595,6.24433985,29.67032142,38.78343177,30.16283131,0.01,UP_pEhEx_DOWN_UmasM
EHI_012980A,386.7149699,-0.511964188,0.650861571,-0.786594586,0.43151923,0.999887746,303,439,189,603,584,321,363.5703413,297.5148971,295.0450579,447.2800954,686.3492169,230.5302107,0.01,UP_pEhEx_DOWN_UmasM
EHI_013000A,84.03807847,0.226166969,0.920040265,0.245822903,0.805819327,0.999887746,15,94,122,90,82,96,17.99853175,63.70478435,190.4523654,66.75822319,96.37095168,68.94361441,0.01,DOWN_pEhEx_UP_UmasM
EHI_013030A,60.20687337,0.74652257,0.733229024,1.018130141,0.308616113,0.999887746,33,124,66,45,25,100,39.59676984,84.03609851,103.0316075,33.37911159,29.38138771,71.81626501,0.01,DOWN_pEhEx_UP_UmasM
EHI_013040A,37.92409642,0.016993146,0.618108262,0.027492183,0.978067174,0.999887746,35,65,18,66,31,39,41.99657408,44.05118067,28.09952933,48.95603034,36.43292076,28.00834336,0.01,DOWN_pEhEx_UP_UmasM
EHI_013050A,143.519649,0.096107541,0.572604468,0.167842807,0.866706945,0.999887746,146,243,67,215,129,147,175.185709,164.6836447,104.5926925,159.4779776,151.6079606,105.5699096,0.01,DOWN_pEhEx_UP_UmasM
EHI_013070A,16.0613429,1.289311958,0.808136238,1.595414112,0.110619662,0.999887746,15,15,26,11,8,14,17.99853175,10.16565708,40.58820903,8.15933839,9.402044067,10.0542771,0.01,DOWN_pEhEx_UP_UmasM
EHI_013080A,18.69823139,0.471908532,0.707599539,0.666914697,0.504826623,0.999887746,25,18,15,26,11,20,29.99755291,12.19878849,23.41627444,19.28570892,12.92781059,14.363253,0.01,DOWN_pEhEx_UP_UmasM
EHI_013100A,19.31605804,3.24651218,1.537454721,2.111614823,0.0347195,0.999887746,12,21,49,0,0,15,14.3988254,14.23191991,76.49316316,0,0,10.77243975,0.01,DOWN_pEhEx_UP_UmasM
EHI_013110A,11.28478411,0.229385938,0.869477433,0.263820462,0.791918267,0.999887746,14,22,3,24,6,9,16.79862963,14.90963038,4.683254888,17.80219285,7.05153305,6.463463851,0.01,DOWN_pEhEx_UP_UmasM
EHI_013120A,63.07084431,0.224641476,0.764661145,0.293779117,0.768926693,0.999887746,68,50,57,43,39,134,81.59334392,33.88552359,88.98184286,31.89559552,45.83496482,96.23379512,0.01,DOWN_pEhEx_UP_UmasM
EHI_013160A,22.02729081,-0.025181547,0.825900399,-0.030489811,0.975676419,0.999887746,19,53,4,23,17,42,22.79814021,35.91865501,6.24433985,17.06043481,19.97934364,30.16283131,0.01,UP_pEhEx_DOWN_UmasM
EHI_013170A,594.2962575,0.379083278,0.788902886,0.480519573,0.630857989,0.999887746,1004,819,164,1018,347,539,1204.701725,555.0448765,256.0179339,755.1096801,407.8136614,387.0896684,0.01,DOWN_pEhEx_UP_UmasM
EHI_013180A,49.69014113,-0.335992093,1.182949002,-0.284029229,0.776387981,0.999887746,47,106,2,115,62,12,56.39539948,71.83731002,3.122169925,85.30217407,72.86584152,8.617951802,0.01,UP_pEhEx_DOWN_UmasM
EHI_013190A,7.445849122,0.172599764,0.836142887,0.206423766,0.836459908,0.999887746,9,10,4,15,4,7,10.79911905,6.777104719,6.24433985,11.12637053,4.701022033,5.027138551,0.01,DOWN_pEhEx_UP_UmasM
EHI_013200A,13.05910176,0.907964751,0.759501927,1.195473926,0.231901918,0.999887746,14,30,9,20,5,9,16.79862963,20.33131416,14.04976466,14.83516071,5.876277542,6.463463851,0.01,DOWN_pEhEx_UP_UmasM
EHI_013220A,1792.034777,-0.016335747,0.879185305,-0.018580551,0.985175718,0.999887746,370,1887,2321,1690,1738,2938,443.9637831,1278.83966,3623.278198,1253.57108,2042.594073,2109.961866,0.01,UP_pEhEx_DOWN_UmasM
EHI_013250A,45.43552031,0.591981665,0.689381733,0.858713883,0.390498389,0.999887746,75,56,23,55,34,39,89.99265874,37.95178642,35.90495414,40.79669195,39.95868728,28.00834336,0.01,DOWN_pEhEx_UP_UmasM
EHI_013260A,694.3692047,0.543719582,0.66427632,0.818514171,0.413063654,0.999887746,672,647,786,723,356,1030,806.3342223,438.4786753,1227.012781,536.2910596,418.390961,739.7075296,0.01,DOWN_pEhEx_UP_UmasM
EHI_013330A,27.08810436,-0.301489687,1.001199493,-0.301128486,0.76331652,0.999887746,34,42,2,49,36,16,40.79667196,28.46383982,3.122169925,36.34614374,42.3091983,11.4906024,0.01,UP_pEhEx_DOWN_UmasM
EHI_013340A,177.6350897,0.75356905,1.099330038,0.685480269,0.493040908,0.999887746,27,90,369,136,106,238,32.39735715,60.99394247,576.0403512,100.8790928,124.5770839,170.9227107,0.01,DOWN_pEhEx_UP_UmasM
EHI_013550A,48.71882575,-0.852577698,1.842147648,-0.462817244,0.64349537,0.999887746,42,79,0,67,118,0,50.39588889,53.53912728,0,49.69778837,138.68015,0,0.01,UP_pEhEx_DOWN_UmasM
EHI_013650A,109.2418971,0.106470233,0.806137653,0.132074507,0.89492536,0.999887746,145,198,20,174,98,100,173.9858069,134.1866734,31.22169925,129.0658982,115.1750398,71.81626501,0.01,DOWN_pEhEx_UP_UmasM
EHI_013760A,28.8556262,0.448667731,1.276944452,0.351360414,0.725317977,0.999887746,57,44,1,57,24,4,68.39442064,29.81926076,1.561084963,42.28020802,28.2061322,2.872650601,0.01,DOWN_pEhEx_UP_UmasM
EHI_013870A,70.42809697,0.535530977,0.733106921,0.73049505,0.465087638,0.999887746,34,93,94,65,43,102,40.79667196,63.02707388,146.7419865,48.2142723,50.53598686,73.25259031,0.01,DOWN_pEhEx_UP_UmasM
EHI_013890A,9063.278303,-0.017953877,0.650868054,-0.027584511,0.977993535,0.999887746,12412,8796,3950,11585,9011,11384,14893.18507,5961.14131,6166.285602,8593.26684,10590.22739,8175.563609,0.01,UP_pEhEx_DOWN_UmasM
EHI_013895A,9808.398625,-0.236922413,0.695836948,-0.340485531,0.733490917,0.999887746,11423,6567,5674,10547,12775,12530,13706.48188,4450.524669,8857.596077,7823.322,15013.88912,8998.578006,0.01,UP_pEhEx_DOWN_UmasM
EHI_013900A,17912.8263,0.270330867,1.043229826,0.259128775,0.795535883,0.999887746,34533,21259,1867,30971,17307,7527,41436.21979,14407.44692,2914.545625,22972.98812,20340.14708,5405.610268,0.01,DOWN_pEhEx_UP_UmasM
EHI_013910A,601.8221266,-0.433603706,1.128816601,-0.384122368,0.700887753,0.999887746,640,1050,36,1252,879,158,767.9373546,711.5959954,56.19905865,928.6810604,1033.049592,113.4696987,0.01,UP_pEhEx_DOWN_UmasM
EHI_013920A,117.8968417,0.033837115,0.573733022,0.058977109,0.952970341,0.999887746,73,164,102,146,119,141,87.5928545,111.1445174,159.2306662,108.2966732,139.8554055,101.2609337,0.01,DOWN_pEhEx_UP_UmasM
EHI_013930A,18.83185674,0.575670762,1.110538366,0.518370891,0.60419952,0.999887746,36,31,2,26,20,4,43.19647619,21.00902463,3.122169925,19.28570892,23.50511017,2.872650601,0.01,DOWN_pEhEx_UP_UmasM
EHI_013940A,11.14178259,0.21582926,0.792939485,0.272188817,0.78547684,0.999887746,11,26,3,17,8,13,13.19892328,17.62047227,4.683254888,12.6098866,9.402044067,9.336114452,0.01,DOWN_pEhEx_UP_UmasM
EHI_013950A,62.97516606,0.01836651,0.640428088,0.028678488,0.977121013,0.999887746,82,73,27,83,61,76,98.39197355,49.47286445,42.14929399,61.56591694,71.69058601,54.58036141,0.01,DOWN_pEhEx_UP_UmasM
EHI_013960A,15.37343555,0.809296507,1.279163375,0.632676422,0.52694497,0.999887746,30,31,1,27,11,1,35.9970635,21.00902463,1.561084963,20.02746696,12.92781059,0.71816265,0.01,DOWN_pEhEx_UP_UmasM
EHI_014000A,126.6053521,0.750592306,1.303873692,0.575663357,0.564842748,0.999887746,224,297,4,248,76,14,268.7780741,201.2800101,6.24433985,183.9559928,89.31941863,10.0542771,0.01,DOWN_pEhEx_UP_UmasM
EHI_014010A,51.00478049,1.035853543,1.118011636,0.926514098,0.354178874,0.999887746,108,82,13,62,44,4,129.5894286,55.57225869,20.29410451,45.9889982,51.71124237,2.872650601,0.01,DOWN_pEhEx_UP_UmasM
EHI_014030A,668.3839242,0.369058532,0.635485046,0.580750932,0.56140833,0.999887746,800,1218,304,1072,495,520,959.9216932,825.4513547,474.5698286,795.164614,581.7514766,373.4445781,0.01,DOWN_pEhEx_UP_UmasM
EHI_014050A,8.500960337,0.299631841,1.092038764,0.274378393,0.783793846,0.999887746,11,17,2,16,9,1,13.19892328,11.52107802,3.122169925,11.86812857,10.57729957,0.71816265,0.01,DOWN_pEhEx_UP_UmasM
EHI_014060A,74.60451443,0.206773289,0.613053716,0.337284129,0.735902722,0.999887746,61,90,68,127,51,74,73.19402911,60.99394247,106.1537775,94.2032705,59.93803092,53.14403611,0.01,DOWN_pEhEx_UP_UmasM
EHI_014070A,13.23489187,1.139698769,0.896526107,1.271238796,0.203643708,0.999887746,27,17,7,20,4,7,32.39735715,11.52107802,10.92759474,14.83516071,4.701022033,5.027138551,0.01,DOWN_pEhEx_UP_UmasM
EHI_014080A,10.04608773,-0.627318999,0.742559756,-0.844806084,0.398219117,0.999887746,7,15,3,17,11,16,8.399314816,10.16565708,4.683254888,12.6098866,12.92781059,11.4906024,0.01,UP_pEhEx_DOWN_UmasM
EHI_014100A,8.638894565,-0.212880189,0.803120848,-0.265066197,0.790958467,0.999887746,5,13,6,10,5,20,5.999510583,8.810236134,9.366509775,7.417580354,5.876277542,14.363253,0.01,UP_pEhEx_DOWN_UmasM
EHI_014110A,6532.916378,-0.868613813,0.992415162,-0.875252461,0.381436554,0.999887746,3250,12961,760,13354,11368,2871,3899.681879,8783.805426,1186.424572,9905.436805,13360.30462,2061.844969,0.01,UP_pEhEx_DOWN_UmasM
EHI_014120A,11.49906603,-0.200663252,0.998716811,-0.200921072,0.840760291,0.999887746,10,22,3,19,18,3,11.99902117,14.90963038,4.683254888,14.09340267,21.15459915,2.15448795,0.01,UP_pEhEx_DOWN_UmasM
EHI_014160A,77.49195224,0.425536379,0.831009476,0.512071632,0.608600877,0.999887746,120,146,15,127,43,75,143.988254,98.94572889,23.41627444,94.2032705,50.53598686,53.86219876,0.01,DOWN_pEhEx_UP_UmasM
EHI_014190A,70.76701163,0.147990939,0.59227938,0.249866776,0.802690378,0.999887746,51,90,65,74,54,115,61.19500794,60.99394247,101.4705226,54.89009462,63.46379745,82.58870477,0.01,DOWN_pEhEx_UP_UmasM
EHI_014200A,62.74226756,-0.10025049,1.094810459,-0.091568809,0.927040634,0.999887746,77,122,4,135,68,21,92.39246297,82.68067757,6.24433985,100.1373348,79.91737457,15.08141565,0.01,UP_pEhEx_DOWN_UmasM
EHI_014220A,17.63792718,-1.026926804,0.709305674,-1.44779161,0.14767534,0.999887746,9,13,10,40,22,21,10.79911905,8.810236134,15.61084963,29.67032142,25.85562118,15.08141565,0.01,UP_pEhEx_DOWN_UmasM
EHI_014230A,49.50123723,1.333893589,1.361050979,0.98004675,0.327063042,0.999887746,2,25,124,11,20,73,2.399804233,16.9427618,193.5745354,8.15933839,23.50511017,52.42587346,0.01,DOWN_pEhEx_UP_UmasM
EHI_014240A,66.24089981,0.133557474,0.881414636,0.151526272,0.879560588,0.999887746,100,104,11,122,57,45,119.9902117,70.48188907,17.17193459,90.49448032,66.98956397,32.31731926,0.01,DOWN_pEhEx_UP_UmasM
EHI_014250A,147.6719729,0.997576107,1.2184118,0.818751186,0.412928386,0.999887746,380,161,16,117,167,18,455.9628043,109.111386,24.9773594,86.78569014,196.2676699,12.9269277,0.01,DOWN_pEhEx_UP_UmasM
EHI_014260.mRNA,55.28110883,-0.033050604,1.090364513,-0.030311518,0.97581861,0.999887746,12,35,81,38,18,164,14.3988254,23.71986651,126.447882,28.18680535,21.15459915,117.7786746,0.01,UP_pEhEx_DOWN_UmasM
EHI_014280A,20.95183501,0.251111958,1.247916713,0.201224933,0.840522696,0.999887746,7,4,37,10,6,59,8.399314816,2.710841887,57.76014361,7.417580354,7.05153305,42.37159636,0.01,DOWN_pEhEx_UP_UmasM
EHI_014320A,37.78974445,-0.1406992,0.646371791,-0.21767534,0.827682079,0.999887746,17,62,29,51,41,46,20.39833598,42.01804926,45.27146391,37.82965981,48.18547584,33.03548191,0.01,UP_pEhEx_DOWN_UmasM
EHI_014340A,27.47543022,-0.321144098,0.678276883,-0.473470504,0.63587754,0.999887746,15,49,14,33,20,61,17.99853175,33.20781312,21.85518948,24.47801517,23.50511017,43.80792166,0.01,UP_pEhEx_DOWN_UmasM
EHI_014370A,13.62809342,-0.25070742,0.779889815,-0.321465181,0.747857895,0.999887746,7,20,10,14,8,34,8.399314816,13.55420944,15.61084963,10.3846125,9.402044067,24.4175301,0.01,UP_pEhEx_DOWN_UmasM
EHI_014400A,1728.845423,0.803996696,1.107884324,0.725704551,0.468019911,0.999887746,288,1285,3446,850,656,3308,345.5718096,870.8579563,5379.498781,630.4943301,770.9676135,2375.682047,0.01,DOWN_pEhEx_UP_UmasM
EHI_014810A,58.65152085,0.681119337,0.973443133,0.699701209,0.484113921,0.999887746,131,58,13,104,31,30,157.1871773,39.30720737,20.29410451,77.14283568,36.43292076,21.5448795,0.01,DOWN_pEhEx_UP_UmasM
EHI_015120A,445.3119261,0.568867571,1.473843833,0.385975473,0.699514834,0.999887746,162,44,879,102,27,1348,194.3841429,29.81926076,1372.193682,75.65931961,31.73189872,968.0832524,0.01,DOWN_pEhEx_UP_UmasM
EHI_015220A,14.29424368,1.064890954,1.389957532,0.766132007,0.44359776,0.999887746,43,7,1,16,13,1,51.59579101,4.743973303,1.561084963,11.86812857,15.27832161,0.71816265,0.01,DOWN_pEhEx_UP_UmasM
EHI_015230A,25.24248729,0.049478064,0.904518812,0.054700978,0.95637669,0.999887746,37,27,9,34,36,10,44.39637831,18.29818274,14.04976466,25.2197732,42.3091983,7.181626501,0.01,DOWN_pEhEx_UP_UmasM
EHI_015250A,77.96227118,0.95018341,1.088171693,0.873192545,0.382558137,0.999887746,188,80,18,60,89,15,225.5815979,54.21683775,28.09952933,44.50548213,104.5977402,10.77243975,0.01,DOWN_pEhEx_UP_UmasM
EHI_015260A,17.41141582,0.655055693,0.946220992,0.692286156,0.488757642,0.999887746,5,24,27,18,5,29,5.999510583,16.26505132,42.14929399,13.35164464,5.876277542,20.82671685,0.01,DOWN_pEhEx_UP_UmasM
EHI_015280A,6.983284214,0.396520356,1.010154418,0.392534398,0.694663401,0.999887746,8,18,1,11,7,3,9.599216932,12.19878849,1.561084963,8.15933839,8.226788558,2.15448795,0.01,DOWN_pEhEx_UP_UmasM
EHI_015300A,191.2193429,0.16162277,0.966432817,0.167236425,0.867184025,0.999887746,56,215,252,118,73,512,67.19451852,145.7077514,393.3934106,87.52744818,85.79365211,367.6992769,0.01,DOWN_pEhEx_UP_UmasM
EHI_015310A,8083.836376,-0.631081808,0.736268099,-0.857135883,0.391369792,0.999887746,2274,15058,3905,12746,11539,8992,2728.577413,10204.96429,6096.036779,9454.44792,13561.27331,6457.71855,0.01,UP_pEhEx_DOWN_UmasM
EHI_015320A,9809.868127,0.086644848,0.704758491,0.12294261,0.902152544,0.999887746,12746,7268,6466,9253,6695,19235,15293.95238,4925.599709,10093.97537,6863.487102,7868.335628,13813.85858,0.01,DOWN_pEhEx_UP_UmasM
EHI_015330A,16.20122381,-0.048527407,0.647872855,-0.07490267,0.940292152,0.999887746,14,27,8,25,13,22,16.79862963,18.29818274,12.4886797,18.54395089,15.27832161,15.7995783,0.01,UP_pEhEx_DOWN_UmasM
EHI_015360A,64.61698142,0.088032252,1.305306927,0.067441802,0.946229991,0.999887746,21,28,100,24,5,228,25.19794445,18.97589321,156.1084963,17.80219285,5.876277542,163.7410842,0.01,DOWN_pEhEx_UP_UmasM
EHI_015370A,10.0376193,0.298174108,0.713757632,0.417752603,0.676128008,0.999887746,9,15,8,14,6,13,10.79911905,10.16565708,12.4886797,10.3846125,7.05153305,9.336114452,0.01,DOWN_pEhEx_UP_UmasM
EHI_015380A,1541.28767,0.095905175,0.751126787,0.12768174,0.898400841,0.999887746,1885,2684,446,2604,1525,1040,2261.81549,1818.974906,696.2438933,1931.537924,1792.26465,746.8891561,0.01,DOWN_pEhEx_UP_UmasM
EHI_015420A,35.86414571,-0.207231478,0.617278355,-0.335718037,0.737083503,0.999887746,32,58,14,47,29,65,38.39686773,39.30720737,21.85518948,34.86262766,34.08240974,46.68057226,0.01,UP_pEhEx_DOWN_UmasM
EHI_015440A,505.7041863,0.311341109,0.878246478,0.354503111,0.722961873,0.999887746,113,658,704,401,405,808,135.5889392,445.9334905,1099.003814,297.4449722,475.9784809,580.2754213,0.01,DOWN_pEhEx_UP_UmasM
EHI_015450A,19.47948917,0.002255032,0.78166892,0.002884894,0.997698191,0.999887746,11,45,9,24,26,15,13.19892328,30.49697123,14.04976466,17.80219285,30.55664322,10.77243975,0.01,DOWN_pEhEx_UP_UmasM
EHI_015550A,64.68119892,-0.372803251,0.758446345,-0.491535431,0.623047799,0.999887746,87,45,22,122,64,74,104.3914841,30.49697123,34.34386918,90.49448032,75.21635253,53.14403611,0.01,UP_pEhEx_DOWN_UmasM
EHI_016000A,10.99935813,-0.024525433,0.705466281,-0.034764855,0.972267245,0.999887746,11,15,6,18,9,13,13.19892328,10.16565708,9.366509775,13.35164464,10.57729957,9.336114452,0.01,UP_pEhEx_DOWN_UmasM
EHI_016010A,683.3578458,-0.11467886,1.81270112,-0.063264075,0.949556222,0.999887746,1252,688,0,1537,829,24,1502.27745,466.2648046,0,1140.0821,974.2868164,17.2359036,0.01,UP_pEhEx_DOWN_UmasM
EHI_016110A,36.96080887,-0.367294079,0.893241942,-0.411192155,0.68093164,0.999887746,8,62,29,24,30,100,9.599216932,42.01804926,45.27146391,17.80219285,35.25766525,71.81626501,0.01,UP_pEhEx_DOWN_UmasM
EHI_016120A,31.66394267,0.342791864,0.662075915,0.517753109,0.604630538,0.999887746,22,47,31,29,19,55,26.39784656,31.85239218,48.39363384,21.51098303,22.32985466,39.49894576,0.01,DOWN_pEhEx_UP_UmasM
EHI_016130A,1419.505379,0.371113419,0.651747049,0.569413271,0.569075713,0.999887746,2171,1385,807,1889,1073,1464,2604.987495,938.6290035,1259.795565,1401.180929,1261.04916,1051.39012,0.01,DOWN_pEhEx_UP_UmasM
EHI_016140A,67.51932537,-0.232211066,0.69019649,-0.336441969,0.736537606,0.999887746,83,70,25,89,85,74,99.59187567,47.43973303,39.02712406,66.01646515,99.89671821,53.14403611,0.01,UP_pEhEx_DOWN_UmasM
EHI_016350A,109.1014805,-0.421180472,1.284278364,-0.327951076,0.742948654,0.999887746,118,185,8,152,219,7,141.5884497,125.3764373,12.4886797,112.7472214,257.3809563,5.027138551,0.01,UP_pEhEx_DOWN_UmasM
EHI_016360A,9.194326281,0.112768759,0.949184153,0.118805986,0.905429066,0.999887746,12,16,2,18,9,4,14.3988254,10.84336755,3.122169925,13.35164464,10.57729957,2.872650601,0.01,DOWN_pEhEx_UP_UmasM
EHI_016370A,1916.906648,0.727863204,0.740977984,0.982300716,0.325951722,0.999887746,3635,1686,1068,2381,1260,1508,4361.644193,1142.619856,1667.23874,1766.125882,1480.82194,1082.989276,0.01,DOWN_pEhEx_UP_UmasM
EHI_016400A,13.77616654,-0.216414783,1.010856634,-0.214090481,0.830476498,0.999887746,12,32,1,26,17,8,14.3988254,21.6867351,1.561084963,19.28570892,19.97934364,5.745301201,0.01,UP_pEhEx_DOWN_UmasM
EHI_016410A,10.79842048,0.441419786,0.75787994,0.582440256,0.560270173,0.999887746,9,21,8,13,4,18,10.79911905,14.23191991,12.4886797,9.642854461,4.701022033,12.9269277,0.01,DOWN_pEhEx_UP_UmasM
EHI_016460A,212.0277058,0.388717687,0.875824433,0.443830604,0.65716506,0.999887746,77,157,335,178,180,288,92.39246297,106.4005441,522.9634624,132.0329303,211.5459915,206.8308432,0.01,DOWN_pEhEx_UP_UmasM
EHI_016480A,27.99992087,-0.309676872,0.660434975,-0.468898353,0.639142294,0.999887746,21,45,12,42,36,28,25.19794445,30.49697123,18.73301955,31.15383749,42.3091983,20.1085542,0.01,UP_pEhEx_DOWN_UmasM
EHI_017000A,359.4244404,-0.476578376,0.861803269,-0.553001355,0.580262482,0.999887746,299,685,50,674,473,278,358.7707328,464.2316732,78.05424813,499.9449159,555.8958554,199.6492167,0.01,UP_pEhEx_DOWN_UmasM
EHI_017010A,24.77585294,-0.004115821,0.631066928,-0.006522003,0.994796231,0.999887746,16,31,22,36,22,30,19.19843386,21.00902463,34.34386918,26.70328928,25.85562118,21.5448795,0.01,UP_pEhEx_DOWN_UmasM
EHI_017020A,26.55565919,1.090721038,1.325099517,0.823123867,0.410437558,0.999887746,8,6,61,10,3,55,9.599216932,4.066262831,95.22618271,7.417580354,3.525766525,39.49894576,0.01,DOWN_pEhEx_UP_UmasM
EHI_017030A,125.6844614,-0.421759735,0.848701425,-0.496947127,0.619226337,0.999887746,21,160,121,142,156,199,25.19794445,108.4336755,188.8912805,105.329641,183.3398593,142.9143674,0.01,UP_pEhEx_DOWN_UmasM
EHI_017050A,22.5453779,0.203463503,0.916836897,0.221918974,0.82437696,0.999887746,33,41,3,39,20,15,39.59676984,27.78612935,4.683254888,28.92856338,23.50511017,10.77243975,0.01,DOWN_pEhEx_UP_UmasM
EHI_017150A,13.9884826,-0.583106998,3.548071214,-0.164344784,0.869459728,0.999887746,28,0,0,33,22,0,33.59725926,0,0,24.47801517,25.85562118,0,0.01,UP_pEhEx_DOWN_UmasM
EHI_017450A,11.5633292,0.90737563,0.94820529,0.956940063,0.338597508,0.999887746,26,7,6,13,8,7,31.19745503,4.743973303,9.366509775,9.642854461,9.402044067,5.027138551,0.01,DOWN_pEhEx_UP_UmasM
EHI_017560A,630.2128704,0.45309297,0.605070905,0.748826237,0.453961944,0.999887746,640,611,643,734,403,804,767.9373546,414.0810983,1003.777631,544.450398,473.6279699,577.4027707,0.01,DOWN_pEhEx_UP_UmasM
EHI_017570A,23.00810836,1.38053157,1.390492492,0.992836408,0.320789684,0.999887746,7,11,54,4,1,47,8.399314816,7.45481519,84.29858798,2.967032142,1.175255508,33.75364456,0.01,DOWN_pEhEx_UP_UmasM
EHI_017580A,6.389127866,1.005040003,1.084398514,0.926817946,0.354021066,0.999887746,13,10,2,10,4,1,15.59872751,6.777104719,3.122169925,7.417580354,4.701022033,0.71816265,0.01,DOWN_pEhEx_UP_UmasM
EHI_017590A,31.36732912,0.128764695,0.693631105,0.185638582,0.852728195,0.999887746,26,31,30,49,15,49,31.19745503,21.00902463,46.83254888,36.34614374,17.62883262,35.18996986,0.01,DOWN_pEhEx_UP_UmasM
EHI_017600A,40.20055692,0.258381472,0.95499231,0.270558694,0.786730468,0.999887746,43,101,7,84,31,16,51.59579101,68.44875766,10.92759474,62.30767498,36.43292076,11.4906024,0.01,DOWN_pEhEx_UP_UmasM
EHI_017620A,10.76981748,0.523132629,1.094277426,0.478062159,0.632605964,0.999887746,14,18,6,17,0,19,16.79862963,12.19878849,9.366509775,12.6098866,0,13.64509035,0.01,DOWN_pEhEx_UP_UmasM
EHI_017630A,32.78275152,-0.088053683,0.793482491,-0.110971174,0.911639205,0.999887746,21,51,23,40,10,83,25.19794445,34.56323406,35.90495414,29.67032142,11.75255508,59.60749996,0.01,UP_pEhEx_DOWN_UmasM
EHI_017640A,30.64814876,0.189498023,0.807144694,0.234775778,0.814382769,0.999887746,10,76,22,30,17,61,11.99902117,51.50599586,34.34386918,22.25274106,19.97934364,43.80792166,0.01,DOWN_pEhEx_UP_UmasM
EHI_017650A,12.43741398,0.00830167,0.69647617,0.011919532,0.990489814,0.999887746,7,22,9,16,10,19,8.399314816,14.90963038,14.04976466,11.86812857,11.75255508,13.64509035,0.01,DOWN_pEhEx_UP_UmasM
EHI_017660A,485.1867017,0.560958376,1.172544679,0.478411088,0.632357643,0.999887746,27,405,915,293,452,595,32.39735715,274.4727411,1428.392741,217.3351044,531.2154898,427.3067768,0.01,DOWN_pEhEx_UP_UmasM
EHI_017690A,712.4627096,0.229261003,1.122803059,0.204186301,0.838207916,0.999887746,1419,753,60,1114,842,212,1702.661103,510.3159853,93.66509775,826.3184515,989.565138,152.2504818,0.01,DOWN_pEhEx_UP_UmasM
EHI_017700A,19149.41761,0.184414011,0.705705275,0.261318737,0.793846718,0.999887746,29832,18815,8051,28733,16503,18204,35795.47994,12751.12253,12568.29503,21312.93363,19395.24165,13073.43288,0.01,DOWN_pEhEx_UP_UmasM
EHI_017720A,944.8717717,0.081202982,0.72686019,0.111717471,0.911047426,0.999887746,1465,944,331,1473,829,958,1757.856601,639.7586854,516.7191226,1092.609586,974.2868164,687.9998188,0.01,DOWN_pEhEx_UP_UmasM
EHI_017730A,54.74333321,0.646677365,0.902208913,0.7167712,0.473515285,0.999887746,31,39,88,31,29,98,37.19696561,26.4307084,137.3754767,22.9944991,34.08240974,70.37993971,0.01,DOWN_pEhEx_UP_UmasM
EHI_017740A,12.49015625,-0.358357181,0.717650766,-0.499347591,0.617534534,0.999887746,8,12,10,17,10,24,9.599216932,8.132525662,15.61084963,12.6098866,11.75255508,17.2359036,0.01,UP_pEhEx_DOWN_UmasM
EHI_017750A,1362.303402,0.035079938,0.940846927,0.037285489,0.970257376,0.999887746,217,2343,1466,950,880,3200,260.3787593,1587.875636,2288.550555,704.6701337,1034.224847,2298.12048,0.01,DOWN_pEhEx_UP_UmasM
EHI_017890A,33.75740968,-0.011574399,0.745978879,-0.01551572,0.987620743,0.999887746,14,84,17,32,32,57,16.79862963,56.92767964,26.53844436,23.73625713,37.60817627,40.93527106,0.01,UP_pEhEx_DOWN_UmasM
EHI_018610A,32.5003142,0.33055576,1.360321814,0.242998206,0.808006787,0.999887746,65,45,0,61,29,10,77.99363757,30.49697123,0,45.24724016,34.08240974,7.181626501,0.01,DOWN_pEhEx_UP_UmasM
EHI_018960A,9.658646838,1.419998763,1.529996375,0.928105966,0.353352605,0.999887746,17,14,8,21,0,0,20.39833598,9.487946606,12.4886797,15.57691874,0,0,0.01,DOWN_pEhEx_UP_UmasM
EHI_019060A,36.23879173,0.379253043,0.902684047,0.420139299,0.674383695,0.999887746,60,52,10,74,24,16,71.99412699,35.24094454,15.61084963,54.89009462,28.2061322,11.4906024,0.01,DOWN_pEhEx_UP_UmasM
EHI_019080A,12.1462158,-0.45581736,0.749088252,-0.608496206,0.542858421,0.999887746,5,16,9,14,11,26,5.999510583,10.84336755,14.04976466,10.3846125,12.92781059,18.6722289,0.01,UP_pEhEx_DOWN_UmasM
EHI_019100A,18.38417497,0.186373094,0.708291983,0.263130317,0.792450137,0.999887746,24,28,7,26,11,27,28.7976508,18.97589321,10.92759474,19.28570892,12.92781059,19.39039155,0.01,DOWN_pEhEx_UP_UmasM
EHI_019160A,20.66233441,0.232497015,0.689737124,0.337080617,0.736056129,0.999887746,12,43,15,23,12,36,14.3988254,29.14155029,23.41627444,17.06043481,14.1030661,25.8538554,0.01,DOWN_pEhEx_UP_UmasM
EHI_019170A,39.85078109,-0.172252186,0.591297439,-0.291312248,0.770812521,0.999887746,29,55,26,49,29,78,34.79716138,37.27407595,40.58820903,36.34614374,34.08240974,56.01668671,0.01,UP_pEhEx_DOWN_UmasM
