baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,UmasM_1,UmasM_2,UmasM_3,pEhEx_1,pEhEx_2,pEhEx_3,UmasM_1.1,UmasM_2.1,UmasM_3.1,pEhEx_1.1,pEhEx_2.1,pEhEx_3.1,Certeza,DE,
EHI_169300A,221.757951,0.719057429,1.231979786,0.583660087,0.559449025,0.999887746,17,93,477,106,148,348,20.39833598,63.02707388,744.6375271,78.62635175,173.9378152,249.9206022,0.01,DOWN_pEhEx_UP_UmasM
EHI_169310A,71.90426813,1.24677368,1.406721485,0.886297461,0.375457257,0.999887746,151,63,51,98,47,0,181.1852196,42.69575973,79.61533309,72.69228747,55.23700889,0,0.01,DOWN_pEhEx_UP_UmasM
EHI_169320A,26.48861039,0.252152001,0.729217554,0.345784326,0.729504805,0.999887746,25,55,12,47,22,17,29.99755291,37.27407595,18.73301955,34.86262766,25.85562118,12.20876505,0.01,DOWN_pEhEx_UP_UmasM
EHI_169340A,73.30727901,0.926237774,0.90420453,1.024367545,0.305661706,0.999887746,24,91,127,57,26,109,28.7976508,61.67165294,198.2577902,42.28020802,30.55664322,78.27972886,0.01,DOWN_pEhEx_UP_UmasM
EHI_169350A,10592.35076,1.556017958,1.486476801,1.046782538,0.295199886,0.999887746,164,5325,27942,1248,3834,14895,196.7839471,3608.808263,43619.83602,925.7140282,4505.929619,10697.03267,0.01,DOWN_pEhEx_UP_UmasM
EHI_169360A,4719.704482,-0.079061398,0.951297859,-0.083108983,0.933764883,0.999887746,6047,8215,607,8637,5552,2250,7255.808098,5567.391526,947.5785722,6406.564152,6525.018582,1615.865963,0.01,UP_pEhEx_DOWN_UmasM
EHI_169610A,34.9441494,0.660359973,1.420545952,0.464863506,0.642029206,0.999887746,4,8,76,10,5,94,4.799608466,5.421683775,118.6424572,7.417580354,5.876277542,67.50728911,0.01,DOWN_pEhEx_UP_UmasM
EHI_169630A,37.45964384,1.250471866,0.813985731,1.536233152,0.124481208,0.999887746,74,59,19,52,12,19,88.79275662,39.98491784,29.66061429,38.57141784,14.1030661,13.64509035,0.01,DOWN_pEhEx_UP_UmasM
EHI_169650A,23.13296591,0.347659016,1.046087041,0.332342341,0.739630771,0.999887746,12,16,34,12,6,62,14.3988254,10.84336755,53.07688873,8.901096425,7.05153305,44.52608431,0.01,DOWN_pEhEx_UP_UmasM
EHI_169670A,144.3518753,0.486664683,1.128887929,0.431100972,0.666394954,0.999887746,33,103,254,47,55,363,39.59676984,69.8041786,396.5155805,34.86262766,64.63905296,260.693042,0.01,DOWN_pEhEx_UP_UmasM
EHI_169680A,16.67761051,-0.1915588,0.942290103,-0.203290684,0.838907836,0.999887746,8,12,19,16,6,47,9.599216932,8.132525662,29.66061429,11.86812857,7.05153305,33.75364456,0.01,UP_pEhEx_DOWN_UmasM
EHI_169700A,109.1315749,-0.724912739,0.633759101,-1.143830104,0.252694102,0.999887746,87,127,36,136,94,274,104.3914841,86.06922993,56.19905865,100.8790928,110.4740178,196.7765661,0.01,UP_pEhEx_DOWN_UmasM
EHI_169800A,494.408789,0.212459595,0.647983332,0.327878179,0.743003773,0.999887746,338,814,407,440,268,1020,405.5669154,551.6563241,635.3615797,326.3735356,314.9684762,732.5259031,0.01,DOWN_pEhEx_UP_UmasM
EHI_169820A,319.4754656,-0.193692583,0.950406473,-0.20379973,0.838510004,0.999887746,270,716,54,539,456,122,323.9735715,485.2406978,84.29858798,399.8075811,535.9165118,87.61584332,0.01,UP_pEhEx_DOWN_UmasM
EHI_169830A,101.8637887,-0.506281951,0.570248024,-0.887827628,0.374633479,0.999887746,92,97,49,174,114,133,110.3909947,65.73791577,76.49316316,129.0658982,133.9791279,95.51563247,0.01,UP_pEhEx_DOWN_UmasM
EHI_169840A,496.8986603,0.226356503,0.729409633,0.310328371,0.756311258,0.999887746,404,340,572,478,348,849,484.7604551,230.4215604,892.9405986,354.5603409,408.9889169,609.72009,0.01,DOWN_pEhEx_UP_UmasM
EHI_169850A,63.61748779,-0.125850119,0.886614456,-0.141944583,0.887123779,0.999887746,79,108,9,103,78,44,94.7922672,73.19273096,14.04976466,76.40107765,91.66992965,31.59915661,0.01,UP_pEhEx_DOWN_UmasM
EHI_169860A,41.63912665,0.387005594,1.367915496,0.282916302,0.777240997,0.999887746,9,14,78,8,6,132,10.79911905,9.487946606,121.7646271,5.934064283,7.05153305,94.79746982,0.01,DOWN_pEhEx_UP_UmasM
EHI_169870A,13.6866145,0.163445739,0.678694899,0.240823586,0.809691849,0.999887746,14,21,8,20,8,20,16.79862963,14.23191991,12.4886797,14.83516071,9.402044067,14.363253,0.01,DOWN_pEhEx_UP_UmasM
EHI_169880A,12.51272169,0.332020867,0.824837627,0.40252876,0.687294927,0.999887746,6,28,10,8,8,25,7.199412699,18.97589321,15.61084963,5.934064283,9.402044067,17.95406625,0.01,DOWN_pEhEx_UP_UmasM
EHI_169960A,42.23687375,0.60869827,1.138908944,0.534457362,0.593025142,0.999887746,10,20,82,18,18,91,11.99902117,13.55420944,128.0089669,13.35164464,21.15459915,65.35280116,0.01,DOWN_pEhEx_UP_UmasM
EHI_169970A,22.48703854,0.513220265,0.768656352,0.667684933,0.50433473,0.999887746,26,52,8,35,17,14,31.19745503,35.24094454,12.4886797,25.96153124,19.97934364,10.0542771,0.01,DOWN_pEhEx_UP_UmasM
EHI_169980A,68.85784816,0.525383342,1.049499059,0.50060392,0.616649903,0.999887746,11,60,122,58,27,131,13.19892328,40.66262831,190.4523654,43.02196605,31.73189872,94.07930717,0.01,DOWN_pEhEx_UP_UmasM
EHI_169990A,180.2863792,0.008790397,0.517206235,0.016995923,0.986439868,0.999887746,183,246,100,250,163,226,219.5820873,166.7167761,156.1084963,185.4395089,191.5666479,162.3047589,0.01,DOWN_pEhEx_UP_UmasM
EHI_170000A,56.70283854,-0.027643658,0.813320367,-0.033988645,0.972886205,0.999887746,21,67,63,42,41,128,25.19794445,45.40660161,98.34835264,31.15383749,48.18547584,91.92481922,0.01,UP_pEhEx_DOWN_UmasM
EHI_170010A,63.19001201,0.110531965,0.605541078,0.182534214,0.855163506,0.999887746,36,114,49,79,41,105,43.19647619,77.25899379,76.49316316,58.5988848,48.18547584,75.40707826,0.01,DOWN_pEhEx_UP_UmasM
EHI_170020A,78.71063287,-0.234115534,0.758750795,-0.308553922,0.757660876,0.999887746,73,144,20,149,87,60,87.5928545,97.59030795,31.22169925,110.5219473,102.2472292,43.08975901,0.01,UP_pEhEx_DOWN_UmasM
EHI_170030A,11.6585118,0.254841177,0.727564371,0.350266158,0.726138961,0.999887746,10,18,9,21,7,11,11.99902117,12.19878849,14.04976466,15.57691874,8.226788558,7.899789151,0.01,DOWN_pEhEx_UP_UmasM
EHI_170040A,163.3836121,0.276906076,1.032816482,0.268107724,0.788616401,0.999887746,53,96,262,88,73,406,63.59481217,65.0602053,409.0042602,65.27470712,85.79365211,291.574036,0.01,DOWN_pEhEx_UP_UmasM
EHI_170050A,530.5560517,-0.896581067,0.737869868,-1.215093753,0.224330336,0.999887746,236,879,149,1005,842,469,283.1768995,595.7075048,232.6016594,745.4668256,989.565138,336.8182829,0.01,UP_pEhEx_DOWN_UmasM
EHI_170060A,594.652144,-0.366259428,0.757117662,-0.483754965,0.62855978,0.999887746,133,1030,449,839,673,830,159.5869815,698.041786,700.9271482,622.3349917,790.9469571,596.0749996,0.01,UP_pEhEx_DOWN_UmasM
EHI_170070A,8.819312412,0.114822817,0.765732317,0.149951641,0.880802769,0.999887746,8,13,6,14,4,14,9.599216932,8.810236134,9.366509775,10.3846125,4.701022033,10.0542771,0.01,DOWN_pEhEx_UP_UmasM
EHI_170080A,158.9982023,0.214559968,0.578500302,0.370889985,0.710719475,0.999887746,200,179,97,218,112,206,239.9804233,121.3101745,151.4252414,161.7032517,131.6286169,147.9415059,0.01,DOWN_pEhEx_UP_UmasM
EHI_170090A,29.34010316,0.272989746,0.712089252,0.383364508,0.701449515,0.999887746,26,72,10,36,28,29,31.19745503,48.79515397,15.61084963,26.70328928,32.90715423,20.82671685,0.01,DOWN_pEhEx_UP_UmasM
EHI_170100A,56.54938226,-0.44056202,0.589472627,-0.747383339,0.4548322,0.999887746,29,87,32,71,55,109,34.79716138,58.96081105,49.9547188,52.66482052,64.63905296,78.27972886,0.01,UP_pEhEx_DOWN_UmasM
EHI_170120A,356.7642663,0.249709352,0.999280819,0.249889068,0.802673138,0.999887746,47,327,567,346,265,570,56.39539948,221.6113243,885.1351737,256.6482803,311.4427097,409.3527106,0.01,DOWN_pEhEx_UP_UmasM
EHI_170130A,200.0517287,-0.690316157,0.754890272,-0.914458939,0.360475744,0.999887746,117,338,57,373,306,147,140.3885476,229.0661395,88.98184286,276.6757472,359.6281855,105.5699096,0.01,UP_pEhEx_DOWN_UmasM
EHI_170150A,61.84938371,0.129213847,0.736616107,0.175415451,0.860753201,0.999887746,67,44,54,60,36,125,80.39344181,29.81926076,84.29858798,44.50548213,42.3091983,89.77033127,0.01,DOWN_pEhEx_UP_UmasM
EHI_170160A,16.65438042,0.433204723,0.923455639,0.469112651,0.638989117,0.999887746,4,23,24,15,8,30,4.799608466,15.58734085,37.4660391,11.12637053,9.402044067,21.5448795,0.01,DOWN_pEhEx_UP_UmasM
EHI_170170A,53.00857244,0.042436629,0.982248817,0.043203543,0.965539281,0.999887746,64,108,7,99,59,20,76.79373546,73.19273096,10.92759474,73.43404551,69.34007499,14.363253,0.01,DOWN_pEhEx_UP_UmasM
EHI_170290A,15.06391028,0.13778102,0.936144245,0.147179263,0.882990528,0.999887746,20,25,4,35,11,6,23.99804233,16.9427618,6.24433985,25.96153124,12.92781059,4.308975901,0.01,DOWN_pEhEx_UP_UmasM
EHI_170300A,46.48933228,-0.369375458,0.857780853,-0.430617513,0.666746505,0.999887746,9,112,22,70,59,51,10.79911905,75.90357285,34.34386918,51.92306248,69.34007499,36.62629516,0.01,UP_pEhEx_DOWN_UmasM
EHI_170310A,43.81909351,-0.153708995,0.875508127,-0.17556547,0.860635332,0.999887746,56,70,6,71,52,35,67.19451852,47.43973303,9.366509775,52.66482052,61.11328643,25.13569275,0.01,UP_pEhEx_DOWN_UmasM
EHI_170330A,45.39469923,-0.160837536,0.699435101,-0.229953481,0.818127918,0.999887746,17,68,40,61,31,86,20.39833598,46.08431209,62.4433985,45.24724016,36.43292076,61.76198791,0.01,UP_pEhEx_DOWN_UmasM
EHI_170340A,64542.97898,-0.482496781,0.546309362,-0.883193323,0.377131828,0.999887746,35845,76888,42554,75864,68305,124151,43010.49137,52107.80276,66430.40949,56272.7316,80275.8275,89160.61118,0.01,UP_pEhEx_DOWN_UmasM
EHI_170370A,17.40321452,1.111284984,1.1000768,1.010188547,0.312404965,0.999887746,10,10,34,5,5,32,11.99902117,6.777104719,53.07688873,3.708790177,5.876277542,22.9812048,0.01,DOWN_pEhEx_UP_UmasM
EHI_170400A,49.10770013,0.419820241,0.659767878,0.636315065,0.524571087,0.999887746,42,58,51,57,23,78,50.39588889,39.30720737,79.61533309,42.28020802,27.03087669,56.01668671,0.01,DOWN_pEhEx_UP_UmasM
EHI_170420A,3829.795161,0.602964958,0.938944406,0.642173226,0.520760715,0.999887746,1039,5016,5900,2670,1385,7678,1246.698299,3399.395727,9210.401279,1980.493955,1627.728879,5514.052828,0.01,DOWN_pEhEx_UP_UmasM
EHI_170460A,20.98088581,-0.688097417,0.67172496,-1.024373751,0.305658775,0.999887746,11,28,10,31,31,26,13.19892328,18.97589321,15.61084963,22.9944991,36.43292076,18.6722289,0.01,UP_pEhEx_DOWN_UmasM
EHI_170480A,66.00229033,0.285320371,0.597950395,0.477163947,0.633245382,0.999887746,59,70,64,84,47,84,70.79422487,47.43973303,99.9094376,62.30767498,55.23700889,60.32566261,0.01,DOWN_pEhEx_UP_UmasM
EHI_170580A,2710.398626,-0.655395001,1.008097246,-0.650130733,0.515607779,0.999887746,963,5192,1051,6302,4164,528,1155.505738,3518.67277,1640.700296,4674.559139,4893.763937,379.1898793,0.01,UP_pEhEx_DOWN_UmasM
EHI_170600A,21.76393192,0.79361073,0.722718378,1.098091254,0.272164644,0.999887746,28,49,10,27,16,13,33.59725926,33.20781312,15.61084963,20.02746696,18.80408813,9.336114452,0.01,DOWN_pEhEx_UP_UmasM
EHI_170630A,59.00598463,0.934490832,1.082217368,0.863496429,0.387864582,0.999887746,16,78,103,17,16,125,19.19843386,52.8614168,160.7917511,12.6098866,18.80408813,89.77033127,0.01,DOWN_pEhEx_UP_UmasM
EHI_171070A,84.60945436,0.70099889,0.596560245,1.17506806,0.239967488,0.999887746,72,195,61,93,69,61,86.39295239,132.153542,95.22618271,68.98349729,81.09263007,43.80792166,0.01,DOWN_pEhEx_UP_UmasM
EHI_171270A,13.39504774,0.25522542,1.048461631,0.243428479,0.807673484,0.999887746,6,11,19,9,3,36,7.199412699,7.45481519,29.66061429,6.675822319,3.525766525,25.8538554,0.01,DOWN_pEhEx_UP_UmasM
EHI_171280A,1565.131211,-0.175619988,0.799815815,-0.219575538,0.826201745,0.999887746,371,2103,1627,1594,1434,2942,445.1636852,1425.225122,2539.885234,1182.362308,1685.316399,2112.834517,0.01,UP_pEhEx_DOWN_UmasM
EHI_171300A,9070.907774,-0.741414713,0.70082936,-1.057910464,0.290096264,0.999887746,6379,13540,2267,15627,13689,8879,7654.175601,9176.199789,3538.97961,11591.45282,16088.07265,6376.566171,0.01,UP_pEhEx_DOWN_UmasM
EHI_171320A,41.62817658,0.223233669,1.0332577,0.216048396,0.828950024,0.999887746,55,89,5,73,45,12,65.99461641,60.316232,7.805424813,54.14833659,52.88649787,8.617951802,0.01,DOWN_pEhEx_UP_UmasM
EHI_171440.mRNA,16.3263129,0.471708073,1.012969407,0.465668627,0.641452712,0.999887746,21,42,2,35,5,13,25.19794445,28.46383982,3.122169925,25.96153124,5.876277542,9.336114452,0.01,DOWN_pEhEx_UP_UmasM
EHI_171450A,13.76111743,0.184739811,1.088162327,0.169772291,0.865189219,0.999887746,7,5,21,11,4,35,8.399314816,3.388552359,32.78278421,8.15933839,4.701022033,25.13569275,0.01,DOWN_pEhEx_UP_UmasM
EHI_171760A,25.37250581,0.350216557,0.894777996,0.391400502,0.695501221,0.999887746,23,73,5,49,16,17,27.59774868,49.47286445,7.805424813,36.34614374,18.80408813,12.20876505,0.01,DOWN_pEhEx_UP_UmasM
EHI_171770A,30.44222862,0.628353599,1.043533375,0.602140396,0.547080687,0.999887746,3,39,52,23,20,43,3.59970635,26.4307084,81.17641805,17.06043481,23.50511017,30.88099396,0.01,DOWN_pEhEx_UP_UmasM
EHI_172130A,108.0346151,0.203786743,0.836473744,0.243625989,0.807520498,0.999887746,48,94,145,98,57,224,57.59530159,63.70478435,226.3573196,72.69228747,66.98956397,160.8684336,0.01,DOWN_pEhEx_UP_UmasM
EHI_172160A,214.2150993,0.287056683,0.698220655,0.411126026,0.680980127,0.999887746,91,501,165,230,122,369,109.1910926,339.5329464,257.5790188,170.6043481,143.381172,265.0020179,0.01,DOWN_pEhEx_UP_UmasM
EHI_172170A,53.38460724,0.827082131,1.220446166,0.677688335,0.497969324,0.999887746,10,48,103,20,7,128,11.99902117,32.53010265,160.7917511,14.83516071,8.226788558,91.92481922,0.01,DOWN_pEhEx_UP_UmasM
EHI_172280A,128.0234568,-0.407806285,1.18176258,-0.345083092,0.730031904,0.999887746,8,412,26,135,227,100,9.599216932,279.2167144,40.58820903,100.1373348,266.7830004,71.81626501,0.01,UP_pEhEx_DOWN_UmasM
EHI_172390A,16.31507787,-0.16430343,0.788701579,-0.208321416,0.834978011,0.999887746,8,20,15,14,11,39,9.599216932,13.55420944,23.41627444,10.3846125,12.92781059,28.00834336,0.01,UP_pEhEx_DOWN_UmasM
EHI_172500A,8.165534212,0.372831556,0.745278984,0.500257707,0.616893629,0.999887746,8,13,6,11,5,10,9.599216932,8.810236134,9.366509775,8.15933839,5.876277542,7.181626501,0.01,DOWN_pEhEx_UP_UmasM
EHI_172620A,32.97847424,0.003030414,0.773373455,0.003918435,0.996873549,0.999887746,39,58,8,57,32,27,46.79618254,39.30720737,12.4886797,42.28020802,37.60817627,19.39039155,0.01,DOWN_pEhEx_UP_UmasM
EHI_172720.mRNA,223.1737011,-0.563742063,0.755851549,-0.745837014,0.455765877,0.999887746,207,308,53,478,272,174,248.3797381,208.7348253,82.73750301,354.5603409,319.6694983,124.9603011,0.01,UP_pEhEx_DOWN_UmasM
EHI_172850A,24.31415119,1.638464064,0.685394271,2.390542399,0.016823507,0.999887746,42,52,16,20,7,17,50.39588889,35.24094454,24.9773594,14.83516071,8.226788558,12.20876505,0.01,DOWN_pEhEx_UP_UmasM
EHI_172960A,578.2589882,0.353426241,0.940719977,0.375697604,0.70714172,0.999887746,142,481,929,393,529,849,170.3861005,325.978737,1450.24793,291.5109079,621.7101639,609.72009,0.01,DOWN_pEhEx_UP_UmasM
EHI_173410A,188.2144742,0.195235717,1.425965949,0.136914712,0.89109821,0.999887746,330,298,3,373,206,11,395.9676984,201.9577206,4.683254888,276.6757472,242.1026347,7.899789151,0.01,DOWN_pEhEx_UP_UmasM
EHI_173430A,66.89548629,0.252289962,0.98822136,0.255297014,0.798493706,0.999887746,115,95,10,127,60,26,137.9887434,64.38249483,15.61084963,94.2032705,70.5153305,18.6722289,0.01,DOWN_pEhEx_UP_UmasM
EHI_173440A,41.86383457,0.010660372,0.7295507,0.014612243,0.988341532,0.999887746,53,64,12,69,40,38,63.59481217,43.3734702,18.73301955,51.18130444,47.01022033,27.29018071,0.01,DOWN_pEhEx_UP_UmasM
EHI_173470A,107.5199187,0.451227693,1.340652047,0.336573307,0.736438581,0.999887746,20,59,198,41,7,325,23.99804233,39.98491784,309.0948226,30.41207945,8.226788558,233.4028613,0.01,DOWN_pEhEx_UP_UmasM
EHI_173480A,446.5926241,-0.531972451,0.626499095,-0.849119265,0.395814932,0.999887746,255,825,147,740,518,595,305.9750397,559.1111393,229.4794895,548.9009462,608.7823533,427.3067768,0.01,UP_pEhEx_DOWN_UmasM
EHI_173490A,12.26373406,0.234909985,0.918416643,0.255777143,0.798122924,0.999887746,18,22,2,25,7,10,21.5982381,14.90963038,3.122169925,18.54395089,8.226788558,7.181626501,0.01,DOWN_pEhEx_UP_UmasM
EHI_173500A,105.453455,0.954424544,1.1071728,0.862037564,0.388666847,0.999887746,221,199,11,171,62,22,265.1783677,134.8643839,17.17193459,126.8406241,72.86584152,15.7995783,0.01,DOWN_pEhEx_UP_UmasM
EHI_174070A,12.07853816,-0.322149197,0.728194381,-0.44239451,0.658203751,0.999887746,5,20,8,20,12,16,5.999510583,13.55420944,12.4886797,14.83516071,14.1030661,11.4906024,0.01,UP_pEhEx_DOWN_UmasM
EHI_174090A,20.58496495,0.315963407,0.623542018,0.506723521,0.612348824,0.999887746,22,28,15,28,13,26,26.39784656,18.97589321,23.41627444,20.76922499,15.27832161,18.6722289,0.01,DOWN_pEhEx_UP_UmasM
EHI_174110A,22.09605349,0.36890313,1.055187524,0.349609071,0.726632103,0.999887746,31,50,2,25,29,8,37.19696561,33.88552359,3.122169925,18.54395089,34.08240974,5.745301201,0.01,DOWN_pEhEx_UP_UmasM
EHI_174130A,891.6937841,-0.515716173,0.904713283,-0.570032719,0.568655507,0.999887746,697,1786,99,1809,1119,685,836.3317752,1210.390903,154.5474113,1341.840286,1315.110914,491.9414153,0.01,UP_pEhEx_DOWN_UmasM
EHI_174140A,19.25143712,0.071279175,1.20582961,0.059112145,0.952862785,0.999887746,28,35,1,37,23,3,33.59725926,23.71986651,1.561084963,27.44504731,27.03087669,2.15448795,0.01,DOWN_pEhEx_UP_UmasM
EHI_174150A,20.68158899,0.124425432,0.876173758,0.142009996,0.88707211,0.999887746,10,63,6,15,19,37,11.99902117,42.69575973,9.366509775,11.12637053,22.32985466,26.57201806,0.01,DOWN_pEhEx_UP_UmasM
EHI_174160A,13.38861659,0.322693512,1.308205497,0.246668824,0.805164536,0.999887746,29,12,1,22,16,1,34.79716138,8.132525662,1.561084963,16.31867678,18.80408813,0.71816265,0.01,DOWN_pEhEx_UP_UmasM
EHI_174170A,833.824198,0.373730667,0.696713042,0.536419796,0.591668453,0.999887746,1176,574,656,870,566,1209,1411.084889,389.0058108,1024.071735,645.3294908,665.1946177,868.258644,0.01,DOWN_pEhEx_UP_UmasM
EHI_174180A,678.141312,-0.995104353,0.90033908,-1.105255092,0.269049071,0.999887746,212,1371,112,1430,1086,520,254.3792487,929.1410569,174.8415158,1060.713991,1276.327482,373.4445781,0.01,UP_pEhEx_DOWN_UmasM
EHI_174220A,638.4320396,0.216883836,0.840957586,0.25790104,0.796483282,0.999887746,204,706,856,519,418,1246,244.7800318,478.4635931,1336.288728,384.9724204,491.2568025,894.8306621,0.01,DOWN_pEhEx_UP_UmasM
EHI_174250A,832.2011134,-0.706069908,0.873840021,-0.808008207,0.419085858,0.999887746,386,1724,170,2528,629,671,463.162217,1168.372853,265.3844436,1875.164314,739.2357147,481.8871382,0.01,UP_pEhEx_DOWN_UmasM
EHI_174640A,118.4110394,-0.032565899,0.565527044,-0.057585043,0.954079164,0.999887746,108,136,83,168,125,122,129.5894286,92.16862417,129.5700519,124.61535,146.9069385,87.61584332,0.01,UP_pEhEx_DOWN_UmasM
EHI_174670A,366.4540216,-0.555254897,0.604519618,-0.918506002,0.358354018,0.999887746,160,553,207,502,498,489,191.9843386,374.7738909,323.1445872,372.3625338,585.2772431,351.1815359,0.01,UP_pEhEx_DOWN_UmasM
EHI_174880A,34.52841395,-0.077650338,1.05322819,-0.073726034,0.941228383,0.999887746,3,38,46,24,28,77,3.59970635,25.75299793,71.80990828,17.80219285,32.90715423,55.29852406,0.01,UP_pEhEx_DOWN_UmasM
EHI_174890A,41.34321083,-0.576687309,0.768601618,-0.750307175,0.453069722,0.999887746,21,48,27,35,27,126,25.19794445,32.53010265,42.14929399,25.96153124,31.73189872,90.48849392,0.01,UP_pEhEx_DOWN_UmasM
EHI_174900A,50.86885195,1.540167238,1.209080413,1.273833586,0.2027224,0.999887746,8,29,127,17,12,71,9.599216932,19.65360368,198.2577902,12.6098866,14.1030661,50.98954816,0.01,DOWN_pEhEx_UP_UmasM
EHI_174910A,1057.43817,-0.349201984,0.875168016,-0.399011365,0.68988483,0.999887746,231,901,1219,940,1181,2045,277.1773889,610.6171351,1902.962569,697.2525533,1387.976755,1468.64262,0.01,UP_pEhEx_DOWN_UmasM
EHI_174940A,47.50349028,-0.120201577,1.105921133,-0.108689104,0.913449085,0.999887746,55,92,5,89,65,9,65.99461641,62.34936341,7.805424813,66.01646515,76.39160804,6.463463851,0.01,UP_pEhEx_DOWN_UmasM
EHI_174960A,137.6009745,-0.72329431,0.75057604,-0.963652277,0.335220288,0.999887746,83,249,27,251,187,152,99.59187567,168.7499075,42.14929399,186.1812669,219.7727801,109.1607228,0.01,UP_pEhEx_DOWN_UmasM
EHI_174990A,22.02942571,0.625923241,0.8063762,0.776217405,0.437620631,0.999887746,37,39,6,31,10,24,44.39637831,26.4307084,9.366509775,22.9944991,11.75255508,17.2359036,0.01,DOWN_pEhEx_UP_UmasM
EHI_175020A,764.7550733,0.196592177,0.871851956,0.225488027,0.821599639,0.999887746,219,681,1106,652,635,1264,262.7785635,461.5208313,1726.559969,483.6262391,746.2872478,907.7575898,0.01,DOWN_pEhEx_UP_UmasM
EHI_175030A,118.705859,-0.033845026,0.947966058,-0.035702783,0.971519352,0.999887746,156,201,18,205,147,50,187.1847302,136.2198048,28.09952933,152.0603973,172.7625597,35.90813251,0.01,UP_pEhEx_DOWN_UmasM
EHI_175040A,129.0305082,-0.263768433,1.321387094,-0.199614809,0.841781845,0.999887746,172,198,7,224,214,7,206.383164,134.1866734,10.92759474,166.1537999,251.5046788,5.027138551,0.01,UP_pEhEx_DOWN_UmasM
EHI_175050A,1869.595152,-0.345448679,0.621710298,-0.555642523,0.578455256,0.999887746,919,1932,1620,2205,1966,3245,1102.710045,1309.336632,2528.957639,1635.576468,2310.552329,2330.4378,0.01,UP_pEhEx_DOWN_UmasM
EHI_175060A,44.18075095,-0.150211311,0.800332457,-0.187686142,0.851122694,0.999887746,41,91,9,66,55,37,49.19598678,61.67165294,14.04976466,48.95603034,64.63905296,26.57201806,0.01,UP_pEhEx_DOWN_UmasM
EHI_175070A,98.08482204,-0.874489116,0.662675481,-1.31963403,0.186957235,0.999887746,33,139,47,157,149,125,39.59676984,94.20175559,73.37099324,116.4560116,175.1130707,89.77033127,0.01,UP_pEhEx_DOWN_UmasM
EHI_175090A,112.5321594,-0.071499045,0.608320922,-0.117535075,0.906436051,0.999887746,76,122,100,159,73,197,91.19256085,82.68067757,156.1084963,117.9395276,85.79365211,141.4780421,0.01,UP_pEhEx_DOWN_UmasM
EHI_175230A,23.70140414,0.154676056,0.988506967,0.156474422,0.875659079,0.999887746,29,47,5,38,30,6,34.79716138,31.85239218,7.805424813,28.18680535,35.25766525,4.308975901,0.01,DOWN_pEhEx_UP_UmasM
EHI_175240A,10.07448197,0.019879039,0.80031579,0.024838994,0.980183388,0.999887746,11,10,7,18,4,16,13.19892328,6.777104719,10.92759474,13.35164464,4.701022033,11.4906024,0.01,DOWN_pEhEx_UP_UmasM
EHI_175270A,27.08595546,-0.228844131,0.752584786,-0.304077541,0.761068817,0.999887746,13,52,15,41,37,20,15.59872751,35.24094454,23.41627444,30.41207945,43.48445381,14.363253,0.01,UP_pEhEx_DOWN_UmasM
EHI_175280A,142.4807852,0.58325348,1.259850016,0.462954695,0.643396842,0.999887746,33,70,273,59,17,387,39.59676984,47.43973303,426.1761948,43.76372409,19.97934364,277.9289456,0.01,DOWN_pEhEx_UP_UmasM
EHI_175400A,57.99976431,0.357451955,1.422269741,0.251325009,0.801562841,0.999887746,130,51,3,63,89,2,155.9872751,34.56323406,4.683254888,46.73075623,104.5977402,1.4363253,0.01,DOWN_pEhEx_UP_UmasM
EHI_175410A,347.5819172,0.303877076,0.856018464,0.354988927,0.722597887,0.999887746,111,311,518,306,322,456,133.1891349,210.7679567,808.6420106,226.9779588,378.4322737,327.4821685,0.01,DOWN_pEhEx_UP_UmasM
EHI_175420A,6.240066193,0.030117629,0.962742098,0.031283175,0.975043708,0.999887746,8,11,1,12,6,4,9.599216932,7.45481519,1.561084963,8.901096425,7.05153305,2.872650601,0.01,DOWN_pEhEx_UP_UmasM
EHI_175430A,125.7170487,1.03032016,1.018917477,1.011190978,0.311925033,0.999887746,31,131,244,71,38,209,37.19696561,88.78007181,380.9047309,52.66482052,44.65970932,150.0959939,0.01,DOWN_pEhEx_UP_UmasM
EHI_175440A,18.39921264,-0.01927803,0.998506523,-0.019306865,0.984596308,0.999887746,13,50,3,31,24,7,15.59872751,33.88552359,4.683254888,22.9944991,28.2061322,5.027138551,0.01,UP_pEhEx_DOWN_UmasM
EHI_175450A,17.5132127,-0.255936259,1.006425871,-0.254302146,0.799262142,0.999887746,17,33,3,38,22,5,20.39833598,22.36444557,4.683254888,28.18680535,25.85562118,3.590813251,0.01,UP_pEhEx_DOWN_UmasM
EHI_175460A,10517.31647,-0.039964471,0.716372203,-0.055787299,0.955511253,0.999887746,15831,9528,3627,15002,9642,13269,18995.65041,6457.225376,5662.055159,11127.85405,11331.81361,9529.300205,0.01,UP_pEhEx_DOWN_UmasM
EHI_175480A,245.8287822,-0.039855303,0.597014827,-0.066757643,0.946774644,0.999887746,298,306,104,370,190,348,357.5708307,207.3794044,162.3528361,274.4504731,223.2985466,249.9206022,0.01,UP_pEhEx_DOWN_UmasM
EHI_176140A,463662.935,0.885120562,1.121640339,0.789130465,0.430035758,0.999887746,199321,113829,953488,188361,237744,777073,239165.6898,77143.1053,1488475.779,139718.2853,279409.9456,558064.805,0.01,DOWN_pEhEx_UP_UmasM
