baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,CDC5_1,CDC5_2,CDC5_3,pEhEx_1,pEhEx_2,pEhEx_3,CDC5_1.1,CDC5_2.1,CDC5_3.1,pEhEx_1.1,pEhEx_2.1,pEhEx_3.1,Certeza,DE,
EHI_023220A,1426.004257,1.855640873,0.826139978,2.246157942,0.024693893,0.569846873,570,821,6977,497,537,1276,811.354188,961.6874016,4930.39119,357.8603603,600.2558989,894.4765002,43.02,DOWN_pEhEx_UP_CDC5
EHI_086530A,63.41984156,-1.370568418,0.611897064,-2.239867617,0.025099519,0.569846873,30,39,26,120,98,111,42.702852,45.68307998,18.37325082,86.40491597,109.5439071,77.81104352,43.02,UP_pEhEx_DOWN_CDC5
EHI_119590A,125477.8381,1.223269629,0.54715776,2.23567994,0.025372744,0.569846873,98224,102428,378267,98080,63941,119358,139814.8312,119980.1671,267307.4795,70621.61798,71472.92818,83670.00479,43.02,DOWN_pEhEx_UP_CDC5
EHI_174110A,39.50742324,1.714415688,0.765954141,2.238274587,0.025203154,0.569846873,36,39,119,25,29,8,51.2434224,45.68307998,84.09295566,18.00102416,32.41605413,5.608003136,43.02,DOWN_pEhEx_UP_CDC5
EHI_181520A,72.15649438,1.743115282,0.77883639,2.238102001,0.025214404,0.569846873,76,75,194,73,36,10,108.1805584,87.85207688,137.0927176,52.56299055,40.24061892,7.01000392,43.02,DOWN_pEhEx_UP_CDC5
EHI_125780A,3208.881003,-1.297392435,0.583214792,-2.224553378,0.026111235,0.581664919,1523,2084,1358,5036,5158,6124,2167.881453,2441.116376,959.6490234,3626.126307,5765.586455,4292.926401,41.83,UP_pEhEx_DOWN_CDC5
EHI_099860A,101.6916057,-2.213277324,0.997173863,-2.219550077,0.026449324,0.584444747,5,7,130,117,162,339,7.117142,8.199527175,91.86625408,84.24479307,181.0827851,237.6391329,41.56,UP_pEhEx_DOWN_CDC5
EHI_107660A,82.86808638,-1.509043823,0.681058837,-2.215731945,0.026709866,0.585480257,36,54,22,138,106,213,51.2434224,63.25349535,15.54659684,99.36565336,118.4862668,149.3130835,41.45,UP_pEhEx_DOWN_CDC5
EHI_005960A,85.49063517,-2.087865982,0.956753252,-2.1822408,0.029091766,0.586053688,16,19,74,36,52,473,22.7748544,22.25585948,52.29309848,25.92147479,58.12533844,331.5731854,41.39,UP_pEhEx_DOWN_CDC5
EHI_010560A,63.75328753,-1.28325787,0.583946252,-2.197561619,0.027980361,0.586053688,27,31,52,82,73,186,38.4325668,36.31219178,36.74650163,59.04335924,81.59903281,130.3860729,41.39,UP_pEhEx_DOWN_CDC5
EHI_023000A,79.13664163,-1.47836248,0.668518105,-2.211402308,0.02700799,0.586053688,20,24,96,157,149,101,28.468568,28.1126646,67.83969532,113.0464317,166.5514505,70.8010396,41.39,UP_pEhEx_DOWN_CDC5
EHI_026310A,247.1040414,1.385813016,0.635755129,2.179790539,0.029272992,0.586053688,289,269,489,250,158,77,411.3708076,315.0961157,345.558448,180.0102416,176.6116053,53.97703019,41.39,DOWN_pEhEx_UP_CDC5
EHI_040340A,1074.674535,1.957677342,0.88879542,2.202618621,0.02762164,0.586053688,946,1089,3545,615,739,74,1346.563266,1275.612156,2505.122082,442.8251943,826.0504828,51.87402901,41.39,DOWN_pEhEx_UP_CDC5
EHI_040820A,91.37706839,-3.356542833,1.533104077,-2.189377018,0.028569449,0.586053688,0,5,60,33,4,673,0,5.856805125,42.39980958,23.76135189,4.47117988,471.7732638,41.39,UP_pEhEx_DOWN_CDC5
EHI_053160A,39.16764049,2.253111227,1.021552457,2.205575652,0.027413725,0.586053688,45,31,132,13,28,1,64.054278,36.31219178,93.27958107,9.360532563,31.29825916,0.701000392,41.39,DOWN_pEhEx_UP_CDC5
EHI_055990A,50.36117886,-1.424288932,0.654388862,-2.176517687,0.029516573,0.586053688,17,24,42,64,46,175,24.1982828,28.1126646,29.6798667,46.08262185,51.41856862,122.6750686,41.39,UP_pEhEx_DOWN_CDC5
EHI_124830A,87.14012611,1.440921257,0.660042578,2.183073193,0.02903042,0.586053688,105,87,185,103,42,28,149.459982,101.9084092,130.7327462,74.16421954,46.94738874,19.62801098,41.39,DOWN_pEhEx_UP_CDC5
EHI_128450A,43.96226397,-2.224061557,1.015942386,-2.189161105,0.028585133,0.586053688,6,11,35,20,20,258,8.5405704,12.88497128,24.73322225,14.40081933,22.3558994,180.8581011,41.39,UP_pEhEx_DOWN_CDC5
EHI_161170A,748.9477671,1.895524796,0.870436991,2.177670314,0.029430591,0.586053688,866,823,1903,678,385,48,1232.688994,964.0301236,1344.780627,488.1877752,430.3510635,33.64801882,41.39,DOWN_pEhEx_UP_CDC5
EHI_179390A,221.6447423,-1.648240929,0.753081732,-2.188661415,0.028621458,0.586053688,46,35,303,300,329,607,65.4777064,40.99763588,214.1190384,216.0122899,367.7545451,425.507238,41.39,UP_pEhEx_DOWN_CDC5
EHI_191770A,8879.726097,1.499867957,0.686435708,2.185008646,0.028888213,0.586053688,9133,8897,22555,9274,5179,2070,13000.17158,10421.59904,15938.79508,6677.659922,5789.06015,1451.070812,41.39,DOWN_pEhEx_UP_CDC5
EHI_007620A,8443.598498,1.843751411,0.849342719,2.170797924,0.029946451,0.590311336,10224,10657,17811,8869,3753,653,14553.13196,12483.19444,12586.38347,6386.043331,4195.084522,457.753256,40.97,DOWN_pEhEx_UP_CDC5
EHI_093580A,438.6821046,-1.088068934,0.503678269,-2.160245935,0.030753636,0.601892588,171,252,429,589,555,1064,243.4062564,295.1829783,303.1586385,424.1041292,620.3762084,745.8644171,39.81,UP_pEhEx_DOWN_CDC5
EHI_092120A,20835.85105,1.093478325,0.508427845,2.150705033,0.031499489,0.612117727,17864,17557,55372,17573,13159,17874,25428.12494,20565.58552,39129.37093,12653.2799,14709.06401,12529.68101,38.79,DOWN_pEhEx_UP_CDC5
EHI_006940A,182.4942185,-1.411992074,0.658699495,-2.143605824,0.032064484,0.615359079,52,68,205,204,186,630,74.0182768,79.6525497,144.8660161,146.8883571,207.9098644,441.630247,38.46,UP_pEhEx_DOWN_CDC5
EHI_092930A,292.5968374,-1.790012845,0.836714467,-2.139335361,0.032408518,0.615359079,71,163,144,814,630,102,101.0634164,190.9318471,101.759543,586.1133466,704.2108311,71.50203999,38.46,UP_pEhEx_DOWN_CDC5
EHI_122900A,779.6572582,2.20865606,1.031194377,2.141842613,0.032206149,0.615359079,889,964,2053,308,537,15,1265.427848,1129.192028,1450.780151,221.7726176,600.2558989,10.51500588,38.46,DOWN_pEhEx_UP_CDC5
EHI_174670A,308.8348874,-1.089341907,0.510312879,-2.134654937,0.032789206,0.615359079,149,138,309,502,498,489,212.0908316,161.6478215,218.3590193,361.4605651,556.6618951,342.7891917,38.46,UP_pEhEx_DOWN_CDC5
EHI_195110A,339.0517499,6.120980222,2.864573281,2.136786049,0.032615397,0.615359079,958,545,5,0,0,41,1363.644407,638.3917587,3.533317465,0,0,28.74101607,38.46,DOWN_pEhEx_UP_CDC5
EHI_042690A,108.1665661,1.490796665,0.699460075,2.131353479,0.033060032,0.616221011,55,147,322,85,75,37,78.288562,172.1900707,227.5456447,61.20348214,83.83462275,25.93701451,38.38,DOWN_pEhEx_UP_CDC5
EHI_125960A,95.29750071,1.615384734,0.75968424,2.126389689,0.033470826,0.619662582,87,127,224,105,49,15,123.8382708,148.7628502,158.2926224,75.60430147,54.77195353,10.51500588,38.03,DOWN_pEhEx_UP_CDC5
EHI_092620A,167.7140209,-1.16042634,0.547319444,-2.120199369,0.033989236,0.620870037,82,108,97,310,162,414,116.7211288,126.5069907,68.54635882,223.2126996,181.0827851,290.2141623,37.91,UP_pEhEx_DOWN_CDC5
EHI_153730A,232.7090412,-1.652502696,0.779403823,-2.120213743,0.033988024,0.620870037,71,111,150,189,146,1084,101.0634164,130.0210738,105.9995239,136.0877426,163.1980656,759.884425,37.91,UP_pEhEx_DOWN_CDC5
EHI_099720A,170.7089768,-1.89738647,0.900631934,-2.106727953,0.035141168,0.631958357,28,31,198,105,143,817,39.8559952,36.31219178,139.9193716,75.60430147,159.8446807,572.7173203,36.8,UP_pEhEx_DOWN_CDC5
EHI_130260A,13723.23421,-1.243062201,0.590518298,-2.105035872,0.035288186,0.631958357,4054,10981,8238,26518,22211,19919,5770.578734,12862.71542,5821.493855,19094.04635,24827.34408,13963.22681,36.8,UP_pEhEx_DOWN_CDC5
EHI_164500A,1227.584306,-1.387769392,0.658385531,-2.107837015,0.03504509,0.631958357,529,875,367,2019,1391,3309,752.9936236,1024.940897,259.3455019,1453.762711,1554.852803,2319.610297,36.8,UP_pEhEx_DOWN_CDC5
EHI_007510A,35488.1447,1.874202818,0.89588688,2.092008333,0.03643777,0.635920322,41255,45584,78079,37214,15620,1967,58723.53864,53395.32097,55175.57887,26795.60452,17459.95743,1378.867771,36.41,DOWN_pEhEx_UP_CDC5
EHI_038860A,98404.08109,1.064327124,0.508331717,2.093764934,0.036280925,0.635920322,85249,82477,256792,82537,65055,83958,121345.8477,96610.34326,181465.5317,59430.02124,72718.15177,58854.59092,36.41,DOWN_pEhEx_UP_CDC5
EHI_143660A,83.07125162,-1.391588798,0.664546632,-2.09404236,0.036256207,0.635920322,37,55,30,132,81,249,52.6668508,64.42485638,21.19990479,95.04540756,90.54139257,174.5490976,36.41,UP_pEhEx_DOWN_CDC5
EHI_152920A,91.51021767,-1.340426605,0.638548033,-2.099178974,0.035801127,0.635920322,39,55,51,131,76,305,55.5137076,64.42485638,36.03983814,94.3253666,84.95241772,213.8051196,36.41,UP_pEhEx_DOWN_CDC5
EHI_172160A,120.9618088,-1.771903815,0.848226264,-2.088951839,0.036712059,0.636652158,48,76,11,230,122,369,68.3245632,89.0234379,7.773298422,165.6094223,136.3709863,258.6691447,36.33,UP_pEhEx_DOWN_CDC5
EHI_009940A,234.9404065,-2.256132838,1.082909648,-2.083398963,0.037214873,0.63798299,20,29,256,72,146,1357,28.468568,33.96946973,180.9058542,51.84294958,163.1980656,951.257532,36.2,UP_pEhEx_DOWN_CDC5
EHI_063550A,121.4388529,-1.828025822,0.878181431,-2.081603822,0.037378672,0.63798299,39,24,108,70,83,607,55.5137076,28.1126646,76.31965724,50.40286765,92.77698251,425.507238,36.2,UP_pEhEx_DOWN_CDC5
EHI_092680A,848.3662299,-1.655399075,0.795705501,-2.080416778,0.037487322,0.63798299,382,423,266,925,487,3784,543.7496488,495.4857136,187.9724891,666.0378939,544.3661504,2652.585483,36.2,UP_pEhEx_DOWN_CDC5
EHI_097930A,70.99992607,-1.44553543,0.695867686,-2.077313631,0.037772622,0.63887027,17,17,98,103,113,160,24.1982828,19.91313743,69.25302231,74.16421954,126.3108316,112.1600627,36.11,UP_pEhEx_DOWN_CDC5
EHI_009800A,46.31426597,-1.503834518,0.725816251,-2.071921806,0.038272734,0.639434702,16,32,18,77,34,159,22.7748544,37.4835528,12.71994287,55.44315441,38.00502898,111.4590623,36.06,UP_pEhEx_DOWN_CDC5
EHI_048140A,739.7529862,-1.930740928,0.931314113,-2.073136121,0.038159613,0.639434702,227,226,473,1320,2204,146,323.1182468,264.7275917,334.2518322,950.4540756,2463.620114,102.3460572,36.06,UP_pEhEx_DOWN_CDC5
EHI_054670A,45.83684796,1.483317903,0.72804109,2.037409595,0.041609013,0.647557416,42,40,135,40,32,12,59.7839928,46.854441,95.39957155,28.80163866,35.76943904,8.412004705,35.24,DOWN_pEhEx_UP_CDC5
EHI_055700A,165.256459,-1.506064338,0.738865136,-2.038348089,0.041515134,0.647557416,61,49,161,128,158,663,86.8291324,57.39669023,113.7728224,92.1652437,176.6116053,464.7632599,35.24,UP_pEhEx_DOWN_CDC5
EHI_068560A,71.90104038,-1.247365828,0.610533191,-2.043076193,0.041044896,0.647557416,21,30,88,115,72,201,29.8919964,35.14083075,62.18638738,82.80471114,80.48123784,140.9010788,35.24,UP_pEhEx_DOWN_CDC5
EHI_095850A,1042.806065,-1.426530744,0.691337552,-2.06343593,0.039071229,0.647557416,400,655,510,1037,926,3963,569.37136,767.2414714,360.3983814,746.6824822,1035.078142,2778.064554,35.24,UP_pEhEx_DOWN_CDC5
EHI_098800A,419.9811188,-1.029459332,0.503986766,-2.042631674,0.041088913,0.647557416,170,187,519,699,580,771,241.982828,219.0445117,366.7583528,503.3086355,648.3210826,540.4713023,35.24,UP_pEhEx_DOWN_CDC5
EHI_115390A,81.95434333,-1.2709528,0.624487014,-2.035194923,0.041831264,0.647557416,35,34,77,102,76,270,49.819994,39.82627485,54.41308896,73.44417857,84.95241772,189.2701059,35.24,UP_pEhEx_DOWN_CDC5
EHI_116360A,229317.9119,1.450735454,0.706150413,2.054428388,0.039934248,0.647557416,190353,217306,681903,242646,138762,55223,270953.8662,254543.7789,481875.9558,174715.0603,155107.4656,38711.34465,35.24,DOWN_pEhEx_UP_CDC5
EHI_134830A,226.5176055,-1.006887386,0.494509575,-2.036133248,0.041736977,0.647557416,113,141,178,334,325,433,160.8474092,165.1619045,125.7861017,240.4936828,363.2833653,303.5331698,35.24,UP_pEhEx_DOWN_CDC5
EHI_152160A,129.0052416,1.984676549,0.972671261,2.040439178,0.041306603,0.647557416,100,207,329,56,101,5,142.34284,242.4717322,232.4922892,40.32229412,112.897292,3.50500196,35.24,DOWN_pEhEx_UP_CDC5
EHI_157010A,740.2753975,1.229245078,0.603063274,2.038335164,0.041516426,0.647557416,906,1010,907,787,466,343,1289.62613,1183.074635,640.9437881,566.6722406,520.892456,240.4431345,35.24,DOWN_pEhEx_UP_CDC5
EHI_167300A,12902.32,-1.412241825,0.688408471,-2.051459105,0.040222258,0.647557416,6426,6834,5648,11682,13848,46191,9146.950899,8005.081245,3991.235408,8411.518569,15479.22474,32379.90911,35.24,UP_pEhEx_DOWN_CDC5
EHI_187040A,180.645641,-1.087925587,0.5291305,-2.056062895,0.039776454,0.647557416,82,96,166,258,311,291,116.7211288,112.4506584,117.3061398,185.7705693,347.6342357,203.9911141,35.24,UP_pEhEx_DOWN_CDC5
EHI_202700A,292.0806552,1.866994254,0.907272627,2.057809525,0.039608421,0.647557416,289,325,825,241,173,15,411.3708076,380.6923331,582.9973817,173.5298729,193.3785298,10.51500588,35.24,DOWN_pEhEx_UP_CDC5
EHI_050000A,40.09701931,-1.770996944,0.874244191,-2.025746311,0.042790788,0.658689663,6,4,57,54,73,95,8.5405704,4.6854441,40.2798191,38.88221219,81.59903281,66.59503724,34.13,UP_pEhEx_DOWN_CDC5
EHI_098210A,91.55545316,1.488485363,0.738462064,2.015655829,0.043835977,0.668561352,58,87,311,65,71,27,82.5588472,101.9084092,219.7723463,46.80266282,79.36344287,18.92701059,33.14,DOWN_pEhEx_UP_CDC5
EHI_154330A,143.4117966,1.990766939,0.988045912,2.014852666,0.043920089,0.668561352,158,208,309,53,118,5,224.9016872,243.6430932,218.3590193,38.16217122,131.8998065,3.50500196,33.14,DOWN_pEhEx_UP_CDC5
EHI_017720A,1306.107689,0.961644058,0.479501635,2.005507358,0.044908835,0.669620118,1283,1309,2573,1473,829,958,1826.258637,1533.311582,1818.245167,1060.620343,926.6520301,671.5583756,33.04,DOWN_pEhEx_UP_CDC5
EHI_098550A,198.1240607,-1.08398794,0.539113459,-2.010686105,0.044358623,0.669620118,91,114,167,229,269,488,129.5319844,133.5351569,118.0128033,164.8893813,300.6868469,342.0881913,33.04,UP_pEhEx_DOWN_CDC5
EHI_166910A,61.36771905,1.075274876,0.535461415,2.008127658,0.044629728,0.669620118,56,55,149,53,37,56,79.7119904,64.42485638,105.2928604,38.16217122,41.35841389,39.25602195,33.04,DOWN_pEhEx_UP_CDC5
EHI_198660A,67.47387376,1.36557432,0.681097614,2.004961244,0.04496719,0.669620118,72,41,200,48,20,80,102.4868448,48.02580203,141.3326986,34.56196639,22.3558994,56.08003136,33.04,DOWN_pEhEx_UP_CDC5
EHI_005100A,85.4376254,-1.256339659,0.63011683,-1.993820191,0.046171708,0.676526634,31,32,98,108,86,268,44.1262804,37.4835528,69.25302231,77.76442437,96.13036742,187.8681051,32.35,UP_pEhEx_DOWN_CDC5
EHI_140600A,306.3721362,-1.520158639,0.762144688,-1.994580115,0.046088694,0.676526634,92,252,70,665,558,371,130.9554128,295.1829783,49.46644451,478.8272427,623.7295933,260.0711454,32.35,UP_pEhEx_DOWN_CDC5
EHI_144610A,1417.438998,-1.313903343,0.658561082,-1.995112344,0.046030628,0.676526634,352,465,1971,1654,1930,3877,501.0467968,544.6828767,1392.833745,1190.947758,2157.344292,2717.77852,32.35,UP_pEhEx_DOWN_CDC5
EHI_118720A,182.8455925,-1.168909653,0.587156014,-1.990799082,0.04650298,0.677756203,69,97,178,232,170,574,98.2165596,113.6220194,125.7861017,167.0495042,190.0251449,402.374225,32.22,UP_pEhEx_DOWN_CDC5
EHI_082070A,420.0494513,-1.05883509,0.53258877,-1.98809128,0.046801596,0.678499322,216,288,245,714,614,716,307.4605344,337.3519752,173.1325558,514.10925,686.3261116,501.9162807,32.15,UP_pEhEx_DOWN_CDC5
EHI_015440A,310.2713129,-1.236373441,0.622669312,-1.985602016,0.047077532,0.678907572,90,107,425,401,405,808,128.108556,125.3356297,300.3319845,288.7364275,452.7069629,566.4083168,32.11,UP_pEhEx_DOWN_CDC5
EHI_125310A,158.4626433,1.131829352,0.570830709,1.982775863,0.047392471,0.679871055,171,213,226,140,122,87,243.4062564,249.4998983,159.7059494,100.8057353,136.3709863,60.98703411,32.01,DOWN_pEhEx_UP_CDC5
EHI_012020A,2089.575707,1.75749573,0.887858455,1.979477381,0.047762284,0.681607592,2055,1708,6721,1752,1336,153,2925.145362,2000.684631,4749.485336,1261.511773,1493.37408,107.25306,31.84,DOWN_pEhEx_UP_CDC5
EHI_103780A,156.9350369,-2.653040374,1.345878044,-1.971233863,0.048697132,0.68778424,25,3,127,21,25,1098,35.58571,3.514083075,89.7462636,15.12086029,27.94487425,769.6984305,31.22,UP_pEhEx_DOWN_CDC5
EHI_124880A,105.2790678,-1.231947628,0.62450807,-1.972668868,0.048533301,0.68778424,32,45,127,124,122,311,45.5497088,52.71124613,89.7462636,89.28507983,136.3709863,218.0111219,31.22,UP_pEhEx_DOWN_CDC5
EHI_021370A,102.0971092,1.29723425,0.659763496,1.966211012,0.049274241,0.692366258,74,83,329,116,54,48,105.3337016,97.22296508,232.4922892,83.5247521,60.36092838,33.64801882,30.76,DOWN_pEhEx_UP_CDC5
EHI_026330A,154.4726154,1.301692195,0.663843992,1.960840515,0.04989763,0.695683992,121,152,437,191,82,55,172.2348364,178.0468758,308.8119464,137.5278246,91.65918754,38.55502156,30.43,DOWN_pEhEx_UP_CDC5
EHI_087570A,4528.96669,-1.34111187,0.685064983,-1.957641834,0.050272055,0.695683992,978,1445,6516,5229,6267,12431,1392.112975,1692.616681,4604.61932,3765.094213,7005.221077,8714.135874,30.43,UP_pEhEx_DOWN_CDC5
EHI_155310A,319.9892175,-1.570388381,0.801689931,-1.95884758,0.05013064,0.695683992,75,89,385,248,259,1382,106.75713,104.2511312,272.0654448,178.5701597,289.5088972,968.7825418,30.43,UP_pEhEx_DOWN_CDC5
EHI_013900A,26998.84331,1.294176615,0.662706472,1.952865515,0.050835533,0.697201774,30453,32207,48109,30971,17307,7527,43347.66507,37726.02453,33996.87398,22300.38877,19345.67755,5276.429951,30.28,DOWN_pEhEx_UP_CDC5
EHI_139010A,3470.078956,0.954085357,0.489029282,1.950977972,0.051059666,0.697201774,3326,2813,8070,3080,2047,3684,4734.322858,3295.038564,5702.774388,2217.726176,2288.126304,2582.485444,30.28,DOWN_pEhEx_UP_CDC5
EHI_151360A,44.24595893,-1.233005788,0.632226244,-1.95026037,0.051145094,0.697201774,14,28,37,61,85,68,19.9279976,32.7981087,26.14654924,43.92249895,95.01257245,47.66802666,30.28,UP_pEhEx_DOWN_CDC5
EHI_140380A,39.81129917,1.327252195,0.682591098,1.944432324,0.051843339,0.703221529,27,64,81,46,22,15,38.4325668,74.9671056,57.23974293,33.12188445,24.59148934,10.51500588,29.68,DOWN_pEhEx_UP_CDC5
EHI_056480A,8690.565333,-1.135949219,0.586603826,-1.936484504,0.052808389,0.709289142,4350,5259,5597,8833,11155,24261,6191.91354,6160.187631,3955.19557,6360.121856,12469.00289,17006.97051,29.07,UP_pEhEx_DOWN_CDC5
EHI_180780A,137.3097561,-1.628027319,0.840190527,-1.937688259,0.052661267,0.709289142,57,51,86,83,83,670,81.1354188,59.73941228,60.77306039,59.76340021,92.77698251,469.6702627,29.07,UP_pEhEx_DOWN_CDC5
EHI_009240A,142.5851772,-0.967239454,0.502956684,-1.923106871,0.05446663,0.716002787,77,85,114,222,207,249,109.6039868,99.56568713,80.5596382,159.8490945,231.3835588,174.5490976,28.4,UP_pEhEx_DOWN_CDC5
EHI_024510A,178.6563515,-1.523878179,0.792432455,-1.923038575,0.054475206,0.716002787,77,128,25,331,309,301,109.6039868,149.9342112,17.66658732,238.3335599,345.3986457,211.001118,28.4,UP_pEhEx_DOWN_CDC5
EHI_070720A,406.9479953,-1.027871715,0.534812795,-1.921928055,0.054614811,0.716002787,145,254,423,542,673,708,206.397118,297.5257004,298.9186575,390.2622038,752.2760148,496.3082776,28.4,UP_pEhEx_DOWN_CDC5
EHI_124530A,55.63305371,-1.613606721,0.837649773,-1.926350096,0.054060674,0.716002787,25,27,22,61,26,254,35.58571,31.62674768,15.54659684,43.92249895,29.06266922,178.0540996,28.4,UP_pEhEx_DOWN_CDC5
EHI_153260A,82.57463203,-1.477894888,0.766724012,-1.927544808,0.053911769,0.716002787,23,15,113,95,90,280,32.7388532,17.57041538,79.8529747,68.40389181,100.6015473,196.2801098,28.4,UP_pEhEx_DOWN_CDC5
EHI_092500A,244.9695181,1.815467046,0.945967799,1.919163685,0.054963622,0.7171444,198,236,829,169,175,12,281.8388232,276.4412019,585.8240356,121.6869233,195.6141198,8.412004705,28.29,DOWN_pEhEx_UP_CDC5
EHI_014010A,68.55887582,1.709454978,0.893933443,1.912284401,0.055839726,0.71831384,77,81,156,62,44,4,109.6039868,94.88024303,110.2395049,44.64253992,49.18297868,2.804001568,28.17,DOWN_pEhEx_UP_CDC5
EHI_022010A,2379.017526,-1.159514234,0.605871032,-1.913797116,0.055646084,0.71831384,743,983,3119,5923,3332,2670,1057.607301,1151.447888,2204.083434,4264.802644,3724.49284,1871.671047,28.17,UP_pEhEx_DOWN_CDC5
EHI_160980A,9871.149514,-1.560276963,0.814489627,-1.915649889,0.055409675,0.71831384,2712,8336,1943,23229,18708,9403,3860.337821,9764.465505,1373.047167,16725.83161,20911.7083,6591.506686,28.17,UP_pEhEx_DOWN_CDC5
EHI_122720A,101.4189075,1.468926817,0.769517176,1.908894126,0.056275751,0.720539988,74,112,297,84,79,19,105.3337016,131.1924348,209.8790574,60.48344118,88.30580263,13.31900745,27.95,DOWN_pEhEx_UP_CDC5
EHI_083400A,432.443184,1.334909954,0.702965388,1.898969674,0.057568463,0.720889716,496,671,518,488,270,119,706.0204864,785.9832478,366.0516893,351.3799916,301.8046419,83.41904665,27.91,DOWN_pEhEx_UP_CDC5
EHI_090020A,10398.4961,-1.427921324,0.752887528,-1.896593145,0.057881656,0.720889716,1723,2668,16028,16174,20499,15588,2452.567133,3125.191215,11326.40246,11645.94259,22913.67909,10927.19411,27.91,UP_pEhEx_DOWN_CDC5
EHI_096750A,49.90520706,-1.460177835,0.766951067,-1.903873529,0.056926657,0.720889716,15,43,12,96,86,77,21.351426,50.36852408,8.479961915,69.12393277,96.13036742,53.97703019,27.91,UP_pEhEx_DOWN_CDC5
EHI_120900A,109.199558,-1.881739845,0.991572122,-1.897733713,0.057731169,0.720889716,45,33,53,89,19,613,64.054278,38.65491383,37.45316513,64.08364601,21.23810443,429.7132403,27.91,UP_pEhEx_DOWN_CDC5
EHI_166370A,51.60225329,1.645825707,0.86582447,1.900876868,0.057318143,0.720889716,51,107,52,60,24,7,72.5948484,125.3356297,36.74650163,43.20245798,26.82707928,4.907002744,27.91,DOWN_pEhEx_UP_CDC5
EHI_200010A,49.65467163,-1.396843003,0.733772592,-1.903645651,0.056956349,0.720889716,24,25,27,61,33,192,34.1622816,29.28402563,19.07991431,43.92249895,36.88723401,134.5920753,27.91,UP_pEhEx_DOWN_CDC5
