"","GenId","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","CDC5_1","CDC5_2","CDC5_3","pEhEx_1","pEhEx_2","pEhEx_3","CDC5_1.1","CDC5_2.1","CDC5_3.1","pEhEx_1.1","pEhEx_2.1","pEhEx_3.1","Certeza","DE"
"606","EHI_023440A",9.079457617,-0.348796689,0.818408031,-0.426189231,0.669969964,0.999126624,11,14,0,23,5,25,9.861648511,12.59873243,0,13.59618577,4.695078561,13.72510042,0.09,"UP_pEhEx_DOWN_EhMyb10"
"607","EHI_023450A",36.42163586,-0.509723436,0.901733983,-0.565270297,0.571889929,0.999126624,17,13,21,46,19,147,15.24072952,11.69882297,65.85300211,27.19237155,17.84129853,80.70359048,0.09,"UP_pEhEx_DOWN_EhMyb10"
"608","EHI_023470A",344.6803184,0.007087304,0.785610269,0.009021399,0.992802063,0.999126624,546,529,22,741,405,392,489.4963716,476.052104,68.98885935,438.0336374,380.3013635,215.2095746,0.09,"DOWN_pEhEx_UP_EhMyb10"
"609","EHI_023480A",46.59305654,0.48383799,0.680058566,0.71146518,0.476796021,0.999126624,64,98,5,81,37,65,57.37686406,88.19112701,15.67928622,47.88221947,34.74358135,35.6852611,0.09,"DOWN_pEhEx_UP_EhMyb10"
"610","EHI_023490A",83.36298101,0.179819985,0.850665165,0.211387503,0.832584907,0.999126624,114,145,10,110,160,38,102.2025391,130.4868716,31.35857243,65.02523632,150.242514,20.86215264,0.09,"DOWN_pEhEx_UP_EhMyb10"
"611","EHI_023500A",4781.370863,-0.196087957,0.460911787,-0.425434894,0.670519673,0.999126624,4458,4533,1689,6013,4931,12989,3996.657188,4079.289579,5296.462884,3554.515872,4630.286477,7131.013175,0.09,"UP_pEhEx_DOWN_EhMyb10"
"612","EHI_023600A",306.4808169,0.006160284,0.672112921,0.009165549,0.992687052,0.999126624,493,422,31,537,406,403,441.981156,379.7617918,97.21157454,317.4413809,381.2403792,221.2486188,0.09,"DOWN_pEhEx_UP_EhMyb10"
"613","EHI_023610A",14.59078316,-0.184663263,0.721902065,-0.25580099,0.798104509,0.999126624,19,18,2,32,24,12,17.03375652,16.19837027,6.271714487,18.91643238,22.53637709,6.588048203,0.09,"UP_pEhEx_DOWN_EhMyb10"
"614","EHI_023620A",9.096780659,0.13816683,0.683772419,0.202065521,0.839865502,0.999126624,10,14,2,21,10,9,8.96513501,12.59873243,6.271714487,12.41390875,9.390157123,4.941036152,0.09,"DOWN_pEhEx_UP_EhMyb10"
"615","EHI_023840A",16792.3559,0.149688487,0.42551369,0.351783012,0.725001,0.999126624,22227,24013,3651,22456,16894,33935,19926.80559,21609.52585,11449.0148,13274.60642,15863.73144,18630.45131,0.09,"DOWN_pEhEx_UP_EhMyb10"
"616","EHI_023850A",61.39467155,0.209189677,0.601091815,0.348016179,0.727828033,0.999126624,56,58,31,85,35,156,50.20475606,52.19474864,97.21157454,50.24677352,32.86554993,85.64462663,0.09,"DOWN_pEhEx_UP_EhMyb10"
"617","EHI_023870A",20.24115011,-0.372550806,0.952561075,-0.391104378,0.695720085,0.999126624,34,23,0,50,34,16,30.48145903,20.69791756,0,29.5569256,31.92653422,8.78406427,0.09,"UP_pEhEx_DOWN_EhMyb10"
"618","EHI_023880A",420.8425876,0.541132257,0.578264909,0.935786088,0.349383336,0.999126624,384,353,267,499,334,760,344.2611844,317.6680391,837.273884,294.9781175,313.6312479,417.2430528,0.09,"DOWN_pEhEx_UP_EhMyb10"
"619","EHI_023890A",380.0783421,0.80378543,0.510943181,1.573140537,0.11568628,0.999126624,698,614,86,535,296,434,625.7664237,552.544408,269.6837229,316.2591039,277.9486508,238.2677433,0.09,"DOWN_pEhEx_UP_EhMyb10"
"620","EHI_023900A",62.8902376,-0.631176785,0.889532611,-0.709560029,0.477977014,0.999126624,90,69,1,157,95,90,80.68621509,62.09375269,3.135857243,92.80874638,89.20649267,49.41036152,0.09,"UP_pEhEx_DOWN_EhMyb10"
"621","EHI_024220A",42.90619572,-0.413479984,1.080842831,-0.382553293,0.702051008,0.999126624,93,25,1,120,72,18,83.37575559,22.49773648,3.135857243,70.93662143,67.60913128,9.882072304,0.09,"UP_pEhEx_DOWN_EhMyb10"
"622","EHI_024230A",731.2051239,0.540132816,1.206577474,0.44765697,0.654400781,0.999126624,980,1880,9,1719,708,196,878.583231,1691.829783,28.22271519,1016.167102,664.8231243,107.6047873,0.09,"DOWN_pEhEx_UP_EhMyb10"
"623","EHI_024240A",214.9988503,-0.866868735,1.009632803,-0.858598029,0.390562326,0.999126624,316,163,8,468,546,83,283.2982663,146.6852419,25.08685795,276.6528236,512.7025789,45.5673334,0.09,"UP_pEhEx_DOWN_EhMyb10"
"624","EHI_024350A",16.57992858,1.32509432,0.723741289,1.830895018,0.067116214,0.999126624,15,30,10,28,6,10,13.44770252,26.99728378,31.35857243,16.55187833,5.634094274,5.490040169,0.09,"DOWN_pEhEx_UP_EhMyb10"
"625","EHI_024380A",5.326366678,0.394769882,0.804755624,0.490546285,0.623747386,0.999126624,10,9,0,13,3,8,8.96513501,8.099185133,0,7.684800655,2.817047137,4.392032135,0.09,"DOWN_pEhEx_UP_EhMyb10"
"626","EHI_024390A",8.731707868,0.070250792,0.634941169,0.11064142,0.911900701,0.999126624,7,10,4,14,8,16,6.275594507,8.999094593,12.54342897,8.275939167,7.512125698,8.78406427,0.09,"DOWN_pEhEx_UP_EhMyb10"
"627","EHI_024420A",308.9399699,-0.096587195,0.357747776,-0.269986851,0.78717037,0.999126624,333,356,88,518,350,590,298.5389958,320.3677675,275.9554374,306.2097492,328.6554993,323.91237,0.09,"UP_pEhEx_DOWN_EhMyb10"
"628","EHI_024430A",13.97751951,0.776829836,0.661242,1.174804136,0.240073085,0.999126624,13,13,10,13,10,22,11.65467551,11.69882297,31.35857243,7.684800655,9.390157123,12.07808837,0.09,"DOWN_pEhEx_UP_EhMyb10"
"629","EHI_024450A",29.91682472,0.054284022,0.855307665,0.063467247,0.94939444,0.999126624,13,28,18,27,14,104,11.65467551,25.19746486,56.44543038,15.96073982,13.14621997,57.09641776,0.09,"DOWN_pEhEx_UP_EhMyb10"
"630","EHI_024470A",1051.381413,0.882658793,0.809034973,1.091002025,0.275271992,0.999126624,782,489,941,958,765,1697,701.0735578,440.0557256,2950.841666,566.3106945,718.3470199,931.6598167,0.09,"DOWN_pEhEx_UP_EhMyb10"
"631","EHI_024490A",1824.446498,1.843110848,0.824869572,2.234427005,0.025454991,0.999126624,1213,1253,2024,1600,605,1586,1087.470877,1127.586552,6346.97506,945.8216191,568.1045059,870.7203708,0.09,"DOWN_pEhEx_UP_EhMyb10"
"632","EHI_024510A",180.2473869,-0.601616734,0.643013558,-0.935620604,0.349468562,0.999126624,227,57,56,331,309,301,203.5085647,51.29483918,175.6080056,195.6668475,290.1558551,165.2502091,0.09,"UP_pEhEx_DOWN_EhMyb10"
"633","EHI_024530A",719.975009,-0.222834874,0.558119559,-0.399260106,0.689701559,0.999126624,1066,705,128,1049,675,1957,955.6833921,634.4361688,401.3897271,620.104299,633.8356058,1074.400861,0.09,"UP_pEhEx_DOWN_EhMyb10"
"634","EHI_024590A",9.011516585,-0.325650239,0.928595876,-0.350691024,0.72582016,0.999126624,11,14,0,25,15,5,9.861648511,12.59873243,0,14.7784628,14.08523568,2.745020084,0.09,"UP_pEhEx_DOWN_EhMyb10"
"635","EHI_024600A",31.07316989,0.011226696,0.786213188,0.014279455,0.98860703,0.999126624,47,48,2,55,50,28,42.13613455,43.19565404,6.271714487,32.51261816,46.95078561,15.37211247,0.09,"DOWN_pEhEx_UP_EhMyb10"
"636","EHI_024630A",82.97029672,-0.245920558,0.544544316,-0.451607979,0.651551421,0.999126624,108,104,11,137,105,170,96.82345811,93.59058376,34.49442968,80.98597614,98.59664979,93.33068287,0.09,"UP_pEhEx_DOWN_EhMyb10"
"637","EHI_024640A",24.00881048,0.251026548,0.986936024,0.254349362,0.799225668,0.999126624,9,14,19,20,8,81,8.068621509,12.59873243,59.58128762,11.82277024,7.512125698,44.46932537,0.09,"DOWN_pEhEx_UP_EhMyb10"
"638","EHI_024660A",11.98447631,-1.883005493,1.433699525,-1.313389215,0.18905183,0.999126624,16,0,0,6,47,18,14.34421602,0,0,3.546831072,44.13373848,9.882072304,0.09,"UP_pEhEx_DOWN_EhMyb10"
"639","EHI_024670A",36.36458135,-0.407757206,0.522506682,-0.780386586,0.435163361,0.999126624,29,26,15,66,39,84,25.99889153,23.39764594,47.03785865,39.01514179,36.62161278,46.11633742,0.09,"UP_pEhEx_DOWN_EhMyb10"
"640","EHI_024680A",273.1217484,-0.384096491,0.456131324,-0.842074355,0.399746335,0.999126624,233,209,101,414,324,685,208.8876457,188.081077,316.7215816,244.7313439,304.2410908,376.0677516,0.09,"UP_pEhEx_DOWN_EhMyb10"
"641","EHI_024990A",274.259314,-0.009471637,0.714587163,-0.013254697,0.989424591,0.999126624,429,246,68,649,389,141,384.6042919,221.377727,213.2382925,383.6488943,365.2771121,77.40956638,0.09,"UP_pEhEx_DOWN_EhMyb10"
"642","EHI_025090A",93.83578472,0.846315962,1.193241182,0.70925809,0.478164331,0.999126624,198,197,2,232,62,12,177.5096732,177.2821635,6.271714487,137.1441348,58.21897416,6.588048203,0.09,"DOWN_pEhEx_UP_EhMyb10"
"643","EHI_025100A",385.5418658,0.327361692,0.463860729,0.705732716,0.480354371,0.999126624,363,451,178,559,287,772,325.4344009,405.8591661,558.1825893,330.4464282,269.4975094,423.831101,0.09,"DOWN_pEhEx_UP_EhMyb10"
"644","EHI_025110A",234.2600088,0.46752567,0.856450546,0.545887526,0.585143253,0.999126624,405,442,17,492,247,125,363.0879679,397.759981,53.30957314,290.8401479,231.9368809,68.62550211,0.09,"DOWN_pEhEx_UP_EhMyb10"
"645","EHI_025210A",20.72686531,1.686375402,1.277946539,1.319597769,0.186969348,0.999126624,7,2,28,19,2,28,6.275594507,1.799818919,87.80400281,11.23163173,1.878031425,15.37211247,0.09,"DOWN_pEhEx_UP_EhMyb10"
"646","EHI_025230A",543.435318,-1.142326763,0.775484974,-1.473048223,0.140738033,0.999126624,796,143,55,1089,1063,1100,713.6247468,128.6870527,172.4721484,643.7498395,998.1737021,603.9044186,0.09,"UP_pEhEx_DOWN_EhMyb10"
"647","EHI_025250A",31.75527658,0.48817628,1.124912111,0.433968374,0.664311407,0.999126624,10,11,30,16,10,107,8.96513501,9.899004052,94.0757173,9.458216191,9.390157123,58.74342981,0.09,"DOWN_pEhEx_UP_EhMyb10"
"648","EHI_025270A",841.6541935,-0.626185064,0.626728126,-0.999133497,0.317730026,0.999126624,1012,909,82,1748,1301,1480,907.271663,818.0176985,257.1402939,1033.310119,1221.659442,812.525945,0.09,"UP_pEhEx_DOWN_EhMyb10"
"649","EHI_025290A",1148.48692,0.382399113,0.460533871,0.830338738,0.406347292,0.999126624,1558,1630,330,2185,801,1728,1396.768035,1466.852419,1034.83289,1291.637649,752.1515855,948.6789412,0.09,"DOWN_pEhEx_UP_EhMyb10"
"650","EHI_025300A",11.2855082,-0.338986687,0.642899782,-0.527277651,0.598000792,0.999126624,13,15,1,26,11,25,11.65467551,13.49864189,3.135857243,15.36960131,10.32917284,13.72510042,0.09,"UP_pEhEx_DOWN_EhMyb10"
"651","EHI_025310A",12.43708276,0.037862895,0.715425944,0.052923571,0.957792804,0.999126624,16,18,2,36,10,13,14.34421602,16.19837027,6.271714487,21.28098643,9.390157123,7.13705222,0.09,"DOWN_pEhEx_UP_EhMyb10"
"652","EHI_025360A",446.9164797,-0.869408434,0.766380532,-1.134434393,0.256612379,0.999126624,201,209,186,545,379,1916,180.1992137,188.081077,583.2694473,322.170489,355.886955,1051.891696,0.09,"UP_pEhEx_DOWN_EhMyb10"
"653","EHI_025370A",193.1424065,1.106846317,0.894403772,1.237524204,0.215892534,0.999126624,278,521,23,235,216,49,249.2307533,468.8528283,72.1247166,138.9175503,202.8273939,26.90119683,0.09,"DOWN_pEhEx_UP_EhMyb10"
"654","EHI_025380A",42.04401163,2.678674887,1.667212873,1.606678386,0.108124937,0.999126624,5,8,66,3,0,58,4.482567505,7.199275674,206.9665781,1.773415536,0,31.84223298,0.09,"DOWN_pEhEx_UP_EhMyb10"
"655","EHI_025400A",59.70347586,-1.035535562,0.712751029,-1.452871367,0.146259472,0.999126624,78,36,4,125,122,100,69.92805308,32.39674053,12.54342897,73.89231399,114.5599169,54.90040169,0.09,"UP_pEhEx_DOWN_EhMyb10"
"656","EHI_025430A",146.8103382,0.810970453,0.473234977,1.713673953,0.086588623,0.999126624,157,163,88,197,110,178,140.7526197,146.6852419,275.9554374,116.4542869,103.2917284,97.72271501,0.09,"DOWN_pEhEx_UP_EhMyb10"
"657","EHI_025440A",27.75643073,0.747469777,1.20459177,0.620517087,0.534917408,0.999126624,9,11,28,11,4,92,8.068621509,9.899004052,87.80400281,6.502523632,3.756062849,50.50836955,0.09,"DOWN_pEhEx_UP_EhMyb10"
"658","EHI_025450A",1231.043121,0.753670488,1.002538094,0.751762444,0.452193931,0.999126624,2251,2769,40,2386,1013,709,2018.051891,2491.849293,125.4342897,1410.45649,951.2229165,389.243848,0.09,"DOWN_pEhEx_UP_EhMyb10"
"659","EHI_025470A",33.69749688,-0.987679259,0.959421149,-1.02945329,0.303266719,0.999126624,41,29,1,105,69,17,36.75705354,26.09737432,3.135857243,62.06954376,64.79208415,9.333068287,0.09,"UP_pEhEx_DOWN_EhMyb10"
"660","EHI_025480A",40.51461272,1.222096231,1.651854343,0.739832926,0.459401378,0.999126624,78,111,0,89,22,0,69.92805308,99.88994998,0,52.61132756,20.65834567,0,0.09,"DOWN_pEhEx_UP_EhMyb10"
"661","EHI_025600A",48621.83449,0.219311608,2.422162875,0.090543708,0.927855163,0.999126624,102546,72224,0,90687,70620,27104,91933.87347,64995.06079,0,53608.57823,66313.2896,14880.20487,0.09,"DOWN_pEhEx_UP_EhMyb10"
"662","EHI_025700A",13.81250618,-0.013565481,1.078004465,-0.012583882,0.989959779,0.999126624,14,24,2,28,27,1,12.55118901,21.59782702,6.271714487,16.55187833,25.35342423,0.549004017,0.09,"UP_pEhEx_DOWN_EhMyb10"
"663","EHI_025710A",15.74417256,-0.730210865,1.228134102,-0.594569325,0.552131389,0.999126624,2,8,9,4,7,88,1.793027002,7.199275674,28.22271519,2.364554048,6.573109986,48.31235349,0.09,"UP_pEhEx_DOWN_EhMyb10"
"664","EHI_025720A",10.05309214,0.668701134,1.008116018,0.663317637,0.507127143,0.999126624,20,20,0,21,11,3,17.93027002,17.99818919,0,12.41390875,10.32917284,1.647012051,0.09,"DOWN_pEhEx_UP_EhMyb10"
"665","EHI_025820A",21.02216724,0.511934489,0.908118567,0.563730891,0.572937291,0.999126624,9,13,18,20,9,54,8.068621509,11.69882297,56.44543038,11.82277024,8.45114141,29.64621691,0.09,"DOWN_pEhEx_UP_EhMyb10"
"666","EHI_025830A",1187.694258,-1.364486845,0.60038285,-2.272694573,0.023044592,0.999126624,1260,449,146,2317,1872,3656,1129.607011,404.0593472,457.8351575,1369.667932,1757.837413,2007.158686,0.09,"UP_pEhEx_DOWN_EhMyb10"
"667","EHI_025850A",7016.128356,0.614190162,1.099298712,0.558710891,0.576359046,0.999126624,12833,14613,257,14656,7892,1022,11504.95776,13150.37693,805.9153115,8663.726031,7410.712001,561.0821053,0.09,"DOWN_pEhEx_UP_EhMyb10"
"668","EHI_025860A",10.65978847,0.315665349,0.633331551,0.498420375,0.618187778,0.999126624,9,14,5,21,8,14,8.068621509,12.59873243,15.67928622,12.41390875,7.512125698,7.686056236,0.09,"DOWN_pEhEx_UP_EhMyb10"
"669","EHI_025890A",266.251199,-0.013106462,0.527910518,-0.024827051,0.980192914,0.999126624,335,366,52,489,365,315,300.3320228,329.3668621,163.0645767,289.0667323,342.740735,172.9362653,0.09,"UP_pEhEx_DOWN_EhMyb10"
"670","EHI_026310A",161.7519217,0.909629494,0.907001331,1.00289764,0.315910251,0.999126624,257,415,9,250,158,77,230.4039698,373.4624256,28.22271519,147.784628,148.3644825,42.2733093,0.09,"DOWN_pEhEx_UP_EhMyb10"
"671","EHI_026320A",7.659491841,-1.195792428,0.884391653,-1.352107321,0.176340986,0.999126624,9,5,0,11,7,37,8.068621509,4.499547296,0,6.502523632,6.573109986,20.31314862,0.09,"UP_pEhEx_DOWN_EhMyb10"
"672","EHI_026330A",78.28349027,0.202119387,0.770552539,0.262304486,0.793086704,0.999126624,137,113,8,191,82,55,122.8223496,101.6897689,25.08685795,112.9074558,76.99928841,30.19522093,0.09,"DOWN_pEhEx_UP_EhMyb10"
"673","EHI_026340A",18519.03349,0.461325913,0.585938766,0.787327857,0.431089966,0.999126624,14750,18184,11091,16396,14288,43056,13223.57414,16363.95361,34779.79269,9692.307042,13416.6565,23637.91695,0.09,"DOWN_pEhEx_UP_EhMyb10"
"674","EHI_026350A",14.66239527,-0.524761787,0.77593435,-0.676296631,0.498852331,0.999126624,12,6,7,17,12,52,10.75816201,5.399456756,21.9510007,10.0493547,11.26818855,28.54820888,0.09,"UP_pEhEx_DOWN_EhMyb10"
"675","EHI_026360A",36.53156239,-1.563690299,0.896076567,-1.745040946,0.080977742,0.999126624,40,19,0,57,78,108,35.86054004,17.09827973,0,33.69489518,73.24322556,59.29243382,0.09,"UP_pEhEx_DOWN_EhMyb10"
"676","EHI_026370A",9.505320475,-0.52961307,0.864491608,-0.61262951,0.540121341,0.999126624,14,10,0,24,18,8,12.55118901,8.999094593,0,14.18732429,16.90228282,4.392032135,0.09,"UP_pEhEx_DOWN_EhMyb10"
"677","EHI_026390A",37.65642237,0.673418447,0.685844733,0.98188178,0.326158093,0.999126624,30,46,23,28,22,88,26.89540503,41.39583513,72.1247166,16.55187833,20.65834567,48.31235349,0.09,"DOWN_pEhEx_UP_EhMyb10"
"678","EHI_026400A",17.20724657,2.15021454,1.203335245,1.78687905,0.073957039,0.999126624,3,8,24,7,2,22,2.689540503,7.199275674,75.26057384,4.137969584,1.878031425,12.07808837,0.09,"DOWN_pEhEx_UP_EhMyb10"
"679","EHI_026410A",31495.07488,0.404185596,0.436644931,0.925661944,0.354621691,0.999126624,29269,34843,15958,38074,28311,58727,26240.05366,31355.54529,50042.00989,22507.0077,26584.47383,32241.3589,0.09,"DOWN_pEhEx_UP_EhMyb10"
"680","EHI_026420A",57.34053984,0.712821972,1.232391598,0.578405413,0.56299044,0.999126624,11,19,60,21,13,190,9.861648511,17.09827973,188.1514346,12.41390875,12.20720426,104.3107632,0.09,"DOWN_pEhEx_UP_EhMyb10"
"681","EHI_026440A",388.5052492,0.118817206,0.864397136,0.137456732,0.890669791,0.999126624,819,381,43,760,611,175,734.2445573,342.865504,134.8418615,449.2652691,573.7386002,96.07570296,0.09,"DOWN_pEhEx_UP_EhMyb10"
"682","EHI_026450A",65.85010676,0.165906134,0.830576323,0.19974821,0.841677508,0.999126624,112,108,3,113,90,67,100.4095121,97.1902216,9.40757173,66.79865185,84.5114141,36.78326913,0.09,"DOWN_pEhEx_UP_EhMyb10"
"683","EHI_026470A",133.7719109,0.285876556,0.896409524,0.318912895,0.749792566,0.999126624,234,217,11,332,149,49,209.7841592,195.2803527,34.49442968,196.257986,139.9133411,26.90119683,0.09,"DOWN_pEhEx_UP_EhMyb10"
"684","EHI_026480A",424.0805322,-0.408771964,0.455816161,-0.896791292,0.369830295,0.999126624,431,473,89,593,588,1003,386.3973189,425.6571742,279.0912947,350.5451376,552.1412388,550.6510289,0.09,"UP_pEhEx_DOWN_EhMyb10"
"685","EHI_026490A",37.53217763,0.481911327,0.621502034,0.775397827,0.438104619,0.999126624,66,54,7,75,34,35,59.16989107,48.5951108,21.9510007,44.3353884,31.92653422,19.21514059,0.09,"DOWN_pEhEx_UP_EhMyb10"
"686","EHI_027030A",34.643127,2.713263442,1.199171056,2.262615854,0.02365938,0.999126624,5,15,52,13,4,28,4.482567505,13.49864189,163.0645767,7.684800655,3.756062849,15.37211247,0.09,"DOWN_pEhEx_UP_EhMyb10"
"687","EHI_027330A",17.09775317,2.196688611,1.617119985,1.358395562,0.174338202,0.999126624,0,14,23,7,0,25,0,12.59873243,72.1247166,4.137969584,0,13.72510042,0.09,"DOWN_pEhEx_UP_EhMyb10"
"688","EHI_027360A",7.184935234,-1.304890869,0.800160531,-1.630786347,0.102935409,0.999126624,5,5,1,10,8,32,4.482567505,4.499547296,3.135857243,5.91138512,7.512125698,17.56812854,0.09,"UP_pEhEx_DOWN_EhMyb10"
"689","EHI_027370A",35.9731092,-1.067024744,0.605395186,-1.762525982,0.077980471,0.999126624,15,21,13,69,46,107,13.44770252,18.89809864,40.76614416,40.78855732,43.19472276,58.74342981,0.09,"UP_pEhEx_DOWN_EhMyb10"
"690","EHI_027380A",1099.676247,0.045842753,0.870572926,0.052658142,0.95800429,0.999126624,1436,1846,128,2708,1511,416,1287.393387,1661.232862,401.3897271,1600.80309,1418.852741,228.385671,0.09,"DOWN_pEhEx_UP_EhMyb10"
"691","EHI_027490A",129.9320828,0.05223689,0.636354277,0.082087749,0.934576935,0.999126624,102,146,56,224,55,359,91.4443771,131.3867811,175.6080056,132.4150267,51.64586418,197.0924421,0.09,"DOWN_pEhEx_UP_EhMyb10"
"692","EHI_027520A",58.01059323,-0.436354663,0.591755781,-0.737389777,0.460885351,0.999126624,43,34,26,112,90,85,38.55008054,30.59692162,81.53228833,66.20751334,84.5114141,46.66534144,0.09,"UP_pEhEx_DOWN_EhMyb10"
"693","EHI_027530A",58.14162474,0.017695749,0.790813187,0.022376649,0.982147507,0.999126624,41,28,37,59,39,181,36.75705354,25.19746486,116.026718,34.87717221,36.62161278,99.36972706,0.09,"DOWN_pEhEx_UP_EhMyb10"
"694","EHI_027550A",46.76145964,-0.454857633,0.59632095,-0.762773188,0.445598674,0.999126624,70,32,8,97,72,71,62.75594507,28.7971027,25.08685795,57.34043566,67.60913128,38.9792852,0.09,"UP_pEhEx_DOWN_EhMyb10"
"695","EHI_027570A",13181.74057,1.843445148,0.832150654,2.215278133,0.02674098,0.999126624,8012,9000,14852,6686,4080,17215,7182.86617,8099.185133,46573.75178,3952.352091,3831.184106,9451.104151,0.09,"DOWN_pEhEx_UP_EhMyb10"
"696","EHI_027580A",10.61596353,0.313477383,1.052687907,0.297787579,0.765865295,0.999126624,3,10,8,8,2,37,2.689540503,8.999094593,25.08685795,4.729108096,1.878031425,20.31314862,0.09,"DOWN_pEhEx_UP_EhMyb10"
"697","EHI_027600A",352.0904761,-0.867067358,0.716538208,-1.21007833,0.226248837,0.999126624,470,218,41,1026,614,334,421.3613455,196.1802621,128.570147,606.5081133,576.5556473,183.3673416,0.09,"UP_pEhEx_DOWN_EhMyb10"
"698","EHI_027610A",602.8447186,-0.252424172,0.879294274,-0.287075873,0.774054225,0.999126624,550,83,346,1143,797,984,493.0824256,74.69248512,1085.006606,675.6713192,748.3955227,540.2199526,0.09,"UP_pEhEx_DOWN_EhMyb10"
"699","EHI_027650A",47.3534561,-0.039198242,0.485634077,-0.080715593,0.935668136,0.999126624,60,59,10,68,57,95,53.79081006,53.0946581,31.35857243,40.19741881,53.5238956,52.1553816,0.09,"UP_pEhEx_DOWN_EhMyb10"
"700","EHI_027690A",41.378893,1.085211649,1.385116015,0.783480688,0.43334489,0.999126624,10,8,49,10,3,127,8.96513501,7.199275674,153.6570049,5.91138512,2.817047137,69.72351015,0.09,"DOWN_pEhEx_UP_EhMyb10"
"701","EHI_027700A",171.9479874,-0.289889252,0.615719149,-0.470814092,0.637773501,0.999126624,207,244,18,311,157,435,185.5782947,219.5779081,56.44543038,183.8440772,147.4254668,238.8167473,0.09,"UP_pEhEx_DOWN_EhMyb10"
"702","EHI_027710A",78.61049632,0.119520973,0.722811607,0.165355637,0.86866407,0.999126624,138,102,9,180,92,64,123.7188631,91.79076485,28.22271519,106.4049322,86.38944553,35.13625708,0.09,"DOWN_pEhEx_UP_EhMyb10"
"703","EHI_027720A",59.30662346,0.626554789,0.675694549,0.927275187,0.353783674,0.999126624,103,94,12,108,62,35,92.3408906,84.59148917,37.63028692,63.84295929,58.21897416,19.21514059,0.09,"DOWN_pEhEx_UP_EhMyb10"
"704","EHI_027730A",21.78962286,0.268643689,0.673959154,0.398605298,0.690184057,0.999126624,36,25,5,49,24,16,32.27448604,22.49773648,15.67928622,28.96578709,22.53637709,8.78406427,0.09,"DOWN_pEhEx_UP_EhMyb10"
"705","EHI_027750A",30.33513866,1.473270377,1.242006965,1.186201381,0.235542781,0.999126624,9,12,37,9,3,71,8.068621509,10.79891351,116.026718,5.320246608,2.817047137,38.9792852,0.09,"DOWN_pEhEx_UP_EhMyb10"
"706","EHI_027760A",20.00819089,0.393561801,0.637113375,0.617726477,0.536755655,0.999126624,24,12,12,23,19,34,21.51632402,10.79891351,37.63028692,13.59618577,17.84129853,18.66613657,0.09,"DOWN_pEhEx_UP_EhMyb10"
"707","EHI_027770A",12.77165534,-0.425887724,0.735199545,-0.579281811,0.562399037,0.999126624,15,19,0,26,14,32,13.44770252,17.09827973,0,15.36960131,13.14621997,17.56812854,0.09,"UP_pEhEx_DOWN_EhMyb10"
"708","EHI_027800A",225.5282648,-0.852512231,0.447600421,-1.904627859,0.056828463,0.999126624,183,212,40,360,320,655,164.0619707,190.7808054,125.4342897,212.8098643,300.4850279,359.5976311,0.09,"UP_pEhEx_DOWN_EhMyb10"
"709","EHI_027810A",20.95740231,0.95236387,1.161347706,0.820050589,0.412187269,0.999126624,35,19,11,39,21,0,31.37797254,17.09827973,34.49442968,23.05440197,19.71932996,0,0.09,"DOWN_pEhEx_UP_EhMyb10"
"710","EHI_028530A",13.00317513,0.610672117,0.562310295,1.086005577,0.277476525,0.999126624,15,20,5,19,11,17,13.44770252,17.99818919,15.67928622,11.23163173,10.32917284,9.333068287,0.09,"DOWN_pEhEx_UP_EhMyb10"
"711","EHI_028880A",368.8725907,-0.742672536,0.727700943,-1.020573827,0.307456395,0.999126624,577,176,48,1057,572,410,517.2882901,158.3840648,150.5211477,624.8334071,537.1169874,225.0916469,0.09,"UP_pEhEx_DOWN_EhMyb10"
"712","EHI_028910A",148.0172048,0.223395812,0.749538897,0.298044322,0.765669336,0.999126624,286,206,11,253,184,163,256.4028613,185.3813486,34.49442968,149.5580435,172.7788911,89.48765475,0.09,"DOWN_pEhEx_UP_EhMyb10"
"713","EHI_028930A",14.93922615,0.985312024,0.938138444,1.050284241,0.293587448,0.999126624,20,45,0,21,13,12,17.93027002,40.49592567,0,12.41390875,12.20720426,6.588048203,0.09,"DOWN_pEhEx_UP_EhMyb10"
"714","EHI_028940A",9.067999654,-0.867591343,0.961974049,-0.901886432,0.367117199,0.999126624,6,14,0,29,3,30,5.379081006,12.59873243,0,17.14301685,2.817047137,16.47012051,0.09,"UP_pEhEx_DOWN_EhMyb10"
"715","EHI_028950A",32.65328408,0.081874102,0.840526451,0.097408121,0.922402296,0.999126624,28,33,15,35,8,120,25.10237803,29.69701216,47.03785865,20.68984792,7.512125698,65.88048203,0.09,"DOWN_pEhEx_UP_EhMyb10"
"716","EHI_028960A",8.940197982,0.512937979,0.729235494,0.703391405,0.481811862,0.999126624,8,11,5,12,3,20,7.172108008,9.899004052,15.67928622,7.093662143,2.817047137,10.98008034,0.09,"DOWN_pEhEx_UP_EhMyb10"
"717","EHI_028990A",271.0449519,-1.236492684,0.780525993,-1.584178739,0.11315305,0.999126624,141,53,100,450,641,493,126.4084036,47.69520134,313.5857243,266.0123304,601.9090716,270.6589803,0.09,"UP_pEhEx_DOWN_EhMyb10"
"718","EHI_029010A",12.57351515,-0.712004146,0.86962983,-0.818743932,0.412932526,0.999126624,21,9,0,35,8,37,18.82678352,8.099185133,0,20.68984792,7.512125698,20.31314862,0.09,"UP_pEhEx_DOWN_EhMyb10"
