"","GenId","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","CDC5_1","CDC5_2","CDC5_3","pEhEx_1","pEhEx_2","pEhEx_3","CDC5_1.1","CDC5_2.1","CDC5_3.1","pEhEx_1.1","pEhEx_2.1","pEhEx_3.1","Certeza","DE"
"639","EHI_025310A",13.80415018,0.272855904,0.753882227,0.36193439,0.71740106,0.999772996,21,18,2,36,10,13,21.22066273,18.62957078,4.715200792,21.38055736,9.427344659,7.451564777,0.02,"DOWN_pEhEx_UP_U2AF84"
"640","EHI_025340A",15.87340819,0.809456082,1.358807493,0.595710641,0.551368549,0.999772996,4,12,19,8,0,51,4.042030996,12.41971386,44.79440752,4.751234969,0,29.23306182,0.02,"DOWN_pEhEx_UP_U2AF84"
"641","EHI_025360A",513.4343074,-0.454585273,0.816550741,-0.556714054,0.577722813,0.999772996,199,218,371,545,379,1916,201.091042,225.6248017,874.6697469,323.6778823,357.2963626,1098.246009,0.02,"UP_pEhEx_DOWN_U2AF84"
"642","EHI_025370A",173.8266282,0.860559332,0.854919605,1.006596792,0.314128577,0.999772996,208,373,32,235,216,49,210.1856118,386.0461057,75.44321267,139.5675272,203.6306446,28.08666723,0.02,"DOWN_pEhEx_UP_U2AF84"
"643","EHI_025390A",40.45541088,1.502242317,0.948016435,1.584616323,0.113053534,0.999772996,15,16,63,31,20,44,15.15761623,16.55961847,148.5288249,18.4110355,18.85468932,25.22068078,0.02,"DOWN_pEhEx_UP_U2AF84"
"644","EHI_025400A",64.62890613,-0.786415393,0.503256116,-1.562654416,0.118133902,0.999772996,43,58,16,125,122,100,43.4518332,60.02861697,37.72160634,74.23804639,115.0136048,57.31972905,0.02,"UP_pEhEx_DOWN_U2AF84"
"645","EHI_025430A",141.4034519,0.692708231,0.408611326,1.69527418,0.09002342,0.999772996,133,148,101,197,110,178,134.3975306,153.1764709,238.11764,116.9991611,103.7007913,102.0291177,0.02,"DOWN_pEhEx_UP_U2AF84"
"646","EHI_025440A",30.39421365,0.893498246,1.267982267,0.704661468,0.481020936,0.999772996,16,4,42,11,4,92,16.16812398,4.139904618,99.01921663,6.532948082,3.770937864,52.73415073,0.02,"DOWN_pEhEx_UP_U2AF84"
"647","EHI_025450A",1229.820221,0.728051993,1.016498099,0.716235469,0.473845965,0.999772996,2378,2023,44,2386,1013,709,2402.987427,2093.756761,103.7344174,1417.055829,954.990014,406.396879,0.02,"DOWN_pEhEx_UP_U2AF84"
"648","EHI_025470A",37.81085477,-0.586771047,0.859804714,-0.682446883,0.494956419,0.999772996,30,46,5,105,69,17,30.31523247,47.60890311,11.78800198,62.35995897,65.04867815,9.744353939,0.02,"UP_pEhEx_DOWN_U2AF84"
"649","EHI_025480A",31.66574709,0.66900655,1.683602602,0.39736607,0.691097532,0.999772996,65,49,0,89,22,0,65.68300368,50.71383158,0,52.85748903,20.74015825,0,0.02,"DOWN_pEhEx_UP_U2AF84"
"650","EHI_025600A",50590.3757,0.301495271,1.044250963,0.28871917,0.772796292,0.999772996,87120,74219,1154,90687,70620,27104,88035.43508,76814.89522,2720.670857,53859.4057,66575.90798,15535.93936,0.02,"DOWN_pEhEx_UP_U2AF84"
"651","EHI_025700A",16.20570136,0.386986878,1.068660341,0.362123365,0.717259844,0.999772996,16,28,4,28,27,1,16.16812398,28.97933233,9.430401584,16.62932239,25.45383058,0.573197291,0.02,"DOWN_pEhEx_UP_U2AF84"
"652","EHI_025710A",17.90655074,-0.353483712,1.12681147,-0.313702622,0.753746909,0.999772996,9,8,13,4,7,88,9.09456974,8.279809237,30.64880515,2.375617484,6.599141262,50.44136156,0.02,"UP_pEhEx_DOWN_U2AF84"
"653","EHI_025720A",10.23006218,0.648542638,1.066944488,0.607850404,0.543286696,0.999772996,18,18,0,21,11,3,18.18913948,18.62957078,0,12.47199179,10.37007913,1.719591872,0.02,"DOWN_pEhEx_UP_U2AF84"
"654","EHI_025820A",20.71039751,0.446978095,0.864924366,0.516782869,0.60530774,0.999772996,15,8,21,20,9,54,15.15761623,8.279809237,49.50960832,11.87808742,8.484610194,30.95265369,0.02,"DOWN_pEhEx_UP_U2AF84"
"655","EHI_025830A",1344.259999,-0.887230825,0.441336416,-2.010327707,0.044396516,0.999772996,814,1228,312,2317,1872,3656,822.5533076,1270.950718,735.5713236,1376.076428,1764.79892,2095.609294,0.02,"UP_pEhEx_DOWN_U2AF84"
"656","EHI_025850A",7117.65332,0.634818291,1.0889012,0.582989798,0.559900168,0.999772996,11946,12710,318,14656,7892,1022,12071.52557,13154.54693,749.7169259,8704.262463,7440.060405,585.8076309,0.02,"DOWN_pEhEx_UP_U2AF84"
"657","EHI_025860A",10.25919301,0.201865044,0.625816789,0.322562526,0.747026578,0.999772996,12,7,6,21,8,14,12.12609299,7.244833082,14.14560238,12.47199179,7.541875728,8.024762067,0.02,"DOWN_pEhEx_UP_U2AF84"
"658","EHI_025890A",266.1430162,-0.053875694,0.513058514,-0.105008869,0.916368771,0.999772996,314,303,64,489,365,315,317.2994332,313.5977748,150.8864253,290.4192375,344.0980801,180.5571465,0.02,"UP_pEhEx_DOWN_U2AF84"
"659","EHI_026310A",150.0956202,0.716554453,0.916095641,0.782183017,0.434107024,0.999772996,270,256,9,250,158,77,272.8370922,264.9538956,21.21840356,148.4760928,148.9520456,44.13619137,0.02,"DOWN_pEhEx_UP_U2AF84"
"660","EHI_026320A",8.27413596,-1.039680626,0.91026292,-1.142176181,0.253380795,0.999772996,9,6,0,11,7,37,9.09456974,6.209856928,0,6.532948082,6.599141262,21.20829975,0.02,"UP_pEhEx_DOWN_U2AF84"
"661","EHI_026330A",85.19657122,0.389219595,0.83008797,0.468889575,0.639148569,0.999772996,130,134,8,191,82,55,131.3660074,138.6868047,18.86080317,113.4357349,77.30422621,31.52585098,0.02,"DOWN_pEhEx_UP_U2AF84"
"662","EHI_026340A",18372.82936,0.380659435,0.610051308,0.623979378,0.532641129,0.999772996,13308,11625,15639,16396,14288,43056,13447.83712,12031.5978,36870.51259,9737.656069,13469.79005,24679.58254,0.02,"DOWN_pEhEx_UP_U2AF84"
"663","EHI_026350A",17.61453322,0.014516828,0.767363969,0.018917787,0.98490669,0.999772996,11,10,14,17,12,52,11.11558524,10.34976155,33.00640554,10.09637431,11.31281359,29.80625911,0.02,"DOWN_pEhEx_UP_U2AF84"
"664","EHI_026360A",41.29705745,-1.112660508,0.537578344,-2.069764381,0.038474414,0.999772996,21,28,12,57,78,108,21.22066273,28.97933233,28.29120475,33.85254915,73.53328834,61.90530737,0.02,"UP_pEhEx_DOWN_U2AF84"
"665","EHI_026370A",10.62855924,-0.25789641,0.804071433,-0.320738182,0.748408809,0.999772996,11,14,1,24,18,8,11.11558524,14.48966616,2.357600396,14.25370491,16.96922039,4.585578324,0.02,"UP_pEhEx_DOWN_U2AF84"
"666","EHI_026390A",36.17681156,0.522092654,0.75576419,0.690814227,0.489682294,0.999772996,24,24,34,28,22,88,24.25218597,24.83942771,80.15841346,16.62932239,20.74015825,50.44136156,0.02,"DOWN_pEhEx_UP_U2AF84"
"667","EHI_026400A",19.80519681,2.371417584,1.140673007,2.078963533,0.037620702,0.999772996,9,6,36,7,2,22,9.09456974,6.209856928,84.87361426,4.157330598,1.885468932,12.61034039,0.02,"DOWN_pEhEx_UP_U2AF84"
"668","EHI_026410A",29226.30048,0.155258287,0.330913837,0.469180401,0.638940693,0.999772996,30523,24941,15158,38074,28311,58727,30843.72802,25813.34027,35736.5068,22612.31503,26689.75547,33662.15728,0.02,"DOWN_pEhEx_UP_U2AF84"
"669","EHI_026420A",42.06029211,-0.1973069,1.217656294,-0.162038255,0.871275729,0.999772996,10,7,43,21,13,190,10.10507749,7.244833082,101.376817,12.47199179,12.25554806,108.9074852,0.02,"UP_pEhEx_DOWN_U2AF84"
"670","EHI_026440A",361.3132118,-0.113614647,0.773334827,-0.146915208,0.883198948,0.999772996,363,498,67,760,611,175,366.8143128,515.418125,157.9592265,451.367322,576.0107587,100.3095258,0.02,"UP_pEhEx_DOWN_U2AF84"
"671","EHI_026450A",64.59032942,0.068063422,0.866733813,0.078528634,0.937407554,0.999772996,98,88,3,113,90,67,99.02975939,91.07790161,7.072801188,67.11119394,84.84610194,38.40421846,0.02,"DOWN_pEhEx_UP_U2AF84"
"672","EHI_026470A",148.3481435,0.524785595,0.979809973,0.535599361,0.59223547,0.999772996,248,244,9,332,149,49,250.6059217,252.5341817,21.21840356,197.1762512,140.4674354,28.08666723,0.02,"DOWN_pEhEx_UP_U2AF84"
"673","EHI_026480A",448.1493065,-0.296817547,0.404087545,-0.734537728,0.462621075,0.999772996,354,370,198,593,588,1003,357.7197431,382.9411772,466.8048784,352.1852921,554.327866,574.9168824,0.02,"UP_pEhEx_DOWN_U2AF84"
"674","EHI_026490A",37.70729854,0.448713545,0.646321988,0.69425697,0.487521071,0.999772996,43,65,8,75,34,35,43.4518332,67.27345005,18.86080317,44.54282783,32.05297184,20.06190517,0.02,"DOWN_pEhEx_UP_U2AF84"
"675","EHI_027030A",34.75439577,2.689960692,1.281463292,2.099132069,0.03580526,0.999772996,6,5,72,13,4,28,6.063046493,5.174880773,169.7472285,7.720756824,3.770937864,16.04952413,0.02,"DOWN_pEhEx_UP_U2AF84"
"676","EHI_027330A",12.21580784,1.507400017,1.321675101,1.140522369,0.254068739,0.999772996,2,10,18,7,0,25,2.021015498,10.34976155,42.43680713,4.157330598,0,14.32993226,0.02,"DOWN_pEhEx_UP_U2AF84"
"677","EHI_027360A",8.075047274,-0.854291279,0.804143374,-1.062361895,0.288071426,0.999772996,9,5,1,10,8,32,9.09456974,5.174880773,2.357600396,5.939043711,7.541875728,18.3423133,0.02,"UP_pEhEx_DOWN_U2AF84"
"678","EHI_027370A",39.37415001,-0.708135478,0.466646274,-1.51749948,0.129140625,0.999772996,28,26,15,69,46,107,28.29421697,26.90938002,35.36400594,40.97940161,43.36578543,61.33211008,0.02,"UP_pEhEx_DOWN_U2AF84"
"679","EHI_027380A",1123.660256,0.086215557,0.852989215,0.101074615,0.919491229,0.999772996,1568,1433,171,2708,1511,416,1584.47615,1483.12083,403.1496677,1608.293037,1424.471778,238.4500729,0.02,"DOWN_pEhEx_UP_U2AF84"
"680","EHI_027490A",162.5905714,0.573358741,0.686582666,0.835090615,0.403666691,0.999772996,137,117,138,224,55,359,138.4395616,121.0922101,325.3488546,133.0345791,51.85039563,205.7778273,0.02,"DOWN_pEhEx_UP_U2AF84"
"681","EHI_027520A",54.76996793,-0.66937145,0.55557458,-1.204827352,0.228269959,0.999772996,25,36,28,112,90,85,25.26269372,37.25914157,66.01281109,66.51728956,84.84610194,48.72176969,0.02,"UP_pEhEx_DOWN_U2AF84"
"682","EHI_027530A",66.53077766,0.327963707,0.852259162,0.384816875,0.700373096,0.999772996,35,27,68,59,39,181,35.36777121,27.94435617,160.3168269,35.0403579,36.76664417,103.7487096,0.02,"DOWN_pEhEx_UP_U2AF84"
"683","EHI_027550A",46.96460837,-0.487898871,0.62616561,-0.779185033,0.435870725,0.999772996,41,58,6,97,72,71,41.4308177,60.02861697,14.14560238,57.608724,67.87688155,40.69700763,0.02,"UP_pEhEx_DOWN_U2AF84"
"684","EHI_027570A",10310.00104,1.32058994,0.781532694,1.689743692,0.091077,0.999772996,6458,5502,13554,6686,4080,17215,6525.859042,5694.438803,31954.91577,3970.844625,3846.356621,9867.591356,0.02,"DOWN_pEhEx_UP_U2AF84"
"685","EHI_027600A",410.9924026,-0.341833326,0.84137062,-0.406281511,0.684535769,0.999772996,442,552,29,1026,614,334,446.644425,571.3068373,68.37041148,609.3458848,578.8389621,191.447895,0.02,"UP_pEhEx_DOWN_U2AF84"
"686","EHI_027610A",655.9272181,-0.041321149,0.741483642,-0.05572766,0.955558764,0.999772996,212,384,564,1143,797,984,214.2276428,397.4308434,1329.686623,678.8326962,751.3593694,564.0261339,0.02,"UP_pEhEx_DOWN_U2AF84"
"687","EHI_027620A",6.193074299,0.132609939,0.76610579,0.17309612,0.862575875,0.999772996,8,6,2,14,8,4,8.084061991,6.209856928,4.715200792,8.314661196,7.541875728,2.292789162,0.02,"DOWN_pEhEx_UP_U2AF84"
"688","EHI_027650A",41.67945834,-0.509157618,0.649221107,-0.784259187,0.432888042,0.999772996,44,46,4,68,57,95,44.46234095,47.60890311,9.430401584,40.38549724,53.73586456,54.4537426,0.02,"UP_pEhEx_DOWN_U2AF84"
"689","EHI_027690A",38.48980596,0.85274981,1.375945502,0.619755512,0.535418762,0.999772996,10,7,56,10,3,127,10.10507749,7.244833082,132.0256222,5.939043711,2.828203398,72.79605589,0.02,"DOWN_pEhEx_UP_U2AF84"
"690","EHI_027700A",180.5548034,-0.208676644,0.453619497,-0.460025738,0.645497746,0.999772996,200,182,47,311,157,435,202.1015498,188.3656601,110.8072186,184.7042594,148.0093112,249.3408214,0.02,"UP_pEhEx_DOWN_U2AF84"
"691","EHI_027710A",82.16693483,0.203510932,0.717115405,0.283791047,0.776570516,0.999772996,107,122,12,180,92,64,108.1243291,126.2670909,28.29120475,106.9027868,86.73157087,36.68462659,0.02,"DOWN_pEhEx_UP_U2AF84"
"692","EHI_027720A",55.69550684,0.44370315,0.70168321,0.632341124,0.527163997,0.999772996,85,77,11,108,62,35,85.89315866,79.6931639,25.93360436,64.14167208,58.44953689,20.06190517,0.02,"DOWN_pEhEx_UP_U2AF84"
"693","EHI_027730A",21.54762107,0.201305674,0.656345433,0.306706902,0.759066476,0.999772996,25,28,6,49,24,16,25.26269372,28.97933233,14.14560238,29.10131418,22.62562718,9.171156648,0.02,"DOWN_pEhEx_UP_U2AF84"
"694","EHI_027750A",36.95387673,1.802288728,1.431890236,1.258677993,0.208146663,0.999772996,7,3,69,9,3,71,7.073554242,3.104928464,162.6744273,5.34513934,2.828203398,40.69700763,0.02,"DOWN_pEhEx_UP_U2AF84"
"695","EHI_027760A",15.01066483,-0.433299042,0.553621552,-0.782662887,0.433825101,0.999772996,11,11,7,23,19,34,11.11558524,11.3847377,16.50320277,13.65980054,17.91195485,19.48870788,0.02,"UP_pEhEx_DOWN_U2AF84"
"696","EHI_027770A",14.01461913,-0.311201122,0.565109509,-0.55069171,0.581845029,0.999772996,11,16,4,26,14,32,11.11558524,16.55961847,9.430401584,15.44151365,13.19828252,18.3423133,0.02,"UP_pEhEx_DOWN_U2AF84"
"697","EHI_027800A",246.885263,-0.59090426,0.439252037,-1.345251041,0.178544178,0.999772996,163,245,73,360,320,655,164.7127631,253.5691579,172.1048289,213.8055736,301.6750291,375.4442253,0.02,"UP_pEhEx_DOWN_U2AF84"
"698","EHI_027810A",19.55195708,0.800555676,1.158039474,0.69130258,0.489375411,0.999772996,28,24,9,39,21,0,28.29421697,24.83942771,21.21840356,23.16227047,19.79742378,0,0.02,"DOWN_pEhEx_UP_U2AF84"
"699","EHI_028530A",13.42615153,0.698145642,0.615754791,1.133804644,0.256876502,0.999772996,26,13,4,19,11,17,26.27320147,13.45469001,9.430401584,11.28418305,10.37007913,9.744353939,0.02,"DOWN_pEhEx_UP_U2AF84"
"700","EHI_028880A",373.3476713,-0.738517421,0.567902189,-1.300430665,0.193453406,0.999772996,300,346,75,1057,572,410,303.1523247,358.1017495,176.8200297,627.7569203,539.2441145,235.0108891,0.02,"UP_pEhEx_DOWN_U2AF84"
"701","EHI_028910A",141.6487205,0.06204945,0.770288939,0.080553474,0.935797068,0.999772996,209,189,11,253,184,163,211.1961195,195.6104932,25.93360436,150.2578059,173.4631417,93.43115835,0.02,"DOWN_pEhEx_UP_U2AF84"
"702","EHI_028930A",18.04173045,1.314134336,1.014829808,1.294930762,0.195344115,0.999772996,40,35,0,21,13,12,40.42030996,36.22416541,0,12.47199179,12.25554806,6.878367486,0.02,"DOWN_pEhEx_UP_U2AF84"
"703","EHI_028940A",12.24313594,-0.060819146,0.807653291,-0.075303532,0.939973211,0.999772996,17,7,5,29,3,30,17.17863173,7.244833082,11.78800198,17.22322676,2.828203398,17.19591872,0.02,"UP_pEhEx_DOWN_U2AF84"
"704","EHI_028950A",37.1535784,0.347967426,0.892265139,0.389982092,0.696549789,0.999772996,33,21,30,35,8,120,33.34675571,21.73449925,70.72801188,20.78665299,7.541875728,68.78367486,0.02,"DOWN_pEhEx_UP_U2AF84"
"705","EHI_028960A",9.773370525,0.697425879,0.739625979,0.942944,0.345709548,0.999772996,11,7,8,12,3,20,11.11558524,7.244833082,18.86080317,7.126852453,2.828203398,11.46394581,0.02,"DOWN_pEhEx_UP_U2AF84"
"706","EHI_028990A",295.9876173,-0.89905519,0.7256264,-1.239005624,0.215343415,0.999772996,81,139,168,450,641,493,81.85112766,143.8616855,396.0768665,267.256967,604.2927927,282.5862642,0.02,"UP_pEhEx_DOWN_U2AF84"
"707","EHI_029010A",16.70212333,0.000368691,0.65071481,0.000566594,0.999547924,0.999772996,11,20,8,35,8,37,11.11558524,20.69952309,18.86080317,20.78665299,7.541875728,21.20829975,0.02,"DOWN_pEhEx_UP_U2AF84"
"708","EHI_029020A",420.8717507,0.377826828,0.625002858,0.604520161,0.545497869,0.999772996,259,287,369,468,391,785,261.721507,297.0381564,869.9545461,277.9472457,368.6091762,449.959873,0.02,"DOWN_pEhEx_UP_U2AF84"
"709","EHI_029040A",6.437926719,0.969364501,0.699181854,1.386426858,0.1656166,0.999772996,10,8,3,11,4,5,10.10507749,8.279809237,7.072801188,6.532948082,3.770937864,2.865986453,0.02,"DOWN_pEhEx_UP_U2AF84"
"710","EHI_029050A",114.0251172,-0.302124236,0.642621282,-0.470143527,0.638252478,0.999772996,134,134,13,260,128,182,135.4080384,138.6868047,30.64880515,154.4151365,120.6700116,104.3219069,0.02,"UP_pEhEx_DOWN_U2AF84"
"711","EHI_029060A",119.7018798,0.203316758,0.718895283,0.282818323,0.777316108,0.999772996,62,62,110,140,95,278,62.65148043,64.16852159,259.3360436,83.14661196,89.55977426,159.3488468,0.02,"DOWN_pEhEx_UP_U2AF84"
"712","EHI_029090A",131.598991,0.246638879,0.664556673,0.371132951,0.710538509,0.999772996,170,165,36,253,181,72,171.7863173,170.7710655,84.87361426,150.2578059,170.6349383,41.27020492,0.02,"DOWN_pEhEx_UP_U2AF84"
"713","EHI_029100A",5.307201081,0.835414722,0.803122839,1.0402079,0.298243322,0.999772996,8,7,2,10,5,2,8.084061991,7.244833082,4.715200792,5.939043711,4.71367233,1.146394581,0.02,"DOWN_pEhEx_UP_U2AF84"
"714","EHI_029200A",28.23865879,-0.380786766,0.536562631,-0.709678132,0.477903756,0.999772996,27,26,8,40,29,79,27.28370922,26.90938002,18.86080317,23.75617484,27.33929951,45.28258595,0.02,"UP_pEhEx_DOWN_U2AF84"
"715","EHI_029210A",61.22913736,-1.134597444,0.524874255,-2.161655737,0.030644722,0.999772996,29,34,22,90,91,195,29.30472472,35.18918926,51.86720871,53.4513934,85.7888364,111.7734716,0.02,"UP_pEhEx_DOWN_U2AF84"
"716","EHI_029230A",29.7879506,0.025863751,0.889423011,0.029079247,0.976801388,0.999772996,12,13,28,23,22,92,12.12609299,13.45469001,66.01281109,13.65980054,20.74015825,52.73415073,0.02,"DOWN_pEhEx_UP_U2AF84"
"717","EHI_029380A",17.81510143,2.084903949,1.671816264,1.247089165,0.212364805,0.999772996,7,11,29,0,0,35,7.073554242,11.3847377,68.37041148,0,0,20.06190517,0.02,"DOWN_pEhEx_UP_U2AF84"
"718","EHI_029530A",2515.745561,-0.281466771,1.034170891,-0.272166596,0.785493926,0.999772996,2862,3601,82,5867,4382,1163,2892.073177,3726.949133,193.3232325,3484.436945,4131.06243,666.6284489,0.02,"UP_pEhEx_DOWN_U2AF84"
"719","EHI_029540A",36.80829578,1.549818269,1.43439676,1.080466934,0.279934304,0.999772996,7,7,64,12,1,83,7.073554242,7.244833082,150.8864253,7.126852453,0.942734466,47.57537511,0.02,"DOWN_pEhEx_UP_U2AF84"
"720","EHI_029550A",36.17478648,0.895007674,1.237196405,0.723416,0.469424344,0.999772996,11,8,52,12,7,107,11.11558524,8.279809237,122.5952206,7.126852453,6.599141262,61.33211008,0.02,"DOWN_pEhEx_UP_U2AF84"
"721","EHI_029560A",106.1331476,0.698149616,1.101317712,0.633922081,0.526131674,0.999772996,21,24,148,58,71,245,21.22066273,24.83942771,348.9248586,34.44645352,66.93414708,140.4333362,0.02,"DOWN_pEhEx_UP_U2AF84"
"722","EHI_029570A",70.57927439,-0.123269182,0.461661187,-0.267012227,0.789459747,0.999772996,63,83,22,118,101,99,63.66198818,85.90302083,51.86720871,70.08071579,95.21618106,56.74653176,0.02,"UP_pEhEx_DOWN_U2AF84"
"723","EHI_029600A",101.5076181,0.889495551,1.265199477,0.703047675,0.482026039,0.999772996,186,191,4,185,108,4,187.9544413,197.6804455,9.430401584,109.8723087,101.8153223,2.292789162,0.02,"DOWN_pEhEx_UP_U2AF84"
"724","EHI_029610A",60.42171296,0.660612627,0.559444053,1.180837698,0.237667205,0.999772996,83,98,15,62,64,78,83.87214316,101.4276632,35.36400594,36.82207101,60.33500582,44.70938866,0.02,"DOWN_pEhEx_UP_U2AF84"
"725","EHI_029620A",410.0714096,0.141333423,0.658965102,0.214477857,0.830174432,0.999772996,514,541,89,785,574,286,519.4009829,559.9220996,209.8264352,466.2149313,541.1295835,163.9344251,0.02,"DOWN_pEhEx_UP_U2AF84"
"726","EHI_029720A",36.76936191,-0.010078153,0.996013391,-0.010118491,0.99192675,0.999772996,41,63,1,81,54,22,41.4308177,65.20349774,2.357600396,48.10625406,50.90766116,12.61034039,0.02,"UP_pEhEx_DOWN_U2AF84"
"727","EHI_029930A",19.94325355,1.264397283,1.199647442,1.053974058,0.291894794,0.999772996,10,2,31,12,4,41,10.10507749,2.069952309,73.08561228,7.126852453,3.770937864,23.50108891,0.02,"DOWN_pEhEx_UP_U2AF84"
"728","EHI_030060A",34.68939996,0.244585503,0.818178166,0.298939171,0.764986459,0.999772996,18,20,32,45,14,94,18.18913948,20.69952309,75.44321267,26.7256967,13.19828252,53.88054531,0.02,"DOWN_pEhEx_UP_U2AF84"
"729","EHI_030070A",11309.23267,-0.606907258,0.461272313,-1.315724443,0.188266547,0.999772996,5049,10417,4671,22124,18829,17567,5102.053624,10781.3466,11012.35145,13139.54031,17750.74726,10069.3568,0.02,"UP_pEhEx_DOWN_U2AF84"
"730","EHI_030080A",37.26902074,0.418847233,0.655558368,0.638916766,0.52287708,0.999772996,44,57,10,75,40,25,44.46234095,58.99364081,23.57600396,44.54282783,37.70937864,14.32993226,0.02,"DOWN_pEhEx_UP_U2AF84"
"731","EHI_030170A",81.32031517,-1.12801428,0.445108895,-2.534243402,0.011269043,0.999772996,53,50,20,151,161,164,53.55691069,51.74880773,47.15200792,89.67956004,151.780249,94.00435564,0.02,"UP_pEhEx_DOWN_U2AF84"
"732","EHI_030390A",73.67461604,-1.198763834,1.010815872,-1.185936892,0.235647223,0.999772996,23,97,4,147,209,43,23.24167822,100.392687,9.430401584,87.30394255,197.0315034,24.64748349,0.02,"UP_pEhEx_DOWN_U2AF84"
"733","EHI_030400A",44.19180534,0.643025743,0.658807003,0.976045702,0.329041817,0.999772996,34,31,41,45,27,87,34.35726346,32.08426079,96.66161624,26.7256967,25.45383058,49.86816427,0.02,"DOWN_pEhEx_UP_U2AF84"
"734","EHI_030420A",65.293927,0.241934442,0.454907124,0.531832609,0.594841936,0.999772996,77,81,21,124,63,83,77.80909667,83.83306852,49.50960832,73.64414202,59.39227135,47.57537511,0.02,"DOWN_pEhEx_UP_U2AF84"
"735","EHI_030430A",131.674734,-0.33246024,1.012750038,-0.328274725,0.742703953,0.999772996,166,168,3,323,213,85,167.7442863,173.875994,7.072801188,191.8311119,200.8024412,48.72176969,0.02,"UP_pEhEx_DOWN_U2AF84"
"736","EHI_030470A",18.52198563,0.62142698,0.642284727,0.967525701,0.333281299,0.999772996,19,20,12,29,6,35,19.19964723,20.69952309,28.29120475,17.22322676,5.656406796,20.06190517,0.02,"DOWN_pEhEx_UP_U2AF84"
"737","EHI_030480A",176.5501871,-0.19491896,0.649740701,-0.299994997,0.764180972,0.999772996,114,65,133,290,188,373,115.1978834,67.27345005,313.5608527,172.2322676,177.2340796,213.8025894,0.02,"UP_pEhEx_DOWN_U2AF84"
"738","EHI_030600A",217.549863,0.154694133,0.667828918,0.231637368,0.816819681,0.999772996,108,146,182,222,215,491,109.1348369,151.1065186,429.0832721,131.8467704,202.6879102,281.4398696,0.02,"DOWN_pEhEx_UP_U2AF84"
"739","EHI_030710A",27728.62165,-0.095123036,0.34789867,-0.273421672,0.784529095,0.999772996,29618,28123,9080,37407,30365,61212,29929.21851,29106.6344,21407.0116,22216.18081,28626.13206,35086.55255,0.02,"UP_pEhEx_DOWN_U2AF84"
"740","EHI_030720A",128.6583878,0.067296578,0.413716066,0.162663681,0.870783244,0.999772996,117,105,72,191,113,271,118.2294066,108.6724962,169.7472285,113.4357349,106.5289947,155.3364657,0.02,"DOWN_pEhEx_UP_U2AF84"
"741","EHI_030730A",49.78685434,0.909456651,0.843567934,1.078107185,0.280985925,0.999772996,34,40,51,33,14,122,34.35726346,41.39904618,120.2376202,19.59884425,13.19828252,69.93006944,0.02,"DOWN_pEhEx_UP_U2AF84"
"742","EHI_030750A",681.4269641,0.048090583,0.994046112,0.048378624,0.961414495,0.999772996,964,984,36,1498,1023,274,974.1294699,1018.416536,84.87361426,889.6687479,964.4173587,157.0560576,0.02,"DOWN_pEhEx_UP_U2AF84"
"743","EHI_030760A",23946.48367,-0.316182325,0.639860398,-0.494142668,0.621205426,0.999772996,25306,30092,3088,48915,38419,25144,25571.90909,31144.50244,7280.270023,29050.83231,36218.91545,14412.47267,0.02,"UP_pEhEx_DOWN_U2AF84"
"744","EHI_030770A",15.40496242,0.900269729,0.741547603,1.214041722,0.224731792,0.999772996,25,24,4,28,13,7,25.26269372,24.83942771,9.430401584,16.62932239,12.25554806,4.012381034,0.02,"DOWN_pEhEx_UP_U2AF84"
"745","EHI_030780A",19.53959487,0.252939781,0.827880416,0.305526953,0.759964845,0.999772996,11,9,19,26,9,49,11.11558524,9.314785391,44.79440752,15.44151365,8.484610194,28.08666723,0.02,"DOWN_pEhEx_UP_U2AF84"
"746","EHI_030790A",3266.51603,-0.027320526,0.696055484,-0.0392505,0.968690671,0.999772996,4689,4052,328,5241,3486,6097,4738.270835,4193.723378,773.2929299,3112.652809,3286.372348,3494.78388,0.02,"UP_pEhEx_DOWN_U2AF84"
"747","EHI_030810A",857.499698,-0.101724353,0.463480157,-0.219479413,0.826276615,0.999772996,548,744,492,1314,877,1839,553.7582464,770.022259,1159.939395,780.3903436,826.7781266,1054.109817,0.02,"UP_pEhEx_DOWN_U2AF84"
"748","EHI_030820A",1650.329242,0.192953571,0.916877821,0.210446328,0.833319337,0.999772996,634,531,1736,1418,1199,4617,640.6619128,549.5723381,4092.794287,842.1563982,1130.338625,2646.45189,0.02,"DOWN_pEhEx_UP_U2AF84"
"749","EHI_030830A",250.9564471,0.011219877,0.503266254,0.022294118,0.982213341,0.999772996,289,312,59,474,306,317,292.0367394,322.9125602,139.0984234,281.5106719,288.4767466,181.7035411,0.02,"DOWN_pEhEx_UP_U2AF84"
"750","EHI_030870A",10.08295765,-0.469641905,0.831598521,-0.564745959,0.572246569,0.999772996,9,5,5,14,4,39,9.09456974,5.174880773,11.78800198,8.314661196,3.770937864,22.35469433,0.02,"UP_pEhEx_DOWN_U2AF84"
"751","EHI_030880A",15.91864073,-0.79264861,0.641777088,-1.235083996,0.216799245,0.999772996,12,7,7,22,19,50,12.12609299,7.244833082,16.50320277,13.06589616,17.91195485,28.65986453,0.02,"UP_pEhEx_DOWN_U2AF84"
