baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,CmasM_1,CmasM_2,CmasM_3,pEhEx_1,pEhEx_2,pEhEx_3,CmasM_1.1,CmasM_2.1,CmasM_3.1,pEhEx_1.1,pEhEx_2.1,pEhEx_3.1,Certeza,DE,
EHI_054230A,86.52105285,-1.050758143,0.432961706,-2.426907806,0.015228125,0.528971081,35,48,91,110,96,194,45.32377749,55.06077051,68.0719749,83.93292737,116.3888574,150.3480094,47.1,UP_pEhEx_DOWN_CmasM
EHI_054470A,17.90581749,-2.06764307,0.857658505,-2.410799936,0.015917577,0.528971081,4,7,10,18,11,77,5.179860284,8.0296957,7.480436802,13.73447902,13.33622325,59.67420991,47.1,UP_pEhEx_DOWN_CmasM
EHI_054690A,56.3673315,-2.384578636,0.96213101,-2.478434446,0.013196036,0.528971081,8,16,34,26,30,294,10.35972057,18.35359017,25.43348513,19.83869192,36.37151795,227.8469833,47.1,UP_pEhEx_DOWN_CmasM
EHI_062790A,277.1673282,-2.136167198,0.865267368,-2.468794359,0.01355691,0.528971081,62,51,226,189,148,1331,80.28783441,58.50206867,169.0578717,144.2120298,179.4328219,1031.511343,47.1,UP_pEhEx_DOWN_CmasM
EHI_087730A,8.539343536,2.412628405,0.995043863,2.424645279,0.015323351,0.528971081,11,14,17,6,3,0,14.24461578,16.0593914,12.71674256,4.578159675,3.637151795,0,47.1,DOWN_pEhEx_UP_CmasM
EHI_092720A,20.12973795,-1.953396246,0.809993222,-2.411620483,0.015881804,0.528971081,7,3,16,15,31,61,9.064755497,3.441298157,11.96869888,11.44539919,37.58390188,47.27437408,47.1,UP_pEhEx_DOWN_CmasM
EHI_096200A,23.82743093,-2.52691944,1.038542543,-2.433140036,0.014968511,0.528971081,0,9,14,19,30,92,0,10.32389447,10.47261152,14.49750564,36.37151795,71.299056,47.1,UP_pEhEx_DOWN_CmasM
EHI_097930A,81.6935513,-1.163485334,0.48029254,-2.422451396,0.015416188,0.528971081,24,52,80,103,113,160,31.07916171,59.64916806,59.84349441,78.59174109,136.9993843,123.9983583,47.1,UP_pEhEx_DOWN_CmasM
EHI_110360A,638.4114042,-0.685768127,0.283430871,-2.419525176,0.015540785,0.528971081,376,423,663,862,708,1092,486.9068667,485.2230402,495.95296,657.72894,858.3678236,846.2887951,47.1,UP_pEhEx_DOWN_CmasM
EHI_110570A,457.6193378,-1.856115255,0.755114677,-2.458057448,0.013969083,0.528971081,82,142,434,341,397,1820,106.1871358,162.8881128,324.6509572,260.1920749,481.3164208,1410.481325,47.1,UP_pEhEx_DOWN_CmasM
EHI_112590A,17.47950253,1.983697762,0.819110292,2.421771258,0.015445069,0.528971081,31,27,17,15,6,3,40.1439172,30.97168341,12.71674256,11.44539919,7.27430359,2.324969217,47.1,DOWN_pEhEx_UP_CmasM
EHI_118080A,255.9257904,-0.737083945,0.304298142,-2.422242676,0.015425046,0.528971081,137,192,238,413,294,372,177.4102147,220.2430821,178.0343959,315.129991,356.4408759,288.2961829,47.1,UP_pEhEx_DOWN_CmasM
EHI_119590A,117064.5421,0.901902437,0.372940851,2.418352493,0.015590965,0.528971081,136747,89397,237817,98080,63941,119358,177082.5886,102547.2438,177897.5039,74837.65015,77521.04097,92501.22528,47.1,DOWN_pEhEx_UP_CmasM
EHI_125600A,30.30565697,-1.323267438,0.543464474,-2.434873852,0.014896982,0.528971081,9,13,33,45,34,71,11.65468564,14.91229201,24.68544145,34.33619756,41.22105367,55.02427147,47.1,UP_pEhEx_DOWN_CmasM
EHI_140640A,29.52189235,-3.302792031,1.368969739,-2.412611425,0.015838695,0.528971081,0,0,21,32,51,97,0,0,15.70891728,24.4168516,61.83158051,75.17400469,47.1,UP_pEhEx_DOWN_CmasM
EHI_147470A,96.90134046,1.063467119,0.436768825,2.434851252,0.014897913,0.528971081,125,78,189,79,65,64,161.8706339,89.47375209,141.3802556,60.27910239,78.80495555,49.5993433,47.1,DOWN_pEhEx_UP_CmasM
EHI_147570A,2315.064813,-1.017192974,0.410281064,-2.479258889,0.013165571,0.528971081,808,1384,2618,3071,3069,4173,1046.331777,1587.58555,1958.378355,2343.254727,3720.806286,3234.032181,47.1,UP_pEhEx_DOWN_CmasM
EHI_148520A,94.14785781,-2.285517037,0.915192461,-2.497307544,0.012514037,0.528971081,17,22,65,47,53,476,22.01440621,25.23618649,48.62283921,35.86225079,64.25634837,368.8951158,47.1,UP_pEhEx_DOWN_CmasM
EHI_160910A,37.23473584,-1.431371122,0.585947184,-2.442833007,0.014572478,0.528971081,9,26,25,44,59,75,11.65468564,29.82458403,18.701092,33.57317095,71.53065196,58.12423043,47.1,UP_pEhEx_DOWN_CmasM
EHI_161940A,401.702148,-0.906775666,0.365583296,-2.48035311,0.013125233,0.528971081,162,270,425,566,523,654,209.7843415,309.7168341,317.9185641,431.8730627,634.0767962,506.8432894,47.1,UP_pEhEx_DOWN_CmasM
EHI_169280A,1000.937096,-1.13477975,0.459473103,-2.46974141,0.013521075,0.528971081,370,640,890,1184,978,2629,479.1370763,734.1436069,665.7588754,903.4235092,1185.711485,2037.448024,47.1,UP_pEhEx_DOWN_CmasM
EHI_169630A,44.27886817,1.505916622,0.621727892,2.422147441,0.015429089,0.528971081,41,45,123,52,12,19,53.09356791,51.61947236,92.00937266,39.67738385,14.54860718,14.72480504,47.1,DOWN_pEhEx_UP_CmasM
EHI_172960A,386.9900013,-1.143889972,0.470808435,-2.429629307,0.015114272,0.528971081,139,226,379,393,529,849,180.0001449,259.2444612,283.5085548,299.8694587,641.3510998,657.9662885,47.1,UP_pEhEx_DOWN_CmasM
EHI_184520A,278.4589933,1.591876162,0.658831637,2.416210869,0.015682976,0.528971081,253,294,787,156,205,64,327.626163,337.2472194,588.7103763,119.0321515,248.538706,49.5993433,47.1,DOWN_pEhEx_UP_CmasM
EHI_186950A,233.2216777,-0.997376853,0.401347092,-2.485073074,0.012952484,0.528971081,79,182,208,376,268,414,102.3022406,208.7720882,155.5930855,286.8980063,324.9188937,320.845752,47.1,UP_pEhEx_DOWN_CmasM
EHI_198330A,206.3817437,-0.897972968,0.371688703,-2.415927526,0.015695185,0.528971081,90,170,162,346,214,364,116.5468564,195.0068956,121.1830762,264.0072079,259.4501614,282.096265,47.1,UP_pEhEx_DOWN_CmasM
EHI_011880A,36.9383267,-1.801405659,0.755722023,-2.383688187,0.017140118,0.538196488,6,11,38,41,33,131,7.769790426,12.61809324,28.42565985,31.28409111,40.00866974,101.5236558,46.18,UP_pEhEx_DOWN_CmasM
EHI_050980A,58.11689028,-0.971624892,0.406785212,-2.388545266,0.016915224,0.538196488,25,41,51,81,70,109,32.37412678,47.03107481,38.15022769,61.80515561,84.86687521,84.47388156,46.18,UP_pEhEx_DOWN_CmasM
EHI_063550A,129.8021245,-2.013848559,0.846221755,-2.379811849,0.01732148,0.538196488,28,41,95,70,83,607,36.25902199,47.03107481,71.06414962,53.41186287,100.6278663,470.4187716,46.18,UP_pEhEx_DOWN_CmasM
EHI_075690A,152.2110493,-2.078621093,0.872077276,-2.383528557,0.017147554,0.538196488,38,33,117,93,79,738,49.2086727,37.85427973,87.52111058,70.96147496,95.7783306,571.9424274,46.18,UP_pEhEx_DOWN_CmasM
EHI_103510A,2430.810224,-1.465429476,0.61356855,-2.388371236,0.016923237,0.538196488,389,1560,2117,2698,3823,5180,503.7414126,1789.475042,1583.608471,2058.6458,4634.94377,4014.446848,46.18,UP_pEhEx_DOWN_CmasM
EHI_104360A,1054.065983,-1.376323226,0.573144017,-2.401356699,0.016334405,0.538196488,286,463,1145,1006,1231,2976,370.3600103,531.1070156,856.5100138,767.6047722,1492.44462,2306.369463,46.18,UP_pEhEx_DOWN_CmasM
EHI_124880A,112.7472107,-1.318769492,0.554098283,-2.380028115,0.017311317,0.538196488,39,42,126,124,122,311,50.50363777,48.1781742,94.2535037,94.61529995,147.9108397,241.0218089,46.18,UP_pEhEx_DOWN_CmasM
EHI_128450A,47.53674781,-2.383581689,1.00104285,-2.38109856,0.017261093,0.538196488,10,11,27,20,20,258,12.94965071,12.61809324,20.19717936,15.26053225,24.24767863,199.9473527,46.18,UP_pEhEx_DOWN_CmasM
EHI_161860A,54.56127532,-1.165849141,0.490098165,-2.378807399,0.017368748,0.538196488,23,30,49,69,52,143,29.78419663,34.41298157,36.65414033,52.64883626,63.04396444,110.8235327,46.18,UP_pEhEx_DOWN_CmasM
EHI_168290A,76.62326898,-0.932833086,0.390402139,-2.389415918,0.016875186,0.538196488,33,41,90,119,91,131,42.73384735,47.03107481,67.32393122,90.80016689,110.3269378,101.5236558,46.18,UP_pEhEx_DOWN_CmasM
EHI_006810A,804.5849412,-1.62231545,0.684324222,-2.370682489,0.017755276,0.543026319,265,242,752,699,599,3077,343.1657438,277.5980513,562.5288475,533.3556021,726.217975,2384.643427,45.7,UP_pEhEx_DOWN_CmasM
EHI_029210A,79.91457041,-1.141776513,0.48208569,-2.368409883,0.017864732,0.543026319,30,52,68,90,91,195,38.84895213,59.64916806,50.86697025,68.67239512,110.3269378,151.1229991,45.7,UP_pEhEx_DOWN_CmasM
EHI_125310A,165.9400391,1.069089942,0.451455294,2.368097029,0.017879846,0.543026319,140,238,293,140,122,87,181.2951099,273.0096538,219.1767983,106.8237257,147.9108397,67.4241073,45.7,DOWN_pEhEx_UP_CmasM
EHI_004880A,410.2975696,-0.893264757,0.382308671,-2.336501428,0.019465123,0.546408389,195,250,430,474,496,823,252.5181889,286.7748464,321.6587825,361.6746143,601.3424301,637.8165553,45.36,UP_pEhEx_DOWN_CmasM
EHI_026310A,255.3283667,1.304375159,0.5607944,2.325941842,0.020021653,0.546408389,298,246,564,250,158,77,385.8995912,282.1864489,421.8966356,190.7566531,191.5566612,59.67420991,45.36,DOWN_pEhEx_UP_CmasM
EHI_029560A,71.45577333,-1.555831852,0.664023889,-2.343035964,0.019127539,0.546408389,25,24,65,58,71,245,32.37412678,27.53038526,48.62283921,44.25554352,86.07925914,189.8724861,45.36,UP_pEhEx_DOWN_CmasM
EHI_045280A,49.9874811,-1.103289142,0.475911513,-2.318265293,0.020434907,0.546408389,16,25,60,78,63,90,20.71944114,28.67748464,44.88262081,59.51607577,76.38018769,69.74907652,45.36,UP_pEhEx_DOWN_CmasM
EHI_058110A,27.80263184,1.723370965,0.749214653,2.300236597,0.021434819,0.546408389,24,23,94,26,12,6,31.07916171,26.38328587,70.31610594,19.83869192,14.54860718,4.649938434,45.36,DOWN_pEhEx_UP_CmasM
EHI_066740A,23.00675467,-1.234617457,0.527022246,-2.342628732,0.019148427,0.546408389,10,15,15,33,27,50,12.94965071,17.20649079,11.2206552,25.17987821,32.73436615,38.74948695,45.36,UP_pEhEx_DOWN_CmasM
EHI_083580A,185.4920515,-0.867582047,0.373982393,-2.319847304,0.020349139,0.546408389,95,108,196,225,214,372,123.0216818,123.8867337,146.6165613,171.6809878,259.4501614,288.2961829,45.36,UP_pEhEx_DOWN_CmasM
EHI_091090A,42.13798447,-1.864171047,0.81049135,-2.300050515,0.021445358,0.546408389,18,11,25,32,27,182,23.30937128,12.61809324,18.701092,24.4168516,32.73436615,141.0481325,45.36,UP_pEhEx_DOWN_CmasM
EHI_091130A,43.90304084,2.873829838,1.242614789,2.312727856,0.020737606,0.546408389,51,99,69,0,24,4,66.04321862,113.5628392,51.61501393,0,29.09721436,3.099958956,45.36,DOWN_pEhEx_UP_CmasM
EHI_094810A,24.4737454,-1.552115893,0.667921381,-2.323800283,0.020136201,0.546408389,5,17,15,26,37,58,6.474825355,19.50068956,11.2206552,19.83869192,44.85820547,44.94940487,45.36,UP_pEhEx_DOWN_CmasM
EHI_107660A,101.7606527,-0.911121074,0.390373844,-2.333970598,0.019597262,0.546408389,44,69,101,138,106,213,56.97846313,79.14985762,75.5524117,105.2976725,128.5126967,165.0728144,45.36,UP_pEhEx_DOWN_CmasM
EHI_117960A,369.5709417,-0.946220128,0.409863155,-2.308624515,0.020964426,0.546408389,175,228,360,428,380,868,226.6188874,261.5386599,269.2957249,326.5753901,460.705894,672.6910935,45.36,UP_pEhEx_DOWN_CmasM
EHI_120470A,21.61032645,-1.572935814,0.668800798,-2.351874907,0.018679056,0.546408389,9,5,20,27,23,63,11.65468564,5.735496929,14.9608736,20.60171854,27.88483043,48.82435356,45.36,UP_pEhEx_DOWN_CmasM
EHI_123710A,24.00562646,-2.588780347,1.113720462,-2.324443552,0.020101734,0.546408389,5,3,14,18,5,134,6.474825355,3.441298157,10.47261152,13.73447902,6.061919658,103.848625,45.36,UP_pEhEx_DOWN_CmasM
EHI_129330A,50.53734789,-1.390544377,0.598868917,-2.321951159,0.020235566,0.546408389,13,26,49,58,49,150,16.83454592,29.82458403,36.65414033,44.25554352,59.40681265,116.2484609,45.36,UP_pEhEx_DOWN_CmasM
EHI_131150A,108.1640648,-1.096117799,0.473643108,-2.314227277,0.020655258,0.546408389,38,70,103,134,108,270,49.2086727,80.296957,77.04849906,102.2455661,130.9374646,209.2472296,45.36,UP_pEhEx_DOWN_CmasM
EHI_136980A,64.13616256,-1.613788304,0.7011762,-2.301544611,0.021360867,0.546408389,26,28,39,50,51,245,33.66909185,32.1187828,29.17370353,38.15133062,61.83158051,189.8724861,45.36,UP_pEhEx_DOWN_CmasM
EHI_137720A,1818.948158,-1.804512675,0.769397769,-2.3453573,0.019008854,0.546408389,726,458,1288,1266,1121,7948,940.1446416,525.3715187,963.4802601,965.9916914,1359.082387,6159.618446,45.36,UP_pEhEx_DOWN_CmasM
EHI_148810A,56.99207937,-1.780355354,0.764214505,-2.329653968,0.019824447,0.546408389,16,21,43,43,40,237,20.71944114,24.0890871,32.16587825,32.81014434,48.49535726,183.6725682,45.36,UP_pEhEx_DOWN_CmasM
EHI_150550A,23.98343346,-2.080758569,0.899793164,-2.312485416,0.020750948,0.546408389,5,5,20,15,21,103,6.474825355,5.735496929,14.9608736,11.44539919,25.46006256,79.82394312,45.36,UP_pEhEx_DOWN_CmasM
EHI_152990A,145.70356,-1.05314767,0.457237236,-2.303285008,0.021262813,0.546408389,65,59,176,188,165,319,84.17272962,67.67886376,131.6556877,143.4490031,200.0433487,247.2217268,45.36,UP_pEhEx_DOWN_CmasM
EHI_153450A,263.7375132,-1.689115413,0.735055468,-2.297942789,0.021565046,0.546408389,86,97,203,179,185,1093,111.3669961,111.2686404,151.8528671,136.5817636,224.2910273,847.0637848,45.36,UP_pEhEx_DOWN_CmasM
EHI_155310A,340.3676416,-1.748762122,0.752139119,-2.325051412,0.020069211,0.546408389,93,91,325,248,259,1382,120.4317516,104.3860441,243.1141961,189.2305999,314.0074383,1071.035819,45.36,UP_pEhEx_DOWN_CmasM
EHI_156310A,515.8530847,-1.680987578,0.731521658,-2.297932754,0.021565617,0.546408389,116,176,512,266,968,1269,150.2159482,201.8894919,382.9983643,202.9650789,1173.587646,983.4619789,45.36,UP_pEhEx_DOWN_CmasM
EHI_172170A,24.48730088,-2.35407107,1.012589543,-2.324802865,0.020082504,0.546408389,6,5,14,20,7,128,7.769790426,5.735496929,10.47261152,15.26053225,8.486687521,99.1986866,45.36,UP_pEhEx_DOWN_CmasM
EHI_180000A,33.10643741,-1.266257976,0.54415887,-2.327000523,0.019965237,0.546408389,13,12,36,54,53,46,16.83454592,13.76519263,26.92957249,41.20343707,64.25634837,35.649528,45.36,UP_pEhEx_DOWN_CmasM
EHI_184560A,235.2964067,0.637538128,0.276497803,2.305762002,0.021123935,0.546408389,215,266,369,259,148,226,278.4174903,305.1284366,276.028118,197.6238926,179.4328219,175.147681,45.36,DOWN_pEhEx_UP_CmasM
EHI_187060A,25.3370509,-1.356054017,0.587327337,-2.308855608,0.020951595,0.546408389,10,10,24,29,30,66,12.94965071,11.47099386,17.95304832,22.12777176,36.37151795,51.14932278,45.36,UP_pEhEx_DOWN_CmasM
EHI_193360A,216.9421273,-1.181697816,0.503049945,-2.349066586,0.018820541,0.546408389,101,88,222,213,265,542,130.7914722,100.9447459,166.065697,162.5246685,321.2817419,420.0444386,45.36,UP_pEhEx_DOWN_CmasM
EHI_193440A,1692.456273,0.848018673,0.36063447,2.351463169,0.018699741,0.546408389,2257,1576,2404,1701,891,1610,2922.736165,1807.828632,1798.297007,1297.908268,1080.234083,1247.73348,45.36,DOWN_pEhEx_UP_CmasM
EHI_120300A,166.0206444,1.183674046,0.515759417,2.295011991,0.021732437,0.547407351,138,213,358,145,119,65,178.7051798,244.3321692,267.7996375,110.6388588,144.2736879,50.37433304,45.26,DOWN_pEhEx_UP_CmasM
EHI_135060A,1538.704176,-1.543854652,0.674686992,-2.288253174,0.022122782,0.547407351,188,709,1738,1817,2184,3666,243.4534334,813.2934645,1300.099916,1386.419355,2647.846507,2841.112383,45.26,UP_pEhEx_DOWN_CmasM
EHI_155700A,184.7876132,-0.970171497,0.42423062,-2.286896446,0.022201868,0.547407351,67,153,150,272,235,312,86.76265976,175.506206,112.206552,207.5432386,284.9102239,241.7967986,45.26,UP_pEhEx_DOWN_CmasM
EHI_196580A,103.8736251,-1.349472202,0.589979755,-2.287319507,0.022177181,0.547407351,25,64,93,118,97,310,32.37412678,73.41436069,69.56806226,90.03714027,117.6012414,240.2468191,45.26,UP_pEhEx_DOWN_CmasM
EHI_197840A,1719.082438,-1.18654879,0.51839138,-2.288905325,0.022084854,0.547407351,589,869,1856,1876,1627,4855,762.7344269,996.8293662,1388.36907,1431.437925,1972.548657,3762.575183,45.26,UP_pEhEx_DOWN_CmasM
EHI_030170A,109.5702584,-0.983076216,0.430830571,-2.28181629,0.022500189,0.548860984,42,68,117,151,161,164,54.38853298,78.00275823,87.52111058,115.2170185,195.193813,127.0983172,45.11,UP_pEhEx_DOWN_CmasM
EHI_098440A,1039.497602,1.996122836,0.874051246,2.283759499,0.022385669,0.548860984,890,1504,2819,726,540,54,1152.518913,1725.237476,2108.735134,553.9573207,654.6873231,41.84944591,45.11,DOWN_pEhEx_UP_CmasM
EHI_001940A,1173.584359,-1.403140417,0.617096454,-2.273778122,0.02297933,0.557583115,206,713,1132,1316,1251,3341,266.7628046,817.881862,846.785446,1004.143022,1516.692298,2589.240718,44.24,UP_pEhEx_DOWN_CmasM
EHI_092270A,81.84979591,-2.638923063,1.16363466,-2.267827828,0.023339703,0.563346716,24,12,31,40,8,494,31.07916171,13.76519263,23.18935409,30.5210645,9.699071453,382.8449311,43.67,UP_pEhEx_DOWN_CmasM
EHI_068330A,48.32122126,-1.758508726,0.776131231,-2.265736329,0.023467532,0.563466496,11,23,34,41,31,200,14.24461578,26.38328587,25.43348513,31.28409111,37.58390188,154.9979478,43.65,UP_pEhEx_DOWN_CmasM
EHI_012380A,69.7843559,-0.997655707,0.442143548,-2.2564068,0.024045166,0.574328813,24,46,74,100,73,148,31.07916171,52.76657174,55.35523233,76.30266125,88.50402701,114.6984814,42.57,UP_pEhEx_DOWN_CmasM
EHI_197410A,38.19526467,-1.435956539,0.637043558,-2.254094749,0.024190208,0.574799449,9,20,36,48,32,119,11.65468564,22.94198771,26.92957249,36.6252774,38.79628581,92.22377895,42.52,UP_pEhEx_DOWN_CmasM
EHI_068210A,60.26575147,-2.026467938,0.899923125,-2.251823384,0.024333435,0.575222342,18,15,41,30,34,292,23.30937128,17.20649079,30.66979089,22.89079837,41.22105367,226.2970038,42.48,UP_pEhEx_DOWN_CmasM
EHI_166370A,59.54127404,1.784687388,0.793345958,2.249570152,0.024476245,0.575631073,86,100,68,60,24,7,111.3669961,114.7099386,50.86697025,45.78159675,29.09721436,5.424928174,42.44,DOWN_pEhEx_UP_CmasM
EHI_023070A,236.7346586,-1.791742375,0.798598365,-2.243608871,0.024857578,0.581616595,75,55,211,144,173,1010,97.12238033,63.09046621,157.8372165,109.8758322,209.7424202,782.7396365,41.84,UP_pEhEx_DOWN_CmasM
EHI_023400A,1867.203242,1.957401196,0.874407943,2.238544619,0.025185561,0.582436892,4388,2413,614,1723,438,578,5682.306732,2767.950818,459.2988196,1314.694853,531.024162,447.9440692,41.76,DOWN_pEhEx_UP_CmasM
EHI_076020A,575.3892968,-1.253668624,0.561329551,-2.233391457,0.025523141,0.582436892,124,487,402,789,696,1273,160.5756688,558.6374008,300.7135594,602.0279973,843.8192164,986.5619378,41.76,UP_pEhEx_DOWN_CmasM
EHI_109900A,411.2948926,-0.972031507,0.434713002,-2.236030442,0.025349777,0.582436892,167,309,351,501,416,965,216.2591669,354.4537102,262.5633317,382.2763329,504.3517155,747.8650982,41.76,UP_pEhEx_DOWN_CmasM
EHI_163260A,557.9199329,-0.875336464,0.390816083,-2.239765713,0.025106137,0.582436892,226,409,560,743,557,1193,292.6621061,469.1636488,418.9044609,566.9287731,675.2978499,924.5627587,41.76,UP_pEhEx_DOWN_CmasM
EHI_180780A,142.6570066,-1.980453445,0.886774307,-2.233322987,0.025527653,0.582436892,37,26,127,83,83,670,47.91370763,29.82458403,95.00154738,63.33120884,100.6278663,519.2431252,41.76,UP_pEhEx_DOWN_CmasM
EHI_005100A,93.8053405,-1.221693387,0.549875704,-2.221762808,0.026299339,0.592661982,31,46,101,108,86,268,40.1439172,52.76657174,75.5524117,82.40687415,104.2650181,207.6972501,40.73,UP_pEhEx_DOWN_CmasM
EHI_134740A,133.248169,-2.512730779,1.130374611,-2.222918628,0.026221287,0.592661982,17,10,114,34,76,726,22.01440621,11.47099386,85.27697954,25.94290482,92.1411788,562.6425506,40.73,UP_pEhEx_DOWN_CmasM
EHI_150460A,27.44469139,-1.795107838,0.80831046,-2.220814807,0.026363507,0.592661982,14,4,19,30,20,104,18.12951099,4.588397543,14.21282992,22.89079837,24.24767863,80.59893286,40.73,UP_pEhEx_DOWN_CmasM
EHI_040820A,103.0168343,-3.046730818,1.377395473,-2.211950654,0.026970075,0.600411469,14,5,57,33,4,673,18.12951099,5.735496929,42.63848977,25.17987821,4.849535726,521.5680944,39.96,UP_pEhEx_DOWN_CmasM
EHI_175410A,256.2339687,-0.800989403,0.361922145,-2.213153888,0.026887038,0.600411469,132,173,255,306,322,456,170.9353894,198.4481937,190.7511384,233.4861434,390.387626,353.395321,39.96,UP_pEhEx_DOWN_CmasM
EHI_063340A,75.37501152,-1.640615024,0.743785316,-2.205764202,0.027400514,0.604128641,25,31,56,64,44,310,32.37412678,35.56008096,41.89044609,48.8337032,53.34489299,240.2468191,39.59,UP_pEhEx_DOWN_CmasM
EHI_087380A,75.37501152,-1.640615024,0.743785316,-2.205764202,0.027400514,0.604128641,25,31,56,64,44,310,32.37412678,35.56008096,41.89044609,48.8337032,53.34489299,240.2468191,39.59,UP_pEhEx_DOWN_CmasM
EHI_055700A,181.2779719,-1.495419284,0.68289644,-2.189818537,0.0285374,0.623575124,54,90,149,128,158,663,69.92811384,103.2389447,111.4585083,97.6674064,191.5566612,513.818197,37.64,UP_pEhEx_DOWN_CmasM
EHI_113970A,219.2295312,-0.819853832,0.375072839,-2.185852311,0.028826412,0.623575124,124,134,216,291,198,487,160.5756688,153.7113177,161.5774349,222.0407442,240.0520185,377.4200029,37.64,UP_pEhEx_DOWN_CmasM
EHI_129750A,2556.949673,-0.969911707,0.443459282,-2.187149411,0.028731619,0.623575124,998,1611,2733,2858,2695,6076,1292.375141,1847.97711,2044.403378,2180.730058,3267.374696,4708.837655,37.64,UP_pEhEx_DOWN_CmasM
EHI_150120A,462.8921889,-1.483155945,0.677371771,-2.189574483,0.028555111,0.623575124,206,134,416,423,321,1721,266.7628046,153.7113177,311.186171,322.7602571,389.175242,1333.757341,37.64,UP_pEhEx_DOWN_CmasM
EHI_017720A,1250.974248,0.690581767,0.319653582,2.160406785,0.030741193,0.623910695,1309,1294,1945,1473,829,958,1695.109278,1484.346605,1454.944958,1123.9382,1005.066279,742.44017,37.61,DOWN_pEhEx_UP_CmasM
EHI_019190A,25.96614499,-2.313335972,1.071396205,-2.159178799,0.030836298,0.623910695,11,4,10,20,6,138,14.24461578,4.588397543,7.480436802,15.26053225,7.27430359,106.948584,37.61,UP_pEhEx_DOWN_CmasM
EHI_044730A,3736.4034,0.684864344,0.316528225,2.163675434,0.030489268,0.623910695,4389,3208,5959,3515,2411,3861,5683.601697,3679.894829,4457.59229,2682.038543,2923.057659,2992.235383,37.61,DOWN_pEhEx_UP_CmasM
EHI_057550A,459.8294373,1.240240635,0.569741585,2.17684766,0.029491936,0.623910695,774,552,406,341,156,478,1002.302965,633.1988609,303.7057342,260.1920749,189.1318933,370.4450953,37.61,DOWN_pEhEx_UP_CmasM
EHI_058320A,74.24819057,-1.47433158,0.676124527,-2.18056219,0.029215814,0.623910695,13,28,91,76,101,191,16.83454592,32.1187828,68.0719749,57.99002255,122.4507771,148.0230402,37.61,UP_pEhEx_DOWN_CmasM
EHI_079960A,12.15258266,1.874196093,0.863913989,2.169424406,0.030050478,0.623910695,9,19,31,5,9,2,11.65468564,21.79488833,23.18935409,3.815133062,10.91145538,1.549979478,37.61,DOWN_pEhEx_UP_CmasM
EHI_087570A,4859.223126,-1.419340617,0.656363411,-2.162431046,0.030584967,0.623910695,683,2910,4961,5229,6267,12431,884.4611435,3338.059212,3711.044697,3989.866157,7598.010099,9633.897446,37.61,UP_pEhEx_DOWN_CmasM
EHI_096790A,527.6644498,-0.928132319,0.430669683,-2.155090912,0.031154721,0.623910695,217,376,505,576,738,957,281.0074204,431.309369,377.7620585,439.5033288,894.7393415,741.6651803,37.61,UP_pEhEx_DOWN_CmasM
