baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	CmasM_1	CmasM_2	pEhEx_1	pEhEx_2	CmasM_1.1	CmasM_2.1	pEhEx_1.1	pEhEx_2.1	Certeza	DE
EHI_126260A	246.785100093084	0.881211833895731	0.492301942091684	1.78998244482167	0.0734567336160912	0.990027056567935	284	297	336	102	337.152288367958	303.47383850874	231.759888981872	114.754384513767	1	DOWN_pEhEx_UP_CmasM
EHI_129330A	34.2832595550716	-1.1673419500301	0.65635998012421	-1.77850872292548	0.075320340585742	0.990027056567935	13	26	58	49	15.4330272844488	26.5667333374655	40.0061713123469	55.1271062860253	1	UP_pEhEx_DOWN_CmasM
EHI_129910A	97.4348013019353	-0.906008287414948	0.516428775792716	-1.75437219977572	0.0793667516772213	0.990027056567935	74	47	187	111	87.8495399268623	48.0244794946491	128.985414403601	124.879771382629	1	UP_pEhEx_DOWN_CmasM
EHI_131470A	3226.02899821167	-0.981711483550285	0.578425095662833	-1.69721454153941	0.0896561068942775	0.990027056567935	858	3248	5832	4039	1018.57980077362	3318.79807231107	4022.68950161391	4544.04861814809	1	UP_pEhEx_DOWN_CmasM
EHI_131980A	182.953493660416	0.817779344102269	0.47124819850749	1.73534741711967	0.0826792877593305	0.990027056567935	238	181	225	97	282.543114899908	184.945335926202	155.196354228932	109.129169586622	1	DOWN_pEhEx_UP_CmasM
EHI_136350A	304.437731597344	-0.775404950123986	0.461908049005863	-1.67869980138437	0.0932105646893685	0.990027056567935	192	216	399	439	227.933941431859	220.708246188175	275.214868165972	493.89387060337	1	UP_pEhEx_DOWN_CmasM
EHI_140540A	7078.71708860766	-0.849040893374834	0.503433010637287	-1.68650222658234	0.091699106589088	0.990027056567935	2501	6986	12921	8262	2969.07701833895	7138.27688828976	8912.40930218679	9295.10514561513	1	UP_pEhEx_DOWN_CmasM
EHI_140600A	432.290048533879	-0.755613864040055	0.444920209609712	-1.69831319800664	0.089448665060314	0.990027056567935	210	385	665	558	249.302748441096	393.3920128817	458.691446943287	627.773985869431	1	UP_pEhEx_DOWN_CmasM
EHI_141940A	13911.3405317833	-0.967043133601803	0.550287262346201	-1.75734239146064	0.0788594662784854	0.990027056567935	4262	13478	21731	19399	5059.65863740928	13771.7858431677	14989.2087722174	21824.7088743389	1	UP_pEhEx_DOWN_CmasM
EHI_143940A	34.5118478724388	1.2466744097484	0.720300146592744	1.73077072890458	0.0834926645334842	0.990027056567935	58	28	36	14	68.8550448075407	28.6103282095782	24.8314166766291	15.7506017960072	1	DOWN_pEhEx_UP_CmasM
EHI_144270A	94.3826207691887	-1.26106497425557	0.736517041194158	-1.7122006738784	0.0868596933142959	0.990027056567935	46	55	67	196	54.6091734680495	56.1988589831	46.2140254815042	220.508425144101	1	UP_pEhEx_DOWN_CmasM
EHI_151360A	49.8134334575273	-1.14877905694534	0.661677121574342	-1.73616257762097	0.0825350921139957	0.990027056567935	20	37	61	85	23.743118899152	37.8065051340854	42.0754560353993	95.6286537614725	1	UP_pEhEx_DOWN_CmasM
EHI_152160A	118.727853808317	1.09526327936277	0.614654518492631	1.78191690845904	0.0747627827776006	0.990027056567935	116	181	56	101	137.710089615081	184.945335926202	38.6266481636453	113.629341528338	1	DOWN_pEhEx_UP_CmasM
EHI_152380A	17.2116095934143	-1.61002322671886	0.913244483740835	-1.76297065614223	0.0779054389005448	0.990027056567935	10	5	23	32	11.871559449576	5.10898718028182	15.8645162100686	36.0013755337308	1	UP_pEhEx_DOWN_CmasM
EHI_153780A	20.2821431204043	1.27815988633946	0.749031791521865	1.70641607046148	0.0879306406055322	0.990027056567935	20	33	18	10	23.743118899152	33.71931538986	12.4157083383145	11.2504298542909	1	DOWN_pEhEx_UP_CmasM
EHI_155420A	535.724867463246	-1.05567991582127	0.620475735531911	-1.70140402817892	0.0888671454208406	0.990027056567935	134	525	787	804	159.078896624318	536.443653929591	542.842359014086	904.534560284987	1	UP_pEhEx_DOWN_CmasM
EHI_155700A	171.96867645701	-0.93390724485665	0.516382718867569	-1.8085563492611	0.0705199551091369	0.990027056567935	67	153	272	235	79.5394483121591	156.335007716624	187.61514822342	264.385101575836	1	UP_pEhEx_DOWN_CmasM
EHI_158150A	508.606140384257	-1.15530820809248	0.636608368828994	-1.81478639719677	0.0695567416364315	0.990027056567935	126	470	663	842	149.581649064657	480.244794946491	457.311923794586	947.286193731293	1	UP_pEhEx_DOWN_CmasM
EHI_158570A	4811.70494359266	-2.67641572486221	1.48352523821451	-1.80409180505982	0.0712169162075319	0.990027056567935	215	2298	4325	12142	255.238528165884	2348.09050805752	2983.21880906725	13660.27192908	1	UP_pEhEx_DOWN_CmasM
EHI_158940A	68.0659297013746	1.27320492762372	0.712957349488801	1.78580798491891	0.0741303534161538	0.990027056567935	33	150	57	36	39.1761461836007	153.269615408455	39.3164097379961	40.5015474754472	1	DOWN_pEhEx_UP_CmasM
EHI_159160A	10061.1613020534	-0.815023244399315	0.469400674727875	-1.73630607768471	0.0825097291675344	0.990027056567935	5909	7408	12067	15410	7014.90447875445	7569.47540630554	8323.3529176912	17336.9124054623	1	UP_pEhEx_DOWN_CmasM
EHI_159680A	68.3881730649917	-0.91049071894453	0.528859236449115	-1.7216125883662	0.0851397212793996	0.990027056567935	35	52	106	94	41.5504580735159	53.1334666749309	73.1147268811857	105.754040630334	1	UP_pEhEx_DOWN_CmasM
EHI_160910A	33.4945455634589	-1.35826132609155	0.764076074936964	-1.77765195200439	0.0754610355889672	0.990027056567935	9	26	44	59	10.6844035046184	26.5667333374655	30.3495092714356	66.3775361403162	1	UP_pEhEx_DOWN_CmasM
EHI_160980A	14817.1522958841	-0.739702476705169	0.428601926930123	-1.72584962928962	0.0843744686121485	0.990027056567935	7077	13503	23229	18708	8401.50262246492	13797.3307790691	16022.4716105949	21047.3041714074	1	UP_pEhEx_DOWN_CmasM
EHI_161660A	37.0777364165628	1.02246330843276	0.594402657528914	1.72015265322568	0.0854046968442648	0.990027056567935	44	46	32	24	52.2348615781343	47.0026820585927	22.0723703792259	27.0010316502981	1	DOWN_pEhEx_UP_CmasM
EHI_163260A	456.338546883531	-0.729739858183084	0.429033553488616	-1.7008922781198	0.0889632168999646	0.990027056567935	226	409	743	557	268.297243560417	417.915151347053	512.49284974265	626.648942884002	1	UP_pEhEx_DOWN_CmasM
EHI_163510A	180.215428869888	0.862027421556579	0.479349897281348	1.79832607964579	0.0721253492506105	0.990027056567935	239	178	220	92	283.730270844866	181.879943618033	151.747546357178	103.503954659476	1	DOWN_pEhEx_UP_CmasM
EHI_164400A	231.206980200843	-0.724624434653079	0.407277441905354	-1.7791911854069	0.0752084230107356	0.990027056567935	131	189	439	243	155.517428789445	193.119715414653	302.805331140005	273.385445459269	1	UP_pEhEx_DOWN_CmasM
EHI_164800A	416.503348712847	-0.744409183872374	0.434702126699068	-1.71245811361698	0.0868122773797479	0.990027056567935	247	322	577	574	293.227518404527	329.018774410149	397.992428400416	645.774673636297	1	UP_pEhEx_DOWN_CmasM
EHI_166030A	255.810377898674	-0.907934731393547	0.522931914944035	-1.73623889735381	0.0825216021813953	0.990027056567935	91	242	435	327	108.031190991141	247.27497952564	300.046284842602	367.889056235312	1	UP_pEhEx_DOWN_CmasM
EHI_169240A	16.8438921344755	1.45266540805214	0.861705337509094	1.68580295934027	0.0918337576086613	0.990027056567935	28	16	16	6	33.2403664588128	16.3487589769018	11.0361851896129	6.75025791257453	1	DOWN_pEhEx_UP_CmasM
EHI_169310A	84.7974214261444	0.854588523945516	0.47724369823852	1.79067534490189	0.0733454084080495	0.990027056567935	93	106	98	47	110.405502881057	108.310528221975	67.5966342863792	52.8770203151672	1	DOWN_pEhEx_UP_CmasM
EHI_170160A	5.6857192061666	-2.53620467754055	1.42169859241548	-1.78392571468436	0.0744357368151638	0.990027056567935	2	1	15	8	2.3743118899152	1.02179743605636	10.3464236152621	9.00034388343271	1	UP_pEhEx_DOWN_CmasM
EHI_172160A	117.105855329081	-0.778892811841994	0.446402046385772	-1.74482356913053	0.0810155848257846	0.990027056567935	67	91	230	122	79.5394483121591	92.9835666811291	158.645162100686	137.255244222349	1	UP_pEhEx_DOWN_CmasM
EHI_173500A	130.527573442714	0.82531775803843	0.485228562023408	1.70088453696305	0.0889646707992169	0.990027056567935	150	153	171	62	178.07339174364	156.335007716624	117.949229213988	69.7526650966035	1	DOWN_pEhEx_UP_CmasM
EHI_177420A	149.912829347753	0.815887113188255	0.469748693667358	1.73685871655879	0.0824121119175346	0.990027056567935	140	211	125	117	166.201832294064	215.599259007893	86.220196793851	131.630029295203	1	DOWN_pEhEx_UP_CmasM
EHI_178680A	132.369547963187	-0.795124794153453	0.473368177242089	-1.67971746386917	0.093012300287132	0.990027056567935	81	95	189	183	96.1596315415655	97.0707564253545	130.364937552303	205.882866333523	1	UP_pEhEx_DOWN_CmasM
EHI_178970A	455.042451045275	0.781584105913273	0.456581503559605	1.71181727647721	0.0869303472168819	0.990027056567935	627	398	502	287	744.346777488414	406.675379550433	346.260310324106	322.887336818148	1	DOWN_pEhEx_UP_CmasM
EHI_179850A	8.79930605168062	-2.50419532342768	1.39717777957567	-1.79232404067305	0.0730810744924916	0.990027056567935	0	5	11	20	0	5.10898718028182	7.58737731785889	22.5008597085818	1	UP_pEhEx_DOWN_CmasM
EHI_180800A	160.601433648991	1.06169129127356	0.602937809145962	1.76086368306775	0.0782614780214407	0.990027056567935	252	133	206	58	299.163298129315	135.899058995496	142.090884316266	65.2524931548871	1	DOWN_pEhEx_UP_CmasM
EHI_182590A	32445.6062757645	0.776532606415627	0.430384751345787	1.80427536985792	0.0711881489695309	0.990027056567935	40769	32830	27129	25888	48399.1607199763	33545.6098257304	18712.5417505631	29125.1128067882	1	DOWN_pEhEx_UP_CmasM
EHI_183560A	7.32166090962387	-2.11934806390775	1.21056836720672	-1.7507049757115	0.0799967419167019	0.990027056567935	2	3	15	12	2.3743118899152	3.06539230816909	10.3464236152621	13.5005158251491	1	UP_pEhEx_DOWN_CmasM
EHI_187040A	201.242674529525	-0.925274834053861	0.51991892738636	-1.77965214443188	0.0751329068191097	0.990027056567935	94	162	258	311	111.592658826014	165.531184641131	177.958486182509	349.888368468447	1	UP_pEhEx_DOWN_CmasM
EHI_187100A	8.70942110175766	2.48561997219964	1.42850149338138	1.74001916253932	0.0818556532223989	0.990027056567935	16	10	0	5	18.9944951193216	10.2179743605636	0	5.62521492714544	1	DOWN_pEhEx_UP_CmasM
EHI_187160A	55.0592085351575	-1.07190917067387	0.626840828312612	-1.71001811346483	0.0872625235894145	0.990027056567935	40	23	81	83	47.4862377983039	23.5013410292964	55.8706875224155	93.3785677906143	1	UP_pEhEx_DOWN_CmasM
EHI_188790A	137.130434293524	-0.811251266871608	0.479755104116809	-1.69096953822942	0.0908426207086857	0.990027056567935	77	105	194	192	91.4110077617351	107.288730785918	133.813745424057	216.008253202385	1	UP_pEhEx_DOWN_CmasM
EHI_193390A	240.640907802376	-1.01845709650586	0.606456289769264	-1.67935779327698	0.0930823338029683	0.990027056567935	67	233	356	355	79.5394483121591	238.078802601133	245.555120468888	399.390259827326	1	UP_pEhEx_DOWN_CmasM
EHI_196580A	71.398742472891	-0.99441176940334	0.588913276319231	-1.68855383193009	0.0913049645266853	0.990027056567935	25	64	118	97	29.67889862394	65.3950359076073	81.3918657733954	109.129169586622	1	UP_pEhEx_DOWN_CmasM
EHI_197440A	1387.84577988435	0.661552011949183	0.378525327043327	1.74770871243038	0.0805144794101869	0.990027056567935	1619	1448	1670	887	1922.00547488635	1479.56268740961	1151.90182916585	997.913128075602	1	DOWN_pEhEx_UP_CmasM
EHI_197480A	14557.8111406698	-1.35772807897677	0.790863950520513	-1.71676566883997	0.0860219960727534	0.990027056567935	1502	14250	22670	23333	1783.10822932631	14560.6134638032	15636.8948905328	26250.6279790169	1	UP_pEhEx_DOWN_CmasM
EHI_198330A	189.991575695743	-0.770969447328719	0.454693637373487	-1.69558002126923	0.0899654439927267	0.990027056567935	90	170	346	214	106.844035046184	173.705564129582	238.65750472538	240.759198881825	1	UP_pEhEx_DOWN_CmasM
EHI_198550A	51.2105087385718	-1.04213127430465	0.620791055418163	-1.67871502852545	0.0932075955896323	0.990027056567935	26	35	65	83	30.8660545688976	35.7629102619727	44.8345023328025	93.3785677906143	1	UP_pEhEx_DOWN_CmasM
EHI_198680A	81.8864595248622	-0.984898781537266	0.569516830942078	-1.7293585158986	0.0837449497539961	0.990027056567935	32	70	122	119	37.9889902386431	71.5258205239454	84.1509120707986	133.880115266062	1	UP_pEhEx_DOWN_CmasM
EHI_198690A	46.3807772121811	-1.09600903915799	0.62354858069954	-1.75769630960978	0.0787991961141733	0.990027056567935	22	32	63	74	26.1174307890672	32.6975179538036	43.4549791841009	83.2531809217525	1	UP_pEhEx_DOWN_CmasM
EHI_200670A	89.9041661933877	0.906902588530733	0.529674287152293	1.71218918971232	0.0868618089855281	0.990027056567935	118	93	112	42	140.084401504997	95.0271615532418	77.2532963272905	47.2518053880217	1	DOWN_pEhEx_UP_CmasM
EHI_015120A	80.1142874856157	1.11171010010379	0.663457175689488	1.67563203902114	0.0938102891390595	0.992117143108331	130	64	102	27	154.330272844488	65.3950359076073	70.3556805837824	30.3761606065854	0.79	DOWN_pEhEx_UP_CmasM
EHI_175410A	226.701606057917	-0.778538135200797	0.464661907923399	-1.67549377714246	0.0938373910076667	0.992117143108331	132	173	306	322	156.704584734403	176.770956437751	211.067041751347	362.263841308166	0.79	UP_pEhEx_DOWN_CmasM
EHI_000140A	249.542954536468	-0.927927006915927	0.677853683254515	-1.36891932557002	0.171024494095502	0.999901937681032	51	277	476	290	60.5449531928375	283.037889787613	328.326509390985	326.262465774436	0.01	UP_pEhEx_DOWN_CmasM
EHI_000240A	1181.69347538754	-0.720440179280128	0.486463578332767	-1.48097455054962	0.138613355280462	0.999901937681032	541	1118	1584	1644	642.251366222061	1142.36953351101	1092.58233377168	1849.57066804542	0.01	UP_pEhEx_DOWN_CmasM
EHI_000260A	87.3138855015715	0.144194192395081	0.503487579483315	0.286390763686871	0.774578848093725	0.999901937681032	73	95	147	57	86.6623839819047	97.0707564253545	101.394951429569	64.127450169458	0.01	DOWN_pEhEx_UP_CmasM
EHI_000280A	57.3253782942493	-0.406136408693707	0.55212775041998	-0.735584125928785	0.461983826010537	0.999901937681032	45	44	74	71	53.4220175230919	44.95908718648	51.0423565019598	79.8780519654653	0.01	UP_pEhEx_DOWN_CmasM
EHI_000290A	17.2395491741904	0.299905959425014	0.810920699296284	0.369833893357602	0.711506259702611	0.999901937681032	21	13	25	12	24.9302748441096	13.2833666687327	17.2440393587702	13.5005158251491	0.01	DOWN_pEhEx_UP_CmasM
EHI_000300A	104.483076218812	-0.350825396259275	0.557911597612455	-0.628818970174861	0.529467579194297	0.999901937681032	47	125	180	98	55.7963294130071	127.724679507045	124.157083383145	110.254212572051	0.01	UP_pEhEx_DOWN_CmasM
EHI_000410A	20.8742162859759	-0.564865295505919	0.728188294092198	-0.775713232537077	0.437918325024025	0.999901937681032	12	19	38	21	14.2458713394912	19.4141512850709	26.2109398253307	23.6259026940109	0.01	UP_pEhEx_DOWN_CmasM
EHI_000430A	21.7738960592224	0.375962819820806	0.737427180401914	0.509830434533072	0.610170261743118	0.999901937681032	21	24	35	12	24.9302748441096	24.5231384653527	24.1416551022783	13.5005158251491	0.01	DOWN_pEhEx_UP_CmasM
EHI_000440A	310.228956989656	-0.0948289029981642	0.426281799966742	-0.222455903596078	0.823958997057472	0.999901937681032	283	259	545	235	335.965132423	264.645535938598	375.92005802119	264.385101575836	0.01	UP_pEhEx_DOWN_CmasM
EHI_000480A	22.6385743041921	0.0283980742164756	0.698377084573107	0.0406629524991278	0.967564596775713	0.999901937681032	17	25	34	19	20.1816510642792	25.5449359014091	23.4518935279275	21.3758167231527	0.01	DOWN_pEhEx_UP_CmasM
EHI_000510A	10239.564727156	0.0307542106764904	0.370781817370384	0.0829442255140823	0.933895888296917	0.999901937681032	8573	10295	12568	10304	10177.4879161215	10519.4046042003	8668.92346644096	11592.4429218613	0.01	DOWN_pEhEx_UP_CmasM
EHI_000520A	15.1603121518439	-0.448036212143096	0.828781807457445	-0.54059609913204	0.588786007189733	0.999901937681032	13	10	23	17	15.4330272844488	10.2179743605636	15.8645162100686	19.1257307522945	0.01	UP_pEhEx_DOWN_CmasM
EHI_000540A	21.4705630738446	-0.00783230381772993	0.789291992438852	-0.00992320192369964	0.992082560329861	0.999901937681032	20	19	44	11	23.743118899152	19.4141512850709	30.3495092714356	12.37547283972	0.01	UP_pEhEx_DOWN_CmasM
EHI_000550A	263.241772168029	0.0314692547141124	0.396009477766176	0.0794659130170955	0.936662043316772	0.999901937681032	203	285	388	225	240.992656826392	291.212269276064	267.627490848114	253.134671721545	0.01	DOWN_pEhEx_UP_CmasM
EHI_000560A	50.7959355233769	0.347948492703334	0.599055657471317	0.580828322650461	0.561356164450312	0.999901937681032	32	74	63	41	37.9889902386431	75.6130102681709	43.4549791841009	46.1267624025926	0.01	DOWN_pEhEx_UP_CmasM
EHI_000570A	51.275869014853	0.284001748529603	0.60397846995451	0.470218331708072	0.638199038338616	0.999901937681032	64	36	67	41	75.9779804772863	36.7847076980291	46.2140254815042	46.1267624025926	0.01	DOWN_pEhEx_UP_CmasM
EHI_000580A	139.970017611919	0.395878578370575	0.441547104020276	0.89657156567467	0.369947576465003	0.999901937681032	152	135	187	100	180.447703633555	137.942653867609	128.985414403601	112.504298542909	0.01	DOWN_pEhEx_UP_CmasM
EHI_000590A	11662.501447849	0.323961875678421	0.363343668331194	0.891612828059863	0.37260049192486	0.999901937681032	12053	11376	13989	9838	14308.7906045739	11623.9676325772	9649.07466359346	11068.1728906514	0.01	DOWN_pEhEx_UP_CmasM
EHI_000610A	1657.04192883801	-0.524460701566728	0.45725999962574	-1.14696387612297	0.251396551016299	0.999901937681032	1247	1211	1952	2279	1480.38346336213	1237.39669506426	1346.41459313278	2563.97296379289	0.01	UP_pEhEx_DOWN_CmasM
EHI_000650A	71.4976343687765	0.245104113319176	0.489641285404941	0.500578935284167	0.616667490389232	0.999901937681032	68	73	103	53	80.7266042571167	74.5912128321145	71.0454421581332	59.6272782277417	0.01	DOWN_pEhEx_UP_CmasM
EHI_000660A	17.2718029614542	0.116735905144273	0.827077378557419	0.141142664726102	0.887757239416016	0.999901937681032	15	18	33	9	17.807339174364	18.3923538490145	22.7621319535767	10.1253868688618	0.01	DOWN_pEhEx_UP_CmasM
EHI_000670A	10.7353223679383	0.35700112077101	1.05563156013559	0.338187237150388	0.735222093119665	0.999901937681032	16	5	11	10	18.9944951193216	5.10898718028182	7.58737731785889	11.2504298542909	0.01	DOWN_pEhEx_UP_CmasM
EHI_000690A	140.578772017985	-2.20571176969837	2.93106503199305	-0.752529113350494	0.451732928712147	0.999901937681032	0	98	184	298	0	100.136148733524	126.916129680549	335.262809657868	0.01	UP_pEhEx_DOWN_CmasM
EHI_000700A	62.1489986962583	0.264043084857999	0.502696960469115	0.525252996579878	0.599407327864697	0.999901937681032	60	63	79	52	71.2293566974559	64.3732384715509	54.4911643737139	58.5022352423126	0.01	DOWN_pEhEx_UP_CmasM
EHI_000710A	30.5349410728576	-0.00120024518894508	0.636066305409548	-0.00188698124509562	0.998494407691507	0.999901937681032	30	25	46	26	35.6146783487279	25.5449359014091	31.7290324201372	29.2511176211563	0.01	UP_pEhEx_DOWN_CmasM
EHI_000720A	134.860697242809	-0.0136345238958736	0.434872320949775	-0.0313529356526885	0.974988074588511	0.999901937681032	111	134	218	107	131.774309890293	136.920856431553	150.368023208476	120.379599440912	0.01	UP_pEhEx_DOWN_CmasM
EHI_000740A	102.075897949758	0.421818519152546	0.497080160910293	0.848592545677298	0.396108056300539	0.999901937681032	123	86	124	79	146.020181229785	87.8745795008473	85.5304352195002	88.878395848898	0.01	DOWN_pEhEx_UP_CmasM
EHI_000780A	28.0755096868865	0.23424381237718	0.703115071814525	0.33315145950814	0.739019956786262	0.999901937681032	19	37	28	29	22.5559629541944	37.8065051340854	19.3133240818226	32.6262465774436	0.01	DOWN_pEhEx_UP_CmasM
EHI_000790A	53.5551946103958	0.350208392422161	0.582543633743509	0.601171091977559	0.547726036497708	0.999901937681032	66	41	71	40	78.3522923672015	41.8936948783109	48.9730717789074	45.0017194171635	0.01	DOWN_pEhEx_UP_CmasM
EHI_000800A	270.430425427741	0.353898095248397	0.451417822741394	0.783970143445436	0.433057629495107	0.999901937681032	322	220	344	211	382.264214276347	224.7954359324	237.277981576678	237.384069925538	0.01	DOWN_pEhEx_UP_CmasM
EHI_000900A	20.3191891881468	-1.30689907519486	0.809126921598073	-1.61519662775979	0.106268120615254	0.999901937681032	11	10	27	35	13.0587153945336	10.2179743605636	18.6235625074718	39.3765044900181	0.01	UP_pEhEx_DOWN_CmasM
EHI_001040A	6.31185960250808	1.52439845038318	1.22931024698359	1.24004371892584	0.21495922406894	0.999901937681032	9	8	6	2	10.6844035046184	8.17437948845091	4.13856944610485	2.25008597085818	0.01	DOWN_pEhEx_UP_CmasM
EHI_001050A	520.583930034728	-0.134200473017643	0.364698556216509	-0.367976430753877	0.712890808597177	0.999901937681032	411	494	774	494	487.921093377573	504.767933411844	533.875458547526	555.77123480197	0.01	UP_pEhEx_DOWN_CmasM
EHI_001070A	611.531396409792	-0.293948452669023	0.442420142476531	-0.664410193947297	0.506427810181472	0.999901937681032	340	680	892	651	403.633021285583	694.822256518327	615.267324320921	732.402983514337	0.01	UP_pEhEx_DOWN_CmasM
EHI_001100A	19.5051633849307	0.0282785367292458	0.7802388640667	0.0362434352242525	0.971088252423324	0.999901937681032	22	13	25	19	26.1174307890672	13.2833666687327	17.2440393587702	21.3758167231527	0.01	DOWN_pEhEx_UP_CmasM
EHI_001120A	73.1727230794256	-0.537826620245189	0.530768913105217	-1.01329713735245	0.310918254465326	0.999901937681032	40	70	105	90	47.4862377983039	71.5258205239454	72.4249653068349	101.253868688618	0.01	UP_pEhEx_DOWN_CmasM
EHI_001130A	1753.78795317739	0.334788770156121	0.471595445109656	0.70990670844642	0.477761990107255	0.999901937681032	1387	2217	1537	1816	1646.58529565619	2265.32491573696	1060.16353977719	2043.07806153922	0.01	DOWN_pEhEx_UP_CmasM
EHI_001140A	29.1876728486111	-0.743710015614159	0.643312013642841	-1.15606424229947	0.247654880739429	0.999901937681032	17	23	57	30	20.1816510642792	23.5013410292964	39.3164097379961	33.7512895628727	0.01	UP_pEhEx_DOWN_CmasM
EHI_001150A	82.0411661556992	0.560552598074689	0.500092419986652	1.12089800939125	0.262331278324991	0.999901937681032	79	100	115	47	93.7853196516503	102.179743605636	79.3225810503429	52.8770203151672	0.01	DOWN_pEhEx_UP_CmasM
EHI_001400A	1913.27070317262	0.0217193816368888	0.379806789354891	0.0571853432998908	0.954397553406259	0.999901937681032	1766	1721	2391	1910	2096.51739879512	1758.513387453	1649.21992427278	2148.83210216956	0.01	DOWN_pEhEx_UP_CmasM
EHI_001410A	21.3146201158806	0.170698657352677	0.731254802702723	0.233432528199163	0.815425556903441	0.999901937681032	21	20	35	14	24.9302748441096	20.4359487211273	24.1416551022783	15.7506017960072	0.01	DOWN_pEhEx_UP_CmasM
EHI_001420A	8935.92202382638	-0.409008022402904	0.408564916360927	-1.00108454256407	0.316785937376708	0.999901937681032	5482	8658	12112	10697	6507.98889025755	8846.72220137599	8354.39218853699	12034.584815135	0.01	UP_pEhEx_DOWN_CmasM
EHI_001430A	12.73416931267	-0.0634702407294497	0.951466432611229	-0.0667078086562238	0.946814317752843	0.999901937681032	7	16	12	16	8.31009161470319	16.3487589769018	8.2771388922097	18.0006877668654	0.01	UP_pEhEx_DOWN_CmasM
EHI_001635A	338.923128023875	0.271166817389478	0.618689354696257	0.438292360020654	0.661174363481406	0.999901937681032	146	556	548	210	173.324767963809	568.119374447338	377.989342744243	236.259026940109	0.01	DOWN_pEhEx_UP_CmasM
EHI_001780A	4328.37378971428	0.499582484090897	0.503761432826005	0.991704508398619	0.321341691156862	0.999901937681032	5803	3183	6330	2494	6889.06594858894	3252.3812389674	4366.19076564062	2805.85720566015	0.01	DOWN_pEhEx_UP_CmasM
EHI_001810A	563.234112753737	0.100146069563383	0.369574990406607	0.270976316479646	0.786409247721547	0.999901937681032	494	567	847	447	586.455036809054	579.359146243958	584.228053475135	502.894214486803	0.01	DOWN_pEhEx_UP_CmasM
EHI_001820A	20.7292814612164	-0.399540229524304	0.744435937313631	-0.53670196386016	0.591473499290386	0.999901937681032	19	13	34	21	22.5559629541944	13.2833666687327	23.4518935279275	23.6259026940109	0.01	UP_pEhEx_DOWN_CmasM
EHI_001830A	40.538853602621	-0.4020489397786	0.582450916011076	-0.69027093738995	0.490023820691005	0.999901937681032	34	29	70	39	40.3633021285583	29.6321256456345	48.2833102045566	43.8766764317345	0.01	UP_pEhEx_DOWN_CmasM
EHI_001840A	140.115984494457	0.264340312482521	0.468149706529829	0.564649104325942	0.57231245861295	0.999901937681032	156	118	167	124	185.196327413385	120.572097454651	115.190182916585	139.505330193207	0.01	DOWN_pEhEx_UP_CmasM
EHI_001850A	168.288690692274	0.231611852167234	0.410043407571851	0.564847154936026	0.572177730196013	0.999901937681032	154	177	235	131	182.82201552347	180.858146181976	162.09396997244	147.380631091211	0.01	DOWN_pEhEx_UP_CmasM
EHI_001870A	7.11653428138761	0.345180994867165	1.27455415314281	0.270824895133733	0.786525711626772	0.999901937681032	11	3	13	3	13.0587153945336	3.06539230816909	8.96690046656051	3.37512895628727	0.01	DOWN_pEhEx_UP_CmasM
EHI_001910A	15.9197853815808	0.58123906700584	0.860361328290253	0.675575537734713	0.499310177077814	0.999901937681032	22	12	22	9	26.1174307890672	12.2615692326764	15.1747546357178	10.1253868688618	0.01	DOWN_pEhEx_UP_CmasM
EHI_001950A	233.49340801199	-0.411059730957427	0.472645681603548	-0.869699538061624	0.384464624770469	0.999901937681032	123	249	338	267	146.020181229785	254.427561578034	233.139412130573	300.386477109567	0.01	UP_pEhEx_DOWN_CmasM
EHI_001990A	26.6450726510018	0.359218151311776	0.826464116265158	0.434644583161221	0.663820428764144	0.999901937681032	25	30	54	8	29.67889862394	30.6539230816909	37.2471250149436	9.00034388343271	0.01	DOWN_pEhEx_UP_CmasM
EHI_002110A	143.998416419696	0.311418787150607	0.492093824268534	0.632844331288878	0.526835303961536	0.999901937681032	108	187	227	89	128.212842055421	191.07612054254	156.575877377633	100.128825703189	0.01	DOWN_pEhEx_UP_CmasM
EHI_002130A	142.673705397886	-0.0432805112859857	0.437513582461536	-0.0989238117876963	0.921198762561825	0.999901937681032	132	122	227	118	156.704584734403	124.659287198876	156.575877377633	132.755072280632	0.01	UP_pEhEx_DOWN_CmasM
EHI_002140A	283.198290045172	0.294884462942512	0.415235320621381	0.71016228219996	0.47760350744748	0.999901937681032	308	253	359	232	365.64403104694	258.51475132226	247.62440519194	261.009972619549	0.01	DOWN_pEhEx_UP_CmasM
EHI_002150A	24.1964224236683	0.0600559560753347	0.675402193584616	0.0889188051886461	0.929146438370639	0.999901937681032	21	24	36	20	24.9302748441096	24.5231384653527	24.8314166766291	22.5008597085818	0.01	DOWN_pEhEx_UP_CmasM
EHI_002160A	1581.88032794592	0.0995943840628456	0.401399869724343	0.248117629263909	0.80404339584539	0.999901937681032	1606	1337	1930	1532	1906.5724476019	1366.14317200736	1331.23983849706	1723.56585367736	0.01	DOWN_pEhEx_UP_CmasM
EHI_002180A	555.508306445374	0.611565504819782	0.422244274103184	1.44836897106231	0.147513887854191	0.999901937681032	569	654	784	300	675.491732680873	668.255523180862	540.773074291034	337.512895628727	0.01	DOWN_pEhEx_UP_CmasM
