"","GenId","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","U2AF84_1","U2AF84_2","pEhEx_1","pEhEx_2","U2AF84_1.1","U2AF84_2.1","pEhEx_1.1","pEhEx_2.1","Certeza","DE"
"4168","EHI_148120A",8.822563781,-0.47933517,1.036603938,-0.462409173,0.643787922,NA,6,7,14,10,6.738741976,7.975537257,9.517556102,11.05841979,NA,"UP_pEhEx_DOWN_U2AF84"
"4169","EHI_148140A",33.05625402,0.131854062,0.586626414,0.224766663,0.822160801,NA,33,28,41,32,37.06308087,31.90214903,27.87284287,35.38694332,NA,"DOWN_pEhEx_UP_U2AF84"
"4170","EHI_148160A",9.397086875,0.229386674,1.01439022,0.226132577,0.821098308,NA,11,7,14,7,12.35436029,7.975537257,9.517556102,7.740893852,NA,"DOWN_pEhEx_UP_U2AF84"
"4171","EHI_148200A",32.13550722,-0.04692264,0.58725656,-0.079901432,0.936315651,NA,29,27,52,27,32.57058622,30.76278656,35.35092266,29.85773343,NA,"UP_pEhEx_DOWN_U2AF84"
"4172","EHI_148250A",10.88812153,0.09141169,0.981917592,0.093095073,0.925828032,NA,9,11,21,6,10.10811296,12.53298712,14.27633415,6.635051873,NA,"DOWN_pEhEx_UP_U2AF84"
"4173","EHI_148260A",9.227391236,0.460720275,1.053770587,0.437211173,0.661958207,NA,13,6,13,6,14.60060762,6.836174792,8.837730666,6.635051873,NA,"DOWN_pEhEx_UP_U2AF84"
"4174","EHI_148350A",13.77083117,-0.907947467,0.871139291,-1.042252917,0.297294435,NA,10,7,30,14,11.23123663,7.975537257,20.39476307,15.4817877,NA,"UP_pEhEx_DOWN_U2AF84"
"4175","EHI_148370A",20.77025494,0.030935557,0.729759354,0.04239145,0.966186644,NA,14,23,28,20,15.72373128,26.2053367,19.0351122,22.11683958,NA,"DOWN_pEhEx_UP_U2AF84"
"4176","EHI_148380A",5.255549372,1.549974206,1.405693343,1.102640355,0.270183378,NA,7,7,6,1,7.861865639,7.975537257,4.078952615,1.105841979,NA,"DOWN_pEhEx_UP_U2AF84"
"4177","EHI_148400A",14.20787633,-4.593464584,1.326561721,-3.462684406,0.000534815,NA,2,0,38,26,2.246247325,0,25.83336656,28.75189145,NA,"UP_pEhEx_DOWN_U2AF84"
"4178","EHI_148410A",14.83238475,0.303815477,0.867440797,0.350243473,0.726155984,NA,20,9,18,13,22.46247325,10.25426219,12.23685784,14.37594573,NA,"DOWN_pEhEx_UP_U2AF84"
"4179","EHI_148430A",16.94401123,0.20317833,0.773187797,0.262780053,0.792720111,NA,14,18,22,15,15.72373128,20.50852437,14.95615959,16.58762968,NA,"DOWN_pEhEx_UP_U2AF84"
"4180","EHI_148440A",30.40101112,0.118510048,0.598105434,0.198142404,0.842933649,NA,27,29,45,25,30.32433889,33.04151149,30.59214461,27.64604947,NA,"DOWN_pEhEx_UP_U2AF84"
"4181","EHI_148520A",32.54076175,-1.182398324,0.647976619,-1.82475461,0.068038068,NA,17,18,47,53,19.09310227,20.50852437,31.95179548,58.60962488,NA,"UP_pEhEx_DOWN_U2AF84"
"4182","EHI_148530A",9.311402683,0.600114445,1.050510348,0.571259908,0.567823474,NA,10,10,15,4,11.23123663,11.39362465,10.19738154,4.423367915,NA,"DOWN_pEhEx_UP_U2AF84"
"4183","EHI_148590A",15.07797244,0.248126661,0.816808224,0.30377591,0.761298621,NA,17,12,21,12,19.09310227,13.67234958,14.27633415,13.27010375,NA,"DOWN_pEhEx_UP_U2AF84"
"4184","EHI_148600A",9.353513522,-0.104398336,1.018021232,-0.102550254,0.918319926,NA,7,9,17,7,7.861865639,10.25426219,11.55703241,7.740893852,NA,"UP_pEhEx_DOWN_U2AF84"
"4185","EHI_148610A",28.85786408,-0.063447744,0.617673298,-0.102720555,0.918184759,NA,28,22,46,25,31.44746256,25.06597424,31.27197005,27.64604947,NA,"UP_pEhEx_DOWN_U2AF84"
"4186","EHI_148640A",9.354664826,-0.996168825,1.058370633,-0.94122871,0.346587667,NA,7,4,14,14,7.861865639,4.557449861,9.517556102,15.4817877,NA,"UP_pEhEx_DOWN_U2AF84"
"4187","EHI_148650A",15.09942224,-0.276954722,0.836987283,-0.330894779,0.740723966,NA,12,12,18,19,13.47748395,13.67234958,12.23685784,21.0109976,NA,"UP_pEhEx_DOWN_U2AF84"
"4188","EHI_148700A",24.83147155,0.260822758,0.658044581,0.396360316,0.691839237,NA,26,22,37,18,29.20121523,25.06597424,25.15354113,19.90515562,NA,"DOWN_pEhEx_UP_U2AF84"
"4189","EHI_148720A",14.93205646,0.039095847,0.892959383,0.043782335,0.965077909,NA,17,10,30,8,19.09310227,11.39362465,20.39476307,8.846735831,NA,"DOWN_pEhEx_UP_U2AF84"
"4190","EHI_148760A",24.88091963,-0.191705688,0.683726814,-0.280383458,0.779183327,NA,15,26,39,24,16.84685494,29.6234241,26.513192,26.54020749,NA,"UP_pEhEx_DOWN_U2AF84"
"4191","EHI_148780A",18.85210376,-0.298831003,0.74417099,-0.401562285,0.688006191,NA,16,14,35,16,17.9699786,15.95107451,23.79389025,17.69347166,NA,"UP_pEhEx_DOWN_U2AF84"
"4192","EHI_148800A",14.43978689,0.861019187,0.837590606,1.027971399,0.303963282,NA,15,18,17,8,16.84685494,20.50852437,11.55703241,8.846735831,NA,"DOWN_pEhEx_UP_U2AF84"
"4193","EHI_148810A",31.32712205,-0.495249834,0.737256302,-0.671747169,0.501744667,NA,35,11,43,40,39.3093282,12.53298712,29.23249374,44.23367915,NA,"UP_pEhEx_DOWN_U2AF84"
"4194","EHI_148830A",24.96390483,0.072243375,0.683996261,0.105619546,0.915884216,NA,19,26,28,27,21.33934959,29.6234241,19.0351122,29.85773343,NA,"DOWN_pEhEx_UP_U2AF84"
"4195","EHI_148840A",20.53340991,0.205600077,0.727994942,0.282419651,0.777621749,NA,24,15,30,16,26.95496791,17.09043698,20.39476307,17.69347166,NA,"DOWN_pEhEx_UP_U2AF84"
"4196","EHI_148860A",8.950930742,0.561002488,1.077804406,0.520504913,0.602711705,NA,13,6,13,5,14.60060762,6.836174792,8.837730666,5.529209894,NA,"DOWN_pEhEx_UP_U2AF84"
"4197","EHI_148870A",31.82320879,-0.192265156,1.084678807,-0.177255382,0.859307796,NA,5,47,14,53,5.615618314,53.55003587,9.517556102,58.60962488,NA,"UP_pEhEx_DOWN_U2AF84"
"4198","EHI_148880A",7.266245248,0.017085145,1.137644617,0.015017998,0.988017821,NA,7,6,13,5,7.861865639,6.836174792,8.837730666,5.529209894,NA,"DOWN_pEhEx_UP_U2AF84"
"4199","EHI_148910A",7.789864364,-0.783442095,1.206202198,-0.649511414,0.516007871,NA,3,7,8,13,3.369370988,7.975537257,5.438603487,14.37594573,NA,"UP_pEhEx_DOWN_U2AF84"
"4200","EHI_148920A",24.47479859,0.177270402,0.660282483,0.268476608,0.788332478,NA,26,20,35,20,29.20121523,22.78724931,23.79389025,22.11683958,NA,"DOWN_pEhEx_UP_U2AF84"
"4201","EHI_148930A",22.9095785,0.171790394,0.675565265,0.254291337,0.799270492,NA,23,20,34,18,25.83184424,22.78724931,23.11406482,19.90515562,NA,"DOWN_pEhEx_UP_U2AF84"
"4202","EHI_148980A",17.17794125,0.336535359,0.768352734,0.437995915,0.661389245,NA,18,16,25,12,20.21622593,18.22979944,16.9956359,13.27010375,NA,"DOWN_pEhEx_UP_U2AF84"
"4203","EHI_148990A",19.43673682,-0.016070477,0.747051683,-0.021511868,0.982837336,NA,17,17,22,22,19.09310227,19.36916191,14.95615959,24.32852353,NA,"UP_pEhEx_DOWN_U2AF84"
"4204","EHI_149230A",25.12501094,-0.817031117,0.687634082,-1.18817717,0.234763616,NA,15,17,36,36,16.84685494,19.36916191,24.47371569,39.81031124,NA,"UP_pEhEx_DOWN_U2AF84"
"4205","EHI_149730A",16.25866358,-0.263613566,0.843910725,-0.31237139,0.754758291,NA,8,18,23,18,8.984989302,20.50852437,15.63598502,19.90515562,NA,"UP_pEhEx_DOWN_U2AF84"
"4206","EHI_149870A",12.48812184,-1.240847695,1.001682529,-1.23876344,0.215433117,NA,4,9,16,22,4.492494651,10.25426219,10.87720697,24.32852353,NA,"UP_pEhEx_DOWN_U2AF84"
"4207","EHI_149900A",7.606157966,-0.116693099,1.126594413,-0.103580399,0.917502343,NA,7,6,15,5,7.861865639,6.836174792,10.19738154,5.529209894,NA,"UP_pEhEx_DOWN_U2AF84"
"4208","EHI_150400A",25.41838398,-0.064003554,0.650579591,-0.098379283,0.921631124,NA,25,19,39,23,28.07809157,21.64788684,26.513192,25.43436551,NA,"UP_pEhEx_DOWN_U2AF84"
"4209","EHI_150420A",17.07033713,-0.13642574,0.844014259,-0.161639141,0.871590032,NA,18,11,36,10,20.21622593,12.53298712,24.47371569,11.05841979,NA,"UP_pEhEx_DOWN_U2AF84"
"4210","EHI_150430A",22.75290784,-0.05898121,0.971282594,-0.060725077,0.95157816,NA,7,32,15,33,7.861865639,36.45959889,10.19738154,36.4927853,NA,"UP_pEhEx_DOWN_U2AF84"
"4211","EHI_150460A",15.72661385,-1.058379339,0.826768093,-1.280140524,0.200495719,NA,7,11,30,20,7.861865639,12.53298712,20.39476307,22.11683958,NA,"UP_pEhEx_DOWN_U2AF84"
"4212","EHI_150500A",12.1603816,0.046197755,0.934602448,0.049430381,0.960576317,NA,14,8,22,8,15.72373128,9.114899722,14.95615959,8.846735831,NA,"DOWN_pEhEx_UP_U2AF84"
"4213","EHI_150530A",26.95632084,-0.786932278,0.642686959,-1.224441025,0.220785901,NA,20,15,50,31,22.46247325,17.09043698,33.99127179,34.28110134,NA,"UP_pEhEx_DOWN_U2AF84"
"4214","EHI_150550A",13.45778866,-0.694308272,0.953019517,-0.728535209,0.466286024,NA,6,12,15,21,6.738741976,13.67234958,10.19738154,23.22268156,NA,"UP_pEhEx_DOWN_U2AF84"
"4215","EHI_150770A",12.68690912,0.196989453,0.902168385,0.218351093,0.827155568,NA,9,15,20,9,10.10811296,17.09043698,13.59650872,9.95257781,NA,"DOWN_pEhEx_UP_U2AF84"
"4216","EHI_150970A",9.350134175,0.433318876,1.001422218,0.432703477,0.665230203,NA,9,10,12,7,10.10811296,11.39362465,8.15790523,7.740893852,NA,"DOWN_pEhEx_UP_U2AF84"
"4217","EHI_151180A",20.99632628,0.216390985,0.704086358,0.307335858,0.758587745,NA,22,18,31,16,24.70872058,20.50852437,21.07458851,17.69347166,NA,"DOWN_pEhEx_UP_U2AF84"
"4218","EHI_151190A",7.296857338,-0.198906002,1.153359429,-0.172457949,0.863077518,NA,8,4,10,8,8.984989302,4.557449861,6.798254358,8.846735831,NA,"UP_pEhEx_DOWN_U2AF84"
"4219","EHI_151200A",18.55524295,-0.249181717,0.738591953,-0.337373994,0.735834987,NA,16,14,30,18,17.9699786,15.95107451,20.39476307,19.90515562,NA,"UP_pEhEx_DOWN_U2AF84"
"4220","EHI_151210A",8.045135772,0.352367977,1.088448582,0.32373415,0.746139314,NA,10,6,11,6,11.23123663,6.836174792,7.478079794,6.635051873,NA,"DOWN_pEhEx_UP_U2AF84"
"4221","EHI_151220A",9.528992096,0.878949503,1.039862628,0.845255401,0.397968256,NA,13,9,13,4,14.60060762,10.25426219,8.837730666,4.423367915,NA,"DOWN_pEhEx_UP_U2AF84"
"4222","EHI_151270A",14.88630555,0.715474139,0.888360611,0.805387058,0.420596358,NA,20,13,23,6,22.46247325,14.81171205,15.63598502,6.635051873,NA,"DOWN_pEhEx_UP_U2AF84"
"4223","EHI_151370A",13.64502671,-0.237334406,0.876159404,-0.270880395,0.786483024,NA,10,12,16,17,11.23123663,13.67234958,10.87720697,18.79931364,NA,"UP_pEhEx_DOWN_U2AF84"
"4224","EHI_151430A",21.32733744,-0.055620429,0.693547056,-0.080197051,0.936080536,NA,18,19,33,19,20.21622593,21.64788684,22.43423938,21.0109976,NA,"UP_pEhEx_DOWN_U2AF84"
"4225","EHI_151460A",23.18025606,-0.350994971,0.683524462,-0.513507548,0.607596332,NA,15,21,39,23,16.84685494,23.92661177,26.513192,25.43436551,NA,"UP_pEhEx_DOWN_U2AF84"
"4226","EHI_151490A",15.25656964,0.418445188,0.829700259,0.50433296,0.614027419,NA,19,12,22,10,21.33934959,13.67234958,14.95615959,11.05841979,NA,"DOWN_pEhEx_UP_U2AF84"
"4227","EHI_151650A",31.37728434,-0.543369597,0.650091424,-0.835835664,0.40324736,NA,15,30,51,36,16.84685494,34.18087396,34.67109723,39.81031124,NA,"UP_pEhEx_DOWN_U2AF84"
"4228","EHI_151740A",10.09773225,0.322885444,1.011200491,0.319309026,0.749492189,NA,10,10,18,5,11.23123663,11.39362465,12.23685784,5.529209894,NA,"DOWN_pEhEx_UP_U2AF84"
"4229","EHI_151820A",9.255650228,0.259051285,1.073194538,0.241383342,0.809258022,NA,9,9,18,4,10.10811296,10.25426219,12.23685784,4.423367915,NA,"DOWN_pEhEx_UP_U2AF84"
"4230","EHI_151920A",25.37913105,-0.125456229,0.646762842,-0.193975629,0.846194964,NA,22,21,42,22,24.70872058,23.92661177,28.5526683,24.32852353,NA,"UP_pEhEx_DOWN_U2AF84"
"4231","EHI_151960A",17.91783957,0.474275247,0.764149862,0.620657375,0.534825081,NA,20,17,26,11,22.46247325,19.36916191,17.67546133,12.16426177,NA,"DOWN_pEhEx_UP_U2AF84"
"4232","EHI_152000A",12.26730537,0.307594271,0.885824477,0.347240654,0.728410531,NA,13,11,16,10,14.60060762,12.53298712,10.87720697,11.05841979,NA,"DOWN_pEhEx_UP_U2AF84"
"4233","EHI_152040A",9.116464872,0.360938231,1.044108749,0.345690266,0.729575501,NA,7,11,9,9,7.861865639,12.53298712,6.118428922,9.95257781,NA,"DOWN_pEhEx_UP_U2AF84"
"4234","EHI_152050A",30.72353373,0.341009802,0.630060614,0.541233326,0.58834677,NA,31,30,50,18,34.81683354,34.18087396,33.99127179,19.90515562,NA,"DOWN_pEhEx_UP_U2AF84"
"4235","EHI_152060A",9.503591011,0.201662743,1.005834824,0.200492902,0.841095109,NA,11,7,13,8,12.35436029,7.975537257,8.837730666,8.846735831,NA,"DOWN_pEhEx_UP_U2AF84"
"4236","EHI_152070A",6.432804063,0.370976027,1.296427583,0.286152525,0.774761304,NA,8,5,13,2,8.984989302,5.696812326,8.837730666,2.211683958,NA,"DOWN_pEhEx_UP_U2AF84"
"4237","EHI_152090A",7.491954062,0.371295729,1.113086641,0.333573071,0.738701742,NA,8,7,11,5,8.984989302,7.975537257,7.478079794,5.529209894,NA,"DOWN_pEhEx_UP_U2AF84"
"4238","EHI_152100A",27.88241432,-0.67398478,0.6261966,-1.07631498,0.281786412,NA,18,20,52,30,20.21622593,22.78724931,35.35092266,33.17525937,NA,"UP_pEhEx_DOWN_U2AF84"
"4239","EHI_152130A",28.94276611,-0.346835178,0.612186964,-0.566551068,0.571019228,NA,23,22,45,31,25.83184424,25.06597424,30.59214461,34.28110134,NA,"UP_pEhEx_DOWN_U2AF84"
"4240","EHI_152150A",20.90394133,-0.610453224,0.808624704,-0.754927745,0.450292338,NA,12,17,21,33,13.47748395,19.36916191,14.27633415,36.4927853,NA,"UP_pEhEx_DOWN_U2AF84"
"4241","EHI_152180A",28.40655404,0.392655114,0.635658524,0.617713913,0.536763939,NA,23,34,38,21,25.83184424,38.73832382,25.83336656,23.22268156,NA,"DOWN_pEhEx_UP_U2AF84"
"4242","EHI_152190A",18.8379407,-1.020119051,0.776064807,-1.314476629,0.188685858,NA,8,14,40,21,8.984989302,15.95107451,27.19301743,23.22268156,NA,"UP_pEhEx_DOWN_U2AF84"
"4243","EHI_152200A",13.24493269,0.54866629,0.888894114,0.617245947,0.537072513,NA,16,12,20,7,17.9699786,13.67234958,13.59650872,7.740893852,NA,"DOWN_pEhEx_UP_U2AF84"
"4244","EHI_152210A",14.12480513,-0.001528902,0.831743894,-0.001838189,0.998533339,NA,13,12,22,12,14.60060762,13.67234958,14.95615959,13.27010375,NA,"UP_pEhEx_DOWN_U2AF84"
"4245","EHI_152240A",31.33741818,0.133898689,0.59027641,0.226840658,0.820547647,NA,31,27,44,27,34.81683354,30.76278656,29.91231918,29.85773343,NA,"DOWN_pEhEx_UP_U2AF84"
"4246","EHI_152260A",6.5943803,0.048303809,1.263367158,0.038234182,0.969500968,NA,8,4,14,3,8.984989302,4.557449861,9.517556102,3.317525937,NA,"DOWN_pEhEx_UP_U2AF84"
"4247","EHI_152270A",6.709264558,0.242233958,1.231606172,0.196681345,0.84407691,NA,8,5,13,3,8.984989302,5.696812326,8.837730666,3.317525937,NA,"DOWN_pEhEx_UP_U2AF84"
"4248","EHI_152290A",13.68985234,2.069695612,0.92551516,2.236263328,0.025334527,NA,24,15,6,6,26.95496791,17.09043698,4.078952615,6.635051873,NA,"DOWN_pEhEx_UP_U2AF84"
"4249","EHI_152310A",5.713725695,0.503716315,1.420311132,0.354652092,0.722850246,NA,5,7,12,1,5.615618314,7.975537257,8.15790523,1.105841979,NA,"DOWN_pEhEx_UP_U2AF84"
"4250","EHI_152340A",30.37368658,0.873860076,0.721492442,1.211183964,0.225824907,NA,47,23,43,12,52.78681215,26.2053367,29.23249374,13.27010375,NA,"DOWN_pEhEx_UP_U2AF84"
"4251","EHI_152350A",17.2549846,-0.045791652,0.767921523,-0.05963064,0.952449814,NA,17,13,24,17,19.09310227,14.81171205,16.31581046,18.79931364,NA,"UP_pEhEx_DOWN_U2AF84"
"4252","EHI_152380A",19.83615049,-0.833628809,0.811504952,-1.02726275,0.304296757,NA,10,15,23,32,11.23123663,17.09043698,15.63598502,35.38694332,NA,"UP_pEhEx_DOWN_U2AF84"
"4253","EHI_152400A",16.20843334,0.143075282,0.790167197,0.18106963,0.856312922,NA,13,17,21,15,14.60060762,19.36916191,14.27633415,16.58762968,NA,"DOWN_pEhEx_UP_U2AF84"
"4254","EHI_152410A",7.716982522,0.054613514,1.116221038,0.04892715,0.960977352,NA,8,6,14,5,8.984989302,6.836174792,9.517556102,5.529209894,NA,"DOWN_pEhEx_UP_U2AF84"
"4255","EHI_152430A",17.02406478,0.260266684,0.796647662,0.326702376,0.743893003,NA,17,16,29,10,19.09310227,18.22979944,19.71493764,11.05841979,NA,"DOWN_pEhEx_UP_U2AF84"
"4256","EHI_152460A",28.69629446,-0.486534886,0.686356485,-0.708866161,0.478407536,NA,15,27,37,38,16.84685494,30.76278656,25.15354113,42.0219952,NA,"UP_pEhEx_DOWN_U2AF84"
"4257","EHI_152560A",15.7796607,0.71423833,0.913399107,0.781956457,0.434240164,NA,24,11,25,6,26.95496791,12.53298712,16.9956359,6.635051873,NA,"DOWN_pEhEx_UP_U2AF84"
"4258","EHI_152580A",11.94373327,0.375156339,0.925323085,0.40543281,0.685159398,NA,14,10,19,7,15.72373128,11.39362465,12.91668328,7.740893852,NA,"DOWN_pEhEx_UP_U2AF84"
"4259","EHI_152620A",5.910495164,0.396149258,1.326006355,0.298753664,0.765128008,NA,9,3,10,3,10.10811296,3.418087396,6.798254358,3.317525937,NA,"DOWN_pEhEx_UP_U2AF84"
"4260","EHI_152630A",20.17422493,0.002934794,0.796359716,0.003685262,0.997059593,NA,22,14,41,11,24.70872058,15.95107451,27.87284287,12.16426177,NA,"DOWN_pEhEx_UP_U2AF84"
"4261","EHI_152690A",8.554483408,-0.2148944,1.049396716,-0.20477899,0.837744803,NA,6,8,14,8,6.738741976,9.114899722,9.517556102,8.846735831,NA,"UP_pEhEx_DOWN_U2AF84"
"4262","EHI_152770A",10.94096559,-0.345950218,0.969352518,-0.356887934,0.721175703,NA,11,6,15,13,12.35436029,6.836174792,10.19738154,14.37594573,NA,"UP_pEhEx_DOWN_U2AF84"
"4263","EHI_152910A",12.20655214,-0.493380541,0.903461676,-0.546100133,0.584997109,NA,10,8,24,11,11.23123663,9.114899722,16.31581046,12.16426177,NA,"UP_pEhEx_DOWN_U2AF84"
"4264","EHI_152930A",22.05624181,-0.081009048,0.759565763,-0.10665179,0.915065231,NA,13,25,42,15,14.60060762,28.48406163,28.5526683,16.58762968,NA,"UP_pEhEx_DOWN_U2AF84"
"4265","EHI_152940A",27.45105689,0.169158558,0.738074609,0.229188968,0.818722047,NA,16,35,26,31,17.9699786,39.87768628,17.67546133,34.28110134,NA,"DOWN_pEhEx_UP_U2AF84"
"4266","EHI_152980A",30.43860877,-0.369694466,0.745799736,-0.49570206,0.620104633,NA,36,11,41,37,40.43245186,12.53298712,27.87284287,40.91615322,NA,"UP_pEhEx_DOWN_U2AF84"
"4267","EHI_153010A",10.14874466,0.140787138,1.028297492,0.136912847,0.891099684,NA,11,8,20,5,12.35436029,9.114899722,13.59650872,5.529209894,NA,"DOWN_pEhEx_UP_U2AF84"
"4268","EHI_153030A",7.65785072,0.294177776,1.115292823,0.263767299,0.791959234,NA,9,6,12,5,10.10811296,6.836174792,8.15790523,5.529209894,NA,"DOWN_pEhEx_UP_U2AF84"
"4269","EHI_153050A",10.33208191,0.89461559,1.049715557,0.85224572,0.394077726,NA,13,11,16,3,14.60060762,12.53298712,10.87720697,3.317525937,NA,"DOWN_pEhEx_UP_U2AF84"
"4270","EHI_153120A",29.74668857,0.392728972,0.635818241,0.617674905,0.536789657,NA,34,26,46,18,38.18620453,29.6234241,31.27197005,19.90515562,NA,"DOWN_pEhEx_UP_U2AF84"
"4271","EHI_153140A",25.65210377,0.598383568,0.708089583,0.845067605,0.398073094,NA,32,23,40,12,35.93995721,26.2053367,27.19301743,13.27010375,NA,"DOWN_pEhEx_UP_U2AF84"
"4272","EHI_153160A",16.00968993,0.98724519,0.922199868,1.070532782,0.284379561,NA,26,12,23,5,29.20121523,13.67234958,15.63598502,5.529209894,NA,"DOWN_pEhEx_UP_U2AF84"
"4273","EHI_153200A",25.23884571,-0.432643009,0.648346703,-0.667301935,0.504579291,NA,20,18,43,26,22.46247325,20.50852437,29.23249374,28.75189145,NA,"UP_pEhEx_DOWN_U2AF84"
"4274","EHI_153210A",23.92910642,0.648376262,0.732959591,0.884600282,0.376372254,NA,26,26,38,10,29.20121523,29.6234241,25.83336656,11.05841979,NA,"DOWN_pEhEx_UP_U2AF84"
"4275","EHI_153250A",26.29904603,-2.371071308,0.792177267,-2.993106983,0.002761529,NA,10,5,42,54,11.23123663,5.696812326,28.5526683,59.71546686,NA,"UP_pEhEx_DOWN_U2AF84"
"4276","EHI_153280A",17.54606247,-0.762883162,0.782346815,-0.975121451,0.329500019,NA,9,14,34,19,10.10811296,15.95107451,23.11406482,21.0109976,NA,"UP_pEhEx_DOWN_U2AF84"
"4277","EHI_153490A",27.87096606,0.091619378,0.629067256,0.145643215,0.884203051,NA,27,24,45,21,30.32433889,27.34469917,30.59214461,23.22268156,NA,"DOWN_pEhEx_UP_U2AF84"
"4278","EHI_153570A",16.64895884,0.235425589,0.833551807,0.28243666,0.777608708,NA,13,19,30,9,14.60060762,21.64788684,20.39476307,9.95257781,NA,"DOWN_pEhEx_UP_U2AF84"
"4279","EHI_153660A",9.685726472,0.147232547,0.987877345,0.149039299,0.881522623,NA,8,10,14,8,8.984989302,11.39362465,9.517556102,8.846735831,NA,"DOWN_pEhEx_UP_U2AF84"
"4280","EHI_153700A",25.67646198,0.599734745,0.698408203,0.85871664,0.390496868,NA,26,29,40,12,29.20121523,33.04151149,27.19301743,13.27010375,NA,"DOWN_pEhEx_UP_U2AF84"
"4281","EHI_153710A",9.521133415,1.059358195,1.132032849,0.935801639,0.349375328,NA,17,6,13,3,19.09310227,6.836174792,8.837730666,3.317525937,NA,"DOWN_pEhEx_UP_U2AF84"
"4282","EHI_153760A",6.063430559,-0.478810152,1.299987262,-0.368319111,0.712635304,NA,7,2,11,6,7.861865639,2.278724931,7.478079794,6.635051873,NA,"UP_pEhEx_DOWN_U2AF84"
"4283","EHI_153780A",17.43732947,0.991103513,0.786777225,1.259700309,0.207777494,NA,16,25,18,10,17.9699786,28.48406163,12.23685784,11.05841979,NA,"DOWN_pEhEx_UP_U2AF84"
"4284","EHI_153790A",15.9204741,0.515062981,0.799883777,0.643922274,0.519625837,NA,17,16,16,14,19.09310227,18.22979944,10.87720697,15.4817877,NA,"DOWN_pEhEx_UP_U2AF84"
"4285","EHI_153800A",27.56015243,-0.894111151,0.639693032,-1.397719073,0.162197445,NA,16,18,47,36,17.9699786,20.50852437,31.95179548,39.81031124,NA,"UP_pEhEx_DOWN_U2AF84"
"4286","EHI_153940.mRNA",16.56630892,-1.288256223,0.902889139,-1.426815505,0.153633081,NA,13,4,27,26,14.60060762,4.557449861,18.35528677,28.75189145,NA,"UP_pEhEx_DOWN_U2AF84"
"4287","EHI_154160.mRNA",7.650570585,1.302545524,1.25831438,1.035151108,0.300598348,NA,9,10,2,7,10.10811296,11.39362465,1.359650872,7.740893852,NA,"DOWN_pEhEx_UP_U2AF84"
"4288","EHI_154180A",23.01598082,0.174793051,0.690097344,0.253287529,0.800046032,NA,18,25,28,22,20.21622593,28.48406163,19.0351122,24.32852353,NA,"DOWN_pEhEx_UP_U2AF84"
"4289","EHI_154290A",12.94797008,0.684559623,0.919299671,0.744653397,0.456481279,NA,11,17,10,12,12.35436029,19.36916191,6.798254358,13.27010375,NA,"DOWN_pEhEx_UP_U2AF84"
"4290","EHI_154440A",8.755312577,-0.27179124,1.061152622,-0.256128322,0.797851754,NA,9,5,12,10,10.10811296,5.696812326,8.15790523,11.05841979,NA,"UP_pEhEx_DOWN_U2AF84"
"4291","EHI_155060A",17.86355624,0.062896637,0.825560237,0.076186611,0.939270634,NA,13,19,16,22,14.60060762,21.64788684,10.87720697,24.32852353,NA,"DOWN_pEhEx_UP_U2AF84"
"4292","EHI_155170A",8.499411306,0.001304936,1.056295584,0.001235389,0.999014302,NA,6,9,12,8,6.738741976,10.25426219,8.15790523,8.846735831,NA,"DOWN_pEhEx_UP_U2AF84"
"4293","EHI_155180A",27.58170321,0.017136498,0.631584779,0.027132537,0.978354023,NA,21,28,40,25,23.58559692,31.90214903,27.19301743,27.64604947,NA,"DOWN_pEhEx_UP_U2AF84"
"4294","EHI_155230A",10.76299825,-1.892334551,1.138373869,-1.662313764,0.096449879,NA,5,3,11,24,5.615618314,3.418087396,7.478079794,26.54020749,NA,"UP_pEhEx_DOWN_U2AF84"
"4295","EHI_155260A",9.556990367,0.507395139,1.121001653,0.452626575,0.650817659,NA,7,13,18,3,7.861865639,14.81171205,12.23685784,3.317525937,NA,"DOWN_pEhEx_UP_U2AF84"
"4296","EHI_155330A",8.417786815,0.410027816,1.152436504,0.355792111,0.721996258,NA,4,13,13,5,4.492494651,14.81171205,8.837730666,5.529209894,NA,"DOWN_pEhEx_UP_U2AF84"
"4297","EHI_155360A",12.85790836,0.645523208,0.949552263,0.679818514,0.496619383,NA,17,11,21,5,19.09310227,12.53298712,14.27633415,5.529209894,NA,"DOWN_pEhEx_UP_U2AF84"
"4298","EHI_155370A",18.13178891,0.824773002,0.753237977,1.094970019,0.273529771,NA,23,18,19,12,25.83184424,20.50852437,12.91668328,13.27010375,NA,"DOWN_pEhEx_UP_U2AF84"
"4299","EHI_155380A",32.75369628,-1.712352995,0.638511597,-2.681788402,0.007322976,NA,10,17,68,49,11.23123663,19.36916191,46.22812964,54.18625696,NA,"UP_pEhEx_DOWN_U2AF84"
"4300","EHI_155390A",15.94800225,-0.96855666,0.829404412,-1.167773702,0.242898059,NA,7,12,28,21,7.861865639,13.67234958,19.0351122,23.22268156,NA,"UP_pEhEx_DOWN_U2AF84"
"4301","EHI_155430A",10.73950655,0.736460975,1.114830764,0.660603384,0.508866699,NA,12,12,20,2,13.47748395,13.67234958,13.59650872,2.211683958,NA,"DOWN_pEhEx_UP_U2AF84"
"4302","EHI_155490A",19.34589295,-0.276136429,0.728995287,-0.378790417,0.704843504,NA,17,14,33,18,19.09310227,15.95107451,22.43423938,19.90515562,NA,"UP_pEhEx_DOWN_U2AF84"
