"","GenId","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","U2AF84_1","U2AF84_2","pEhEx_1","pEhEx_2","U2AF84_1.1","U2AF84_2.1","pEhEx_1.1","pEhEx_2.1","Certeza","DE"
"426","EHI_191770A",7171.17279,0.468824222,0.247952029,1.890785985,0.058652919,0.373809095,7162,7556,9274,5179,8043.811672,8609.022788,6304.701092,5727.155608,62.62,"DOWN_pEhEx_UP_U2AF84"
"427","EHI_004530A",97.07809616,0.764554106,0.404842735,1.888521247,0.058956008,0.373984959,96,120,109,63,107.8198716,136.7234958,74.10097251,69.66804467,62.6,"DOWN_pEhEx_UP_U2AF84"
"428","EHI_141010A",39.33416943,-1.39734062,0.739887065,-1.888586361,0.058947276,0.373984959,16,22,38,80,17.9699786,25.06597424,25.83336656,88.46735831,62.6,"UP_pEhEx_DOWN_U2AF84"
"429","EHI_118080A",246.898351,-0.66548115,0.352582438,-1.887448373,0.059100044,0.374024754,139,198,413,294,156.1141891,225.5937681,280.767905,325.1175418,62.6,"UP_pEhEx_DOWN_U2AF84"
"430","EHI_110620A",36.49687798,1.2265251,0.650872892,1.88443107,0.05950669,0.37485073,54,37,44,12,60.64867779,42.15641122,29.91231918,13.27010375,62.51,"DOWN_pEhEx_UP_U2AF84"
"431","EHI_167090A",165.9326873,-0.680852432,0.361265498,-1.884631761,0.059479571,0.37485073,104,121,265,207,116.8048609,137.8628583,180.1537405,228.9092896,62.51,"UP_pEhEx_DOWN_U2AF84"
"432","EHI_068480A",3359.962051,0.622844353,0.33161326,1.87822511,0.060350377,0.377537494,4324,2890,4521,2005,4856.386718,3292.757525,3073.490795,2217.213168,62.25,"DOWN_pEhEx_UP_U2AF84"
"433","EHI_106350A",368.0312002,-0.66749364,0.355254678,-1.878915834,0.060255986,0.377537494,234,268,518,499,262.8109371,305.3491407,352.1495758,551.8151474,62.25,"UP_pEhEx_DOWN_U2AF84"
"434","EHI_186900A",715.8310696,-0.592630674,0.31541359,-1.878900249,0.060258115,0.377537494,450,558,1079,894,505.4056482,635.7642556,733.5316453,988.6227291,62.25,"UP_pEhEx_DOWN_U2AF84"
"435","EHI_011950A",335.776722,0.574199722,0.306000473,1.876466779,0.060591212,0.378172739,385,326,424,227,432.4026102,371.4321637,288.2459848,251.0261292,62.18,"DOWN_pEhEx_UP_U2AF84"
"436","EHI_056700A",287.5245056,0.614222316,0.328008302,1.872581615,0.061126182,0.380009765,278,337,370,183,312.2283782,383.9651508,251.5354113,202.3690821,62,"DOWN_pEhEx_UP_U2AF84"
"437","EHI_086990A",138.3410556,0.673601693,0.360161525,1.870276655,0.06144541,0.380009765,152,149,170,88,170.7147967,169.7650073,115.5703241,97.31409414,62,"DOWN_pEhEx_UP_U2AF84"
"438","EHI_135450A",528.0110581,-0.585364607,0.312755507,-1.871636451,0.061256917,0.380009765,361,385,785,664,405.4476422,438.6545491,533.6629671,734.279074,62,"UP_pEhEx_DOWN_U2AF84"
"439","EHI_198690A",45.04944281,-1.157979269,0.61904161,-1.870600054,0.061400537,0.380009765,18,31,63,74,20.21622593,35.32023642,42.82900246,81.83230643,62,"UP_pEhEx_DOWN_U2AF84"
"440","EHI_088070A",194.4275444,0.624723063,0.33433588,1.868549265,0.06168555,0.380627882,193,224,235,132,216.7628669,255.2171922,159.7589774,145.9711412,61.94,"DOWN_pEhEx_UP_U2AF84"
"441","EHI_030390A",116.851329,-1.276848491,0.683763019,-1.867384541,0.061847907,0.380764326,23,97,147,209,25.83184424,110.5181591,99.93433907,231.1209736,61.92,"UP_pEhEx_DOWN_U2AF84"
"442","EHI_140740A",492.1446775,-0.654264285,0.350783605,-1.865150693,0.062160285,0.381821658,294,381,706,655,330.1983568,434.0970993,479.9567577,724.3264961,61.82,"UP_pEhEx_DOWN_U2AF84"
"443","EHI_182850A",17100.64015,-0.537941496,0.288761444,-1.86292702,0.062472535,0.382873435,10512,14123,27582,19672,11806.27594,16091.2161,18750.94517,21754.12341,61.71,"UP_pEhEx_DOWN_U2AF84"
"444","EHI_026360A",45.12336753,-1.161237542,0.624961896,-1.85809335,0.063155759,0.384326942,21,28,57,78,23.58559692,31.90214903,38.75004984,86.25567435,61.57,"UP_pEhEx_DOWN_U2AF84"
"445","EHI_031410A",1999.136161,0.513319112,0.276761638,1.854733613,0.063634276,0.384326942,2121,2037,2730,1300,2382.145289,2320.881342,1855.92344,1437.594573,61.57,"DOWN_pEhEx_UP_U2AF84"
"446","EHI_075210A",1999.136161,0.513319112,0.276761638,1.854733613,0.063634276,0.384326942,2121,2037,2730,1300,2382.145289,2320.881342,1855.92344,1437.594573,61.57,"DOWN_pEhEx_UP_U2AF84"
"447","EHI_079950A",698.8591261,0.495218354,0.266609078,1.857469962,0.063244321,0.384326942,751,695,859,521,843.4658707,791.8569134,583.9700494,576.143671,61.57,"DOWN_pEhEx_UP_U2AF84"
"448","EHI_092450A",2878.878277,0.4943383,0.266318317,1.856193393,0.063425997,0.384326942,3202,2754,3227,2340,3596.241968,3137.804229,2193.796681,2587.670231,61.57,"DOWN_pEhEx_UP_U2AF84"
"449","EHI_130670A",133.7253394,-0.706975579,0.381207452,-1.854569145,0.063657778,0.384326942,97,83,276,130,108.9429953,94.56708462,187.6318203,143.7594573,61.57,"UP_pEhEx_DOWN_U2AF84"
"450","EHI_160990A",18864.54869,0.459920554,0.24803327,1.854269606,0.063700598,0.384326942,20234,18403,24564,13624,22725.28419,20967.68745,16699.23201,15065.99112,61.57,"DOWN_pEhEx_UP_U2AF84"
"451","EHI_106670A",1896.187684,-0.612471304,0.330696433,-1.852065047,0.064016483,0.385376389,1043,1604,3014,2294,1171.41798,1827.537394,2048.993864,2536.801499,61.46,"UP_pEhEx_DOWN_U2AF84"
"452","EHI_007350A",6239.223768,0.45858545,0.24851294,1.845318196,0.064991265,0.386455304,6670,6103,7372,4974,7491.23483,6953.529126,5011.673113,5500.458003,61.35,"DOWN_pEhEx_UP_U2AF84"
"453","EHI_029610A",79.44996232,0.87205799,0.472393279,1.846042331,0.064886059,0.386455304,83,98,62,64,93.21926401,111.6575216,42.14917702,70.77388665,61.35,"DOWN_pEhEx_UP_U2AF84"
"454","EHI_053820A",271.031789,0.60147191,0.325544148,1.847589375,0.064661768,0.386455304,285,292,275,221,320.0902439,332.6938399,186.9519949,244.3910773,61.35,"DOWN_pEhEx_UP_U2AF84"
"455","EHI_087000A",108.2917846,0.741124312,0.400912999,1.848591374,0.064516839,0.386455304,138,102,126,69,154.9910655,116.2149715,85.65800491,76.30309654,61.35,"DOWN_pEhEx_UP_U2AF84"
"456","EHI_134720A",1801.70792,-0.594548486,0.322263165,-1.844916053,0.065049751,0.386455304,1082,1453,2663,2284,1215.219803,1655.493662,1810.375136,2525.74308,61.35,"UP_pEhEx_DOWN_U2AF84"
"457","EHI_151390A",379.0424104,-0.537608898,0.290661214,-1.849606597,0.064370271,0.386455304,290,257,673,398,325.7058622,292.8161536,457.5225183,440.1251076,61.35,"UP_pEhEx_DOWN_U2AF84"
"458","EHI_135440A",77.91430872,-1.011717652,0.54910708,-1.842477886,0.065405278,0.387719063,26,65,139,103,29.20121523,74.05856024,94.49573558,113.9017238,61.23,"UP_pEhEx_DOWN_U2AF84"
"459","EHI_024680A",265.3849815,-0.598561547,0.326159535,-1.835180279,0.066478982,0.388084447,196,177,414,324,220.1322379,201.6671564,281.4477304,358.2928011,61.19,"UP_pEhEx_DOWN_U2AF84"
"460","EHI_038440A",125.2581031,0.85259571,0.464397143,1.835919371,0.066369582,0.388084447,116,168,93,105,130.2823449,191.4128942,63.22376553,116.1134078,61.19,"DOWN_pEhEx_UP_U2AF84"
"461","EHI_052150A",276.3177896,-0.635822505,0.346063045,-1.837302521,0.066165248,0.388084447,183,199,406,359,205.5316303,226.7331306,276.0091269,396.9972704,61.19,"UP_pEhEx_DOWN_U2AF84"
"462","EHI_100290A",143.3888077,0.650438331,0.353998047,1.837406551,0.0661499,0.388084447,158,152,175,94,177.4535387,173.1830947,118.9694513,103.949146,61.19,"DOWN_pEhEx_UP_U2AF84"
"463","EHI_147470A",85.11429125,0.782858063,0.425883682,1.838196895,0.066033397,0.388084447,99,91,79,65,111.1892426,103.6819843,53.70620943,71.87972863,61.19,"DOWN_pEhEx_UP_U2AF84"
"464","EHI_152990A",123.9203248,-0.737989075,0.40254004,-1.833330853,0.066753384,0.388084447,89,75,188,165,99.95800598,85.4521849,127.8071819,182.4639265,61.19,"UP_pEhEx_DOWN_U2AF84"
"465","EHI_161040A",1157.164285,-0.695843125,0.379461632,-1.833764118,0.066689016,0.388084447,619,940,1577,1619,695.2135472,1071.000717,1072.084712,1790.358164,61.19,"UP_pEhEx_DOWN_U2AF84"
"466","EHI_181180A",12986.19298,0.469906722,0.255810081,1.836935905,0.066219358,0.388084447,13968,12706,14732,10639,15687.79132,14476.73948,10015.18832,11765.05281,61.19,"DOWN_pEhEx_UP_U2AF84"
"467","EHI_187280A",268.7878126,0.597811141,0.325623316,1.835897834,0.066372768,0.388084447,297,276,355,168,333.5677278,314.4640404,241.3380297,185.7814524,61.19,"DOWN_pEhEx_UP_U2AF84"
"468","EHI_182920A",18405.05155,0.443349816,0.241999633,1.832026811,0.066947426,0.388380902,19564,17948,23154,13978,21972.79134,20449.27753,15740.67814,15457.45918,61.16,"DOWN_pEhEx_UP_U2AF84"
"469","EHI_143070A",1979.107191,0.689183578,0.376403548,1.830969931,0.067105031,0.38846516,2572,1754,2844,991,2888.674061,1998.441764,1933.423539,1095.889401,61.15,"DOWN_pEhEx_UP_U2AF84"
"470","EHI_154210A",39.39814309,-1.299289795,0.711165422,-1.826986738,0.067701763,0.391085719,20,20,40,77,22.46247325,22.78724931,27.19301743,85.14983237,60.89,"UP_pEhEx_DOWN_U2AF84"
"471","EHI_035400A",53.27663369,-0.891787554,0.489002457,-1.823687265,0.068199365,0.39312373,31,35,106,60,34.81683354,39.87768628,72.0614962,66.35051873,60.69,"UP_pEhEx_DOWN_U2AF84"
"472","EHI_009540A",106.692251,0.709513917,0.389785307,1.8202685,0.068718126,0.395274814,106,128,121,72,119.0511082,145.8383956,82.25887774,79.62062248,60.47,"DOWN_pEhEx_UP_U2AF84"
"473","EHI_169260A",94.65132239,0.795246249,0.437503842,1.817689749,0.069111565,0.396697463,116,97,123,49,130.2823449,110.5181591,83.61852861,54.18625696,60.33,"DOWN_pEhEx_UP_U2AF84"
"474","EHI_120360A",168.3922484,-0.636693366,0.350760052,-1.815182094,0.06949593,0.398062134,127,106,278,200,142.6367052,120.7724213,188.9914712,221.1683958,60.19,"UP_pEhEx_DOWN_U2AF84"
"475","EHI_137110A",144.7818928,-0.655284215,0.361360544,-1.813380641,0.069773133,0.39880854,111,88,264,158,124.6667266,100.2638969,179.4739151,174.7230327,60.12,"UP_pEhEx_DOWN_U2AF84"
"476","EHI_165770A",72.54038732,-0.930857414,0.514224392,-1.810216374,0.070262239,0.400760462,29,59,132,91,32.57058622,67.22238545,89.73695753,100.6316201,59.92,"UP_pEhEx_DOWN_U2AF84"
"477","EHI_058500A",40.14233858,-1.050853768,0.581181819,-1.808132557,0.070585872,0.401762354,21,25,62,60,23.58559692,28.48406163,42.14917702,66.35051873,59.82,"UP_pEhEx_DOWN_U2AF84"
"478","EHI_152540A",163.8819564,-0.682256993,0.377585828,-1.806892482,0.070779045,0.402019053,95,127,261,205,106.696748,144.6990331,177.4344388,226.6976057,59.8,"UP_pEhEx_DOWN_U2AF84"
"479","EHI_069500A",88.39705751,-0.757969378,0.420059562,-1.804433099,0.071163438,0.403358528,62,54,145,112,69.63366709,61.52557312,98.5746882,123.8543016,59.66,"UP_pEhEx_DOWN_U2AF84"
"480","EHI_152010A",238.2862448,-0.659215833,0.366259678,-1.799859152,0.071882881,0.406587546,145,181,350,313,162.8529311,206.2246062,237.9389025,346.1285394,59.34,"UP_pEhEx_DOWN_U2AF84"
"481","EHI_189540A",364.2154101,0.52808656,0.29468959,1.792009549,0.073131436,0.412789709,359,401,424,279,403.2013949,456.8843486,288.2459848,308.5299121,58.72,"DOWN_pEhEx_UP_U2AF84"
"482","EHI_192540A",122.17542,-0.815050594,0.456171137,-1.786721099,0.073982577,0.416727588,63,93,171,177,70.75679075,105.9607093,116.2501495,195.7340303,58.33,"UP_pEhEx_DOWN_U2AF84"
"483","EHI_005060A",561.2880146,-0.675562776,0.378611164,-1.784318163,0.07437198,0.417038656,342,421,729,801,384.1082927,479.6715979,495.5927427,885.7794251,58.3,"UP_pEhEx_DOWN_U2AF84"
"484","EHI_068560A",61.25295394,-0.855571099,0.479704193,-1.783538922,0.074498618,0.417038656,32,45,115,72,35.93995721,51.27131094,78.17992512,79.62062248,58.3,"UP_pEhEx_DOWN_U2AF84"
"485","EHI_183160A",97.793551,-0.884670856,0.495861582,-1.784108486,0.074406039,0.417038656,53,68,125,153,59.52555412,77.47664764,84.97817948,169.1938228,58.3,"UP_pEhEx_DOWN_U2AF84"
"486","EHI_005970A",10211.39764,0.455777599,0.255801476,1.781762971,0.074787893,0.417602023,11448,9448,12691,7773,12857.51969,10764.69657,8627.664606,8595.709702,58.24,"DOWN_pEhEx_UP_U2AF84"
"487","EHI_134850A",80.02012934,0.899160353,0.504852972,1.781034088,0.074906882,0.417602023,106,79,108,34,119.0511082,90.00963476,73.42114707,37.59862728,58.24,"DOWN_pEhEx_UP_U2AF84"
"488","EHI_017720A",1139.758606,0.460906285,0.259327581,1.777313014,0.075516754,0.417916604,1201,1134,1473,829,1348.871519,1292.037036,1001.382867,916.7430005,58.21,"DOWN_pEhEx_UP_U2AF84"
"489","EHI_048410A",149.788779,1.082246391,0.609373044,1.775999779,0.075732954,0.417916604,209,152,226,34,234.7328455,173.1830947,153.6405485,37.59862728,58.21,"DOWN_pEhEx_UP_U2AF84"
"490","EHI_078740A",187.2487008,0.588737907,0.331172752,1.777736552,0.075447133,0.417916604,204,194,233,127,229.1172272,221.0363183,158.3993265,140.4419313,58.21,"DOWN_pEhEx_UP_U2AF84"
"491","EHI_110970A",343.7581566,-0.563434423,0.31674645,-1.778818428,0.075269535,0.417916604,214,276,577,387,240.3484638,314.4640404,392.2592765,427.9608458,58.21,"UP_pEhEx_DOWN_U2AF84"
"492","EHI_194400A",584.7916449,0.533499391,0.300287193,1.776630518,0.075629051,0.417916604,640,584,798,373,718.7991441,665.3876797,542.5006978,412.4790581,58.21,"DOWN_pEhEx_UP_U2AF84"
"493","EHI_015120A",76.43053128,1.043847374,0.589273951,1.771412723,0.076492094,0.421249566,122,61,102,27,137.0210869,69.50111038,69.34219445,29.85773343,57.88,"DOWN_pEhEx_UP_U2AF84"
"494","EHI_093970A",250.6054764,-0.672187438,0.380116978,-1.768369942,0.076999078,0.423183192,159,182,344,346,178.5766624,207.3639687,233.8599499,382.6213247,57.68,"UP_pEhEx_DOWN_U2AF84"
"495","EHI_068490A",277.7976781,0.538736996,0.305982469,1.760679289,0.0782927,0.428138217,286,296,352,193,321.2133675,337.2512897,239.2985534,213.4275019,57.19,"DOWN_pEhEx_UP_U2AF84"
"496","EHI_138340A",50.48913967,-0.873203332,0.495794699,-1.76121958,0.078201245,0.428138217,31,32,93,61,34.81683354,36.45959889,63.22376553,67.45636071,57.19,"UP_pEhEx_DOWN_U2AF84"
"497","EHI_156310A",390.4219122,-2.010674354,1.142298169,-1.760200979,0.078373736,0.428138217,110,164,266,968,123.5436029,186.8554443,180.8335659,1070.455036,57.19,"UP_pEhEx_DOWN_U2AF84"
"498","EHI_069350A",698.4389399,-0.485317711,0.275899239,-1.75903969,0.078570767,0.42816983,533,496,1111,791,598.6249122,565.1237828,755.2860592,874.7210053,57.18,"UP_pEhEx_DOWN_U2AF84"
"499","EHI_153530A",93.29426871,0.742503009,0.422282417,1.758309079,0.078694934,0.42816983,108,99,120,52,121.2973556,112.7968841,81.5790523,57.5037829,57.18,"DOWN_pEhEx_UP_U2AF84"
"500","EHI_198770A",257.080441,0.628588589,0.357884776,1.756399353,0.079020243,0.429079921,295,258,357,145,331.3214805,293.955516,242.6976806,160.3470869,57.09,"DOWN_pEhEx_UP_U2AF84"
"501","EHI_039020A",470.1884687,-2.997149992,1.709177996,-1.753562238,0.079505546,0.429995136,20,164,248,1359,22.46247325,186.8554443,168.5967081,1502.839249,57,"UP_pEhEx_DOWN_U2AF84"
"502","EHI_046670A",77.35406712,-0.767533784,0.43760414,-1.753945434,0.079439858,0.429995136,49,52,126,99,55.03305947,59.24684819,85.65800491,109.4783559,57,"UP_pEhEx_DOWN_U2AF84"
"503","EHI_049910A",810.7486008,-0.576628786,0.329948856,-1.747630809,0.080527977,0.432231471,488,661,1202,1017,548.0843474,753.1185895,817.1501739,1124.641292,56.78,"UP_pEhEx_DOWN_U2AF84"
"504","EHI_115820A",182.254416,0.593108078,0.33909191,1.749107129,0.080272503,0.432231471,209,179,227,123,234.7328455,203.9458813,154.3203739,136.0185634,56.78,"DOWN_pEhEx_UP_U2AF84"
"505","EHI_118920A",111.6469179,-0.687846683,0.393103737,-1.749784136,0.080155569,0.432231471,79,72,178,140,88.72676936,82.0340975,121.0089276,154.817877,56.78,"UP_pEhEx_DOWN_U2AF84"
"506","EHI_135120A",96.52653009,0.691359876,0.395634764,1.747469985,0.080555847,0.432231471,106,105,116,62,119.0511082,119.6330589,78.85975056,68.56220269,56.78,"DOWN_pEhEx_UP_U2AF84"
"507","EHI_050700A",273.3418531,-0.543211941,0.311958007,-1.741298282,0.081631307,0.436738437,188,205,445,313,211.1472486,233.5693054,302.5223189,346.1285394,56.33,"UP_pEhEx_DOWN_U2AF84"
"508","EHI_050980A",50.63672839,-0.912089061,0.523946332,-1.740806274,0.081717542,0.436738437,35,27,81,70,39.3093282,30.76278656,55.0658603,77.40893852,56.33,"UP_pEhEx_DOWN_U2AF84"
"509","EHI_024510A",226.9641867,-0.729847026,0.420044566,-1.737546643,0.082290728,0.437219819,112,189,331,309,125.7898502,215.3395059,225.0222193,341.7051715,56.28,"UP_pEhEx_DOWN_U2AF84"
"510","EHI_040280A",66.84576835,-0.777873436,0.447457666,-1.73842912,0.082135229,0.437219819,42,45,120,79,47.17119383,51.27131094,81.5790523,87.36151633,56.28,"UP_pEhEx_DOWN_U2AF84"
"511","EHI_183470A",94.8701069,-0.770242359,0.443125714,-1.738202803,0.082175085,0.437219819,76,48,157,120,85.35739837,54.68939833,106.7325934,132.7010375,56.28,"UP_pEhEx_DOWN_U2AF84"
"512","EHI_060980A",159.0233983,0.590889705,0.340539322,1.735158515,0.082712732,0.438174786,167,171,191,112,187.5616517,194.8309816,129.8466582,123.8543016,56.18,"DOWN_pEhEx_UP_U2AF84"
"513","EHI_155700A",180.5682074,-0.677601874,0.390615271,-1.734704004,0.082793247,0.438174786,102,143,272,235,114.5586136,162.9288325,184.9125185,259.872865,56.18,"UP_pEhEx_DOWN_U2AF84"
"514","EHI_142710A",130.9121727,-0.703968094,0.406484568,-1.731844576,0.083301239,0.440005572,70,106,259,134,78.61865639,120.7724213,176.0747879,148.1828252,56,"UP_pEhEx_DOWN_U2AF84"
"515","EHI_113970A",173.7598074,-0.581468581,0.33663487,-1.727297534,0.084114242,0.443437217,125,121,291,198,140.3904578,137.8628583,197.8292018,218.9567118,55.66,"UP_pEhEx_DOWN_U2AF84"
"516","EHI_186120A",76.79589217,0.777823891,0.451294083,1.72354108,0.084790723,0.446137235,88,84,99,41,98.83488232,95.70644708,67.30271815,45.33952113,55.39,"DOWN_pEhEx_UP_U2AF84"
"517","EHI_025370A",264.3031916,0.727784539,0.423800705,1.717280151,0.085927997,0.449620838,208,373,235,216,233.6097218,424.9821995,159.7589774,238.8618674,55.04,"DOWN_pEhEx_UP_U2AF84"
"518","EHI_045420A",131.3816669,0.658431873,0.383260972,1.717972663,0.085801602,0.449620838,157,128,169,80,176.330415,145.8383956,114.8904987,88.46735831,55.04,"DOWN_pEhEx_UP_U2AF84"
"519","EHI_086040A",83.95751451,-0.798337209,0.464916715,-1.717161769,0.085949619,0.449620838,45,63,127,115,50.54056482,71.77983531,86.33783035,127.1718276,55.04,"UP_pEhEx_DOWN_U2AF84"
"520","EHI_134830A",237.7938229,-0.68222344,0.397606441,-1.715825927,0.086193907,0.450031651,133,189,334,325,149.3754471,215.3395059,227.0616956,359.3986431,55,"UP_pEhEx_DOWN_U2AF84"
"521","EHI_163690A",2285.69474,0.432945861,0.253056713,1.71086495,0.087106046,0.453921143,2472,2173,2860,1760,2776.361694,2475.834637,1944.300746,1946.281883,54.61,"DOWN_pEhEx_UP_U2AF84"
"522","EHI_000690A",119.6388504,-4.248067604,2.488173716,-1.707303464,0.087765663,0.455273775,0,21,184,298,0,23.92661177,125.0878802,329.5409097,54.47,"UP_pEhEx_DOWN_U2AF84"
"523","EHI_039830A",122.7549521,0.977317905,0.573638231,1.703718219,0.088433743,0.455273775,168,121,185,35,188.6847753,137.8628583,125.7677056,38.70446926,54.47,"DOWN_pEhEx_UP_U2AF84"
"524","EHI_080720A",227.6407679,0.637216949,0.373402713,1.706513978,0.087912426,0.455273775,270,221,318,126,303.2433889,251.7991048,216.1844886,139.3360893,54.47,"DOWN_pEhEx_UP_U2AF84"
"525","EHI_096530A",274.7788257,0.603140667,0.354131807,1.70315305,0.08853943,0.455273775,321,266,382,159,360.5226957,303.0704158,259.6933165,175.8288746,54.47,"DOWN_pEhEx_UP_U2AF84"
"526","EHI_163480A",223.7700817,-0.57072169,0.334906163,-1.704124176,0.088357891,0.455273775,158,160,345,272,177.4535387,182.2979944,234.5397754,300.7890182,54.47,"UP_pEhEx_DOWN_U2AF84"
"527","EHI_164800A",422.9071821,-0.625713556,0.367156566,-1.704214531,0.088341016,0.455273775,258,329,577,574,289.765905,374.8502511,392.2592765,634.7532959,54.47,"UP_pEhEx_DOWN_U2AF84"
"528","EHI_180800A",144.7521467,0.867675,0.508750612,1.705501633,0.088100908,0.455273775,212,120,206,58,238.1022165,136.7234958,140.0440398,64.13883477,54.47,"DOWN_pEhEx_UP_U2AF84"
"529","EHI_114320A",243.1707333,-0.750225619,0.440756142,-1.702133101,0.08873042,0.455393366,158,162,285,377,177.4535387,184.5767194,193.7502492,416.902426,54.46,"UP_pEhEx_DOWN_U2AF84"
"530","EHI_008010A",14431.05314,0.421651244,0.248300912,1.698146171,0.089480177,0.457511641,15525,13704,18777,10769,17436.49486,15613.82322,12765.08221,11908.81227,54.25,"DOWN_pEhEx_UP_U2AF84"
"531","EHI_131190A",14431.05314,0.421651244,0.248300912,1.698146171,0.089480177,0.457511641,15525,13704,18777,10769,17436.49486,15613.82322,12765.08221,11908.81227,54.25,"DOWN_pEhEx_UP_U2AF84"
"532","EHI_111570A",6576.686076,-0.580652749,0.342219211,-1.696727505,0.08974819,0.458019428,3515,5787,10322,7911,3947.779674,6593.490587,7017.158149,8748.315895,54.2,"UP_pEhEx_DOWN_U2AF84"
"533","EHI_152880A",232.3936538,0.723895351,0.427035758,1.695163314,0.090044444,0.458669166,275,238,345,104,308.8590073,271.1682667,234.5397754,115.0075658,54.13,"DOWN_pEhEx_UP_U2AF84"
"534","EHI_058460A",134.722139,0.619845573,0.366283214,1.692257657,0.090596858,0.459757884,149,140,172,86,167.3454257,159.5107451,116.929975,95.10241018,54.02,"DOWN_pEhEx_UP_U2AF84"
"535","EHI_169310A",80.91321954,0.783643574,0.462892773,1.692926784,0.090469404,0.459757884,72,109,98,47,80.86490372,124.1905087,66.62289271,51.97457301,54.02,"DOWN_pEhEx_UP_U2AF84"
"536","EHI_054800A",1753.15944,0.440622607,0.261041211,1.687942698,0.091422229,0.462588855,1872,1698,2041,1436,2102.487497,1934.637466,1387.523715,1587.989082,53.74,"DOWN_pEhEx_UP_U2AF84"
"537","EHI_169070A",59.73398648,0.788283681,0.467114104,1.68756129,0.091495475,0.462588855,70,64,70,36,78.61865639,72.91919778,47.58778051,39.81031124,53.74,"DOWN_pEhEx_UP_U2AF84"
"538","EHI_014110A",8846.180605,-0.656414257,0.389444803,-1.685512947,0.091889649,0.46371821,4133,7981,13354,11368,4641.870098,9093.251835,9078.38887,12571.21162,53.63,"UP_pEhEx_DOWN_U2AF84"
"539","EHI_092510A",373.7914507,0.522033558,0.311204843,1.67745962,0.093452639,0.470730827,352,427,489,254,395.3395293,486.5077727,332.4346381,280.8838626,52.93,"DOWN_pEhEx_UP_U2AF84"
"540","EHI_073460A",138.3987248,-0.662484973,0.395487362,-1.675110349,0.093912583,0.4712026,83,106,210,178,93.21926401,120.7724213,142.7633415,196.8398722,52.88,"UP_pEhEx_DOWN_U2AF84"
"541","EHI_137980A",98.10318429,-0.665902396,0.397714209,-1.674323875,0.094066965,0.4712026,70,64,164,117,78.61865639,72.91919778,111.4913715,129.3835115,52.88,"UP_pEhEx_DOWN_U2AF84"
"542","EHI_175020A",477.332272,-0.582426108,0.347520895,-1.675945583,0.093748852,0.4712026,320,355,652,635,359.3995721,404.4736752,443.2461842,702.2096566,52.88,"UP_pEhEx_DOWN_U2AF84"
"543","EHI_175460A",12163.04135,0.413809651,0.247508997,1.671897408,0.094544554,0.471870847,13077,11501,15002,9642,14687.08814,13103.80771,10198.74119,10662.52836,52.81,"DOWN_pEhEx_UP_U2AF84"
"544","EHI_187090A",674.4585733,0.479233033,0.286643186,1.671880084,0.094547971,0.471870847,762,628,886,474,855.820231,715.5196282,602.3253361,524.169098,52.81,"DOWN_pEhEx_UP_U2AF84"
"545","EHI_045010A",40.17986166,-0.924427883,0.553828118,-1.669160256,0.095085624,0.473558079,28,21,72,51,31.44746256,23.92661177,48.94743138,56.39794092,52.64,"UP_pEhEx_DOWN_U2AF84"
"546","EHI_099790A",72609.19796,0.464870733,0.278631429,1.668407379,0.095234884,0.473558079,85784,63253,86126,57397,96346.04028,72068.09402,58550.64549,63472.01206,52.64,"DOWN_pEhEx_UP_U2AF84"
"547","EHI_101230A",326.164026,-0.567467188,0.34040317,-1.667044369,0.095505583,0.474035936,219,245,470,416,245.9640821,279.143804,319.5179548,460.0302632,52.6,"UP_pEhEx_DOWN_U2AF84"
"548","EHI_012270A",1948.843337,-0.447994185,0.269047134,-1.665114137,0.095889987,0.474210044,1354,1559,3066,2183,1520.709439,1776.266083,2084.344786,2414.05304,52.58,"UP_pEhEx_DOWN_U2AF84"
"549","EHI_173480A",457.4886001,-0.512050718,0.307500411,-1.665203361,0.095872191,0.474210044,293,373,740,518,329.0752332,424.9821995,503.0708225,572.826145,52.58,"UP_pEhEx_DOWN_U2AF84"
"550","EHI_002180A",539.8053654,0.579249668,0.348233685,1.663393554,0.096233683,0.474444504,621,524,784,300,697.4597946,597.0259318,532.9831417,331.7525937,52.56,"DOWN_pEhEx_UP_U2AF84"
"551","EHI_147720A",685.3484393,0.51484262,0.30956291,1.663127602,0.096286896,0.474444504,756,671,966,426,849.081489,764.5122142,656.711371,471.088683,52.56,"DOWN_pEhEx_UP_U2AF84"
"552","EHI_070720A",446.6963369,-0.721044877,0.433911517,-1.661732517,0.096566418,0.474580759,236,359,542,673,265.0571844,409.031125,368.4653862,744.2316518,52.54,"UP_pEhEx_DOWN_U2AF84"
"553","EHI_110460A",435.040303,0.467654333,0.281508259,1.661245517,0.096664147,0.474580759,453,440,555,319,508.7750192,501.3194847,377.3031169,352.7635913,52.54,"DOWN_pEhEx_UP_U2AF84"
"554","EHI_022980A",846.9086714,0.437079835,0.263374459,1.659537667,0.097007497,0.475406777,849,873,1021,674,953.5319897,994.6634322,694.10177,745.3374937,52.46,"DOWN_pEhEx_UP_U2AF84"
"555","EHI_006160A",81.6517877,-0.703968875,0.4250179,-1.65632759,0.097655496,0.47658406,55,55,164,82,61.77180145,62.66493559,111.4913715,90.67904227,52.34,"UP_pEhEx_DOWN_U2AF84"
