baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,CmasM_1,CmasM_2,pEhEx_1,pEhEx_2,CmasM_1.1,CmasM_2.1,pEhEx_1.1,pEhEx_2.1,Certeza,DE,
EHI_111780A,10.97611108,-0.419505573,0.934659233,-0.448832642,0.65355239,0.999901938,9,8,20,10,10.6844035,8.174379488,13.79523149,11.25042985,0.01,UP_pEhEx_DOWN_CmasM
EHI_111790A,41.02022016,-1.028558808,0.640272787,-1.606438427,0.108177614,0.999901938,22,27,54,65,26.11743079,27.58853077,37.24712501,73.12779405,0.01,UP_pEhEx_DOWN_CmasM
EHI_111800A,15.68471522,-0.590264734,0.809728967,-0.728965813,0.466022575,0.999901938,9,14,27,17,10.6844035,14.3051641,18.62356251,19.12573075,0.01,UP_pEhEx_DOWN_CmasM
EHI_111810A,16.06934305,-0.342681789,0.887644573,-0.386057438,0.699454131,0.999901938,9,17,15,23,10.6844035,17.37055641,10.34642362,25.87598866,0.01,UP_pEhEx_DOWN_CmasM
EHI_111830A,49.06298939,0.152825353,0.551155711,0.277281629,0.781563865,0.999901938,50,43,63,44,59.35779725,43.93728975,43.45497918,49.50189136,0.01,DOWN_pEhEx_UP_CmasM
EHI_111840A,26.96883159,-0.864478382,0.761425585,-1.135341915,0.256232086,0.999901938,23,11,63,23,27.30458673,11.2397718,43.45497918,25.87598866,0.01,UP_pEhEx_DOWN_CmasM
EHI_111850A,87.89552907,-0.054415011,0.486617181,-0.111823038,0.910963721,0.999901938,86,69,129,80,102.0954113,70.50402309,88.97924309,90.00343883,0.01,UP_pEhEx_DOWN_CmasM
EHI_111980A,26272.36313,0.257257889,0.363616861,0.707497141,0.479257589,0.999901938,26815,24842,32707,22499,31833.58666,25383.49191,22560.03181,25312.34213,0.01,DOWN_pEhEx_UP_CmasM
EHI_111990A,3643.512556,0.276213502,0.356016038,0.775845672,0.437840113,0.999901938,3402,3860,5209,2665,4038.704525,3944.138103,3592.968041,2998.239556,0.01,DOWN_pEhEx_UP_CmasM
EHI_112010A,12.0826316,0.462102765,0.959778061,0.481468356,0.630183665,0.999901938,10,16,21,5,11.87155945,16.34875898,14.48499306,5.625214927,0.01,DOWN_pEhEx_UP_CmasM
EHI_112060A,13.80092285,0.224790143,0.857286414,0.26221125,0.79315858,0.999901938,14,13,22,9,16.62018323,13.28336667,15.17475464,10.12538687,0.01,DOWN_pEhEx_UP_CmasM
EHI_112790A,384.3611158,0.336153148,0.399453932,0.841531705,0.400050131,0.999901938,404,370,444,332,479.6110018,378.0650513,306.254139,373.5142712,0.01,DOWN_pEhEx_UP_CmasM
EHI_112810A,21.95213667,-0.518348278,0.743294032,-0.697366393,0.485573528,0.999901938,13,20,28,29,15.43302728,20.43594872,19.31332408,32.62624658,0.01,UP_pEhEx_DOWN_CmasM
EHI_112820A,68.17606772,0.072891823,0.489417384,0.148935909,0.881604206,0.999901938,61,66,98,58,72.41651264,67.43863078,67.59663429,65.25249315,0.01,DOWN_pEhEx_UP_CmasM
EHI_112830A,964.9693414,0.519341056,0.400215723,1.297652804,0.194406668,0.999901938,1086,963,984,807,1289.251356,983.9909309,678.7253892,907.9096892,0.01,DOWN_pEhEx_UP_CmasM
EHI_112840A,9.237233605,0.301845402,1.080508335,0.279354996,0.779972404,0.999901938,13,5,14,6,15.43302728,5.10898718,9.656662041,6.750257913,0.01,DOWN_pEhEx_UP_CmasM
EHI_112870A,169.3086877,-0.54254544,0.468216685,-1.158748625,0.246558664,0.999901938,120,130,219,223,142.4587134,132.8336667,151.0577848,250.8845858,0.01,UP_pEhEx_DOWN_CmasM
EHI_112890A,30.34913894,-0.190098508,0.631065493,-0.301234198,0.763235914,0.999901938,21,31,45,30,24.93027484,31.67572052,31.03927085,33.75128956,0.01,UP_pEhEx_DOWN_CmasM
EHI_112990A,1418.78118,0.005761961,0.487437076,0.011820933,0.99056848,0.999901938,749,1912,1945,1325,889.1798028,1953.676698,1341.586262,1490.681956,0.01,DOWN_pEhEx_UP_CmasM
EHI_113410A,9.517769365,-0.07265839,1.038176566,-0.069986544,0.94420437,0.999901938,6,11,9,12,7.12293567,11.2397718,6.207854169,13.50051583,0.01,UP_pEhEx_DOWN_CmasM
EHI_113420A,191.617326,0.113727763,0.509804764,0.223081013,0.823472455,0.999901938,110,262,294,147,130.5871539,267.7109282,202.7899029,165.3813189,0.01,DOWN_pEhEx_UP_CmasM
EHI_113560A,51.38249945,-0.461709174,0.532171853,-0.867594127,0.385616563,0.999901938,35,44,91,50,41.55045807,44.95908719,62.76830327,56.25214927,0.01,UP_pEhEx_DOWN_CmasM
EHI_113590A,201.0316331,-0.400078996,0.434495959,-0.920788763,0.357160723,0.999901938,118,202,334,202,140.0844015,206.4030821,230.3803658,227.2586831,0.01,UP_pEhEx_DOWN_CmasM
EHI_113690A,142.3193339,-0.011628273,0.460467302,-0.025253201,0.979853002,0.999901938,94,168,201,131,111.5926588,171.6619693,138.6420764,147.3806311,0.01,UP_pEhEx_DOWN_CmasM
EHI_113890A,9857.222574,0.398663615,0.389852872,1.022600174,0.306496927,0.999901938,10941,9231,10952,8403,12988.67319,9432.212132,7554.268762,9453.736207,0.01,DOWN_pEhEx_UP_CmasM
EHI_113900A,524.450312,-0.814881516,0.713290921,-1.142425189,0.253277326,0.999901938,97,631,824,684,115.1541267,644.7541822,568.3635373,769.529402,0.01,UP_pEhEx_DOWN_CmasM
EHI_113910A,91.25995889,-0.421731544,0.566908889,-0.74391415,0.456928414,0.999901938,41,105,171,81,48.67339374,107.2887308,117.9492292,91.12848182,0.01,UP_pEhEx_DOWN_CmasM
EHI_113950A,768.4823607,0.775765581,0.713059142,1.087940025,0.276621585,0.999901938,626,1171,258,850,743.1596215,1196.524798,177.9584862,956.2865376,0.01,DOWN_pEhEx_UP_CmasM
EHI_113970A,176.9018307,-0.575139546,0.410115353,-1.402384819,0.160800364,0.999901938,124,134,291,198,147.2073372,136.9208564,200.7206181,222.7585111,0.01,UP_pEhEx_DOWN_CmasM
EHI_113980A,80.05503258,-0.238196025,0.510290786,-0.466784883,0.640653792,0.999901938,52,83,105,90,61.73210914,84.80918719,72.42496531,101.2538687,0.01,UP_pEhEx_DOWN_CmasM
EHI_114010A,202.0346481,2.225489351,2.847180799,0.781646656,0.434422259,0.999901938,553,9,1,126,656.4972376,9.196176925,0.689761574,141.7554162,0.01,DOWN_pEhEx_UP_CmasM
EHI_114120A,252.3680175,-0.542357298,0.439943094,-1.232789663,0.217654249,0.999901938,135,245,405,284,160.2660526,250.3403718,279.3534376,319.5122079,0.01,UP_pEhEx_DOWN_CmasM
EHI_114140A,42.98116417,-0.462753647,0.650013857,-0.711913511,0.476518335,0.999901938,43,21,74,43,51.04770563,21.45774616,51.0423565,48.37684837,0.01,UP_pEhEx_DOWN_CmasM
EHI_114150A,56.87834539,0.234938296,0.524088604,0.448279727,0.65395133,0.999901938,45,68,75,47,53.42201752,69.48222565,51.73211808,52.87702032,0.01,DOWN_pEhEx_UP_CmasM
EHI_114320A,251.15796,-0.691402305,0.5348695,-1.292656069,0.196130038,0.999901938,196,148,285,377,232.6825652,151.2260205,196.5820487,424.1412055,0.01,UP_pEhEx_DOWN_CmasM
EHI_114330A,1340.778467,0.246821536,0.394278854,0.626007541,0.531309995,0.999901938,996,1691,1819,1065,1182.407321,1727.859464,1254.676304,1198.170779,0.01,DOWN_pEhEx_UP_CmasM
EHI_114340A,599.9569292,0.418509848,0.378662962,1.105230482,0.269059732,0.999901938,646,593,737,461,766.9027404,605.9258796,508.3542803,518.6448163,0.01,DOWN_pEhEx_UP_CmasM
EHI_114360A,11.61714137,-0.464516175,0.994931864,-0.466882398,0.640584019,0.999901938,8,10,29,6,9.49724756,10.21797436,20.00308566,6.750257913,0.01,UP_pEhEx_DOWN_CmasM
EHI_114380A,11.86864455,-0.562562925,0.976253548,-0.57624674,0.564448417,0.999901938,4,14,20,13,4.74862378,14.3051641,13.79523149,14.62555881,0.01,UP_pEhEx_DOWN_CmasM
EHI_114390A,79.5603277,0.525163355,0.492373448,1.066595602,0.286154487,0.999901938,92,77,96,57,109.2183469,78.67840258,66.21711114,64.12745017,0.01,DOWN_pEhEx_UP_CmasM
EHI_114400A,3391.945447,0.066072625,0.356923212,0.185117198,0.853137113,0.999901938,2651,3711,4748,2981,3147.15041,3791.890285,3274.987955,3353.75314,0.01,DOWN_pEhEx_UP_CmasM
EHI_114420A,35.64178169,0.592926084,0.631060828,0.939570415,0.347437958,0.999901938,32,47,51,19,37.98899024,48.02447949,35.17784029,21.37581672,0.01,DOWN_pEhEx_UP_CmasM
EHI_114430A,13.92004629,0.083878838,0.937488558,0.089471852,0.928706923,0.999901938,7,20,26,8,8.310091615,20.43594872,17.93380093,9.000343883,0.01,DOWN_pEhEx_UP_CmasM
EHI_114440A,23.43781565,0.01905807,0.736793673,0.025866223,0.979364041,0.999901938,13,31,35,20,15.43302728,31.67572052,24.1416551,22.50085971,0.01,DOWN_pEhEx_UP_CmasM
EHI_114640A,43.24119074,-0.697378556,0.628171253,-1.110172669,0.266924628,0.999901938,20,41,61,58,23.7431189,41.89369488,42.07545604,65.25249315,0.01,UP_pEhEx_DOWN_CmasM
EHI_114770A,743.0905889,0.669109231,0.419127927,1.59643199,0.110392379,0.999901938,917,721,942,442,1088.622002,736.7159514,649.755403,497.2689996,0.01,DOWN_pEhEx_UP_CmasM
EHI_114780A,24.99907321,-0.423608105,0.678823102,-0.62403313,0.532605828,0.999901938,18,21,47,22,21.36880701,21.45774616,32.41879399,24.75094568,0.01,UP_pEhEx_DOWN_CmasM
EHI_114790A,98.20836428,-0.901797778,0.565059079,-1.595935385,0.11050322,0.999901938,35,93,166,126,41.55045807,95.02716155,114.5004213,141.7554162,0.01,UP_pEhEx_DOWN_CmasM
EHI_114920A,1254.503781,-2.450267718,1.570287349,-1.560394485,0.118666687,0.999901938,40,713,1963,2567,47.4862378,728.5415719,1354.00197,2887.985344,0.01,UP_pEhEx_DOWN_CmasM
EHI_115280A,607.8587674,-0.016852662,0.361032369,-0.04667909,0.962768996,0.999901938,518,581,879,548,614.9467795,593.6643103,606.3004239,616.523556,0.01,UP_pEhEx_DOWN_CmasM
EHI_115300A,282.5515599,-0.289588379,0.386347346,-0.749554468,0.453523082,0.999901938,202,263,456,273,239.8055009,268.7327257,314.5312779,307.136735,0.01,UP_pEhEx_DOWN_CmasM
EHI_115320A,87.90356021,-0.063467074,0.503974184,-0.125933185,0.899784814,0.999901938,88,66,117,88,104.4697232,67.43863078,80.7021042,99.00378272,0.01,UP_pEhEx_DOWN_CmasM
EHI_115340A,8.464792776,0.558984354,1.057059709,0.528810576,0.59693686,0.999901938,11,7,10,6,13.05871539,7.152582052,6.897615744,6.750257913,0.01,DOWN_pEhEx_UP_CmasM
EHI_115360A,68.70903363,-0.984709992,0.77261822,-1.274510446,0.202482573,0.999901938,12,76,107,97,14.24587134,77.65660514,73.80448846,109.1291696,0.01,UP_pEhEx_DOWN_CmasM
EHI_115370A,54.81781907,-0.423466278,0.53453004,-0.792221664,0.428231439,0.999901938,40,45,78,64,47.4862378,45.98088462,53.8014028,72.00275107,0.01,UP_pEhEx_DOWN_CmasM
EHI_115380A,50.86301063,0.096764099,0.543776239,0.177948378,0.858763517,0.999901938,50,45,77,40,59.35779725,45.98088462,53.11164123,45.00171942,0.01,DOWN_pEhEx_UP_CmasM
EHI_115390A,63.13920518,-0.685505033,0.508819179,-1.347246844,0.177900745,0.999901938,41,47,102,76,48.67339374,48.02447949,70.35568058,85.50326689,0.01,UP_pEhEx_DOWN_CmasM
EHI_115500A,24.34443584,0.301162132,0.709852778,0.424259989,0.671376215,0.999901938,24,25,40,14,28.49174268,25.5449359,27.59046297,15.7506018,0.01,DOWN_pEhEx_UP_CmasM
EHI_115510A,397.3617523,0.560714859,0.406572689,1.379125736,0.16785599,0.999901938,424,435,542,238,503.3541207,444.4818847,373.8507733,267.7602305,0.01,DOWN_pEhEx_UP_CmasM
EHI_115710A,21.80022426,0.8957765,0.777532698,1.152075666,0.249289982,0.999901938,30,21,29,9,35.61467835,21.45774616,20.00308566,10.12538687,0.01,DOWN_pEhEx_UP_CmasM
EHI_116050A,7.881726062,-1.059669899,1.564542694,-0.677303281,0.49821355,0.999901938,0,10,26,3,0,10.21797436,17.93380093,3.375128956,0.01,UP_pEhEx_DOWN_CmasM
EHI_116360A,174393.964,0.209724193,0.383167331,0.547343618,0.584142683,0.999901938,129786,215325,242646,138762,154076.2215,220018.5329,167367.887,156113.2147,0.01,DOWN_pEhEx_UP_CmasM
EHI_116470A,184.540949,0.32542519,0.44682689,0.72830261,0.466428365,0.999901938,209,159,227,152,248.1155925,162.4657923,156.5758774,171.0065338,0.01,DOWN_pEhEx_UP_CmasM
EHI_116720A,204.7810327,-0.483989772,0.565611497,-0.855692954,0.392167639,0.999901938,79,242,300,241,93.78531965,247.2749795,206.9284723,271.1353595,0.01,UP_pEhEx_DOWN_CmasM
EHI_116830A,1824.959436,-0.461956406,0.475544433,-0.971426378,0.331335998,0.999901938,1294,1501,1970,2552,1536.179793,1533.717952,1358.830301,2871.109699,0.01,UP_pEhEx_DOWN_CmasM
EHI_117260A,13.0571849,0.120868221,0.885692116,0.136467536,0.891451687,0.999901938,11,14,23,8,13.05871539,14.3051641,15.86451621,9.000343883,0.01,DOWN_pEhEx_UP_CmasM
EHI_117470A,3904.083991,-0.083126711,0.415987821,-0.199829676,0.841613792,0.999901938,3715,3105,4726,4243,4410.284336,3172.681039,3259.8132,4773.557387,0.01,UP_pEhEx_DOWN_CmasM
EHI_117570A,28.00916916,0.460013748,0.697022089,0.659970115,0.509273008,0.999901938,30,29,45,14,35.61467835,29.63212565,31.03927085,15.7506018,0.01,DOWN_pEhEx_UP_CmasM
EHI_117590A,15.41596855,0.437470093,0.836003119,0.523287633,0.600774106,0.999901938,18,14,23,9,21.36880701,14.3051641,15.86451621,10.12538687,0.01,DOWN_pEhEx_UP_CmasM
EHI_117600A,25.73159485,0.036483861,0.700289555,0.052098251,0.958450407,0.999901938,17,31,30,27,20.18165106,31.67572052,20.69284723,30.37616061,0.01,DOWN_pEhEx_UP_CmasM
EHI_117670A,32.62460385,-0.046084249,0.618236225,-0.074541489,0.94057953,0.999901938,24,35,52,27,28.49174268,35.76291026,35.86760187,30.37616061,0.01,UP_pEhEx_DOWN_CmasM
EHI_117690A,6.486861774,0.860516879,1.549780334,0.55525087,0.578723078,0.999901938,10,5,13,0,11.87155945,5.10898718,8.966900467,0,0.01,DOWN_pEhEx_UP_CmasM
EHI_117800A,10.10395568,0.222325364,0.959129209,0.23179918,0.816693994,0.999901938,8,12,14,8,9.49724756,12.26156923,9.656662041,9.000343883,0.01,DOWN_pEhEx_UP_CmasM
EHI_117820A,604.605649,-0.449085735,0.435401548,-1.031428889,0.302339739,0.999901938,440,489,749,782,522.3486158,499.6589462,516.6314192,879.7836146,0.01,UP_pEhEx_DOWN_CmasM
EHI_117840A,13.99694256,0.369336862,0.847948348,0.435565283,0.663152164,0.999901938,11,18,16,12,13.05871539,18.39235385,11.03618519,13.50051583,0.01,DOWN_pEhEx_UP_CmasM
EHI_117860A,10.87521914,0.759936773,0.957111363,0.793989919,0.4272013,0.999901938,12,13,15,5,14.24587134,13.28336667,10.34642362,5.625214927,0.01,DOWN_pEhEx_UP_CmasM
EHI_117880A,417.43198,0.200413101,0.598703145,0.334745361,0.73781718,0.999901938,247,586,312,500,293.2275184,598.7732975,215.2056112,562.5214927,0.01,DOWN_pEhEx_UP_CmasM
EHI_117890A,200.0342006,-0.247691526,0.405273729,-0.611170941,0.541086419,0.999901938,147,187,294,206,174.5119239,191.0761205,202.7899029,231.758855,0.01,UP_pEhEx_DOWN_CmasM
EHI_117900A,44.48838135,0.101351741,0.721896649,0.140396469,0.888346748,0.999901938,41,43,96,17,48.67339374,43.93728975,66.21711114,19.12573075,0.01,DOWN_pEhEx_UP_CmasM
EHI_117910A,43.17689291,0.146289801,0.569357501,0.256938393,0.797226332,0.999901938,37,46,68,31,43.92476996,47.00268206,46.90378706,34.87633255,0.01,DOWN_pEhEx_UP_CmasM
EHI_117920A,1920.61412,-0.02256005,0.383161903,-0.058878635,0.953048775,0.999901938,1665,1795,2351,2000,1976.614648,1834.126398,1621.629461,2250.085971,0.01,UP_pEhEx_DOWN_CmasM
EHI_117940A,66.91178625,0.422729588,0.493309573,0.85692557,0.39148602,0.999901938,68,71,81,52,80.72660426,72.54761796,55.87068752,58.50223524,0.01,DOWN_pEhEx_UP_CmasM
EHI_117950A,12.50003117,-0.292163448,0.922392256,-0.316745339,0.751436843,0.999901938,6,15,22,11,7.12293567,15.32696154,15.17475464,12.37547284,0.01,UP_pEhEx_DOWN_CmasM
EHI_117970A,41.79043048,0.027142945,0.588737024,0.046103682,0.963227611,0.999901938,28,50,63,35,33.24036646,51.0898718,43.45497918,39.37650449,0.01,DOWN_pEhEx_UP_CmasM
EHI_117980A,31.90130952,0.072222391,0.636279664,0.113507307,0.90962837,0.999901938,26,34,54,22,30.86605457,34.74111283,37.24712501,24.75094568,0.01,DOWN_pEhEx_UP_CmasM
EHI_118030A,13.62815275,0.188056294,0.889290166,0.211467866,0.832522204,0.999901938,16,10,22,9,18.99449512,10.21797436,15.17475464,10.12538687,0.01,DOWN_pEhEx_UP_CmasM
EHI_118040A,279.3236863,-0.344678333,0.453412011,-0.76018792,0.447142265,0.999901938,218,228,336,350,258.799996,232.9698154,231.759889,393.7650449,0.01,UP_pEhEx_DOWN_CmasM
EHI_118050A,100.4119288,-0.519034668,0.485921575,-1.068144931,0.285455141,0.999901938,57,95,151,118,67.66788886,97.07075643,104.1539977,132.7550723,0.01,UP_pEhEx_DOWN_CmasM
EHI_118070A,85.16780567,-0.447476416,0.474561012,-0.942927052,0.345718217,0.999901938,61,70,127,97,72.41651264,71.52582052,87.59971994,109.1291696,0.01,UP_pEhEx_DOWN_CmasM
EHI_118090A,12.97440021,-0.171063585,1.063160697,-0.160900968,0.8721714,0.999901938,10,12,6,21,11.87155945,12.26156923,4.138569446,23.62590269,0.01,UP_pEhEx_DOWN_CmasM
EHI_118150A,290.507596,0.39015358,0.391879975,0.995594583,0.319447168,0.999901938,303,293,354,230,359.7082513,299.3866488,244.1755973,258.7598866,0.01,DOWN_pEhEx_UP_CmasM
EHI_118160A,1476.916298,-0.198156348,0.374934684,-0.528508981,0.597146115,0.999901938,1003,1527,2200,1457,1190.717413,1560.284685,1517.475464,1639.18763,0.01,UP_pEhEx_DOWN_CmasM
EHI_118170A,1862.443436,-0.390716094,0.433488683,-0.901329398,0.367413208,0.999901938,1003,1989,2758,2066,1190.717413,2032.3551,1902.362422,2324.338808,0.01,UP_pEhEx_DOWN_CmasM
EHI_118180A,59.10879823,0.113053576,0.515155229,0.219455359,0.82629535,0.999901938,52,60,91,45,61.73210914,61.30784616,62.76830327,50.62693434,0.01,DOWN_pEhEx_UP_CmasM
EHI_118230A,117.2152289,-1.009968129,1.60883181,-0.627764893,0.530157967,0.999901938,7,144,151,186,8.310091615,147.1388308,104.1539977,209.2579953,0.01,UP_pEhEx_DOWN_CmasM
EHI_118260A,162.5374947,0.339693688,0.415617078,0.817323699,0.413743467,0.999901938,164,165,212,125,194.693575,168.5965769,146.2294538,140.6303732,0.01,DOWN_pEhEx_UP_CmasM
EHI_118290A,25.4128563,-0.845861081,0.781122508,-1.082878899,0.278862179,0.999901938,8,26,38,35,9.49724756,26.56673334,26.21093983,39.37650449,0.01,UP_pEhEx_DOWN_CmasM
EHI_118440A,216.6688761,0.091191526,0.402875093,0.226351859,0.820927767,0.999901938,200,205,284,199,237.431189,209.4684744,195.8922871,223.8835541,0.01,DOWN_pEhEx_UP_CmasM
EHI_118450A,16.30208068,-0.91905425,0.840852661,-1.093002726,0.274392603,0.999901938,6,15,31,19,7.12293567,15.32696154,21.3826088,21.37581672,0.01,UP_pEhEx_DOWN_CmasM
EHI_118460A,51.05157539,-0.742582552,0.589673311,-1.259311787,0.207917737,0.999901938,22,49,91,58,26.11743079,50.06807437,62.76830327,65.25249315,0.01,UP_pEhEx_DOWN_CmasM
EHI_118480A,17.37097965,0.322758616,0.775258141,0.416324059,0.677172889,0.999901938,18,17,25,12,21.36880701,17.37055641,17.24403936,13.50051583,0.01,DOWN_pEhEx_UP_CmasM
EHI_118600A,12.04587495,-0.769676729,4.583016042,-0.167941094,0.866629621,0.999901938,15,0,0,27,17.80733917,0,0,30.37616061,0.01,UP_pEhEx_DOWN_CmasM
EHI_118630A,21.95255074,0.656151606,0.710037427,0.924108478,0.35542984,0.999901938,23,26,28,13,27.30458673,26.56673334,19.31332408,14.62555881,0.01,DOWN_pEhEx_UP_CmasM
EHI_118640A,15.23454505,-0.602665377,0.816465088,-0.738139801,0.4604295,0.999901938,10,12,24,18,11.87155945,12.26156923,16.55427778,20.25077374,0.01,UP_pEhEx_DOWN_CmasM
EHI_118700A,10.75151117,-1.508207849,0.995503853,-1.515019599,0.129767441,0.999901938,6,4,20,16,7.12293567,4.087189744,13.79523149,18.00068777,0.01,UP_pEhEx_DOWN_CmasM
EHI_118710A,10.69559526,0.063441534,1.434046082,0.044239536,0.964713467,0.999901938,10,10,30,0,11.87155945,10.21797436,20.69284723,0,0.01,DOWN_pEhEx_UP_CmasM
EHI_118720A,146.2708019,-0.583574105,0.481751238,-1.211359844,0.225757522,0.999901938,73,144,232,170,86.66238398,147.1388308,160.0246852,191.2573075,0.01,UP_pEhEx_DOWN_CmasM
EHI_118750A,13750.66778,-1.549307322,1.370809003,-1.130213851,0.258386125,0.999901938,1162,12358,19632,24403,1379.475208,12627.37271,13541.39923,27454.42397,0.01,UP_pEhEx_DOWN_CmasM
EHI_118780A,137.4583829,-0.406129511,0.45308046,-0.896373927,0.370053088,0.999901938,93,123,189,163,110.4055029,125.6810846,130.3649376,183.3820066,0.01,UP_pEhEx_DOWN_CmasM
EHI_118800A,18.65850959,0.333173966,0.745091682,0.447158349,0.654760732,0.999901938,17,21,25,14,20.18165106,21.45774616,17.24403936,15.7506018,0.01,DOWN_pEhEx_UP_CmasM
EHI_118810A,145.7879532,0.199754904,0.450093442,0.443807632,0.65718167,0.999901938,133,151,233,98,157.8917407,154.2914128,160.7144468,110.2542126,0.01,DOWN_pEhEx_UP_CmasM
EHI_118820A,337.972307,0.345542404,0.410119018,0.84254177,0.39948477,0.999901938,366,315,392,289,434.4990759,321.8661924,270.3865371,325.1374228,0.01,DOWN_pEhEx_UP_CmasM
EHI_118840A,1949.208388,0.242346624,0.37263155,0.650365284,0.515456296,0.999901938,1995,1817,2417,1693,2368.37611,1856.605941,1667.153725,1904.697774,0.01,DOWN_pEhEx_UP_CmasM
EHI_118850A,30.30831613,0.214295532,0.624989667,0.34287852,0.731689852,0.999901938,29,30,39,26,34.4275224,30.65392308,26.9007014,29.25111762,0.01,DOWN_pEhEx_UP_CmasM
EHI_118870A,33.87209421,-0.616486168,0.693805344,-0.888557826,0.374240765,0.999901938,13,37,54,40,15.43302728,37.80650513,37.24712501,45.00171942,0.01,UP_pEhEx_DOWN_CmasM
EHI_118880A,12.74656185,0.285342555,0.92399384,0.308814348,0.757462754,0.999901938,16,9,20,8,18.99449512,9.196176925,13.79523149,9.000343883,0.01,DOWN_pEhEx_UP_CmasM
EHI_118900A,214.2851269,0.027005796,0.420081211,0.064287085,0.948741637,0.999901938,157,241,330,175,186.3834834,246.2531821,227.6213195,196.8825225,0.01,DOWN_pEhEx_UP_CmasM
EHI_118910A,99.3629099,-0.57273523,0.645444312,-0.887350341,0.37489031,0.999901938,31,120,151,119,36.80183429,122.6156923,104.1539977,133.8801153,0.01,UP_pEhEx_DOWN_CmasM
EHI_119260A,15.58518774,0.456021966,0.857308305,0.531922954,0.594779359,0.999901938,21,11,20,11,24.93027484,11.2397718,13.79523149,12.37547284,0.01,DOWN_pEhEx_UP_CmasM
EHI_119270A,7.804063789,0.568657029,1.070984099,0.530966827,0.595441767,0.999901938,8,9,10,5,9.49724756,9.196176925,6.897615744,5.625214927,0.01,DOWN_pEhEx_UP_CmasM
EHI_119300A,86.3141415,-0.058076468,0.47633033,-0.121924774,0.902958596,0.999901938,73,81,144,68,86.66238398,82.76559232,99.32566671,76.50292301,0.01,UP_pEhEx_DOWN_CmasM
EHI_119320A,26.97302085,0.015771248,0.692671448,0.022768728,0.981834753,0.999901938,27,22,48,18,32.05321051,22.47954359,33.10855557,20.25077374,0.01,DOWN_pEhEx_UP_CmasM
EHI_119330A,117.1540442,0.060544222,0.434107576,0.139468246,0.889080147,0.999901938,100,118,171,99,118.7155945,120.5720975,117.9492292,111.3792556,0.01,DOWN_pEhEx_UP_CmasM
EHI_119340A,16.41057133,-1.006697093,0.803362636,-1.2531042,0.210167788,0.999901938,8,12,31,20,9.49724756,12.26156923,21.3826088,22.50085971,0.01,UP_pEhEx_DOWN_CmasM
EHI_119350A,63.86559576,0.145978182,0.498733124,0.292697989,0.769753007,0.999901938,57,65,83,57,67.66788886,66.41683334,57.25021067,64.12745017,0.01,DOWN_pEhEx_UP_CmasM
EHI_119370A,18.15907139,-0.347019301,0.755656901,-0.459228654,0.646069976,0.999901938,14,15,28,19,16.62018323,15.32696154,19.31332408,21.37581672,0.01,UP_pEhEx_DOWN_CmasM
EHI_119510A,6.464911071,1.088581339,1.308614449,0.831857955,0.405489127,0.999901938,9,7,10,1,10.6844035,7.152582052,6.897615744,1.125042985,0.01,DOWN_pEhEx_UP_CmasM
EHI_119520A,11.27676075,-0.341131343,0.91746109,-0.371821047,0.710026092,0.999901938,9,9,17,12,10.6844035,9.196176925,11.72594676,13.50051583,0.01,UP_pEhEx_DOWN_CmasM
EHI_119530A,20.57742616,0.476011996,0.725697765,0.655936975,0.511864677,0.999901938,18,26,27,14,21.36880701,26.56673334,18.62356251,15.7506018,0.01,DOWN_pEhEx_UP_CmasM
EHI_119550A,55.20913508,0.309766095,0.591407079,0.523778131,0.600432865,0.999901938,34,80,73,43,40.36330213,81.74379488,50.35259493,48.37684837,0.01,DOWN_pEhEx_UP_CmasM
EHI_119560A,19.90241187,0.034964276,0.814771514,0.042912983,0.965770899,0.999901938,23,13,37,12,27.30458673,13.28336667,25.52117825,13.50051583,0.01,DOWN_pEhEx_UP_CmasM
EHI_119580A,26.91745189,0.055678706,0.648972306,0.085795196,0.931629225,0.999901938,23,27,39,23,27.30458673,27.58853077,26.9007014,25.87598866,0.01,DOWN_pEhEx_UP_CmasM
EHI_119600A,19.07343288,0.096590155,0.755518941,0.127846106,0.898270762,0.999901938,17,19,32,13,20.18165106,19.41415129,22.07237038,14.62555881,0.01,DOWN_pEhEx_UP_CmasM
EHI_119610A,7.619626129,0.288206651,1.107283614,0.260282593,0.794645799,0.999901938,8,7,7,8,9.49724756,7.152582052,4.82833102,9.000343883,0.01,DOWN_pEhEx_UP_CmasM
EHI_119620A,60.07173994,0.177453909,0.559896329,0.316940655,0.751288633,0.999901938,40,78,71,57,47.4862378,79.70020001,48.97307178,64.12745017,0.01,DOWN_pEhEx_UP_CmasM
EHI_119890A,348.7837697,0.53908269,0.437162545,1.233140158,0.217523477,0.999901938,355,397,512,191,421.4403605,405.6535821,353.1579261,214.8832102,0.01,DOWN_pEhEx_UP_CmasM
EHI_119910A,222.9039985,-0.112401953,0.435999135,-0.257803156,0.796558829,0.999901938,143,253,339,204,169.7633001,258.5147513,233.8291737,229.508769,0.01,UP_pEhEx_DOWN_CmasM
EHI_119920A,99.28722059,0.33525903,0.462517836,0.724856435,0.46854011,0.999901938,105,95,132,75,124.6513742,97.07075643,91.04852781,84.37822391,0.01,DOWN_pEhEx_UP_CmasM
