baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,CmasM_1,CmasM_2,pEhEx_1,pEhEx_2,CmasM_1.1,CmasM_2.1,pEhEx_1.1,pEhEx_2.1,Certeza,DE,
EHI_011790A,8.27480025,-0.241569718,1.053286472,-0.229348543,0.818598027,0.999901938,5,9,13,8,5.935779725,9.196176925,8.966900467,9.000343883,0.01,UP_pEhEx_DOWN_CmasM
EHI_011800A,11.69253057,0.449407121,0.96621567,0.46512092,0.641844866,0.999901938,16,8,17,7,18.99449512,8.174379488,11.72594676,7.875300898,0.01,DOWN_pEhEx_UP_CmasM
EHI_011810A,16.93398412,0.041209656,0.789660198,0.052186569,0.958380035,0.999901938,17,14,27,13,20.18165106,14.3051641,18.62356251,14.62555881,0.01,DOWN_pEhEx_UP_CmasM
EHI_011830A,84.92120097,-0.728219052,0.865861063,-0.841034529,0.400328591,0.999901938,11,112,107,123,13.05871539,114.4413128,73.80448846,138.3802872,0.01,UP_pEhEx_DOWN_CmasM
EHI_011840A,6.802709974,1.026202521,1.41404674,0.725720368,0.468010213,0.999901938,13,3,11,1,15.43302728,3.065392308,7.587377318,1.125042985,0.01,DOWN_pEhEx_UP_CmasM
EHI_011850A,141.0786586,-0.004373274,0.430027625,-0.01016975,0.991885853,0.999901938,114,143,185,138,135.3357777,146.1170334,127.6058913,155.255932,0.01,UP_pEhEx_DOWN_CmasM
EHI_011870A,537.2468237,-0.398537424,0.404698878,-0.984775215,0.324734498,0.999901938,407,434,725,642,483.1724696,443.4600872,500.0771414,722.2775966,0.01,UP_pEhEx_DOWN_CmasM
EHI_011890A,23.88838109,0.08420977,0.725597681,0.116055732,0.907608372,0.999901938,21,24,44,14,24.93027484,24.52313847,30.34950927,15.7506018,0.01,DOWN_pEhEx_UP_CmasM
EHI_011900A,14.3457496,0.322089469,0.956872218,0.336606563,0.736413508,0.999901938,21,7,22,9,24.93027484,7.152582052,15.17475464,10.12538687,0.01,DOWN_pEhEx_UP_CmasM
EHI_011910A,40.57482546,-0.225905655,0.615205124,-0.367203794,0.71346701,0.999901938,40,27,71,34,47.4862378,27.58853077,48.97307178,38.2514615,0.01,UP_pEhEx_DOWN_CmasM
EHI_011920A,175.5333898,0.119482607,0.413951539,0.288639118,0.772857557,0.999901938,141,194,253,144,167.3889882,198.2287026,174.5096783,162.0061899,0.01,DOWN_pEhEx_UP_CmasM
EHI_011940A,57.50401574,-0.027181462,0.518107277,-0.052462999,0.958159777,0.999901938,53,50,85,51,62.91926508,51.0898718,58.62973382,57.37719226,0.01,UP_pEhEx_DOWN_CmasM
EHI_011950A,349.1116834,0.629768778,0.445903592,1.412342913,0.157849017,0.999901938,448,310,424,227,531.8458633,316.7572052,292.4589075,255.3847577,0.01,DOWN_pEhEx_UP_CmasM
EHI_011960A,8.017534036,0.540392639,1.308087723,0.413116513,0.679521252,0.999901938,5,13,17,1,5.935779725,13.28336667,11.72594676,1.125042985,0.01,DOWN_pEhEx_UP_CmasM
EHI_011970A,10.87790359,-0.591675243,0.942802696,-0.627570588,0.530285281,0.999901938,6,10,20,11,7.12293567,10.21797436,13.79523149,12.37547284,0.01,UP_pEhEx_DOWN_CmasM
EHI_012010A,35.26357475,-0.720914254,0.618051816,-1.166430121,0.243440586,0.999901938,25,23,54,45,29.67889862,23.50134103,37.24712501,50.62693434,0.01,UP_pEhEx_DOWN_CmasM
EHI_012020A,1601.438528,0.446561509,0.364705862,1.224442916,0.220785188,0.999901938,1566,1796,1752,1336,1859.08621,1835.148195,1208.462278,1503.057429,0.01,DOWN_pEhEx_UP_CmasM
EHI_012030A,152.3819837,-0.364681507,0.654561419,-0.557138714,0.577432659,0.999901938,46,207,232,163,54.60917347,211.5120693,160.0246852,183.3820066,0.01,UP_pEhEx_DOWN_CmasM
EHI_012050A,15.52340449,0.105072936,0.809729625,0.129762988,0.896753947,0.999901938,15,14,19,15,17.80733917,14.3051641,13.10546991,16.87564478,0.01,DOWN_pEhEx_UP_CmasM
EHI_012060A,526.0023925,0.102458375,0.390375078,0.262461361,0.792965771,0.999901938,474,515,630,516,562.7119179,526.2256796,434.5497918,580.5221805,0.01,DOWN_pEhEx_UP_CmasM
EHI_012080A,30.09926439,-0.021956002,0.638097216,-0.034408553,0.972551363,0.999901938,21,34,44,27,24.93027484,34.74111283,30.34950927,30.37616061,0.01,UP_pEhEx_DOWN_CmasM
EHI_012170A,130.8502355,0.019023677,0.437023598,0.043530091,0.965278978,0.999901938,105,136,207,104,124.6513742,138.9644513,142.7806459,117.0044705,0.01,DOWN_pEhEx_UP_CmasM
EHI_012200A,9.390944495,0.3026642,1.016483103,0.297756253,0.765889206,0.999901938,9,10,16,5,10.6844035,10.21797436,11.03618519,5.625214927,0.01,DOWN_pEhEx_UP_CmasM
EHI_012230A,17.51793837,0.439152924,0.775452675,0.56631815,0.571177525,0.999901938,16,21,25,11,18.99449512,21.45774616,17.24403936,12.37547284,0.01,DOWN_pEhEx_UP_CmasM
EHI_012240A,644.5876693,0.218420607,0.37646522,0.580188011,0.561787837,0.999901938,650,602,881,519,771.6513642,615.1220565,607.679947,583.8973094,0.01,DOWN_pEhEx_UP_CmasM
EHI_012250A,65.34244385,-0.223414137,0.53641675,-0.416493588,0.677048858,0.999901938,58,51,122,50,68.85504481,52.11166924,84.15091207,56.25214927,0.01,UP_pEhEx_DOWN_CmasM
EHI_012260A,15.48326104,1.175899996,0.85501701,1.375294273,0.169040231,0.999901938,13,27,16,7,15.43302728,27.58853077,11.03618519,7.875300898,0.01,DOWN_pEhEx_UP_CmasM
EHI_012270A,1972.086793,-0.461983116,0.463125531,-0.997533252,0.318505742,0.999901938,938,2157,3066,2183,1113.552276,2204.01707,2114.808987,2455.968837,0.01,UP_pEhEx_DOWN_CmasM
EHI_012280A,40.45251956,0.466861698,0.617989248,0.755452784,0.449977353,0.999901938,45,40,62,22,53.42201752,40.87189744,42.76521761,24.75094568,0.01,DOWN_pEhEx_UP_CmasM
EHI_012290A,10.02447769,-0.018080075,0.962878574,-0.018777108,0.985018916,0.999901938,9,9,13,10,10.6844035,9.196176925,8.966900467,11.25042985,0.01,UP_pEhEx_DOWN_CmasM
EHI_012310A,9.924123627,0.400660704,1.038381609,0.385851117,0.699606935,0.999901938,8,13,18,4,9.49724756,13.28336667,12.41570834,4.500171942,0.01,DOWN_pEhEx_UP_CmasM
EHI_012330A,38.73385141,-0.475288179,0.663759315,-0.716055004,0.473957386,0.999901938,19,41,48,51,22.55596295,41.89369488,33.10855557,57.37719226,0.01,UP_pEhEx_DOWN_CmasM
EHI_012340A,111.7995748,-0.630847245,0.509897307,-1.237204505,0.216011169,0.999901938,52,111,184,129,61.73210914,113.4195154,126.9161297,145.1305451,0.01,UP_pEhEx_DOWN_CmasM
EHI_012350A,60.64487657,-0.633099419,0.624819168,-1.013252236,0.310939696,0.999901938,23,66,92,75,27.30458673,67.43863078,63.45806484,84.37822391,0.01,UP_pEhEx_DOWN_CmasM
EHI_012360A,26047.41512,0.349413472,0.403872251,0.865158404,0.386951852,0.999901938,29242,23153,29044,22918,34714.81414,23657.67604,20033.43517,25783.73514,0.01,DOWN_pEhEx_UP_CmasM
EHI_012390A,263.086792,0.408337665,0.419660075,0.973020044,0.33054334,0.999901938,289,252,363,179,343.0880681,257.4929539,250.3834515,201.3826944,0.01,DOWN_pEhEx_UP_CmasM
EHI_012400A,72.74577039,0.804051539,0.571864301,1.406018065,0.15971876,0.999901938,102,63,91,38,121.0899064,64.37323847,62.76830327,42.75163345,0.01,DOWN_pEhEx_UP_CmasM
EHI_012470A,17.38309959,-0.183952572,0.780566881,-0.235665356,0.813692355,0.999901938,11,19,26,17,13.05871539,19.41415129,17.93380093,19.12573075,0.01,UP_pEhEx_DOWN_CmasM
EHI_012480A,5160.091204,-0.359515668,0.353815993,-1.016109149,0.309577413,0.999901938,4135,4044,8392,5165,4908.889832,4132.148831,5788.479132,5810.84702,0.01,UP_pEhEx_DOWN_CmasM
EHI_012490A,105.0888585,-0.181507363,0.544915481,-0.333092689,0.739064318,0.999901938,54,130,182,87,64.10642103,132.8336667,125.5366065,97.87873973,0.01,UP_pEhEx_DOWN_CmasM
EHI_012500A,22.13259097,0.127927225,0.709378575,0.18033703,0.856887986,0.999901938,21,21,35,16,24.93027484,21.45774616,24.1416551,18.00068777,0.01,DOWN_pEhEx_UP_CmasM
EHI_012580A,12.67331809,0.73541459,0.88201102,0.833792973,0.404397656,0.999901938,13,16,16,7,15.43302728,16.34875898,11.03618519,7.875300898,0.01,DOWN_pEhEx_UP_CmasM
EHI_012590A,70.73095544,0.521290151,0.500004787,1.042570321,0.297147341,0.999901938,77,74,93,46,91.41100776,75.61301027,64.14782641,51.75197733,0.01,DOWN_pEhEx_UP_CmasM
EHI_012600A,121.5125151,-0.309515087,0.522282119,-0.592620493,0.553435161,0.999901938,62,140,172,134,73.60366859,143.051641,118.6389908,150.75576,0.01,UP_pEhEx_DOWN_CmasM
EHI_012720A,504.3095478,0.126893719,0.399238109,0.317839695,0.750606539,0.999901938,516,431,664,450,612.5724676,440.3946949,458.0016854,506.2693434,0.01,DOWN_pEhEx_UP_CmasM
EHI_012930A,27.69354637,-0.482955628,0.657906539,-0.734079386,0.462900356,0.999901938,19,23,40,33,22.55596295,23.50134103,27.59046297,37.12641852,0.01,UP_pEhEx_DOWN_CmasM
EHI_012980A,468.4480331,-0.420348979,0.424239183,-0.990830162,0.321768518,0.999901938,326,405,603,584,387.0128381,413.8279616,415.9262293,657.0251035,0.01,UP_pEhEx_DOWN_CmasM
EHI_013000A,59.10592625,-0.903869484,0.542722043,-1.665437208,0.095825561,0.999901938,33,42,90,82,39.17614618,42.91549231,62.07854169,92.25352481,0.01,UP_pEhEx_DOWN_CmasM
EHI_013030A,30.42678014,0.077502612,0.623020965,0.124398081,0.901000093,0.999901938,26,31,45,25,30.86605457,31.67572052,31.03927085,28.12607464,0.01,DOWN_pEhEx_UP_CmasM
EHI_013040A,39.08295099,-0.092153408,0.610499217,-0.150947627,0.88001703,0.999901938,39,29,66,31,46.29908185,29.63212565,45.52426391,34.87633255,0.01,UP_pEhEx_DOWN_CmasM
EHI_013050A,141.3462118,-0.10916523,0.424787417,-0.256987909,0.797188107,0.999901938,106,143,215,129,125.8385302,146.1170334,148.2987385,145.1305451,0.01,UP_pEhEx_DOWN_CmasM
EHI_013070A,13.02408345,1.103613558,0.879729406,1.254492063,0.209663209,0.999901938,17,15,11,8,20.18165106,15.32696154,7.587377318,9.000343883,0.01,DOWN_pEhEx_UP_CmasM
EHI_013080A,19.94067177,0.692395761,0.741927001,0.933239739,0.350696201,0.999901938,21,24,26,11,24.93027484,24.52313847,17.93380093,12.37547284,0.01,DOWN_pEhEx_UP_CmasM
EHI_013110A,10.37547116,-0.37074587,1.041445303,-0.355991687,0.721846791,0.999901938,5,12,24,6,5.935779725,12.26156923,16.55427778,6.750257913,0.01,UP_pEhEx_DOWN_CmasM
EHI_013120A,43.32492242,0.450714611,0.578030572,0.779741822,0.435542857,0.999901938,41,50,43,39,48.67339374,51.0898718,29.6597477,43.87667643,0.01,DOWN_pEhEx_UP_CmasM
EHI_013160A,20.88939374,0.472417656,0.777953562,0.607256884,0.543680447,0.999901938,28,15,23,17,33.24036646,15.32696154,15.86451621,19.12573075,0.01,DOWN_pEhEx_UP_CmasM
EHI_013170A,688.2140555,0.601959158,0.445014239,1.352673926,0.176159824,0.999901938,716,793,1018,347,850.0036566,810.2853668,702.1772827,390.3899159,0.01,DOWN_pEhEx_UP_CmasM
EHI_013180A,74.29101546,-0.009044492,0.51540029,-0.01754848,0.985999057,0.999901938,49,88,115,62,58.1706413,89.91817437,79.32258105,69.7526651,0.01,UP_pEhEx_DOWN_CmasM
EHI_013190A,8.764473251,0.410504009,1.084361377,0.378567531,0.705009037,0.999901938,11,7,15,4,13.05871539,7.152582052,10.34642362,4.500171942,0.01,DOWN_pEhEx_UP_CmasM
EHI_013200A,10.83964255,0.26807438,1.059632959,0.252987959,0.800277518,0.999901938,15,6,20,5,17.80733917,6.130784616,13.79523149,5.625214927,0.01,DOWN_pEhEx_UP_CmasM
EHI_013260A,568.3644888,0.610605828,0.426674751,1.431080295,0.152407204,0.999901938,704,527,723,356,835.7577853,538.4872488,498.6976183,400.5153028,0.01,DOWN_pEhEx_UP_CmasM
EHI_013330A,38.68447951,0.123303561,0.636745898,0.193646415,0.846452752,0.999901938,23,52,49,36,27.30458673,53.13346667,33.79831714,40.50154748,0.01,DOWN_pEhEx_UP_CmasM
EHI_013550A,87.86561659,-0.043929258,0.622173196,-0.070606156,0.943711211,0.999901938,73,84,67,118,86.66238398,85.83098463,46.21402548,132.7550723,0.01,UP_pEhEx_DOWN_CmasM
EHI_013650A,111.3833389,-0.099926238,0.455629736,-0.219314568,0.826405015,0.999901938,103,91,174,98,122.2770623,92.98356668,120.0185139,110.2542126,0.01,UP_pEhEx_DOWN_CmasM
EHI_013760A,42.92885401,0.660182688,0.590754637,1.117524345,0.263770196,0.999901938,38,59,57,24,45.11192591,60.28604873,39.31640974,27.00103165,0.01,DOWN_pEhEx_UP_CmasM
EHI_013870A,44.55075575,-0.129484452,0.557650086,-0.232196597,0.816385321,0.999901938,32,46,65,43,37.98899024,47.00268206,44.83450233,48.37684837,0.01,UP_pEhEx_DOWN_CmasM
EHI_013890A,10487.97172,0.394130696,0.395749253,0.995910144,0.319293806,0.999901938,11747,9667,11585,9011,13945.52089,9877.715814,7990.887839,10137.76234,0.01,DOWN_pEhEx_UP_CmasM
EHI_013895A,11741.39082,0.226059997,0.476854364,0.47406507,0.635453506,0.999901938,12520,10232,10547,12775,14863.19243,10455.03137,7274.915325,14372.42414,0.01,DOWN_pEhEx_UP_CmasM
EHI_013910A,852.1767229,-0.250730808,0.463609395,-0.540823398,0.588629314,0.999901938,445,1006,1252,879,528.2843955,1027.928221,863.5814911,988.9127842,0.01,UP_pEhEx_DOWN_CmasM
EHI_013920A,103.3097762,-0.387996563,0.472697043,-0.820814449,0.411751967,0.999901938,67,97,146,119,79.53944831,99.1143513,100.7051899,133.8801153,0.01,UP_pEhEx_DOWN_CmasM
EHI_013930A,20.98807356,0.115832471,0.723577139,0.1600831,0.872815614,0.999901938,16,24,26,20,18.99449512,24.52313847,17.93380093,22.50085971,0.01,DOWN_pEhEx_UP_CmasM
EHI_013940A,12.4433504,0.472092872,0.899815209,0.524655359,0.599822795,0.999901938,15,11,17,8,17.80733917,11.2397718,11.72594676,9.000343883,0.01,DOWN_pEhEx_UP_CmasM
EHI_013950A,67.81968654,0.208433625,0.5363564,0.388610307,0.697564441,0.999901938,76,54,83,61,90.22385182,55.17706155,57.25021067,68.62762211,0.01,DOWN_pEhEx_UP_CmasM
EHI_013960A,22.87430389,0.948553067,0.71205789,1.332129144,0.182817755,0.999901938,26,29,27,11,30.86605457,29.63212565,18.62356251,12.37547284,0.01,DOWN_pEhEx_UP_CmasM
EHI_014000A,164.1628792,0.636326218,0.542127819,1.173756807,0.240492449,0.999901938,127,244,248,76,150.768805,249.3185744,171.0608704,85.50326689,0.01,DOWN_pEhEx_UP_CmasM
EHI_014010A,57.44439672,0.580577564,0.520414478,1.115606097,0.264590781,0.999901938,53,73,62,44,62.91926508,74.59121283,42.76521761,49.50189136,0.01,DOWN_pEhEx_UP_CmasM
EHI_014030A,680.9025618,0.137683321,0.425034041,0.32393481,0.745987389,0.999901938,722,558,1072,495,857.1265923,570.1629693,739.4244077,556.8962778,0.01,DOWN_pEhEx_UP_CmasM
EHI_014050A,10.81277647,0.056882495,0.92925794,0.061212816,0.951189723,0.999901938,10,10,16,9,11.87155945,10.21797436,11.03618519,10.12538687,0.01,DOWN_pEhEx_UP_CmasM
EHI_014060A,70.5805079,-0.083583251,0.524514018,-0.159353702,0.873390213,0.999901938,52,74,127,51,61.73210914,75.61301027,87.59971994,57.37719226,0.01,UP_pEhEx_DOWN_CmasM
EHI_014070A,13.15421502,0.868568908,0.94966648,0.914604154,0.360399477,0.999901938,16,15,20,4,18.99449512,15.32696154,13.79523149,4.500171942,0.01,DOWN_pEhEx_UP_CmasM
EHI_014080A,11.50639873,-0.13406921,0.904525084,-0.148220556,0.88216871,0.999901938,9,11,17,11,10.6844035,11.2397718,11.72594676,12.37547284,0.01,UP_pEhEx_DOWN_CmasM
EHI_014100A,7.037715712,0.305966277,1.129402682,0.27090982,0.786460392,0.999901938,8,6,10,5,9.49724756,6.130784616,6.897615744,5.625214927,0.01,DOWN_pEhEx_UP_CmasM
EHI_014110A,8577.532346,-0.837723832,1.378622853,-0.607652652,0.543417872,0.999901938,902,10999,13354,11368,1070.814662,11238.75,9211.076064,12789.48866,0.01,UP_pEhEx_DOWN_CmasM
EHI_014120A,13.01241703,-0.824222663,0.88962789,-0.926480242,0.35419646,0.999901938,8,9,19,18,9.49724756,9.196176925,13.10546991,20.25077374,0.01,UP_pEhEx_DOWN_CmasM
EHI_014160A,88.68797305,0.677487948,0.532021219,1.273422796,0.202868052,0.999901938,81,120,127,43,96.15963154,122.6156923,87.59971994,48.37684837,0.01,DOWN_pEhEx_UP_CmasM
EHI_014190A,60.38760808,0.22167582,0.578126889,0.383438003,0.70139503,0.999901938,37,84,74,54,43.92476996,85.83098463,51.0423565,60.75232121,0.01,DOWN_pEhEx_UP_CmasM
EHI_014200A,78.54443244,-0.229426546,0.560590372,-0.409258806,0.682349743,0.999901938,40,95,135,68,47.4862378,97.07075643,93.11781254,76.50292301,0.01,UP_pEhEx_DOWN_CmasM
EHI_014220A,18.95327583,-1.147854679,0.810293551,-1.416591157,0.156602495,0.999901938,6,16,40,22,7.12293567,16.34875898,27.59046297,24.75094568,0.01,UP_pEhEx_DOWN_CmasM
EHI_014230A,11.22236916,-0.990145555,1.091545196,-0.907104496,0.364351541,0.999901938,3,11,11,20,3.561467835,11.2397718,7.587377318,22.50085971,0.01,UP_pEhEx_DOWN_CmasM
EHI_014240A,90.899571,0.532872554,0.471911336,1.12917939,0.258822166,0.999901938,91,105,122,57,108.031191,107.2887308,84.15091207,64.12745017,0.01,DOWN_pEhEx_UP_CmasM
EHI_014260.mRNA,23.03966354,-0.035261989,0.711876022,-0.049533891,0.960493829,0.999901938,23,18,38,18,27.30458673,18.39235385,26.21093983,20.25077374,0.01,UP_pEhEx_DOWN_CmasM
EHI_014320A,29.80429339,-1.090210305,0.664064597,-1.641723276,0.100647366,0.999901938,13,22,51,41,15.43302728,22.47954359,35.17784029,46.1267624,0.01,UP_pEhEx_DOWN_CmasM
EHI_014340A,21.47014786,-0.156421396,0.705484121,-0.221722065,0.824530252,0.999901938,17,20,33,20,20.18165106,20.43594872,22.76213195,22.50085971,0.01,UP_pEhEx_DOWN_CmasM
EHI_014370A,7.763571821,-0.602364876,1.106550704,-0.544362652,0.586191941,0.999901938,7,4,14,8,8.310091615,4.087189744,9.656662041,9.000343883,0.01,UP_pEhEx_DOWN_CmasM
EHI_015220A,19.75183554,1.065011873,0.755026216,1.410562773,0.158373575,0.999901938,26,22,16,13,30.86605457,22.47954359,11.03618519,14.62555881,0.01,DOWN_pEhEx_UP_CmasM
EHI_015230A,35.22661148,0.276814602,0.653156441,0.423810569,0.67170397,0.999901938,39,30,34,36,46.29908185,30.65392308,23.45189353,40.50154748,0.01,DOWN_pEhEx_UP_CmasM
EHI_015300A,71.59865013,-0.411877991,0.483868835,-0.851218268,0.394648117,0.999901938,51,61,118,73,60.54495319,62.3296436,81.39186577,82.12813794,0.01,UP_pEhEx_DOWN_CmasM
EHI_015330A,14.63559931,-0.265932385,0.831742047,-0.319729399,0.749173472,0.999901938,13,11,25,13,15.43302728,11.2397718,17.24403936,14.62555881,0.01,UP_pEhEx_DOWN_CmasM
EHI_015360A,17.48000704,1.068333249,0.866625762,1.232750394,0.217668904,0.999901938,23,20,24,5,27.30458673,20.43594872,16.55427778,5.625214927,0.01,DOWN_pEhEx_UP_CmasM
EHI_015370A,8.733746482,0.16469632,1.02716207,0.160341123,0.872612366,0.999901938,7,10,14,6,8.310091615,10.21797436,9.656662041,6.750257913,0.01,DOWN_pEhEx_UP_CmasM
EHI_015380A,1856.464478,0.156267181,0.363083857,0.430388677,0.666912931,0.999901938,1820,1716,2604,1525,2160.62382,1753.4044,1796.13914,1715.690553,0.01,DOWN_pEhEx_UP_CmasM
EHI_015410A,7.752111303,0.83341338,1.12397786,0.741485584,0.458399069,0.999901938,10,8,11,3,11.87155945,8.174379488,7.587377318,3.375128956,0.01,DOWN_pEhEx_UP_CmasM
EHI_015420A,33.62868661,0.090500413,0.638968617,0.141635145,0.887368205,0.999901938,37,25,47,29,43.92476996,25.5449359,32.41879399,32.62624658,0.01,DOWN_pEhEx_UP_CmasM
EHI_015430A,9.975538227,1.124678272,0.994747574,1.130616752,0.258216433,0.999901938,10,15,7,7,11.87155945,15.32696154,4.82833102,7.875300898,0.01,DOWN_pEhEx_UP_CmasM
EHI_015450A,17.70615235,-0.850039934,0.983826236,-0.864014297,0.387580037,0.999901938,3,21,24,26,3.561467835,21.45774616,16.55427778,29.25111762,0.01,UP_pEhEx_DOWN_CmasM
EHI_015550A,81.65085922,0.123238444,0.472611076,0.260760805,0.794276972,0.999901938,73,82,122,64,86.66238398,83.78738976,84.15091207,72.00275107,0.01,DOWN_pEhEx_UP_CmasM
EHI_016000A,12.64901378,0.313654967,0.892415498,0.351467414,0.725237715,0.999901938,9,17,18,9,10.6844035,17.37055641,12.41570834,10.12538687,0.01,DOWN_pEhEx_UP_CmasM
EHI_016120A,21.64494186,0.128486097,0.703951659,0.182521193,0.855173724,0.999901938,20,21,29,19,23.7431189,21.45774616,20.00308566,21.37581672,0.01,DOWN_pEhEx_UP_CmasM
EHI_016130A,1531.827995,0.526808616,0.398253611,1.322796835,0.18590295,0.999901938,1823,1422,1889,1073,2164.185288,1452.995954,1302.959614,1207.171123,0.01,DOWN_pEhEx_UP_CmasM
EHI_016140A,80.12740761,0.065603041,0.507269946,0.129325701,0.897099936,0.999901938,68,81,89,85,80.72660426,82.76559232,61.38878012,95.62865376,0.01,DOWN_pEhEx_UP_CmasM
EHI_016350A,158.4054389,-0.310670063,0.842598835,-0.368704596,0.712347923,0.999901938,27,245,152,219,32.05321051,250.3403718,104.8437593,246.3844138,0.01,UP_pEhEx_DOWN_CmasM
EHI_016360A,10.99229875,-0.071417371,0.960141742,-0.074382112,0.940706342,0.999901938,6,14,18,9,7.12293567,14.3051641,12.41570834,10.12538687,0.01,UP_pEhEx_DOWN_CmasM
EHI_016390A,10.29192431,0.323696967,0.954143928,0.339253815,0.734418532,0.999901938,9,12,15,7,10.6844035,12.26156923,10.34642362,7.875300898,0.01,DOWN_pEhEx_UP_CmasM
EHI_016400A,16.78952162,-0.291351648,0.808603217,-0.360314728,0.718611787,0.999901938,9,19,26,17,10.6844035,19.41415129,17.93380093,19.12573075,0.01,UP_pEhEx_DOWN_CmasM
EHI_016440A,22.66294417,0.293125517,0.850988375,0.344453022,0.73050562,0.999901938,32,12,39,12,37.98899024,12.26156923,26.9007014,13.50051583,0.01,DOWN_pEhEx_UP_CmasM
EHI_016460A,149.6144159,-0.246651898,0.482396418,-0.511305409,0.609137218,0.999901938,101,150,178,180,119.9027504,153.2696154,122.7775602,202.5077374,0.01,UP_pEhEx_DOWN_CmasM
EHI_016480A,36.52345538,0.147272944,0.612783198,0.240334502,0.81007095,0.999901938,37,32,42,36,43.92476996,32.69751795,28.96998612,40.50154748,0.01,DOWN_pEhEx_UP_CmasM
EHI_017000A,435.4247734,-0.420117627,0.381693436,-1.100667675,0.27104132,0.999901938,289,393,674,473,343.0880681,401.5663924,464.8993011,532.1453321,0.01,UP_pEhEx_DOWN_CmasM
EHI_017010A,22.1631107,-0.34896713,0.718481688,-0.485700799,0.627179317,0.999901938,20,15,36,22,23.7431189,15.32696154,24.83141668,24.75094568,0.01,UP_pEhEx_DOWN_CmasM
EHI_017020A,5.964295501,0.367732995,1.267662896,0.290087369,0.771749398,0.999901938,8,4,10,3,9.49724756,4.087189744,6.897615744,3.375128956,0.01,DOWN_pEhEx_UP_CmasM
EHI_017050A,24.7137436,-0.003928038,0.67320192,-0.005834859,0.995344482,0.999901938,21,24,39,20,24.93027484,24.52313847,26.9007014,22.50085971,0.01,UP_pEhEx_DOWN_CmasM
EHI_017150A,23.94483375,0.025601612,0.67767673,0.037778503,0.969864284,0.999901938,20,24,33,22,23.7431189,24.52313847,22.76213195,24.75094568,0.01,DOWN_pEhEx_UP_CmasM
EHI_017560A,542.0795137,0.332190305,0.36699492,0.905163223,0.365378922,0.999901938,512,588,734,403,607.8238438,600.8168924,506.2849956,453.3923231,0.01,DOWN_pEhEx_UP_CmasM
EHI_017580A,7.736912774,0.762701865,1.093738644,0.697334659,0.485593383,0.999901938,7,11,10,4,8.310091615,11.2397718,6.897615744,4.500171942,0.01,DOWN_pEhEx_UP_CmasM
EHI_017590A,28.48411595,0.309275745,0.739657837,0.418133533,0.675849489,0.999901938,18,41,49,15,21.36880701,41.89369488,33.79831714,16.87564478,0.01,DOWN_pEhEx_UP_CmasM
EHI_017600A,49.89169847,0.192952717,0.578979664,0.333263376,0.738935483,0.999901938,40,58,84,31,47.4862378,59.26425129,57.93997225,34.87633255,0.01,DOWN_pEhEx_UP_CmasM
EHI_017620A,11.71854899,1.524242354,1.336758815,1.140252331,0.254181191,0.999901938,21,10,17,0,24.93027484,10.21797436,11.72594676,0,0.01,DOWN_pEhEx_UP_CmasM
EHI_017630A,20.87900899,0.176879396,0.809210816,0.21858259,0.826975216,0.999901938,23,17,40,10,27.30458673,17.37055641,27.59046297,11.25042985,0.01,DOWN_pEhEx_UP_CmasM
EHI_017640A,17.8248234,-0.32923187,0.911483524,-0.361204411,0.717946645,0.999901938,5,25,30,17,5.935779725,25.5449359,20.69284723,19.12573075,0.01,UP_pEhEx_DOWN_CmasM
EHI_017650A,8.802404578,-0.777121462,1.043099978,-0.745011484,0.456264778,0.999901938,4,8,16,10,4.74862378,8.174379488,11.03618519,11.25042985,0.01,UP_pEhEx_DOWN_CmasM
EHI_017700A,22464.97611,0.423282142,0.344571014,1.228432238,0.219284752,0.999901938,22439,24306,28733,16503,26638.59225,24835.80848,19818.91932,18566.58439,0.01,DOWN_pEhEx_UP_CmasM
EHI_017720A,1206.218112,0.56134024,0.362487426,1.548578512,0.121483075,0.999901938,1309,1294,1473,829,1553.987132,1322.205882,1016.018799,932.6606349,0.01,DOWN_pEhEx_UP_CmasM
EHI_017730A,31.25652015,0.404701106,0.649164057,0.623418844,0.533009318,0.999901938,34,30,31,29,40.36330213,30.65392308,21.3826088,32.62624658,0.01,DOWN_pEhEx_UP_CmasM
EHI_017740A,10.50012953,-0.280434332,0.959537101,-0.29226002,0.770087825,0.999901938,10,7,17,10,11.87155945,7.152582052,11.72594676,11.25042985,0.01,UP_pEhEx_DOWN_CmasM
EHI_018610A,49.01460661,0.693740227,0.548594,1.264578588,0.206022433,0.999901938,48,63,61,29,56.98348536,64.37323847,42.07545604,32.62624658,0.01,DOWN_pEhEx_UP_CmasM
EHI_018960A,7.70843801,0.171822971,4.591617519,0.037421011,0.97014932,0.999901938,0,16,21,0,0,16.34875898,14.48499306,0,0.01,DOWN_pEhEx_UP_CmasM
EHI_019060A,54.38454204,0.822284898,0.586497544,1.402026158,0.160907436,0.999901938,65,61,74,24,77.16513642,62.3296436,51.0423565,27.00103165,0.01,DOWN_pEhEx_UP_CmasM
EHI_019080A,7.592968219,-1.371882564,1.237402658,-1.108679179,0.267568607,0.999901938,1,7,14,11,1.187155945,7.152582052,9.656662041,12.37547284,0.01,UP_pEhEx_DOWN_CmasM
