"","GenId","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","EhMyb10_1","EhMyb10_2","pEhEx_1","pEhEx_2","EhMyb10_1.1","EhMyb10_2.1","pEhEx_1.1","pEhEx_2.1","Certeza","DE"
"1395","EHI_065640A",20.19709728,-0.789573755,0.762048271,-1.036120394,0.300145979,0.986766317,11,17,29,26,11.67445976,17.80242192,20.71983477,30.59167267,1.32,"UP_pEhEx_DOWN_EhMyb10"
"1396","EHI_105170A",19.20696446,0.908456391,0.874988818,1.038249143,0.299154079,0.986766317,15,33,27,6,15.91971786,34.55764255,19.29088065,7.059616769,1.32,"DOWN_pEhEx_UP_EhMyb10"
"1397","EHI_143120A",13.75166597,-0.944853099,0.909573419,-1.038787061,0.29890378,0.986766317,7,11,34,10,7.429201667,11.51921418,24.29222007,11.76602795,1.32,"UP_pEhEx_DOWN_EhMyb10"
"1398","EHI_165790A",172.9831369,0.482475617,0.465698033,1.036026744,0.300189666,0.986766317,149,234,195,127,158.1358641,245.0451017,139.3230269,149.4285549,1.32,"DOWN_pEhEx_UP_EhMyb10"
"1399","EHI_167080A",3049.866457,0.501821109,0.483022139,1.03891948,0.298842186,0.986766317,3005,3783,4708,1432,3189.250144,3961.562478,3363.758003,1684.895202,1.32,"DOWN_pEhEx_UP_EhMyb10"
"1400","EHI_189290A",69.62278231,0.523664905,0.505181856,1.036586923,0.299928411,0.986766317,70,86,84,46,74.29201667,90.05931089,60.01607312,54.12372856,1.32,"DOWN_pEhEx_UP_EhMyb10"
"1401","EHI_009680A",26209.10499,0.399406272,0.386012168,1.034698658,0.300809663,0.98809855,25310,31289,28526,21101,26861.8706,32765.88115,20381.17264,24827.49557,1.19,"DOWN_pEhEx_UP_EhMyb10"
"1402","EHI_015300A",72.31345447,-0.515182036,0.498521105,-1.033420714,0.301407057,0.989354691,51,62,118,73,54.12704072,64.92647995,84.3082932,85.89200402,1.06,"UP_pEhEx_DOWN_EhMyb10"
"1403","EHI_153080A",11686.35897,-0.453746202,0.439518601,-1.032370873,0.301898412,0.990261219,11485,7198,16516,12934,12189.19731,7537.754882,11800.30314,15218.18055,0.97,"UP_pEhEx_DOWN_EhMyb10"
"1404","EHI_092620A",178.4567504,-0.451145866,0.437205937,-1.031884126,0.302126403,0.990303211,158,128,310,162,167.6876948,134.0417651,221.4878889,190.6096528,0.97,"UP_pEhEx_DOWN_EhMyb10"
"1405","EHI_004900A",49.03949119,0.612556051,0.593946139,1.031332659,0.302384848,0.99044489,62,50,40,42,65.80150048,52.36006447,28.57908244,49.41731738,0.96,"DOWN_pEhEx_UP_EhMyb10"
"1406","EHI_027750A",8.01958703,1.120527788,1.087018984,1.030826328,0.302622269,0.990517556,9,12,9,3,9.551830714,12.56641547,6.430293549,3.529808384,0.95,"DOWN_pEhEx_UP_EhMyb10"
"1407","EHI_169080A",10.16565375,1.015883536,0.987192543,1.029063219,0.303449969,0.991815877,11,15,12,4,11.67445976,15.70801934,8.573724732,4.706411179,0.82,"DOWN_pEhEx_UP_EhMyb10"
"1408","EHI_171070A",89.55737566,0.516323834,0.501620127,1.029312434,0.303332882,0.991815877,82,118,93,69,87.02779095,123.5697522,66.44636667,81.18559284,0.82,"DOWN_pEhEx_UP_EhMyb10"
"1409","EHI_169340A",28.60889751,-0.730948995,0.711542522,-1.027273807,0.304291553,0.993860699,13,28,57,26,13.79708881,29.32163611,40.72519248,30.59167267,0.61,"UP_pEhEx_DOWN_EhMyb10"
"1410","EHI_000590A",12310.15882,0.359336933,0.369957309,0.971292967,0.33140241,0.994205567,12628,13625,13989,9838,13402.27981,14268.11757,9994.819606,11575.4183,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1411","EHI_000900A",24.07565851,-0.739168064,0.750058402,-0.985480681,0.324388016,0.994205567,16,18,27,35,16.98103238,18.84962321,19.29088065,41.18109782,0.58,"UP_pEhEx_DOWN_EhMyb10"
"1412","EHI_001800A",8.483687456,1.248470247,1.229552245,1.01538609,0.309921821,0.994205567,7,16,12,1,7.429201667,16.75522063,8.573724732,1.176602795,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1413","EHI_001950A",240.7991535,-0.445799086,0.469691547,-0.949131591,0.342553689,0.994205567,236,150,338,267,250.4702276,157.0801934,241.4932466,314.1529462,0.58,"UP_pEhEx_DOWN_EhMyb10"
"1414","EHI_004610A",95.5864975,-0.468344709,0.475824978,-0.98427937,0.32497817,0.994205567,73,79,138,105,77.47596024,82.72890187,98.59783442,123.5432935,0.58,"UP_pEhEx_DOWN_EhMyb10"
"1415","EHI_006020A",12.32481639,1.0618434,1.057886459,1.003740422,0.315503748,0.994205567,8,24,17,3,8.490516191,25.13283095,12.14611004,3.529808384,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1416","EHI_006670A",2061.302987,0.35591985,0.378047616,0.94146831,0.346464921,0.994205567,2015,2378,2682,1445,2138.548766,2490.244666,1916.227478,1700.191039,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1417","EHI_007350A",6476.654142,0.411282652,0.402646096,1.021449496,0.307041525,0.994205567,5755,8288,7372,4974,6107.865085,8679.204287,5267.124894,5852.422301,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1418","EHI_009020A",14.86041272,0.803048969,0.851007544,0.943644947,0.345351116,0.994205567,13,23,17,8,13.79708881,24.08562966,12.14611004,9.412822359,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1419","EHI_009950A",15.3073973,-0.811499247,0.850926732,-0.95366524,0.34025312,0.994205567,14,7,25,18,14.85840333,7.330409026,17.86192652,21.17885031,0.58,"UP_pEhEx_DOWN_EhMyb10"
"1420","EHI_010730A",130.0552902,0.438224487,0.43957032,0.9969383,0.31879446,0.994205567,137,147,156,93,145.4000898,153.9385896,111.4584215,109.4240599,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1421","EHI_011390A",135.5479387,-0.505189604,0.527891184,-0.956995721,0.338569415,0.994205567,140,72,200,149,148.5840333,75.39849284,142.8954122,175.3138164,0.58,"UP_pEhEx_DOWN_EhMyb10"
"1422","EHI_012360A",27497.69007,0.384166259,0.383159144,1.002628449,0.316040164,0.994205567,29619,29449,29044,22918,31435.07488,30839.03077,20751.27176,26965.38285,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1423","EHI_012400A",66.94205303,0.518305983,0.530388433,0.977219619,0.328460437,0.994205567,68,82,91,38,72.16938762,85.87050574,65.01741255,44.7109062,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1424","EHI_013890A",10927.99825,0.395457508,0.394317624,1.002890774,0.315913564,0.994205567,10471,13101,11585,9011,11113.02438,13719.38409,8277.216752,10602.36778,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1425","EHI_013950A",79.11359983,0.504179546,0.502119098,1.004103504,0.315328727,0.994205567,76,100,83,61,80.65990381,104.7201289,59.30159606,71.77277048,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1426","EHI_014240A",92.03173833,0.466965384,0.485707173,0.961413399,0.33634435,0.994205567,93,110,122,57,98.70225072,115.1921418,87.16620144,67.0663593,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1427","EHI_015230A",42.18765886,0.629338489,0.637862284,0.986636936,0.323820656,0.994205567,37,60,34,36,39.26863738,62.83207737,24.29222007,42.35770061,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1428","EHI_019080A",8.382557092,-1.111292135,1.141992,-0.973117268,0.330495023,0.994205567,8,2,14,11,8.490516191,2.094402579,10.00267885,12.94263074,0.58,"UP_pEhEx_DOWN_EhMyb10"
"1429","EHI_019610A",11.20741135,0.944194257,0.962385696,0.981097559,0.326544634,0.994205567,9,19,10,7,9.551830714,19.8968245,7.14477061,8.236219564,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1430","EHI_020310A",5792.680532,0.348996035,0.367108517,0.950661777,0.341776097,0.994205567,6086,6227,7554,4074,6459.160192,6520.92243,5397.159719,4793.479786,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1431","EHI_022900A",26.1228545,2.55664569,2.66292995,0.960087474,0.337011192,0.994205567,13,72,0,13,13.79708881,75.39849284,0,15.29583633,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1432","EHI_022950A",693.0663094,0.354854739,0.377290755,0.940533881,0.346943779,0.994205567,713,763,848,519,756.7172555,799.0145839,605.8765477,610.6568505,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1433","EHI_023030A",12.07360099,1.014127088,1.007806775,1.006271354,0.314285056,0.994205567,11,20,17,3,11.67445976,20.94402579,12.14611004,3.529808384,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1434","EHI_023080A",87.36485756,-0.535655291,0.542746614,-0.986934375,0.323674811,0.994205567,88,47,138,92,93.3956781,49.21846061,98.59783442,108.2474571,0.58,"UP_pEhEx_DOWN_EhMyb10"
"1435","EHI_023240A",60.50935586,0.550418093,0.578686647,0.9511505,0.341527982,0.994205567,61,76,89,29,64.74018595,79.587298,63.58845843,34.12148105,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1436","EHI_025290A",1466.014337,0.423943428,0.435578357,0.973288552,0.330409911,0.994205567,1558,1630,2185,801,1653.528028,1706.938102,1561.132378,942.4588386,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1437","EHI_027720A",89.46630326,0.467621495,0.472525347,0.989622034,0.322358896,0.994205567,103,94,108,62,109.315396,98.43692121,77.16352259,72.94937328,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1438","EHI_029550A",11.84409174,0.860735913,0.895496176,0.961183237,0.336460043,0.994205567,14,15,12,7,14.85840333,15.70801934,8.573724732,8.236219564,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1439","EHI_030460A",10.26348434,1.033355778,1.022612027,1.010506185,0.312252838,0.994205567,9,17,6,8,9.551830714,17.80242192,4.286862366,9.412822359,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1440","EHI_030800A",44629.73068,0.457513651,0.474259664,0.964690204,0.334700003,0.994205567,37371,60764,39539,39924,39662.38507,63632.13915,28249.70851,46974.68998,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1441","EHI_030900A",11.59322349,-0.936695276,0.980977758,-0.954858832,0.339649091,0.994205567,11,4,18,15,11.67445976,4.188805158,12.8605871,17.64904192,0.58,"UP_pEhEx_DOWN_EhMyb10"
"1442","EHI_031740A",15.0495576,0.786774998,0.822551721,0.956505199,0.338817059,0.994205567,19,17,13,11,20.16497595,17.80242192,9.288201793,12.94263074,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1443","EHI_035710A",22.9703361,-0.70738945,0.728209336,-0.971409476,0.331344412,0.994205567,21,12,37,26,22.287605,12.56641547,26.43565126,30.59167267,0.58,"UP_pEhEx_DOWN_EhMyb10"
"1444","EHI_038570A",12.82581282,0.903040496,0.934038197,0.96681324,0.333637405,0.994205567,16,16,18,4,16.98103238,16.75522063,12.8605871,4.706411179,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1445","EHI_038860A",77458.80558,0.363303498,0.383052871,0.948442174,0.342904398,0.994205567,80600,84777,82537,65055,85541.95062,88778.58372,58970.79318,76543.89482,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1446","EHI_040300A",188.5699242,0.42747378,0.445525485,0.959482218,0.337315874,0.994205567,184,227,257,117,195.2818724,237.7146927,183.6206047,137.662527,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1447","EHI_040810A",16.97883797,-0.752398257,0.77753277,-0.967674014,0.3332072,0.994205567,12,12,30,18,12.73577429,12.56641547,21.43431183,21.17885031,0.58,"UP_pEhEx_DOWN_EhMyb10"
"1448","EHI_042140A",32.08818363,-0.655556187,0.690860226,-0.948898435,0.342672271,0.994205567,30,17,41,42,31.83943571,17.80242192,29.2935595,49.41731738,0.58,"UP_pEhEx_DOWN_EhMyb10"
"1449","EHI_042720A",77055.65486,0.355221183,0.363610583,0.976927514,0.32860504,0.994205567,84462,79591,91671,59270,89640.74731,83347.79783,65496.82666,69737.24765,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1450","EHI_042920A",26389.86876,0.377571077,0.39071933,0.966348599,0.333869775,0.994205567,25243,31375,28446,21748,26790.76253,32855.94046,20324.01448,25588.75758,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1451","EHI_044740A",647.7092599,0.410779419,0.406469858,1.010602411,0.312206762,0.994205567,614,790,858,424,651.6471176,827.2890187,613.0213183,498.879585,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1452","EHI_045030A",12.74508345,0.932706364,0.935588387,0.996919561,0.318803556,0.994205567,11,21,16,5,11.67445976,21.99122708,11.43163298,5.883013974,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1453","EHI_045070A",43.84450931,0.619709739,0.62340513,0.994072248,0.320187695,0.994205567,34,67,49,29,36.08469381,70.16248639,35.00937599,34.12148105,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1454","EHI_045290A",247.2375238,0.423188739,0.425976662,0.99345522,0.320488163,0.994205567,233,305,316,167,247.2862841,319.3963933,225.7747513,196.4926667,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1455","EHI_045540A",339.5417109,0.537429484,0.534173714,1.006094964,0.314369891,0.994205567,252,512,292,294,267.45126,536.1670602,208.6273018,345.9212217,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1456","EHI_046670A",88.79130196,-0.47046299,0.484987401,-0.970051983,0.332020581,0.994205567,71,70,126,99,75.35333119,73.30409026,90.02410968,116.4836767,0.58,"UP_pEhEx_DOWN_EhMyb10"
"1457","EHI_049560A",10.69115515,-1.058727013,1.035144279,-1.022782074,0.306410895,0.994205567,8,5,11,18,8.490516191,5.236006447,7.859247671,21.17885031,0.58,"UP_pEhEx_DOWN_EhMyb10"
"1458","EHI_049620A",4485.417206,0.392598378,0.385586826,1.018184108,0.308590471,0.994205567,4348,5318,4920,3606,4614.59555,5569.016457,3515.22714,4242.829678,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1459","EHI_049680A",67.10592295,-0.510351706,0.505132767,-1.010331816,0.312336343,0.994205567,56,49,112,66,59.43361333,51.31286318,80.02143083,77.65578446,0.58,"UP_pEhEx_DOWN_EhMyb10"
"1460","EHI_049700A",14.86041272,0.803048969,0.851007544,0.943644947,0.345351116,0.994205567,13,23,17,8,13.79708881,24.08562966,12.14611004,9.412822359,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1461","EHI_049840A",10.23932651,0.976250907,1.017999143,0.95898991,0.337563828,0.994205567,14,12,14,3,14.85840333,12.56641547,10.00267885,3.529808384,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1462","EHI_049940A",47.11488791,-0.534082097,0.549821184,-0.971374171,0.331361986,0.994205567,37,36,77,48,39.26863738,37.69924642,55.0147337,56.47693415,0.58,"UP_pEhEx_DOWN_EhMyb10"
"1463","EHI_050760A",748.6605324,-0.359624849,0.382372605,-0.94050893,0.346956571,0.994205567,646,598,1247,673,685.6091824,626.2263711,890.9528951,791.8536809,0.58,"UP_pEhEx_DOWN_EhMyb10"
"1464","EHI_050950A",54.77068605,0.633092526,0.624268359,1.014135214,0.310518237,0.994205567,49,78,80,24,52.00441167,81.68170058,57.15816488,28.23846708,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1465","EHI_051450A",8.140909299,-1.06506154,1.06072547,-1.004087834,0.315336279,0.994205567,5,5,16,9,5.306572619,5.236006447,11.43163298,10.58942515,0.58,"UP_pEhEx_DOWN_EhMyb10"
"1466","EHI_051750A",18.46228623,0.925860987,0.91553962,1.011273534,0.31188553,0.994205567,9,37,16,12,9.551830714,38.74644771,11.43163298,14.11923354,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1467","EHI_052740A",215.3212058,-0.434810653,0.459506064,-0.946256614,0.344017716,0.994205567,211,136,365,199,223.9373645,142.4193754,260.7841273,234.1439562,0.58,"UP_pEhEx_DOWN_EhMyb10"
"1468","EHI_052780A",1491.226274,0.427567134,0.433860088,0.985495431,0.324380775,0.994205567,1732,1511,1366,1333,1838.196755,1582.321148,975.9756653,1568.411525,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1469","EHI_052860A",5905.901007,0.458748203,0.469705459,0.97667207,0.328731527,0.994205567,8108,4840,5549,5087,8605.138159,5068.454241,3964.633211,5985.378417,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1470","EHI_053440A",259.9461295,-0.410384204,0.427741172,-0.959421797,0.337346299,0.994205567,243,180,404,259,257.8994293,188.4962321,288.6487326,304.7401239,0.58,"UP_pEhEx_DOWN_EhMyb10"
"1471","EHI_054150A",37.29129216,-0.575361956,0.605020661,-0.95097902,0.341615026,0.994205567,27,30,72,32,28.65549214,31.41603868,51.44234839,37.65128943,0.58,"UP_pEhEx_DOWN_EhMyb10"
"1472","EHI_055660A",18.62653851,-0.77086788,0.770224016,-1.000835943,0.316906129,0.994205567,15,11,28,23,15.91971786,11.51921418,20.00535771,27.06186428,0.58,"UP_pEhEx_DOWN_EhMyb10"
"1473","EHI_055690A",104.138703,0.488412406,0.481664329,1.014009917,0.31057802,0.994205567,95,136,124,72,100.8248798,142.4193754,88.59515556,84.71540123,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1474","EHI_058920A",3955.104181,-0.416795122,0.433784379,-0.960834789,0.336635244,0.994205567,3922,2495,5656,4253,4162.475562,2612.767217,4041.082257,5004.091686,0.58,"UP_pEhEx_DOWN_EhMyb10"
"1475","EHI_062980A",42.70342747,0.573941285,0.583496994,0.98362338,0.325300725,0.994205567,55,42,53,26,58.37229881,43.98245416,37.86728423,30.59167267,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1476","EHI_065890A",34.82532583,0.692084986,0.693938778,0.997328594,0.318605039,0.994205567,25,57,43,19,26.5328631,59.6904735,30.72251362,22.3554531,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1477","EHI_067890A",44.2128731,0.585710476,0.582311221,1.005837523,0.314493734,0.994205567,49,52,59,24,52.00441167,54.45446705,42.1541466,28.23846708,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1478","EHI_068020A",11.29201617,-0.882684448,0.934985906,-0.944061769,0.345138084,0.994205567,9,6,18,14,9.551830714,6.283207737,12.8605871,16.47243913,0.58,"UP_pEhEx_DOWN_EhMyb10"
"1479","EHI_068060A",15.62576513,-0.86129937,0.883062992,-0.975354395,0.329384497,0.994205567,6,15,22,21,6.367887143,15.70801934,15.71849534,24.70865869,0.58,"UP_pEhEx_DOWN_EhMyb10"
"1480","EHI_068230A",930.4535076,-0.458818097,0.456364387,-1.005376646,0.314715521,0.994205567,942,542,1395,984,999.7582814,567.5830989,996.6955001,1157.77715,0.58,"UP_pEhEx_DOWN_EhMyb10"
"1481","EHI_068650A",1332.273534,0.370171818,0.36870634,1.003974646,0.315390834,0.994205567,1415,1435,1615,995,1501.760051,1502.73385,1153.880454,1170.719781,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1482","EHI_069290A",33.45724572,0.613696885,0.630951938,0.97265235,0.330726115,0.994205567,41,36,44,18,43.51389548,37.69924642,31.43699068,21.17885031,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1483","EHI_069360A",63.49033444,0.556261006,0.588192965,0.945711763,0.344295621,0.994205567,53,91,89,33,56.24966976,95.29531734,63.58845843,38.82789223,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1484","EHI_069370A",118.7907667,-0.635394012,0.636715173,-0.997925035,0.318315711,0.994205567,134,42,220,112,142.2161462,43.98245416,157.1849534,131.779513,0.58,"UP_pEhEx_DOWN_EhMyb10"
"1485","EHI_069580A",27.13350036,0.651601088,0.656164715,0.993044999,0.320688026,0.994205567,29,34,31,17,30.77812119,35.60484384,22.14878889,20.00224751,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1486","EHI_069600A",17.36376264,-0.796549002,0.829729628,-0.960010316,0.337050023,0.994205567,8,16,24,23,8.490516191,16.75522063,17.14744946,27.06186428,0.58,"UP_pEhEx_DOWN_EhMyb10"
"1487","EHI_069980A",10.72195191,-0.928717629,0.962406504,-0.964995171,0.33454723,0.994205567,5,9,18,13,5.306572619,9.424811605,12.8605871,15.29583633,0.58,"UP_pEhEx_DOWN_EhMyb10"
"1488","EHI_070750A",1138.354187,0.383404534,0.401443801,0.95506403,0.339545318,0.994205567,1245,1199,1164,973,1321.336582,1255.594346,831.651299,1144.834519,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1489","EHI_072020A",13.08408484,0.946507068,0.930552839,1.017144893,0.309084507,0.994205567,15,18,18,4,15.91971786,18.84962321,12.8605871,4.706411179,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1490","EHI_073460A",153.4955224,-0.495827682,0.506040573,-0.97981804,0.327175946,0.994205567,151,90,210,178,160.2584931,94.24811605,150.0401828,209.4352975,0.58,"UP_pEhEx_DOWN_EhMyb10"
"1491","EHI_073470A",826.0779597,0.534016937,0.549897904,0.971120153,0.331488449,0.994205567,525,1334,788,669,557.190125,1396.96652,563.0079241,787.1472697,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1492","EHI_073650A",392.2457244,-0.403838074,0.394072715,-1.024780599,0.305466722,0.994205567,303,338,656,361,321.5783007,353.9540358,468.696952,424.7536089,0.58,"UP_pEhEx_DOWN_EhMyb10"
"1493","EHI_074090A",27497.69007,0.384166259,0.383159144,1.002628449,0.316040164,0.994205567,29619,29449,29044,22918,31435.07488,30839.03077,20751.27176,26965.38285,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1494","EHI_078300A",8378.781299,-0.425879794,0.452779779,-0.940589253,0.346915392,0.994205567,8082,5466,10516,9944,8577.543982,5724.002248,7513.440773,11700.13819,0.58,"UP_pEhEx_DOWN_EhMyb10"
"1495","EHI_086120A",16077.70408,0.36488787,0.381507222,0.956437648,0.338851172,0.994205567,14951,19416,19339,12148,15867.71345,20332.46024,13817.27188,14293.37075,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1496","EHI_087010A",16.12097602,0.932659898,0.915570819,1.018664945,0.30836206,0.994205567,11,29,10,13,11.67445976,30.36883739,7.14477061,15.29583633,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1497","EHI_088030A",36.59493364,-0.562121307,0.594718977,-0.945188112,0.344562847,0.994205567,29,27,58,39,30.77812119,28.27443482,41.43966954,45.887509,0.58,"UP_pEhEx_DOWN_EhMyb10"
"1498","EHI_088050A",175.2376806,0.462179431,0.464394111,0.995231032,0.319623912,0.994205567,169,217,244,102,179.3621545,227.2426798,174.3324029,120.0134851,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1499","EHI_090030A",16.02073843,-0.803629282,0.826534851,-0.972287232,0.330907674,0.994205567,11,11,21,22,11.67445976,11.51921418,15.00401828,25.88526149,0.58,"UP_pEhEx_DOWN_EhMyb10"
"1500","EHI_090240A",20.84156908,0.699801891,0.718375042,0.974145605,0.329984248,0.994205567,23,26,23,13,24.41023405,27.22723353,16.4329724,15.29583633,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1501","EHI_091130A",51.17544117,2.650477963,2.675091663,0.990798932,0.321783771,0.994205567,112,55,0,24,118.8672267,57.59607092,0,28.23846708,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1502","EHI_091540A",8.086203171,1.064791329,1.126677522,0.945071955,0.344622142,0.994205567,10,11,11,2,10.61314524,11.51921418,7.859247671,2.35320559,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1503","EHI_092080A",4918.95553,0.485083855,0.502272584,0.965778086,0.334155236,0.994205567,4554,6343,3701,4722,4833.226342,6642.397779,2644.279603,5555.918397,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1504","EHI_092100A",21.25601943,-0.678775612,0.71773995,-0.945712457,0.344295267,0.994205567,17,14,37,22,18.04234691,14.66081805,26.43565126,25.88526149,0.58,"UP_pEhEx_DOWN_EhMyb10"
"1505","EHI_093900A",535.7201982,-0.479566948,0.487107048,-0.984520652,0.324859582,0.994205567,554,293,767,595,587.9682462,306.8299778,548.0039058,700.0786629,0.58,"UP_pEhEx_DOWN_EhMyb10"
"1506","EHI_095050A",1013.571866,0.390250596,0.405028771,0.96351327,0.335290008,0.994205567,1151,1029,1037,862,1221.573017,1077.570127,740.9127122,1014.231609,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1507","EHI_095080A",65.14522838,-0.818777775,0.869205961,-0.941983616,0.346201028,0.994205567,80,9,124,66,84.90516191,9.424811605,88.59515556,77.65578446,0.58,"UP_pEhEx_DOWN_EhMyb10"
"1508","EHI_096380A",68.05044621,-0.606074494,0.600780971,-1.00881107,0.313065251,0.994205567,70,32,100,79,74.29201667,33.51044126,71.4477061,92.95162079,0.58,"UP_pEhEx_DOWN_EhMyb10"
"1509","EHI_096420A",7969.996722,0.446391722,0.451033214,0.989709201,0.322316277,0.994205567,8684,8756,6717,7390,9216.455325,9169.294491,4799.142419,8695.094654,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1510","EHI_098290A",648.5104471,-0.471924595,0.465946636,-1.012829707,0.311141508,0.994205567,661,368,1123,599,701.5289003,385.3700745,802.3577395,704.7850741,0.58,"UP_pEhEx_DOWN_EhMyb10"
"1511","EHI_098350A",74.46996871,0.468970819,0.48849851,0.960025076,0.337042595,0.994205567,82,82,86,54,87.02779095,85.87050574,61.44502725,63.53655092,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1512","EHI_098540A",73.94110823,0.498336793,0.498995924,0.998679085,0.317950175,0.994205567,87,77,78,57,92.33436357,80.63449929,55.72921076,67.0663593,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1513","EHI_100290A",140.2635168,0.464150995,0.458661713,1.011968042,0.311553334,0.994205567,130,179,175,94,137.9708881,187.4490308,125.0334857,110.6006627,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1514","EHI_101130A",21.3728054,-0.786938484,0.801754046,-0.981521064,0.326335852,0.994205567,14,16,54,13,14.85840333,16.75522063,38.58176129,15.29583633,0.58,"UP_pEhEx_DOWN_EhMyb10"
"1515","EHI_104490A",154.1746433,-0.772236217,0.762329704,-1.01299505,0.311062525,0.994205567,185,30,271,166,196.3431869,31.41603868,193.6232835,195.3160639,0.58,"UP_pEhEx_DOWN_EhMyb10"
"1516","EHI_104630A",3902.762101,0.40520012,0.395284873,1.025083799,0.305323649,0.994205567,4461,3972,4013,3272,4734.524091,4159.483522,2867.196446,3849.844345,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1517","EHI_104680A",270.4157233,-0.483060462,0.477457797,-1.011734366,0.311665079,0.994205567,258,169,356,320,273.8191471,176.9770179,254.3538337,376.5128943,0.58,"UP_pEhEx_DOWN_EhMyb10"
"1518","EHI_105250A",62.8067734,0.525047538,0.536731338,0.978231568,0.327959807,0.994205567,67,74,86,35,71.1080731,77.49289542,61.44502725,41.18109782,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1519","EHI_110180A",545.118892,-0.529973572,0.546591101,-0.969597879,0.33224697,0.994205567,480,365,521,779,509.4309714,382.2284707,372.2425488,916.5735772,0.58,"UP_pEhEx_DOWN_EhMyb10"
"1520","EHI_110680A",10.15859714,1.015810086,1.01048096,1.00527385,0.314765003,0.994205567,9,17,12,4,9.551830714,17.80242192,8.573724732,4.706411179,0.58,"DOWN_pEhEx_UP_EhMyb10"
"1521","EHI_110730A",36.74030446,-0.651520229,0.671988974,-0.969540059,0.332275803,0.994205567,37,17,55,43,39.26863738,17.80242192,39.29623835,50.59392018,0.58,"UP_pEhEx_DOWN_EhMyb10"
