"","GenId","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","EhMyb10_1","EhMyb10_2","pEhEx_1","pEhEx_2","EhMyb10_1.1","EhMyb10_2.1","pEhEx_1.1","pEhEx_2.1","Certeza","DE"
"1","EHI_035060A",73.67007073,-9.571180314,1.538528846,-6.220995036,4.94011796155903e-10,2.27344228590946e-06,0,0,228,112,0,0,162.9007699,131.779513,100,"UP_pEhEx_DOWN_EhMyb10"
"2","EHI_155680A",318.6714215,-2.919183839,0.497389547,-5.869009227,4.38407040306801e-09,1.00877459974595e-05,74,67,550,623,78.53727476,70.16248639,392.9623835,733.0235412,100,"UP_pEhEx_DOWN_EhMyb10"
"3","EHI_155900A",59.65183665,-9.259413829,1.615230447,-5.732565189,9.89229954006555e-09,1.51747874944606e-05,0,0,82,153,0,0,58.587119,180.0202276,100,"UP_pEhEx_DOWN_EhMyb10"
"4","EHI_049990A",33.52486807,-8.429886726,1.582646257,-5.326450359,1.00150634234202e-07,0.000115223,0,0,79,66,0,0,56.44368782,77.65578446,99.99,"UP_pEhEx_DOWN_EhMyb10"
"5","EHI_004430A",32.05411458,-8.365962711,1.582895447,-5.285227606,1.25548559954142e-07,0.000115555,0,0,79,61,0,0,56.44368782,71.77277048,99.99,"UP_pEhEx_DOWN_EhMyb10"
"6","EHI_172280A",98.53800001,-3.566030446,0.679893594,-5.244983155,1.56296606749555e-07,0.000119879,17,12,135,227,18.04234691,12.56641547,96.45440323,267.0888344,99.99,"UP_pEhEx_DOWN_EhMyb10"
"7","EHI_169350A",1447.71481,-3.798811727,0.734504133,-5.171940574,2.31675270518163e-07,0.00015231,119,250,1248,3834,126.2964283,261.8003224,891.6673721,4511.095115,99.98,"UP_pEhEx_DOWN_EhMyb10"
"8","EHI_092930A",401.2686791,-2.227878559,0.434207669,-5.130905599,2.8835150399929e-07,0.000165874,112,156,814,630,118.8672267,163.3634012,581.5843276,741.2597607,99.98,"UP_pEhEx_DOWN_EhMyb10"
"9","EHI_178340A",1941.521576,-3.329009416,0.659123794,-5.050658835,4.4028882715154e-07,0.000202621,301,366,1876,4864,319.4556717,383.2756719,1340.358966,5722.995994,99.98,"UP_pEhEx_DOWN_EhMyb10"
"10","EHI_179390A",172.7978589,-2.742422053,0.5422592,-5.057400688,4.25009632612172e-07,0.000202621,52,33,300,329,55.18835524,34.55764255,214.3431183,387.1023195,99.98,"UP_pEhEx_DOWN_EhMyb10"
"11","EHI_188960A",4184.093585,-2.096646196,0.427399064,-4.905593792,9.31451172610609e-07,0.000389685,1658,1348,7493,6979,1759.659481,1411.627338,5353.576618,8211.510905,99.96,"UP_pEhEx_DOWN_EhMyb10"
"12","EHI_048140A",1010.242277,-2.80846834,0.580332107,-4.839415753,1.30221377266311e-06,0.000499399,288,190,1320,2204,305.6585829,198.968245,943.1097205,2593.23256,99.95,"UP_pEhEx_DOWN_EhMyb10"
"13","EHI_035670A",162.7827518,-2.42088394,0.504888794,-4.794885468,1.62767798341104e-06,0.000576198,51,46,284,294,54.12704072,48.17125932,202.9114853,345.9212217,99.94,"UP_pEhEx_DOWN_EhMyb10"
"14","EHI_089770A",19.40485698,-7.64299725,1.629453469,-4.690528079,2.72500827767361e-06,0.000895749,0,0,51,35,0,0,36.43833011,41.18109782,99.91,"UP_pEhEx_DOWN_EhMyb10"
"15","EHI_099860A",77.77385975,-2.888142528,0.634645791,-4.550794425,5.34437452815233e-06,0.001639654,17,18,117,162,18.04234691,18.84962321,83.59381614,190.6096528,99.84,"UP_pEhEx_DOWN_EhMyb10"
"16","EHI_083140A",42.71051616,-6.312480628,1.398715362,-4.513055909,6.39001684606807e-06,0.001837929,2,0,27,127,2.122629048,0,19.29088065,149.4285549,99.82,"UP_pEhEx_DOWN_EhMyb10"
"17","EHI_152800A",630.6859894,-2.815157218,0.628433859,-4.47963963,7.47691660469476e-06,0.002024045,191,106,755,1419,202.7110741,111.0033367,539.430181,1669.599366,99.8,"UP_pEhEx_DOWN_EhMyb10"
"18","EHI_194430A",57.18120821,-2.999403268,0.672146947,-4.46242192,8.10384614224734e-06,0.002071883,14,10,92,117,14.85840333,10.47201289,65.73188961,137.662527,99.79,"UP_pEhEx_DOWN_EhMyb10"
"19","EHI_017750A",541.2900599,-1.925379787,0.436492648,-4.411024552,1.02882650512013e-05,0.002491926,198,230,950,880,210.1402757,240.8562966,678.7532079,1035.410459,99.75,"UP_pEhEx_DOWN_EhMyb10"
"20","EHI_092170A",97.13317729,-2.27570528,0.52906001,-4.301412389,1.69712875150715e-05,0.003888373,40,23,230,134,42.45258095,24.08562966,164.329724,157.6647745,99.61,"UP_pEhEx_DOWN_EhMyb10"
"21","EHI_187780A",60.2964957,-2.722329178,0.634347356,-4.291543354,1.77435550884447e-05,0.003888373,14,16,99,118,14.85840333,16.75522063,70.73322904,138.8391298,99.61,"UP_pEhEx_DOWN_EhMyb10"
"22","EHI_183200A",15.23352605,-7.285126895,1.703588124,-4.276342851,1.89988558655433e-05,0.003974215,0,0,26,36,0,0,18.57640359,42.35770061,99.6,"UP_pEhEx_DOWN_EhMyb10"
"23","EHI_123020A",13.15352567,7.285502216,1.70860871,4.263996883,2.00802245566551e-05,0.004017791,18,32,0,0,19.10366143,33.51044126,0,0,99.6,"DOWN_pEhEx_UP_EhMyb10"
"24","EHI_006770A",14.01302112,7.376201051,1.738607882,4.242590366,2.20954524527838e-05,0.004236803,39,14,0,0,41.39126643,14.66081805,0,0,99.58,"DOWN_pEhEx_UP_EhMyb10"
"25","EHI_143440A",171.4922369,-2.230153308,0.53034841,-4.20507211,2.60998929858646e-05,0.004804468,70,44,291,304,74.29201667,46.07685674,207.9128247,357.6872496,99.52,"UP_pEhEx_DOWN_EhMyb10"
"26","EHI_010030A",424.8882982,-2.27685463,0.547277804,-4.160327011,3.17792246153142e-05,0.005624923,184,91,704,770,195.2818724,95.29531734,502.9918509,905.984152,99.44,"UP_pEhEx_DOWN_EhMyb10"
"27","EHI_098470A",2367.947631,-14.57566504,3.514330686,-4.147493889,3.36134438637783e-05,0.005729225,0,0,486,7755,0,0,347.2358516,9124.554674,99.43,"UP_pEhEx_DOWN_EhMyb10"
"28","EHI_165810.mRNA",919.5841432,1.912296506,0.464409298,4.117696428,3.82678320310949e-05,0.006289592,1022,1740,627,275,1084.663443,1822.130244,447.9771172,323.5657686,99.37,"DOWN_pEhEx_UP_EhMyb10"
"29","EHI_040310A",902.2224968,-1.603573143,0.392800081,-4.082415506,4.45700185381815e-05,0.006837041,380,468,1757,1241,403.2995191,490.0902035,1255.336196,1460.164068,99.32,"UP_pEhEx_DOWN_EhMyb10"
"30","EHI_181610A",244.3904915,1.997058295,0.488909688,4.08471819,4.41303421090172e-05,0.006837041,262,481,139,82,278.0644052,503.7038202,99.31231148,96.48142917,99.32,"DOWN_pEhEx_UP_EhMyb10"
"31","EHI_144610A",1081.317813,-1.983638287,0.487298399,-4.070685007,4.6875096912562e-05,0.006958684,471,356,1654,1930,499.8791407,372.8036591,1181.745059,2270.843394,99.3,"UP_pEhEx_DOWN_EhMyb10"
"32","EHI_134810A",617.6071577,-1.835391937,0.454059332,-4.042185254,5.29553683289101e-05,0.007615644,316,196,1181,923,335.3753895,205.2514527,843.797409,1086.00438,99.24,"UP_pEhEx_DOWN_EhMyb10"
"33","EHI_018630A",11.55802558,7.099096682,1.778837341,3.990863311,6.58332165619763e-05,0.009180741,11,33,0,0,11.67445976,34.55764255,0,0,99.08,"DOWN_pEhEx_UP_EhMyb10"
"34","EHI_062500A",84.42459591,-2.083698488,0.524582803,-3.972105982,7.12400100179377e-05,0.009642545,32,29,157,137,33.96206476,30.36883739,112.1728986,161.1945829,99.04,"UP_pEhEx_DOWN_EhMyb10"
"35","EHI_126980A",53.51009021,-3.190122322,0.80970054,-3.939879206,8.15226468311464e-05,0.010719063,6,14,61,127,6.367887143,14.66081805,43.58310072,149.4285549,98.93,"UP_pEhEx_DOWN_EhMyb10"
"36","EHI_020080A",583.387863,-1.604143619,0.408111024,-3.930654952,8.47147759128365e-05,0.010829372,250,298,1073,841,265.328631,312.0659843,766.6338864,989.5229504,98.92,"UP_pEhEx_DOWN_EhMyb10"
"37","EHI_103400A",27.12790398,3.343003651,0.858020752,3.896180418,9.77216055387059e-05,0.012154455,26,68,7,4,27.59417762,71.20968768,5.001339427,4.706411179,98.78,"DOWN_pEhEx_UP_EhMyb10"
"38","EHI_118270A",24901.69367,-2.706382134,0.699619604,-3.868362346,0.000109569,0.013269354,8972,3544,25137,58145,9522.113908,3711.28137,17959.80988,68413.5695,98.67,"UP_pEhEx_DOWN_EhMyb10"
"39","EHI_112800A",142.7212044,-1.794760977,0.478765334,-3.748727925,0.000177734,0.020689304,58,63,250,225,61.55624238,65.97368124,178.6192652,264.7356288,97.93,"UP_pEhEx_DOWN_EhMyb10"
"40","EHI_178640A",8.706448501,6.68979365,1.785951217,3.745787446,0.000179829,0.020689304,19,14,0,0,20.16497595,14.66081805,0,0,97.93,"DOWN_pEhEx_UP_EhMyb10"
"41","EHI_028990A",320.2160213,-2.389502829,0.642036209,-3.721757117,0.000197841,0.022206477,141,53,450,641,149.6453479,55.50166834,321.5146774,754.2023915,97.78,"UP_pEhEx_DOWN_EhMyb10"
"42","EHI_057550A",445.0024735,1.660844895,0.449617571,3.693905668,0.000220836,0.024197289,508,777,341,156,539.1477781,813.6754019,243.6366778,183.550036,97.58,"DOWN_pEhEx_UP_EhMyb10"
"43","EHI_095830A",190.2829106,-2.29138325,0.629007218,-3.642856847,0.000269629,0.028856553,94,28,384,304,99.76356524,29.32163611,274.3591914,357.6872496,97.11,"UP_pEhEx_DOWN_EhMyb10"
"44","EHI_117270A",223.6479622,3.127662893,0.878246112,3.561260162,0.000369079,0.037744495,331,432,119,5,351.2951074,452.3909571,85.02277026,5.883013974,96.23,"DOWN_pEhEx_UP_EhMyb10"
"45","EHI_138470A",478.9986299,-2.105433601,0.590979788,-3.562615242,0.000367179,0.037744495,206,136,574,973,218.6307919,142.4193754,410.109833,1144.834519,96.23,"UP_pEhEx_DOWN_EhMyb10"
"46","EHI_058090A",2095.311043,-1.583780315,0.446673459,-3.545722905,0.000391538,0.039170792,1023,965,3209,3393,1085.724758,1010.549244,2292.756889,3992.213283,96.08,"UP_pEhEx_DOWN_EhMyb10"
"47","EHI_058320A",51.7254046,-2.350966372,0.666814815,-3.525666075,0.000422419,0.041361134,18,14,76,101,19.10366143,14.66081805,54.30025664,118.8368823,95.86,"UP_pEhEx_DOWN_EhMyb10"
"48","EHI_118230A",100.6248982,-2.103800382,0.599472745,-3.509417902,0.000449089,0.043056377,26,46,151,186,27.59417762,48.17125932,107.8860362,218.8481198,95.69,"UP_pEhEx_DOWN_EhMyb10"
"49","EHI_038300A",56.49263727,-2.257733887,0.650389151,-3.471358468,0.000517832,0.046726743,27,10,138,75,28.65549214,10.47201289,98.59783442,88.24520961,95.33,"UP_pEhEx_DOWN_EhMyb10"
"50","EHI_056690A",171.638827,-1.902607038,0.547389458,-3.47578312,0.000509364,0.046726743,93,44,312,271,98.70225072,46.07685674,222.916843,318.8593574,95.33,"UP_pEhEx_DOWN_EhMyb10"
"51","EHI_118670A",97.42685672,-2.017430612,0.580701338,-3.474127716,0.000512517,0.046726743,37,36,138,182,39.26863738,37.69924642,98.59783442,214.1417087,95.33,"UP_pEhEx_DOWN_EhMyb10"
"52","EHI_010020A",584.5197256,-2.211230292,0.640610062,-3.451757038,0.000556949,0.049289986,246,147,610,1264,261.0833729,153.9385896,435.8310072,1487.225933,95.07,"UP_pEhEx_DOWN_EhMyb10"
"53","EHI_049690A",2285.593936,-1.457794236,0.42486452,-3.431197874,0.000600922,0.050572672,1410,901,4559,2928,1496.453479,943.5283618,3257.300921,3445.092983,94.94,"UP_pEhEx_DOWN_EhMyb10"
"54","EHI_120950A",21.78462211,-2.855274586,0.832531992,-3.429627468,0.00060441,0.050572672,4,6,43,39,4.245258095,6.283207737,30.72251362,45.887509,94.94,"UP_pEhEx_DOWN_EhMyb10"
"55","EHI_148190A",1218.059687,-1.805974025,0.526514607,-3.430054932,0.000603459,0.050572672,626,400,1695,2191,664.3828919,418.8805158,1211.038618,2577.936723,94.94,"UP_pEhEx_DOWN_EhMyb10"
"56","EHI_141800A",1096.139534,-1.708863475,0.50037999,-3.415131518,0.000637512,0.052389843,640,332,1890,1706,679.2412953,347.6708281,1350.361645,2007.284368,94.76,"UP_pEhEx_DOWN_EhMyb10"
"57","EHI_000130A",188.8996589,-1.962891974,0.579699617,-3.386050149,0.000709064,0.055488744,78,68,236,368,82.78253286,71.20968768,168.6165864,432.9898285,94.45,"UP_pEhEx_DOWN_EhMyb10"
"58","EHI_012420A",53.91446932,-1.997011246,0.588761057,-3.391887459,0.000694129,0.055488744,15,26,113,78,15.91971786,27.22723353,80.73590789,91.775018,94.45,"UP_pEhEx_DOWN_EhMyb10"
"59","EHI_179850A",7.847825892,-6.323634904,1.87060246,-3.380533833,0.000723452,0.055488744,0,0,11,20,0,0,7.859247671,23.5320559,94.45,"UP_pEhEx_DOWN_EhMyb10"
"60","EHI_202460A",580.2773511,-1.948268077,0.575970922,-3.38258062,0.000718082,0.055488744,292,160,764,1103,309.903841,167.5522063,545.8604746,1297.792883,94.45,"UP_pEhEx_DOWN_EhMyb10"
"61","EHI_126210A",117.5831107,-1.84175013,0.546487578,-3.370159182,0.000751248,0.056676099,62,35,202,190,65.80150048,36.65204513,144.3243663,223.554531,94.33,"UP_pEhEx_DOWN_EhMyb10"
"62","EHI_033240A",7.43814376,-6.247801459,1.867104051,-3.346252425,0.000819118,0.059834613,0,0,12,18,0,0,8.573724732,21.17885031,94.02,"UP_pEhEx_DOWN_EhMyb10"
"63","EHI_103370A",59.09210088,-2.030706845,0.606095737,-3.350472079,0.000806739,0.059834613,30,14,134,80,31.83943571,14.66081805,95.73992617,94.12822359,94.02,"UP_pEhEx_DOWN_EhMyb10"
"64","EHI_157010A",1170.649195,1.685365414,0.507007874,3.324140515,0.000886915,0.063774729,1039,2358,787,466,1102.70579,2469.300641,562.293447,548.2969024,93.62,"DOWN_pEhEx_UP_EhMyb10"
"65","EHI_050000A",35.84496037,-2.709810443,0.817998285,-3.312733647,0.000923889,0.065411355,4,14,54,73,4.245258095,14.66081805,38.58176129,85.89200402,93.46,"UP_pEhEx_DOWN_EhMyb10"
"66","EHI_188170A",329.4748845,-1.664321794,0.503835538,-3.303303694,0.000955528,0.066626392,116,184,510,542,123.1124848,192.6850373,364.3833011,637.7187148,93.34,"UP_pEhEx_DOWN_EhMyb10"
"67","EHI_073540A",42.90587861,2.705475532,0.826759197,3.272386377,0.001066437,0.073249916,28,114,20,7,29.71680667,119.380947,14.28954122,8.236219564,92.68,"DOWN_pEhEx_UP_EhMyb10"
"68","EHI_069280A",75.02612994,-1.753501788,0.536835736,-3.266365612,0.001089375,0.073725056,40,25,156,102,42.45258095,26.18003224,111.4584215,120.0134851,92.63,"UP_pEhEx_DOWN_EhMyb10"
"69","EHI_157360A",61.89523627,-1.916569572,0.5901054,-3.247842797,0.001162835,0.077556037,25,24,98,107,26.5328631,25.13283095,70.01875198,125.896499,92.24,"UP_pEhEx_DOWN_EhMyb10"
"70","EHI_196370A",31.0971082,-2.561067051,0.793677725,-3.226834988,0.001251676,0.08228877,7,10,42,65,7.429201667,10.47201289,30.00803656,76.47918166,91.77,"UP_pEhEx_DOWN_EhMyb10"
"71","EHI_069950A",38.32435095,-2.124485469,0.6611633,-3.213253775,0.001312403,0.084571641,15,12,66,66,15.91971786,12.56641547,47.15548603,77.65578446,91.54,"UP_pEhEx_DOWN_EhMyb10"
"72","EHI_195110A",611.15133,12.82306095,3.99359119,3.210909766,0.001323155,0.084571641,31,2303,0,0,32.90075024,2411.70457,0,0,91.54,"DOWN_pEhEx_UP_EhMyb10"
"73","EHI_180390A",89.29004249,-3.411852437,1.06789944,-3.194919211,0.0013987,0.088175573,17,12,19,266,18.04234691,12.56641547,13.57506416,312.9763434,91.18,"UP_pEhEx_DOWN_EhMyb10"
"74","EHI_103510A",1979.387813,-2.106715236,0.660269353,-3.190690628,0.001419332,0.08826709,1076,334,2698,3823,1141.974428,349.7652307,1927.659111,4498.152485,91.17,"UP_pEhEx_DOWN_EhMyb10"
"75","EHI_044820A",157.3126922,-1.661062191,0.527107461,-3.151278088,0.001625576,0.099745366,84,59,238,262,89.15042,61.78487608,170.0455405,308.2699322,90.03,"UP_pEhEx_DOWN_EhMyb10"
"76","EHI_182550A",147.5096021,-1.881839311,0.598301494,-3.145302708,0.001659151,0.100465935,81,38,220,261,85.96647643,39.793649,157.1849534,307.0933294,89.95,"UP_pEhEx_DOWN_EhMyb10"
"77","EHI_156380A",12.87350701,-3.477217389,1.108410938,-3.137119339,0.001706167,0.101971155,2,2,25,25,2.122629048,2.094402579,17.86192652,29.41506987,89.8,"UP_pEhEx_DOWN_EhMyb10"
"78","EHI_032670A",20.14433658,-3.293983988,1.058813507,-3.111014325,0.001864459,0.104637074,6,1,25,47,6.367887143,1.047201289,17.86192652,55.30033136,89.54,"UP_pEhEx_DOWN_EhMyb10"
"79","EHI_036560A",101.7791008,-1.633707923,0.523433302,-3.121138676,0.001801532,0.104637074,60,34,225,125,63.67887143,35.60484384,160.7573387,147.0753494,89.54,"UP_pEhEx_DOWN_EhMyb10"
"80","EHI_119540A",2517.724204,-1.740854196,0.558004686,-3.11978419,0.001809836,0.104637074,1523,671,3831,4262,1616.38202,702.6720652,2737.161621,5014.681111,89.54,"UP_pEhEx_DOWN_EhMyb10"
"81","EHI_156660A",6509.175963,-1.187331043,0.381124131,-3.115339456,0.001837333,0.104637074,3295,4247,12553,7754,3497.031356,4447.463876,8968.830547,9123.378071,89.54,"UP_pEhEx_DOWN_EhMyb10"
"82","EHI_177520A",1407.007332,-1.819548653,0.584710615,-3.111878949,0.001859007,0.104637074,839,336,2107,2448,890.4428855,351.8596333,1505.403168,2880.323642,89.54,"UP_pEhEx_DOWN_EhMyb10"
"83","EHI_001940A",804.3191186,-1.582687291,0.51315296,-3.084240788,0.002040724,0.113149516,505,257,1316,1251,535.9638345,269.1307314,940.2518123,1471.930096,88.69,"UP_pEhEx_DOWN_EhMyb10"
"84","EHI_166800A",43.89680553,2.489539099,0.816722274,3.04820767,0.002302108,0.124638822,26,116,19,11,27.59417762,121.4753496,13.57506416,12.94263074,87.54,"DOWN_pEhEx_UP_EhMyb10"
"85","EHI_201200A",194.7226264,-1.41632366,0.464388822,-3.049865956,0.002289435,0.124638822,112,89,324,285,118.8672267,93.20091476,231.4905678,335.3317965,87.54,"UP_pEhEx_DOWN_EhMyb10"
"86","EHI_180000A",30.77910214,-2.179843046,0.718235837,-3.034996214,0.002405387,0.128716178,13,8,54,53,13.79708881,8.377610316,38.58176129,62.35994813,87.13,"UP_pEhEx_DOWN_EhMyb10"
"87","EHI_083270A",2529.615256,-2.040234323,0.674949177,-3.022796963,0.002504502,0.129502461,1538,331,5365,3660,1632.301738,346.6236268,3833.169432,4306.366229,87.05,"UP_pEhEx_DOWN_EhMyb10"
"88","EHI_083410A",2529.615256,-2.040234323,0.674949177,-3.022796963,0.002504502,0.129502461,1538,331,5365,3660,1632.301738,346.6236268,3833.169432,4306.366229,87.05,"UP_pEhEx_DOWN_EhMyb10"
"89","EHI_109930A",12.71286292,3.955279638,1.305910551,3.02875234,0.002455659,0.129502461,14,31,0,3,14.85840333,32.46323997,0,3.529808384,87.05,"DOWN_pEhEx_UP_EhMyb10"
"90","EHI_005070A",103.0183776,-1.516255155,0.504692462,-3.004315043,0.002661795,0.136106473,56,45,174,154,59.43361333,47.12405803,124.3190086,181.1968304,86.39,"UP_pEhEx_DOWN_EhMyb10"
"91","EHI_135060A",1228.536025,-1.886093569,0.632546525,-2.981746786,0.002866089,0.143713398,748,241,1817,2184,793.8632638,252.3755108,1298.20482,2569.700504,85.63,"UP_pEhEx_DOWN_EhMyb10"
"92","EHI_186950A",205.3393421,-1.297747142,0.435338455,-2.981007366,0.002873019,0.143713398,125,100,376,268,132.6643155,104.7201289,268.6433749,315.329549,85.63,"UP_pEhEx_DOWN_EhMyb10"
"93","EHI_046600A",80.30696906,-1.902556159,0.63983836,-2.973494994,0.002944292,0.14569497,45,19,126,139,47.75915357,19.8968245,90.02410968,163.5477885,85.43,"UP_pEhEx_DOWN_EhMyb10"
"94","EHI_032780A",48.99451078,-2.102234721,0.708872589,-2.965603064,0.003020901,0.147895603,13,22,63,97,13.79708881,23.03842837,45.01205484,114.1304711,85.21,"UP_pEhEx_DOWN_EhMyb10"
"95","EHI_163670A",2671.751667,-1.442458128,0.487983397,-2.95595739,0.003117001,0.150994115,1530,1194,3643,4428,1623.811221,1250.35834,2602.839933,5209.997175,84.9,"UP_pEhEx_DOWN_EhMyb10"
"96","EHI_023400A",2030.551567,1.867430213,0.634431261,2.943471305,0.003245539,0.15558303,1590,4477,1723,438,1687.490093,4688.320173,1231.043976,515.3520241,84.44,"DOWN_pEhEx_UP_EhMyb10"
"97","EHI_146540A",20.67043875,2.268591218,0.774298988,2.92986463,0.003391097,0.160884828,29,36,10,6,30.77812119,37.69924642,7.14477061,7.059616769,83.91,"DOWN_pEhEx_UP_EhMyb10"
"98","EHI_009490A",86.06746171,-1.867140339,0.642971,-2.903926211,0.00368515,0.173051636,53,17,174,124,56.24966976,17.80242192,124.3190086,145.8987466,82.69,"UP_pEhEx_DOWN_EhMyb10"
"99","EHI_050640A",23.02801671,2.763441102,0.953562166,2.898018819,0.003755281,0.174563648,18,58,4,8,19.10366143,60.73767479,2.857908244,9.412822359,82.54,"DOWN_pEhEx_UP_EhMyb10"
"100","EHI_116040A",13.64587136,-2.922656493,1.009834637,-2.894193153,0.003801342,0.17493778,4,2,28,24,4.245258095,2.094402579,20.00535771,28.23846708,82.51,"UP_pEhEx_DOWN_EhMyb10"
"101","EHI_112830A",1326.266628,1.144974299,0.396705363,2.886208267,0.00389914,0.177661824,1697,1768,984,807,1801.050747,1851.45188,703.045428,949.5184554,82.23,"DOWN_pEhEx_UP_EhMyb10"
"102","EHI_035510A",89.7799739,-1.390292518,0.483702839,-2.874269917,0.004049627,0.181624553,45,49,168,119,47.75915357,51.31286318,120.0321462,140.0157326,81.84,"UP_pEhEx_DOWN_EhMyb10"
"103","EHI_104360A",741.2392923,-1.440882664,0.501513286,-2.873069777,0.004065043,0.181624553,433,323,1006,1231,459.5491888,338.2460165,718.7639234,1448.39804,81.84,"UP_pEhEx_DOWN_EhMyb10"
"104","EHI_045280A",42.20686157,-1.731425175,0.608625705,-2.844811124,0.004443776,0.196293281,16,21,78,63,16.98103238,21.99122708,55.72921076,74.12597607,80.37,"UP_pEhEx_DOWN_EhMyb10"
"105","EHI_176820A",929.8671638,-1.505544619,0.529688759,-2.842319366,0.00447866,0.196293281,427,492,1125,1655,453.1813017,515.2230344,803.7866936,1947.277625,80.37,"UP_pEhEx_DOWN_EhMyb10"
"106","EHI_005030A",10.53136333,-3.605132464,1.283601823,-2.808606532,0.004975642,0.202636311,2,1,15,24,2.122629048,1.047201289,10.71715591,28.23846708,79.74,"UP_pEhEx_DOWN_EhMyb10"
"107","EHI_044610A",14.38444695,-3.003767168,1.067631388,-2.813487128,0.004900735,0.202636311,2,4,19,32,2.122629048,4.188805158,13.57506416,37.65128943,79.74,"UP_pEhEx_DOWN_EhMyb10"
"108","EHI_076020A",464.8463775,-1.535615982,0.54614911,-2.811715615,0.004927805,0.202636311,316,135,789,696,335.3753895,141.3721741,563.7224011,818.9155452,79.74,"UP_pEhEx_DOWN_EhMyb10"
"109","EHI_079890A",56.31420907,-1.630677213,0.576775658,-2.827229601,0.004695265,0.202636311,25,27,92,89,26.5328631,28.27443482,65.73188961,104.7176487,79.74,"UP_pEhEx_DOWN_EhMyb10"
"110","EHI_105140A",7114.87474,-1.659718722,0.589966362,-2.813242973,0.004904458,0.202636311,4781,1688,11325,11496,5074.144738,1767.675777,8091.452716,13526.22573,79.74,"UP_pEhEx_DOWN_EhMyb10"
"111","EHI_134600A",10.53136333,-3.605132464,1.283601823,-2.808606532,0.004975642,0.202636311,2,1,15,24,2.122629048,1.047201289,10.71715591,28.23846708,79.74,"UP_pEhEx_DOWN_EhMyb10"
"112","EHI_161170A",777.0138491,1.21113282,0.428767403,2.824684928,0.004732713,0.202636311,802,1260,678,385,851.1742481,1319.473625,484.4154474,452.992076,79.74,"DOWN_pEhEx_UP_EhMyb10"
"113","EHI_167270A",7114.87474,-1.659718722,0.589966362,-2.813242973,0.004904458,0.202636311,4781,1688,11325,11496,5074.144738,1767.675777,8091.452716,13526.22573,79.74,"UP_pEhEx_DOWN_EhMyb10"
"114","EHI_035650A",101.0246231,-1.516481842,0.54352666,-2.79007812,0.005269533,0.208658241,65,34,187,141,68.98544405,35.60484384,133.6072104,165.9009941,79.13,"UP_pEhEx_DOWN_EhMyb10"
"115","EHI_077770A",75.36458231,-2.126164829,0.760598055,-2.795385571,0.005183785,0.208658241,44,9,126,132,46.69783905,9.424811605,90.02410968,155.3115689,79.13,"UP_pEhEx_DOWN_EhMyb10"
"116","EHI_103310A",1892.279828,-2.016844554,0.722122534,-2.792939508,0.005223146,0.208658241,1193,223,3240,3191,1266.148227,233.5258876,2314.905678,3754.539518,79.13,"UP_pEhEx_DOWN_EhMyb10"
"117","EHI_134840A",50.16567921,-1.811338271,0.649711072,-2.787913504,0.005304871,0.208658241,22,20,69,91,23.34891952,20.94402579,49.29891721,107.0708543,79.13,"UP_pEhEx_DOWN_EhMyb10"
"118","EHI_015320A",11821.20926,1.178688162,0.423891525,2.780636305,0.005425248,0.210990895,12107,19048,9253,6695,12849.33494,19947.09016,6611.056245,7877.355711,78.9,"DOWN_pEhEx_UP_EhMyb10"
"119","EHI_022010A",2557.054132,-1.973485319,0.710886961,-2.776088784,0.005501718,0.210990895,1659,301,5923,3332,1760.720795,315.2075881,4231.847632,3920.440512,78.9,"UP_pEhEx_DOWN_EhMyb10"
"120","EHI_126860A",64.34179949,-1.611684782,0.580074771,-2.778408685,0.005462586,0.210990895,39,21,120,92,41.39126643,21.99122708,85.73724732,108.2474571,78.9,"UP_pEhEx_DOWN_EhMyb10"
"121","EHI_151350A",50.7790346,-1.845453356,0.667870713,-2.76318952,0.005723952,0.217699398,11,31,99,75,11.67445976,32.46323997,70.73322904,88.24520961,78.23,"UP_pEhEx_DOWN_EhMyb10"
"122","EHI_050740A",374.1213981,-1.213904238,0.441937252,-2.746779624,0.006018356,0.219813283,260,167,734,443,275.9417762,174.8826153,524.4261628,521.2350381,78.02,"UP_pEhEx_DOWN_EhMyb10"
"123","EHI_096340A",1653.497273,-1.170336944,0.425597165,-2.749870156,0.005961888,0.219813283,863,1068,2553,2342,915.9144341,1118.410977,1824.059937,2755.603745,78.02,"UP_pEhEx_DOWN_EhMyb10"
"124","EHI_110570A",238.6991742,-1.540345709,0.560732094,-2.74702612,0.006013834,0.219813283,152,79,341,397,161.3198076,82.72890187,243.6366778,467.1113095,78.02,"UP_pEhEx_DOWN_EhMyb10"
"125","EHI_117850A",4355.799727,-2.082224718,0.755284079,-2.756876221,0.005835644,0.219813283,2699,443,7024,7714,2864.4879,463.9101712,5018.486876,9076.313959,78.02,"UP_pEhEx_DOWN_EhMyb10"
"126","EHI_158270A",4652.354573,1.014216785,0.36832682,2.753578425,0.005894765,0.219813283,5985,5820,4054,2776,6351.967425,6094.711505,2896.490005,3266.249358,78.02,"DOWN_pEhEx_UP_EhMyb10"
"127","EHI_167620A",44.38781263,2.324675834,0.847565227,2.742769242,0.006092348,0.220763672,22,119,20,13,23.34891952,124.6169534,14.28954122,15.29583633,77.92,"DOWN_pEhEx_UP_EhMyb10"
