baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	UmasM_1	UmasM_2	pEhEx_1	pEhEx_2	UmasM_1.1	UmasM_2.1	pEhEx_1.1	pEhEx_2.1	Certeza	DE
EHI_156310A	419.77312428185	-2.56473847386241	0.80443520809321	-3.18824741639756	0.00143138002919503	0.691384094900266	57	229	266	968	70.7737597257967	171.275642983463	209.333039221082	1227.71005519706	30.86	UP_pEhEx_DOWN_UmasM
EHI_107170A	658.29990700906	2.76699897992888	0.88992931754449	3.10923454860847	0.00187572749567222	0.769517205099526	1604	408	355	45	1991.59843158207	305.154857367916	279.37304106573	57.0732980205243	23.05	DOWN_pEhEx_UP_UmasM
EHI_180390A	98.0349629713069	-3.1374505431431	1.0388232146228	-3.0201967947764	0.00252610492442859	0.956616503304764	14	30	19	266	17.3830287045817	22.4378571594056	14.952359944363	337.366606076877	4.34	UP_pEhEx_DOWN_UmasM
EHI_000010A	8.213433194263	0.925395332723853	1.23682454033223	0.748202596687866	0.454337964988363	0.99974516567436	6	19	11	2	7.44986944482071	14.2106428676235	8.65662944147333	2.53659102313442	0.03	DOWN_pEhEx_UP_UmasM
EHI_000130A	294.945007878035	-0.302986696219898	0.869134666200719	-0.348607307938085	0.727384140591587	0.99974516567436	44	632	236	368	54.6323759286852	472.690857491478	185.724049835246	466.732748256732	0.03	UP_pEhEx_DOWN_UmasM
EHI_000140A	318.299948270415	-0.48057802219169	0.655539747906913	-0.733102796170847	0.4634957348415	0.99974516567436	98	547	476	290	121.681200932072	409.116928873162	374.595964921937	367.80569835449	0.03	UP_pEhEx_DOWN_UmasM
EHI_000240A	1346.78537961352	-0.695771904115015	0.549715293684495	-1.26569500995973	0.205622295550685	0.99974516567436	620	1719	1584	1644	769.819842631473	1285.68921523394	1246.55463957216	2085.07782101649	0.03	UP_pEhEx_DOWN_UmasM
EHI_000250A	415.243132383908	0.464954366043558	0.637436960058063	0.729412310828676	0.465749489487523	0.99974516567436	587	314	438	278	728.845560684959	234.849571601778	344.691245033211	352.586152215684	0.03	DOWN_pEhEx_UP_UmasM
EHI_000260A	104.276398802664	0.279024090747874	0.582028392451198	0.479399449179397	0.631654485265049	0.99974516567436	99	142	147	57	122.922845839542	106.205857221186	115.684047990598	72.2928441593308	0.03	DOWN_pEhEx_UP_UmasM
EHI_000280A	68.4252895914559	-0.23451381971403	0.615127886304235	-0.381244006222866	0.70302219814855	0.99974516567436	48	88	74	71	59.5989555585657	65.8177143342564	58.2355071517296	90.0489813212718	0.03	UP_pEhEx_DOWN_UmasM
EHI_000290A	20.9749551280262	0.477013008742057	0.817859238650549	0.583245852341435	0.559727808102195	0.99974516567436	22	29	25	12	27.3161879643426	21.6899285874254	19.6741578215303	15.2195461388065	0.03	DOWN_pEhEx_UP_UmasM
EHI_000300A	119.071240621434	-0.335002562553757	0.567144659648444	-0.590682741791865	0.554733013599637	0.99974516567436	67	170	180	98	83.1902088004979	127.147857236632	141.653936315018	124.292960133586	0.03	UP_pEhEx_DOWN_UmasM
EHI_000410A	26.143079412479	-0.231396961230017	0.75825204199836	-0.305171563561074	0.760235489018352	0.99974516567436	17	36	38	21	21.107963426992	26.9254285912867	29.904719888726	26.6342057429114	0.03	UP_pEhEx_DOWN_UmasM
EHI_000430A	28.6715872495305	0.738070634931338	0.767454193030392	0.96171294864775	0.336193816136931	0.99974516567436	26	53	35	12	32.2827675942231	39.6402143149499	27.5438209501424	15.2195461388065	0.03	DOWN_pEhEx_UP_UmasM
EHI_000440A	402.216791078035	0.278766713035395	0.534452006568053	0.521593538071784	0.601953363436583	0.99974516567436	282	711	545	235	350.143863906573	531.777214677912	428.89664050936	298.049445218294	0.03	DOWN_pEhEx_UP_UmasM
EHI_000470A	8.39353035114506	0.575125602376643	1.14116018759327	0.50398323445685	0.614273158484889	0.99974516567436	9	12	9	5	11.1748041672311	8.97514286376223	7.0826968157509	6.34147755783604	0.03	DOWN_pEhEx_UP_UmasM
EHI_000480A	22.3547505440212	-0.403328324861752	0.791826554526249	-0.509364484628914	0.610496765671941	0.99974516567436	16	25	34	19	19.8663185195219	18.6982142995047	26.7568546372812	24.0976147197769	0.03	UP_pEhEx_DOWN_UmasM
EHI_000510A	10483.2956253226	-0.275064867706636	0.506559596248573	-0.543005936011642	0.587125715397304	0.99974516567436	9230	10046	12568	10304	11460.3824959492	7513.69043411295	9890.5926200397	13068.5169511885	0.03	UP_pEhEx_DOWN_UmasM
EHI_000520A	21.9199831933096	0.27910281344044	0.797886465572964	0.34980266677417	0.726486797538359	0.99974516567436	20	31	23	17	24.8328981494024	23.1857857313858	18.1002251958079	21.5610236966425	0.03	DOWN_pEhEx_UP_UmasM
EHI_000540A	28.6219763628707	0.414407543351726	0.810201757068344	0.511486848474915	0.609010195130218	0.99974516567436	32	35	44	11	39.7326370390438	26.1775000193065	34.6265177658933	13.9512506272393	0.03	DOWN_pEhEx_UP_UmasM
EHI_000550A	285.54828765923	-0.100853632055087	0.508148208813341	-0.198472867375853	0.842675111179634	0.99974516567436	252	319	388	225	312.89451668247	238.589214461679	305.34292939015	285.366490102622	0.03	UP_pEhEx_DOWN_UmasM
EHI_000560A	55.4925628493728	0.241073286525473	0.628316018424138	0.383681586107102	0.701214462142162	0.99974516567436	56	68	63	41	69.5321148183266	50.8591428946527	49.5788777102563	52.0001159742555	0.03	DOWN_pEhEx_UP_UmasM
EHI_000570A	61.1337108113599	0.413621584434485	0.609580104062977	0.67853524364987	0.49743238556505	0.99974516567436	62	84	67	41	76.9819842631473	62.8260000463356	52.7267429617012	52.0001159742555	0.03	DOWN_pEhEx_UP_UmasM
EHI_000580A	146.431256115852	0.183787976683704	0.531134295798236	0.346029202289585	0.729320768565846	0.99974516567436	133	196	187	100	165.138772693526	146.594000108116	147.162700505047	126.829551156721	0.03	DOWN_pEhEx_UP_UmasM
EHI_000590A	11819.9794251591	0.0186942374701638	0.531545828288933	0.0351695685964487	0.971944527954794	0.99974516567436	12570	10945	13989	9838	15607.4764868994	8186.07822032314	11008.8717506155	12477.4912427982	0.03	DOWN_pEhEx_UP_UmasM
EHI_000610A	1670.83737068159	-0.97175076005719	0.533821802591121	-1.82036543906675	0.0687033719420242	0.99974516567436	967	1412	1952	2279	1200.6706255236	1056.07514363602	1536.15824270508	2890.44547086167	0.03	UP_pEhEx_DOWN_UmasM
EHI_000620A	27.5025034653687	0.0194082725568259	0.984874536255796	0.0197063400893788	0.984277633102913	0.99974516567436	5	65	25	28	6.20822453735059	48.6153571787121	19.6741578215303	35.5122743238818	0.03	DOWN_pEhEx_UP_UmasM
EHI_000650A	75.9405650959631	0.0634675575546381	0.587252214722649	0.10807546734347	0.91393582837374	0.99974516567436	68	95	103	53	84.431853707968	71.0532143381177	81.0575302247048	67.219662113062	0.03	DOWN_pEhEx_UP_UmasM
EHI_000660A	20.9731666319655	0.286066928710068	0.870767036396912	0.328522919165343	0.74251631804436	0.99974516567436	23	24	33	9	28.5578328718127	17.9502857275245	25.96988832442	11.4146596041049	0.03	DOWN_pEhEx_UP_UmasM
EHI_000670A	14.4749589398078	0.779809605454388	0.947784507155471	0.822770998646922	0.410638231782659	0.99974516567436	18	19	11	10	22.3496083344621	14.2106428676235	8.65662944147333	12.6829551156721	0.03	DOWN_pEhEx_UP_UmasM
EHI_000690A	183.417430327976	-1.3085623549516	3.11557693602665	-0.420006432779809	0.674480754394156	0.99974516567436	0	282	184	298	0	210.915857298413	144.801801566463	377.952062447028	0.03	UP_pEhEx_DOWN_UmasM
EHI_000700A	63.5568678080926	-0.0276661636088318	0.615613912596165	-0.0449407705751129	0.964154519437516	0.99974516567436	60	69	79	52	74.4986944482071	51.6070714666328	62.1703387160357	65.9513666014948	0.03	UP_pEhEx_DOWN_UmasM
EHI_000710A	40.7571370719903	0.44670527578057	0.69462270350873	0.643090520255297	0.520165365301447	0.99974516567436	28	79	46	26	34.7660574091633	59.0863571864347	36.2004503916157	32.9756833007474	0.03	DOWN_pEhEx_UP_UmasM
EHI_000720A	163.8751168488	0.176372364216824	0.543771534804727	0.324350123034963	0.74567297626834	0.99974516567436	163	195	218	107	202.388119917629	145.846071536136	171.558656203744	135.707619737691	0.03	DOWN_pEhEx_UP_UmasM
EHI_000730A	712.982477995462	-0.7293922869726	0.598833942298331	-1.2180209494692	0.223216011804122	0.99974516567436	252	1015	916	835	312.89451668247	759.147500559889	720.86114258087	1059.02675215862	0.03	UP_pEhEx_DOWN_UmasM
EHI_000740A	102.221011213588	0.0879206406669632	0.614238693428956	0.143137580890827	0.886181525256069	0.99974516567436	114	93	124	79	141.547519451593	69.5573571941573	97.5838227947902	100.195345413809	0.03	DOWN_pEhEx_UP_UmasM
EHI_000770A	8.12657306278292	0.869736923089945	1.18221268232871	0.735685664762743	0.46192201567307	0.99974516567436	11	10	8	4	13.6580939821713	7.47928571980186	6.29573050288969	5.07318204626883	0.03	DOWN_pEhEx_UP_UmasM
EHI_000780A	28.945009266283	-0.0413897661860819	0.758373952318551	-0.054576988119835	0.956475472247827	0.99974516567436	26	33	28	29	32.2827675942231	24.6816428753461	22.0350567601139	36.780569835449	0.03	UP_pEhEx_DOWN_UmasM
EHI_000790A	56.5771475916989	0.1682950795774	0.618744805989986	0.271994331020087	0.785626378274966	0.99974516567436	44	87	71	40	54.6323759286852	65.0697857622762	55.874608213146	50.7318204626883	0.03	DOWN_pEhEx_UP_UmasM
EHI_000800A	288.056166976422	0.186832057174766	0.574590274923027	0.325157012446467	0.745062241478635	0.99974516567436	336	263	344	211	417.19268890996	196.705214430789	270.716411624257	267.610352940681	0.03	DOWN_pEhEx_UP_UmasM
EHI_000900A	26.4956129566408	-0.670043729470278	0.858416173449968	-0.780558137409477	0.435062421395577	0.99974516567436	9	39	27	35	11.1748041672311	29.1692143072273	21.2480904472527	44.3903429048523	0.03	UP_pEhEx_DOWN_UmasM
EHI_000910A	7.004791372357	0.879676467252725	1.30022752117473	0.676555797294579	0.498687832684928	0.99974516567436	10	8	9	2	12.4164490747012	5.98342857584149	7.0826968157509	2.53659102313442	0.03	DOWN_pEhEx_UP_UmasM
EHI_001050A	584.390689534458	-0.164798390558519	0.481075782793341	-0.342562225023314	0.73192782438551	0.99974516567436	414	786	774	494	514.040991692629	587.871857576426	609.111926154578	626.537982714201	0.03	UP_pEhEx_DOWN_UmasM
EHI_001060A	16.7463222998169	-0.333073965812562	0.903641122590705	-0.368590978747903	0.712432620762837	0.99974516567436	8	26	22	16	9.93315925976095	19.4461428714848	17.3132588829467	20.2927281850753	0.03	UP_pEhEx_DOWN_UmasM
EHI_001070A	698.747662013296	-0.268453875469934	0.495990612324353	-0.541247896229089	0.588336728383784	0.99974516567436	434	974	892	651	538.873889842031	728.482429108701	701.973951072201	825.660378030252	0.03	UP_pEhEx_DOWN_UmasM
EHI_001100A	25.7486692160769	0.443390581593789	0.760353649388967	0.583137309790128	0.559800869102364	0.99974516567436	23	41	25	19	28.5578328718127	30.6650714511876	19.6741578215303	24.0976147197769	0.03	DOWN_pEhEx_UP_UmasM
EHI_001120A	74.5762847233509	-0.949498480100616	0.598749387709848	-1.58580284103896	0.11278404102989	0.99974516567436	39	71	105	90	48.4241513913346	53.1029286105932	82.6314628504272	114.146596041049	0.03	UP_pEhEx_DOWN_UmasM
EHI_001130A	1826.26173101584	0.110336558837112	0.625043690816743	0.176526154024425	0.859880603358866	0.99974516567436	2185	1443	1537	1816	2712.99412282221	1079.26092936741	1209.56722286768	2303.22464900605	0.03	DOWN_pEhEx_UP_UmasM
EHI_001140A	47.0615521823467	0.354427424197418	0.725832979984557	0.488304381270963	0.625334258615982	0.99974516567436	24	101	57	30	29.7994777792828	75.5407857699988	44.8570798330891	38.0488653470162	0.03	DOWN_pEhEx_UP_UmasM
EHI_001150A	85.7859417354623	0.354501165729603	0.598427046450754	0.592388274948692	0.553590616009032	0.99974516567436	88	112	115	47	109.26475185737	83.7680000617809	90.5011259790393	59.6098890436588	0.03	DOWN_pEhEx_UP_UmasM
EHI_001180A	7.7818870824536	0.292806164211039	1.26118524270553	0.2321674519303	0.8164079567071	0.99974516567436	11	5	11	4	13.6580939821713	3.73964285990093	8.65662944147333	5.07318204626883	0.03	DOWN_pEhEx_UP_UmasM
EHI_001400A	1971.48585190678	-0.265237817259636	0.524996871597129	-0.505217900542412	0.613405798957965	0.99974516567436	1824	1761	2391	1910	2264.7603112255	1317.10221525711	1881.63645405116	2422.44442709337	0.03	UP_pEhEx_DOWN_UmasM
EHI_001410A	24.5114293809381	0.206932495876791	0.783502985674741	0.264111942979494	0.791693661381409	0.99974516567436	22	34	35	14	27.3161879643426	25.4295714473263	27.5438209501424	17.7561371619409	0.03	DOWN_pEhEx_UP_UmasM
EHI_001420A	9932.25386166194	-0.47396078993984	0.485825221637187	-0.975578806597638	0.329273231226368	0.99974516567436	6940	10714	12112	10697	8617.01565784262	8013.30672019571	9531.73598137499	13566.9570872344	0.03	UP_pEhEx_DOWN_UmasM
EHI_001430A	14.0908539704336	-0.135880707812043	0.965755631274431	-0.140698851150091	0.88810785271706	0.99974516567436	10	19	12	16	12.4164490747012	14.2106428676235	9.44359575433454	20.2927281850753	0.03	UP_pEhEx_DOWN_UmasM
EHI_001635A	276.622385837168	-0.771126364833715	0.539677865306615	-1.42886416954604	0.15304327756985	0.99974516567436	148	301	548	210	183.763446305577	225.126500166036	431.257539447944	266.342057429114	0.03	UP_pEhEx_DOWN_UmasM
EHI_001760A	7.39208096039564	0.497033822549525	1.20648838440042	0.411967350018485	0.680363354540382	0.99974516567436	8	10	9	4	9.93315925976095	7.47928571980186	7.0826968157509	5.07318204626883	0.03	DOWN_pEhEx_UP_UmasM
EHI_001780A	4922.28484904937	0.503033017409099	0.553789902121985	0.908346315961345	0.363695279328811	0.99974516567436	6054	5385	6330	2494	7516.91826982409	4027.5953601133	4981.49676041147	3163.12900584862	0.03	DOWN_pEhEx_UP_UmasM
EHI_001800A	8.26905193446361	0.988630067912543	1.38474377139673	0.713944404974906	0.475261557708661	0.99974516567436	15	5	12	1	18.6246736120518	3.73964285990093	9.44359575433454	1.26829551156721	0.03	DOWN_pEhEx_UP_UmasM
EHI_001810A	613.929781739642	-0.0135580071245307	0.481799305094324	-0.0281403625558912	0.977550202144695	0.99974516567436	485	829	847	447	602.197780123007	620.032786171574	666.560466993446	566.928093670542	0.03	UP_pEhEx_DOWN_UmasM
EHI_001820A	21.5040722589623	-0.684245450819217	0.870579561391882	-0.785965443210321	0.431887732551497	0.99974516567436	7	32	34	21	8.69151435229083	23.933714303366	26.7568546372812	26.6342057429114	0.03	UP_pEhEx_DOWN_UmasM
EHI_001830A	56.2650224160774	0.212592590436797	0.670375662280229	0.317124565223148	0.751149085806958	0.99974516567436	32	108	70	39	39.7326370390438	80.7762857738601	55.0876419002848	49.4635249511211	0.03	DOWN_pEhEx_UP_UmasM
EHI_001840A	129.926834314975	-0.325814930240844	0.588670943701711	-0.553475475096559	0.579937869579092	0.99974516567436	121	108	167	124	150.239033803884	80.7762857738601	131.423374247822	157.268643434334	0.03	UP_pEhEx_DOWN_UmasM
EHI_001850A	173.822635430233	-0.0272641672737551	0.529204451393167	-0.0515191571083356	0.958911836956175	0.99974516567436	120	261	235	131	148.997388896414	195.209357286829	184.937083522385	166.146712015304	0.03	UP_pEhEx_DOWN_UmasM
EHI_001860A	7.72595817269574	1.86437158488945	1.48045226773439	1.25932569764144	0.207912714989886	0.99974516567436	15	8	8	0	18.6246736120518	5.98342857584149	6.29573050288969	0	0.03	DOWN_pEhEx_UP_UmasM
EHI_001870A	7.73854431149256	0.237579709424996	1.21557342818393	0.19544661302768	0.845043328240466	0.99974516567436	7	11	13	3	8.69151435229083	8.22721429178205	10.2305620671957	3.80488653470162	0.03	DOWN_pEhEx_UP_UmasM
EHI_001910A	19.9382561983127	0.822496308773336	0.848802366100528	0.969008030163672	0.332541182633325	0.99974516567436	17	40	22	9	21.107963426992	29.9171428792074	17.3132588829467	11.4146596041049	0.03	DOWN_pEhEx_UP_UmasM
EHI_001920A	7.19533938218033	0.597805716832425	1.21870716758669	0.490524494096652	0.623762801540936	0.99974516567436	8	10	8	4	9.93315925976095	7.47928571980186	6.29573050288969	5.07318204626883	0.03	DOWN_pEhEx_UP_UmasM
EHI_001940A	1113.1486421722	-0.517477265397217	0.701359516997	-0.737820266006928	0.460623676416387	0.99974516567436	279	1984	1316	1251	346.418929184163	1483.89028680869	1035.64766772535	1586.63768497058	0.03	UP_pEhEx_DOWN_UmasM
EHI_001950A	265.399244559474	-0.40110334216839	0.522555895448062	-0.767579785554742	0.442736875643751	0.99974516567436	156	352	338	267	193.696605565338	263.270857337026	265.994613747089	338.634901588445	0.03	UP_pEhEx_DOWN_UmasM
EHI_001990A	29.0772240823632	0.245715593295425	0.881564330206159	0.278726787003692	0.780454503797267	0.99974516567436	32	32	54	8	39.7326370390438	23.933714303366	42.4961808945054	10.1463640925377	0.03	DOWN_pEhEx_UP_UmasM
EHI_002110A	146.946357609509	0.0177517245225892	0.565377435414491	0.0313980067308046	0.974952130767413	0.99974516567436	135	172	227	89	167.622062508466	128.643714380592	178.641353019495	112.878300529481	0.03	DOWN_pEhEx_UP_UmasM
EHI_002120A	5.84397194105005	1.87435714859459	1.55920006784146	1.20212741600854	0.229314165764297	0.99974516567436	9	10	6	0	11.1748041672311	7.47928571980186	4.72179787716727	0	0.03	DOWN_pEhEx_UP_UmasM
EHI_002130A	153.807378577912	-0.19434942911277	0.530991989377485	-0.366011979466239	0.714356136582705	0.99974516567436	107	206	227	118	132.856005099303	154.073285827918	178.641353019495	149.658870364931	0.03	UP_pEhEx_DOWN_UmasM
EHI_002140A	314.96956611856	0.242193497889717	0.546993326477687	0.442772308483724	0.657930434813052	0.99974516567436	355	324	359	232	440.783942151892	242.32885732158	282.520906317175	294.244558683592	0.03	DOWN_pEhEx_UP_UmasM
EHI_002150A	27.8559361683469	0.102220431982127	0.738290346542905	0.13845559875025	0.889880358634526	0.99974516567436	23	39	36	20	28.5578328718127	29.1692143072273	28.3307872630036	25.3659102313442	0.03	DOWN_pEhEx_UP_UmasM
EHI_002160A	1531.03327771791	-0.379233613095646	0.522810688383333	-0.725374636598069	0.468222228715635	0.99974516567436	1346	1325	1930	1532	1671.25404545478	991.005357873747	1518.84498382214	1943.02872372096	0.03	UP_pEhEx_DOWN_UmasM
EHI_002180A	586.212636506472	0.431673695096075	0.589799147934637	0.731899489186638	0.464229917993242	0.99974516567436	740	573	784	300	918.817231527887	428.563071744647	616.98158928319	380.488653470162	0.03	DOWN_pEhEx_UP_UmasM
EHI_002190A	290.096089413962	-0.0634803875598713	0.656147763453035	-0.0967470912737707	0.922927241779112	0.99974516567436	273	305	185	353	338.969059739342	228.118214453957	145.588767879324	447.708315583224	0.03	UP_pEhEx_DOWN_UmasM
EHI_002200A	197.326521530984	0.276154305266871	0.572872700765768	0.48205178026066	0.629769162997909	0.99974516567436	227	202	253	124	281.853393995717	151.081571539998	199.102477153886	157.268643434334	0.03	DOWN_pEhEx_UP_UmasM
EHI_002210A	24.3499007214492	0.140176929374447	0.795996659500778	0.176102409101014	0.860213488315806	0.99974516567436	15	43	27	20	18.6246736120518	32.160928595148	21.2480904472527	25.3659102313442	0.03	DOWN_pEhEx_UP_UmasM
EHI_002670A	269.348676562427	-0.515190061051944	0.588100377665631	-0.876024026879403	0.381016972090419	0.99974516567436	112	406	352	282	139.064229636653	303.659000223956	277.012142127146	357.659334261953	0.03	UP_pEhEx_DOWN_UmasM
EHI_002780A	51.9873400336544	1.21714536520088	0.655493889657919	1.85683708788814	0.0633343353910261	0.99974516567436	51	110	47	20	63.323890280976	82.2721429178205	36.9874167044769	25.3659102313442	0.03	DOWN_pEhEx_UP_UmasM
EHI_002790A	42.5773486946601	-0.403831954174227	0.687730394207913	-0.587195153181119	0.557072647184229	0.99974516567436	25	56	48	47	31.041122686753	41.8840000308904	37.7743830173381	59.6098890436588	0.03	UP_pEhEx_DOWN_UmasM
EHI_002990A	58.7347534685873	0.126480050220518	0.627748598086438	0.20148201143908	0.840321693811676	0.99974516567436	44	91	83	37	54.6323759286852	68.0615000501969	65.3182039674805	46.9269339279867	0.03	DOWN_pEhEx_UP_UmasM
EHI_003000A	88.0639631953059	0.345352374588303	0.600782060090693	0.574838027846853	0.565400845468446	0.99974516567436	100	98	100	60	124.164490747012	73.2970000540582	78.6966312861211	76.0977306940325	0.03	DOWN_pEhEx_UP_UmasM
EHI_003010A	1002.53071044212	-0.470237905511384	0.500045905382066	-0.940389473146658	0.347017819883423	0.99974516567436	606	1241	1226	1076	752.436813926892	928.179357827411	964.820699567845	1364.68597044632	0.03	UP_pEhEx_DOWN_UmasM
EHI_003020A	14.0052410943964	0.877986732336018	1.07209203155601	0.818947167307763	0.412816557408006	0.99974516567436	5	40	14	7	6.20822453735059	29.9171428792074	11.017528380057	8.87806858097045	0.03	DOWN_pEhEx_UP_UmasM
EHI_003040A	15.1982132804714	0.0369877258123035	0.922441432070496	0.0400976414614005	0.968015282132301	0.99974516567436	9	26	19	12	11.1748041672311	19.4461428714848	14.952359944363	15.2195461388065	0.03	DOWN_pEhEx_UP_UmasM
EHI_003240.mRNA	62.5557184082522	1.5002009566811	0.97760324788696	1.53457034837364	0.124889400821254	0.99974516567436	120	49	74	5	148.997388896414	36.6485000270291	58.2355071517296	6.34147755783604	0.03	DOWN_pEhEx_UP_UmasM
EHI_003260A	1144.35594373756	-0.324179553605473	0.582408043970686	-0.556619292884955	0.577787569335192	0.99974516567436	1155	801	1436	1115	1434.09986812799	599.090786156129	1130.0836252687	1414.14949539744	0.03	UP_pEhEx_DOWN_UmasM
EHI_003890A	33.1200941387545	1.16919573498283	0.794411135196597	1.47177661941192	0.14108120929822	0.99974516567436	49	42	35	10	60.8406004660358	31.4130000231678	27.5438209501424	12.6829551156721	0.03	DOWN_pEhEx_UP_UmasM
EHI_003900A	35.7546642309555	0.41278629974675	0.717724251750063	0.575132160770982	0.565201918750843	0.99974516567436	24	69	38	25	29.7994777792828	51.6070714666328	29.904719888726	31.7073877891802	0.03	DOWN_pEhEx_UP_UmasM
EHI_003930A	157.584738316368	0.0174973461329927	0.619019311672245	0.0282662362919253	0.977449809369626	0.99974516567436	165	150	137	162	204.871409732569	112.189285797028	107.814384861986	205.463872873888	0.03	DOWN_pEhEx_UP_UmasM
EHI_003940A	10589.6160811924	-0.142164266159156	0.468686112245155	-0.30332510916132	0.761642112660639	0.99974516567436	8350	13061	12824	9564	10367.7349773755	9768.69507863321	10092.0559961322	12129.9782726288	0.03	UP_pEhEx_DOWN_UmasM
EHI_003950A	23.0765954749191	1.03144729444645	0.864163955504684	1.1935782415781	0.232642989444304	0.99974516567436	15	58	24	9	18.6246736120518	43.3798571748508	18.8871915086691	11.4146596041049	0.03	DOWN_pEhEx_UP_UmasM
EHI_004170A	941.739068936986	-0.765264219926666	0.532664573116546	-1.43667189174833	0.150811245357225	0.99974516567436	463	1096	1137	1165	574.881592158665	819.729714890284	894.780697723197	1477.5642709758	0.03	UP_pEhEx_DOWN_UmasM
EHI_004190A	38.1009027775792	0.331119462139244	0.733973694173671	0.451132601573723	0.651893982020491	0.99974516567436	47	36	45	25	58.3573106510956	26.9254285912867	35.4134840787545	31.7073877891802	0.03	DOWN_pEhEx_UP_UmasM
EHI_004200A	60322.7924412145	-0.0272135205456733	0.650388358941701	-0.0418419551511571	0.96662468890838	0.99974516567436	74138	36708	61524	57846	92053.0701500196	27454.9620202487	48417.3154324732	73365.8221621167	0.03	UP_pEhEx_DOWN_UmasM
EHI_004210A	5.7161266595532	0.33668675527298	1.44386814280781	0.233183865819107	0.815618633765866	0.99974516567436	5	9	11	1	6.20822453735059	6.73135714782168	8.65662944147333	1.26829551156721	0.03	DOWN_pEhEx_UP_UmasM
EHI_004230A	487.148274866836	-0.654619261930061	0.531769283872339	-1.23102119995185	0.218314935384972	0.99974516567436	235	621	640	543	291.786553255478	464.463643199696	503.658440231175	688.684462780994	0.03	UP_pEhEx_DOWN_UmasM
EHI_004350A	76.7451763349462	-0.0409739514467816	0.666752808237699	-0.0614529866849458	0.950998454788927	0.99974516567436	37	140	81	73	45.9408615763944	104.710000077226	63.7442713417581	92.5855723444062	0.03	UP_pEhEx_DOWN_UmasM
EHI_004370A	351.71157275987	0.498889137276477	0.53877735126344	0.925965310357934	0.354464008281286	0.99974516567436	248	689	329	256	307.927937052589	515.322786094348	258.911916931339	324.683650961205	0.03	DOWN_pEhEx_UP_UmasM
EHI_004380A	517.432048777419	-0.0907672299890331	0.483371775288924	-0.187779333898383	0.851049636734357	0.99974516567436	377	714	662	431	468.100130116235	534.021000393853	520.971699114122	546.635365485467	0.03	UP_pEhEx_DOWN_UmasM
EHI_004400A	167.962952587206	-1.22782836573423	0.556386741647077	-2.20678940353516	0.0273287757104258	0.99974516567436	73	147	233	227	90.6400782453186	109.945500081087	183.363150896662	287.903081125756	0.03	UP_pEhEx_DOWN_UmasM
EHI_004430A	69.425352678063	-0.0237816717920757	0.791134788499793	-0.0300602023040502	0.976019040336892	0.99974516567436	92	32	79	61	114.231331487251	23.933714303366	62.1703387160357	77.3660262055997	0.03	UP_pEhEx_DOWN_UmasM
