baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	UmasM_1	UmasM_2	pEhEx_1	pEhEx_2	UmasM_1.1	UmasM_2.1	pEhEx_1.1	pEhEx_2.1	Certeza	DE
EHI_014220A	20.0697573429751	-1.51531349642675	0.841938598393757	-1.79979098157235	0.0718936485109049	0.99974516567436	9	13	40	22	11.1748041672311	9.72307143574242	31.4786525144485	27.9025012544786	0.03	UP_pEhEx_DOWN_UmasM
EHI_014230A	13.8010109468156	-0.630097071874429	1.1593187341517	-0.543506331186379	0.586781232941576	0.99974516567436	2	25	11	20	2.48328981494024	18.6982142995047	8.65662944147333	25.3659102313442	0.03	UP_pEhEx_DOWN_UmasM
EHI_014240A	92.5629491403375	0.254837696610391	0.598799357292089	0.425581112449463	0.670413105544976	0.99974516567436	100	104	122	57	124.164490747012	77.7845714859394	96.0098901690678	72.2928441593308	0.03	DOWN_pEhEx_UP_UmasM
EHI_014250A	224.030493490985	0.963349987599669	0.744601823176501	1.29377871180866	0.195741867961618	0.99974516567436	380	161	117	167	471.825064838645	120.41650008881	92.0750586047617	211.805350431724	0.03	DOWN_pEhEx_UP_UmasM
EHI_014260.mRNA	23.4528195014709	-0.351388323000806	0.809684582300676	-0.433981738916598	0.664301701779709	0.99974516567436	12	35	38	18	14.8997388896414	26.1775000193065	29.904719888726	22.8293192082097	0.03	UP_pEhEx_DOWN_UmasM
EHI_014320A	39.9037332049852	-0.430462820048136	0.730041589211935	-0.589641503181773	0.555431020652599	0.99974516567436	17	62	51	41	21.107963426992	46.3715714627715	40.1352819559218	52.0001159742555	0.03	UP_pEhEx_DOWN_UmasM
EHI_014340A	26.6522430487113	0.120125423858029	0.786030318438583	0.152825433116439	0.87853594060071	0.99974516567436	15	49	33	20	18.6246736120518	36.6485000270291	25.96988832442	25.3659102313442	0.03	DOWN_pEhEx_UP_UmasM
EHI_014360A	7.29851043236058	-0.0580821807178452	1.25160399480835	-0.0464061963358778	0.962986497873652	0.99974516567436	3	14	11	5	3.72493472241035	10.4710000077226	8.65662944147333	6.34147755783604	0.03	UP_pEhEx_DOWN_UmasM
EHI_014370A	11.2034945661223	0.173249076154579	1.02910978248793	0.168348488278616	0.866309130025136	0.99974516567436	7	20	14	8	8.69151435229083	14.9585714396037	11.017528380057	10.1463640925377	0.03	DOWN_pEhEx_UP_UmasM
EHI_014400A	704.901292466513	-0.185074901463701	0.60721438416394	-0.304793342006426	0.76052355271973	0.99974516567436	288	1285	850	656	357.593733351394	961.088214994539	668.92136593203	832.001855588088	0.03	UP_pEhEx_DOWN_UmasM
EHI_014810A	81.7992493623964	0.752015574636037	0.774026965867843	0.971562500788165	0.331268245551232	0.99974516567436	131	58	104	31	162.655482878585	43.3798571748508	81.844496537566	39.3171608585834	0.03	DOWN_pEhEx_UP_UmasM
EHI_015120A	87.1424687253614	1.01830445783575	0.859487284029684	1.18478129549684	0.236103929853892	0.99974516567436	162	44	102	27	201.146475010159	32.9088571671282	80.2705639118436	34.2439788123146	0.03	DOWN_pEhEx_UP_UmasM
EHI_015220A	21.9263834203074	0.998226490122413	1.0751069223715	0.928490431370772	0.3531532289951	0.99974516567436	43	7	16	13	53.3907310212151	5.2355000038613	12.5914610057794	16.4878416503737	0.03	DOWN_pEhEx_UP_UmasM
EHI_015230A	34.63760651839	-0.136791997642978	0.775908617082793	-0.176299108724013	0.860058962202405	0.99974516567436	37	27	34	36	45.9408615763944	20.194071443465	26.7568546372812	45.6586384164195	0.03	UP_pEhEx_DOWN_UmasM
EHI_015250A	113.339951915988	0.874338225392927	0.774396904333631	1.12905697388511	0.258873800170342	0.99974516567436	188	80	60	89	233.429242604382	59.8342857584149	47.2179787716727	112.878300529481	0.03	DOWN_pEhEx_UP_UmasM
EHI_015260A	11.1663453635532	0.239376100879184	1.10707400711664	0.216224118117121	0.828813054650814	0.99974516567436	5	24	18	5	6.20822453735059	17.9502857275245	14.1653936315018	6.34147755783604	0.03	DOWN_pEhEx_UP_UmasM
EHI_015280A	10.232642894462	0.425711013745359	1.05493713163243	0.403541595968478	0.686549840936546	0.99974516567436	8	18	11	7	9.93315925976095	13.4627142956434	8.65662944147333	8.87806858097045	0.03	DOWN_pEhEx_UP_UmasM
EHI_015290A	10.3725184770339	-1.21603418333748	1.31765451123198	-0.922877865913814	0.356070856546689	0.99974516567436	9	2	6	19	11.1748041672311	1.49585714396037	4.72179787716727	24.0976147197769	0.03	UP_pEhEx_DOWN_UmasM
EHI_015300A	103.946088764024	0.319058254223384	0.633524433967382	0.503624228390551	0.614525463524359	0.99974516567436	56	215	118	73	69.5321148183266	160.80464297574	92.8620249176229	92.5855723444062	0.03	DOWN_pEhEx_UP_UmasM
EHI_015310A	9687.83587204193	-0.808090991386161	0.680785166967502	-1.18699852845756	0.235228200950276	0.99974516567436	2274	15058	12746	11539	2823.50051958705	11262.3084368776	10030.672623729	14634.861907974	0.03	UP_pEhEx_DOWN_UmasM
EHI_015320A	9258.74714865334	0.430743284676991	0.611221270232155	0.704725613546442	0.480981008342651	0.99974516567436	12746	7268	9253	6695	15826.0059906141	5435.94486115199	7281.79929290479	8491.23844994246	0.03	DOWN_pEhEx_UP_UmasM
EHI_015330A	18.4347749049877	0.0546429740409836	0.846327983168748	0.0645647729103722	0.948520533307713	0.99974516567436	14	27	25	13	17.3830287045817	20.194071443465	19.6741578215303	16.4878416503737	0.03	DOWN_pEhEx_UP_UmasM
EHI_015360A	18.0613030347057	0.86323143923372	0.927299410040777	0.930909078434289	0.351900598023909	0.99974516567436	21	28	24	5	26.0745430568725	20.9420000154452	18.8871915086691	6.34147755783604	0.03	DOWN_pEhEx_UP_UmasM
EHI_015370A	10.2552585490985	0.253456733838225	1.05442199460997	0.240375044464032	0.810039522764655	0.99974516567436	9	15	14	6	11.1748041672311	11.2189285797028	11.017528380057	7.60977306940325	0.03	DOWN_pEhEx_UP_UmasM
EHI_015380A	2082.83796790164	0.126163828307316	0.470500254052798	0.268148268190219	0.788585193143725	0.99974516567436	1885	2684	2604	1525	2340.50065058117	2007.44028719482	2049.26027869059	1934.15065513999	0.03	DOWN_pEhEx_UP_UmasM
EHI_015410A	7.59559635717957	0.505391769714669	1.2201897946627	0.41419111348524	0.678734149376334	0.99974516567436	6	14	11	3	7.44986944482071	10.4710000077226	8.65662944147333	3.80488653470162	0.03	DOWN_pEhEx_UP_UmasM
EHI_015420A	39.2201201884551	0.173702473783095	0.670641319117219	0.259009501549567	0.795627909420196	0.99974516567436	32	58	47	29	39.7326370390438	43.3798571748508	36.9874167044769	36.780569835449	0.03	DOWN_pEhEx_UP_UmasM
EHI_015430A	9.00448220211551	0.584960578270826	1.15196802249023	0.507792375179224	0.611598957620322	0.99974516567436	12	9	7	7	14.8997388896414	6.73135714782168	5.50876419002848	8.87806858097045	0.03	DOWN_pEhEx_UP_UmasM
EHI_015440A	365.419012137288	-0.387137515853862	0.680645682445757	-0.568779801060024	0.56950558401173	0.99974516567436	113	658	401	405	140.305874544123	492.137000362963	315.573491457346	513.659682184719	0.03	UP_pEhEx_DOWN_UmasM
EHI_015450A	24.794438632674	-0.103757349083295	0.848464079880995	-0.122288440422661	0.90267058649415	0.99974516567436	11	45	24	26	13.6580939821713	33.6567857391084	18.8871915086691	32.9756833007474	0.03	UP_pEhEx_DOWN_UmasM
EHI_015550A	79.7151738995944	-0.334925471493993	0.709410151235084	-0.472118239231406	0.636842394387789	0.99974516567436	87	45	122	64	108.0231069499	33.6567857391084	96.0098901690678	81.1709127403013	0.03	UP_pEhEx_DOWN_UmasM
EHI_015750A	7.11534090373742	-1.8043299128792	1.53495515050455	-1.17549357209956	0.239797307316204	0.99974516567436	0	8	6	14	0	5.98342857584149	4.72179787716727	17.7561371619409	0.03	UP_pEhEx_DOWN_UmasM
EHI_016000A	12.6142689493702	-0.0528192342821678	0.971012300303503	-0.054396050663476	0.956619625312213	0.99974516567436	11	15	18	9	13.6580939821713	11.2189285797028	14.1653936315018	11.4146596041049	0.03	UP_pEhEx_DOWN_UmasM
EHI_016010A	1082.52462090796	-0.128977624177451	0.623502143623592	-0.206859953083521	0.836119232818287	0.99974516567436	1252	688	1537	829	1554.53942415259	514.574857522368	1209.56722286768	1051.41697908922	0.03	UP_pEhEx_DOWN_UmasM
EHI_016110A	28.3101968945544	0.0140076928026115	0.91746989636805	0.015267741054026	0.987818578392677	0.99974516567436	8	62	24	30	9.93315925976095	46.3715714627715	18.8871915086691	38.0488653470162	0.03	DOWN_pEhEx_UP_UmasM
EHI_016120A	27.3471171600409	0.419801287097061	0.748827516710823	0.560611459553478	0.575062437710868	0.99974516567436	22	47	29	19	27.3161879643426	35.1526428830688	22.8220230729751	24.0976147197769	0.03	DOWN_pEhEx_UP_UmasM
EHI_016130A	1644.73815380416	0.389509247774647	0.591665699391384	0.658326565449569	0.510328311247316	0.99974516567436	2171	1385	1889	1073	2695.61109411763	1035.88107219256	1486.57936499483	1360.88108391161	0.03	DOWN_pEhEx_UP_UmasM
EHI_016140A	83.3141619216233	-0.197869531217147	0.644208659385486	-0.307151306233442	0.758728207122089	0.99974516567436	83	70	89	85	103.05652732002	52.355000038613	70.0400018446478	107.805118483213	0.03	UP_pEhEx_DOWN_UmasM
EHI_016350A	170.564120371483	-0.476600833697104	0.608729218107563	-0.78294390924552	0.433660051038861	0.99974516567436	118	185	152	219	146.514099081474	138.366785816334	119.618879554904	277.756717033219	0.03	UP_pEhEx_DOWN_UmasM
EHI_016360A	13.1116623192328	0.0576310564444072	0.957882781015198	0.0601650406361076	0.952024188784623	0.99974516567436	12	16	18	9	14.8997388896414	11.966857151683	14.1653936315018	11.4146596041049	0.03	DOWN_pEhEx_UP_UmasM
EHI_016370A	2311.55148662742	0.733561523493835	0.653328425589099	1.1228066846049	0.261519605757089	0.99974516567436	3635	1686	2381	1260	4513.37923865388	1261.00757235859	1873.76679092254	1598.05234457468	0.03	DOWN_pEhEx_UP_UmasM
EHI_016390A	11.3263433998181	0.229951200992134	1.02290414626944	0.224802296315616	0.822133079598225	0.99974516567436	12	13	15	7	14.8997388896414	9.72307143574242	11.8044946929182	8.87806858097045	0.03	DOWN_pEhEx_UP_UmasM
EHI_016400A	20.2139002560104	-0.0999926945406903	0.833827057035073	-0.119920184523929	0.904546374922888	0.99974516567436	12	32	26	17	14.8997388896414	23.933714303366	20.4611241343915	21.5610236966425	0.03	UP_pEhEx_DOWN_UmasM
EHI_016410A	10.5462620730699	0.795690885424813	1.07521338452339	0.740030673797386	0.45928138233798	0.99974516567436	9	21	13	4	11.1748041672311	15.7065000115839	10.2305620671957	5.07318204626883	0.03	DOWN_pEhEx_UP_UmasM
EHI_016440A	27.0241086690834	0.415337329700873	0.79314579255623	0.523658239883342	0.600516265981632	0.99974516567436	29	35	39	12	36.0077023166334	26.1775000193065	30.6916862015872	15.2195461388065	0.03	DOWN_pEhEx_UP_UmasM
EHI_016460A	145.35115986187	-0.784958398295916	0.567568861166437	-1.38301878768104	0.166659105229674	0.99974516567436	77	157	178	180	95.6066578751991	117.424785800889	140.080003689296	228.293192082097	0.03	UP_pEhEx_DOWN_UmasM
EHI_016480A	34.6106380881428	-0.386013285245866	0.710001827898602	-0.543679283739807	0.586662190584028	0.99974516567436	21	45	42	36	26.0745430568725	33.6567857391084	33.0525851401709	45.6586384164195	0.03	UP_pEhEx_DOWN_UmasM
EHI_017000A	503.475492744935	-0.353915267999833	0.50132577514538	-0.705958651132991	0.480213851828888	0.99974516567436	299	685	674	473	371.251827333565	512.331071806428	530.415294868456	599.903776971289	0.03	UP_pEhEx_DOWN_UmasM
EHI_017010A	24.8213481920975	-0.38126082310042	0.766656075635701	-0.49730359572809	0.618974976488865	0.99974516567436	16	31	36	22	19.8663185195219	23.1857857313858	28.3307872630036	27.9025012544786	0.03	UP_pEhEx_DOWN_UmasM
EHI_017020A	6.52382008873895	0.257176262543561	1.30963475474124	0.196372508909459	0.844318612044333	0.99974516567436	8	6	10	3	9.93315925976095	4.48757143188112	7.86966312861211	3.80488653470162	0.03	DOWN_pEhEx_UP_UmasM
EHI_017030A	113.83660770112	-1.07384388909325	0.765185159456752	-1.40337783060983	0.160504200277459	0.99974516567436	21	160	142	156	26.0745430568725	119.66857151683	111.749216426292	197.854099804484	0.03	UP_pEhEx_DOWN_UmasM
EHI_017050A	31.9242374576582	0.343372400855146	0.720781745381464	0.476388869523078	0.633797362823447	0.99974516567436	33	41	39	20	40.9742819465139	30.6650714511876	30.6916862015872	25.3659102313442	0.03	DOWN_pEhEx_UP_UmasM
EHI_017150A	22.1596117470155	-0.65566123328205	1.33209400873546	-0.492203424820189	0.622575543590867	0.99974516567436	28	0	33	22	34.7660574091633	0	25.96988832442	27.9025012544786	0.03	UP_pEhEx_DOWN_UmasM
EHI_017450A	14.4737984394544	0.855234107746241	1.09921364422728	0.778041750334578	0.436544400629891	0.99974516567436	26	7	13	8	32.2827675942231	5.2355000038613	10.2305620671957	10.1463640925377	0.03	DOWN_pEhEx_UP_UmasM
EHI_017560A	585.098365765621	0.199706670501421	0.529766550968779	0.376971083085974	0.706195094667758	0.99974516567436	640	611	734	403	794.652740780876	456.984357479894	577.633273640129	511.123091161585	0.03	DOWN_pEhEx_UP_UmasM
EHI_017580A	9.14087867294859	0.832064755868413	1.14786582909455	0.724879802829179	0.468525772476016	0.99974516567436	13	10	10	4	16.1413837971115	7.47928571980186	7.86966312861211	5.07318204626883	0.03	DOWN_pEhEx_UP_UmasM
EHI_017590A	28.2635838323291	-0.0748115628265036	0.785184261276203	-0.0952789892972489	0.924093230833423	0.99974516567436	26	31	49	15	32.2827675942231	23.1857857313858	38.5613493301994	19.0244326735081	0.03	UP_pEhEx_DOWN_UmasM
EHI_017600A	58.5884619825348	0.287061886882323	0.653277589356858	0.439417931303799	0.6603587360445	0.99974516567436	43	101	84	31	53.3907310212151	75.5407857699988	66.1051702803418	39.3171608585834	0.03	DOWN_pEhEx_UP_UmasM
EHI_017620A	11.0560425797164	1.14683973429156	1.33316114863767	0.860240890955673	0.389656268372618	0.99974516567436	14	18	17	0	17.3830287045817	13.4627142956434	13.3784273186406	0	0.03	DOWN_pEhEx_UP_UmasM
EHI_017630A	27.0951269644956	0.52692080984176	0.819135952605308	0.643264171430712	0.520052700320403	0.99974516567436	21	51	40	10	26.0745430568725	38.1443571709895	31.4786525144485	12.6829551156721	0.03	DOWN_pEhEx_UP_UmasM
EHI_017640A	28.6072584069186	0.632214426358922	0.891144293653327	0.709441143102764	0.478050763583726	0.99974516567436	10	76	30	17	12.4164490747012	56.8425714704941	23.6089893858363	21.5610236966425	0.03	DOWN_pEhEx_UP_UmasM
EHI_017650A	12.6050897643266	0.0110730040914146	0.991092328776301	0.0111725252732875	0.991085800032629	0.99974516567436	7	22	16	10	8.69151435229083	16.4544285835641	12.5914610057794	12.6829551156721	0.03	DOWN_pEhEx_UP_UmasM
EHI_017660A	285.071546262595	-1.25099418267126	0.872890338831701	-1.43316305269872	0.151811245699463	0.99974516567436	27	405	293	452	33.5244125016932	302.911071651975	230.581129668335	573.269571228378	0.03	UP_pEhEx_DOWN_UmasM
EHI_017690A	1067.41740791704	0.257181302710621	0.632013850567685	0.406923523083578	0.684064158523315	0.99974516567436	1419	753	1114	842	1761.8941237001	563.19021470108	876.680472527389	1067.90482073959	0.03	DOWN_pEhEx_UP_UmasM
EHI_017700A	23663.9027140726	0.231225235093246	0.589482231022237	0.392251407972506	0.694872463303329	0.99974516567436	29832	18815	28733	16503	37040.7508796486	14072.2760818072	22611.9030674412	20930.6808273936	0.03	DOWN_pEhEx_UP_UmasM
EHI_017720A	1183.9181798317	0.191034897942297	0.591612421959185	0.322905488207407	0.746766819796345	0.99974516567436	1465	944	1473	829	1819.00978944372	706.044571949296	1159.20137884456	1051.41697908922	0.03	DOWN_pEhEx_UP_UmasM
EHI_017730A	32.2091829932369	0.148570240776253	0.729394490331613	0.203689831422646	0.83859588896282	0.99974516567436	31	39	31	29	38.4909921315737	29.1692143072273	24.3959556986976	36.780569835449	0.03	DOWN_pEhEx_UP_UmasM
EHI_017740A	11.242421139459	-0.468153850701277	1.0120735830958	-0.462568985615902	0.643673343646673	0.99974516567436	8	12	17	10	9.93315925976095	8.97514286376223	13.3784273186406	12.6829551156721	0.03	UP_pEhEx_DOWN_UmasM
EHI_017750A	971.387909116971	0.118632469292847	0.775387094235046	0.152997735163343	0.878400061341266	0.99974516567436	217	2343	950	880	269.436944921016	1752.39664414958	747.617997218151	1116.10005017914	0.03	DOWN_pEhEx_UP_UmasM
EHI_017890A	36.4943517831567	0.309080831951058	0.827296662092101	0.373603383300788	0.708699416425905	0.99974516567436	14	84	32	32	17.3830287045817	62.8260000463356	25.1829220115588	40.5854563701507	0.03	DOWN_pEhEx_UP_UmasM
EHI_018490A	6.48478234785792	1.01202700547922	1.2846252016229	0.787799433018052	0.430814032769199	0.99974516567436	8	10	6	3	9.93315925976095	7.47928571980186	4.72179787716727	3.80488653470162	0.03	DOWN_pEhEx_UP_UmasM
EHI_018610A	49.7873049111622	0.416752461776802	0.715808791663416	0.582211991009975	0.560423897472081	0.99974516567436	65	45	61	29	80.7069189855577	33.6567857391084	48.0049450845339	36.780569835449	0.03	DOWN_pEhEx_UP_UmasM
EHI_018630A	5.28802195986593	5.84875676201958	2.02770136737833	2.88442709371035	0.00392126543160893	0.99974516567436	8	15	0	0	9.93315925976095	11.2189285797028	0	0	0.03	DOWN_pEhEx_UP_UmasM
EHI_018960A	12.0263140012	0.880734811746226	1.34911154207931	0.652825792587025	0.513868593541264	0.99974516567436	17	14	21	0	21.107963426992	10.4710000077226	16.5262925700854	0	0.03	DOWN_pEhEx_UP_UmasM
EHI_019060A	50.5163949051299	0.33666941415109	0.71346678423631	0.47187818913176	0.637013737001075	0.99974516567436	60	52	74	24	74.4986944482071	38.8922857429697	58.2355071517296	30.439092277613	0.03	DOWN_pEhEx_UP_UmasM
EHI_019080A	10.7859651740825	-0.42970550420262	1.05425942666346	-0.407589909404521	0.683574773680632	0.99974516567436	5	16	14	11	6.20822453735059	11.966857151683	11.017528380057	13.9512506272393	0.03	UP_pEhEx_DOWN_UmasM
EHI_019100A	21.2884631390897	0.541336617073802	0.826357094693063	0.655088000756952	0.51241109721806	0.99974516567436	24	28	26	11	29.7994777792828	20.9420000154452	20.4611241343915	13.9512506272393	0.03	DOWN_pEhEx_UP_UmasM
EHI_019140A	7.1042853881646	0.148262651959015	1.26894322843039	0.116839468178894	0.906987266847301	0.99974516567436	8	7	12	3	9.93315925976095	5.2355000038613	9.44359575433454	3.80488653470162	0.03	DOWN_pEhEx_UP_UmasM
EHI_019160A	20.0951097048509	0.508835820119257	0.867444104834569	0.586592055076906	0.557477719846158	0.99974516567436	12	43	23	12	14.8997388896414	32.160928595148	18.1002251958079	15.2195461388065	0.03	DOWN_pEhEx_UP_UmasM
EHI_019170A	38.121423235298	0.035901918870871	0.676767545563764	0.0530491142877778	0.957692775234341	0.99974516567436	29	55	49	29	36.0077023166334	41.1360714589102	38.5613493301994	36.780569835449	0.03	DOWN_pEhEx_UP_UmasM
EHI_019180A	10.3095212556331	0.108943081109876	1.08984240664926	0.0999622334799977	0.920374308535201	0.99974516567436	5	20	11	9	6.20822453735059	14.9585714396037	8.65662944147333	11.4146596041049	0.03	DOWN_pEhEx_UP_UmasM
EHI_019190A	12.0565304721254	0.0654257946738414	1.0155376289366	0.0644247862507576	0.948631994445246	0.99974516567436	11	15	20	6	13.6580939821713	11.2189285797028	15.7393262572242	7.60977306940325	0.03	DOWN_pEhEx_UP_UmasM
EHI_019290A	28.3186567807219	1.02316739721825	0.963669504707549	1.06174097262605	0.288353293295921	0.99974516567436	49	21	37	6	60.8406004660358	15.7065000115839	29.1177535758648	7.60977306940325	0.03	DOWN_pEhEx_UP_UmasM
EHI_019600A	38.494378277417	-0.397534383854968	0.762024024008998	-0.521682219103205	0.601891606788905	0.99974516567436	14	65	57	34	17.3830287045817	48.6153571787121	44.8570798330891	43.1220473932851	0.03	UP_pEhEx_DOWN_UmasM
EHI_019610A	8.29318600454138	-0.0176738546216977	1.14042611675034	-0.0154975884558482	0.987635208396198	0.99974516567436	6	12	10	7	7.44986944482071	8.97514286376223	7.86966312861211	8.87806858097045	0.03	UP_pEhEx_DOWN_UmasM
EHI_019620A	65.2231396103427	0.350797760093238	0.732548046493331	0.478873381442335	0.63202870859884	0.99974516567436	27	150	69	48	33.5244125016932	112.189285797028	54.3006755874236	60.878184555226	0.03	DOWN_pEhEx_UP_UmasM
EHI_019630A	28.5745519762974	-0.712989956341907	0.757416516426251	-0.941344611424684	0.34652828810937	0.99974516567436	13	36	47	27	16.1413837971115	26.9254285912867	36.9874167044769	34.2439788123146	0.03	UP_pEhEx_DOWN_UmasM
EHI_019640A	49.0042501724345	0.1285402460344	0.718990326185393	0.178778825462606	0.858111372238707	0.99974516567436	51	52	37	51	63.323890280976	38.8922857429697	29.1177535758648	64.6830710899276	0.03	DOWN_pEhEx_UP_UmasM
EHI_019860A	65.2842474415049	1.5575102561927	0.892304509209332	1.74549185857282	0.0808992883985447	0.99974516567436	17	232	41	27	21.107963426992	173.519428699403	32.2656188273097	34.2439788123146	0.03	DOWN_pEhEx_UP_UmasM
EHI_019870A	18.9772517963413	0.0802343997157513	0.93649992149703	0.0856747532743981	0.931724972286247	0.99974516567436	7	40	20	17	8.69151435229083	29.9171428792074	15.7393262572242	21.5610236966425	0.03	DOWN_pEhEx_UP_UmasM
EHI_020080A	899.737913924152	-0.177831987344918	0.710093315147324	-0.250434673234493	0.802251218346411	0.99974516567436	239	1860	1073	841	296.753132885358	1391.14714388315	844.41485370008	1066.63652522802	0.03	UP_pEhEx_DOWN_UmasM
EHI_020100A	23.8714459718504	0.00603810648075608	0.774462910756245	0.00779650825997595	0.993779349452192	0.99974516567436	18	34	30	19	22.3496083344621	25.4295714473263	23.6089893858363	24.0976147197769	0.03	DOWN_pEhEx_UP_UmasM
EHI_020110A	10.8689259361012	-0.87455479814344	1.04626390878179	-0.835883557487635	0.403220413332048	0.99974516567436	5	12	15	13	6.20822453735059	8.97514286376223	11.8044946929182	16.4878416503737	0.03	UP_pEhEx_DOWN_UmasM
EHI_020210A	8.62988992041805	-0.0890638888307252	1.13913957719599	-0.0781852291094632	0.937680711510989	0.99974516567436	5	14	13	6	6.20822453735059	10.4710000077226	10.2305620671957	7.60977306940325	0.03	UP_pEhEx_DOWN_UmasM
EHI_020240A	50.145854328755	-0.697788946307398	0.727589298208115	-0.959042344391117	0.337537413709992	0.99974516567436	16	75	81	48	19.8663185195219	56.094642898514	63.7442713417581	60.878184555226	0.03	UP_pEhEx_DOWN_UmasM
EHI_020250A	54.8423265099777	0.470334906832892	0.626342569353411	0.750922785462961	0.452699126620068	0.99974516567436	54	81	65	32	67.0488250033864	60.5822143303951	51.1528103359787	40.5854563701507	0.03	DOWN_pEhEx_UP_UmasM
EHI_020260A	14.9100597931524	0.229684158606403	0.969201550217974	0.236982863424792	0.81267008463585	0.99974516567436	11	25	25	6	13.6580939821713	18.6982142995047	19.6741578215303	7.60977306940325	0.03	DOWN_pEhEx_UP_UmasM
EHI_020270A	83.9964066998153	-0.249366775881237	0.570255206454513	-0.437289783694641	0.661901203498398	0.99974516567436	64	99	111	75	79.4652740780876	74.0449286260384	87.3532607275945	95.1221633675406	0.03	UP_pEhEx_DOWN_UmasM
EHI_020280A	39797.1968833123	-0.029543425769369	0.583591713717105	-0.0506234497080096	0.959625576615107	0.99974516567436	45439	29897	46847	34331	56419.1029505347	22360.8205164916	36867.0108586092	43541.8532076138	0.03	UP_pEhEx_DOWN_UmasM
EHI_020290A	202.946334605501	0.0032197364751906	0.509869115344647	0.00631482939109622	0.994961528611342	0.99974516567436	158	281	267	154	196.179895380279	210.167928726432	210.120005533943	195.31750878135	0.03	DOWN_pEhEx_UP_UmasM
EHI_020300A	21760.5752761627	0.315201808589446	0.575956673916787	0.547266526917588	0.584195636877271	0.99974516567436	27526	18825	26491	14143	34177.5177230225	14079.755367527	20847.5245940064	17937.503420095	0.03	DOWN_pEhEx_UP_UmasM
EHI_020310A	5196.05229317342	-0.200360017257133	0.592686170909939	-0.338054145838301	0.735322384654744	0.99974516567436	5651	3551	7554	4074	7016.53537211364	2655.89435910164	5944.74352735359	5167.0359141248	0.03	UP_pEhEx_DOWN_UmasM
EHI_020320A	14.3983796229008	-0.473959021928183	0.958676537631061	-0.494388882301594	0.621031564160076	0.99974516567436	8	19	28	9	9.93315925976095	14.2106428676235	22.0350567601139	11.4146596041049	0.03	UP_pEhEx_DOWN_UmasM
EHI_020330A	460.085999214108	0.297735127165667	0.550532063312379	0.540813418521509	0.58863619297767	0.99974516567436	338	796	670	235	419.6759787249	595.351143296228	527.267429617012	298.049445218294	0.03	DOWN_pEhEx_UP_UmasM
EHI_020340A	37.3745673292026	0.378673982281688	0.688715947725067	0.549826069125459	0.582438676331613	0.99974516567436	32	60	47	22	39.7326370390438	44.8757143188112	36.9874167044769	27.9025012544786	0.03	DOWN_pEhEx_UP_UmasM
EHI_020350A	104.850850845433	1.37315326813117	0.637717549859076	2.15323111059843	0.031300519802032	0.99974516567436	91	254	98	31	112.989686579781	189.973857282967	77.1226986603987	39.3171608585834	0.03	DOWN_pEhEx_UP_UmasM
EHI_020360A	17.3244533113742	1.13628746095783	0.926707598970143	1.22615532906021	0.22014022797838	0.99974516567436	23	26	19	5	28.5578328718127	19.4461428714848	14.952359944363	6.34147755783604	0.03	DOWN_pEhEx_UP_UmasM
EHI_020370A	24511.8624084404	0.0273348746473994	0.541144258672394	0.0505131010988843	0.959713509565791	0.99974516567436	26710	21826	29597	19922	33164.3354785269	16324.2890120395	23291.8419617533	25266.9831814419	0.03	DOWN_pEhEx_UP_UmasM
EHI_020470A	51.2305055984978	0.0755854499473189	0.63754092934158	0.118557799928829	0.90562570024654	0.99974516567436	48	61	59	42	59.5989555585657	45.6236428907914	46.4310124588115	53.2684114858227	0.03	DOWN_pEhEx_UP_UmasM
EHI_020610A	151.923981490713	0.491488197806858	0.586445023555153	0.838080601020967	0.40198543713687	0.99974516567436	188	163	145	109	233.429242604382	121.91235723277	114.110115364876	138.244210760826	0.03	DOWN_pEhEx_UP_UmasM
EHI_020990A	16.902508801089	-1.85102759517688	1.03421466595556	-1.78979051072209	0.0734875952543049	0.99974516567436	9	5	17	31	11.1748041672311	3.73964285990093	13.3784273186406	39.3171608585834	0.03	UP_pEhEx_DOWN_UmasM
EHI_021190A	140.205748979702	0.512843180058991	0.561997073631061	0.912537100496829	0.361486048471719	0.99974516567436	164	169	145	92	203.629764825099	126.399928664651	114.110115364876	116.683187064183	0.03	DOWN_pEhEx_UP_UmasM
EHI_021200A	59.2093810067103	-0.0408955469972323	0.640268551779199	-0.0638724905097875	0.949071756931075	0.99974516567436	58	60	67	53	72.0154046332669	44.8757143188112	52.7267429617012	67.219662113062	0.03	UP_pEhEx_DOWN_UmasM
EHI_021210A	11.0015209178555	1.32498499886447	1.06419333043355	1.2450604236776	0.213109540303263	0.99974516567436	9	27	8	5	11.1748041672311	20.194071443465	6.29573050288969	6.34147755783604	0.03	DOWN_pEhEx_UP_UmasM
EHI_021230A	42.5714485399633	0.251101916126956	0.668086295674015	0.375852517485971	0.707026542128155	0.99974516567436	42	54	44	34	52.149086113745	40.3881428869301	34.6265177658933	43.1220473932851	0.03	DOWN_pEhEx_UP_UmasM
EHI_021240A	34.5706499742144	-0.327290367567762	0.812165182781829	-0.40298497707908	0.686959276191424	0.99974516567436	17	53	26	45	21.107963426992	39.6402143149499	20.4611241343915	57.0732980205243	0.03	UP_pEhEx_DOWN_UmasM
