"","GenId","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","CDC5_1","CDC5_2","pEhEx_1","pEhEx_2","CDC5_1.1","CDC5_2.1","pEhEx_1.1","pEhEx_2.1","Certeza","DE"
"1","EHI_114920A",1052.401332,-4.084250647,0.413869447,-9.868451689,5.70382050102981e-23,2.08075371877568e-19,92,110,1963,2567,120.5297981,113.8084723,1267.747714,2707.519345,100,"UP_pEhEx_DOWN_CDC5"
"2","EHI_083270A",2098.484982,-2.775752351,0.306979251,-9.042149737,1.53620468308945e-19,1.86802489463677e-16,353,586,5365,3660,462.4675948,606.2887708,3464.832646,3860.350916,100,"UP_pEhEx_DOWN_CDC5"
"3","EHI_083410A",2098.484982,-2.775752351,0.306979251,-9.042149737,1.53620468308945e-19,1.86802489463677e-16,353,586,5365,3660,462.4675948,606.2887708,3464.832646,3860.350916,100,"UP_pEhEx_DOWN_CDC5"
"4","EHI_195110A",454.7378192,12.54764551,1.510480581,8.307055163,9.81063462419278e-17,8.94729877726381e-14,958,545,0,0,1255.082028,563.8692493,0,0,100,"DOWN_pEhEx_UP_CDC5"
"5","EHI_049000A",3114.139348,-2.480641958,0.321096491,-7.725534305,1.11385138572708e-14,8.12665971026474e-12,660,993,6747,5885,864.6702905,1027.380118,4357.358036,6207.148946,100,"UP_pEhEx_DOWN_CDC5"
"6","EHI_188960A",3609.381564,-2.446621704,0.328632742,-7.444850714,9.70541068159887e-14,5.90088969441211e-11,798,1152,7493,6979,1045.464988,1191.885092,4839.140917,7361.035258,100,"UP_pEhEx_DOWN_CDC5"
"7","EHI_152800A",529.4789081,-3.898965634,0.554543832,-7.030942209,2.05143464688706e-12,1.06909051312057e-09,72,38,755,1419,94.32766805,39.31565408,487.5952746,1496.677036,100,"UP_pEhEx_DOWN_CDC5"
"8","EHI_155680A",285.024037,-2.982390122,0.425526229,-7.008710436,2.40524657045417e-12,1.0967924361271e-09,47,64,550,623,61.57500553,66.21583845,355.2018556,657.1034483,100,"UP_pEhEx_DOWN_CDC5"
"9","EHI_090020A",9271.083366,-2.67578037,0.388841918,-6.881409246,5.9263325240075e-12,2.34043670430084e-09,1723,2668,16174,20499,2257.313501,2760.372765,10445.51784,21621.12935,100,"UP_pEhEx_DOWN_CDC5"
"10","EHI_094020A",146.532054,-10.42124703,1.516898784,-6.870100459,6.41567079029836e-12,2.34043670430084e-09,0,0,594,192,0,0,383.6180041,202.510212,100,"UP_pEhEx_DOWN_CDC5"
"11","EHI_117850A",3724.406721,-2.509140322,0.372939245,-6.728013627,1.71994817811316e-11,5.70397359432438e-09,716,1244,7024,7714,938.0362545,1287.07036,4536.250607,8136.269664,100,"UP_pEhEx_DOWN_CDC5"
"12","EHI_103900A",173.6268002,2.560337529,0.382045639,6.701653595,2.06074091709064e-11,6.26465238795553e-09,233,279,79,47,305.2548147,288.6596707,51.0199029,49.57281231,100,"DOWN_pEhEx_UP_CDC5"
"13","EHI_022010A",2332.510017,-1.882587978,0.283718531,-6.635407183,3.2360795164217e-11,9.08093698146643e-09,743,983,5923,3332,973.40913,1017.033894,3825.201074,3514.395971,100,"UP_pEhEx_DOWN_CDC5"
"14","EHI_134810A",531.2302959,-2.158556048,0.328246136,-6.576028814,4.83178954906924e-11,1.25902630535747e-08,149,187,1181,923,195.2058686,193.474403,762.7152573,973.5256546,100,"UP_pEhEx_DOWN_CDC5"
"15","EHI_126870A",32107.26241,-2.140400498,0.329039177,-6.505001973,7.76923601718186e-11,1.57456516614886e-08,7469,13491,68859,57090,9785.185454,13958.09182,44470.6265,60215.14585,100,"UP_pEhEx_DOWN_CDC5"
"16","EHI_158570A",4226.613625,-3.577204515,0.549417481,-6.510904077,7.46998367029943e-11,1.57456516614886e-08,439,707,4325,12142,575.1367538,731.4780904,2793.178228,12806.66143,100,"UP_pEhEx_DOWN_CDC5"
"17","EHI_178340A",1719.10298,-3.568952144,0.54748421,-6.518822058,7.08616555424918e-11,1.57456516614886e-08,243,209,1876,4864,318.3558797,216.2360974,1211.561238,5130.258704,100,"UP_pEhEx_DOWN_CDC5"
"18","EHI_197480A",11789.94622,-2.311030925,0.354224286,-6.52420236,6.8364359772336e-11,1.57456516614886e-08,2603,4348,22670,23333,3410.207221,4498.538525,14640.77467,24610.26446,100,"UP_pEhEx_DOWN_CDC5"
"19","EHI_000690A",108.2859728,-9.97789657,1.546616879,-6.451433903,1.10796772193714e-10,2.1272980261193e-08,0,0,184,298,0,0,118.8311662,314.3127249,100,"UP_pEhEx_DOWN_CDC5"
"20","EHI_186720A",8178.990466,-2.056160508,0.322381328,-6.37803846,1.79370475306377e-10,3.27171746958831e-08,2057,3524,17410,14346,2694.889072,3646.009605,11243.75328,15131.3099,100,"UP_pEhEx_DOWN_CDC5"
"21","EHI_027610A",491.3701766,-2.02983562,0.3204256,-6.334811011,2.37632369152959e-10,4.12801372699998e-08,153,180,1143,797,200.4462946,186.2320456,738.1740382,840.628328,100,"UP_pEhEx_DOWN_CDC5"
"22","EHI_172280A",86.53225409,-4.054745639,0.662995425,-6.115797311,9.60753773355522e-10,1.5931044387277e-07,7,10,135,227,9.170745505,10.34622476,87.18591002,239.4261361,100,"UP_pEhEx_DOWN_CDC5"
"23","EHI_135060A",1014.950465,-2.57812754,0.422278919,-6.105271713,1.02625942476431e-09,1.62773668762617e-07,279,210,1817,2184,365.5197137,217.2707199,1173.457767,2303.553662,100,"UP_pEhEx_DOWN_CDC5"
"24","EHI_035060A",66.34456793,-9.277164073,1.52663517,-6.076870396,1.22550731044325e-09,1.83251521826453e-07,0,0,228,112,0,0,147.2473147,118.130957,100,"UP_pEhEx_DOWN_CDC5"
"25","EHI_118270A",21710.5547,-3.063072266,0.50437984,-6.072947459,1.2558355388326e-09,1.83251521826453e-07,3612,4396,25137,58145,4732.104681,4548.200404,16234.01645,61327.89728,100,"UP_pEhEx_DOWN_CDC5"
"26","EHI_170060A",386.6087559,-2.085824555,0.344523325,-6.054233202,1.41088096378721e-09,1.97957452149836e-07,116,138,839,673,151.9723541,142.7779017,541.8442852,709.8404827,100,"UP_pEhEx_DOWN_CDC5"
"27","EHI_028990A",276.4516572,-2.796832,0.469556766,-5.956323497,2.57975442536219e-09,3.48553486804491e-07,58,61,450,641,75.98617704,63.11197102,290.6197001,676.0887807,100,"UP_pEhEx_DOWN_CDC5"
"28","EHI_099860A",65.05550081,-4.148592387,0.6992113,-5.933245628,2.97004001432611e-09,3.8695378472363e-07,5,7,117,162,6.550532504,7.242357331,75.56112202,170.8679914,100,"UP_pEhEx_DOWN_CDC5"
"29","EHI_193940A",59.34803568,-6.103048927,1.039760628,-5.869667271,4.36670594689767e-09,5.493014929063e-07,0,3,108,156,0,3.103867427,69.74872802,164.5395473,100,"UP_pEhEx_DOWN_CDC5"
"30","EHI_103510A",1700.986301,-2.486956047,0.428182521,-5.808168071,6.31600973162559e-09,7.68026783365672e-07,326,582,2698,3823,427.0947192,602.1502809,1742.426557,4032.273648,100,"UP_pEhEx_DOWN_CDC5"
"31","EHI_103310A",1610.802117,-2.468139611,0.426944903,-5.780932378,7.42877487139456e-09,8.3548361976677e-07,237,652,3240,3191,310.4952407,674.5738542,2092.46184,3365.677534,100,"UP_pEhEx_DOWN_CDC5"
"32","EHI_105140A",6099.030542,-1.971245456,0.341226488,-5.77694149,7.60707238048125e-09,8.3548361976677e-07,1784,2532,11325,11496,2337.229997,2619.664109,7313.929118,12125.29894,100,"UP_pEhEx_DOWN_CDC5"
"33","EHI_167270A",6099.030542,-1.971245456,0.341226488,-5.77694149,7.60707238048125e-09,8.3548361976677e-07,1784,2532,11325,11496,2337.229997,2619.664109,7313.929118,12125.29894,100,"UP_pEhEx_DOWN_CDC5"
"34","EHI_177520A",1203.303832,-2.178572436,0.37737212,-5.773008441,7.78685391229994e-09,8.3548361976677e-07,328,426,2107,2448,429.7149322,440.7491747,1360.746018,2582.005203,100,"UP_pEhEx_DOWN_CDC5"
"35","EHI_057550A",503.4454199,2.077765055,0.361333419,5.750270923,8.91005542400127e-09,9.28682348193047e-07,738,640,341,156,966.8585975,662.1583845,220.2251505,164.5395473,100,"DOWN_pEhEx_UP_CDC5"
"36","EHI_095830A",168.0904797,-2.444533776,0.42609443,-5.737070473,9.63281821423577e-09,9.76125579042558e-07,31,61,384,304,40.61330152,63.11197102,247.9954774,320.641169,100,"UP_pEhEx_DOWN_CDC5"
"37","EHI_155900A",53.58317319,-8.96055951,1.589670308,-5.636740818,1.73298632808831e-08,1.70863084455842e-06,0,0,82,153,0,0,52.95736757,161.3753252,100,"UP_pEhEx_DOWN_CDC5"
"38","EHI_017660A",188.9920507,-2.880086382,0.512956937,-5.614674788,1.96932274950296e-08,1.89054983952284e-06,30,49,293,452,39.30319502,50.69650131,189.2257158,476.7427908,100,"UP_pEhEx_DOWN_CDC5"
"39","EHI_048140A",927.087946,-2.580347156,0.461572012,-5.590345795,2.26617860114973e-08,2.06675488424856e-06,227,226,1320,2204,297.3941757,233.8246795,852.4844535,2324.648475,100,"UP_pEhEx_DOWN_CDC5"
"40","EHI_073180A",241.304596,-2.035034726,0.363880858,-5.592585266,2.23713227207742e-08,2.06675488424856e-06,75,88,540,405,98.25798755,91.04677787,348.7436401,427.1699785,100,"UP_pEhEx_DOWN_CDC5"
"41","EHI_118750A",11766.89034,-2.15085481,0.386336135,-5.567314616,2.58695064147968e-08,2.30175510734582e-06,2920,4663,19632,24403,3825.510982,4824.444605,12678.76878,25738.837,100,"UP_pEhEx_DOWN_CDC5"
"42","EHI_066770A",662.2599881,-1.832447132,0.329679524,-5.558267941,2.72464898784778e-08,2.31151616457412e-06,194,315,1430,1086,254.1606611,325.9060799,923.5248247,1145.448387,100,"UP_pEhEx_DOWN_CDC5"
"43","EHI_174180A",662.2599881,-1.832447132,0.329679524,-5.558267941,2.72464898784778e-08,2.31151616457412e-06,194,315,1430,1086,254.1606611,325.9060799,923.5248247,1145.448387,100,"UP_pEhEx_DOWN_CDC5"
"44","EHI_119540A",2156.895172,-2.071579601,0.373360426,-5.548471289,2.88178195430745e-08,2.38925922029854e-06,716,696,3831,4262,938.0362545,720.0972432,2474.14238,4495.30481,100,"UP_pEhEx_DOWN_CDC5"
"45","EHI_092930A",362.9616011,-2.179152024,0.398097452,-5.473916028,4.40197717794318e-08,3.56853616558594e-06,71,163,814,630,93.01756155,168.6434636,525.6987463,664.4866332,100,"UP_pEhEx_DOWN_CDC5"
"46","EHI_035220A",58.36508209,-3.400770732,0.630825463,-5.390985194,7.00724487956783e-08,5.55704985231814e-06,4,14,166,101,5.240426003,14.48471466,107.2063782,106.5288094,100,"UP_pEhEx_DOWN_CDC5"
"47","EHI_035670A",143.9788489,-2.589704376,0.484434422,-5.345830639,9.00033364653002e-08,6.98579088139181e-06,40,29,284,294,52.40426003,30.0040518,183.4133218,310.0937621,100,"UP_pEhEx_DOWN_CDC5"
"48","EHI_023400A",2258.437125,2.24211995,0.420034998,5.337936032,9.40106127607578e-08,7.14480656981759e-06,2623,3888,1723,438,3436.409351,4022.612186,1112.75054,461.9764211,100,"DOWN_pEhEx_UP_CDC5"
"49","EHI_010020A",496.3363198,-2.739998393,0.514108584,-5.32961028,9.84237411832037e-08,7.32754709870055e-06,96,128,610,1264,125.7702241,132.4316769,393.951149,1333.192229,100,"UP_pEhEx_DOWN_CDC5"
"50","EHI_017750A",479.540699,-2.036008784,0.388484347,-5.240903004,1.59792697524332e-07,1.16584752113753e-05,176,141,950,880,230.5787441,145.8817691,613.5304779,928.171805,100,"UP_pEhEx_DOWN_CDC5"
"51","EHI_179390A",159.3082096,-2.492192796,0.478329732,-5.210198384,1.8863881496158e-07,1.3493223470193e-05,46,35,300,329,60.26489903,36.21178665,193.7464667,347.0096862,100,"UP_pEhEx_DOWN_CDC5"
"52","EHI_083100A",43.38421872,-4.569793653,0.879776928,-5.194264032,2.05531276416145e-07,1.44188095455018e-05,3,3,70,115,3.930319502,3.103867427,45.2075089,121.2951791,100,"UP_pEhEx_DOWN_CDC5"
"53","EHI_118220A",28.3296471,8.549923761,1.669019644,5.122722068,3.01156091772525e-07,2.0728630618607e-05,17,88,0,0,22.27181051,91.04677787,0,0,100,"DOWN_pEhEx_UP_CDC5"
"54","EHI_015310A",6736.748437,-1.640111995,0.324229444,-5.058491836,4.22585337888784e-07,2.8547987270709e-05,2271,3450,12746,11539,2975.251863,3569.447542,8231.641549,12170.65279,100,"UP_pEhEx_DOWN_CDC5"
"55","EHI_111760A",6554.833326,-1.449867195,0.288150145,-5.031637914,4.86307083627242e-07,3.22554225649487e-05,2672,3407,13331,10035,3500.60457,3524.958775,8609.447159,10584.3228,100,"UP_pEhEx_DOWN_CDC5"
"56","EHI_118670A",78.9785792,-2.993414027,0.597240941,-5.012071049,5.38473134092549e-07,3.50776784494575e-05,10,21,138,182,13.10106501,21.72707199,89.12337469,191.9628051,100,"UP_pEhEx_DOWN_CDC5"
"57","EHI_131470A",2732.639669,-1.466896452,0.29297429,-5.006911873,5.53102347999072e-07,3.53985502719406e-05,1205,1281,5832,4039,1578.678333,1325.351392,3766.431313,4260.097637,100,"UP_pEhEx_DOWN_CDC5"
"58","EHI_065340A",306.4797227,-2.050643711,0.410140664,-4.999854667,5.73735441079933e-07,3.60859808458551e-05,62,151,696,511,81.22660304,156.2279938,449.4918028,538.9724913,100,"UP_pEhEx_DOWN_CDC5"
"59","EHI_143440A",153.1424422,-2.293011935,0.460529141,-4.979081089,6.38868734742667e-07,3.95015787176483e-05,47,41,291,304,61.57500553,42.41952151,187.9340727,320.641169,100,"UP_pEhEx_DOWN_CDC5"
"60","EHI_098440A",991.1439629,1.495922383,0.302480124,4.945522914,7.59397366594634e-07,4.60947433369991e-05,1090,1448,726,540,1428.016086,1498.133345,468.8664494,569.5599713,100,"DOWN_pEhEx_UP_CDC5"
"61","EHI_148190A",1051.40704,-2.090254151,0.42290357,-4.942625934,7.70772846369777e-07,4.60947433369991e-05,369,306,1695,2191,483.4292988,316.5944776,1094.667537,2310.936846,100,"UP_pEhEx_DOWN_CDC5"
"62","EHI_030070A",11372.6525,-1.589872539,0.323161968,-4.919739004,8.66596903437378e-07,5.09894436087025e-05,3730,6240,22124,18829,4886.697248,6456.044249,14288.1561,19859.71241,99.99,"UP_pEhEx_DOWN_CDC5"
"63","EHI_087570A",3190.84361,-1.846448997,0.378121471,-4.883216476,1.04369180233285e-06,5.94904327329725e-05,978,1445,5229,6267,1281.284158,1495.029478,3377.000915,6610.059889,99.99,"UP_pEhEx_DOWN_CDC5"
"64","EHI_181610A",203.2121837,1.850407292,0.3787456,4.885620569,1.03103587823471e-06,5.94904327329725e-05,279,262,139,82,365.5197137,271.0710887,89.76919624,86.48873638,99.99,"DOWN_pEhEx_UP_CDC5"
"65","EHI_182550A",124.1344697,-2.396213225,0.491209821,-4.878186716,1.07065549957969e-06,6.00884809610262e-05,32,36,220,261,41.92340802,37.24640913,142.0807423,275.2873194,99.99,"UP_pEhEx_DOWN_CDC5"
"66","EHI_140540A",5953.116322,-1.336833126,0.276307573,-4.838206605,1.31015914840986e-06,7.24160692939267e-05,2646,3177,12921,8262,3466.541801,3286.995606,8344.660321,8714.267561,99.99,"UP_pEhEx_DOWN_CDC5"
"67","EHI_140550A",2176.415732,-1.621565796,0.337979503,-4.797822889,1.60399510410108e-06,8.73339423844889e-05,687,1193,4183,3669,900.043166,1234.304614,2701.471567,3869.843583,99.99,"UP_pEhEx_DOWN_CDC5"
"68","EHI_147570A",1731.362484,-1.613761433,0.34249905,-4.711725283,2.45628357195486e-06,0.000131772,650,825,3071,3069,851.5692255,853.5635425,1983.317998,3236.99917,99.99,"UP_pEhEx_DOWN_CDC5"
"69","EHI_001940A",703.836314,-1.748719818,0.377746572,-4.629346621,3.66821308129331e-06,0.000193937,298,247,1316,1251,390.4117372,255.5517515,849.9011673,1319.4806,99.98,"UP_pEhEx_DOWN_CDC5"
"70","EHI_049690A",2123.442504,-1.293302896,0.281869266,-4.588307606,4.46853867764467e-06,0.000232875,927,1205,4559,2928,1214.468726,1246.720083,2944.300472,3088.280733,99.98,"UP_pEhEx_DOWN_CDC5"
"71","EHI_126210A",100.2659817,-2.224956612,0.488623495,-4.553519496,5.27557798174895e-06,0.000271061,22,40,202,190,28.82234302,41.38489903,130.4559543,200.4007306,99.97,"UP_pEhEx_DOWN_CDC5"
"72","EHI_048300A",37.44376795,-6.984629164,1.541632735,-4.530669987,5.87969233975882e-06,0.000297904,1,0,78,93,1.310106501,0,50.37408134,98.09088394,99.97,"UP_pEhEx_DOWN_CDC5"
"73","EHI_144610A",1011.52383,-1.718865468,0.379840211,-4.525233022,6.03289963093179e-06,0.00030148,352,465,1654,1930,461.1574882,481.0994512,1068.188853,2035.649527,99.97,"UP_pEhEx_DOWN_CDC5"
"74","EHI_010030A",380.8163674,-2.309247988,0.511236941,-4.51698186,6.27272767583034e-06,0.000309229,146,63,704,770,191.2755491,65.18121598,454.6583752,812.1503294,99.97,"UP_pEhEx_DOWN_CDC5"
"75","EHI_023000A",77.39585403,-2.33783106,0.518305281,-4.510529114,6.46661250166219e-06,0.000314536,20,24,157,149,26.20213001,24.83093942,101.3939842,157.1563624,99.97,"UP_pEhEx_DOWN_CDC5"
"76","EHI_092170A",89.64079377,-2.073684495,0.462664399,-4.482048975,7.39297713019718e-06,0.000345764,24,36,230,134,31.44255602,37.24640913,148.5389578,141.3352521,99.97,"UP_pEhEx_DOWN_CDC5"
"77","EHI_092470A",10001.64457,-1.394539342,0.310788619,-4.487099129,7.21994867607171e-06,0.000345764,4043,5535,18512,16144,5296.760582,5726.635404,11955.44864,17027.73366,99.97,"UP_pEhEx_DOWN_CDC5"
"78","EHI_126980A",47.11254464,-3.515291052,0.784202772,-4.48263023,7.37286205160367e-06,0.000345764,6,7,61,127,7.860639004,7.242357331,39.3951149,133.9520673,99.97,"UP_pEhEx_DOWN_CDC5"
"79","EHI_038300A",48.76389187,-2.655528166,0.596872939,-4.449067783,8.62437972246059e-06,0.000393272,11,12,138,75,14.41117151,12.41546971,89.12337469,79.10555157,99.96,"UP_pEhEx_DOWN_CDC5"
"80","EHI_050520A",673.8935287,-1.627448104,0.365702068,-4.450202082,8.57895260809311e-06,0.000393272,219,359,1211,1190,286.9133237,371.4294688,782.089904,1255.141418,99.96,"UP_pEhEx_DOWN_CDC5"
"81","EHI_089770A",17.46320585,-7.348095888,1.660561523,-4.425066936,9.6412384238717e-06,0.000434213,0,0,51,35,0,0,32.93689934,36.91592406,99.96,"UP_pEhEx_DOWN_CDC5"
"82","EHI_202460A",522.6603201,-1.931108554,0.437356525,-4.415410406,1.00818530378783e-05,0.00044852,159,218,764,1103,208.3069336,225.5476997,493.4076686,1163.378978,99.96,"UP_pEhEx_DOWN_CDC5"
"83","EHI_000130A",160.8964196,-2.395421747,0.542910764,-4.41218319,1.02333470509435e-05,0.000449774,51,35,236,368,66.81543154,36.21178665,152.4138871,388.144573,99.96,"UP_pEhEx_DOWN_CDC5"
"84","EHI_140640A",18.61451621,-7.432372506,1.690321017,-4.397018336,1.09748076940206e-05,0.00047662,0,0,32,51,0,0,20.66628978,53.79177506,99.95,"UP_pEhEx_DOWN_CDC5"
"85","EHI_134490A",416.8961086,-1.536225909,0.350730013,-4.38008112,1.18635136689969e-05,0.000509154,157,214,789,693,205.6867206,221.4092098,509.5532074,730.9352965,99.95,"UP_pEhEx_DOWN_CDC5"
"86","EHI_148470A",409.2333251,-2.071792592,0.474521997,-4.366062277,1.26506424484732e-05,0.000536623,103,173,564,909,134.9409696,178.9896883,364.2433574,958.759285,99.95,"UP_pEhEx_DOWN_CDC5"
"87","EHI_138470A",430.9958814,-2.094568751,0.483191109,-4.334866085,1.4584888176049e-05,0.000611559,143,135,574,973,187.3452296,139.6740342,370.701573,1026.262689,99.94,"UP_pEhEx_DOWN_CDC5"
"88","EHI_013220A",982.7605903,-1.537858562,0.355821761,-4.321991324,1.54627270716695e-05,0.000641,371,503,1690,1738,486.0495118,520.4151053,1091.438429,1833.139315,99.94,"UP_pEhEx_DOWN_CDC5"
"89","EHI_151350A",40.07036012,-3.090072225,0.720653294,-4.287876362,1.8038944671978e-05,0.000739394,10,4,99,75,13.10106501,4.138489903,63.93633401,79.10555157,99.93,"UP_pEhEx_DOWN_CDC5"
"90","EHI_007940A",419.8344128,-1.491993004,0.349257108,-4.271904479,1.93810598516901e-05,0.000785579,139,249,884,634,182.1048036,257.6209965,570.9062552,668.7055959,99.92,"UP_pEhEx_DOWN_CDC5"
"91","EHI_171280A",867.000543,-1.455083242,0.343893495,-4.23120316,2.32444603604412e-05,0.000931822,312,500,1594,1434,408.7532282,517.3112379,1029.43956,1512.498146,99.91,"UP_pEhEx_DOWN_CDC5"
"92","EHI_044820A",132.3917649,-2.098989901,0.498153174,-4.213543163,2.5139551783475e-05,0.000996838,27,62,238,262,35.37287552,64.1465935,153.7055303,276.3420601,99.9,"UP_pEhEx_DOWN_CDC5"
"93","EHI_194430A",52.4637638,-2.737244344,0.651527324,-4.201273289,2.65417955717688e-05,0.001041123,8,16,92,117,10.48085201,16.55395961,59.41558312,123.4046604,99.9,"UP_pEhEx_DOWN_CDC5"
"94","EHI_167310A",3721.404658,-1.717304524,0.410147246,-4.187043902,2.82611176902884e-05,0.001096772,1298,1711,5302,7576,1700.518238,1770.239056,3424.145888,7990.715449,99.89,"UP_pEhEx_DOWN_CDC5"
"95","EHI_017030A",77.59578626,-2.235805887,0.534403345,-4.183742317,2.86749130331824e-05,0.001101117,20,27,142,156,26.20213001,27.93480685,91.70666091,164.5395473,99.89,"UP_pEhEx_DOWN_CDC5"
"96","EHI_007510A",35429.83188,1.320998029,0.316505197,4.173700916,2.99691127916436e-05,0.00112982,41255,45584,37214,15620,54048.44369,47162.23094,24033.60337,16475.04954,99.89,"DOWN_pEhEx_UP_CDC5"
"97","EHI_058090A",1911.205167,-1.503027197,0.360166187,-4.173149094,3.00418208059886e-05,0.00112982,841,862,3209,3393,1101.799567,891.8445741,2072.441372,3578.735153,99.89,"UP_pEhEx_DOWN_CDC5"
"98","EHI_007620A",8526.683441,1.333829021,0.320873409,4.156869918,3.22637572887402e-05,0.001201002,10224,10657,8869,3753,13394.52886,11025.97172,5727.791378,3958.4418,99.88,"DOWN_pEhEx_UP_CDC5"
"99","EHI_105280A",61.44068164,-2.237575723,0.538585594,-4.154540613,3.25941723726641e-05,0.001201046,17,20,136,109,22.27181051,20.69244952,87.83173158,114.9667349,99.88,"UP_pEhEx_DOWN_CDC5"
"100","EHI_086080A",265.5284751,-1.981956747,0.47781917,-4.147922207,3.35506354497245e-05,0.001223927,87,97,372,576,113.9792656,100.3583802,240.2456187,607.530636,99.88,"UP_pEhEx_DOWN_CDC5"
"101","EHI_187780A",55.16774319,-2.53700714,0.61415543,-4.130887748,3.61365015293296e-05,0.001305208,12,16,99,118,15.72127801,16.55395961,63.93633401,124.4594011,99.87,"UP_pEhEx_DOWN_CDC5"
"102","EHI_005020A",922.9209944,-1.466093408,0.355204872,-4.127458615,3.66794417089174e-05,0.001311829,375,473,1570,1609,491.2899378,489.3764311,1013.939842,1697.077766,99.87,"UP_pEhEx_DOWN_CDC5"
"103","EHI_057850A",557.80968,-1.289276769,0.312856188,-4.120988559,3.77250161719243e-05,0.001336125,236,327,1149,798,309.1851342,338.3215496,742.0489675,841.6830687,99.87,"UP_pEhEx_DOWN_CDC5"
"104","EHI_092430A",6563.796865,-1.362276215,0.330881406,-4.117113226,3.83647617796315e-05,0.001345718,2451,4002,11807,10693,3211.071033,4140.559148,7625.215108,11278.34217,99.87,"UP_pEhEx_DOWN_CDC5"
"105","EHI_020080A",544.1145933,-1.40630046,0.342232339,-4.109198048,3.97035475785949e-05,0.001379415,261,246,1073,841,341.9377967,254.517129,692.9665293,887.0369182,99.86,"UP_pEhEx_DOWN_CDC5"
"106","EHI_186950A",175.8742176,-1.5587788,0.380306322,-4.098745437,4.15395595236394e-05,0.001429588,64,91,376,268,83.84681605,94.1506453,242.8289049,282.6705043,99.86,"UP_pEhEx_DOWN_CDC5"
"107","EHI_198930A",751.9557377,-1.521434652,0.373836295,-4.069788497,4.70558371204177e-05,0.001604296,303,367,1232,1361,396.9622697,379.7064486,795.6521566,1435.502076,99.84,"UP_pEhEx_DOWN_CDC5"
"108","EHI_098470A",2123.345827,-14.27517376,3.510021467,-4.066976199,4.76271052868991e-05,0.001608738,0,0,486,7755,0,0,313.8692761,8179.514032,99.84,"UP_pEhEx_DOWN_CDC5"
"109","EHI_113900A",432.8296202,-1.389441221,0.344284799,-4.035732118,5.44322946421675e-05,0.001821734,168,249,824,684,220.0978921,257.6209965,532.1569619,721.4426303,99.82,"UP_pEhEx_DOWN_CDC5"
"110","EHI_141800A",1029.809861,-1.458578288,0.36229097,-4.025985759,5.67371228705003e-05,0.001881609,505,423,1890,1706,661.6037829,437.6453073,1220.60274,1799.387613,99.81,"UP_pEhEx_DOWN_CDC5"
"111","EHI_163670A",2356.808065,-1.546445143,0.384751243,-4.019337613,5.83619903636212e-05,0.001918059,1009,1046,3643,4428,1321.897459,1082.21511,2352.727927,4670.391764,99.81,"UP_pEhEx_DOWN_CDC5"
"112","EHI_035600A",2989.809262,-1.19480774,0.298924703,-3.997019076,6.41451336867244e-05,0.002089299,1435,1697,5632,4443,1880.002829,1755.754341,3637.267002,4686.212875,99.79,"UP_pEhEx_DOWN_CDC5"
"113","EHI_015440A",228.6896531,-1.583410201,0.402603372,-3.932928312,8.39172703925806e-05,0.002709117,90,107,401,405,117.9095851,110.7046049,258.9744438,427.1699785,99.73,"UP_pEhEx_DOWN_CDC5"
"114","EHI_044550A",86265.86027,1.121843767,0.286121693,3.920862325,8.82326638263545e-05,0.002753282,98905,103273,80340,53808,129576.0835,106848.5669,51885.30378,56753.48692,99.72,"DOWN_pEhEx_UP_CDC5"
"115","EHI_050000A",30.96739078,-3.237465371,0.825513395,-3.921759951,8.79045444828926e-05,0.002753282,6,4,54,73,7.860639004,4.138489903,34.87436401,76.99607019,99.72,"UP_pEhEx_DOWN_CDC5"
"116","EHI_077770A",67.58056243,-2.143813868,0.546738925,-3.921092443,8.81484360807685e-05,0.002753282,19,24,126,132,24.89202351,24.83093942,81.37351602,139.2257708,99.72,"UP_pEhEx_DOWN_CDC5"
"117","EHI_155420A",462.2385263,-1.458794057,0.372078048,-3.920666817,8.8304283281197e-05,0.002753282,181,247,787,804,237.1292766,255.5517515,508.2615643,848.0115128,99.72,"UP_pEhEx_DOWN_CDC5"
"118","EHI_032780A",40.69726475,-2.847989043,0.731322244,-3.894301131,9.8482247799166e-05,0.003044604,8,9,63,97,10.48085201,9.311602282,40.68675801,102.3098467,99.7,"UP_pEhEx_DOWN_CDC5"
"119","EHI_165810.mRNA",598.0808118,1.285580068,0.330298254,3.892179425,9.9347726448038e-05,0.00304555,648,820,627,275,848.9490125,848.3904302,404.9301154,290.0536891,99.7,"DOWN_pEhEx_UP_CDC5"
"120","EHI_056460A",191.9935084,-1.535808225,0.395156913,-3.886578151,0.000101667,0.003090683,63,110,387,305,82.53670954,113.8084723,249.9329421,321.6959097,99.69,"UP_pEhEx_DOWN_CDC5"
"121","EHI_068610A",132.1573402,1.551597015,0.399925694,3.879713251,0.00010458,0.003152948,149,192,96,69,195.2058686,198.6475154,61.99886935,72.77710744,99.68,"DOWN_pEhEx_UP_CDC5"
"122","EHI_110570A",208.9801668,-1.692762299,0.436588967,-3.877244793,0.000105646,0.00315899,69,103,341,397,90.39734855,106.566115,220.2251505,418.732053,99.68,"UP_pEhEx_DOWN_CDC5"
"123","EHI_098800A",369.8428436,-1.352688011,0.349272548,-3.872872395,0.00010756,0.00316261,170,187,699,580,222.7181051,193.474403,451.4292674,611.7495988,99.68,"UP_pEhEx_DOWN_CDC5"
