"","GenId","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","CDC5_1","CDC5_2","pEhEx_1","pEhEx_2","CDC5_1.1","CDC5_2.1","pEhEx_1.1","pEhEx_2.1","Certeza","DE"
"946","EHI_080740A",60.8615417,-0.832919987,0.550528692,-1.512945644,0.130293467,0.501382454,23,55,105,84,30.13244952,56.90423617,67.81126335,88.59821775,49.86,"UP_pEhEx_DOWN_CDC5"
"947","EHI_107090A",43.42909314,0.849600967,0.56142192,1.513302095,0.130202941,0.501382454,45,51,47,30,58.95479253,52.76574627,30.35361312,31.64222063,49.86,"DOWN_pEhEx_UP_CDC5"
"948","EHI_148130A",333.318339,0.523053448,0.345455468,1.514098045,0.130000974,0.501382454,343,326,443,247,449.3665297,337.2869271,286.0989492,260.5209498,49.86,"DOWN_pEhEx_UP_CDC5"
"949","EHI_045480A",736.9592495,-0.542563853,0.358833065,-1.512023014,0.130528008,0.501755714,394,660,1060,1009,516.1819613,682.850834,684.570849,1064.233354,49.82,"UP_pEhEx_DOWN_CDC5"
"950","EHI_093360A",44.02030493,0.842816143,0.559572209,1.506179417,0.132021122,0.506961108,46,51,47,31,60.26489903,52.76574627,30.35361312,32.69696131,49.3,"DOWN_pEhEx_UP_CDC5"
"951","EHI_082490A",294.4590259,0.508773898,0.338387216,1.503525764,0.132703518,0.509045673,288,304,372,233,377.3106722,314.5252326,240.2456187,245.7545802,49.1,"DOWN_pEhEx_UP_CDC5"
"952","EHI_152510A",40.37253321,1.034722332,0.689088033,1.50158221,0.133205041,0.509921791,58,32,55,16,75.98617704,33.10791923,35.52018556,16.875851,49.01,"DOWN_pEhEx_UP_CDC5"
"953","EHI_161180A",12546.88935,0.410099203,0.273115919,1.501557305,0.133211477,0.509921791,10952,13810,16421,10378,14348.2864,14288.13639,10605.03577,10946.09886,49.01,"DOWN_pEhEx_UP_CDC5"
"954","EHI_126190A",23607.93436,-0.617655106,0.411496938,-1.50099563,0.133356692,0.50994257,11069,21996,28591,36699,14501.56886,22757.55598,18464.6841,38707.92849,49.01,"UP_pEhEx_DOWN_CDC5"
"955","EHI_048210A",296.2856199,0.507515821,0.338428173,1.499626394,0.133711207,0.510291998,287,309,361,243,376.0005657,319.698345,233.1415816,256.3019871,48.97,"DOWN_pEhEx_UP_CDC5"
"956","EHI_169210A",147.5761093,0.581071189,0.387493881,1.499562232,0.133727837,0.510291998,124,185,193,106,162.4532061,191.405158,124.6435603,111.8025129,48.97,"DOWN_pEhEx_UP_CDC5"
"957","EHI_166920A",422.4419837,-0.570997977,0.380979236,-1.498764036,0.133934858,0.510547922,211,389,618,580,276.4324716,402.4681431,399.1177214,611.7495988,48.95,"UP_pEhEx_DOWN_CDC5"
"958","EHI_080250A",59.46029254,0.784948565,0.524393174,1.496870294,0.134427011,0.511445741,70,57,68,41,91.70745505,58.97348112,43.91586579,43.24436819,48.86,"DOWN_pEhEx_UP_CDC5"
"959","EHI_135460A",41.80291916,-0.970471485,0.648373286,-1.496778949,0.134450786,0.511445741,12,39,79,57,15.72127801,40.35027656,51.0199029,60.12021919,48.86,"UP_pEhEx_DOWN_CDC5"
"960","EHI_009470A",828.3157672,0.516057982,0.345471958,1.493776761,0.135233978,0.513889115,884,765,916,732,1158.134147,791.486194,591.572545,772.0701833,48.61,"DOWN_pEhEx_UP_CDC5"
"961","EHI_026410A",32032.49362,0.436366187,0.292357582,1.49257695,0.135547961,0.513901427,30453,32653,38074,28311,39896.67327,33783.5277,24589.00991,29860.76361,48.61,"DOWN_pEhEx_UP_CDC5"
"962","EHI_152100A",23.99547556,-1.094510655,0.733344116,-1.492492584,0.13557006,0.513901427,14,12,52,30,18.34149101,12.41546971,33.5827209,31.64222063,48.61,"UP_pEhEx_DOWN_CDC5"
"963","EHI_169100A",13584.5778,0.439677353,0.294660297,1.492149973,0.135659834,0.513901427,13517,13115,17726,11010,17708.70957,13569.07377,11447.8329,11612.69497,48.61,"DOWN_pEhEx_UP_CDC5"
"964","EHI_110710A",156.5711344,0.562946364,0.377674667,1.490558973,0.136077322,0.514329325,150,171,189,124,196.5159751,176.9204434,122.060274,130.7878453,48.57,"DOWN_pEhEx_UP_CDC5"
"965","EHI_153750A",33.74997524,-0.958811458,0.643450848,-1.490108313,0.136195759,0.514329325,20,19,58,49,26.20213001,19.65782704,37.45765023,51.68229369,48.57,"UP_pEhEx_DOWN_CDC5"
"966","EHI_193480A",17.98384498,1.735444149,1.163999677,1.490931814,0.135979398,0.514329325,26,21,25,0,34.06276902,21.72707199,16.14553889,0,48.57,"DOWN_pEhEx_UP_CDC5"
"967","EHI_007350A",5832.777149,0.413039624,0.277700209,1.487357986,0.136920287,0.514718585,5070,6458,7372,4974,6642.239959,6681.591949,4760.996509,5246.28018,48.53,"DOWN_pEhEx_UP_CDC5"
"968","EHI_051760A",62.43717788,-0.739251364,0.496566581,-1.488725566,0.13655965,0.514718585,35,46,113,79,45.85372752,47.59263389,72.97783579,83.32451432,48.53,"UP_pEhEx_DOWN_CDC5"
"969","EHI_092580A",48.31512126,0.91631545,0.616312806,1.486770096,0.137075542,0.514718585,59,48,70,20,77.29628354,49.66187884,45.2075089,21.09481375,48.53,"DOWN_pEhEx_UP_CDC5"
"970","EHI_096660A",17.82539746,-1.249171817,0.840096133,-1.486939135,0.137030887,0.514718585,9,9,32,28,11.79095851,9.311602282,20.66628978,29.53273925,48.53,"UP_pEhEx_DOWN_CDC5"
"971","EHI_099760A",94.90609133,-0.640500353,0.430938052,-1.486293331,0.13720155,0.514718585,58,70,180,109,75.98617704,72.42357331,116.24788,114.9667349,48.53,"UP_pEhEx_DOWN_CDC5"
"972","EHI_140380A",38.62520016,0.94044218,0.632880118,1.485972071,0.137286508,0.514718585,27,64,46,22,35.37287552,66.21583845,29.70779156,23.20429513,48.53,"DOWN_pEhEx_UP_CDC5"
"973","EHI_171070A",88.63672822,0.737952779,0.496167707,1.487305136,0.136934239,0.514718585,110,75,93,69,144.1117151,77.59668569,60.06140468,72.77710744,48.53,"DOWN_pEhEx_UP_CDC5"
"974","EHI_010060A",546.23544,0.473721765,0.319619458,1.48214307,0.138302231,0.516279911,536,549,670,457,702.2170844,568.0077392,432.7004423,482.0164942,48.37,"DOWN_pEhEx_UP_CDC5"
"975","EHI_020610A",132.4933394,0.624108332,0.421304978,1.481369469,0.138508146,0.516279911,145,127,145,109,189.9654426,131.3970544,93.64412558,114.9667349,48.37,"DOWN_pEhEx_UP_CDC5"
"976","EHI_055990A",34.23835028,-0.926411232,0.625013714,-1.482225448,0.138280317,0.516279911,17,24,64,46,22.27181051,24.83093942,41.33257956,48.51807163,48.37,"UP_pEhEx_DOWN_CDC5"
"977","EHI_056390A",75.9905493,-0.68419805,0.462198125,-1.480313339,0.138789645,0.516279911,44,57,148,87,57.64468603,58.97348112,95.58159024,91.76243982,48.37,"UP_pEhEx_DOWN_CDC5"
"978","EHI_068090A",162.742045,-0.589213602,0.397640001,-1.481776483,0.138399779,0.516279911,101,123,250,218,132.3207566,127.2585645,161.4553889,229.9334699,48.37,"UP_pEhEx_DOWN_CDC5"
"979","EHI_068500A",157.3203076,0.578878007,0.390870158,1.480998216,0.138607049,0.516279911,164,157,204,114,214.8574661,162.4357287,131.7475974,120.2404384,48.37,"DOWN_pEhEx_UP_CDC5"
"980","EHI_098180A",27.14180008,3.437691991,2.322540759,1.480142804,0.13883514,0.516279911,12,81,14,0,15.72127801,83.80442054,9.04150178,0,48.37,"DOWN_pEhEx_UP_CDC5"
"981","EHI_185250A",129.7096768,0.647343957,0.437193641,1.480680174,0.138691819,0.516279911,123,151,196,71,161.1430996,156.2279938,126.5810249,74.88658882,48.37,"DOWN_pEhEx_UP_CDC5"
"982","EHI_178890A",576.3698897,0.475630076,0.321617704,1.478867831,0.139175642,0.517019087,577,566,774,440,755.9314509,585.5963213,499.8658841,464.0859025,48.3,"DOWN_pEhEx_UP_CDC5"
"983","EHI_007460A",87.1460237,-0.66953865,0.454287686,-1.473820819,0.140529841,0.520459758,45,73,178,94,58.95479253,75.52744073,114.9562369,99.14562463,47.95,"UP_pEhEx_DOWN_CDC5"
"984","EHI_013890A",10008.3187,0.440298104,0.298540108,1.474837359,0.140256274,0.520459758,9509,10235,11585,9011,12457.80272,10589.36104,7481.842723,9504.268335,47.95,"DOWN_pEhEx_UP_CDC5"
"985","EHI_088080A",87.1460237,-0.66953865,0.454287686,-1.473820819,0.140529841,0.520459758,45,73,178,94,58.95479253,75.52744073,114.9562369,99.14562463,47.95,"UP_pEhEx_DOWN_CDC5"
"986","EHI_029560A",42.86152947,-0.917174434,0.623012425,-1.472160742,0.140977476,0.520833397,23,28,58,71,30.13244952,28.96942932,37.45765023,74.88658882,47.92,"UP_pEhEx_DOWN_CDC5"
"987","EHI_092160A",202.3595016,0.588086552,0.399479199,1.472133101,0.140984938,0.520833397,190,230,310,116,248.9202351,237.9631694,200.2046823,122.3499198,47.92,"DOWN_pEhEx_UP_CDC5"
"988","EHI_136470A",100.0622779,0.640660114,0.435272846,1.471858675,0.141059045,0.520833397,98,112,137,64,128.3904371,115.8777173,88.47755313,67.503404,47.92,"DOWN_pEhEx_UP_CDC5"
"989","EHI_051720A",101.3388103,-0.625977478,0.426005316,-1.469412363,0.141720976,0.521693361,64,73,180,123,83.84681605,75.52744073,116.24788,129.7331046,47.83,"UP_pEhEx_DOWN_CDC5"
"990","EHI_055670A",14952.08307,0.417688847,0.284170714,1.46985184,0.141601885,0.521693361,12784,16870,18004,13253,16748.40151,17454.08117,11627.37129,13978.47833,47.83,"DOWN_pEhEx_UP_CDC5"
"991","EHI_086380A",36.88921955,1.035273077,0.704170537,1.470202206,0.141506998,0.521693361,43,42,56,11,56.33457953,43.45414398,36.16600712,11.60214756,47.83,"DOWN_pEhEx_UP_CDC5"
"992","EHI_104380A",244.6833887,0.559668065,0.381452345,1.467203107,0.142320812,0.523373308,219,287,373,146,286.9133237,296.9366506,240.8914403,153.9921404,47.66,"DOWN_pEhEx_UP_CDC5"
"993","EHI_151380A",1142.204527,-0.501003563,0.341750081,-1.465993988,0.142649925,0.524055313,720,916,1597,1561,943.2766805,947.7141878,1031.377024,1646.450213,47.59,"UP_pEhEx_DOWN_CDC5"
"994","EHI_129000A",1140.123222,-0.461581694,0.315107247,-1.464839981,0.142964581,0.524682889,652,1028,1817,1393,854.1894385,1063.591905,1173.457767,1469.253778,47.53,"UP_pEhEx_DOWN_CDC5"
"995","EHI_197680A",78.598669,-0.73604611,0.502711588,-1.464151867,0.143152458,0.524844389,32,73,140,101,41.92340802,75.52744073,90.4150178,106.5288094,47.52,"UP_pEhEx_DOWN_CDC5"
"996","EHI_012360A",25256.74385,0.436518334,0.298449476,1.462620542,0.143571239,0.525323852,23841,25964,29044,22918,31234.24908,26862.93796,18757.24126,24172.54708,47.47,"DOWN_pEhEx_UP_CDC5"
"997","EHI_074090A",25256.74385,0.436518334,0.298449476,1.462620542,0.143571239,0.525323852,23841,25964,29044,22918,31234.24908,26862.93796,18757.24126,24172.54708,47.47,"DOWN_pEhEx_UP_CDC5"
"998","EHI_029030A",16.19931574,1.860260251,1.272725138,1.461635506,0.143841119,0.525783971,32,9,21,0,41.92340802,9.311602282,13.56225267,0,47.42,"DOWN_pEhEx_UP_CDC5"
"999","EHI_068260A",262.7477256,-0.558169701,0.382576545,-1.458975227,0.144571926,0.527926313,151,219,379,362,197.8260816,226.5823222,244.7663696,381.8161289,47.21,"UP_pEhEx_DOWN_CDC5"
"1000","EHI_198620A",69.58059149,-0.762655762,0.52296596,-1.458327733,0.14475023,0.528048838,31,60,107,101,40.61330152,62.07734855,69.10290646,106.5288094,47.2,"UP_pEhEx_DOWN_CDC5"
"1001","EHI_164890A",217.6533595,0.825147017,0.566345487,1.456967586,0.145125328,0.528888308,225,254,390,58,294.7739627,262.7941089,251.8704067,61.17495988,47.11,"DOWN_pEhEx_UP_CDC5"
"1002","EHI_092510A",350.7823635,0.487080621,0.33471959,1.455190063,0.145616651,0.530149245,338,364,489,254,442.8159972,376.6025812,315.8067407,267.9041346,46.99,"DOWN_pEhEx_UP_CDC5"
"1003","EHI_183570A",21.22556276,1.134265345,0.779760143,1.454633652,0.145770709,0.530181005,25,25,26,9,32.75266252,25.8655619,16.79136045,9.492666188,46.98,"DOWN_pEhEx_UP_CDC5"
"1004","EHI_142250A",369.1964823,-0.550151814,0.378483232,-1.453569848,0.146065602,0.530724417,216,305,509,521,282.9830042,315.5598551,328.7231719,549.5198982,46.93,"UP_pEhEx_DOWN_CDC5"
"1005","EHI_023600A",311.8330836,-0.710313047,0.489222048,-1.45192362,0.146522844,0.531327371,92,340,537,406,120.5297981,351.7716418,346.8061754,428.2247191,46.87,"UP_pEhEx_DOWN_CDC5"
"1006","EHI_147470A",77.70435768,0.685762774,0.472239381,1.452150756,0.146459692,0.531327371,67,100,79,65,87.77713555,103.4622476,51.0199029,68.55814469,46.87,"DOWN_pEhEx_UP_CDC5"
"1007","EHI_012380A",56.41141782,-0.747764429,0.51667824,-1.447253571,0.147825917,0.534458818,31,42,100,73,40.61330152,43.45414398,64.58215557,76.99607019,46.55,"UP_pEhEx_DOWN_CDC5"
"1008","EHI_099780A",102.0020455,-0.803365405,0.555058381,-1.447352985,0.147798086,0.534458818,45,86,112,178,58.95479253,88.97753292,72.33201424,187.7438424,46.55,"UP_pEhEx_DOWN_CDC5"
"1009","EHI_112880A",140.8332696,-0.610377437,0.421689302,-1.447457724,0.147768769,0.534458818,91,100,209,195,119.2196916,103.4622476,134.9767051,205.6744341,46.55,"UP_pEhEx_DOWN_CDC5"
"1010","EHI_056510A",117.052387,-0.614734669,0.425242106,-1.445611006,0.148286338,0.535592635,58,105,217,136,75.98617704,108.63536,140.1432776,143.4447335,46.44,"UP_pEhEx_DOWN_CDC5"
"1011","EHI_110010A",104.7193489,-0.666286654,0.461249802,-1.44452453,0.148591485,0.536142598,46,98,217,111,60.26489903,101.3930026,140.1432776,117.0762163,46.39,"UP_pEhEx_DOWN_CDC5"
"1012","EHI_110620A",32.45904242,1.100572929,0.762433314,1.443500578,0.14887951,0.536142598,18,63,44,12,23.58191701,65.18121598,28.41614845,12.65688825,46.39,"DOWN_pEhEx_UP_CDC5"
"1013","EHI_143660A",69.01515443,-0.693127898,0.480077396,-1.443783655,0.148799841,0.536142598,37,55,132,81,48.47394053,56.90423617,85.24844535,85.43399569,46.39,"UP_pEhEx_DOWN_CDC5"
"1014","EHI_155270A",283.7781927,-0.560569527,0.388589238,-1.442576048,0.149139935,0.536550771,130,278,490,342,170.3138451,287.6250483,316.4525623,360.7213151,46.34,"UP_pEhEx_DOWN_CDC5"
"1015","EHI_110360A",558.8718677,-0.48340279,0.335220992,-1.442042119,0.149290492,0.536563266,390,407,862,708,510.9415353,421.0913477,556.698181,746.7564068,46.34,"UP_pEhEx_DOWN_CDC5"
"1016","EHI_164430A",274.4331341,0.579900056,0.402367475,1.441220009,0.149522537,0.536868322,278,283,248,266,364.2096072,292.7981607,160.1637458,280.5610229,46.31,"DOWN_pEhEx_UP_CDC5"
"1017","EHI_152280A",164.0980249,-0.598610906,0.415684805,-1.440059629,0.14985053,0.537516944,75,157,322,178,98.25798755,162.4357287,207.9545409,187.7438424,46.25,"UP_pEhEx_DOWN_CDC5"
"1018","EHI_129340A",40.71039712,-0.864326257,0.601220809,-1.437618666,0.150542282,0.539467823,17,34,75,54,22.27181051,35.17716418,48.43661668,56.95599713,46.05,"UP_pEhEx_DOWN_CDC5"
"1019","EHI_000570A",57.57550461,0.73080687,0.508957881,1.435888701,0.151034014,0.539842343,60,63,67,41,78.60639004,65.18121598,43.27004423,43.24436819,46.02,"DOWN_pEhEx_UP_CDC5"
"1020","EHI_013120A",47.10476947,0.804741061,0.560461626,1.435853989,0.151043893,0.539842343,47,56,43,39,61.57500553,57.93885864,27.7703269,41.13488681,46.02,"DOWN_pEhEx_UP_CDC5"
"1021","EHI_027370A",35.90729349,-0.884810536,0.616424088,-1.435392539,0.151175271,0.539842343,22,21,69,46,28.82234302,21.72707199,44.56168734,48.51807163,46.02,"UP_pEhEx_DOWN_CDC5"
"1022","EHI_031250A",232.3732502,-0.499051521,0.347902288,-1.434458865,0.15144136,0.539842343,151,181,402,270,197.8260816,187.2666681,259.6202654,284.7799856,46.02,"UP_pEhEx_DOWN_CDC5"
"1023","EHI_042690A",89.53643632,0.752983957,0.525045207,1.434131666,0.151534693,0.539842343,55,147,85,75,72.05585754,152.0895039,54.89483223,79.10555157,46.02,"DOWN_pEhEx_UP_CDC5"
"1024","EHI_135430A",42.15470304,0.877211194,0.611251381,1.435107096,0.151256582,0.539842343,34,62,34,36,44.54362102,64.1465935,21.95793289,37.97066475,46.02,"DOWN_pEhEx_UP_CDC5"
"1025","EHI_045340A",905.2772958,0.429682705,0.299751587,1.433462655,0.151725664,0.539912384,823,967,1281,678,1078.21765,1000.479934,827.2974129,715.1141862,46.01,"DOWN_pEhEx_UP_CDC5"
"1026","EHI_056250A",40.41396015,-0.841317583,0.587303747,-1.432508455,0.15199836,0.539912384,22,28,71,55,28.82234302,28.96942932,45.85333045,58.01073782,46.01,"UP_pEhEx_DOWN_CDC5"
"1027","EHI_169250A",15.7283094,1.264662642,0.882633762,1.432828311,0.151906908,0.539912384,14,25,11,11,18.34149101,25.8655619,7.104037113,11.60214756,46.01,"DOWN_pEhEx_UP_CDC5"
"1028","EHI_166050A",96.20462872,0.634910707,0.443671334,1.431038381,0.152419216,0.54088064,76,130,124,67,99.56809405,134.5009219,80.08187291,70.66762607,45.91,"DOWN_pEhEx_UP_CDC5"
"1029","EHI_087580A",49.53068678,0.800394153,0.559729258,1.429966616,0.152726601,0.541444742,59,47,53,36,77.29628354,48.62725636,34.22854245,37.97066475,45.86,"DOWN_pEhEx_UP_CDC5"
"1030","EHI_182600A",71.11757581,0.691335557,0.483695276,1.429279116,0.152924026,0.541618298,72,79,96,44,94.32766805,81.73517559,61.99886935,46.40859025,45.84,"DOWN_pEhEx_UP_CDC5"
"1031","EHI_020370A",23556.71441,0.431047632,0.301812232,1.428198018,0.153234871,0.542192832,23734,22236,29597,19922,31094.06769,23005.86537,19114.38058,21012.54398,45.78,"DOWN_pEhEx_UP_CDC5"
"1032","EHI_181240A",93.69159142,-0.718148589,0.503274096,-1.426953214,0.153593381,0.542934741,63,57,126,144,82.53670954,58.97348112,81.37351602,151.882659,45.71,"UP_pEhEx_DOWN_CDC5"
"1033","EHI_004400A",162.1118143,-0.588788097,0.413711781,-1.423184265,0.154682746,0.543347725,101,122,233,227,132.3207566,126.223942,150.4764225,239.4261361,45.67,"UP_pEhEx_DOWN_CDC5"
"1034","EHI_013895A",12417.09001,0.534618429,0.3757133,1.422942516,0.15475282,0.543347725,12008,13194,10547,12775,15731.75886,13650.80895,6811.479948,13474.31228,45.67,"DOWN_pEhEx_UP_CDC5"
"1035","EHI_039060A",57.34483119,-0.736576978,0.517161659,-1.424268343,0.154368808,0.543347725,34,40,98,76,44.54362102,41.38489903,63.29051246,80.16029225,45.67,"UP_pEhEx_DOWN_CDC5"
"1036","EHI_054790A",303.1086794,0.492949425,0.345685646,1.4260049,0.153866928,0.543347725,265,350,441,207,347.1782227,362.1178665,284.8073061,218.3313223,45.67,"DOWN_pEhEx_UP_CDC5"
"1037","EHI_098430A",44.91877139,-0.830669458,0.583173655,-1.424394691,0.15433225,0.543347725,28,27,72,65,36.68298202,27.93480685,46.49915201,68.55814469,45.67,"UP_pEhEx_DOWN_CDC5"
"1038","EHI_118150A",282.9516196,0.487037657,0.341809312,1.424881186,0.154191549,0.543347725,276,289,354,230,361.5893942,299.0058955,228.6208307,242.5903581,45.67,"DOWN_pEhEx_UP_CDC5"
"1039","EHI_153190A",554.6368168,-0.53076646,0.372820293,-1.423652281,0.154547154,0.543347725,386,388,760,778,505.7011093,401.4335206,490.8243823,820.5882549,45.67,"UP_pEhEx_DOWN_CDC5"
"1040","EHI_007320A",30.51738797,-1.043238076,0.734000309,-1.421304683,0.155228203,0.544289396,12,23,38,55,15.72127801,23.79631694,24.54121912,58.01073782,45.57,"UP_pEhEx_DOWN_CDC5"
"1041","EHI_199590A",684.5761235,-0.488809414,0.343991955,-1.420990832,0.155319425,0.544289396,351,656,1115,834,459.8473817,678.7123441,720.0910346,879.6537334,45.57,"UP_pEhEx_DOWN_CDC5"
"1042","EHI_092080A",4535.216271,0.547560245,0.385483853,1.420449239,0.155476937,0.544318488,4198,5094,3701,4722,5499.82709,5270.366892,2390.185578,4980.485527,45.57,"DOWN_pEhEx_UP_CDC5"
"1043","EHI_148270A",410.4214916,-0.537977576,0.379673155,-1.416949208,0.156497778,0.547367109,238,345,556,582,311.8053472,356.9447542,359.076785,613.8590802,45.26,"UP_pEhEx_DOWN_CDC5"
"1044","EHI_159160A",10134.19812,-0.54412122,0.384195457,-1.416261462,0.156698967,0.547545815,6427,7800,12067,15410,8420.05448,8070.055311,7793.128713,16253.554,45.25,"UP_pEhEx_DOWN_CDC5"
"1045","EHI_026330A",131.4065391,0.583634401,0.41329808,1.412139153,0.157908992,0.550718933,121,152,191,82,158.5228866,157.2626163,123.3519171,86.48873638,44.93,"DOWN_pEhEx_UP_CDC5"
"1046","EHI_187120A",41.9622987,-0.826402959,0.585178846,-1.412222887,0.157884344,0.550718933,24,28,70,59,31.44255602,28.96942932,45.2075089,62.22970057,44.93,"UP_pEhEx_DOWN_CDC5"
"1047","EHI_015360A",17.89957995,1.252677398,0.887546158,1.411394086,0.158128446,0.550890621,23,20,24,5,30.13244952,20.69244952,15.49971734,5.273703438,44.91,"DOWN_pEhEx_UP_CDC5"
"1048","EHI_148500A",128.3922516,0.558368204,0.395740029,1.410946994,0.158260244,0.550890621,123,140,163,97,161.1430996,144.8471466,105.2689136,102.3098467,44.91,"DOWN_pEhEx_UP_CDC5"
"1049","EHI_014320A",28.87267302,-0.949276162,0.673768404,-1.408905726,0.158863046,0.551329003,15,19,51,41,19.65159751,19.65782704,32.93689934,43.24436819,44.87,"UP_pEhEx_DOWN_CDC5"
"1050","EHI_085950A",16.78387391,1.255904139,0.89094528,1.409631059,0.158648651,0.551329003,19,22,22,5,24.89202351,22.76169447,14.20807423,5.273703438,44.87,"DOWN_pEhEx_UP_CDC5"
"1051","EHI_103520A",384.7853544,0.487150835,0.345798667,1.408770138,0.158903148,0.551329003,368,403,573,256,482.1191923,416.9528577,370.0557514,270.013616,44.87,"DOWN_pEhEx_UP_CDC5"
"1052","EHI_150390A",1450.028851,-0.437869454,0.31102252,-1.407838425,0.159178919,0.551329003,838,1319,2305,1753,1097.869248,1364.667046,1488.618686,1848.960425,44.87,"UP_pEhEx_DOWN_CDC5"
"1053","EHI_154200A",181.1711797,0.620245813,0.440686559,1.407453441,0.159292974,0.551329003,171,207,148,181,224.0282116,214.1668525,95.58159024,190.9080644,44.87,"DOWN_pEhEx_UP_CDC5"
"1054","EHI_165290A",30.81615199,0.918690455,0.652361208,1.408254267,0.159055792,0.551329003,26,45,35,19,34.06276902,46.55801141,22.60375445,20.04007306,44.87,"DOWN_pEhEx_UP_CDC5"
"1055","EHI_146570A",33498.43877,0.399011433,0.283915161,1.405389666,0.159905438,0.552924206,30863,34572,41438,29419,40433.81693,35768.96823,26761.55363,31029.41629,44.71,"DOWN_pEhEx_UP_CDC5"
"1056","EHI_006160A",77.06406767,-0.743034363,0.52942728,-1.40346822,0.160477262,0.553578352,60,36,164,82,78.60639004,37.24640913,105.9147351,86.48873638,44.64,"UP_pEhEx_DOWN_CDC5"
"1057","EHI_027490A",134.0963549,0.708379296,0.504822446,1.403224641,0.160549862,0.553578352,141,144,224,55,184.7250166,148.9856365,144.6640285,58.01073782,44.64,"DOWN_pEhEx_UP_CDC5"
"1058","EHI_155450A",860.9166523,-0.486575032,0.34669601,-1.403463028,0.16047881,0.553578352,448,818,1323,1096,586.9277123,846.3211852,854.4219182,1155.995794,44.64,"UP_pEhEx_DOWN_CDC5"
"1059","EHI_042920A",23992.23176,0.404029466,0.288661979,1.39966291,0.161614286,0.554926031,21412,25717,28446,21748,28052.00039,26607.38621,18371.03997,22938.50047,44.51,"DOWN_pEhEx_UP_CDC5"
"1060","EHI_059670A",176.4692712,0.686954853,0.49103666,1.398988934,0.161816302,0.554926031,105,287,154,163,137.5611826,296.9366506,99.45651958,171.9227321,44.51,"DOWN_pEhEx_UP_CDC5"
"1061","EHI_076260A",21.67339602,1.165606262,0.832338087,1.400400006,0.161393568,0.554926031,20,33,31,6,26.20213001,34.1425417,20.02046823,6.328444125,44.51,"DOWN_pEhEx_UP_CDC5"
"1062","EHI_159870A",20.26658059,1.201710513,0.858350465,1.40002314,0.161506389,0.554926031,30,17,26,7,39.30319502,17.58858209,16.79136045,7.383184813,44.51,"DOWN_pEhEx_UP_CDC5"
"1063","EHI_174110A",33.56178235,0.921926859,0.65905342,1.398865148,0.161853426,0.554926031,36,39,25,29,47.16383403,40.35027656,16.14553889,30.58747994,44.51,"DOWN_pEhEx_UP_CDC5"
"1064","EHI_174960A",151.0407677,-0.549431509,0.3927333,-1.398993948,0.161814798,0.554926031,85,129,251,187,111.3590526,133.4662994,162.1012105,197.2365086,44.51,"UP_pEhEx_DOWN_CDC5"
"1065","EHI_063900A",39.89222634,-0.85588757,0.612094171,-1.39829394,0.162024817,0.554992049,26,22,66,57,34.06276902,22.76169447,42.62422268,60.12021919,44.5,"UP_pEhEx_DOWN_CDC5"
"1066","EHI_104680A",237.599536,-0.562012886,0.402142944,-1.397545065,0.162249725,0.555241085,117,222,356,320,153.2824606,229.6861896,229.9124738,337.51702,44.48,"UP_pEhEx_DOWN_CDC5"
"1067","EHI_015230A",41.82561903,0.852302354,0.611313034,1.394215904,0.163252417,0.555359171,48,43,34,36,62.88511203,44.48876646,21.95793289,37.97066475,44.46,"DOWN_pEhEx_UP_CDC5"
"1068","EHI_019860A",20.06626167,-1.133150983,0.812280794,-1.39502373,0.163008684,0.555359171,13,8,41,27,17.03138451,8.276979806,26.47868378,28.47799856,44.46,"UP_pEhEx_DOWN_CDC5"
"1069","EHI_045080A",5742.71644,-0.454858975,0.326179312,-1.394505899,0.163164889,0.555359171,3273,5220,8373,7466,4287.978577,5400.729324,5407.463886,7874.693973,44.46,"UP_pEhEx_DOWN_CDC5"
"1070","EHI_049680A",56.14190284,-0.772012192,0.553187825,-1.395569747,0.162844098,0.555359171,22,52,112,66,28.82234302,53.80036874,72.33201424,69.61288538,44.46,"UP_pEhEx_DOWN_CDC5"
"1071","EHI_093800A",17.49756189,-1.336622518,0.958512429,-1.394475938,0.163173931,0.555359171,13,3,38,24,17.03138451,3.103867427,24.54121912,25.3137765,44.46,"UP_pEhEx_DOWN_CDC5"
"1072","EHI_168600A",119.0500581,-0.611741841,0.438872852,-1.393893102,0.163349888,0.555359171,62,103,182,162,81.22660304,106.566115,117.5395231,170.8679914,44.46,"UP_pEhEx_DOWN_CDC5"
"1073","EHI_199130A",23.93538287,1.077435116,0.772543098,1.394660207,0.16311833,0.555359171,24,32,14,21,31.44255602,33.10791923,9.04150178,22.14955444,44.46,"DOWN_pEhEx_UP_CDC5"
"1074","EHI_042720A",70086.87971,0.382128886,0.274536061,1.391907806,0.163950318,0.556530507,62883,73695,91671,59270,82383.42708,76246.50335,59203.10783,62514.48055,44.35,"DOWN_pEhEx_UP_CDC5"
"1075","EHI_065800A",167.0983325,-0.553698338,0.398003613,-1.391189224,0.164168054,0.556530507,111,121,255,221,145.4218216,125.1893196,164.6844967,233.0976919,44.35,"UP_pEhEx_DOWN_CDC5"
"1076","EHI_153530A",84.9473545,0.641586509,0.461234789,1.391019334,0.164219564,0.556530507,77,103,120,52,100.8782006,106.566115,77.49858668,54.84651575,44.35,"DOWN_pEhEx_UP_CDC5"
