baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,UmasM_1,UmasM_2,pEhEx_1,pEhEx_2,UmasM_1.1,UmasM_2.1,pEhEx_1.1,pEhEx_2.1,Certeza,DE,
EHI_030820A,1208.631183,-0.261486714,0.594197764,-0.440066809,0.65988872,0.999745166,507,2097,1418,1199,629.5139681,1568.406215,1115.918232,1520.686318,0.03,UP_pEhEx_DOWN_UmasM
EHI_030830A,340.5774842,-0.339764065,0.490841108,-0.692207844,0.488806813,0.999745166,233,417,474,306,289.3032634,311.8862145,373.0220323,388.0984265,0.03,UP_pEhEx_DOWN_UmasM
EHI_030840A,32.09119503,0.685801573,0.731124615,0.938009142,0.348239712,0.999745166,25,64,29,21,31.04112269,47.86742861,22.82202307,26.63420574,0.03,DOWN_pEhEx_UP_UmasM
EHI_030870A,10.67945059,0.703106572,1.067823816,0.658448108,0.510250231,0.999745166,10,19,14,4,12.41644907,14.21064287,11.01752838,5.073182046,0.03,DOWN_pEhEx_UP_UmasM
EHI_030880A,22.86949088,0.301085529,0.897642001,0.335418272,0.737309586,0.999745166,9,52,22,19,11.17480417,38.89228574,17.31325888,24.09761472,0.03,DOWN_pEhEx_UP_UmasM
EHI_030890A,41.82919671,0.17562897,0.660564111,0.265877251,0.790333746,0.999745166,36,59,53,29,44.69921667,44.12778575,41.70921458,36.78056984,0.03,DOWN_pEhEx_UP_UmasM
EHI_030900A,14.02667292,-0.494934512,1.021981308,-0.484289202,0.628180638,0.999745166,4,24,18,15,4.96657963,17.95028573,14.16539363,19.02443267,0.03,UP_pEhEx_DOWN_UmasM
EHI_031100A,80.03241124,-0.889340424,0.618366427,-1.438209425,0.150374642,0.999745166,55,59,106,98,68.29046991,44.12778575,83.41842916,124.2929601,0.03,UP_pEhEx_DOWN_UmasM
EHI_031210A,21.7337158,1.256793136,0.880137804,1.427950407,0.153306134,0.999745166,25,41,24,5,31.04112269,30.66507145,18.88719151,6.341477558,0.03,DOWN_pEhEx_UP_UmasM
EHI_031220A,156.316225,0.08965776,0.561431039,0.159695054,0.873121297,0.999745166,163,161,199,115,202.3881199,120.4165001,156.6062963,145.8539838,0.03,DOWN_pEhEx_UP_UmasM
EHI_031230A,9.884391047,0.20825977,1.088300015,0.191362462,0.848241628,0.999745166,10,12,15,5,12.41644907,8.975142864,11.80449469,6.341477558,0.03,DOWN_pEhEx_UP_UmasM
EHI_031240A,182.6016115,-0.566761709,0.737824885,-0.768152065,0.442396848,0.999745166,46,316,191,226,57.11566574,236.3454287,150.3105658,286.6347856,0.03,UP_pEhEx_DOWN_UmasM
EHI_031250A,287.7117027,-0.419122279,0.508763703,-0.823805388,0.410050146,0.999745166,171,374,402,270,212.3212792,279.7252859,316.3604578,342.4397881,0.03,UP_pEhEx_DOWN_UmasM
EHI_031260A,41.05309912,0.462609368,0.742080326,0.623395274,0.533024803,0.999745166,50,45,58,18,62.08224537,33.65678574,45.64404615,22.82931921,0.03,DOWN_pEhEx_UP_UmasM
EHI_031270A,18.02440058,0.445714498,0.869927275,0.512358344,0.608400239,0.999745166,18,26,24,9,22.34960833,19.44614287,18.88719151,11.4146596,0.03,DOWN_pEhEx_UP_UmasM
EHI_031300A,12.41407267,0.385629245,1.015083115,0.379899182,0.704020254,0.999745166,12,18,19,5,14.89973889,13.4627143,14.95235994,6.341477558,0.03,DOWN_pEhEx_UP_UmasM
EHI_031320A,7.849697426,0.29873529,1.24181729,0.240562998,0.809893832,0.999745166,3,18,10,5,3.724934722,13.4627143,7.869663129,6.341477558,0.03,DOWN_pEhEx_UP_UmasM
EHI_031330A,130.9173428,-0.089539829,0.566972769,-0.157926154,0.874514988,0.999745166,115,149,207,84,142.7891644,111.4413572,162.9020268,106.536823,0.03,UP_pEhEx_DOWN_UmasM
EHI_031350A,25.72147845,-0.09438424,0.862460046,-0.109436072,0.912856624,0.999745166,9,51,31,23,11.17480417,38.14435717,24.3959557,29.17079677,0.03,UP_pEhEx_DOWN_UmasM
EHI_031360A,222.8116118,0.253993939,0.551879881,0.460234098,0.645348199,0.999745166,192,330,329,116,238.3958222,246.8164288,258.9119169,147.1222793,0.03,DOWN_pEhEx_UP_UmasM
EHI_031380A,7.173920848,-0.001010709,1.36489237,-0.000740505,0.999409163,0.999745166,10,3,13,3,12.41644907,2.243785716,10.23056207,3.804886535,0.03,UP_pEhEx_DOWN_UmasM
EHI_031390A,1172.728456,-0.049730106,0.485952037,-0.102335421,0.918490441,0.999745166,1067,1311,1518,939,1324.835116,980.5343579,1194.614863,1190.929485,0.03,UP_pEhEx_DOWN_UmasM
EHI_031400A,11158.43009,-0.201717918,0.526826225,-0.382892703,0.701799322,0.999745166,10847,9749,14090,10081,13468.12231,7291.555648,11088.35535,12785.68705,0.03,UP_pEhEx_DOWN_UmasM
EHI_031410A,1985.452877,0.125795449,0.517682163,0.242997456,0.808007368,0.999745166,2067,2110,2730,1300,2566.480024,1578.129287,2148.418034,1648.784165,0.03,DOWN_pEhEx_UP_UmasM
EHI_031510A,13.18497481,-0.009858084,0.954788061,-0.010324892,0.991762074,0.999745166,11,17,19,9,13.65809398,12.71478572,14.95235994,11.4146596,0.03,UP_pEhEx_DOWN_UmasM
EHI_031630A,31.59091716,-0.547649278,0.789202066,-0.69392783,0.487727469,0.999745166,12,48,38,36,14.89973889,35.90057146,29.90471989,45.65863842,0.03,UP_pEhEx_DOWN_UmasM
EHI_031640A,26.82435922,-1.479265985,0.846718532,-1.747057528,0.08062736,0.999745166,8,24,30,44,9.93315926,17.95028573,23.60898939,55.80500251,0.03,UP_pEhEx_DOWN_UmasM
EHI_031740A,17.23128844,0.878184915,0.957369551,0.917289372,0.358991025,0.999745166,27,15,13,11,33.5244125,11.21892858,10.23056207,13.95125063,0.03,DOWN_pEhEx_UP_UmasM
EHI_032470A,39.65625578,-0.724157529,0.763054958,-0.94902408,0.342608365,0.999745166,32,27,40,53,39.73263704,20.19407144,31.47865251,67.21966211,0.03,UP_pEhEx_DOWN_UmasM
EHI_032670A,21.87781529,-3.154622806,1.147634116,-2.748805357,0.005981289,0.999745166,0,11,25,47,0,8.227214292,19.67415782,59.60988904,0.03,UP_pEhEx_DOWN_UmasM
EHI_032780A,54.55679631,-1.914565619,2.672391369,-0.716424114,0.473729509,0.999745166,0,61,63,97,0,45.62364289,49.57887771,123.0246646,0.03,UP_pEhEx_DOWN_UmasM
EHI_033240A,12.18183589,-0.916258168,1.359797428,-0.673819607,0.500426008,0.999745166,0,22,12,18,0,16.45442858,9.443595754,22.82931921,0.03,UP_pEhEx_DOWN_UmasM
EHI_033250A,1783.555815,0.148519887,0.473312739,0.313788062,0.753682012,0.999745166,1367,2745,2187,1311,1697.328589,2053.06393,1721.095326,1662.735416,0.03,DOWN_pEhEx_UP_UmasM
EHI_033350A,7.97254626,0.378793681,1.174529565,0.322506723,0.747068845,0.999745166,8,11,11,4,9.93315926,8.227214292,8.656629441,5.073182046,0.03,DOWN_pEhEx_UP_UmasM
EHI_033680A,86.9529837,-0.397593312,0.600142064,-0.662498658,0.507651695,0.999745166,50,117,102,93,62.08224537,87.50764292,80.27056391,117.9514826,0.03,UP_pEhEx_DOWN_UmasM
EHI_033710A,32427.7679,-1.149896208,0.594176473,-1.935277246,0.052956283,0.999745166,17788,24346,31107,51199,22086.37961,18209.06901,24480.16109,64935.4619,0.03,UP_pEhEx_DOWN_UmasM
EHI_033740A,326.9476815,0.692949301,0.705214196,0.98260827,0.325800273,0.999745166,122,877,299,209,151.4806787,655.9333576,235.3029275,265.0737619,0.03,DOWN_pEhEx_UP_UmasM
EHI_033750A,19.17938436,-0.128196074,0.836653299,-0.153224847,0.878220964,0.999745166,15,24,22,18,18.62467361,17.95028573,17.31325888,22.82931921,0.03,UP_pEhEx_DOWN_UmasM
EHI_033850A,29.35991312,-1.151528665,0.898035146,-1.282275722,0.199745941,0.999745166,25,8,49,33,31.04112269,5.983428576,38.56134933,41.85375188,0.03,UP_pEhEx_DOWN_UmasM
EHI_033910A,8.230483276,1.228284238,1.186715966,1.035027988,0.300655841,0.999745166,12,11,6,4,14.89973889,8.227214292,4.721797877,5.073182046,0.03,DOWN_pEhEx_UP_UmasM
EHI_034010A,665.8527233,0.326561058,0.630222218,0.518168114,0.60434098,0.999745166,898,491,679,510,1114.997127,367.2329288,534.3501264,646.8307109,0.03,DOWN_pEhEx_UP_UmasM
EHI_034710A,23.86171095,-0.51195851,0.832155777,-0.615219558,0.538409733,0.999745166,19,21,23,30,23.59125324,15.70650001,18.1002252,38.04886535,0.03,UP_pEhEx_DOWN_UmasM
EHI_034960A,7.682639814,-0.104647845,1.651903302,-0.063349861,0.949487912,0.999745166,12,0,4,10,14.89973889,0,3.147865251,12.68295512,0.03,UP_pEhEx_DOWN_UmasM
EHI_035060A,113.4651935,-1.278719669,2.937714757,-0.435277001,0.663361377,0.999745166,0,177,228,112,0,132.3833572,179.4283193,142.0490973,0.03,UP_pEhEx_DOWN_UmasM
EHI_035080A,278.1155862,-0.582255415,0.513649828,-1.1335649,0.256977103,0.999745166,173,308,358,304,214.804569,230.3620002,281.73394,385.5618355,0.03,UP_pEhEx_DOWN_UmasM
EHI_035090A,6426.052427,-0.336019586,0.514530897,-0.653060075,0.51371755,0.999745166,3373,9591,8525,6019,4188.068273,7173.382934,6708.887817,7633.870684,0.03,UP_pEhEx_DOWN_UmasM
EHI_035100A,9.885193633,0.676023638,1.252984771,0.53953061,0.589520782,0.999745166,4,26,16,2,4.96657963,19.44614287,12.59146101,2.536591023,0.03,DOWN_pEhEx_UP_UmasM
EHI_035110A,32.00730939,0.277677747,0.720333136,0.385485178,0.699877986,0.999745166,32,41,41,20,39.73263704,30.66507145,32.26561883,25.36591023,0.03,DOWN_pEhEx_UP_UmasM
EHI_035130A,15.25831164,0.368309115,0.952908328,0.386510543,0.699118596,0.999745166,9,31,21,8,11.17480417,23.18578573,16.52629257,10.14636409,0.03,DOWN_pEhEx_UP_UmasM
EHI_035140A,23.77324696,1.089915958,0.847622093,1.285851285,0.198494968,0.999745166,21,52,27,7,26.07454306,38.89228574,21.24809045,8.878068581,0.03,DOWN_pEhEx_UP_UmasM
EHI_035150A,11.04606081,0.759180178,1.099355707,0.690568279,0.489836888,0.999745166,16,11,14,4,19.86631852,8.227214292,11.01752838,5.073182046,0.03,DOWN_pEhEx_UP_UmasM
EHI_035160A,24.31446547,0.023804088,0.784815892,0.030330793,0.975803238,0.999745166,24,26,32,18,29.79947778,19.44614287,25.18292201,22.82931921,0.03,DOWN_pEhEx_UP_UmasM
EHI_035170A,39.34527998,-0.950687426,0.762979679,-1.246019327,0.2127573,0.999745166,12,51,52,50,14.89973889,38.14435717,40.92224827,63.41477558,0.03,UP_pEhEx_DOWN_UmasM
EHI_035180A,22.65028143,0.300085761,0.796258568,0.376869742,0.706270408,0.999745166,18,37,29,14,22.34960833,27.67335716,22.82202307,17.75613716,0.03,DOWN_pEhEx_UP_UmasM
EHI_035200A,75.54253124,-0.302000925,0.580038902,-0.520656329,0.602606202,0.999745166,56,88,104,67,69.53211482,65.81771433,81.84449654,84.97579928,0.03,UP_pEhEx_DOWN_UmasM
EHI_035210A,10.03137395,-0.517934624,1.061165641,-0.488080846,0.625492577,0.999745166,6,12,14,10,7.449869445,8.975142864,11.01752838,12.68295512,0.03,UP_pEhEx_DOWN_UmasM
EHI_035220A,104.7954321,-0.679050637,0.757826618,-0.896050126,0.370225992,0.999745166,22,178,166,101,27.31618796,133.1312858,130.6364079,128.0978467,0.03,UP_pEhEx_DOWN_UmasM
EHI_035250A,11.39631236,0.811170363,1.201592637,0.675079339,0.499625359,0.999745166,11,21,19,1,13.65809398,15.70650001,14.95235994,1.268295512,0.03,DOWN_pEhEx_UP_UmasM
EHI_035260A,6.101058627,1.094011884,1.322785299,0.827051741,0.408207735,0.999745166,8,9,5,3,9.93315926,6.731357148,3.934831564,3.804886535,0.03,DOWN_pEhEx_UP_UmasM
EHI_035270A,22.80856552,0.454211183,0.826496701,0.549562004,0.582619826,0.999745166,14,47,25,15,17.3830287,35.15264288,19.67415782,19.02443267,0.03,DOWN_pEhEx_UP_UmasM
EHI_035390A,7.919221719,-0.16179001,1.16025791,-0.139443143,0.889099982,0.999745166,6,10,10,7,7.449869445,7.47928572,7.869663129,8.878068581,0.03,UP_pEhEx_DOWN_UmasM
EHI_035400A,73.50273239,-0.235939118,0.701536011,-0.3363179,0.736631153,0.999745166,27,135,106,60,33.5244125,100.9703572,83.41842916,76.09773069,0.03,UP_pEhEx_DOWN_UmasM
EHI_035420A,32.2734776,0.863622046,0.873819304,0.988330245,0.322990938,0.999745166,12,91,28,19,14.89973889,68.06150005,22.03505676,24.09761472,0.03,DOWN_pEhEx_UP_UmasM
EHI_035440A,11380.11859,-0.270209939,0.482112733,-0.560470447,0.575158592,0.999745166,9404,11978,14255,10776,11676.42871,8958.688435,11218.20479,13667.15243,0.03,UP_pEhEx_DOWN_UmasM
EHI_035460A,28990.99465,-0.382774498,0.550874096,-0.694849332,0.487149728,0.999745166,26478,23343,32925,31316,32876.27386,17458.89666,25910.86585,39717.94224,0.03,UP_pEhEx_DOWN_UmasM
EHI_035480A,7.488478192,-0.246158023,1.189623162,-0.206921007,0.83607155,0.999745166,5,10,11,6,6.208224537,7.47928572,8.656629441,7.609773069,0.03,UP_pEhEx_DOWN_UmasM
EHI_035490A,14.00350034,0.987682404,0.993274308,0.994370232,0.320042655,0.999745166,17,22,17,4,21.10796343,16.45442858,13.37842732,5.073182046,0.03,DOWN_pEhEx_UP_UmasM
EHI_035500A,137.9913828,-0.000914552,0.553558702,-0.001652131,0.998681791,0.999745166,132,150,162,117,163.8971278,112.1892858,127.4885427,148.3905749,0.03,UP_pEhEx_DOWN_UmasM
EHI_035510A,141.0943829,-0.002854648,0.705026728,-0.004048993,0.99676938,0.999745166,47,298,168,119,58.35731065,222.8827145,132.2103406,150.9271659,0.03,UP_pEhEx_DOWN_UmasM
EHI_035530A,627.1396361,-0.095636922,0.480425452,-0.199067142,0.842210224,0.999745166,522,755,802,524,648.1386417,564.6860718,631.1469829,664.5868481,0.03,UP_pEhEx_DOWN_UmasM
EHI_035540A,53.63207186,-0.2177596,0.624011104,-0.348967508,0.727113703,0.999745166,37,71,71,47,45.94086158,53.10292861,55.87460821,59.60988904,0.03,UP_pEhEx_DOWN_UmasM
EHI_035550A,26.40181901,0.186454294,0.79261175,0.235240386,0.814022162,0.999745166,15,50,34,18,18.62467361,37.3964286,26.75685464,22.82931921,0.03,DOWN_pEhEx_UP_UmasM
EHI_035580A,8.513973818,0.840449952,1.144883195,0.734092313,0.462892478,0.999745166,8,16,9,4,9.93315926,11.96685715,7.082696816,5.073182046,0.03,DOWN_pEhEx_UP_UmasM
EHI_035590A,57.90892162,-0.018734208,0.630135319,-0.029730452,0.976282025,0.999745166,55,63,80,42,68.29046991,47.11950003,62.95730503,53.26841149,0.03,UP_pEhEx_DOWN_UmasM
EHI_035600A,4296.305633,-0.499807744,0.620848556,-0.805039714,0.420796762,0.999745166,1433,7138,5632,4443,1779.277152,5338.714147,4432.194274,5635.036958,0.03,UP_pEhEx_DOWN_UmasM
EHI_035630A,638.3015085,-0.633833718,0.504578826,-1.256163922,0.209056544,0.999745166,399,675,792,733,495.4163181,504.8517861,623.2773198,929.66061,0.03,UP_pEhEx_DOWN_UmasM
EHI_035650A,136.935142,-0.547459166,0.766297359,-0.714421314,0.474966696,0.999745166,28,250,187,141,34.76605741,186.982143,147.1627005,178.8296671,0.03,UP_pEhEx_DOWN_UmasM
EHI_035660A,188.0980091,-0.114198672,0.561286515,-0.203458785,0.838776457,0.999745166,184,178,221,171,228.462663,133.1312858,173.9195551,216.8785325,0.03,UP_pEhEx_DOWN_UmasM
EHI_035670A,316.1865005,0.167784839,0.836278007,0.200632849,0.84098567,0.999745166,57,799,284,294,70.77375973,597.594929,223.4984329,372.8788804,0.03,DOWN_pEhEx_UP_UmasM
EHI_035680A,12.31419741,-0.24254188,1.004513683,-0.241452042,0.809204782,0.999745166,6,20,18,10,7.449869445,14.95857144,14.16539363,12.68295512,0.03,UP_pEhEx_DOWN_UmasM
EHI_035690A,5542.532521,-0.002068113,0.494939816,-0.004178515,0.996666037,0.999745166,5390,5863,7117,4330,6692.466051,4385.105218,5600.839249,5491.719565,0.03,UP_pEhEx_DOWN_UmasM
EHI_035700A,33.93109664,0.012007468,0.805151744,0.014913298,0.988101351,0.999745166,42,22,45,25,52.14908611,16.45442858,35.41348408,31.70738779,0.03,DOWN_pEhEx_UP_UmasM
EHI_035710A,25.84886794,-0.58698047,0.757874016,-0.774509295,0.438629674,0.999745166,17,27,37,26,21.10796343,20.19407144,29.11775358,32.9756833,0.03,UP_pEhEx_DOWN_UmasM
EHI_035730A,24.39872123,0.665242106,0.820638365,0.810639783,0.417572563,0.999745166,25,39,33,9,31.04112269,29.16921431,25.96988832,11.4146596,0.03,DOWN_pEhEx_UP_UmasM
EHI_035750A,37.36145432,-0.514481796,0.681906689,-0.754475361,0.450563835,0.999745166,23,44,57,34,28.55783287,32.90885717,44.85707983,43.12204739,0.03,UP_pEhEx_DOWN_UmasM
EHI_035770A,9.491376974,0.038649494,1.081330475,0.035742537,0.971487653,0.999745166,7,14,11,8,8.691514352,10.47100001,8.656629441,10.14636409,0.03,DOWN_pEhEx_UP_UmasM
EHI_035790A,50.18645715,-0.168871833,0.693519778,-0.243499664,0.807618345,0.999745166,26,83,82,33,32.28276759,62.07807147,64.53123765,41.85375188,0.03,UP_pEhEx_DOWN_UmasM
EHI_035800A,63.68736759,0.182733971,0.614776505,0.297236426,0.766286014,0.999745166,45,106,73,49,55.87402084,79.28042863,57.44854084,62.14648007,0.03,DOWN_pEhEx_UP_UmasM
EHI_035920A,9.725021007,0.723994494,1.094905618,0.66123918,0.508458938,0.999745166,10,16,12,4,12.41644907,11.96685715,9.443595754,5.073182046,0.03,DOWN_pEhEx_UP_UmasM
EHI_035940A,54.22509541,-0.442491697,0.687341272,-0.643772919,0.519722697,0.999745166,42,53,51,67,52.14908611,39.64021431,40.13528196,84.97579928,0.03,UP_pEhEx_DOWN_UmasM
EHI_035960A,9.195141379,0.657018376,1.109660952,0.5920893,0.553790792,0.999745166,9,15,7,7,11.17480417,11.21892858,5.50876419,8.878068581,0.03,DOWN_pEhEx_UP_UmasM
EHI_035970A,35.502773,0.3257513,0.848066218,0.38411069,0.700896409,0.999745166,12,85,34,29,14.89973889,63.57392862,26.75685464,36.78056984,0.03,DOWN_pEhEx_UP_UmasM
EHI_035980A,24.02580628,0.48093725,0.798542763,0.602268623,0.546995344,0.999745166,18,45,30,13,22.34960833,33.65678574,23.60898939,16.48784165,0.03,DOWN_pEhEx_UP_UmasM
EHI_035990A,79.3355708,0.198800606,0.693052231,0.286847943,0.774228752,0.999745166,89,80,132,34,110.5063968,59.83428576,103.8795533,43.12204739,0.03,DOWN_pEhEx_UP_UmasM
EHI_036500A,26.00307699,0.600669114,0.889782222,0.675074303,0.499628559,0.999745166,40,18,31,13,49.6657963,13.4627143,24.3959557,16.48784165,0.03,DOWN_pEhEx_UP_UmasM
EHI_036510A,15.88820211,0.25796566,0.905537292,0.2848758,0.775739297,0.999745166,16,20,22,9,19.86631852,14.95857144,17.31325888,11.4146596,0.03,DOWN_pEhEx_UP_UmasM
EHI_036530A,72603.94804,0.164553984,0.561563326,0.293028367,0.769500469,0.999745166,85953,62516,86275,54435,106723.1047,46757.50261,67895.51864,69039.66617,0.03,DOWN_pEhEx_UP_UmasM
EHI_036560A,122.6893751,-1.103497084,0.646341834,-1.707296396,0.087766976,0.999745166,34,151,225,125,42.21592685,112.9372144,177.0674204,158.5369389,0.03,UP_pEhEx_DOWN_UmasM
EHI_036570A,10.19527136,0.003405796,1.048088364,0.003249531,0.997407254,0.999745166,8,14,13,8,9.93315926,10.47100001,10.23056207,10.14636409,0.03,DOWN_pEhEx_UP_UmasM
EHI_036580A,2108.180781,-0.167516827,0.488817067,-0.3426984,0.731825367,0.999745166,1834,2266,2553,1933,2277.17676,1694.806144,2009.124997,2451.615224,0.03,UP_pEhEx_DOWN_UmasM
EHI_036630A,61.48783182,-0.797043429,2.83860984,-0.280786538,0.77887413,0.999745166,0,120,76,76,0,89.75142864,59.80943978,96.39045888,0.03,UP_pEhEx_DOWN_UmasM
EHI_036640A,56.9451829,-0.717350149,0.706943221,-1.014721024,0.31023883,0.999745166,19,83,100,50,23.59125324,62.07807147,78.69663129,63.41477558,0.03,UP_pEhEx_DOWN_UmasM
EHI_036840A,7.753546942,-0.013536267,1.262552993,-0.010721346,0.991445768,0.999745166,5,12,4,10,6.208224537,8.975142864,3.147865251,12.68295512,0.03,UP_pEhEx_DOWN_UmasM
EHI_036890A,7.531932131,0.13955009,1.199177933,0.116371463,0.907358151,0.999745166,8,8,10,5,9.93315926,5.983428576,7.869663129,6.341477558,0.03,DOWN_pEhEx_UP_UmasM
EHI_036900A,511.0239138,-0.521080484,0.575532761,-0.90538805,0.365259844,0.999745166,223,751,610,572,276.8868144,561.6943576,480.0494508,725.4650326,0.03,UP_pEhEx_DOWN_UmasM
EHI_037120A,14.75461353,0.036052149,0.960232776,0.037545218,0.970050287,0.999745166,7,28,18,12,8.691514352,20.94200002,14.16539363,15.21954614,0.03,DOWN_pEhEx_UP_UmasM
EHI_037130A,29942.47605,-0.615811559,0.475109382,-1.296146912,0.194924875,0.999745166,18304,32847,40091,32268,22727.06839,24567.2098,31550.26645,40925.35957,0.03,UP_pEhEx_DOWN_UmasM
EHI_037140A,111.7513217,-0.012651332,0.574313028,-0.022028634,0.982425114,0.999745166,75,173,166,74,93.12336806,129.391643,130.6364079,93.85386786,0.03,UP_pEhEx_DOWN_UmasM
EHI_037160A,480.8821714,-0.128014517,0.486695852,-0.263027753,0.792529188,0.999745166,400,565,617,409,496.657963,422.5796432,485.558215,518.7328642,0.03,UP_pEhEx_DOWN_UmasM
EHI_037190A,10.57482563,-1.639284486,1.089261025,-1.504951015,0.132336671,0.999745166,4,7,15,16,4.96657963,5.235500004,11.80449469,20.29272819,0.03,UP_pEhEx_DOWN_UmasM
EHI_037200A,39.1908785,0.137983226,0.714514906,0.193114552,0.846869256,0.999745166,43,39,54,25,53.39073102,29.16921431,42.49618089,31.70738779,0.03,DOWN_pEhEx_UP_UmasM
EHI_037210A,16.21240772,-0.088966585,0.882428425,-0.100820171,0.919693214,0.999745166,12,22,20,14,14.89973889,16.45442858,15.73932626,17.75613716,0.03,UP_pEhEx_DOWN_UmasM
EHI_037220A,8.039665186,0.123113755,1.166992814,0.105496583,0.915981781,0.999745166,5,14,10,6,6.208224537,10.47100001,7.869663129,7.609773069,0.03,DOWN_pEhEx_UP_UmasM
EHI_037230A,39.06921458,-0.246799768,0.684525432,-0.360541415,0.718442291,0.999745166,31,44,45,39,38.49099213,32.90885717,35.41348408,49.46352495,0.03,UP_pEhEx_DOWN_UmasM
EHI_037240A,11.45533806,-0.055086023,1.087806133,-0.050639559,0.95961274,0.999745166,8,17,23,4,9.93315926,12.71478572,18.1002252,5.073182046,0.03,UP_pEhEx_DOWN_UmasM
EHI_037540A,36.71631231,0.712927217,0.812554952,0.877389542,0.380275092,0.999745166,18,92,45,16,22.34960833,68.80942862,35.41348408,20.29272819,0.03,DOWN_pEhEx_UP_UmasM
EHI_037810A,78.27547278,-0.488079582,0.832669246,-0.586162615,0.557766242,0.999745166,14,150,93,87,17.3830287,112.1892858,73.1878671,110.3417095,0.03,UP_pEhEx_DOWN_UmasM
EHI_037820A,18.82948964,1.270145126,0.943673543,1.345958181,0.178316004,0.999745166,27,27,21,4,33.5244125,20.19407144,16.52629257,5.073182046,0.03,DOWN_pEhEx_UP_UmasM
EHI_038130A,13.60882223,-0.991514857,1.406800901,-0.704801125,0.480934009,0.999745166,15,0,31,9,18.62467361,0,24.3959557,11.4146596,0.03,UP_pEhEx_DOWN_UmasM
EHI_038160A,6.013792835,0.990399957,1.590035924,0.622878982,0.533364051,0.999745166,4,15,10,0,4.96657963,11.21892858,7.869663129,0,0.03,DOWN_pEhEx_UP_UmasM
EHI_038270A,18.50876553,1.457502809,1.045066634,1.394650601,0.163121228,0.999745166,7,61,17,5,8.691514352,45.62364289,13.37842732,6.341477558,0.03,DOWN_pEhEx_UP_UmasM
EHI_038280A,81.23917349,0.126848002,0.572649602,0.22151068,0.824694822,0.999745166,71,109,99,61,88.15678843,81.52421435,77.90966497,77.36602621,0.03,DOWN_pEhEx_UP_UmasM
EHI_038300A,118.3384629,0.409747049,0.835933039,0.49016731,0.624015511,0.999745166,25,319,138,75,31.04112269,238.5892145,108.6013512,95.12216337,0.03,DOWN_pEhEx_UP_UmasM
EHI_038310.mRNA,9.054662214,0.395475929,1.261861985,0.313406643,0.753971738,0.999745166,2,24,12,5,2.483289815,17.95028573,9.443595754,6.341477558,0.03,DOWN_pEhEx_UP_UmasM
EHI_038330A,323.2109471,0.295642384,0.570583497,0.51814044,0.604360286,0.999745166,378,326,432,189,469.341775,243.8247145,339.9694472,239.7078517,0.03,DOWN_pEhEx_UP_UmasM
EHI_038440A,103.3564482,0.001960785,0.70261362,0.002790702,0.997773345,0.999745166,124,71,93,105,153.9639685,53.10292861,73.1878671,133.1710287,0.03,DOWN_pEhEx_UP_UmasM
EHI_038540A,33.88573322,-0.072662389,0.912094875,-0.079665385,0.936503391,0.999745166,7,76,39,31,8.691514352,56.84257147,30.6916862,39.31716086,0.03,UP_pEhEx_DOWN_UmasM
EHI_038560A,53.77662607,-0.687980668,0.735659539,-0.935188943,0.349690936,0.999745166,17,81,68,63,21.10796343,60.58221433,53.51370927,79.90261723,0.03,UP_pEhEx_DOWN_UmasM
EHI_038570A,10.58770518,0.211095113,1.183769295,0.178324538,0.858468109,0.999745166,15,6,18,4,18.62467361,4.487571432,14.16539363,5.073182046,0.03,DOWN_pEhEx_UP_UmasM
EHI_038580A,12458.72017,-0.16893067,0.530553248,-0.318404742,0.750177942,0.999745166,12279,10983,15051,11456,15246.15782,8214.499506,11844.62997,14529.59338,0.03,UP_pEhEx_DOWN_UmasM
EHI_038590A,70.17059274,0.918033606,0.654435672,1.402786621,0.160680478,0.999745166,51,160,50,46,63.32389028,119.6685715,39.34831564,58.34159353,0.03,DOWN_pEhEx_UP_UmasM
EHI_038600A,10.33251816,1.237727173,1.140184477,1.085549925,0.277678164,0.999745166,14,16,12,2,17.3830287,11.96685715,9.443595754,2.536591023,0.03,DOWN_pEhEx_UP_UmasM
EHI_038620A,6218.474628,-0.641394817,0.522930081,-1.226540297,0.219995421,0.999745166,2931,8125,8123,6911,3639.261224,6076.919647,6392.527359,8765.19028,0.03,UP_pEhEx_DOWN_UmasM
EHI_038640A,18.21945262,-0.111802667,0.920022036,-0.121521727,0.903277807,0.999745166,8,33,18,19,9.93315926,24.68164288,14.16539363,24.09761472,0.03,UP_pEhEx_DOWN_UmasM
EHI_038680A,12.49882193,0.343890342,0.975799756,0.352418967,0.72452408,0.999745166,11,19,12,10,13.65809398,14.21064287,9.443595754,12.68295512,0.03,DOWN_pEhEx_UP_UmasM
EHI_038800A,145.8832537,0.05867219,0.527045394,0.11132284,0.911360344,0.999745166,123,194,189,108,152.7223236,145.098143,148.7366331,136.9759152,0.03,DOWN_pEhEx_UP_UmasM
EHI_038820A,13.81435958,0.46972868,0.959198183,0.489709727,0.624339318,0.999745166,10,26,12,11,12.41644907,19.44614287,9.443595754,13.95125063,0.03,DOWN_pEhEx_UP_UmasM
EHI_038860A,76992.09269,0.122266234,0.63279029,0.19321762,0.84678854,0.999745166,98632,50860,82537,65055,122465.9205,38039.64717,64953.83856,82508.96451,0.03,DOWN_pEhEx_UP_UmasM
