logFC	logCPM	PValue	FDR	UmasM_1	UmasM_2	UmasM_3	pEhEx_1	pEhEx_2	pEhEx_3	UmasM_1	UmasM_2	UmasM_3	pEhEx_1	pEhEx_2	pEhEx_3	DE	Regulation
EHI_061870A	0.862970350507678	0.0511923437689238	0.311589771291253	1	10	13	5	11	3	4	1.33322351254665	1.08034806895585	0.7920497478085	0.974122821514339	0.407939450343461	0.34575532594571	0	DOWN_pEhEx_UP_UmasM
EHI_061980A	-0.247631397061056	9.28578911931844	0.749780990735303	1	5541	8494	1685	7523	7242	4410	738.739148302098	705.882807516229	266.920765011464	666.21145329567	984.765833129115	381.195246855145	0	UP_pEhEx_DOWN_UmasM
EHI_062460A	1.1326137626404	4.50694756411588	0.465165978796218	1	17	47	548	40	24	411	2.2664799713293	3.90587378776345	86.8086523598116	3.54226480550669	3.26351560274769	35.5263597409217	0	DOWN_pEhEx_UP_UmasM
EHI_062480A	-0.0933784125969154	3.94650235525621	0.932309327851867	1	185	209	13	250	148	56	24.664634982113	17.3686728009056	2.0593293443021	22.1391550344168	20.1250128836107	4.84057456323994	0	UP_pEhEx_DOWN_UmasM
EHI_062490A	-0.923231255682787	2.06546891368996	0.292135131343614	1	22	53	5	71	44	39	2.93309172760263	4.40449597343538	0.7920497478085	6.28752002977437	5.98311193837076	3.37111442797067	0	UP_pEhEx_DOWN_UmasM
EHI_062500A	0.643191289038161	4.87876699219871	0.567152120899555	1	25	284	505	157	137	415	3.33305878136662	23.6014501218047	79.9970245286585	13.9033893616138	18.629234899018	35.8721150668674	0	DOWN_pEhEx_UP_UmasM
EHI_062550A	0.677589742898412	0.955786299450449	0.477418678470112	1	11	9	27	10	6	26	1.46654586380131	0.747933278507896	4.2770686381659	0.885566201376672	0.815878900686922	2.24740961864712	0	DOWN_pEhEx_UP_UmasM
EHI_062670A	1.03827883078458	0.227695702546982	0.205971057610042	1	8	10	13	5	4	10	1.06657881003732	0.831036976119884	2.0593293443021	0.442783100688336	0.543919267124615	0.864388314864275	0	DOWN_pEhEx_UP_UmasM
EHI_062680A	0.452878479204514	1.75770030331665	0.626563130990919	1	33	67	6	38	21	21	4.39963759140394	5.56794774000322	0.9504596973702	3.36515156523135	2.85557615240423	1.81521546121498	0	DOWN_pEhEx_UP_UmasM
EHI_062690A	-0.304952741502772	6.29314481988335	0.666701595307795	1	640	769	383	1019	686	877	85.3263048029855	63.9067434636191	60.6710106821311	90.2391959202829	93.2821543118714	75.8068552135969	0	UP_pEhEx_DOWN_UmasM
EHI_062700A	-0.0714547622782822	5.17705072337373	0.938416659427915	1	355	572	65	581	323	176	47.329434695406	47.5353150340574	10.2966467215105	51.4513962999846	43.9214808203126	15.2132343416112	0	UP_pEhEx_DOWN_UmasM
EHI_062760A	0.0357832038010823	4.23516788152275	0.97158604973614	1	39	146	248	114	142	298	5.19957169893193	12.1331398513503	39.2856674913016	10.0954546956941	19.3091339829238	25.7587717829554	0	DOWN_pEhEx_UP_UmasM
EHI_062770A	0.825253049666647	0.814319811296206	0.484876835292577	1	9	5	28	7	2	28	1.19990116129198	0.415518488059942	4.4354785877276	0.61989634096367	0.271959633562307	2.42028728161997	0	DOWN_pEhEx_UP_UmasM
EHI_062780A	0.365757216668444	3.41524623832943	0.685397671007721	1	131	163	27	157	65	54	17.4652280143611	13.5459027107541	4.2770686381659	13.9033893616138	8.83868809077499	4.66769690026709	0	DOWN_pEhEx_UP_UmasM
EHI_062790A	0.563479829640596	5.97648250026831	0.621951101690931	1	86	1209	711	189	148	1331	11.4657222079012	100.472370412894	112.629474138369	16.7372012060191	20.1250128836107	115.050084708435	0	DOWN_pEhEx_UP_UmasM
EHI_062800A	0.559649163130869	1.25356144134702	0.653775320937429	1	30	41	2	35	14	3	3.99967053763994	3.40725160209152	0.3168198991234	3.09948170481835	1.90371743493615	0.259316494459283	0	DOWN_pEhEx_UP_UmasM
EHI_062840A	1.4005239612049	4.18312814547218	0.444421398740926	1	12	12	478	17	7	314	1.59986821505598	0.997244371343861	75.7199558904926	1.50546254234034	0.951858717468075	27.1417930867382	0	DOWN_pEhEx_UP_UmasM
EHI_062960A	0.528707262377539	2.21637939348711	0.692134400181914	1	5	24	83	14	6	102	0.666611756273324	1.99448874268772	13.1480258136211	1.23979268192734	0.815878900686922	8.81676081161561	0	DOWN_pEhEx_UP_UmasM
EHI_062970A	0.511083146841475	0.178873908953522	0.499653642390877	1	8	13	7	12	5	6	1.06657881003732	1.08034806895585	1.1088696469319	1.06267944165201	0.679899083905768	0.518632988918565	0	DOWN_pEhEx_UP_UmasM
EHI_062980A	-0.0197735038159784	1.76136577786651	0.985020625905804	1	31	52	6	53	26	16	4.13299288889461	4.3213922758234	0.9504596973702	4.69350086729636	3.53547523630999	1.38302130378284	0	UP_pEhEx_DOWN_UmasM
EHI_063000A	0.748679611786384	2.37642922243549	0.535055303186703	1	9	35	93	21	9	93	1.19990116129198	2.90862941641959	14.7321253092381	1.85968902289101	1.22381835103038	8.03881132823776	0	DOWN_pEhEx_UP_UmasM
EHI_063030A	-0.0821239346746203	0.770738210998332	1	1	8	4	19	8	1	43	1.06657881003732	0.332414790447954	3.0097890416723	0.708452961101338	0.135979816781154	3.71686975391638	0	UP_pEhEx_DOWN_UmasM
EHI_063040A	0.000235410319398631	2.74124509751493	1	1	98	65	6	63	99	5	13.0655904229572	5.40174034477925	0.9504596973702	5.57906706867303	13.4620018613342	0.432194157432138	0	DOWN_pEhEx_UP_UmasM
EHI_063140A	0.960853563671856	1.07005241214524	0.278585067875891	1	6	42	20	12	15	9	0.799934107527989	3.49035529970351	3.168198991234	1.06267944165201	2.0396972517173	0.777949483377848	0	DOWN_pEhEx_UP_UmasM
EHI_063340A	0.00640395245436407	3.70801835541994	0.997028370753746	1	20	102	174	64	44	310	2.6664470250933	8.47657715642282	27.5633312237358	5.6676236888107	5.98311193837076	26.7960377607925	0	DOWN_pEhEx_UP_UmasM
EHI_063550A	1.58081379260186	5.54704161256042	0.235796371943666	1	54	301	1119	70	83	607	7.1994069677519	25.0142129812085	177.260733559542	6.1989634096367	11.2863247928358	52.4683707122615	0	DOWN_pEhEx_UP_UmasM
EHI_063560A	0.0215257803642414	5.44732898747195	0.984421696608182	1	628	457	60	548	495	156	83.7264365879295	37.9783898086787	9.504596973702	48.5290278354416	67.310009306671	13.4844577118827	0	DOWN_pEhEx_UP_UmasM
EHI_063570A	1.42363692064984	1.65716170508878	0.339606520483282	1	4	26	65	2	2	50	0.533289405018659	2.1606961379117	10.2966467215105	0.177113240275334	0.271959633562307	4.32194157432138	0	DOWN_pEhEx_UP_UmasM
EHI_063790A	0.468030612554934	0.389288741032879	0.592289450821632	1	11	20	4	10	9	8	1.46654586380131	1.66207395223977	0.6336397982468	0.885566201376672	1.22381835103038	0.69151065189142	0	DOWN_pEhEx_UP_UmasM
EHI_063900A	-0.366182700783257	2.64618236366131	0.654258398787632	1	19	52	57	66	57	79	2.53312467383863	4.3213922758234	9.0293671250169	5.84473692908603	7.75084955652576	6.82866768742777	0	UP_pEhEx_DOWN_UmasM
EHI_064470A	0.668407630225444	0.402899110269611	0.426643332864819	1	8	28	4	11	4	12	1.06657881003732	2.32690353313567	0.6336397982468	0.974122821514339	0.543919267124615	1.03726597783713	0	DOWN_pEhEx_UP_UmasM
EHI_064480A	0.150914200760767	1.85761233175042	0.880042985194867	1	18	16	45	19	20	61	2.39980232258397	1.32965916179181	7.1284477302765	1.68257578261568	2.71959633562307	5.27276872067208	0	DOWN_pEhEx_UP_UmasM
EHI_064500A	-0.0505358776268465	4.36978211276046	0.961971167028319	1	200	364	21	338	191	76	26.664470250933	30.2497459307638	3.3266089407957	29.9321376065315	25.9721450052003	6.56935119296849	0	UP_pEhEx_DOWN_UmasM
EHI_064510A	0.895018157543101	1.74919040829575	0.548324180566494	1	6	12	67	5	2	68	0.799934107527989	0.997244371343861	10.6134666206339	0.442783100688336	0.271959633562307	5.87784054107707	0	DOWN_pEhEx_UP_UmasM
EHI_064530A	0.578839004296668	2.67762191454892	0.57395790090929	1	17	47	102	34	21	104	2.2664799713293	3.90587378776345	16.1578148552934	3.01092508468068	2.85557615240423	8.98963847458846	0	DOWN_pEhEx_UP_UmasM
EHI_064550A	-0.22861767425634	3.17019090163426	0.764591917017657	1	52	85	65	103	85	90	6.93276226524257	7.06381429701901	10.2966467215105	9.12133187417972	11.5582844263981	7.77949483377848	0	UP_pEhEx_DOWN_UmasM
EHI_064570A	-0.441805982897645	9.89630365662946	0.493637053202926	1	5290	10217	5490	12021	8572	12291	705.275238137177	849.070478501685	869.670623093733	1064.5391306749	1165.61898944805	1062.41967779968	0	UP_pEhEx_DOWN_UmasM
EHI_064620A	0.19597922097115	1.67664419416553	0.88582072965247	1	31	57	4	46	29	4	4.13299288889461	4.73691076388334	0.6336397982468	4.07360452633269	3.94341468665346	0.34575532594571	0	DOWN_pEhEx_UP_UmasM
EHI_064640A	-0.311577987501137	3.91643283934688	0.740217903393677	1	63	320	30	230	157	90	8.39930812904388	26.5931832358363	4.752298486851	20.3680226316635	21.3488312346411	7.77949483377848	0	UP_pEhEx_DOWN_UmasM
EHI_064660A	-0.763686291008134	0.262502018581183	0.404240026494367	1	3	10	6	10	4	26	0.399967053763994	0.831036976119884	0.9504596973702	0.885566201376672	0.543919267124615	2.24740961864712	0	UP_pEhEx_DOWN_UmasM
EHI_064670A	0.0303736741867021	3.39301074890876	0.979641762725801	1	21	17	171	51	65	199	2.79976937634796	1.4127628594038	27.0881013750507	4.51638762702103	8.83868809077499	17.2013274657991	0	DOWN_pEhEx_UP_UmasM
EHI_064680A	-0.293584924692353	4.62011918497567	0.748696999904683	1	189	399	46	396	261	116	25.1979243871316	33.1583753471834	7.2868576798382	35.0684215745162	35.4907321798811	10.0269044524256	0	UP_pEhEx_DOWN_UmasM
EHI_064690A	0.445147054896503	1.31179849521357	0.774264251482226	1	35	38	0	34	19	2	4.66628229391327	3.15794050925556	0	3.01092508468068	2.58361651884192	0.172877662972855	0	DOWN_pEhEx_UP_UmasM
EHI_064700A	-0.122977343102591	3.06131991055409	0.873877104700851	1	63	111	36	127	58	73	8.39930812904388	9.22451043493071	5.7027581842212	11.2466907574837	7.88682937330691	6.31003469850921	0	UP_pEhEx_DOWN_UmasM
EHI_064710A	-0.364154290819435	9.23384607116499	0.623310768467525	1	6035	6079	1699	8444	5833	5685	804.600389821902	505.187377783277	269.138504305328	747.772100442462	793.170271284469	491.40475700034	0	UP_pEhEx_DOWN_UmasM
EHI_065270A	0.051263292481956	7.17884836547814	0.946173299413304	1	961	1068	1420	1356	938	2067	128.122779555733	88.7547490496036	224.942128377614	120.082776906677	127.549068140722	178.669064682446	0	DOWN_pEhEx_UP_UmasM
EHI_065280A	-0.193425055924613	1.98315793562282	0.830707907519869	1	26	24	32	48	15	65	3.46638113262128	1.99448874268772	5.0691183859744	4.25071776660803	2.0396972517173	5.61852404661779	0	UP_pEhEx_DOWN_UmasM
EHI_065310A	0.0359993920069326	4.31836991049661	0.96542278883641	1	121	321	108	213	103	296	16.1320045018144	26.6762869334483	17.1082745526636	18.8625600893231	14.0059211284588	25.5858941199825	0	DOWN_pEhEx_UP_UmasM
EHI_065320A	0.510171849223844	3.60388490057925	0.668310468707834	1	197	160	16	180	92	13	26.264503197169	13.2965916179181	2.5345591929872	15.9401916247801	12.5101431438661	1.12370480932356	0	DOWN_pEhEx_UP_UmasM
EHI_065330A	-0.750722625286984	6.65063660370609	0.40410892295001	1	681	1237	193	1178	1635	587	90.7925212044267	102.79927394603	30.5731202654081	104.319698522172	222.327000437186	50.739594082533	0	UP_pEhEx_DOWN_UmasM
EHI_065340A	-0.393790976922052	5.70929428618669	0.629259067570769	1	123	702	381	696	511	537	16.3986492043238	58.3387957236159	60.3541907830077	61.6354076158164	69.4856863751695	46.4176525082116	0	UP_pEhEx_DOWN_UmasM
EHI_065350A	0.21209931502825	3.75793973525973	0.829376057882988	1	30	99	194	87	105	174	3.99967053763994	8.22726606358685	30.7315302149698	7.70442595197705	14.2778807620211	15.0403566786384	0	DOWN_pEhEx_UP_UmasM
EHI_065360A	-0.209149558192023	0.226709153049749	0.852895057630218	1	1	20	5	11	8	12	0.133322351254665	1.66207395223977	0.7920497478085	0.974122821514339	1.08783853424923	1.03726597783713	0	UP_pEhEx_DOWN_UmasM
EHI_065480A	0.194962829482281	1.04544884970276	0.907400641453677	1	23	32	1	35	14	2	3.06641407885729	2.65931832358363	0.1584099495617	3.09948170481835	1.90371743493615	0.172877662972855	0	DOWN_pEhEx_UP_UmasM
EHI_065490A	0.0657652641880941	5.56353603761545	0.952876994757435	1	617	685	33	723	433	175	82.2598907241282	56.926032864212	5.2275283355361	64.0264363595334	58.8792606662395	15.1267955101248	0	DOWN_pEhEx_UP_UmasM
EHI_065610A	0.176655677209079	1.9403520525997	0.831870369186017	1	46	31	18	48	26	28	6.13282815771458	2.57621462597164	2.8513790921106	4.25071776660803	3.53547523630999	2.42028728161997	0	DOWN_pEhEx_UP_UmasM
EHI_065630A	0.852976789661843	4.85968458227267	0.304664886217377	1	320	648	93	261	188	150	42.6631524014927	53.8511960525685	14.7321253092381	23.1132778559311	25.5642055548569	12.9658247229641	0	DOWN_pEhEx_UP_UmasM
EHI_065640A	-0.0903336728307206	1.57660643472637	0.917235085556859	1	12	50	14	29	26	29	1.59986821505598	4.15518488059942	2.2177392938638	2.56814198399235	3.53547523630999	2.5067261131064	0	UP_pEhEx_DOWN_UmasM
EHI_065650A	0.524859881365978	4.1942764728423	0.74974811202756	1	28	18	372	33	9	467	3.73302583513061	1.49586655701579	58.9285012369524	2.92236846454302	1.22381835103038	40.3669343041617	0	DOWN_pEhEx_UP_UmasM
EHI_065670A	-0.0444792830547846	2.45100469757099	0.966151926655283	1	44	100	8	91	42	26	5.86618345520525	8.31036976119884	1.2672795964936	8.05865243252772	5.71115230480845	2.24740961864712	0	UP_pEhEx_DOWN_UmasM
EHI_065690A	-0.0380165526240982	1.73545639936756	0.96797219375307	1	31	51	5	46	20	31	4.13299288889461	4.23828857821141	0.7920497478085	4.07360452633269	2.71959633562307	2.67960377607925	0	UP_pEhEx_DOWN_UmasM
EHI_065700A	0.674300126284686	0.533574367481819	0.591980838802136	1	21	19	1	18	8	2	2.79976937634796	1.57897025462778	0.1584099495617	1.59401916247801	1.08783853424923	0.172877662972855	0	DOWN_pEhEx_UP_UmasM
EHI_065710A	0.0164056486522595	2.23195269118557	0.990841095963765	1	8	27	65	43	18	82	1.06657881003732	2.24379983552369	10.2966467215105	3.80793466591969	2.44763670206077	7.08798418188706	0	DOWN_pEhEx_UP_UmasM
EHI_065720A	-0.504801020599068	3.22525698328706	0.644122546506672	1	112	85	4	147	90	80	14.9321033405225	7.06381429701901	0.6336397982468	13.0178231602371	12.2381835103038	6.9151065189142	0	UP_pEhEx_DOWN_UmasM
EHI_065740A	0.377328319611185	12.9957827393083	0.653574286234011	1	52056	36398	111893	53968	43867	122319	6940.22831691283	3024.80838568115	17724.9644863073	4779.22367558962	5965.02662273887	10573.1114285883	0	DOWN_pEhEx_UP_UmasM
EHI_065750A	0.179908995292933	4.46876561068036	0.869946705868857	1	34	219	298	113	69	489	4.5329599426586	18.1997097770255	47.2061649693866	10.0068980755564	9.3826073578996	42.2685885968631	0	DOWN_pEhEx_UP_UmasM
EHI_065770A	0.517822840671415	1.95800876706792	0.578990896175889	1	54	54	8	52	20	20	7.1994069677519	4.48759967104737	1.2672795964936	4.60494424715869	2.71959633562307	1.72877662972855	0	DOWN_pEhEx_UP_UmasM
EHI_065780A	-0.0417525460274009	6.23529619105938	0.958388556855619	1	270	896	705	861	425	1094	35.9970348387595	74.4609130603416	111.679014440998	76.2472499385315	57.7914221319903	94.5640816461517	0	UP_pEhEx_DOWN_UmasM
EHI_065790A	0.277308027514694	2.82724570701299	0.798620017264514	1	32	39	96	25	21	157	4.26631524014927	3.24104420686755	15.2073551579232	2.21391550344168	2.85557615240423	13.5708965433691	0	DOWN_pEhEx_UP_UmasM
EHI_065800A	-0.437711487537215	4.74325384725011	0.551112360059089	1	127	302	162	255	221	452	16.9319386093424	25.0973166788205	25.6624118289954	22.5819381351051	30.051539508635	39.0703518318652	0	UP_pEhEx_DOWN_UmasM
EHI_065810A	0.0383556736504575	4.45536854239946	0.964381375703241	1	84	311	183	221	188	222	11.1990775053918	25.8452499573284	28.9890207697911	19.5710130504245	25.5642055548569	19.1894205899869	0	DOWN_pEhEx_UP_UmasM
EHI_065820A	0.958710907565046	6.37980530074559	0.347664826776547	1	501	289	1505	428	260	1111	66.7944979785871	24.0169686098646	238.406974090358	37.9022334189216	35.3547523630999	96.033541781421	0	DOWN_pEhEx_UP_UmasM
EHI_065830A	-0.970688942937999	3.86462046281316	0.281551181282456	1	63	187	32	195	237	88	8.39930812904388	15.5403914534418	5.0691183859744	17.2685409268451	32.2272165771334	7.60661717080562	0	UP_pEhEx_DOWN_UmasM
EHI_065840A	-0.0184672729093121	6.32045923461929	0.981622114993164	1	984	600	357	953	624	826	131.18919363459	49.862218567193	56.5523519935269	84.3944589911968	84.8514056714399	71.3984748077891	0	UP_pEhEx_DOWN_UmasM
EHI_065850A	-0.011987835701365	0.974586598396316	0.999999999999996	1	17	22	7	27	17	7	2.2664799713293	1.82828134746374	1.1088696469319	2.39102874371701	2.31165688527961	0.605071820404993	0	UP_pEhEx_DOWN_UmasM
EHI_065860A	-0.6533695020946	2.10260964440828	0.358693939575269	1	24	45	16	55	31	68	3.19973643011196	3.73966639253948	2.5345591929872	4.8706141075717	4.21537432021576	5.87784054107707	0	UP_pEhEx_DOWN_UmasM
EHI_065870A	0.184864831115035	2.83622889020706	0.84711743062297	1	35	47	86	55	23	132	4.66628229391327	3.90587378776345	13.6232556623062	4.8706141075717	3.12753578596653	11.4099257562084	0	DOWN_pEhEx_UP_UmasM
EHI_065880A	-0.126385423823462	2.10058533119714	0.920810018856124	1	27	31	35	21	6	116	3.59970348387595	2.57621462597164	5.5443482346595	1.85968902289101	0.815878900686922	10.0269044524256	0	UP_pEhEx_DOWN_UmasM
EHI_065890A	0.492812198491625	1.72143575007008	0.612735073069171	1	49	40	6	43	19	15	6.53279521147858	3.32414790447954	0.9504596973702	3.80793466591969	2.58361651884192	1.29658247229641	0	DOWN_pEhEx_UP_UmasM
EHI_066200A	-0.278242593829977	1.04668912496845	0.817135143406451	1	9	14	17	22	2	44	1.19990116129198	1.16345176656784	2.6929691425489	1.94824564302868	0.271959633562307	3.80330858540281	0	UP_pEhEx_DOWN_UmasM
EHI_066300A	0.482351841266406	1.53501153672631	0.653062866636952	1	36	49	3	43	15	10	4.79960464516793	4.07208118298743	0.4752298486851	3.80793466591969	2.0396972517173	0.864388314864275	0	DOWN_pEhEx_UP_UmasM
EHI_066520A	0.709590400805411	1.37511027209123	0.456345655431812	1	8	70	12	30	14	10	1.06657881003732	5.81725883283919	1.9009193947404	2.65669860413002	1.90371743493615	0.864388314864275	0	DOWN_pEhEx_UP_UmasM
EHI_066720A	0.414157121634483	0.0686174545062293	0.795435454936758	1	12	13	1	4	13	1	1.59986821505598	1.08034806895585	0.1584099495617	0.354226480550669	1.767737618155	0.0864388314864275	0	DOWN_pEhEx_UP_UmasM
EHI_066730A	0.898122624328477	1.36970447811455	0.21595862062943	1	30	33	16	23	14	12	3.99967053763994	2.74242202119562	2.5345591929872	2.03680226316635	1.90371743493615	1.03726597783713	0	DOWN_pEhEx_UP_UmasM
EHI_066740A	-0.0541037423406485	1.92153527958138	0.958499643446541	1	8	38	40	33	27	50	1.06657881003732	3.15794050925556	6.336397982468	2.92236846454302	3.67145505309115	4.32194157432138	0	UP_pEhEx_DOWN_UmasM
EHI_066760A	0.929966416482659	7.12975573917427	0.423606442246627	1	388	438	2918	609	389	2105	51.7290722868099	36.3994195540509	462.24023282104	53.9309816638393	52.8961487278688	181.95374027893	0	DOWN_pEhEx_UP_UmasM
EHI_066770A	-0.995831785281956	6.32357853481762	0.309867924920551	1	212	1371	112	1430	1086	520	28.2643384659889	113.935169426036	17.7419143509104	126.635966796864	147.674081024333	44.9481923729423	0	UP_pEhEx_DOWN_UmasM
EHI_066970A	2.16313239472689	0.382423440948523	0.148004922263452	1	26	14	5	13	0	0	3.46638113262128	1.16345176656784	0.7920497478085	1.15123606178967	0	0	0	DOWN_pEhEx_UP_UmasM
EHI_067090A	1.81706341303745	6.50379621350406	0.393928352872804	1	19	24	2644	23	24	1328	2.53312467383863	1.99448874268772	418.835906641135	2.03680226316635	3.26351560274769	114.790768213976	0	DOWN_pEhEx_UP_UmasM
EHI_067200A	0.0932996667890463	0.922084408578692	0.93531470202814	1	9	11	20	13	14	21	1.19990116129198	0.914140673731872	3.168198991234	1.15123606178967	1.90371743493615	1.81521546121498	0	DOWN_pEhEx_UP_UmasM
EHI_067210A	-0.334225972052151	0.647577913117449	0.653716081871703	1	6	23	5	19	11	16	0.799934107527989	1.91138504507573	0.7920497478085	1.68257578261568	1.49577798459269	1.38302130378284	0	UP_pEhEx_DOWN_UmasM
EHI_067220A	1.03709147733524	1.20629571643982	0.526478787835874	1	37	42	0	40	2	3	4.9329269964226	3.49035529970351	0	3.54226480550669	0.271959633562307	0.259316494459283	0	DOWN_pEhEx_UP_UmasM
EHI_067260A	-0.0218599605860451	4.71093524421978	0.981814322327125	1	104	225	283	214	213	354	13.8655245304851	18.6983319626974	44.8300157259611	18.9511167094608	28.9637009743857	30.5993463461953	0	UP_pEhEx_DOWN_UmasM
EHI_067280A	0.164836683211547	0.380447985380392	0.900803312844957	1	5	18	8	5	8	18	0.666611756273324	1.49586655701579	1.2672795964936	0.442783100688336	1.08783853424923	1.5558989667557	0	DOWN_pEhEx_UP_UmasM
EHI_067390A	0.94146679292743	0.571307179375113	0.397010607321756	1	1	16	23	8	3	17	0.133322351254665	1.32965916179181	3.6434288399191	0.708452961101338	0.407939450343461	1.46946013526927	0	DOWN_pEhEx_UP_UmasM
EHI_067510A	0.13143795754049	1.39456450072703	0.849765082225646	1	13	27	23	26	14	31	1.73319056631064	2.24379983552369	3.6434288399191	2.30247212357935	1.90371743493615	2.67960377607925	0	DOWN_pEhEx_UP_UmasM
EHI_067520A	-0.541313396853908	8.3024967257625	0.49067540126232	1	770	3896	2175	3611	3562	3678	102.658210466092	323.772005896307	344.541640296697	319.777955317116	484.360107374469	317.92202220708	0	UP_pEhEx_DOWN_UmasM
EHI_067530A	-0.242064765574235	10.3274295934857	0.70873649673111	1	8539	11991	8816	14954	11605	14742	1138.43955736358	996.496438065353	1396.54211533595	1324.27569753868	1578.04577374529	1274.28125377291	0	UP_pEhEx_DOWN_UmasM
EHI_067550A	0.629376571919488	0.576367555351896	0.575796549191676	1	10	37	1	11	12	5	1.33322351254665	3.07483681164357	0.1584099495617	0.974122821514339	1.63175780137384	0.432194157432138	0	DOWN_pEhEx_UP_UmasM
EHI_067560A	0.0177116590933144	2.00382480745139	1	1	33	69	8	65	36	8	4.39963759140394	5.7341551352272	1.2672795964936	5.75618030894837	4.89527340412153	0.69151065189142	0	DOWN_pEhEx_UP_UmasM
EHI_067570A	-0.276052685133179	1.58785561877892	0.718074246312904	1	26	30	10	35	31	22	3.46638113262128	2.49311092835965	1.584099495617	3.09948170481835	4.21537432021576	1.90165429270141	0	UP_pEhEx_DOWN_UmasM
EHI_067580A	-0.091520939132557	3.21124175699029	0.91424140474964	1	38	133	64	119	79	78	5.06624934767726	11.0527917823945	10.1382367719488	10.5382377963824	10.7424055257111	6.74222885594135	0	UP_pEhEx_DOWN_UmasM
EHI_067590A	-0.303377289450983	4.4482412979225	0.811287817843295	1	38	150	256	50	42	711	5.06624934767726	12.4655546417983	40.5529470877952	4.42783100688336	5.71115230480845	61.45800918685	0	UP_pEhEx_DOWN_UmasM
EHI_067710A	-0.144007771616965	1.85788469149327	0.885488031860682	1	18	68	10	58	30	18	2.39980232258397	5.65105143761521	1.584099495617	5.1362839679847	4.07939450343461	1.5558989667557	0	UP_pEhEx_DOWN_UmasM
EHI_067830A	-0.170739014305071	1.75481638334689	0.85780078448587	1	31	40	9	53	30	15	4.13299288889461	3.32414790447954	1.4256895460553	4.69350086729636	4.07939450343461	1.29658247229641	0	UP_pEhEx_DOWN_UmasM
EHI_067850A	0.219179661392147	6.44177413144177	0.790365740114361	1	275	960	1032	848	666	865	36.6636465950328	79.7795497075089	163.479067947674	75.0960138767418	90.5625579762483	74.7695892357598	0	DOWN_pEhEx_UP_UmasM
EHI_067860A	-0.1021215910265	4.26444908676299	0.890539825932456	1	135	190	134	202	157	229	17.9985174193797	15.7897025462778	21.2269332412678	17.8884372678088	21.3488312346411	19.7944924103919	0	UP_pEhEx_DOWN_UmasM
EHI_067880A	-0.765893257488994	3.04471860953094	0.293782684066623	1	31	81	44	113	76	116	4.13299288889461	6.73139950657106	6.9700377807148	10.0068980755564	10.3344660753677	10.0269044524256	0	UP_pEhEx_DOWN_UmasM
EHI_067890A	0.358614693879045	1.91463919985898	0.755142316330734	1	59	40	5	59	24	10	7.86601872402522	3.32414790447954	0.7920497478085	5.22484058812236	3.26351560274769	0.864388314864275	0	DOWN_pEhEx_UP_UmasM
EHI_067900A	0.359724871236261	3.62084954099933	0.694355728189713	1	71	52	171	102	66	159	9.4658869390812	4.3213922758234	27.0881013750507	9.03277525404205	8.97466790755614	13.743774206342	0	DOWN_pEhEx_UP_UmasM
EHI_067920A	1.15367512930008	3.25419814211847	0.481970049769625	1	7	17	230	15	6	176	0.933256458782654	1.4127628594038	36.434288399191	1.32834930206501	0.815878900686922	15.2132343416112	0	DOWN_pEhEx_UP_UmasM
EHI_067940A	0.0976808433376633	5.06044293331989	0.904960274219532	1	169	239	382	269	276	402	22.5314773620384	19.8617837292652	60.5126007325694	23.8217308170325	37.5304294315984	34.7484102575439	0	DOWN_pEhEx_UP_UmasM
EHI_067950A	1.677538778417	2.37107942136187	0.280957700173506	1	11	8	131	7	3	70	1.46654586380131	0.664829580895907	20.7517033925827	0.61989634096367	0.407939450343461	6.05071820404993	0	DOWN_pEhEx_UP_UmasM
EHI_067960A	-0.546071092388069	1.71362717189609	0.433821207858005	1	22	35	10	42	27	41	2.93309172760263	2.90862941641959	1.584099495617	3.71937804578202	3.67145505309115	3.54399209094353	0	UP_pEhEx_DOWN_UmasM
EHI_067970A	1.08473989804808	1.83264882437432	0.469268919817923	1	72	47	1	41	20	1	9.59920929033587	3.90587378776345	0.1584099495617	3.63082142564436	2.71959633562307	0.0864388314864275	0	DOWN_pEhEx_UP_UmasM
EHI_067980A	0.300280559091328	1.71857707424009	0.76696312254941	1	21	71	9	31	6	54	2.79976937634796	5.90036253045118	1.4256895460553	2.74525522426768	0.815878900686922	4.66769690026709	0	DOWN_pEhEx_UP_UmasM
EHI_068000A	-0.0807022833724893	2.53441625240396	0.945351347416644	1	57	96	4	98	52	17	7.59937402151589	7.97795497075089	0.6336397982468	8.67854877349139	7.07095047261999	1.46946013526927	0	UP_pEhEx_DOWN_UmasM
EHI_068020A	1.63364348340204	3.11083473433314	0.226651961789698	1	18	22	216	18	14	102	2.39980232258397	1.82828134746374	34.2165491053272	1.59401916247801	1.90371743493615	8.81676081161561	0	DOWN_pEhEx_UP_UmasM
EHI_068030A	0.183174834154179	1.47023401282784	0.868767359477294	1	8	58	14	32	3	45	1.06657881003732	4.82001446149533	2.2177392938638	2.83381184440535	0.407939450343461	3.88974741688924	0	DOWN_pEhEx_UP_UmasM
EHI_068040A	0.0439343967208105	0.903375476243159	0.972430386880647	1	15	16	11	10	3	41	1.99983526881997	1.32965916179181	1.7425094451787	0.885566201376672	0.407939450343461	3.54399209094353	0	DOWN_pEhEx_UP_UmasM
