logFC	logCPM	PValue	FDR	CmasM_1	CmasM_2	CmasM_3	pEhEx_1	pEhEx_2	pEhEx_3	CmasM_1	CmasM_2	CmasM_3	pEhEx_1	pEhEx_2	pEhEx_3	DE	Regulation
EHI_069360A	0.30006164435727	2.82120323732408	0.593417072116865	0.917942158409493	67	53	64	89	33	73	10.1634596308112	6.8458838966365	5.77608972078623	7.70267327485187	4.34606395750312	6.32582465732526	8.21	DOWN_pEhEx_UP_CmasM
EHI_069440A	0.30282185796468	5.24659330243944	0.572804494557194	0.917942158409493	263	383	396	409	359	217	39.8953713866171	49.4711987247505	35.7395551473648	35.3976783080271	47.2799079013218	18.8041637073915	8.21	DOWN_pEhEx_UP_CmasM
EHI_069460A	0.277415952291305	3.52133821195818	0.583790364120599	0.917942158409493	66	98	159	141	71	104	10.0117662034857	12.658426827743	14.3499729000783	12.2031115927429	9.35062245402186	9.01213375838119	8.21	DOWN_pEhEx_UP_CmasM
EHI_070760A	0.366755411015947	0.959021532303404	0.560560326852529	0.917942158409493	16	10	24	22	5	22	2.42709483720865	1.29167620691255	2.16603364529483	1.9040315960308	0.658494539015624	1.90641291042679	8.21	DOWN_pEhEx_UP_CmasM
EHI_072040A	0.21785974370915	10.5271346764915	0.592062370825657	0.917942158409493	12387	10257	17241	13796	10162	18007	1879.02648428147	1324.8722854302	1556.02441993868	1194.00090449277	1338.32430109535	1560.39896718433	8.21	DOWN_pEhEx_UP_CmasM
EHI_073590A	-0.654384607164361	0.562159755710918	0.569280941417557	0.917942158409493	8	4	13	4	3	44	1.21354741860432	0.516670482765019	1.1732682245347	0.346187562914691	0.395096723409374	3.81282582085358	8.21	UP_pEhEx_DOWN_CmasM
EHI_077770A	-0.669550183398556	2.9985696788643	0.584069852045813	0.917942158409493	8	93	53	126	132	5	1.21354741860432	12.0125887242867	4.78332430002609	10.9049082318128	17.3842558300125	0.433275661460634	8.21	UP_pEhEx_DOWN_CmasM
EHI_078220A	0.383195912413457	0.266993620663974	0.592430000570056	0.917942158409493	6	9	14	12	8	6	0.910160563953242	1.16250858622129	1.26351962642199	1.03856268874407	1.053591262425	0.519930793752761	8.21	DOWN_pEhEx_UP_CmasM
EHI_080590A	-0.374602980402968	0.941849476413328	0.564248127957486	0.917942158409493	14	7	16	15	17	26	2.12370798255756	0.904173344838783	1.44402243019656	1.29820336093009	2.23888143265312	2.2530334395953	8.21	UP_pEhEx_DOWN_CmasM
EHI_080860A	0.457527070127823	1.93692774835323	0.585262406302756	0.917942158409493	15	28	73	36	39	11	2.27540140988311	3.61669337935513	6.58835233777179	3.11568806623222	5.13625740432187	0.953206455213395	8.21	DOWN_pEhEx_UP_CmasM
EHI_082600A	-0.429351493557923	2.06829010396398	0.586445082467245	0.917942158409493	25	17	46	28	16	105	3.79233568313851	2.19584955175133	4.1515644868151	2.42331294040284	2.10718252485	9.09878889067331	8.21	UP_pEhEx_DOWN_CmasM
EHI_083620A	0.566530245143141	5.90708063655642	0.574234994711559	0.917942158409493	338	780	689	569	703	33	51.2723784360326	100.750744139179	62.1832159003392	49.2451808246148	92.5843321855967	2.85961936564018	8.21	DOWN_pEhEx_UP_CmasM
EHI_087010A	-0.558638492609226	2.10607469539402	0.576867346332595	0.917942158409493	22	22	41	10	13	138	3.33725540116189	2.8416876552076	3.70030747737868	0.865468907286727	1.71208580144062	11.9584082563135	8.21	UP_pEhEx_DOWN_CmasM
EHI_087770A	-0.294873690288931	3.50771365930375	0.565517162219437	0.917942158409493	63	72	124	140	70	179	9.55668592150904	9.30006868977033	11.1911738340233	12.1165647020142	9.21892354621873	15.5112686802907	8.21	UP_pEhEx_DOWN_CmasM
EHI_087910A	-0.346610495536854	1.18752504143772	0.592588175910027	0.917942158409493	14	17	13	33	19	18	2.12370798255756	2.19584955175133	1.1732682245347	2.8560473940462	2.50227924825937	1.55979238125828	8.21	UP_pEhEx_DOWN_CmasM
EHI_088010A	0.481740906073493	1.97125891111103	0.570651398801582	0.917942158409493	25	39	46	53	32	6	3.79233568313851	5.03753720695893	4.1515644868151	4.58698520861965	4.21436504969999	0.519930793752761	8.21	DOWN_pEhEx_UP_CmasM
EHI_092430A	-0.402381813928035	9.87229352580226	0.589274056143527	0.917942158409493	1004	8391	13134	11807	10693	8892	152.300201034843	1083.84550522032	1185.3619123876	1021.85913883344	1408.25642113881	770.537436341592	8.21	UP_pEhEx_DOWN_CmasM
EHI_092560A	0.384232237839254	1.01000530931466	0.59682495685728	0.917942158409493	18	20	10	31	7	12	2.73048169185973	2.58335241382509	0.902514018872848	2.68295361258885	0.921892354621873	1.03986158750552	8.21	DOWN_pEhEx_UP_CmasM
EHI_093330A	0.230359003085508	7.76631729126481	0.596522318276308	0.917942158409493	1906	1605	2306	2233	1471	2464	289.12767248248	207.314031209464	208.119732752079	193.259206997126	193.729093378397	213.5182459678	8.21	DOWN_pEhEx_UP_CmasM
EHI_093800A	0.337260765368325	1.89423929978477	0.596828732285004	0.917942158409493	15	25	68	38	24	33	2.27540140988311	3.22919051728137	6.13709532833536	3.28878184768956	3.16077378727499	2.85961936564018	8.21	DOWN_pEhEx_UP_CmasM
EHI_095070A	-0.403056527022058	2.40656126366994	0.585803332856875	0.917942158409493	17	53	41	83	62	24	2.57878826453419	6.8458838966365	3.70030747737868	7.18339193047984	8.16533228379373	2.07972317501104	8.21	UP_pEhEx_DOWN_CmasM
EHI_095940A	-0.272492853340584	3.35705188280468	0.577396552779105	0.917942158409493	54	72	108	138	71	134	8.19144507557918	9.30006868977033	9.74715140382676	11.9434709205568	9.35062245402186	11.611787727145	8.21	UP_pEhEx_DOWN_CmasM
EHI_097980A	0.620274425700535	1.50712142106514	0.595139787421837	0.917942158409493	7	27	55	33	25	1	1.06185399127878	3.48752575866388	4.96382710380066	2.8560473940462	3.29247269507812	0.0866551322921268	8.21	DOWN_pEhEx_UP_CmasM
EHI_098000A	0.25826317581493	5.24246054619027	0.572185806856441	0.917942158409493	254	348	438	432	288	318	38.5301305406872	44.9503320005566	39.5301140266307	37.3882567947866	37.9292854472999	27.5563320688963	8.21	DOWN_pEhEx_UP_CmasM
EHI_098220A	0.303165756748154	2.57505522944612	0.592270717481379	0.917942158409493	34	40	96	70	35	55	5.15757652906837	5.16670482765019	8.66413458117934	6.05828235100709	4.60946177310937	4.76603227606697	8.21	DOWN_pEhEx_UP_CmasM
EHI_098350A	0.292106853559402	3.08326248263369	0.590808399142384	0.917942158409493	87	51	84	86	54	89	13.197328177322	6.58754865525399	7.58111775853192	7.44303260266585	7.11174102136874	7.71230677399929	8.21	DOWN_pEhEx_UP_CmasM
EHI_098390A	-0.358898290947129	3.76186049094703	0.593231803797367	0.917942158409493	68	55	195	102	77	300	10.3151530581367	7.10421913801901	17.5990233680205	8.82778285432462	10.1408159008406	25.996539687638	8.21	UP_pEhEx_DOWN_CmasM
EHI_099350A	-0.344179769023141	5.33354867224158	0.580000568681712	0.917942158409493	227	171	548	346	214	882	34.4344080028977	22.0876631382045	49.4577682342321	29.9452241921208	28.1835662698687	76.4298266816558	8.21	UP_pEhEx_DOWN_CmasM
EHI_101230A	-0.268246791391715	5.30256632269445	0.567919492285968	0.917942158409493	216	267	438	470	416	384	32.7657803023167	34.487754724565	39.5301140266307	40.6770386424762	54.7867456460999	33.2755708001767	8.21	UP_pEhEx_DOWN_CmasM
EHI_101240A	0.419548605228943	5.71468289290499	0.58591227149698	0.917942158409493	277	491	821	709	490	97	42.0190793691747	63.421301759406	74.0964009494608	61.361745526629	64.5324648235311	8.4055478323363	8.21	DOWN_pEhEx_UP_CmasM
EHI_102040A	-0.35599584453818	0.852711154716362	0.594758719824555	0.917942158409493	12	8	15	16	8	33	1.82032112790648	1.03334096553004	1.35377102830927	1.38475025165876	1.053591262425	2.85961936564018	8.21	UP_pEhEx_DOWN_CmasM
EHI_103250A	0.391985472703155	2.76809338479228	0.577710052366732	0.917942158409493	28	100	59	86	52	33	4.24741596511513	12.9167620691255	5.3248327113498	7.44303260266585	6.84834320576249	2.85961936564018	8.21	DOWN_pEhEx_UP_CmasM
EHI_103590A	0.269642829065842	4.63773266836874	0.593672464900165	0.917942158409493	210	212	241	291	201	179	31.8556197383635	27.383535586546	21.7505878548356	25.1851452020438	26.4714804684281	15.5112686802907	8.21	DOWN_pEhEx_UP_CmasM
EHI_103760A	0.421246759785491	0.175214403032369	0.595977817075258	0.917942158409493	8	9	9	16	6	2	1.21354741860432	1.16250858622129	0.812262616985563	1.38475025165876	0.790193446818749	0.173310264584254	8.21	DOWN_pEhEx_UP_CmasM
EHI_104370A	0.320394668297191	0.889912890038682	0.595841100775185	0.917942158409493	17	11	17	20	10	15	2.57878826453419	1.4208438276038	1.53427383208384	1.73093781457345	1.31698907803125	1.2998269843819	8.21	DOWN_pEhEx_UP_CmasM
EHI_104670A	0.472706534405926	0.864080311118952	0.566784417097014	0.917942158409493	13	4	34	10	11	20	1.97201455523202	0.516670482765019	3.06854766416768	0.865468907286727	1.44868798583437	1.73310264584254	8.21	DOWN_pEhEx_UP_CmasM
EHI_109570A	-0.330636998564531	0.707286361546353	0.584273418062651	0.917942158409493	4	9	21	20	14	14	0.606773709302161	1.16250858622129	1.89527943963298	1.73093781457345	1.84378470924375	1.21317185208978	8.21	UP_pEhEx_DOWN_CmasM
EHI_109830A	0.400172672661646	0.835132305854129	0.573580503341905	0.917942158409493	16	15	12	25	9	8	2.42709483720865	1.93751431036882	1.08301682264742	2.16367226821682	1.18529017022812	0.693241058337014	8.21	DOWN_pEhEx_UP_CmasM
EHI_110390A	-0.687888957476296	0.643385410829051	0.575467407433996	0.917942158409493	9	4	13	6	1	49	1.36524084592986	0.516670482765019	1.1732682245347	0.519281344372036	0.131698907803125	4.24610148231421	8.21	UP_pEhEx_DOWN_CmasM
EHI_111000A	-0.324305188463061	4.0256256880047	0.580051057506462	0.917942158409493	102	83	184	163	85	326	15.4727295872051	10.7209125173741	16.6062579472604	14.1071431887737	11.1944071632656	28.2495731272333	8.21	UP_pEhEx_DOWN_CmasM
EHI_112820A	0.28575611652797	3.05075782320598	0.577538308738624	0.917942158409493	61	66	98	98	58	66	9.25329906685796	8.52506296562281	8.84463738495391	8.48159529140993	7.63853665258124	5.71923873128037	8.21	DOWN_pEhEx_UP_CmasM
EHI_113420A	0.329618542329011	4.3700173070305	0.589360726417659	0.917942158409493	110	262	198	294	147	111	16.6862770058094	33.8419166211087	17.8697775736824	25.4447858742298	19.3597394470593	9.61871968442608	8.21	DOWN_pEhEx_UP_CmasM
EHI_113980A	-0.272843822173018	3.30573159954458	0.596654285327945	0.917942158409493	52	83	85	105	90	125	7.8880582209281	10.7209125173741	7.67136916041921	9.08742352651064	11.8529017022812	10.8318915365159	8.21	UP_pEhEx_DOWN_CmasM
EHI_114010A	1.04359143982345	4.48429905929372	0.562101203660376	0.917942158409493	553	9	53	1	126	310	83.8864653110238	1.16250858622129	4.78332430002609	0.0865468907286727	16.5940623831937	26.8630910105593	8.21	DOWN_pEhEx_UP_CmasM
EHI_117470A	-0.300392078520553	9.32328060262528	0.587629871848819	0.917942158409493	3715	3105	8390	4726	4243	13301	563.541082514382	401.065462246346	757.209261834319	409.020605583707	558.798465808658	1152.59991461758	8.21	UP_pEhEx_DOWN_CmasM
EHI_117600A	0.310087816625558	1.85845256585603	0.586440674439773	0.917942158409493	17	31	52	30	27	35	2.57878826453419	4.00419624142889	4.69307289813881	2.59640672186018	3.55587051068437	3.03292963022444	8.21	DOWN_pEhEx_UP_CmasM
EHI_117970A	0.50587201430619	2.13668330245921	0.586860857900995	0.917942158409493	28	50	45	63	35	4	4.24741596511513	6.45838103456273	4.06131308492781	5.45245411590638	4.60946177310937	0.346620529168507	8.21	DOWN_pEhEx_UP_CmasM
EHI_119340A	-0.331810395765671	1.20817857079735	0.570347759829393	0.917942158409493	8	12	30	31	20	20	1.21354741860432	1.55001144829506	2.70754205661854	2.68295361258885	2.6339781560625	1.73310264584254	8.21	UP_pEhEx_DOWN_CmasM
EHI_119580A	0.317199073274995	1.78607644106768	0.568161345403411	0.917942158409493	23	27	42	39	23	26	3.48894882848743	3.48752575866388	3.79055887926596	3.37532873841824	3.02907487947187	2.2530334395953	8.21	DOWN_pEhEx_UP_CmasM
EHI_119600A	0.34926651538321	1.22906626706335	0.571734018982302	0.917942158409493	17	19	24	32	13	13	2.57878826453419	2.45418479313384	2.16603364529483	2.76950050331753	1.71208580144062	1.12651671979765	8.21	DOWN_pEhEx_UP_CmasM
EHI_122880A	0.293230830091187	1.96752695865954	0.587755461655522	0.917942158409493	26	32	46	35	23	45	3.94402911046405	4.13336386212015	4.1515644868151	3.02914117550355	3.02907487947187	3.89948095314571	8.21	DOWN_pEhEx_UP_CmasM
EHI_125950A	0.286185637194156	10.2158593252551	0.592456591067067	0.917942158409493	8039	11550	13390	14314	11449	5400	1219.46346227002	1491.88601898399	1208.46627127074	1238.83219389022	1507.82079543798	467.937714377485	8.21	DOWN_pEhEx_UP_CmasM
EHI_126190A	-0.261033234944581	11.8663931298397	0.575693535748122	0.917942158409493	22177	19944	47087	28591	36699	56585	3364.10513779851	2576.11902706638	4249.66776066658	2474.46215282348	4833.21821746688	4903.38066075	8.21	UP_pEhEx_DOWN_CmasM
EHI_126250A	0.293178920177928	12.4216281410443	0.596438885045543	0.917942158409493	15990	52058	99445	52500	44847	50105	2425.57790293539	6724.20799794533	8975.05066068103	4543.71176325532	5906.30091824674	4341.85540349701	8.21	DOWN_pEhEx_UP_CmasM
EHI_126330A	0.298438299957402	2.51456575784297	0.567951356001496	0.917942158409493	50	40	61	55	36	61	7.58467136627702	5.16670482765019	5.50533551512437	4.760078990077	4.74116068091249	5.28596306981974	8.21	DOWN_pEhEx_UP_CmasM
EHI_129820A	-0.281836393055543	3.26804413710526	0.577893327377895	0.917942158409493	41	77	103	133	69	120	6.21943052034715	9.94590679322661	9.29589439439033	11.5107364669135	9.08722463841561	10.3986158750552	8.21	UP_pEhEx_DOWN_CmasM
EHI_130740A	-0.694475147516913	1.42564381329133	0.579992408464484	0.917942158409493	16	5	28	14	1	89	2.42709483720865	0.645838103456273	2.52703925284397	1.21165647020142	0.131698907803125	7.71230677399929	8.21	UP_pEhEx_DOWN_CmasM
EHI_130970A	0.318641248111361	1.77924225445542	0.580799694596168	0.917942158409493	23	34	32	47	17	26	3.48894882848743	4.39169910350266	2.88804486039311	4.06770386424762	2.23888143265312	2.2530334395953	8.21	DOWN_pEhEx_UP_CmasM
EHI_131000A	0.279815140694031	5.07102536999017	0.561780783619005	0.917942158409493	269	307	327	378	166	414	40.8055319505703	39.6544595522152	29.5122084171421	32.7147246954383	21.8620186953187	35.8752247689405	8.21	DOWN_pEhEx_UP_CmasM
EHI_131260A	0.467183020201727	0.367338754447534	0.568117454160557	0.917942158409493	9	8	15	15	9	3	1.36524084592986	1.03334096553004	1.35377102830927	1.29820336093009	1.18529017022812	0.25996539687638	8.21	DOWN_pEhEx_UP_CmasM
EHI_131950A	0.572211415765651	0.366609412534013	0.581439216525881	0.917942158409493	5	12	17	10	13	1	0.758467136627702	1.55001144829506	1.53427383208384	0.865468907286727	1.71208580144062	0.0866551322921268	8.21	DOWN_pEhEx_UP_CmasM
EHI_132030A	0.287338198229109	2.3680818700705	0.584807431889277	0.917942158409493	37	41	60	55	40	39	5.61265681104499	5.29587244834144	5.41508411323709	4.760078990077	5.26795631212499	3.37955015939295	8.21	DOWN_pEhEx_UP_CmasM
EHI_135140A	0.419105725731468	0.527125094940644	0.574671862341334	0.917942158409493	8	9	20	17	9	6	1.21354741860432	1.16250858622129	1.8050280377457	1.47129714238744	1.18529017022812	0.519930793752761	8.21	DOWN_pEhEx_UP_CmasM
EHI_136410A	0.313284975535379	3.92093222015672	0.566408656952978	0.917942158409493	85	98	266	155	121	123	12.8939413226709	12.658426827743	24.0068729020177	13.4147680629443	15.9355678441781	10.6585812719316	8.21	DOWN_pEhEx_UP_CmasM
EHI_138060A	-0.503523402285622	2.53115838171313	0.566715155645059	0.917942158409493	13	77	21	121	42	41	1.97201455523202	9.94590679322661	1.89527943963298	10.4721737781694	5.53135412773124	3.5528604239772	8.21	UP_pEhEx_DOWN_CmasM
EHI_138300A	-0.403907442797866	2.46623041238014	0.588163811677589	0.917942158409493	21	35	66	71	78	21	3.18556197383635	4.52086672419391	5.95659252456079	6.14482924173576	10.2725148086437	1.81975777813466	8.21	UP_pEhEx_DOWN_CmasM
EHI_139040A	-0.582474312624687	1.924914493737	0.565329357081215	0.917942158409493	23	7	46	20	9	114	3.48894882848743	0.904173344838783	4.1515644868151	1.73093781457345	1.18529017022812	9.87868508130246	8.21	UP_pEhEx_DOWN_CmasM
EHI_139070A	0.530266468920249	3.90167720985197	0.568722316822864	0.917942158409493	86	182	174	206	131	13	13.0456347499965	23.5085069658083	15.7037439283875	17.8286594901066	17.2525569222093	1.12651671979765	8.21	DOWN_pEhEx_UP_CmasM
EHI_139470A	0.346994704659844	1.76598132571883	0.584770741380646	0.917942158409493	28	28	32	42	26	16	4.24741596511513	3.61669337935513	2.88804486039311	3.63496941060425	3.42417160288124	1.38648211667403	8.21	DOWN_pEhEx_UP_CmasM
EHI_140550A	-0.40315872344878	8.44460861726959	0.580377758205674	0.917942158409493	395	3080	4894	4183	3669	3974	59.9189037935884	397.836271729064	441.690360836372	362.025643918038	483.203292729665	344.367495728912	8.21	UP_pEhEx_DOWN_CmasM
EHI_140710A	0.320153495098249	0.860072193261279	0.585975856929865	0.917942158409493	13	13	19	23	10	11	1.97201455523202	1.67917906898631	1.71477663585841	1.99057848675947	1.31698907803125	0.953206455213395	8.21	DOWN_pEhEx_UP_CmasM
EHI_141850A	0.452436183101842	1.05690303901963	0.58206910435546	0.917942158409493	15	21	17	31	13	4	2.27540140988311	2.71252003451635	1.53427383208384	2.68295361258885	1.71208580144062	0.346620529168507	8.21	DOWN_pEhEx_UP_CmasM
EHI_143080A	0.296273428394237	2.489133762894	0.581608969298063	0.917942158409493	42	35	77	53	43	50	6.37112394767269	4.52086672419391	6.94935794532093	4.58698520861965	5.66305303553436	4.33275661460634	8.21	DOWN_pEhEx_UP_CmasM
EHI_146370A	0.215652907364212	10.6790903222373	0.573706979566592	0.917942158409493	11905	12827	20190	17764	12021	16509	1805.91025231056	1656.83307060672	1822.17580410428	1537.41896690414	1583.15257070136	1430.58957901072	8.21	DOWN_pEhEx_UP_CmasM
EHI_147020A	-0.380217376780722	1.05984097948218	0.578800571670848	0.917942158409493	11	7	25	20	9	39	1.66862770058094	0.904173344838783	2.25628504718212	1.73093781457345	1.18529017022812	3.37955015939295	8.21	UP_pEhEx_DOWN_CmasM
EHI_148120A	0.340794008908255	0.504986660039871	0.578105930663977	0.917942158409493	9	11	14	14	10	8	1.36524084592986	1.4208438276038	1.26351962642199	1.21165647020142	1.31698907803125	0.693241058337014	8.21	DOWN_pEhEx_UP_CmasM
EHI_148270A	-0.256846936424804	5.87695371616379	0.587094594940726	0.917942158409493	297	372	741	556	582	768	45.0529479156855	48.0503548971467	66.876288798478	48.120071245142	76.6487643414186	66.5511416003534	8.21	UP_pEhEx_DOWN_CmasM
EHI_148360A	-0.280655294260766	6.09116729823765	0.59033176414049	0.917942158409493	379	421	800	533	501	1287	57.4918089563798	54.3795683110182	72.2011215098278	46.1294927583826	65.9811528093655	111.525155259967	8.21	UP_pEhEx_DOWN_CmasM
EHI_148540A	0.27067388390313	4.7272924374285	0.584195787397667	0.917942158409493	199	210	320	284	230	192	30.1869920377825	27.1252003451635	28.8804486039311	24.5793169669431	30.2907487947187	16.6377854000883	8.21	DOWN_pEhEx_UP_CmasM
EHI_148700A	0.346755715957149	1.52785408131468	0.561463443596583	0.917942158409493	24	25	24	37	18	17	3.64064225581297	3.22919051728137	2.16603364529483	3.20223495696089	2.37058034045625	1.47313724896616	8.21	DOWN_pEhEx_UP_CmasM
EHI_148990A	0.503884504053313	1.15500704349808	0.566005154359057	0.917942158409493	12	19	31	22	22	3	1.82032112790648	2.45418479313384	2.79779345850583	1.9040315960308	2.89737597166874	0.25996539687638	8.21	DOWN_pEhEx_UP_CmasM
EHI_152130A	0.341036232936019	2.15661185045009	0.577375437597127	0.917942158409493	19	37	72	45	31	38	2.88217511918527	4.77920196557642	6.4981009358845	3.89461008279027	4.08266614189687	3.29289502710082	8.21	DOWN_pEhEx_UP_CmasM
EHI_152340A	-0.61286062291931	3.21043784375725	0.573131679520893	0.917942158409493	57	21	111	43	12	316	8.6465253575558	2.71252003451635	10.0179056094886	3.72151630133293	1.5803868936375	27.3830218043121	8.21	UP_pEhEx_DOWN_CmasM
EHI_152700A	-0.301385028030987	4.77180004744078	0.570397967719602	0.917942158409493	201	216	161	403	237	273	30.4903788924336	27.900206069311	14.5304757038528	34.8783969636551	31.2126411493406	23.6568511157506	8.21	UP_pEhEx_DOWN_CmasM
EHI_152750A	-0.251772146868169	4.95659541745749	0.590382094399391	0.917942158409493	170	198	366	356	309	336	25.7878826453419	25.5751888968684	33.0320130907462	30.8106930994075	40.6949625111655	29.1161244501546	8.21	UP_pEhEx_DOWN_CmasM
EHI_152780A	-0.486983416140759	3.97834949225304	0.588790924970764	0.917942158409493	100	55	183	103	33	474	15.169342732554	7.10421913801901	16.5160065453731	8.91432974505329	4.34606395750312	41.0745327064681	8.21	UP_pEhEx_DOWN_CmasM
EHI_152930A	-0.364892351188833	1.6539008921949	0.563632566109866	0.917942158409493	11	21	36	42	15	49	1.66862770058094	2.71252003451635	3.24905046794225	3.63496941060425	1.97548361704687	4.24610148231421	8.21	UP_pEhEx_DOWN_CmasM
EHI_153480A	-0.338214436665749	3.79118602714717	0.58807779254471	0.917942158409493	83	68	163	130	66	296	12.5905544680198	8.78339820700532	14.7109785076274	11.2510957947275	8.69212791500624	25.6499191584695	8.21	UP_pEhEx_DOWN_CmasM
EHI_155060A	0.666444756224052	1.02632695747675	0.581075333552608	0.917942158409493	10	15	36	16	22	0	1.5169342732554	1.93751431036882	3.24905046794225	1.38475025165876	2.89737597166874	0	8.21	DOWN_pEhEx_UP_CmasM
EHI_158260A	-0.511355480501429	0.409382400413598	0.569496702212735	0.917942158409493	5	3	17	13	3	27	0.758467136627702	0.387502862073764	1.53427383208384	1.12510957947275	0.395096723409374	2.33968857188742	8.21	UP_pEhEx_DOWN_CmasM
EHI_158310A	-0.310516991926527	4.30523551746932	0.577025556358514	0.917942158409493	103	120	235	183	118	387	15.6244230145307	15.5001144829506	21.2090794435119	15.8380810033471	15.5404711207687	33.5355361970531	8.21	UP_pEhEx_DOWN_CmasM
EHI_159150A	-0.282566236138532	11.5069134313281	0.561856603687626	0.917942158409493	19704	15007	32691	20777	26083	50187	2988.96729202245	1938.41848371366	2950.40857909723	1798.18474866963	3435.1026122289	4348.96112434497	8.21	UP_pEhEx_DOWN_CmasM
EHI_159830A	-0.289853700642108	2.89933943317906	0.561255290404942	0.917942158409493	41	45	83	101	60	84	6.21943052034715	5.81254293110646	7.49086635664464	8.74123596359594	7.90193446818749	7.27903111253865	8.21	UP_pEhEx_DOWN_CmasM
EHI_159860A	0.28008889937643	6.61196605111261	0.573557148926144	0.917942158409493	879	893	804	1105	480	1218	133.33852261915	115.34668527729	72.562127117377	95.6343142551834	63.2154757454999	105.54595113181	8.21	DOWN_pEhEx_UP_CmasM
EHI_160920A	0.409620925971109	1.87972660328612	0.594915471598551	0.917942158409493	20	29	56	48	30	10	3.03386854651081	3.74586100004638	5.05407850568795	4.15425075497629	3.95096723409374	0.866551322921268	8.21	DOWN_pEhEx_UP_CmasM
EHI_160990A	0.234352913450648	11.2888318802428	0.568292880597508	0.917942158409493	18098	20115	30691	24564	13624	34351	2745.34764773763	2598.20669020459	2769.90577532266	2125.93782385912	1794.26591990977	2976.69044936685	8.21	DOWN_pEhEx_UP_CmasM
EHI_161070A	0.279581466889983	8.38684765448583	0.56263044491972	0.917942158409493	2579	3434	2945	4840	1748	2971	391.217349072569	443.561609453768	265.790378558054	418.886951126776	230.209690839862	257.452398039909	8.21	DOWN_pEhEx_UP_CmasM
EHI_162200A	-0.268748676746741	5.85651947359086	0.577387982956441	0.917942158409493	339	375	634	596	372	1023	51.4240718633582	48.4378577592205	57.2193887965385	51.5819468742889	48.9919937027624	88.6482003348457	8.21	UP_pEhEx_DOWN_CmasM
EHI_162540A	-0.513754636718576	2.30345989181175	0.583434711155893	0.917942158409493	31	13	58	31	12	142	4.70249624709175	1.67917906898631	5.23458130946252	2.68295361258885	1.5803868936375	12.305028785482	8.21	UP_pEhEx_DOWN_CmasM
EHI_162550A	0.343657916233688	0.938053224205203	0.575912277344357	0.917942158409493	15	10	24	23	9	15	2.27540140988311	1.29167620691255	2.16603364529483	1.99057848675947	1.18529017022812	1.2998269843819	8.21	DOWN_pEhEx_UP_CmasM
EHI_163700A	0.329291385439344	3.83073154902128	0.573093509712152	0.917942158409493	85	146	167	198	105	73	12.8939413226709	18.8584726209232	15.0719841151766	17.1362843642772	13.8283853193281	6.32582465732526	8.21	DOWN_pEhEx_UP_CmasM
EHI_163750A	-0.249916108695529	12.3786630558538	0.591454224488846	0.917942158409493	31899	28578	67200	40518	55065	76130	4838.86863825741	3691.35226411468	6064.89420682554	3506.70691854436	7252.00035817907	6597.05522139961	8.21	UP_pEhEx_DOWN_CmasM
EHI_165820A	0.41354855008682	5.58898039525643	0.589299201717952	0.917942158409493	382	513	444	614	474	90	57.9468892383564	66.2629894146136	40.0716224379544	53.1397909074051	62.4252822986811	7.79896190629141	8.21	DOWN_pEhEx_UP_CmasM
EHI_166040A	0.459819637886195	2.26338085723514	0.582023487654808	0.917942158409493	30	62	38	66	39	9	4.55080281976621	8.00839248285779	3.42955327171682	5.7120947880924	5.13625740432187	0.779896190629141	8.21	DOWN_pEhEx_UP_CmasM
EHI_167080A	0.316137018963597	8.7786619343617	0.573938646065689	0.917942158409493	4158	3848	3689	4708	1432	6659	630.741270819597	497.037004419948	332.937421562193	407.462761550591	188.592835974075	577.036525933272	8.21	DOWN_pEhEx_UP_CmasM
EHI_168240A	-0.249027954816942	10.7809206257398	0.586092982629492	0.917942158409493	12364	10570	17535	15622	12383	31726	1875.53753545298	1365.30175070656	1582.55833209354	1352.03552696333	1630.82757532609	2749.22072710002	8.21	UP_pEhEx_DOWN_CmasM
EHI_170020A	0.33809996225454	3.50504238893924	0.565765234462981	0.917942158409493	62	121	136	149	87	60	9.4049924941835	15.6292821036418	12.2741906566707	12.8954867185722	11.4578049788719	5.19930793752761	8.21	DOWN_pEhEx_UP_CmasM
EHI_170290A	0.464603307983993	1.13665751430625	0.581777217935986	0.917942158409493	19	22	14	35	11	6	2.88217511918527	2.8416876552076	1.26351962642199	3.02914117550355	1.44868798583437	0.519930793752761	8.21	DOWN_pEhEx_UP_CmasM
EHI_174170A	0.291853371488201	6.56393920238051	0.563913265260617	0.917942158409493	974	736	765	870	566	1209	147.749398215076	95.0673688287634	69.0423224437728	75.2957949339453	74.5415818165686	104.766054941181	8.21	DOWN_pEhEx_UP_CmasM
EHI_176140A	-0.356086864651784	15.0586088728084	0.559912199486485	0.917942158409493	227427	139749	412825	188361	237744	777073	34499.1810963657	18051.0458239821	37258.0349841183	16302.0588845435	31310.6251367461	67337.3636156399	8.21	UP_pEhEx_DOWN_CmasM
EHI_177350A	-0.597478524470856	0.314538105032693	0.586225581614832	0.917942158409493	6	1	15	14	2	25	0.910160563953242	0.129167620691255	1.35377102830927	1.21165647020142	0.26339781560625	2.16637830730317	8.21	UP_pEhEx_DOWN_CmasM
EHI_177640A	0.48935464751278	6.35092430541436	0.586805017547388	0.917942158409493	501	860	1088	1171	727	71	75.9984070900957	111.084153794479	98.1935252533658	101.346409043276	95.7451059728717	6.152514392741	8.21	DOWN_pEhEx_UP_CmasM
