logFC	logCPM	PValue	FDR	U2AF84_1	U2AF84_2	U2AF84_3	pEhEx_1	pEhEx_2	pEhEx_3	U2AF84_1	U2AF84_2	U2AF84_3	pEhEx_1	pEhEx_2	pEhEx_3	DE	Regulation
EHI_004800A	-0.0484299907214327	3.13910652121166	0.953440776490335	1	82	86	11	165	63	68	10.6537430595784	11.2939594123269	3.19779209168302	13.3590695178216	7.85419857601178	4.99350101907557	0	UP_pEhEx_DOWN_U2AF84
EHI_004810A	0.118529163149653	6.17807021169395	0.909015539337853	1	841	799	38	1081	714	424	109.265828208602	104.928762447083	11.046918134905	87.5221463561525	89.0142505281334	31.1359475307065	0	DOWN_pEhEx_UP_U2AF84
EHI_004820A	0.833962432303568	5.2446852576241	0.393680225257795	1	127	144	378	266	202	471	16.5003093727616	18.9108157601752	109.887764605107	21.5364393438821	25.1833033707044	34.5873379409499	0	DOWN_pEhEx_UP_U2AF84
EHI_004830A	-0.0284282259442581	4.30004526276857	0.971429262692335	1	143	155	65	212	157	303	18.5790885063379	20.3553919640775	18.8960441781269	17.1643802289587	19.573161530696	22.2504530702926	0	UP_pEhEx_DOWN_U2AF84
EHI_004840A	0.391480081741173	7.6518322196166	0.692016321902209	1	588	673	1787	1463	1494	2951	76.3951331589278	88.3817986569301	519.495860712505	118.450416391352	186.256709088279	216.703257460177	0	DOWN_pEhEx_UP_U2AF84
EHI_004850A	1.56789241574992	3.48223263371279	0.381779506066734	1	10	4	165	20	6	195	1.29923695848517	0.525300437782645	47.9668813752452	1.61928115367535	0.748018912001121	14.3195985105844	0	DOWN_pEhEx_UP_U2AF84
EHI_004860A	-0.648717710106727	5.30074776126008	0.39189636420061	1	271	295	60	709	431	442	35.209321574948	38.7409072864701	17.442502318271	57.4035168977911	53.7326918454139	32.4577566239912	0	UP_pEhEx_DOWN_U2AF84
EHI_004870A	-0.231478948333589	0.827218010026473	0.743488303195779	1	13	14	2	30	11	17	1.68900804603072	1.83855153223926	0.581416743942367	2.42892173051302	1.37136800533539	1.24837525476889	0	UP_pEhEx_DOWN_U2AF84
EHI_004880A	-0.7088121665727	5.43966828611715	0.321888218597709	1	223	236	132	474	496	823	28.9729841742192	30.9927258291761	38.3735051001962	38.3769633421057	61.8362300587594	60.4360490985176	0	UP_pEhEx_DOWN_U2AF84
EHI_004900A	-0.0976475591067231	2.18756858166086	0.904385174953978	1	42	31	10	40	42	68	5.4567952256377	4.0710783928155	2.90708371971183	3.23856230735069	5.23613238400785	4.99350101907557	0	UP_pEhEx_DOWN_U2AF84
EHI_004930A	-0.370674530220945	2.72858527178055	0.680175459089583	1	26	85	7	104	77	50	3.37801609206143	11.1626343028812	2.03495860379828	8.42026199911181	9.59957603734773	3.67169192579086	0	UP_pEhEx_DOWN_U2AF84
EHI_004940A	-0.0457785393943332	3.32726334116874	0.963851042125821	1	81	104	16	164	116	30	10.5238193637298	13.6578113823488	4.65133395153893	13.2781054601378	14.461698965355	2.20301515547452	0	UP_pEhEx_DOWN_U2AF84
EHI_004960A	0.518004738636779	4.0344756540205	0.538192626190529	1	155	177	47	229	135	62	20.1381728565201	23.2445443718821	13.6632934826456	18.5407692095827	16.8304255200252	4.55289798798067	0	DOWN_pEhEx_UP_U2AF84
EHI_004970A	1.64106044292869	6.55876810688558	0.099778112230983	1	491	355	1092	638	246	745	63.7925346616217	46.6204138532098	317.453542192532	51.6550688022436	30.668775392046	54.7082096942838	0	DOWN_pEhEx_UP_U2AF84
EHI_004980A	0.730707209788502	2.86717055438587	0.590325617880015	1	22	8	79	23	14	169	2.85832130866737	1.05060087556529	22.9659613857235	1.86217332672665	1.74537746133595	12.4103187091731	0	DOWN_pEhEx_UP_U2AF84
EHI_004990A	0.128635566966624	3.08974066641826	0.879597358215791	1	35	41	56	56	59	161	4.54732935469808	5.38432948727212	16.2796688303863	4.53398723029097	7.35551930134436	11.8228480010466	0	DOWN_pEhEx_UP_U2AF84
EHI_005000A	-0.375782668076187	1.8072745105369	0.609309592806955	1	15	20	14	37	38	45	1.94885543772775	2.62650218891323	4.06991720759657	2.99567013429939	4.73745310934044	3.30452273321178	0	UP_pEhEx_DOWN_U2AF84
EHI_005010A	-0.592490561760349	4.14232158947697	0.477385553734218	1	57	70	87	198	190	314	7.40565066336545	9.19275766119629	25.2916283614929	16.0308834213859	23.6872655467022	23.0582252939666	0	UP_pEhEx_DOWN_U2AF84
EHI_005020A	-1.09613913078496	6.66407643983492	0.154863699651896	1	478	612	175	1570	1609	1170	62.1035266155909	80.3709669807447	50.8739650949571	127.113570563515	200.593738234967	85.9175910635062	0	UP_pEhEx_DOWN_U2AF84
EHI_005040A	-1.07666052339808	0.860616227084335	0.208905481675184	1	7	4	6	15	18	39	0.909465870939616	0.525300437782645	1.7442502318271	1.21446086525651	2.24405673600336	2.86391970211687	0	UP_pEhEx_DOWN_U2AF84
EHI_005060A	-0.58280605282889	5.96752517001949	0.418411039174939	1	342	421	172	729	801	891	44.4339039801927	55.2878710766234	50.0018399790435	59.0227980514664	99.8605247521497	65.4295501175932	0	UP_pEhEx_DOWN_U2AF84
EHI_005070A	-0.134309657374799	4.45780139734222	0.898511806923766	1	57	63	161	174	154	476	7.40565066336545	8.27348189507666	46.8040478873605	14.0877460369755	19.1991520746955	34.954507133529	0	UP_pEhEx_DOWN_U2AF84
EHI_005080A	0.667637093886165	2.96611728169741	0.345216601801892	1	66	62	39	83	58	50	8.57496392600209	8.142156785631	11.3376265068761	6.72001678775269	7.23084948267751	3.67169192579086	0	DOWN_pEhEx_UP_U2AF84
EHI_005100A	-1.54617217884946	3.17311139143866	0.0381737932922165	1	33	34	16	108	86	268	4.28748196300105	4.46505372115249	4.65133395153893	8.74411822984688	10.7216044053494	19.680268722239	0	UP_pEhEx_DOWN_U2AF84
EHI_005120A	0.407693415391971	0.923380789030375	0.571058118416909	1	12	9	11	14	9	27	1.5590843501822	1.18192598501095	3.19779209168302	1.13349680757274	1.12202836800168	1.98271363992707	0	DOWN_pEhEx_UP_U2AF84
EHI_005130A	-0.295700944158359	3.42366167108778	0.673044522604892	1	90	81	20	142	87	169	11.6931326263665	10.6373338650986	5.81416743942366	11.496896191095	10.8462742240163	12.4103187091731	0	UP_pEhEx_DOWN_U2AF84
EHI_005140A	-0.0626043022510967	4.83819773706572	0.948006860444295	1	231	305	45	355	407	103	30.0123737410073	40.0541583809267	13.0818767387032	28.7422404777374	50.7406161974094	7.56368536712917	0	UP_pEhEx_DOWN_U2AF84
EHI_005150A	-0.394502825046101	7.09492810839643	0.729154038882973	1	1223	1330	69	2736	1748	349	158.896680022736	174.66239556273	20.0588776660116	221.517661822788	217.92284302966	25.6284096420202	0	UP_pEhEx_DOWN_U2AF84
EHI_005460A	-0.0440719722960744	8.20632535360887	0.952360140002175	1	2876	2522	574	3320	2391	4522	373.660549260334	331.201926021958	166.866605511459	268.800671510108	298.085536432447	332.067817768525	0	UP_pEhEx_DOWN_U2AF84
EHI_005657A	0.529319039501917	0.407294258066998	0.774101837972115	1	9	20	0	12	14	0	1.16931326263665	2.62650218891323	0	0.971568692205208	1.74537746133595	0	0	DOWN_pEhEx_UP_U2AF84
EHI_005860A	-0.481473228563999	1.70159119991114	0.489089943624655	1	18	16	11	40	27	53	2.3386265252733	2.10120175113058	3.19779209168302	3.23856230735069	3.36608510400505	3.89199344133831	0	UP_pEhEx_DOWN_U2AF84
EHI_005870A	-0.0622178760349543	4.72034354396205	0.955048500415863	1	262	308	7	379	321	128	34.0400083123114	40.4481337092637	2.03495860379828	30.6853778621478	40.01901179206	9.3995313300246	0	UP_pEhEx_DOWN_U2AF84
EHI_005890A	0.449917051652816	10.3413781431857	0.737403834789374	1	17190	16858	158	19395	12304	2523	2233.388331636	2213.87869503496	45.931922771447	1570.29789877667	1533.93744887697	185.273574575407	0	DOWN_pEhEx_UP_U2AF84
EHI_005900A	-0.248210637261445	1.97517017677342	0.729222172360492	1	27	32	8	50	34	52	3.50793978790995	4.20240350226116	2.32566697576947	4.04820288418837	4.23877383467302	3.8185596028225	0	UP_pEhEx_DOWN_U2AF84
EHI_005910A	0.316631984168822	4.85026198402564	0.801292986074596	1	350	327	23	526	260	20	45.4732935469808	42.9433107887313	6.68629255533722	42.5870943416616	32.4141528533819	1.46867677031634	0	DOWN_pEhEx_UP_U2AF84
EHI_005940A	0.11622510712495	2.93415797604521	0.924046859873544	1	79	90	3	137	38	75	10.2639719720328	11.8192598501095	0.87212511591355	11.0920759026761	4.73745310934044	5.50753788868629	0	DOWN_pEhEx_UP_U2AF84
EHI_005950A	-0.560394772222453	4.38907489195271	0.476022129840112	1	153	170	27	310	258	230	19.878325464823	22.3252686057624	7.84912604322195	25.0988578819679	32.1648132160482	16.889782858638	0	UP_pEhEx_DOWN_U2AF84
EHI_005960A	2.09858184074073	5.28495891654687	0.254364971647855	1	17	13	638	36	52	473	2.20870282942478	1.7072264227936	185.471941317615	2.91470607661563	6.48283057067639	34.7342056179815	0	DOWN_pEhEx_UP_U2AF84
EHI_005970A	0.922406931332823	11.0948476013577	0.315068035047513	1	11448	9448	20164	12691	7773	34528	1487.36647007382	1240.75963404261	5861.84361242694	1027.51485606469	969.058500497453	2535.52357627414	0	DOWN_pEhEx_UP_U2AF84
EHI_006010A	0.230847493219934	3.86909143557577	0.789780522446755	1	137	176	19	204	124	106	17.7995463312468	23.1132192624364	5.52345906745248	16.5166677674885	15.4590575146898	7.78398688267663	0	DOWN_pEhEx_UP_U2AF84
EHI_006020A	0.766087436527807	1.60107879384395	0.490807590495045	1	23	7	24	17	3	61	2.98824500451588	0.919275766119629	6.9770009273084	1.37638898062405	0.374009456000561	4.47946414946485	0	DOWN_pEhEx_UP_U2AF84
EHI_006030A	-0.280523659504555	2.802089190637	0.708988253784346	1	49	63	12	120	61	67	6.36626109657731	8.27348189507666	3.4885004636542	9.71568692205208	7.60485893867807	4.92006718055975	0	UP_pEhEx_DOWN_U2AF84
EHI_006040A	0.10063183897652	3.58281957772311	0.942161854742349	1	43	18	99	33	12	407	5.58671892148621	2.3638519700219	28.7801288251471	2.67181390356432	1.49603782400224	29.8875722759376	0	DOWN_pEhEx_UP_U2AF84
EHI_006050A	0.323833887612958	5.00157545301862	0.690482355039681	1	183	177	204	264	157	596	23.7760363402785	23.2445443718821	59.3045078821214	21.3745112285146	19.573161530696	43.7665677554271	0	DOWN_pEhEx_UP_U2AF84
EHI_006060A	-0.733318516626698	1.65041348348188	0.288150567366879	1	17	21	5	33	29	63	2.20870282942478	2.75782729835889	1.45354185985592	2.67181390356432	3.61542474133875	4.62633182649649	0	UP_pEhEx_DOWN_U2AF84
EHI_006070A	-0.0788583213484136	7.41305505378624	0.9223829790749	1	1375	1584	378	2607	1893	1056	178.64508179171	208.018973361928	109.887764605107	211.073298381582	235.999966736354	77.546133472703	0	UP_pEhEx_DOWN_U2AF84
EHI_006100A	1.4891682899317	3.60067220384888	0.471754259703042	1	10	2	178	5	4	245	1.29923695848517	0.262650218891323	51.7460902108706	0.404820288418837	0.498679274667414	17.9912904363752	0	DOWN_pEhEx_UP_U2AF84
EHI_006130A	0.386581968707384	2.00207542364637	0.607951931325194	1	31	30	17	51	33	22	4.02763457130401	3.93975328336984	4.94204232351012	4.12916694187214	4.11410401600617	1.61554444734798	0	DOWN_pEhEx_UP_U2AF84
EHI_006150A	0.309524179507264	1.88071712117585	0.768362085143057	1	35	47	2	52	26	25	4.54732935469808	6.17228014394608	0.581416743942367	4.2101309995559	3.24141528533819	1.83584596289543	0	DOWN_pEhEx_UP_U2AF84
EHI_006160A	-0.810750273154699	3.38355963717392	0.237778472134439	1	55	55	27	164	82	210	7.14580327166841	7.22288101951137	7.84912604322195	13.2781054601378	10.222925130682	15.4211060883216	0	UP_pEhEx_DOWN_U2AF84
EHI_006170A	1.10998066242889	5.69877001835071	0.356868540264219	1	86	117	640	250	335	495	11.1734378429724	15.3650378051424	186.053358061557	20.2410144209418	41.7643892533959	36.3497500653295	0	DOWN_pEhEx_UP_U2AF84
EHI_006190A	0.863180269427321	4.51819136065102	0.358816253431397	1	109	97	211	142	92	345	14.1616828474883	12.7385356162292	61.3394664859197	11.496896191095	11.4696233173505	25.3346742879569	0	DOWN_pEhEx_UP_U2AF84
EHI_006200A	0.870061725495969	2.14170029681901	0.568849658925456	1	78	39	3	60	0	54	10.1340482761843	5.12167926838079	0.87212511591355	4.85784346102604	0	3.96542727985413	0	DOWN_pEhEx_UP_U2AF84
EHI_006550A	0.149420372958753	2.59098493985158	0.905535770241428	1	66	64	4	104	59	10	8.57496392600209	8.40480700452233	1.16283348788473	8.42026199911181	7.35551930134436	0.734338385158172	0	DOWN_pEhEx_UP_U2AF84
EHI_006670A	0.0159076317331886	7.42463959577	0.986749010133001	1	1703	1956	135	2682	1445	1561	221.260054030024	256.871914075714	39.2456302161097	217.145602707864	180.147887973603	114.630221923191	0	DOWN_pEhEx_UP_U2AF84
EHI_006680A	-0.864740276821641	2.03696318838245	0.525947377029986	1	48	14	0	80	60	14	6.2363374007288	1.83855153223926	0	6.47712461470139	7.48018912001121	1.02807373922144	0	UP_pEhEx_DOWN_U2AF84
EHI_006700A	-0.387762083615281	3.13637254147529	0.741361821146434	1	35	21	52	41	25	308	4.54732935469808	2.75782729835889	15.1168353425015	3.31952636503446	3.11674546667134	22.6176222628717	0	UP_pEhEx_DOWN_U2AF84
EHI_006710A	0.0545105201197023	2.15048995068546	0.957329108612161	1	15	10	34	28	18	107	1.94885543772775	1.31325109445661	9.88408464702023	2.26699361514549	2.24405673600336	7.85742072119244	0	DOWN_pEhEx_UP_U2AF84
EHI_006720A	-0.114941313131845	1.78502546565567	0.898996526963577	1	32	33	2	46	34	29	4.15755826715253	4.33372861170682	0.581416743942367	3.7243466534533	4.23877383467302	2.1295813169587	0	UP_pEhEx_DOWN_U2AF84
EHI_006730A	0.686217658514427	2.43568920083686	0.559771320563978	1	72	65	4	81	39	7	9.35450610109319	8.53613211396799	1.16283348788473	6.55808867238516	4.86212292800729	0.514036869610721	0	DOWN_pEhEx_UP_U2AF84
EHI_006740A	0.350134543331592	0.316244636218783	0.776912770151552	1	13	10	1	18	6	7	1.68900804603072	1.31325109445661	0.290708371971183	1.45735303830781	0.748018912001121	0.514036869610721	0	DOWN_pEhEx_UP_U2AF84
EHI_006760A	0.127940231226915	0.0952460751488713	0.999999999999998	1	8	11	0	15	5	8	1.03938956678813	1.44457620390227	0	1.21446086525651	0.623349093334268	0.587470708126538	0	DOWN_pEhEx_UP_U2AF84
EHI_006800A	1.0933454794714	2.12941673620487	0.494603071535383	1	6	3	56	10	5	90	0.7795421750911	0.393975328336984	16.2796688303863	0.809640576837674	0.623349093334268	6.60904546642355	0	DOWN_pEhEx_UP_U2AF84
EHI_006810A	-0.981527020174898	6.49123692338338	0.300745558492807	1	254	289	379	699	599	3077	33.0006187455232	37.9529566297961	110.178472977078	56.5938763209534	74.6772213814453	225.95592111317	0	UP_pEhEx_DOWN_U2AF84
EHI_006830A	0.501036623586555	3.55813760226966	0.611717375638348	1	149	132	13	195	79	42	19.358630681429	17.3349144468273	3.77920883562538	15.7879912483346	9.84891567468143	3.08422121766432	0	DOWN_pEhEx_UP_U2AF84
EHI_006840A	-0.784290119794267	5.11365624225874	0.363969206703939	1	181	260	62	521	592	199	23.5161889485815	34.1445284558719	18.0239190622134	42.1822740532428	73.8045326507773	14.6133338646476	0	UP_pEhEx_DOWN_U2AF84
EHI_006850A	-1.68411383980006	2.32869815731363	0.0406097075616286	1	20	16	7	61	105	53	2.59847391697033	2.10120175113058	2.03495860379828	4.93880751870981	13.0903309600196	3.89199344133831	0	UP_pEhEx_DOWN_U2AF84
EHI_006860A	-0.00224768420675411	10.5668647399592	0.997598623034385	1	14796	14857	2314	18866	14098	17273	1922.35100377465	1951.09715103419	672.699172741318	1527.46791226196	1757.5951035653	1268.42269268371	0	UP_pEhEx_DOWN_U2AF84
EHI_006880A	0.593615143800632	3.53755631188067	0.45914197663233	1	49	85	82	106	64	145	6.36626109657731	11.1626343028812	23.838086501637	8.58219011447934	7.97886839467863	10.6479065847935	0	DOWN_pEhEx_UP_U2AF84
EHI_006885A	-0.165574621619941	3.47798081222195	0.898527233187212	1	67	65	47	105	4	348	8.70488762185061	8.53613211396799	13.6632934826456	8.50122605679557	0.498679274667414	25.5549758035044	0	UP_pEhEx_DOWN_U2AF84
EHI_006900A	-0.0590242387764691	4.98968254528903	0.943868962790204	1	136	170	182	354	307	403	17.6696226353983	22.3252686057624	52.9089236987554	28.6612764200536	38.2736343307241	29.5938369218743	0	UP_pEhEx_DOWN_U2AF84
EHI_006920A	0.000288897302933522	1.69438486742355	1	1	28	33	3	47	24	31	3.63786348375846	4.33372861170682	0.87212511591355	3.80531071113707	2.99207564800449	2.27644899399033	0	DOWN_pEhEx_UP_U2AF84
EHI_006930A	0.453489750638659	4.42156297065037	0.58909760611172	1	120	109	151	176	97	372	15.590843501822	14.3144369295771	43.8969641676487	14.2496741523431	12.0929724106848	27.317387927884	0	DOWN_pEhEx_UP_U2AF84
EHI_006940A	-0.0571591936037123	4.8245890903466	0.957426938174258	1	71	92	212	204	186	630	9.22458240524468	12.0819100690008	61.6301748578909	16.5166677674885	23.1885862720348	46.2633182649649	0	UP_pEhEx_DOWN_U2AF84
EHI_006960A	-1.30615921090213	0.911728196460251	0.0527952806087677	1	6	7	4	25	22	30	0.7795421750911	0.919275766119629	1.16283348788473	2.02410144209418	2.74273601067078	2.20301515547452	0	UP_pEhEx_DOWN_U2AF84
EHI_006970A	-1.0978966538886	0.19893677992829	0.213084447082893	1	3	9	0	15	13	13	0.38977108754555	1.18192598501095	0	1.21446086525651	1.6207076426691	0.954639900705624	0	UP_pEhEx_DOWN_U2AF84
EHI_006980A	-0.212565211514887	8.97923705233116	0.800827981715312	1	3986	4994	785	7208	6544	3068	517.875851652187	655.837596571633	228.206071997379	583.588927784595	815.83929335589	225.295016566527	0	UP_pEhEx_DOWN_U2AF84
EHI_007000A	0.29847569163763	4.26093929181003	0.710749115377822	1	198	203	35	262	152	148	25.7248917780063	26.6589972174693	10.1747930189914	21.2125831131471	18.9498124373617	10.8682081003409	0	DOWN_pEhEx_UP_U2AF84
EHI_007020A	0.325779134837006	1.08993858308771	0.711214819487714	1	14	19	7	32	16	7	1.81893174187923	2.49517707946757	2.03495860379828	2.59084984588056	1.99471709866966	0.514036869610721	0	DOWN_pEhEx_UP_U2AF84
EHI_007030A	-0.327274615630212	3.16656077974558	0.63985539980354	1	73	60	20	140	83	103	9.48442979694171	7.87950656673968	5.81416743942366	11.3349680757274	10.3475949493488	7.56368536712917	0	UP_pEhEx_DOWN_U2AF84
EHI_007140A	-0.521659955119884	1.52533461174391	0.550989737996613	1	15	21	6	45	41	9	1.94885543772775	2.75782729835889	1.7442502318271	3.64338259576953	5.111462565341	0.660904546642355	0	UP_pEhEx_DOWN_U2AF84
EHI_007150A	0.437463997971803	3.90535650988012	0.759728825491288	1	180	202	3	225	149	11	23.386265252733	26.5276721080236	0.87212511591355	18.2169129788477	18.5758029813612	0.807772223673989	0	DOWN_pEhEx_UP_U2AF84
EHI_007260A	0.104443510143248	1.15537725175861	0.895404930751568	1	16	12	9	18	25	17	2.07877913357627	1.57590131334794	2.61637534774065	1.45735303830781	3.11674546667134	1.24837525476889	0	DOWN_pEhEx_UP_U2AF84
EHI_007270A	0.13658755111141	1.01489781147785	0.830726798843391	1	13	13	8	29	12	17	1.68900804603072	1.7072264227936	2.32566697576947	2.34795767282925	1.49603782400224	1.24837525476889	0	DOWN_pEhEx_UP_U2AF84
EHI_007310A	0.280154983413159	2.58398201225426	0.731869311305075	1	68	54	10	67	53	50	8.83481131769913	7.09155591006571	2.90708371971183	5.42459186481241	6.60750038934324	3.67169192579086	0	DOWN_pEhEx_UP_U2AF84
EHI_007320A	-0.608667427181851	1.59340372702009	0.596524947949738	1	14	27	4	38	55	3	1.81893174187923	3.54577795503286	1.16283348788473	3.07663419198316	6.85684002667695	0.220301515547452	0	UP_pEhEx_DOWN_U2AF84
EHI_007330A	-0.108800584803072	7.1443159788719	0.914406027556901	1	1407	1468	110	2182	1769	579	182.802640058863	192.785260666231	31.9779209168302	176.66357386598	220.540909221664	42.5181925006582	0	UP_pEhEx_DOWN_U2AF84
EHI_007340A	0.575918653509042	1.34418963252324	0.576325313118512	1	7	6	24	16	15	33	0.909465870939616	0.787950656673968	6.9770009273084	1.29542492294028	1.8700472800028	2.42331667102197	0	DOWN_pEhEx_UP_U2AF84
EHI_007350A	0.179473321256022	9.23027280409213	0.819608296030515	1	6670	6103	842	7372	4974	6432	866.591051309606	801.477142946871	244.776449199736	596.867033244733	620.10767804893	472.326449333736	0	DOWN_pEhEx_UP_U2AF84
EHI_007360A	0.0735891743997501	4.0341128033066	0.951438163917365	1	191	177	5	277	143	95	24.8154259070667	23.2445443718821	1.45354185985592	22.4270439784036	17.8277840693601	6.97621465900264	0	DOWN_pEhEx_UP_U2AF84
EHI_007460A	0.027345288561416	3.35321303836388	0.982204993738438	1	80	91	27	178	94	49	10.3938956678813	11.9505849595552	7.84912604322195	14.4116022677106	11.7189629546842	3.59825808727504	0	DOWN_pEhEx_UP_U2AF84
EHI_007480A	0.103220842593056	3.9119522523282	0.935685178182955	1	139	190	10	241	177	18	18.0593937229438	24.9517707946757	2.90708371971183	19.5123379017879	22.0665579040331	1.32180909328471	0	DOWN_pEhEx_UP_U2AF84
EHI_007490A	-0.0588113026958815	1.42257546492649	0.940185265173495	1	21	20	6	27	28	26	2.72839761281885	2.62650218891323	1.7442502318271	2.18602955746172	3.4907549226719	1.90927980141125	0	UP_pEhEx_DOWN_U2AF84
EHI_007500A	-0.0784046092360626	3.82785124409773	0.918767519756133	1	135	127	22	198	101	197	17.5396989395497	16.678288899599	6.39558418336603	16.0308834213859	12.5916516853522	14.466466187616	0	UP_pEhEx_DOWN_U2AF84
EHI_007510A	0.851715115133313	11.220627580168	0.496523409608789	1	32508	34983	1357	37214	15620	1967	4223.55950464358	4594.14630373757	394.491260764896	3012.99644264372	1947.34256757625	144.444360360612	0	DOWN_pEhEx_UP_U2AF84
