logFC	logCPM	PValue	FDR	CDC5_1	CDC5_2	CDC5_3	pEhEx_1	pEhEx_2	pEhEx_3	CDC5_1	CDC5_2	CDC5_3	pEhEx_1	pEhEx_2	pEhEx_3	DE	Regulation
EHI_079860A	-0.254456555635573	4.77975689639892	0.736575733976816	0.99924385051234	186	235	122	392	295	157	31.3891852312213	32.7711291071475	10.4840827587309	35.2960303305991	41.1306571594466	12.5686885005108	0.08	UP_pEhEx_DOWN_CDC5
EHI_079870A	-0.464529806712041	2.13588419444234	0.506565145049779	0.99924385051234	26	31	22	70	30	50	4.38773556995566	4.32300000987903	1.89057230075475	6.30286255903555	4.18277869418101	4.00276703837923	0.08	UP_pEhEx_DOWN_CDC5
EHI_079880A	0.234626483516853	2.84852860520075	0.739065033553017	0.99924385051234	58	54	63	113	41	42	9.78802550220878	7.53038711398283	5.41391158852496	10.1746209881574	5.71646421538072	3.36232431223856	0.08	DOWN_pEhEx_UP_CDC5
EHI_079890A	-0.923276505559592	3.63077174595993	0.339265694991217	0.99924385051234	27	12	219	92	89	338	4.55649463033857	1.67341935866285	18.8197879029677	8.28376222044673	12.4089101260703	27.0587051794436	0.08	UP_pEhEx_DOWN_CDC5
EHI_079910A	-1.05989770080709	1.09254225155854	0.244842533775338	0.99924385051234	5	19	3	40	17	22	0.84379530191455	2.64958065121618	0.257805313739284	3.60163574802032	2.37024126003591	1.76121749688686	0.08	UP_pEhEx_DOWN_CDC5
EHI_079950A	-0.567714581410431	6.13007264174816	0.574508855775763	0.99924385051234	388	719	36	859	521	1251	65.4785154285691	100.265709906549	3.09366376487141	77.3451276887363	72.6409233222769	100.149231300248	0.08	UP_pEhEx_DOWN_CDC5
EHI_079980A	0.307007225653212	1.92572589212549	0.70132659900493	0.99924385051234	22	19	64	22	10	77	3.71269932842402	2.64958065121618	5.49984669310473	1.98089966141117	1.394259564727	6.16426123910402	0.08	DOWN_pEhEx_UP_CDC5
EHI_079990A	0.41826344194956	0.935287767018119	0.700760008860151	0.99924385051234	13	23	6	29	11	3	2.19386778497783	3.2073871041038	0.515610627478568	2.61118591731473	1.53368552119971	0.240166022302754	0.08	DOWN_pEhEx_UP_CDC5
EHI_080000A	-1.31057517672158	3.20860822019777	0.165474648649431	0.99924385051234	27	19	96	44	42	358	4.55649463033857	2.64958065121618	8.24977003965709	3.96179932282235	5.85589017185342	28.6598119947953	0.08	UP_pEhEx_DOWN_CDC5
EHI_080200A	1.07541846392324	4.25774034863631	0.116845446193315	0.99924385051234	129	91	494	141	72	172	21.7699187893954	12.6900968031933	42.4519416624021	12.6957660117716	10.0386688660344	13.7695186120246	0.08	DOWN_pEhEx_UP_CDC5
EHI_080220A	-0.548719087431873	1.09386972005832	0.57841671989026	0.99924385051234	10	20	3	34	10	29	1.6875906038291	2.78903226443809	0.257805313739284	3.06139038581727	1.394259564727	2.32160488225996	0.08	UP_pEhEx_DOWN_CDC5
EHI_080250A	0.659828255448243	3.2295068544272	0.301475218889639	0.99924385051234	70	57	162	68	41	118	11.8131342268037	7.94874195364855	13.9214869419213	6.12278077163454	5.71646421538072	9.44653021057499	0.08	DOWN_pEhEx_UP_CDC5
EHI_080270A	0.468793812563664	0.569975524413216	0.484378912410674	0.99924385051234	9	10	18	9	4	22	1.51883154344619	1.39451613221904	1.5468318824357	0.810368043304571	0.557703825890802	1.76121749688686	0.08	DOWN_pEhEx_UP_CDC5
EHI_080580A	-1.50219555348348	1.99934909128599	0.239660480986602	0.99924385051234	8	6	42	15	3	185	1.35007248306328	0.836709679331426	3.60927439234998	1.35061340550762	0.418277869418101	14.8102380420032	0.08	UP_pEhEx_DOWN_CDC5
EHI_080720A	0.283111337272565	5.0923280796711	0.650622391604542	0.99924385051234	249	273	368	318	126	568	42.0210060353446	38.0702904095799	31.6241184853522	28.6330041967615	17.5676705155603	45.4714335559881	0.08	DOWN_pEhEx_UP_CDC5
EHI_080730A	-1.23974826430752	5.13437386047299	0.122270284913095	0.99924385051234	144	239	55	466	273	837	24.301304695139	33.3289355600351	4.72643075188687	41.9590564644367	38.0632861170472	67.0063202224684	0.08	UP_pEhEx_DOWN_CDC5
EHI_080740A	-0.733580702664201	2.57871905368491	0.516433482767227	0.99924385051234	23	55	17	105	84	6	3.88145838880693	7.66983872720474	1.46089677785594	9.45429383855333	11.7117803437068	0.480332044605508	0.08	UP_pEhEx_DOWN_CDC5
EHI_080850A	0.827526075782276	0.970125151730122	0.336694398037011	0.99924385051234	19	12	22	26	8	4	3.20642214727529	1.67341935866285	1.89057230075475	2.34106323621321	1.1154076517816	0.320221363070339	0.08	DOWN_pEhEx_UP_CDC5
EHI_080860A	1.17744229144629	2.42713353221297	0.18608411693935	0.99924385051234	32	26	144	36	39	11	5.40028993225312	3.62574194376951	12.3746550594856	3.24147217321828	5.43761230243532	0.880608748443432	0.08	DOWN_pEhEx_UP_CDC5
EHI_080870A	0.160259198090973	1.23088508181292	0.833862709654606	0.99924385051234	13	12	33	24	16	21	2.19386778497783	1.67341935866285	2.83585845113212	2.16098144881219	2.23081530356321	1.68116215611928	0.08	DOWN_pEhEx_UP_CDC5
EHI_080880A	0.662106288629866	4.36236799158515	0.430929439035447	0.99924385051234	193	199	170	238	163	40	32.5704986539016	27.750871031159	14.6089677785594	21.4297327007209	22.7264309050502	3.20221363070339	0.08	DOWN_pEhEx_UP_CDC5
EHI_080890A	-0.579237777368197	4.92422006277389	0.465232485048283	0.99924385051234	226	206	67	337	361	346	38.1395476465377	28.7270323237123	5.75765200684401	30.3437811770712	50.3327702866449	27.6991479055843	0.08	UP_pEhEx_DOWN_CDC5
EHI_081120A	0.380800175507169	4.73817732035913	0.568930507449157	0.99924385051234	173	122	507	310	198	169	29.1953174462434	17.0130968130723	43.569098021939	27.9126770471574	27.6063393815947	13.5293525897218	0.08	DOWN_pEhEx_UP_CDC5
EHI_081270A	-0.688319431285532	2.05807736296419	0.445846518279047	0.99924385051234	21	9	49	26	15	126	3.54394026804111	1.25506451899714	4.2108201244083	2.34106323621321	2.09138934709051	10.0869729367157	0.08	UP_pEhEx_DOWN_CDC5
EHI_081280A	-0.256705968851349	1.49011777311057	0.774865986145915	0.99924385051234	17	22	14	42	30	7	2.86890402650947	3.06793549088189	1.20309146411666	3.78171753542133	4.18277869418101	0.560387385373093	0.08	UP_pEhEx_DOWN_CDC5
EHI_081300A	-0.410054806656353	1.04841073804405	0.703215355168169	0.99924385051234	4	5	38	11	5	57	0.67503624153164	0.697258066109522	3.26553397403093	0.990449830705587	0.697129782363502	4.56315442375233	0.08	UP_pEhEx_DOWN_CDC5
EHI_081340A	0.212562993608216	2.38009520247953	0.765467459636486	0.99924385051234	26	36	77	71	39	26	4.38773556995566	5.02025807598856	6.61700305264162	6.39290345273606	5.43761230243532	2.0814388599572	0.08	DOWN_pEhEx_UP_CDC5
EHI_081360A	-1.54562683990654	1.29853204339593	0.228508434435117	0.99924385051234	8	2	20	7	3	110	1.35007248306328	0.278903226443809	1.71870209159523	0.630286255903555	0.418277869418101	8.80608748443432	0.08	UP_pEhEx_DOWN_CDC5
EHI_081370A	0.540477504277855	9.31690386306924	0.336896273920494	0.99924385051234	3930	4310	11666	6627	3511	5900	663.223107304837	601.036452986408	1002.5189300275	596.701002553266	489.524533175651	472.32651052875	0.08	DOWN_pEhEx_UP_CDC5
EHI_081380A	0.689196821419303	3.25491540461648	0.538752874691068	0.99924385051234	72	135	43	132	66	5	12.1506523475695	18.8259677849571	3.69520949692974	11.885397968467	9.20211312719823	0.400276703837923	0.08	DOWN_pEhEx_UP_CDC5
EHI_081410A	0.311935022183338	11.0818870201645	0.651594696742368	0.99924385051234	19649	22590	8569	23839	12135	24527	3315.9467774638	3150.21194268282	736.377911143975	2146.48486492641	1691.93398179622	1963.51734300655	0.08	DOWN_pEhEx_UP_CDC5
EHI_081630A	0.711805796520468	10.3913890134325	0.229010013757747	0.99924385051234	8447	7712	29114	10173	8041	12710	1425.50778305444	1075.45084116733	2501.91463473517	915.986011615267	1121.12411599698	1017.503381156	0.08	DOWN_pEhEx_UP_CDC5
EHI_081660A	0.940692958065958	3.13630492285611	0.23901080184572	0.99924385051234	59	41	211	50	19	130	9.95678456259169	5.71751614209808	18.1323070663296	4.50204468502539	2.64909317298131	10.407194299786	0.08	DOWN_pEhEx_UP_CDC5
EHI_081690A	-1.12644256058739	4.32373301129864	0.19493829147659	0.99924385051234	70	163	33	348	267	162	11.8131342268037	22.7306129551704	2.83585845113212	31.3342310077767	37.226730378211	12.9689652043487	0.08	UP_pEhEx_DOWN_CDC5
EHI_081710A	-0.947022981450532	1.13572396222729	0.258843013584196	0.99924385051234	10	9	13	22	6	61	1.6875906038291	1.25506451899714	1.1171563595369	1.98089966141117	0.836555738836203	4.88337578682267	0.08	UP_pEhEx_DOWN_CDC5
EHI_081740A	-0.535455510402306	2.87579540123166	0.404694844059499	0.99924385051234	23	38	95	83	59	120	3.88145838880693	5.29916130243236	8.16383493507733	7.47339417714215	8.22613143188933	9.60664089211016	0.08	UP_pEhEx_DOWN_CDC5
EHI_081760A	0.332652818862956	-0.0962057509748334	0.74889573550295	0.99924385051234	6	8	4	10	7	1	1.01255436229746	1.11561290577523	0.343740418319045	0.900408937005079	0.975981695308903	0.0800553407675847	0.08	DOWN_pEhEx_UP_CDC5
EHI_081770A	0.576146949941834	5.31327502283288	0.337735725564995	0.99924385051234	245	323	647	453	252	242	41.345969793813	45.0428710706751	55.6000126631056	40.7885248463301	35.1353410311205	19.3733924657555	0.08	DOWN_pEhEx_UP_CDC5
EHI_081790A	0.254247724958302	3.49215133829099	0.788788109554161	0.99924385051234	73	141	48	170	94	23	12.3194114079524	19.6626774642885	4.12488501982854	15.3069519290863	13.1060399084338	1.84127283765445	0.08	DOWN_pEhEx_UP_CDC5
EHI_081920A	-0.204953065337914	0.28636982603887	0.864056843175524	0.99924385051234	4	13	4	18	10	3	0.67503624153164	1.81287097188476	0.343740418319045	1.62073608660914	1.394259564727	0.240166022302754	0.08	UP_pEhEx_DOWN_CDC5
EHI_082050A	0.831544840037336	0.69103432598878	0.401646566266987	0.99924385051234	7	10	32	19	9	1	1.18131342268037	1.39451613221904	2.74992334655236	1.71077698030965	1.2548336082543	0.0800553407675847	0.08	DOWN_pEhEx_UP_CDC5
EHI_082080A	-0.570812453375804	2.52615264656833	0.463964428180206	0.99924385051234	32	46	19	78	66	46	5.40028993225312	6.4147742082076	1.63276698701547	7.02318970863961	9.20211312719823	3.6825456753089	0.08	UP_pEhEx_DOWN_CDC5
EHI_082230A	0.53926001838063	4.41707076991819	0.45514131548456	0.99924385051234	89	144	465	232	163	102	15.019556374079	20.0810323039542	39.959823629589	20.8894873385178	22.7264309050502	8.16564475829364	0.08	DOWN_pEhEx_UP_CDC5
EHI_082240A	-0.921337940685004	1.21485848095903	0.297642440864937	0.99924385051234	7	18	8	42	26	11	1.18131342268037	2.51012903799428	0.687480836638091	3.78171753542133	3.62507486829021	0.880608748443432	0.08	UP_pEhEx_DOWN_CDC5
EHI_082270A	-1.46112865297222	3.95526224973315	0.374608991773102	0.99924385051234	11	125	60	281	302	0	1.85634966421201	17.431451652738	5.15610627478568	25.3014911298427	42.1066388547555	0	0.08	UP_pEhEx_DOWN_CDC5
EHI_082380A	0.30172238600153	7.45534151652587	0.71595456708366	0.99924385051234	1444	1950	758	2081	1708	570	243.688083192922	271.930645782713	65.1388092714591	187.375099790757	238.139533655372	45.6315442375233	0.08	DOWN_pEhEx_UP_CDC5
EHI_082490A	0.406308758800069	4.9721932077749	0.562721035815782	0.99924385051234	288	304	183	372	233	181	48.6026093902781	42.3932904194589	15.7261241380963	33.4952124565889	32.4862478581392	14.4900166789328	0.08	DOWN_pEhEx_UP_CDC5
EHI_082500A	1.0230058096077	2.15535205979929	0.175090612114801	0.99924385051234	30	29	92	41	26	14	5.0627718114873	4.04409678343522	7.90602962133804	3.69167664172082	3.62507486829021	1.12077477074619	0.08	DOWN_pEhEx_UP_CDC5
EHI_082510A	0.379075987513054	0.318606905815584	0.738312451805054	0.99924385051234	7	16	2	19	6	2	1.18131342268037	2.23122581155047	0.171870209159523	1.71077698030965	0.836555738836203	0.160110681535169	0.08	DOWN_pEhEx_UP_CDC5
EHI_082530A	-0.548107649527851	3.9388070092103	0.512806257587018	0.99924385051234	81	142	40	243	174	97	13.6694838910157	19.8021290775104	3.43740418319045	21.8799371692234	24.2601164262499	7.76536805445572	0.08	UP_pEhEx_DOWN_CDC5
EHI_082540A	0.351123958682815	3.64102856881135	0.699431571221237	0.99924385051234	95	155	43	224	62	44	16.0321107363765	21.6150000493952	3.69520949692974	20.1691601889138	8.64440930130743	3.52243499377373	0.08	DOWN_pEhEx_UP_CDC5
EHI_082580A	1.29417366924917	0.832606012342182	0.123967050341859	0.99924385051234	17	11	27	15	9	2	2.86890402650947	1.53396774544095	2.32024782365356	1.35061340550762	1.2548336082543	0.160110681535169	0.08	DOWN_pEhEx_UP_CDC5
EHI_082590A	0.25637800026987	2.39079261628285	0.845726494961839	0.99924385051234	14	89	20	55	62	3	2.36262684536074	12.4111935767495	1.71870209159523	4.95224915352793	8.64440930130743	0.240166022302754	0.08	DOWN_pEhEx_UP_CDC5
EHI_082600A	-0.537381957482558	1.98037923322535	0.493979233464587	0.99924385051234	18	22	35	28	16	105	3.03766308689238	3.06793549088189	3.00772866029165	2.52114502361422	2.23081530356321	8.40581078059639	0.08	UP_pEhEx_DOWN_CDC5
EHI_083100A	-2.47125087612046	2.19674447536847	0.127227150427164	0.99924385051234	3	3	35	70	115	0	0.50627718114873	0.418354839665713	3.00772866029165	6.30286255903555	16.0339849943606	0	0.08	UP_pEhEx_DOWN_CDC5
EHI_083110A	0.13722164875968	2.22426527456492	0.824609431854727	0.99924385051234	30	38	43	54	27	51	5.0627718114873	5.29916130243236	3.69520949692974	4.86220825982743	3.76450082476291	4.08282237914682	0.08	DOWN_pEhEx_UP_CDC5
EHI_083120A	0.573469067183443	1.93302494107711	0.455502488798591	0.99924385051234	14	17	94	27	19	45	2.36262684536074	2.37067742477237	8.07789983049757	2.43110412991371	2.64909317298131	3.60249033454131	0.08	DOWN_pEhEx_UP_CDC5
EHI_083140A	-2.55134066207054	2.03979430253606	0.281040261156414	0.99924385051234	0	0	39	27	127	0	0	0	3.35146907861069	2.43110412991371	17.707096472033	0	0.08	UP_pEhEx_DOWN_CDC5
EHI_083260A	-0.88999237321	3.52915124081792	0.191182999984517	0.99924385051234	43	80	63	185	137	105	7.25663959646513	11.1561290577523	5.41391158852496	16.657565334594	19.10135603676	8.40581078059639	0.08	UP_pEhEx_DOWN_CDC5
EHI_083270A	-0.697518143940126	8.2019056519302	0.485732430806716	0.99924385051234	353	586	6190	5365	3660	1233	59.5719483151672	81.7186453480359	531.938297348723	483.069394703225	510.299000690084	98.7082351664319	0.08	UP_pEhEx_DOWN_CDC5
EHI_083400A	1.28346285440111	5.70974474437091	0.0858488259236224	0.99924385051234	496	671	518	488	270	119	83.7044939499234	93.5720324718978	44.5143841723164	43.9399561258478	37.6450082476291	9.52658555134258	0.08	DOWN_pEhEx_UP_CDC5
EHI_083410A	-0.697518143940126	8.2019056519302	0.485732430806716	0.99924385051234	353	586	6190	5365	3660	1233	59.5719483151672	81.7186453480359	531.938297348723	483.069394703225	510.299000690084	98.7082351664319	0.08	UP_pEhEx_DOWN_CDC5
EHI_083430A	0.790228664759692	4.32898016566721	0.420789464342906	0.99924385051234	163	224	197	226	160	14	27.5077268424143	31.2371613617066	16.929215602213	20.3492419763148	22.3081530356321	1.12077477074619	0.08	DOWN_pEhEx_UP_CDC5
EHI_083440A	-0.381743951427561	0.00119611640022475	0.656076268170839	0.99924385051234	3	8	5	13	8	5	0.50627718114873	1.11561290577523	0.429675522898807	1.1705316181066	1.1154076517816	0.400276703837923	0.08	UP_pEhEx_DOWN_CDC5
EHI_083450A	0.676546092770952	0.16796670424149	0.410697297971351	0.99924385051234	6	8	14	9	8	3	1.01255436229746	1.11561290577523	1.20309146411666	0.810368043304571	1.1154076517816	0.240166022302754	0.08	DOWN_pEhEx_UP_CDC5
EHI_083460A	-0.369337615174919	3.07506357266166	0.589827572975392	0.99924385051234	58	58	43	77	84	114	9.78802550220878	8.08819356687045	3.69520949692974	6.93314881493911	11.7117803437068	9.12630884750465	0.08	UP_pEhEx_DOWN_CDC5
EHI_083560A	-0.431038008760119	5.15692171769392	0.777043871583843	0.99924385051234	297	291	0	299	469	374	50.1214409337243	40.5804194475742	0	26.9222272164519	65.3907735856965	29.9406974470767	0.08	UP_pEhEx_DOWN_CDC5
EHI_083580A	-0.330704899624229	4.59120084803206	0.632585095432201	0.99924385051234	80	85	442	225	214	372	13.5007248306328	11.8533871238619	37.9833162242545	20.2592010826143	29.8371546851579	29.7805867655415	0.08	UP_pEhEx_DOWN_CDC5
EHI_083590A	-0.881692765503748	8.31129391419674	0.294059555486408	0.99924385051234	1615	2597	412	3915	3781	4433	272.5458825184	362.155839537285	35.4052630868617	352.510098837488	527.169541423281	354.885325622703	0.08	UP_pEhEx_DOWN_CDC5
EHI_083600A	-1.18947653833371	5.6775125845866	0.223603684812376	0.99924385051234	117	124	652	243	158	2105	19.7448100648005	17.2920000395161	56.0296881860044	21.8799371692234	22.0293011226867	168.516492315766	0.08	UP_pEhEx_DOWN_CDC5
EHI_083630A	-0.836305489041468	1.30415153226315	0.423253141929303	0.99924385051234	11	5	26	11	6	84	1.85634966421201	0.697258066109522	2.23431271907379	0.990449830705587	0.836555738836203	6.72464862447711	0.08	UP_pEhEx_DOWN_CDC5
EHI_083650A	-1.22468569543819	0.39436741212438	0.0791751996955384	0.99924385051234	3	6	7	14	10	24	0.50627718114873	0.836709679331426	0.601545732058329	1.26057251180711	1.394259564727	1.92132817842203	0.08	UP_pEhEx_DOWN_CDC5
EHI_083660A	-1.35103623935605	0.995738351848519	0.117177328539915	0.99924385051234	4	15	3	33	19	25	0.67503624153164	2.09177419832856	0.257805313739284	2.97134949211676	2.64909317298131	2.00138351918962	0.08	UP_pEhEx_DOWN_CDC5
EHI_084660A	1.2862274170868	3.45515781287492	0.183590885894551	0.99924385051234	104	126	125	96	69	7	17.5509422798226	17.5709032659599	10.7418880724702	8.64392579524876	9.62039099661633	0.560387385373093	0.08	DOWN_pEhEx_UP_CDC5
EHI_084670A	0.232632404639222	2.40881320838308	0.723537688031568	0.99924385051234	38	44	47	68	25	55	6.41284429455058	6.13587098176379	4.03894991524878	6.12278077163454	3.48564891181751	4.40304374221716	0.08	DOWN_pEhEx_UP_CDC5
EHI_084680A	0.910480405045817	2.23339683903482	0.224618069634367	0.99924385051234	40	43	57	56	23	14	6.7503624153164	5.99641936854189	4.8983009610464	5.04229004722844	3.20679699887211	1.12077477074619	0.08	DOWN_pEhEx_UP_CDC5
EHI_084690A	-0.166539154331519	3.3621448788227	0.811663156464217	0.99924385051234	79	79	49	112	75	142	13.3319657702499	11.0166774445304	4.2108201244083	10.0845800944569	10.4569467354525	11.367858388997	0.08	UP_pEhEx_DOWN_CDC5
EHI_084700A	-0.229070735156259	3.54074773246186	0.722782710057685	0.99924385051234	47	59	178	104	85	197	7.93167583799677	8.22764518009235	15.2964486151975	9.36425294485282	11.8512063001795	15.7709021312142	0.08	UP_pEhEx_DOWN_CDC5
EHI_084940A	0.706637575724878	3.42560523476693	0.396399976359298	0.99924385051234	76	111	127	121	83	20	12.8256885891012	15.4791290676314	10.9137582816297	10.8949481377615	11.5723543872341	1.60110681535169	0.08	DOWN_pEhEx_UP_CDC5
EHI_084950A	0.473485819144097	5.10255225825012	0.434456579759143	0.99924385051234	257	306	385	395	238	213	43.3710785184079	42.6721936459027	33.0850152632081	35.5661530117006	33.1833776405027	17.0517875834955	0.08	DOWN_pEhEx_UP_CDC5
EHI_084960A	-0.717255164312769	2.55145001311333	0.416227688117033	0.99924385051234	27	25	55	38	16	191	4.55649463033857	3.48629033054761	4.72643075188687	3.4215539606193	2.23081530356321	15.2905700866087	0.08	UP_pEhEx_DOWN_CDC5
EHI_084970A	0.288231293792178	2.28590853022945	0.639688654444836	0.99924385051234	27	33	72	47	29	54	4.55649463033857	4.60190323632284	6.18732752974282	4.23192200392387	4.04335273770831	4.32298840144957	0.08	DOWN_pEhEx_UP_CDC5
EHI_084980A	-0.260193979193586	2.54187700809238	0.750248158650888	0.99924385051234	28	64	20	90	47	46	4.72525369072148	8.92490324620188	1.71870209159523	8.10368043304571	6.55301995421692	3.6825456753089	0.08	UP_pEhEx_DOWN_CDC5
EHI_084990A	-0.746209089778188	0.76035388716089	0.221493507308179	0.99924385051234	7	5	16	17	14	26	1.18131342268037	0.697258066109522	1.37496167327618	1.53069519290863	1.95196339061781	2.0814388599572	0.08	UP_pEhEx_DOWN_CDC5
EHI_085010A	-0.476440547070935	1.91402767866251	0.476755714899324	0.99924385051234	15	13	52	45	29	54	2.53138590574365	1.81287097188476	4.46862543814759	4.05184021652286	4.04335273770831	4.32298840144957	0.08	UP_pEhEx_DOWN_CDC5
EHI_085020A	-0.234064558430044	1.48852037979167	0.796319064796038	0.99924385051234	14	17	28	20	10	64	2.36262684536074	2.37067742477237	2.40618292823332	1.80081787401016	1.394259564727	5.12354180912542	0.08	UP_pEhEx_DOWN_CDC5
EHI_085050A	-1.22657656560606	5.25827155384242	0.34047512835634	0.99924385051234	57	46	607	102	50	1794	9.61926644182587	6.4147742082076	52.1626084799151	9.1841711574518	6.97129782363502	143.619281337047	0.08	UP_pEhEx_DOWN_CDC5
EHI_085060A	0.286653252890493	3.8798036565872	0.728114273575827	0.99924385051234	101	136	138	196	135	35	17.0446650986739	18.965419398179	11.8590444320071	17.6480151652995	18.8225041238146	2.80193692686546	0.08	DOWN_pEhEx_UP_CDC5
EHI_085370A	-0.337033801359891	0.792172510777648	0.806120781779758	0.99924385051234	8	9	16	9	0	52	1.35007248306328	1.25506451899714	1.37496167327618	0.810368043304571	0	4.1628777199144	0.08	UP_pEhEx_DOWN_CDC5
EHI_085470A	-0.820785277360945	1.00549145740823	0.50030021598469	0.99924385051234	4	11	19	41	23	0	0.67503624153164	1.53396774544095	1.63276698701547	3.69167664172082	3.20679699887211	0	0.08	UP_pEhEx_DOWN_CDC5
EHI_085700A	1.49895097681184	0.735971840206745	0.0777021348164111	0.99924385051234	17	8	29	13	7	2	2.86890402650947	1.11561290577523	2.49211803281308	1.1705316181066	0.975981695308903	0.160110681535169	0.08	DOWN_pEhEx_UP_CDC5
EHI_085720A	-0.733525743634498	3.0152578517163	0.296912613812619	0.99924385051234	33	30	92	62	58	197	5.56904899263603	4.18354839665713	7.90602962133804	5.58253540943149	8.08670547541663	15.7709021312142	0.08	UP_pEhEx_DOWN_CDC5
EHI_086040A	-0.312265418540217	3.59181426703806	0.67450731073458	0.99924385051234	38	36	234	127	115	149	6.41284429455058	5.02025807598856	20.1088144716642	11.4351934999645	16.0339849943606	11.9282457743701	0.08	UP_pEhEx_DOWN_CDC5
EHI_086070A	0.778182426182703	0.759326977574867	0.362512259360933	0.99924385051234	7	5	42	11	9	13	1.18131342268037	0.697258066109522	3.60927439234998	0.990449830705587	1.2548336082543	1.0407194299786	0.08	DOWN_pEhEx_UP_CDC5
EHI_086080A	-0.932785333116959	5.16841450827384	0.22786941699267	0.99924385051234	87	97	528	372	576	338	14.6820382533132	13.5268064825247	45.373735218114	33.4952124565889	80.3093509282755	27.0587051794436	0.08	UP_pEhEx_DOWN_CDC5
EHI_086090A	-0.630764643936574	1.46556578019506	0.422057105272798	0.99924385051234	8	13	32	20	13	70	1.35007248306328	1.81287097188476	2.74992334655236	1.80081787401016	1.81253743414511	5.60387385373093	0.08	UP_pEhEx_DOWN_CDC5
EHI_086110A	0.581489306281098	9.43173631443402	0.344704049170052	0.99924385051234	4560	5722	10654	8737	4272	3461	769.54131534607	797.942130855736	915.552604192777	786.687288261337	595.627686051376	277.071534396611	0.08	DOWN_pEhEx_UP_CDC5
EHI_086120A	0.192490056025631	10.531307883157	0.768614583215365	0.99924385051234	10493	15177	9864	19339	12148	8849	1770.78882059788	2116.45713386884	847.663871574766	1741.30084327412	1693.74651923037	708.409710452357	0.08	DOWN_pEhEx_UP_CDC5
EHI_086130A	0.61233187381677	4.11496653620295	0.307537127077309	0.99924385051234	118	116	302	160	106	143	19.9135691251834	16.1763871337409	25.9524015830879	14.4065429920813	14.7791513861063	11.4479137297646	0.08	DOWN_pEhEx_UP_CDC5
EHI_086180A	-0.888053784763803	2.00535759120705	0.26076503855747	0.99924385051234	18	15	33	40	14	114	3.03766308689238	2.09177419832856	2.83585845113212	3.60163574802032	1.95196339061781	9.12630884750465	0.08	UP_pEhEx_DOWN_CDC5
EHI_086190A	-0.554425338811127	2.02620856426229	0.487979466500029	0.99924385051234	16	14	54	30	18	106	2.70014496612656	1.95232258510666	4.64049564730711	2.70122681101524	2.50966721650861	8.48586612136398	0.08	UP_pEhEx_DOWN_CDC5
EHI_086210A	-0.459526415758413	1.0723156810674	0.451920391505505	0.99924385051234	7	9	26	24	15	29	1.18131342268037	1.25506451899714	2.23431271907379	2.16098144881219	2.09138934709051	2.32160488225996	0.08	UP_pEhEx_DOWN_CDC5
EHI_086220A	-0.170281986839189	1.22002324103215	0.838577914640877	0.99924385051234	13	22	9	34	17	16	2.19386778497783	3.06793549088189	0.773415941217852	3.06139038581727	2.37024126003591	1.28088545228136	0.08	UP_pEhEx_DOWN_CDC5
EHI_086230A	1.4085772699007	8.95372363218538	0.0860148827546419	0.99924385051234	2738	3647	13840	3196	3282	854	462.062307328408	508.580033420285	1189.3418473839	287.770696266823	457.595989143403	68.3672610155173	0.08	DOWN_pEhEx_UP_CDC5
EHI_086250A	0.509133100615388	1.70183889003277	0.637329479099886	0.99924385051234	29	37	9	51	19	4	4.89401275110439	5.15970968921046	0.773415941217852	4.5920855787259	2.64909317298131	0.320221363070339	0.08	DOWN_pEhEx_UP_CDC5
EHI_086370A	0.609262364231829	4.25073846011633	0.341959454346284	0.99924385051234	165	193	158	225	81	164	27.8452449631802	26.9141613518275	13.5777465236023	20.2592010826143	11.2935024742887	13.1290758858839	0.08	DOWN_pEhEx_UP_CDC5
EHI_086380A	-1.59132066792554	3.73831740072004	0.174182997389373	0.99924385051234	43	42	75	56	11	654	7.25663959646513	5.85696775531998	6.4451328434821	5.04229004722844	1.53368552119971	52.3561928620004	0.08	UP_pEhEx_DOWN_CDC5
EHI_086510A	0.515586631223814	9.56237172404644	0.410082802055878	0.99924385051234	6973	6794	6335	8753	5158	4489	1176.75692805003	947.434260229618	544.398887512788	788.127942560546	719.159083486189	359.368424705688	0.08	DOWN_pEhEx_UP_CDC5
EHI_086520A	0.202413803829244	3.43652240615138	0.768793830664406	0.99924385051234	55	47	211	113	70	121	9.28174832106005	6.5542258214295	18.1323070663296	10.1746209881574	9.75981695308903	9.68669623287775	0.08	DOWN_pEhEx_UP_CDC5
EHI_086540A	-0.689732476204349	2.45628585844217	0.292188400980247	0.99924385051234	15	24	71	81	46	73	2.53138590574365	3.3468387173257	6.10139242516305	7.29331238974114	6.41359399774422	5.84403987603368	0.08	UP_pEhEx_DOWN_CDC5
EHI_086690A	0.149510716139733	6.64059550534044	0.829523994200401	0.99924385051234	800	929	578	1103	972	605	135.007248306328	129.550548683149	49.6704904471021	99.3151057516602	135.522029691465	48.4334811643887	0.08	DOWN_pEhEx_UP_CDC5
EHI_086790.mRNA	0.817271607099725	0.477507934278461	0.486015289796099	0.99924385051234	4	19	14	12	11	0	0.67503624153164	2.64958065121618	1.20309146411666	1.08049072440609	1.53368552119971	0	0.08	DOWN_pEhEx_UP_CDC5
