UmasM_1	UmasM_2	UmasM_3	pEhEx_1	pEhEx_2	pEhEx_3
EHI_000130A	5.86618345520525	52.5215368907767	89.0263916536754	20.8993623524895	50.0405725754645	57.5682617699607
EHI_000140A	13.0655904229572	45.4577225937577	4.4354785877276	42.1529511855296	39.4341468665346	4.66769690026709
EHI_000240A	82.6598577778922	142.855256195008	720.923680455296	140.273686298065	223.550818788217	255.426747042393
EHI_000250A	78.2602201864882	26.0945610501644	160.152459006879	38.7877996202982	37.8023890651607	79.264408473054
EHI_000260A	13.1989127742118	11.8007250609024	14.0984855109913	13.0178231602371	7.75084955652576	6.05071820404993
EHI_000280A	6.39947286022391	7.31312538985498	3.4850188903574	6.55318989018737	9.65456699146191	7.43373950783277
EHI_000290A	2.93309172760263	2.41000723074766	7.1284477302765	2.21391550344168	1.63175780137384	9.76758795796631
EHI_000300A	8.93259753406254	14.127628594038	1.584099495617	15.9401916247801	13.3260220445531	3.80330858540281
EHI_000410A	2.2664799713293	2.99173311403158	14.0984855109913	3.36515156523135	2.85557615240423	7.8659336652649
EHI_000430A	3.46638113262128	4.40449597343538	1.4256895460553	3.09948170481835	1.63175780137384	1.29658247229641
EHI_000440A	37.5969030538155	59.0867290021237	13.3064357631828	48.2633579750286	31.9552569435711	36.4771868872724
EHI_000480A	2.13315762007464	2.07759244029971	0.4752298486851	3.01092508468068	2.58361651884192	1.38302130378284
EHI_000510A	1230.56530208056	834.859746210035	709.993393935539	1112.9796018902	1401.13603211301	928.87168315315
EHI_000520A	2.6664470250933	2.57621462597164	0.3168198991234	2.03680226316635	2.31165688527961	1.5558989667557
EHI_000540A	4.26631524014927	2.90862941641959	5.2275283355361	3.89649128605736	1.49577798459269	9.16251613756132
EHI_000550A	33.5972325161755	26.5100795382243	14.4153054101147	34.3599686134149	30.5954587757596	14.7810401841791
EHI_000560A	7.46605167026123	5.65105143761521	1.584099495617	5.57906706867303	5.5751724880273	1.03726597783713
EHI_000570A	8.26598577778922	6.98071059940703	8.7125472258935	5.9332935492237	5.5751724880273	16.3369391509348
EHI_000580A	17.7318727168704	16.2883247319497	18.0587342500338	16.5600879657438	13.5979816781154	21.3503913771476
EHI_000590A	1675.86195527114	909.569970363213	340.422981608093	1238.81855910583	1337.76943749299	781.407036637305
EHI_000610A	128.922713663261	117.342421028128	859.532386321784	172.862522508726	309.898002444249	460.373216496713
EHI_000620A	0.666611756273324	5.40174034477925	14.4153054101147	2.21391550344168	3.8074348698723	6.9151065189142
EHI_000640A	1.19990116129198	0	46.4141152215781	0.177113240275334	0	18.4114711066091
EHI_000650A	9.06591988531721	7.8948512731389	4.5938885372893	9.12133187417972	7.20693028940114	5.87784054107707
EHI_000660A	3.06641407885729	1.99448874268772	2.3761492434255	2.92236846454302	1.22381835103038	2.24740961864712
EHI_000670A	2.39980232258397	1.57897025462778	12.5143860153743	0.974122821514339	1.35979816781154	11.8421199136406
EHI_000690A	0	23.4352427265807	0	16.2944181053308	40.5219854007838	0
EHI_000700A	7.99934107527989	5.7341551352272	1.7425094451787	6.99597299087571	7.07095047261999	3.37111442797067
EHI_000710A	3.73302583513061	6.56519211134708	0.4752298486851	4.07360452633269	3.53547523630999	1.21014364080999
EHI_000720A	21.7315432545104	16.2052210343377	21.5437531403912	19.3053431900114	14.5498403955834	18.5843487695819
EHI_000730A	33.5972325161755	84.3502530761682	389.213246073097	81.1178640461032	113.543147012263	238.311858408081
EHI_000740A	15.1987480430318	7.72864387791492	3.9602487390425	10.9810208970707	10.7424055257111	3.88974741688924
EHI_000770A	1.46654586380131	0.831036976119884	3.168198991234	0.708452961101338	0.543919267124615	5.53208521513136
EHI_000780A	3.46638113262128	2.74242202119562	0.3168198991234	2.47958536385468	3.94341468665346	0.172877662972855
EHI_000790A	5.86618345520525	7.23002169224299	18.2171441995955	6.28752002977437	5.43919267124615	26.4502824348468
EHI_000800A	44.7963100215674	21.8562724719529	62.0967002281864	30.4634773273575	28.6917413408234	48.2328679694266
EHI_000900A	1.19990116129198	3.24104420686755	6.0195780833446	2.39102874371701	4.75929358734038	9.68114912647988
EHI_001040A	0.399967053763994	1.24655546417983	5.5443482346595	0.531339720826003	0.271959633562307	5.0134522262128
EHI_001050A	55.1954534194312	65.3195063230229	147.796482941066	68.5428239865544	67.1740294898899	104.331669604118
EHI_001060A	1.06657881003732	2.1606961379117	5.2275283355361	1.94824564302868	2.17567706849846	1.90165429270141
EHI_001070A	57.8619004445245	80.9430014740767	10.2966467215105	78.9925051627991	88.522860724531	28.2654978960618
EHI_001100A	3.06641407885729	3.40725160209152	38.3352077939314	2.21391550344168	2.58361651884192	25.7587717829554
EHI_001120A	5.19957169893193	5.90036253045118	7.2868576798382	9.29844511445506	12.2381835103038	6.13715703553635
EHI_001130A	291.309337491443	119.918635654099	13.6232556623062	136.111525151594	246.939347274575	3.37111442797067
EHI_001140A	3.19973643011196	8.39347345881083	0.6336397982468	5.04772734784703	4.07939450343461	0.432194157432138
EHI_001150A	11.7323669104105	9.3076141325427	1.7425094451787	10.1840113158317	6.39105138871422	3.11179793351139
EHI_001180A	1.46654586380131	0.415518488059942	26.2960516272422	0.974122821514339	0.543919267124615	19.1029817585005
EHI_001400A	243.179968688509	146.345611494712	212.586152311801	211.738878749162	259.721450052003	229.322219933492
EHI_001410A	2.93309172760263	2.82552571880761	1.2672795964936	3.09948170481835	1.90371743493615	2.24740961864712
EHI_001420A	925.257117707374	890.373016214844	256.465708340392	1072.59778310743	1454.576100108	445.419298649561
