logFC	logCPM	PValue	FDR	EhMyb10_1	EhMyb10_2	EhMyb10_3	pEhEx_1	pEhEx_2	pEhEx_3	EhMyb10_1	EhMyb10_2	EhMyb10_3	pEhEx_1	pEhEx_2	pEhEx_3	DE	Regulation
EHI_056240A	-1.4865262530403	0.525370633431383	0.191259436257024	1	2	9	2	18	2	50	0.221446666287496	0.962232796884876	0.717685239256696	1.38259475094565	0.241457332796388	3.64462474899809	0	UP_pEhEx_DOWN_EhMyb10
EHI_056250A	-0.956540069210615	2.04166167309693	0.220964910217964	1	17	27	9	71	55	45	1.88229666344372	2.88669839065463	3.22958357665513	5.45356818428562	6.64007665190068	3.28016227409828	0	UP_pEhEx_DOWN_EhMyb10
EHI_056360A	0.47472626888508	0.743882136438432	0.51101740477697	1	10	16	7	19	5	21	1.10723333143748	1.71063608335089	2.51189833739844	1.45940557044263	0.603643331990971	1.5307423945792	0	DOWN_pEhEx_UP_EhMyb10
EHI_056380A	-1.18401480325858	5.12490117546686	0.212803414439355	1	353	133	28	624	637	270	39.0853365997431	14.2196624428543	10.0475933495937	47.9299513661159	76.9041604956497	19.6809736445897	0	UP_pEhEx_DOWN_EhMyb10
EHI_056390A	-1.09857053934022	2.82777171913221	0.189253179495023	1	47	58	4	148	87	87	5.20399665775617	6.20105580214698	1.43537047851339	11.3680012855531	10.5033939766429	6.34164706325668	0	UP_pEhEx_DOWN_EhMyb10
EHI_056400A	-0.512442972708579	3.50552529421557	0.539680136382732	1	61	75	36	108	82	288	6.75412332176864	8.0186066407073	12.9183343066205	8.2955685056739	9.89975064465192	20.993038554229	0	UP_pEhEx_DOWN_EhMyb10
EHI_056420A	0.092615689940725	7.07935006205473	0.910549236668896	1	981	903	594	1714	728	2366	108.619589814017	96.5440239541159	213.152516059239	131.653744617825	87.8904691378853	172.46364312259	0	DOWN_pEhEx_UP_EhMyb10
EHI_056460A	-0.201016568840531	4.99115148623367	0.841546963385441	1	151	68	180	387	305	477	16.719223304706	7.27020335424128	64.5916715331026	29.7257871453315	36.8222432514492	34.7697201054418	0	UP_pEhEx_DOWN_EhMyb10
EHI_056480A	1.04246546492615	10.917940760571	0.322623327387666	1	9355	5918	17127	8833	11155	24261	1035.81678155976	632.721521329411	6145.89754637472	678.469968616829	1346.72827367186	1768.44482070885	0	DOWN_pEhEx_UP_EhMyb10
EHI_056490A	2.75876733141309	11.6884370795789	0.0549318353024406	1	5362	7433	44212	4513	4270	23143	593.698512316778	794.697375471698	15865.1498990085	346.647228389873	515.511405520289	1686.95101132126	0	DOWN_pEhEx_UP_EhMyb10
EHI_056500A	0.447594375046268	3.08495522705855	0.663377581407853	1	34	39	59	47	33	184	3.76459332688744	4.1696754531678	21.1717145580725	3.61010851635809	3.98404599114041	13.412219076313	0	DOWN_pEhEx_UP_EhMyb10
EHI_056510A	-0.623998221806074	3.49143504122405	0.427830726955875	1	96	76	20	217	136	97	10.6294399817998	8.12552139591673	7.17685239256696	16.6679478308448	16.4190986301544	7.07057201305629	0	UP_pEhEx_DOWN_EhMyb10
EHI_056630A	1.5211628939549	3.69546921028169	0.289618893478203	1	17	31	146	39	18	202	1.88229666344372	3.31435741149235	52.3910224657388	2.99562196038224	2.17311599516749	14.7242839859523	0	DOWN_pEhEx_UP_EhMyb10
EHI_056650A	-0.0846881743164797	2.87244983890899	0.915252903758193	1	78	71	12	134	51	76	8.63641998521236	7.59094761986958	4.30611143554018	10.2926498125954	6.1571619863079	5.5398296184771	0	UP_pEhEx_DOWN_EhMyb10
EHI_056660A	-0.277740083693804	2.17409498207904	0.768398590595275	1	55	46	1	72	48	39	6.08978332290615	4.91807873963381	0.358842619628348	5.5303790037826	5.79497598711332	2.84280730421851	0	UP_pEhEx_DOWN_EhMyb10
EHI_056680A	-1.48514664715748	2.51829081585217	0.276012199365617	1	61	16	0	182	71	24	6.75412332176864	1.71063608335089	0	13.9795691484505	8.57173531427179	1.74941987951908	0	UP_pEhEx_DOWN_EhMyb10
EHI_056690A	0.319904814474458	4.92617932381083	0.779844337776425	1	93	44	240	312	271	329	10.2972699823686	4.70424922921495	86.1222287108035	23.9649756830579	32.7174685939106	23.9816308484074	0	DOWN_pEhEx_UP_EhMyb10
EHI_056700A	0.33224288783441	4.36770240434851	0.804696405151759	1	333	285	2	370	183	51	36.8708699368682	30.4707052346877	0.717685239256696	28.4200032138828	22.0933459508695	3.71751724397805	0	DOWN_pEhEx_UP_EhMyb10
EHI_056920A	0.697586127670473	6.14538414685416	0.500759663046193	1	259	371	541	313	582	923	28.6773432842308	39.6653741826988	194.133857218936	24.0417865025549	70.264083843749	67.2797728665047	0	DOWN_pEhEx_UP_EhMyb10
EHI_057550A	1.99409765156606	6.0562633036161	0.0243423791385952	1	508	777	500	341	156	478	56.2474532370241	83.0727647977276	179.421309814174	26.1924894484704	18.8336719581183	34.8426126004217	0	DOWN_pEhEx_UP_EhMyb10
EHI_057670A	2.02382328346324	13.4595128356636	0.113689531497402	1	25201	40185	131426	23758	22533	120650	2790.3387185556	4296.36943809097	47161.2501272753	1824.87144960926	2720.37903995051	8794.47951933239	0	DOWN_pEhEx_UP_EhMyb10
EHI_057680A	0.639532016590696	0.28786365982019	0.411878009994491	1	10	14	3	15	6	7	1.10723333143748	1.49680657293203	1.07652785888504	1.15216229245471	0.724371998389165	0.510247464859733	0	DOWN_pEhEx_UP_EhMyb10
EHI_057700A	-0.278661392186202	7.95760686917895	0.724014925172982	1	1797	1502	875	2764	2331	4432	198.969829659316	160.585962324565	313.987292174804	212.305105089654	281.418521374191	323.059537751191	0	UP_pEhEx_DOWN_EhMyb10
EHI_057830A	0.14242505313247	1.95951329637678	0.874335827904969	1	39	31	11	53	42	19	4.31820999260618	3.31435741149235	3.94726881591183	4.07097343333997	5.07060398872415	1.38495740461927	0	DOWN_pEhEx_UP_EhMyb10
EHI_057850A	-1.12015544765238	5.69430657257582	0.245794733164807	1	490	301	30	1149	798	375	54.2544332404366	32.1813413180386	10.7652785888504	88.2556316020306	96.3414757857589	27.3346856174857	0	UP_pEhEx_DOWN_EhMyb10
EHI_058080A	-1.05775462323747	7.55013567690519	0.223326493813205	1	1940	720	202	2900	2800	2716	214.803266298872	76.9786237507901	72.4862091649263	222.751376541244	338.040265914944	197.976016365576	0	UP_pEhEx_DOWN_EhMyb10
EHI_058090A	2.58182206893771	10.9592188297527	0.131016787017938	1	1023	965	27922	3209	3393	14453	113.269969806054	103.172738777101	10019.6036252627	246.485919765811	409.632365089073	1053.51522994539	0	DOWN_pEhEx_UP_EhMyb10
EHI_058110A	2.23289876413732	1.95062341819134	0.0257951080319698	1	18	55	30	26	12	6	1.99301999658747	5.88031153651869	10.7652785888504	1.99708130692149	1.44874399677833	0.437354969879771	0	DOWN_pEhEx_UP_EhMyb10
EHI_058120A	-0.159383186036877	2.8721461757462	0.896304651717719	1	91	82	3	126	102	7	10.0758233160811	8.76700992717331	1.07652785888504	9.67816325661955	12.3143239726158	0.510247464859733	0	UP_pEhEx_DOWN_EhMyb10
EHI_058320A	-1.73812660220774	2.84920542966459	0.0687926631806951	1	18	14	18	76	101	191	1.99301999658747	1.49680657293203	6.45916715331026	5.83762228177052	12.1935953062176	13.9224665411727	0	UP_pEhEx_DOWN_EhMyb10
EHI_058330A	1.97781944029285	7.71875820872167	0.140999495717541	1	429	342	2575	706	712	1586	47.500309918668	36.5648462816253	924.019745542996	54.2284385648683	85.9588104755142	115.607497038219	0	DOWN_pEhEx_UP_EhMyb10
EHI_058450A	0.127753908072822	0.239373504998813	0.999999999999999	1	9	14	1	18	9	5	0.996509998293734	1.49680657293203	0.358842619628348	1.38259475094565	1.08655799758375	0.364462474899809	0	DOWN_pEhEx_UP_EhMyb10
EHI_058460A	0.452981911409715	3.51334241732075	0.655252519412322	1	161	174	6	172	86	66	17.8264566361435	18.6031674064409	2.15305571777009	13.2114609534807	10.3826653102447	4.81090466867748	0	DOWN_pEhEx_UP_EhMyb10
EHI_058470.mRNA	1.77939746262981	6.13078868014646	0.146437750757821	1	173	191	797	489	228	406	19.1551366338684	20.4207182450013	285.997567843793	37.5604907340235	27.5261359387883	29.5943529618645	0	DOWN_pEhEx_UP_EhMyb10
EHI_058500A	-0.0947590140350871	2.60499856180513	0.939914981779919	1	27	21	34	62	60	84	2.9895299948812	2.24520985939804	12.2006490673638	4.76227080881279	7.24371998389165	6.12296957831679	0	UP_pEhEx_DOWN_EhMyb10
EHI_058510A	1.26981008004843	0.918779289632432	0.228496028288716	1	7	14	15	9	3	26	0.775063332006238	1.49680657293203	5.38263929442522	0.691297375472825	0.362185999194582	1.89520486947901	0	DOWN_pEhEx_UP_EhMyb10
EHI_058520A	-0.302184238958829	1.13064107265911	0.722323688830121	1	15	20	4	27	9	46	1.66084999715622	2.13829510418861	1.43537047851339	2.07389212641847	1.08655799758375	3.35305476907824	0	UP_pEhEx_DOWN_EhMyb10
EHI_058530A	0.471725476820727	5.60048464569519	0.597587056833547	1	519	158	263	534	351	522	57.4654099016053	16.89253132309	94.3756089622555	41.0169776113876	42.3757619057661	38.0498823795401	0	DOWN_pEhEx_UP_EhMyb10
EHI_058540A	-0.067318001330353	2.54614929487231	0.931553244027926	1	79	50	6	99	51	49	8.74714331835611	5.34573776047153	2.15305571777009	7.60427113020107	6.1571619863079	3.57173225401813	0	UP_pEhEx_DOWN_EhMyb10
EHI_058680A	0.286947634627071	0.309285735782324	0.854133383204098	1	13	8	3	13	14	2	1.43940333086873	0.855318041675445	1.07652785888504	0.998540653460747	1.69020132957472	0.145784989959924	0	DOWN_pEhEx_UP_EhMyb10
EHI_058810A	1.46164796393643	2.14460726404808	0.349460735138077	1	5	8	50	16	2	74	0.553616665718741	0.855318041675445	17.9421309814174	1.22897311195169	0.241457332796388	5.39404462851717	0	DOWN_pEhEx_UP_EhMyb10
EHI_058920A	-0.427412202790045	8.30788688727797	0.643923213247842	1	3922	2495	304	5656	4253	1947	434.256912589781	266.752314247529	109.088156367018	434.441995074922	513.45901819152	141.921687725986	0	UP_pEhEx_DOWN_EhMyb10
EHI_059340A	1.67962075149775	0.682354948493766	0.3604178615891	1	2	1	19	0	8	16	0.221446666287496	0.106914755209431	6.81800977293861	0	0.965829331185553	1.16627991967939	0	DOWN_pEhEx_UP_EhMyb10
EHI_059440A	0.454534805039748	1.80602716442938	0.600253484662179	1	27	57	6	35	34	22	2.9895299948812	6.09414104693755	2.15305571777009	2.68837868239432	4.1047746575386	1.60363488955916	0	DOWN_pEhEx_UP_EhMyb10
EHI_059540A	0.954489307011443	3.73465058761644	0.311015920883939	1	238	196	12	145	88	69	26.3521532882121	20.9552920210484	4.30611143554018	11.1375688270622	10.6241226430411	5.02958215361736	0	DOWN_pEhEx_UP_EhMyb10
EHI_059650A	0.622077869446946	0.500353143430812	0.521849729853036	1	8	6	9	19	9	4	0.885786665149986	0.641488531256584	3.22958357665513	1.45940557044263	1.08655799758375	0.291569979919847	0	DOWN_pEhEx_UP_EhMyb10
EHI_059670A	0.945356120995207	4.00486820409842	0.412011329552146	1	193	310	22	154	163	14	21.3696032967434	33.1435741149235	7.89453763182366	11.828866202535	19.6787726229056	1.02049492971947	0	DOWN_pEhEx_UP_EhMyb10
EHI_059680A	-0.586604444280937	5.13050837189589	0.450466863584993	1	307	257	61	547	456	389	33.9920632751307	27.4770920888237	21.8893997973292	42.0155182648484	55.0522718775765	28.3551805472051	0	UP_pEhEx_DOWN_EhMyb10
EHI_059690A	-0.0717285716706128	0.126745836239792	0.950261537909634	1	12	7	1	13	14	1	1.32867999772498	0.748403286466015	0.358842619628348	0.998540653460747	1.69020132957472	0.0728924949799618	0	UP_pEhEx_DOWN_EhMyb10
EHI_059830A	-0.566029455309498	5.06517762769422	0.513870739553962	1	207	144	118	272	320	816	22.9197299607559	15.395724750158	42.3434291161451	20.8925429031787	38.6331732474221	59.4802759036488	0	UP_pEhEx_DOWN_EhMyb10
EHI_059840A	1.57809246096193	10.5418531589699	0.218738422919627	1	3484	3556	16538	4623	3787	19641	385.760092672819	380.188869524735	5934.53924341362	355.096418534541	457.199459649961	1431.68149390143	0	DOWN_pEhEx_UP_EhMyb10
EHI_059860A	1.14368879944423	1.56494439884161	0.372061802415581	1	5	13	28	15	4	49	0.553616665718741	1.3898918177226	10.0475933495937	1.15216229245471	0.482914665592777	3.57173225401813	0	DOWN_pEhEx_UP_EhMyb10
EHI_059870A	0.903664219838895	5.79313237100933	0.429271970832723	1	773	1150	20	790	337	193	85.5891365201174	122.951968490845	7.17685239256696	60.6805474026146	40.6855605761914	14.0682515311326	0	DOWN_pEhEx_UP_EhMyb10
EHI_059890A	0.872484373020882	0.544103313436777	0.315844382714502	1	9	28	2	14	6	12	0.996509998293734	2.99361314586406	0.717685239256696	1.07535147295773	0.724371998389165	0.874709939759541	0	DOWN_pEhEx_UP_EhMyb10
EHI_059910A	-0.02514993794498	3.76568347407524	0.976342322891235	1	122	200	13	150	87	254	13.5082466435373	21.3829510418861	4.66495405516852	11.5216229245471	10.5033939766429	18.5146937249103	0	UP_pEhEx_DOWN_EhMyb10
EHI_060020A	0.11108077319378	6.36611130409333	0.963629396289742	1	1644	693	0	1702	882	0	182.029159688322	74.0919253601354	0	130.732014783861	106.482683763207	0	0	DOWN_pEhEx_UP_EhMyb10
EHI_060110A	-0.741808317353847	0.341106990428443	0.638468097248537	1	17	3	0	20	20	0	1.88229666344372	0.320744265628292	0	1.53621638993961	2.41457332796388	0	0	UP_pEhEx_DOWN_EhMyb10
EHI_060340A	0.365452167854336	2.82611431667146	0.748415428747702	1	143	60	2	77	71	49	15.833436639556	6.41488531256584	0.717685239256696	5.9144331012675	8.57173531427179	3.57173225401813	0	DOWN_pEhEx_UP_EhMyb10
EHI_060350A	0.0446234253197386	-0.0882803290591729	1	1	8	8	1	15	8	1	0.885786665149986	0.855318041675445	0.358842619628348	1.15216229245471	0.965829331185553	0.0728924949799618	0	DOWN_pEhEx_UP_EhMyb10
EHI_060380A	0.364144461928388	6.50192603693914	0.698777675387157	1	555	335	581	807	632	1357	61.4514498947803	35.8164429951593	208.48756200407	61.9863313340633	76.3005171636587	98.9151156878082	0	DOWN_pEhEx_UP_EhMyb10
EHI_060400A	0.6553521900441	5.96419198266682	0.478208965726608	1	292	595	370	393	280	1111	32.3312132779745	63.6142793496112	132.771769262489	30.1866520623134	33.8040265914944	80.9835619227376	0	DOWN_pEhEx_UP_EhMyb10
EHI_060420A	-0.275977711224803	0.666439999238288	0.878675609848877	1	4	12	6	10	2	47	0.442893332574993	1.28297706251317	2.15305571777009	0.768108194969805	0.241457332796388	3.4259472640582	0	UP_pEhEx_DOWN_EhMyb10
EHI_060430A	0.237907507291001	2.79678538931791	0.856560476214322	1	86	100	4	88	93	8	9.52220665036235	10.6914755209431	1.43537047851339	6.75935211573429	11.2277659750321	0.583139959839694	0	DOWN_pEhEx_UP_EhMyb10
EHI_060440A	1.03797780296461	2.11235476375415	0.457423791811793	1	6	11	43	11	9	86	0.664339998862489	1.17606230730374	15.430232644019	0.844919014466786	1.08655799758375	6.26875456827671	0	DOWN_pEhEx_UP_EhMyb10
EHI_060740A	-0.560532149911756	9.85947708175598	0.466104090746284	1	8465	5668	1974	9624	7998	22169	937.273015061829	605.992832527053	708.355331146359	739.227326838941	965.587873852757	1615.95372121077	0	UP_pEhEx_DOWN_EhMyb10
EHI_060860A	-0.784416145782108	4.74234633682385	0.322978199850453	1	175	145	66	411	399	288	19.3765833001559	15.5026395053674	23.683612895471	31.569246813259	48.1707378928795	20.993038554229	0	UP_pEhEx_DOWN_EhMyb10
EHI_060980A	0.0891815521182803	4.01685821277353	0.917593596861586	1	174	206	22	191	112	251	19.2658599670122	22.0244395731427	7.89453763182366	14.6708665239233	13.5216106365977	18.2960162399704	0	DOWN_pEhEx_UP_EhMyb10
EHI_060990A	0.23255575425151	0.937911887158816	0.794536943994709	1	16	21	4	21	10	26	1.77157333029997	2.24520985939804	1.43537047851339	1.61302720943659	1.20728666398194	1.89520486947901	0	DOWN_pEhEx_UP_EhMyb10
EHI_061760A	-0.218353100316409	0.802020160984055	0.742380704142847	1	18	10	3	14	16	27	1.99301999658747	1.06914755209431	1.07652785888504	1.07535147295773	1.93165866237111	1.96809736445897	0	UP_pEhEx_DOWN_EhMyb10
EHI_061980A	-0.292178616890407	9.06935806228701	0.773948876218935	1	5306	7375	201	7523	7242	4410	587.498005660728	788.496319669551	72.1273665452979	577.847795075785	874.317002055722	321.455902861632	0	UP_pEhEx_DOWN_EhMyb10
EHI_062460A	2.28797271453059	5.1420465628471	0.195601236016793	1	24	27	475	40	24	411	2.65735999544996	2.88669839065463	170.450244323465	3.07243277987922	2.89748799355666	29.9588154367643	0	DOWN_pEhEx_UP_EhMyb10
EHI_062480A	-0.116811545913636	3.74402988683328	0.918078571770599	1	178	158	3	250	148	56	19.7087532995872	16.89253132309	1.07652785888504	19.2027048742451	17.8678426269327	4.08197971887786	0	UP_pEhEx_DOWN_EhMyb10
EHI_062490A	-0.782029788895103	1.92861662828905	0.302418567858591	1	29	20	7	71	44	39	3.2109766611687	2.13829510418861	2.51189833739844	5.45356818428562	5.31206132152054	2.84280730421851	0	UP_pEhEx_DOWN_EhMyb10
EHI_062500A	0.551479625307568	4.60500335445906	0.677674658610748	1	32	29	223	157	137	415	3.54314666059994	3.10052790107349	80.0219041771216	12.0592986610259	16.5398272965526	30.2503854166841	0	DOWN_pEhEx_UP_EhMyb10
EHI_062510A	-0.0439148685354181	-0.0112648934012537	0.93487188500499	1	10	9	0	12	7	9	1.10723333143748	0.962232796884876	0	0.921729833963767	0.845100664787359	0.656032454819656	0	UP_pEhEx_DOWN_EhMyb10
EHI_062540A	1.43601485430947	3.12309673968596	0.47357409528689	1	5	12	101	2	2	186	0.553616665718741	1.28297706251317	36.2431045824631	0.153621638993961	0.241457332796388	13.5580040662729	0	DOWN_pEhEx_UP_EhMyb10
EHI_062550A	1.0838392816089	0.972261182822423	0.300724781180267	1	5	10	17	10	6	26	0.553616665718741	1.06914755209431	6.10032453368192	0.768108194969805	0.724371998389165	1.89520486947901	0	DOWN_pEhEx_UP_EhMyb10
EHI_062680A	-0.0471921431965611	1.31364101985356	0.932251591429672	1	22	34	1	38	21	21	2.43591332916246	3.63510167712064	0.358842619628348	2.91881114088526	2.53530199436208	1.5307423945792	0	UP_pEhEx_DOWN_EhMyb10
EHI_062690A	-0.0997189863991773	6.18384698065387	0.904811897553328	1	1020	583	96	1019	686	877	112.937799806623	62.3313022870981	34.4488914843214	78.2702250674232	82.8198651491612	63.9267180974265	0	UP_pEhEx_DOWN_EhMyb10
EHI_062700A	0.0330288732169479	5.03220469420782	0.976056296420466	1	447	360	29	581	323	176	49.4933299152555	38.489311875395	10.4064359692221	44.6270861277457	38.9953592466167	12.8290791164733	0	DOWN_pEhEx_UP_EhMyb10
EHI_062760A	-1.02664245693648	3.595270126041	0.218221070343235	1	68	46	31	114	142	298	7.52918665377488	4.91807873963381	11.1241212084788	8.75643342265578	17.1434706285436	21.7219635040286	0	UP_pEhEx_DOWN_EhMyb10
EHI_062780A	0.44005661809659	3.2575104997525	0.590101148231014	1	120	100	23	157	65	54	13.2867999772498	10.6914755209431	8.253380251452	12.0592986610259	7.84736331588262	3.93619472891794	0	DOWN_pEhEx_UP_EhMyb10
EHI_062790A	-0.177303768271704	5.35223806743211	0.890479601636539	1	88	90	266	189	148	1331	9.74365331664984	9.62232796884876	95.4521368211406	14.5172448849293	17.8678426269327	97.0199108183292	0	UP_pEhEx_DOWN_EhMyb10
EHI_062800A	0.559911391880637	1.07202995971222	0.632274484564693	1	26	31	1	35	14	3	2.87880666173745	3.31435741149235	0.358842619628348	2.68837868239432	1.69020132957472	0.218677484939885	0	DOWN_pEhEx_UP_EhMyb10
EHI_062840A	2.90761074312988	5.15221152396789	0.156083634874736	1	12	19	516	17	7	314	1.32867999772498	2.03138034897918	185.162791728228	1.30578393144867	0.845100664787359	22.888243423708	0	DOWN_pEhEx_UP_EhMyb10
EHI_062960A	1.30576518797212	2.45249923454844	0.386154511900649	1	7	9	60	14	6	102	0.775063332006238	0.962232796884876	21.5305571777009	1.07535147295773	0.724371998389165	7.4350344879561	0	DOWN_pEhEx_UP_EhMyb10
EHI_062980A	0.367396048914265	1.77271645102399	0.79262179631	1	55	42	0	53	26	16	6.08978332290615	4.49041971879609	0	4.07097343333997	3.13894532635305	1.16627991967939	0	DOWN_pEhEx_UP_EhMyb10
EHI_063000A	0.564503160449121	2.03198810495547	0.677151187605392	1	6	8	36	21	9	93	0.664339998862489	0.855318041675445	12.9183343066205	1.61302720943659	1.08655799758375	6.77900203313645	0	DOWN_pEhEx_UP_EhMyb10
EHI_063040A	0.0794992626051863	2.60348105692537	0.960140836332784	1	59	83	7	63	99	5	6.53267665548115	8.87392468238274	2.51189833739844	4.83908162830977	11.9521379734212	0.364462474899809	0	DOWN_pEhEx_UP_EhMyb10
EHI_063140A	0.458484358454494	0.60479945790645	0.717961712592708	1	9	0	11	12	15	9	0.996509998293734	0	3.94726881591183	0.921729833963767	1.81092999597291	0.656032454819656	0	DOWN_pEhEx_UP_EhMyb10
EHI_063340A	-1.11358995556882	3.04710675401985	0.286492058682221	1	32	21	27	64	44	310	3.54314666059994	2.24520985939804	9.6887507299654	4.91589244780675	5.31206132152054	22.5966734437882	0	UP_pEhEx_DOWN_EhMyb10
EHI_063550A	3.06865665776311	6.54548615750055	0.111494181239416	1	23	41	1377	70	83	607	2.54663666230621	4.38350496358666	494.126287228235	5.37675736478864	10.0204793110501	44.2457444528368	0	DOWN_pEhEx_UP_EhMyb10
EHI_063560A	-0.0716865041751376	5.21102671124861	0.951239959809574	1	494	470	7	548	495	156	54.6973265730116	50.2499349484324	2.51189833739844	42.0923290843453	59.7606898671061	11.371229216874	0	UP_pEhEx_DOWN_EhMyb10
EHI_063790A	-0.291751465741246	-0.0966721020164201	0.739121630346331	1	4	12	0	10	9	8	0.442893332574993	1.28297706251317	0	0.768108194969805	1.08655799758375	0.583139959839694	0	UP_pEhEx_DOWN_EhMyb10
EHI_063900A	0.193773613184024	2.71104109885949	0.822000522781923	1	34	21	41	66	57	79	3.76459332688744	2.24520985939804	14.7125474047623	5.06951408680072	6.88153398469707	5.75850710341698	0	DOWN_pEhEx_UP_EhMyb10
EHI_064320A	0.372965572680447	-0.0407938045732911	0.761976557276307	1	10	9	1	11	5	8	1.10723333143748	0.962232796884876	0.358842619628348	0.844919014466786	0.603643331990971	0.583139959839694	0	DOWN_pEhEx_UP_EhMyb10
EHI_064480A	0.0982489453296636	1.62825004137799	0.9170761755857	1	20	33	9	19	20	61	2.21446666287496	3.52818692191121	3.22958357665513	1.45940557044263	2.41457332796388	4.44644219377767	0	DOWN_pEhEx_UP_EhMyb10
EHI_064500A	-0.105631226345394	4.15027941709232	0.921245008851637	1	210	234	6	338	191	76	23.2518999601871	25.0180527190068	2.15305571777009	25.9620569899794	23.0591752820551	5.5398296184771	0	UP_pEhEx_DOWN_EhMyb10
EHI_064530A	0.170159281106251	2.24600894929623	0.844654134016701	1	23	30	25	34	21	104	2.54663666230621	3.20744265628292	8.9710654907087	2.61156786289734	2.53530199436208	7.58081947791603	0	DOWN_pEhEx_UP_EhMyb10
EHI_064550A	-0.705077138630909	2.77869179639109	0.384829598844728	1	76	25	11	103	85	90	8.41497331892486	2.67286888023577	3.94726881591183	7.911514408189	10.2619366438465	6.56032454819656	0	UP_pEhEx_DOWN_EhMyb10
EHI_064570A	-0.681842207542658	9.59325101918683	0.396477203528472	1	8821	4590	868	12021	8572	12291	976.690521661003	490.738726411287	311.475393837406	923.342861173203	1034.88612836532	895.92165579871	0	UP_pEhEx_DOWN_EhMyb10
EHI_064620A	0.405036250890206	1.60045629130757	0.689563516151398	1	34	31	7	46	29	4	3.76459332688744	3.31435741149235	2.51189833739844	3.5332976968611	3.50113132554763	0.291569979919847	0	DOWN_pEhEx_UP_EhMyb10
EHI_064640A	-0.78730353427664	3.53417165149025	0.330972697690893	1	72	85	22	230	157	90	7.97207998634987	9.08775419280161	7.89453763182366	17.6664884843055	18.9544006245165	6.56032454819656	0	UP_pEhEx_DOWN_EhMyb10
EHI_064660A	-0.145661823731299	0.310757099526183	0.944888614810577	1	7	8	4	10	4	26	0.775063332006238	0.855318041675445	1.43537047851339	0.768108194969805	0.482914665592777	1.89520486947901	0	UP_pEhEx_DOWN_EhMyb10
EHI_064670A	0.177851615913711	3.25363983909675	0.864821892969752	1	16	57	62	51	65	199	1.77157333029997	6.09414104693755	22.2482424169576	3.91735179434601	7.84736331588262	14.5056065010124	0	DOWN_pEhEx_UP_EhMyb10
EHI_064680A	-0.418703883644337	4.37294761133476	0.708565965648213	1	310	152	5	396	261	116	34.3242332745619	16.2510427918335	1.79421309814174	30.4170845208043	31.5101819299287	8.45552941767557	0	UP_pEhEx_DOWN_EhMyb10
EHI_064690A	0.147124963686466	0.984532612627375	0.930389786000457	1	24	22	1	34	19	2	2.65735999544996	2.35212461460747	0.358842619628348	2.61156786289734	2.29384466156569	0.145784989959924	0	DOWN_pEhEx_UP_EhMyb10
EHI_064700A	-0.2939565916886	2.7838111911116	0.703125531501386	1	73	51	12	127	58	73	8.08280331949362	5.45265251568096	4.30611143554018	9.75497407611653	7.00226265109526	5.32115213353721	0	UP_pEhEx_DOWN_EhMyb10
EHI_064710A	-0.183177468890474	9.11415058189711	0.862524131496676	1	8131	5668	139	8444	5833	5685	900.291421791817	605.992832527053	49.8791241283404	648.590559832504	704.210311100667	414.393833961083	0	UP_pEhEx_DOWN_EhMyb10
EHI_065270A	0.0992723792899113	6.99164694918144	0.900628585670532	1	1326	1494	244	1356	938	2067	146.81913974861	159.730644282889	87.5575991893169	104.155471237906	113.243489081506	150.668787123581	0	DOWN_pEhEx_UP_EhMyb10
EHI_065280A	0.125701192655061	1.92125984342561	0.879732183743912	1	32	41	9	48	15	65	3.54314666059994	4.38350496358666	3.22958357665513	3.68691933585507	1.81092999597291	4.73801217369752	0	DOWN_pEhEx_UP_EhMyb10
EHI_065310A	-0.28246342971383	3.95626165289111	0.709946067030659	1	116	143	37	213	103	296	12.8439066446748	15.2888099949486	13.2771769262489	16.3607045528569	12.435052639014	21.5761785140687	0	UP_pEhEx_DOWN_EhMyb10
EHI_065320A	0.386167137110919	3.34442614628464	0.731515268788496	1	126	147	11	180	92	13	13.9511399761123	15.7164690157863	3.94726881591183	13.8259475094565	11.1070373086339	0.947602434739503	0	DOWN_pEhEx_UP_EhMyb10
EHI_065330A	-0.423149625270876	6.59108715597942	0.637936988846562	1	993	716	167	1178	1635	587	109.948269811742	76.5509647299524	59.9267174779341	90.4831453674431	197.391369561047	42.7878945532376	0	UP_pEhEx_DOWN_EhMyb10
EHI_065340A	-0.460946211430573	5.47995168330135	0.639352519615732	1	342	66	188	696	511	537	37.8673799351619	7.05637384382242	67.4624124901294	53.4603303698985	61.6923485294772	39.1432698042395	0	UP_pEhEx_DOWN_EhMyb10
EHI_065350A	-0.174808614306058	3.36532410899247	0.857392758000655	1	63	36	50	87	105	174	6.97556998805614	3.8489311875395	17.9421309814174	6.68254129623731	12.6765099718104	12.6832941265134	0	UP_pEhEx_DOWN_EhMyb10
EHI_065470A	2.52277950151269	1.55047337679465	0.195643566026538	1	0	12	38	2	2	29	0	1.28297706251317	13.6360195458772	0.153621638993961	0.241457332796388	2.11388235441889	0	DOWN_pEhEx_UP_EhMyb10
EHI_065480A	0.5334294411246	1.03508516435224	0.657328965332305	1	21	31	2	35	14	2	2.32518999601871	3.31435741149235	0.717685239256696	2.68837868239432	1.69020132957472	0.145784989959924	0	DOWN_pEhEx_UP_EhMyb10
