logFC	logCPM	PValue	FDR	EhMyb10_1	EhMyb10_2	EhMyb10_3	pEhEx_1	pEhEx_2	pEhEx_3	EhMyb10_1	EhMyb10_2	EhMyb10_3	pEhEx_1	pEhEx_2	pEhEx_3	DE	Regulation
EHI_004570A	0.256265717345746	4.22790817661292	0.778911094902823	1	104	96	109	171	87	370	11.5152266469498	10.2638165001053	39.1138455394899	13.1346501339837	10.5033939766429	26.9702231425859	0	DOWN_pEhEx_UP_EhMyb10
EHI_004580A	1.80315684486764	4.44937332207537	0.323131900958871	1	11	9	278	25	24	333	1.21795666458123	0.962232796884876	99.7582482566807	1.92027048742451	2.89748799355666	24.2732008283273	0	DOWN_pEhEx_UP_EhMyb10
EHI_004590A	-0.464490346139569	2.20839675251745	0.543440834001018	1	28	44	9	48	31	108	3.10025332802495	4.70424922921495	3.22958357665513	3.68691933585507	3.74258865834402	7.87238945783587	0	UP_pEhEx_DOWN_EhMyb10
EHI_004600A	-0.192527347807425	6.7188539668776	0.829843306269837	1	581	513	489	905	864	2229	64.3302565565177	54.8472694224379	175.474040998262	69.5137916447674	104.30956776804	162.477371310335	0	UP_pEhEx_DOWN_EhMyb10
EHI_004610A	-0.427574139847596	2.87386169116328	0.686132667307566	1	73	79	4	138	105	17	8.08280331949362	8.44626566154502	1.43537047851339	10.5998930905833	12.6765099718104	1.23917241465935	0	UP_pEhEx_DOWN_EhMyb10
EHI_004640A	0.410337975817974	3.57298481971463	0.663572586354988	1	164	162	12	191	92	60	18.1586266355747	17.3201903439278	4.30611143554018	14.6708665239233	11.1070373086339	4.37354969879771	0	DOWN_pEhEx_UP_EhMyb10
EHI_004750A	-0.155600286928595	4.61676006561358	0.891203108920365	1	347	247	11	473	301	58	38.4209966008806	26.4079445367294	3.94726881591183	36.3315176220718	36.3393285858564	4.22776470883778	0	UP_pEhEx_DOWN_EhMyb10
EHI_004760A	-0.502432815048137	5.61259980446919	0.588138609684497	1	479	545	26	737	586	604	53.0364765758554	58.2685415891397	9.32990811033705	56.6095739692747	70.7469985093418	44.0270669678969	0	UP_pEhEx_DOWN_EhMyb10
EHI_004770A	1.43430158681506	6.08442631230696	0.157023417605727	1	371	316	619	416	252	649	41.0783565963306	33.7850626461801	222.123581549947	31.9533009107439	30.4236239323449	47.3072292419952	0	DOWN_pEhEx_UP_EhMyb10
EHI_004780A	-0.0647305042602587	4.00108772517828	0.94282381837008	1	187	187	15	303	151	96	20.7052632978809	19.9930592241635	5.38263929442522	23.2736783075851	18.2300286261273	6.99767951807633	0	UP_pEhEx_DOWN_EhMyb10
