CDC5_1	CDC5_2	CDC5_3	pEhEx_1	pEhEx_2	pEhEx_3
EHI_000130A	8.60671207952841	4.88080646276665	34.1162365181653	21.2496509133199	51.3087519819538	53.3168569512114
EHI_000140A	13.163206709867	17.2920000395161	78.2868802721626	42.8594654014418	40.4335273770831	4.32298840144957
EHI_000240A	103.955581195873	89.5279356884626	136.550881177241	142.624775621604	229.21627244112	236.563531968213
EHI_000250A	58.3906348924869	60.8009033647503	28.2726494067415	39.4379114408225	38.7604158994107	73.4107474838752
EHI_000260A	1.51883154344619	12.8295484164152	0.257805313739284	13.2360113739747	7.94727951894393	5.60387385373093
EHI_000280A	6.91912147569931	5.02025807598856	20.882230412882	6.66302613383758	9.89924290956173	6.88475930601228
EHI_000290A	2.02510872459492	3.2073871041038	1.71870209159523	2.2510223425127	1.67311147767241	9.04625350673707
EHI_000300A	5.90656711340185	8.36709679331426	5.84358711142377	16.2073608660914	13.6637437343246	3.52243499377373
EHI_000410A	1.6875906038291	2.37067742477237	6.35919773890234	3.4215539606193	2.92794508592671	7.28503600985021
EHI_000430A	1.18131342268037	3.06793549088189	0.257805313739284	3.15143127951778	1.67311147767241	1.20083011151377
EHI_000440A	39.6583791899839	38.6280968624675	63.3341720752841	49.0722870667768	32.7650997710846	33.7833538039207
EHI_000480A	1.85634966421201	3.3468387173257	0.343740418319045	3.06139038581727	2.64909317298131	1.28088545228136
EHI_000510A	1190.42641194105	1300.52574490748	497.993931039717	1131.63395202798	1436.64505549471	860.274691888465
EHI_000520A	2.70014496612656	1.67341935866285	3.7811446015095	2.07094055511168	2.37024126003591	1.44099613381652
EHI_000540A	3.88145838880693	3.62574194376951	5.67171690226425	3.96179932282235	1.53368552119971	8.48586612136398
EHI_000550A	36.2831979823257	38.4886452492456	43.22535760362	34.9358667557971	31.3708402063576	13.689463271257
EHI_000560A	9.61926644182587	7.94874195364855	12.8043305823844	5.672576303132	5.71646421538072	0.960664089211016
EHI_000570A	10.1255436229746	8.78545163297997	14.3511624648201	6.03273987793403	5.71646421538072	15.1304594050735
EHI_000580A	18.3947375817372	19.3837742378447	12.5465252686452	16.837647121995	13.94259564727	19.7736691695934
EHI_000590A	1695.01600248595	1591.97961654126	410.254189263781	1259.5820619764	1371.67255977843	723.700280538966
EHI_000610A	194.410437561112	165.5290648944	134.574373771906	175.759824503391	317.751754801284	426.374744928156
EHI_000620A	0.16875906038291	0.139451613221904	2.6639882419726	2.2510223425127	3.90392678123561	6.40442726140678
EHI_000650A	4.55649463033857	8.50654840653616	0.257805313739284	9.27421205115231	7.38957569305313	5.44376317219576
EHI_000660A	2.53138590574365	3.06793549088189	0.945286150377375	2.97134949211676	1.2548336082543	2.0814388599572
EHI_000670A	2.02510872459492	1.11561290577523	2.57805313739284	0.990449830705587	1.394259564727	10.9675816851591
EHI_000690A	0	0	7.04667857554043	16.5675244408935	41.5489350288647	0
EHI_000700A	7.25663959646513	8.36709679331426	1.80463719617499	7.11323060234012	7.25014973658042	3.1221582899358
EHI_000710A	2.70014496612656	4.04409678343522	0.687480836638091	4.14188111022336	3.62507486829021	1.12077477074619
EHI_000720A	15.1883154344619	15.6185806808533	4.98423606562616	19.6289148267107	14.918577342579	17.2118982650307
EHI_000730A	43.8773556995566	57.4540646474246	12.976200791544	82.4774586296652	116.420673654705	220.712574496231
EHI_000740A	19.4072919440347	14.7818710015219	17.8745017525904	11.165070818863	11.0146505613433	3.60249033454131
EHI_000780A	1.35007248306328	4.88080646276665	0.601545732058329	2.52114502361422	4.04335273770831	0.160110681535169
EHI_000790A	9.95678456259169	7.80929034042664	18.733852798388	6.39290345273606	5.57703825890802	24.4969342748809
EHI_000800A	37.6332704653889	36.8152258905827	17.5307613342713	30.9740674329747	29.4188768157398	44.6708801483123
EHI_000900A	2.02510872459492	1.11561290577523	5.49984669310473	2.43110412991371	4.87990847654452	8.96619816596949
EHI_001050A	67.6723832135469	62.0559678837474	55.8578179768449	69.6916517241931	68.876422497514	96.6267963064747
EHI_001060A	0	0.418354839665713	1.28902656869642	1.98089966141117	2.23081530356321	1.76121749688686
EHI_001070A	74.5915046892462	73.7699033943874	109.825063652935	80.316477180853	90.766297663728	26.1780964310002
EHI_001100A	4.21897650957275	2.23122581155047	8.76538066713566	2.2510223425127	2.64909317298131	23.8564915487402
EHI_001120A	9.11298926067714	6.5542258214295	33.0850152632081	9.45429383855333	12.548336082543	5.68392919449851
EHI_001130A	451.430486524284	299.681516813872	553.679878807402	138.392853617681	253.197536954424	3.1221582899358
EHI_001140A	2.19386778497783	2.78903226443809	2.06244250991427	5.13233094092895	4.18277869418101	0.400276703837923
EHI_001150A	9.28174832106005	10.8772258313085	1.80463719617499	10.3547027755584	6.55301995421692	2.88199226763305
EHI_001180A	2.02510872459492	1.39451613221904	4.12488501982854	0.990449830705587	0.557703825890802	17.6922303096362
EHI_001400A	162.852493269508	238.462258609456	9.62473171293327	215.287776837914	266.303576862858	212.386819056402
EHI_001410A	1.85634966421201	2.78903226443809	1.1171563595369	3.15143127951778	1.95196339061781	2.0814388599572
EHI_001420A	1181.48218174075	1050.34955078738	1249.23861527599	1090.57530450055	1491.43945638848	412.525170975364
EHI_001430A	1.51883154344619	1.81287097188476	1.71870209159523	1.08049072440609	2.23081530356321	0.240166022302754
EHI_001635A	15.8633516759935	39.325354928577	5.24204137936544	49.3424097478783	29.2794508592671	3.36232431223856
EHI_001780A	943.025629419701	630.879098215895	2891.80220421355	569.958857124215	347.728335442915	2449.45326146579
