pEhEx_mean	U2AF84_mean	theta	prob	log2FC	U2AF84_1	U2AF84_2	pEhEx_1	pEhEx_2	U2AF84_1	U2AF84_2	pEhEx_1	pEhEx_2	DE	Regulation
EHI_181230A	15.7885154778795	23.1638855380716	-0.325458471958554	0.806762343063803	-0.553001745492101	22	18	23	14	25.2398945190197	20.8493829767385	16.3807550603807	15.3739554980599	80.68	DOWN_pEhEx_UP_U2AF84
EHI_164900A	367.650239419877	444.324528499286	-0.325298441451987	0.806658609979169	-0.273279861676423	366	400	531	329	419.900063361872	463.319621705299	378.181779872267	361.287954204407	80.67	DOWN_pEhEx_UP_U2AF84
EHI_192090A	14282.4568351666	15358.0382508278	-0.3247889582968	0.806329361995588	-0.104749776325406	13500	12996	17559	14791	15488.1170912166	15053.2545092052	12505.638178488	16242.5839837003	80.63	DOWN_pEhEx_UP_U2AF84
EHI_103850A	13.9520510715453	24.3100995545649	-0.324150366988023	0.805918822648201	-0.801078575265491	24	18	27	8	27.5344303843851	20.8493829767385	19.2295820274034	8.78511742746279	80.59	DOWN_pEhEx_UP_U2AF84
EHI_164490A	82.8324630196989	126.574630053844	-0.323738523221633	0.805655311241742	-0.611720074743061	95	123	158	49	108.990453604858	142.47078367438	112.528665197398	53.8088442432096	80.57	DOWN_pEhEx_UP_U2AF84
EHI_163860A	175.851175157377	122.803202992965	0.398571111249024	0.805237012295636	0.518006786028008	114	98	224	177	130.788544325829	113.513307317798	159.534310153273	194.370723082614	80.52	UP_pEhEx_DOWN_U2AF84
EHI_000260A	83.2650168500755	121.190373171873	-0.322524316016987	0.804863173346203	-0.54149271115162	103	106	147	57	118.168597066319	122.779699751904	104.694391038085	62.5939616706724	80.49	DOWN_pEhEx_UP_U2AF84
EHI_087790A	50.8317955295171	75.5288889071679	-0.322442756627195	0.804807035675523	-0.571297371847891	53	77	65	51	60.8052004321837	89.1890271782701	46.2934382141193	56.0051236000753	80.48	DOWN_pEhEx_UP_U2AF84
EHI_112870A	199.062325847782	133.411979951435	0.397761412870109	0.80455988547116	0.577331983660529	110	120	219	223	126.199472595098	138.99588651159	155.973276444494	244.885148290525	80.46	UP_pEhEx_DOWN_U2AF84
EHI_013080A	15.2260595179011	24.3100995545649	-0.321861897510831	0.804408419607137	-0.675013178746104	24	18	26	11	27.5344303843851	20.8493829767385	18.5173752856477	12.0795364627613	80.44	DOWN_pEhEx_UP_U2AF84
EHI_198730A	5.73080868461239	9.27620333559342	-0.321757660391646	0.804337107028509	-0.694795709782869	8	8	10	4	9.17814346146169	9.26639243410598	7.12206741755682	4.3925587137314	80.43	DOWN_pEhEx_UP_U2AF84
EHI_058110A	15.7693210810826	24.3234109550208	-0.321652004360162	0.804264891922071	-0.625225008121011	23	19	26	12	26.3871624517024	22.0076820310017	18.5173752856477	13.1776761411942	80.43	DOWN_pEhEx_UP_U2AF84
EHI_184800A	4.64428555824946	9.24958053468152	-0.321245346747204	0.803987583456781	-0.993931260997883	10	6	10	2	11.4726793268271	6.94979432557949	7.12206741755682	2.1962793568657	80.4	DOWN_pEhEx_UP_U2AF84
EHI_015360A	11.254937652435	21.9511145192987	-0.321071462120501	0.80386931648939	-0.963736126373052	25	13	24	5	28.6816983170678	15.0578877054222	17.0929618021364	5.49069839216425	80.39	DOWN_pEhEx_UP_U2AF84
EHI_171450A	6.08658492780104	14.9140936148679	-0.320483103627404	0.803470510765368	-1.29297141209748	25	1	11	4	28.6816983170678	1.15829905426325	7.8342741593125	4.3925587137314	80.35	DOWN_pEhEx_UP_U2AF84
EHI_183250A	764.344228651621	872.656739946772	-0.320035353983828	0.803168417047716	-0.191191766396279	788	718	1136	663	904.047130953977	831.658720961012	809.066858634454	728.066606800979	80.32	DOWN_pEhEx_UP_U2AF84
EHI_088450A	24.8704068775886	41.103250999644	-0.319709788132752	0.802949516933423	-0.724822396100907	40	31	47	15	45.8907173073085	35.9072706821607	33.473716862517	16.4720951764927	80.29	DOWN_pEhEx_UP_U2AF84
EHI_196950A	51.0915997887209	29.6411108347117	0.395585372738115	0.802736111051312	0.785486595040941	20	31	81	41	22.9453586536542	35.9072706821607	57.6887460822102	45.0237268157468	80.27	UP_pEhEx_DOWN_U2AF84
EHI_153060A	239.693136510499	296.745326935798	-0.319308749842678	0.802680743147084	-0.308036712130256	263	249	350	212	301.731466295553	288.416464511549	249.272359614489	232.805611827764	80.27	DOWN_pEhEx_UP_U2AF84
EHI_050650A	149.789355873487	201.770733949613	-0.319096437719125	0.802533354291377	-0.429781823768883	173	175	250	112	198.477352354109	202.702334496068	178.05168543892	122.991643984479	80.25	DOWN_pEhEx_UP_U2AF84
EHI_136990A	17.3991057706269	11.0088357607892	0.395323485101829	0.802518026223275	0.660351255690875	10	9	26	15	11.4726793268271	10.4246914883692	18.5173752856477	16.4720951764927	80.25	UP_pEhEx_DOWN_U2AF84
EHI_062550A	6.81733181097532	9.84931034384003	-0.318418567948985	0.802049830358061	-0.530815506367765	9	8	10	6	10.3254113941444	9.26639243410598	7.12206741755682	6.5888380705971	80.2	DOWN_pEhEx_UP_U2AF84
EHI_178700A	6.81733181097532	9.84931034384003	-0.318418567948985	0.802049830358061	-0.530815506367765	9	8	10	6	10.3254113941444	9.26639243410598	7.12206741755682	6.5888380705971	80.2	DOWN_pEhEx_UP_U2AF84
EHI_080750A	7.52888429735262	13.2746409928638	-0.318061606231552	0.801796381069508	-0.818164851078931	16	7	12	6	18.3562869229234	8.10809337984274	8.54648090106818	6.5888380705971	80.18	DOWN_pEhEx_UP_U2AF84
EHI_177570A	33.7692716052819	21.4445645133318	0.394384287786606	0.801718776127275	0.655099042448437	19	18	43	34	21.7980907209715	20.8493829767385	30.6248898954943	37.3367490667169	80.17	UP_pEhEx_DOWN_U2AF84
EHI_114010A	68.8067332040532	152.475785114034	-0.31789439369255	0.801677933550579	-1.14795849010113	266	0	1	126	305.173270093601	0.579149527131624	0.712206741755682	138.365599482539	80.17	DOWN_pEhEx_UP_U2AF84
EHI_004490A	435.801643523054	291.681977242051	0.393841257796979	0.801241520871397	0.579275391042037	335	170	408	535	384.334757448708	196.910839224752	290.580350636318	587.504727961574	80.12	UP_pEhEx_DOWN_U2AF84
EHI_086070A	8.80289274370836	3.50519905175943	0.393529946535077	0.80096853101318	1.32848131608037	1	5	11	9	1.14726793268271	5.79149527131624	7.8342741593125	9.88325710589564	80.1	UP_pEhEx_DOWN_U2AF84
EHI_175440A	24.0673410552034	14.5140348125486	0.393377505462921	0.800835017633496	0.729628127046869	11	14	31	24	12.6199472595098	16.2161867596855	22.0784089944261	26.3553522823884	80.08	UP_pEhEx_DOWN_U2AF84
EHI_110150A	6.25487585099688	11.5819427690358	-0.316545158626395	0.800728581750916	-0.888824118367575	11	9	13	3	12.6199472595098	10.4246914883692	9.25868764282386	3.29441903529855	80.07	DOWN_pEhEx_UP_U2AF84
EHI_107140A	8.61540742371555	5.22452007649927	0.393166364376104	0.80065026902129	0.721620505730056	4	5	12	8	4.58907173073085	5.79149527131624	8.54648090106818	8.78511742746279	80.07	UP_pEhEx_DOWN_U2AF84
EHI_075420A	14.8127000843215	29.6677336356236	-0.316333830495964	0.800580910164971	-1.00206007978785	18	33	34	5	20.6508227882888	38.2238687906872	24.2150292196932	5.49069839216425	80.06	DOWN_pEhEx_UP_U2AF84
EHI_178620A	74.7736931030956	38.9439369712171	0.393011601357481	0.800514981175056	0.941132051859192	26	41	59	99	29.8289662497505	47.4902612247932	42.0201977635852	108.715828164852	80.05	UP_pEhEx_DOWN_U2AF84
EHI_126190A	30109.1546762034	24507.3011990785	0.392902455273398	0.800419635888463	0.29699058449972	19406	22826	28591	36699	22263.8815016407	26439.3342126129	20362.7029535367	40300.6280588071	80.04	UP_pEhEx_DOWN_U2AF84
EHI_142730A	18274.5203888765	14772.3484868283	0.392448453167652	0.800023624045129	0.306934341502767	11595	13859	17135	22417	13302.571679456	16052.8665930344	12203.6625199836	24616.9971714292	80	UP_pEhEx_DOWN_U2AF84
EHI_068520A	7.69717522054846	12.741468185985	-0.315104850968832	0.799705740011632	-0.727130532720572	12	10	14	5	13.7672151921925	11.5829905426325	9.97089438457954	5.49069839216425	79.97	DOWN_pEhEx_UP_U2AF84
EHI_065810A	180.759723622808	123.642538010331	0.392060844445875	0.799686269266033	0.547898082464561	95	118	221	188	108.990453604858	136.679288403063	157.397689928006	206.450259545376	79.97	UP_pEhEx_DOWN_U2AF84
EHI_035150A	7.153913657367	12.728156785529	-0.31497834558896	0.799611963927668	-0.831218900768016	13	9	14	4	14.9144831248753	10.4246914883692	9.97089438457954	4.3925587137314	79.96	DOWN_pEhEx_UP_U2AF84
EHI_118800A	16.5000679642568	24.3766565568446	-0.314920071053891	0.799568801214244	-0.563028295984565	19	23	25	14	21.7980907209715	26.6408782480547	17.805168543892	15.3739554980599	79.96	DOWN_pEhEx_UP_U2AF84
EHI_015300A	81.639690808508	53.844719185629	0.391853083646039	0.799505726315142	0.60046585894191	52	41	118	73	59.657932499501	47.4902612247932	84.0403955271704	80.164196525598	79.95	UP_pEhEx_DOWN_U2AF84
EHI_197270A	5.00006180143811	9.83599894338408	-0.314692014525741	0.79940009713572	-0.976125653052061	10	7	11	2	11.4726793268271	8.10809337984274	7.8342741593125	2.1962793568657	79.94	DOWN_pEhEx_UP_U2AF84
EHI_036600A	3.5849255100456	10.3425489493509	-0.313511827589765	0.798532433002003	-1.5285767385161	16	2	10	0	18.3562869229234	2.3165981085265	7.12206741755682	0.549069839216425	79.85	DOWN_pEhEx_UP_U2AF84
EHI_097170A	151.447252255782	88.5898307040957	0.390741162308464	0.798522131638226	0.773602397898754	41	111	189	155	47.0379852399912	128.571195023221	134.607074191824	170.211650157092	79.85	UP_pEhEx_DOWN_U2AF84
EHI_064690A	22.418361968862	32.4933344754889	-0.313361239492321	0.798422365549953	-0.535462931727598	26	30	34	19	29.8289662497505	34.7489716278974	24.2150292196932	20.8646538902241	79.84	DOWN_pEhEx_UP_U2AF84
EHI_023140A	93.2312103073346	126.348336246092	-0.312924916294702	0.798104265619996	-0.438521766051683	112	106	146	76	128.494008460464	122.779699751904	103.98218429633	83.4586155608965	79.81	DOWN_pEhEx_UP_U2AF84
EHI_088040A	46.8370206192772	75.9156363090312	-0.312747640260728	0.797975368705074	-0.696747760958781	68	63	95	24	78.0142194224244	72.9728404185846	67.6596404667898	26.3553522823884	79.8	DOWN_pEhEx_UP_U2AF84
EHI_107930A	14.5337014283208	22.5508443284572	-0.312419670938882	0.797737427383978	-0.633779276709469	24	15	21	13	27.5344303843851	17.3744858139487	14.9563415768693	14.275815819627	79.77	DOWN_pEhEx_UP_U2AF84
EHI_046650A	106.663652860472	71.9571328531287	0.389827501145618	0.797679571547356	0.567859032920786	57	67	141	104	65.3942721629146	77.6060366356376	100.421150587551	114.206526557016	79.77	UP_pEhEx_DOWN_U2AF84
EHI_031740A	10.6009683564486	16.2067330363766	-0.312334490288298	0.797675739989396	-0.612397245490587	16	12	13	11	18.3562869229234	13.899588651159	9.25868764282386	12.0795364627613	79.77	DOWN_pEhEx_UP_U2AF84
EHI_185240A	150.004952886231	195.999729665779	-0.312232034930112	0.797601602870139	-0.385841527862255	166	172	188	153	190.44647682533	199.227437333279	133.894867450068	168.015370800226	79.76	DOWN_pEhEx_UP_U2AF84
EHI_104350A	15.0769629915022	22.0576057229463	-0.312209150038134	0.797585052291374	-0.548930349388973	17	21	21	14	19.5035548556061	24.3242801395282	14.9563415768693	15.3739554980599	79.76	DOWN_pEhEx_UP_U2AF84
EHI_166940A	20.413606639332	31.8936046663303	-0.311913962632242	0.797371864679527	-0.643736064854512	27	28	36	14	30.9762341824332	32.4323735193709	25.6394427032045	15.3739554980599	79.74	DOWN_pEhEx_UP_U2AF84
EHI_040360A	91.0773584514058	123.989351210826	-0.311885402651661	0.797351267335198	-0.445051866287585	113	101	143	74	129.641276393146	116.988204480588	101.845564071062	81.2623362040308	79.74	DOWN_pEhEx_UP_U2AF84
EHI_177370A	6.62984649098251	10.9822129598773	-0.311796377758805	0.797284716522431	-0.728121421124373	12	7	11	5	13.7672151921925	8.10809337984274	7.8342741593125	5.49069839216425	79.73	DOWN_pEhEx_UP_U2AF84
EHI_044530A	177.861748939774	239.115869288834	-0.311608557303393	0.797141291749133	-0.426953602825076	231	182	306	127	265.018892449706	210.810427875911	217.935262977239	139.463739160972	79.71	DOWN_pEhEx_UP_U2AF84
EHI_167710A	32.9617471349197	49.2731745201121	-0.311485932466393	0.797047778509915	-0.580009708589055	43	42	56	24	49.3325211053566	48.6485602790564	39.8835775383182	26.3553522823884	79.7	DOWN_pEhEx_UP_U2AF84
EHI_000700A	56.3559244973397	75.3425293007846	-0.31144874652034	0.797019440349263	-0.41889718261386	67	63	79	52	76.8669514897417	72.9728404185846	56.2643325986988	57.1032632785082	79.7	DOWN_pEhEx_UP_U2AF84
EHI_098310A	30.4905078293961	43.515481636734	-0.311445134615147	0.797016688325804	-0.513168585232654	35	40	46	26	40.1543776438949	46.3319621705299	32.7615101207614	28.5516316392541	79.7	DOWN_pEhEx_UP_U2AF84
EHI_086210A	16.6875532842496	10.4224173520866	0.389076256116086	0.796989791106998	0.679082511532995	10	8	24	15	11.4726793268271	9.26639243410598	17.0929618021364	16.4720951764927	79.7	UP_pEhEx_DOWN_U2AF84
EHI_137750A	17.0817183210322	9.84931034384003	0.388898630763423	0.796827092723296	0.794358494327681	9	8	19	19	10.3254113941444	9.26639243410598	13.5319280933579	20.8646538902241	79.68	UP_pEhEx_DOWN_U2AF84
EHI_023260A	201.802286708463	128.80050108455	0.388876060935081	0.796806430347451	0.647804316220657	104	118	187	249	119.315864999002	136.679288403063	133.182660708312	273.436779929779	79.68	UP_pEhEx_DOWN_U2AF84
EHI_049490A	11.2933264460289	16.819774245991	-0.311161230357434	0.796800642842678	-0.574687847843219	14	15	18	9	16.061751057558	17.3744858139487	12.8197213516023	9.88325710589564	79.68	DOWN_pEhEx_UP_U2AF84
EHI_042260A	92.1402285329948	135.61122818123	-0.310891722828389	0.796596045215306	-0.557573552672877	121	113	175	55	138.819419854608	130.887793131747	124.636179807244	60.3976823138067	79.66	DOWN_pEhEx_UP_U2AF84
EHI_153050A	7.32220458056284	13.9009936029342	-0.310680076885499	0.796435708390005	-0.924838018458825	13	11	16	3	14.9144831248753	12.7412895968957	11.3953078680909	3.29441903529855	79.64	DOWN_pEhEx_UP_U2AF84
EHI_001820A	23.504885095225	8.05281903588772	0.388427916027004	0.796396661590329	1.54539480944369	14	0	34	21	16.061751057558	0.579149527131624	24.2150292196932	23.0609332470898	79.64	UP_pEhEx_DOWN_U2AF84
EHI_125770A	18.6539198201857	26.682395990287	-0.310612132414509	0.796384297967933	-0.516409400133307	22	24	28	16	25.2398945190197	27.799177302318	19.9417887691591	17.5702348549256	79.64	DOWN_pEhEx_UP_U2AF84
EHI_062970A	6.98562273417116	11.0221471612452	-0.310434576099295	0.79625009211873	-0.657944658728275	9	10	12	5	10.3254113941444	11.5829905426325	8.54648090106818	5.49069839216425	79.63	DOWN_pEhEx_UP_U2AF84
EHI_118170A	2103.60926824721	1823.67698030919	0.388223571519614	0.796210132470317	0.206016544229011	1372	1769	2758	2066	1574.05160364068	2049.03102699169	1964.26619376217	2268.75657564227	79.62	UP_pEhEx_DOWN_U2AF84
EHI_181270A	34.7598227476599	55.8568910203998	-0.310300184066471	0.796148649044427	-0.684314550461939	33	63	58	26	37.8598417785295	72.9728404185846	41.3079910218295	28.5516316392541	79.61	DOWN_pEhEx_UP_U2AF84
EHI_186470A	79.9523229285727	118.991841730719	-0.310161918534327	0.796044405161183	-0.573650808088409	136	70	127	64	156.028438844849	81.0809337984274	90.4502562029716	70.2809394197023	79.6	DOWN_pEhEx_UP_U2AF84
EHI_107330A	12.9614999291673	6.35742269253655	0.38778601720089	0.795811390698175	1.02771876057887	7	4	12	16	8.03087552877898	4.63319621705299	8.54648090106818	17.5702348549256	79.58	UP_pEhEx_DOWN_U2AF84
EHI_186320A	13.4663726987548	19.6853092872241	-0.309747325494529	0.795732572742342	-0.547758080798396	19	15	18	13	21.7980907209715	17.3744858139487	12.8197213516023	14.275815819627	79.57	DOWN_pEhEx_UP_U2AF84
EHI_006885A	39.5295517875344	76.5153661181897	-0.309677837724022	0.795680417291624	-0.952817907610419	67	65	105	4	76.8669514897417	75.2894385271111	74.7817078843466	4.3925587137314	79.57	DOWN_pEhEx_UP_U2AF84
EHI_067530A	11624.828381364	10659.7600395815	0.387575157342792	0.795619557925763	0.125034455560925	8558	9814	14954	11605	9818.31896789865	11367.5469185395	10650.3396162145	12743.9109682132	79.56	UP_pEhEx_DOWN_U2AF84
EHI_048630A	970.389457623795	1129.16334012392	-0.309591805878127	0.795615887659061	-0.218618413416396	902	1044	1141	1039	1034.83567527981	1209.26421265083	812.627892343233	1140.96712589173	79.56	DOWN_pEhEx_UP_U2AF84
EHI_200820A	5.35583804462676	10.4357287525426	-0.309585779759709	0.795611369462036	-0.962347110221096	9	9	12	2	10.3254113941444	10.4246914883692	8.54648090106818	2.1962793568657	79.56	DOWN_pEhEx_UP_U2AF84
EHI_085700A	8.42792210372274	13.3678207960554	-0.309349360544093	0.795434294796029	-0.66551541340394	9	14	13	7	10.3254113941444	16.2161867596855	9.25868764282386	7.68697774902994	79.54	DOWN_pEhEx_UP_U2AF84
EHI_199940A	35612.5747860486	38077.2830631487	-0.309109505331548	0.79525501484191	-0.0965437951806158	34541	31175	43988	36746	39627.7816627935	36109.9730166568	31328.5501563489	40352.2406236935	79.53	DOWN_pEhEx_UP_U2AF84
EHI_035990A	65.433357249072	102.011613890616	-0.308622965991502	0.794892485139671	-0.640635211131462	90	86	132	34	103.254113941444	99.6137186666393	94.01128991175	37.3367490667169	79.49	DOWN_pEhEx_UP_U2AF84
EHI_038570A	8.57701863012161	16.1801102354647	-0.308593352432085	0.794870468420411	-0.915673277435355	18	10	18	4	20.6508227882888	11.5829905426325	12.8197213516023	4.3925587137314	79.49	DOWN_pEhEx_UP_U2AF84
EHI_169600A	7.52888429735262	13.8344366006544	-0.308377479947563	0.794710143268038	-0.877755898840112	18	6	12	6	20.6508227882888	6.94979432557949	8.54648090106818	6.5888380705971	79.47	DOWN_pEhEx_UP_U2AF84
EHI_042900A	336.476290796854	252.510312885802	0.386622108192223	0.794708619403956	0.414162540661459	238	198	422	343	273.049767978485	229.343212744123	300.551245020898	376.661909702467	79.47	UP_pEhEx_DOWN_U2AF84
EHI_085950A	10.5433851660577	19.0988908785216	-0.308174346491366	0.794559550148528	-0.857150712062061	19	14	22	5	21.7980907209715	16.2161867596855	15.668548318625	5.49069839216425	79.46	DOWN_pEhEx_UP_U2AF84
EHI_050340A	42.9663293857728	26.0959775815845	0.386405397017824	0.79449973157043	0.719379085136073	22	23	49	47	25.2398945190197	26.6408782480547	34.8981303460284	51.6125648863439	79.45	UP_pEhEx_DOWN_U2AF84
EHI_140350A	1523.65446535619	1667.43891735157	-0.307816846328929	0.794279482489488	-0.130098147411829	1523	1355	2238	1339	1747.28906147577	1569.4952185267	1593.91868804922	1470.40902942159	79.43	DOWN_pEhEx_UP_U2AF84
EHI_082050A	11.6491026892176	6.95715250169506	0.385958767867888	0.794069965173534	0.743649980558673	6	6	19	9	6.88360759609627	6.94979432557949	13.5319280933579	9.88325710589564	79.41	UP_pEhEx_DOWN_U2AF84
EHI_197260A	21.1635479193033	30.7607020502931	-0.307461229337848	0.794001573369038	-0.539506924888606	24	29	32	18	27.5344303843851	33.5906725736342	22.7906157361818	19.7665142117913	79.4	DOWN_pEhEx_UP_U2AF84
EHI_148500A	110.687899268352	144.301013108121	-0.307404342379997	0.793957195621244	-0.382583917723226	129	120	163	97	147.99756331607	138.99588651159	116.089698906176	106.519548807986	79.4	DOWN_pEhEx_UP_U2AF84
EHI_019180A	8.80289274370836	5.22452007649927	0.385564336512931	0.793691251369629	0.752679172231796	4	5	11	9	4.58907173073085	5.79149527131624	7.8342741593125	9.88325710589564	79.37	UP_pEhEx_DOWN_U2AF84
EHI_004510A	5.35583804462676	10.4490401529985	-0.306919709635455	0.793580006427567	-0.964186181949637	8	10	12	2	9.17814346146169	11.5829905426325	8.54648090106818	2.1962793568657	79.36	DOWN_pEhEx_UP_U2AF84
EHI_068530A	28.0000741270755	38.8640685684814	-0.30686213936736	0.793535303325993	-0.473006293908362	32	35	39	26	36.7125738458468	40.5404668992137	27.7760629284716	28.5516316392541	79.35	DOWN_pEhEx_UP_U2AF84
EHI_127220A	34.8174059380509	22.0576057229463	0.385234638411805	0.793375283619969	0.658532519511817	17	21	49	32	19.5035548556061	24.3242801395282	34.8981303460284	35.1404697098512	79.34	UP_pEhEx_DOWN_U2AF84
EHI_029060A	101.418522548651	71.890575850849	0.38488281976573	0.793038709766242	0.496446597676478	62	62	140	95	71.1306118263281	71.8145413643214	99.7089438457954	104.323269451121	79.3	UP_pEhEx_DOWN_U2AF84
EHI_129340A	56.0193426509481	37.6912317510762	0.384675940241591	0.792841079934035	0.571696111353656	32	33	75	54	36.7125738458468	38.2238687906872	53.4155056316761	59.2995426353739	79.28	UP_pEhEx_DOWN_U2AF84
EHI_178470A	994.122936442385	870.416840726969	0.384537898292854	0.792709327234795	0.191717801173116	736	765	1394	917	844.389198454476	886.098776511385	992.81619800742	1006.99408512292	79.27	UP_pEhEx_DOWN_U2AF84
EHI_152120A	75.408468002285	44.0087202422449	0.384335330767477	0.792516158541044	0.776937120901139	42	34	73	91	48.1852531726739	39.3821678449504	51.9910921481648	99.9307107373893	79.25	UP_pEhEx_DOWN_U2AF84
EHI_125900A	31.5386421621651	46.3410824765992	-0.305324160357495	0.792349154985991	-0.555171195459974	43	37	52	24	49.3325211053566	42.8570650077402	37.0347505712954	26.3553522823884	79.23	DOWN_pEhEx_UP_U2AF84
EHI_014160A	68.5438301017619	104.091059516307	-0.304760302423617	0.791918155965585	-0.602747445121458	110	70	127	43	126.199472595098	81.0809337984274	90.4502562029716	47.2200061726125	79.19	DOWN_pEhEx_UP_U2AF84
EHI_092580A	35.769568286835	58.9627480584807	-0.303908535009882	0.791242495800521	-0.721071059100957	64	38	70	20	73.4251476916935	44.0153640620034	49.8544719228977	21.962793568657	79.12	DOWN_pEhEx_UP_U2AF84
EHI_105110A	65.6636900106356	42.3825790206967	0.38280571829271	0.791010464264613	0.631624445544251	32	41	96	58	36.7125738458468	47.4902612247932	68.3718472085454	63.6921013491053	79.1	UP_pEhEx_DOWN_U2AF84
EHI_068640A	95.0484803168718	129.094068683222	-0.303547419440621	0.790951912135167	-0.441687250907093	126	97	145	80	144.555759518022	112.355008263535	103.269977554574	87.8511742746279	79.1	DOWN_pEhEx_UP_U2AF84
EHI_181600A	16.8750386042425	23.7503039467742	-0.303446319518737	0.790870717294168	-0.493055174035045	22	19	23	16	25.2398945190197	22.0076820310017	16.3807550603807	17.5702348549256	79.09	DOWN_pEhEx_UP_U2AF84
EHI_136390A	258.45776406349	188.109345554886	0.382036845976189	0.790239989822365	0.458357015552142	142	182	389	221	162.912046440945	210.810427875911	277.04842254296	242.68886893366	79.02	UP_pEhEx_DOWN_U2AF84
EHI_118780A	155.793344761234	107.316002369851	0.381701524867024	0.789904922532152	0.537768386270307	88	97	189	163	100.959578076079	112.355008263535	134.607074191824	178.996767584554	78.99	UP_pEhEx_DOWN_U2AF84
EHI_178040A	17.360716977033	27.8552328076922	-0.302028202331328	0.789739059802416	-0.682121843153603	22	26	32	11	25.2398945190197	30.1157754108444	22.7906157361818	12.0795364627613	78.97	DOWN_pEhEx_UP_U2AF84
EHI_081690A	268.860969999102	196.239334873986	0.381409166704654	0.789613256072284	0.454246088100508	148	190	348	267	169.795654037041	220.076820310017	247.847946130977	293.203294141571	78.96	UP_pEhEx_DOWN_U2AF84
EHI_111830A	46.3174121008696	63.707340929925	-0.301285778770007	0.789151955126038	-0.459904974612404	60	50	63	44	68.8360759609627	57.9149527131624	44.8690247306079	48.3181458510454	78.92	DOWN_pEhEx_UP_U2AF84
EHI_152670A	370.779906669363	277.139169262669	0.380300328881018	0.788511006770315	0.419952435968365	194	283	523	340	222.569978940446	327.798632356499	372.484125938221	373.367490667169	78.85	UP_pEhEx_DOWN_U2AF84
EHI_196400A	8.05295146373711	13.3145751942316	-0.300426056543791	0.788459051480128	-0.725416856428331	13	10	15	5	14.9144831248753	11.5829905426325	10.6831011263352	5.49069839216425	78.85	DOWN_pEhEx_UP_U2AF84
EHI_073470A	643.793665401058	775.138235896219	-0.300209951877072	0.788280189605163	-0.267855237857334	801	539	788	669	918.961614078852	624.323190247891	561.218912503477	734.655444871576	78.83	DOWN_pEhEx_UP_U2AF84
EHI_131890A	1488.96560174285	1590.60264404515	-0.299544248852059	0.787731229045295	-0.0952630492248271	1392	1352	2084	1376	1596.99696229433	1566.02032136391	1484.23884981884	1511.0401975236	78.77	DOWN_pEhEx_UP_U2AF84
EHI_200840A	142.639900864097	184.537589500847	-0.299368939072516	0.787587167300631	-0.371537111506388	146	172	207	127	167.501118171676	199.227437333279	147.426795543426	139.463739160972	78.76	DOWN_pEhEx_UP_U2AF84
EHI_082540A	113.376095391509	164.999422407279	-0.298901378108251	0.78720396944292	-0.541344484693196	160	125	224	62	183.562869229234	144.787381782906	159.534310153273	68.0846600628366	78.72	DOWN_pEhEx_UP_U2AF84
EHI_124420A	15.9184176074814	29.9613012342953	-0.2988526207217	0.787164094885364	-0.912403352229224	40	12	31	9	45.8907173073085	13.899588651159	22.0784089944261	9.88325710589564	78.72	DOWN_pEhEx_UP_U2AF84
EHI_050620A	37.3270340371684	55.2172270098734	-0.298772510971137	0.787098614814446	-0.564897559776552	37	58	53	34	42.4489135092603	67.1813451472684	37.7469573130511	37.3367490667169	78.71	DOWN_pEhEx_UP_U2AF84
EHI_161870A	91.1925248321876	64.3336935399954	0.378100435903298	0.786212323496652	0.50334105029675	57	54	125	86	65.3942721629146	62.5481489302154	89.0258427194602	94.440012345225	78.62	UP_pEhEx_DOWN_U2AF84
EHI_048440A	106.197168884479	67.9720065963143	0.377984113547072	0.786090568368226	0.643732687533066	48	69	129	111	55.0688607687702	79.9226347441641	91.8746696864829	121.893504306046	78.61	UP_pEhEx_DOWN_U2AF84
EHI_194520A	5249.06181504205	5648.90238595455	-0.297419087938502	0.785998881564184	-0.105910983459872	4939	4806	6499	5406	5666.35631951991	5566.78525478917	4628.63161467017	5936.54310160798	78.6	DOWN_pEhEx_UP_U2AF84
EHI_026330A	112.500710629913	153.083977838203	-0.297335580984805	0.785931428568083	-0.444389180075125	130	134	191	82	149.144831248753	155.212073271275	136.031487675335	90.0474536314936	78.59	DOWN_pEhEx_UP_U2AF84
EHI_082580A	10.225997716463	15.0472076194274	-0.297236798816338	0.785851696790375	-0.557254175195425	15	11	15	9	17.2090189902407	12.7412895968957	10.6831011263352	9.88325710589564	78.59	DOWN_pEhEx_UP_U2AF84
EHI_052040A	257.831906460254	331.156936654225	-0.297157942227558	0.785788094379051	-0.361084271362303	233	337	317	267	267.313428315072	390.346781286715	225.769537136551	293.203294141571	78.58	DOWN_pEhEx_UP_U2AF84
EHI_098190A	135.452057061113	93.9614929742512	0.377533400622017	0.785619486197523	0.527640761456205	78	84	170	138	89.4868987492515	97.2971205581128	121.075146098466	151.543275623733	78.56	UP_pEhEx_DOWN_U2AF84
EHI_023130A	117.894937468133	159.294975125724	-0.296788767468327	0.785472832750514	-0.434198989727766	148	127	197	88	169.795654037041	147.103979891432	140.304728125869	96.6362917020907	78.55	DOWN_pEhEx_UP_U2AF84
EHI_183430A	527.559343924999	610.044200108468	-0.296767289940475	0.785454434291124	-0.209580387046928	560	493	756	476	642.470042302318	571.041433751781	538.428296767295	522.714486934036	78.55	DOWN_pEhEx_UP_U2AF84
