pEhEx_mean	UmasM_mean	theta	prob	log2FC	UmasM_1	UmasM_2	pEhEx_1	pEhEx_2	UmasM_1	UmasM_2	pEhEx_1	pEhEx_2	DE	Regulation
EHI_095860A	77.9426796360881	98.6369698569899	-0.140865553816674	0.577696908969872	-0.339714949006257	96	96	118	48	120.420625585706	75.2237793565625	95.7649392536975	61.324115322891	57.77	DOWN_pEhEx_UP_UmasM
EHI_162540A	20.0951855677864	25.9124910423259	-0.14086451698946	0.577693586913831	-0.366797812671321	19	35	31	12	23.8332488138376	27.4253362237467	25.1585857361409	15.3310288307228	57.77	DOWN_pEhEx_UP_UmasM
EHI_135130A	6.96929103760185	9.47586051533687	-0.14078272633892	0.577431572812935	-0.443245059191543	10	8	11	4	12.5438151651777	6.26864827971354	8.92724009992095	5.11034294357425	57.74	DOWN_pEhEx_UP_UmasM
EHI_119610A	7.8434254875601	10.2168070999981	-0.140686238458868	0.577122598390243	-0.381388633143466	8	13	7	8	10.0350521321422	10.1865534545345	5.68097097267697	10.2206858871485	57.71	DOWN_pEhEx_UP_UmasM
EHI_097930A	112.464553073388	69.448390582086	0.220015274871279	0.577060641475571	0.695457193731713	19	144	103	113	23.8332488138376	112.835669034844	83.5914300265326	144.367188155973	57.71	UP_pEhEx_DOWN_UmasM
EHI_069590A	1074.59142669252	940.325613977976	0.219830570946818	0.576873913984433	0.192555911264964	687	1274	1382	821	861.760101847709	998.282238544381	1121.5859834628	1048.89788916862	57.69	UP_pEhEx_DOWN_UmasM
EHI_044780A	63.8435414081313	45.7209131778709	0.219745474628718	0.576783926614557	0.481686461628331	41	50	71	56	51.4296421772286	39.1790517482096	57.6212770085807	71.5448012100396	57.68	UP_pEhEx_DOWN_UmasM
EHI_185420A	19.3439449277064	12.9576777457509	0.219428881730411	0.576446813488134	0.578074858451909	13	12	23	16	16.306959714731	9.40297241957031	18.6660474816529	20.441371774297	57.64	UP_pEhEx_DOWN_UmasM
EHI_069320A	127.092928883733	91.0888338967596	0.219077660085712	0.576074323119007	0.480537647271287	56	140	139	113	70.2453649249952	109.701344894987	112.807852171728	144.367188155973	57.61	UP_pEhEx_DOWN_UmasM
EHI_178040A	19.8766519552968	26.424793035743	-0.140345626718299	0.576032941576966	-0.410817403921654	16	41	32	11	20.0701042642843	32.1268224335319	25.9701530179519	14.0534430948292	57.6	DOWN_pEhEx_UP_UmasM
EHI_030830A	383.819427979273	312.891939308897	0.218961812340272	0.575951803543677	0.294763246504403	233	417	474	306	292.270893348641	326.753291580068	384.682891578412	390.94123518343	57.6	UP_pEhEx_DOWN_UmasM
EHI_118290A	37.3117718303335	22.8272212851189	0.218946176032646	0.575935279733462	0.708875617595501	9	43	38	35	11.2894336486599	33.6939845034603	30.8395567088178	44.7155007562747	57.59	UP_pEhEx_DOWN_UmasM
EHI_107180A	14.8127165251619	10.8448636136253	0.218921800003339	0.575909526310938	0.44982433317768	9	13	18	12	11.2894336486599	10.1865534545345	14.6082110725979	15.3310288307228	57.59	UP_pEhEx_DOWN_UmasM
EHI_189150A	17722.1674494979	15891.1654246148	0.21885037671687	0.575834110418014	0.157330125817279	16154	14385	18486	16340	20263.2790178281	11271.8131879599	15002.6327715581	20875.7509245008	57.58	UP_pEhEx_DOWN_UmasM
EHI_095030A	181.976592179792	222.167555667823	-0.140270278272661	0.575792114589059	-0.287895260395512	231	193	251	128	289.762130315605	151.231139748089	203.70338773456	163.530974194376	57.58	DOWN_pEhEx_UP_UmasM
EHI_084670A	43.2533111556294	55.3096637642418	-0.140240378997656	0.575696573424462	-0.354720992613803	48	63	68	25	60.210312792853	49.3656052027441	55.1865751631477	31.9396433973391	57.57	DOWN_pEhEx_UP_UmasM
EHI_083460A	83.7781708231646	57.3095878253334	0.218487048356118	0.575440601536511	0.547797865035537	55	57	77	84	68.9909834084774	44.664118992959	62.4906806994467	107.317201815059	57.54	UP_pEhEx_DOWN_UmasM
EHI_029620A	677.659480409519	577.391429850979	0.218444839646323	0.575394055835762	0.231010816343663	450	738	785	574	564.471682432997	578.282803803574	637.080316221632	733.334212402905	57.54	UP_pEhEx_DOWN_UmasM
EHI_175600A	6.53274422940312	10.7898508026963	-0.140133639048426	0.575355595872253	-0.723913854582555	14	5	16	0	17.5613412312488	3.91790517482096	12.9850765089759	0.638792867946782	57.54	DOWN_pEhEx_UP_UmasM
EHI_020240A	62.9079600532339	40.0047983967691	0.217855134815948	0.574746213601715	0.653069524745219	16	75	81	48	20.0701042642843	58.7685776223144	65.7369498266907	61.324115322891	57.47	UP_pEhEx_DOWN_UmasM
EHI_182960A	19.0332409578081	9.21787704049313	0.217841657264084	0.574731460694199	1.04601481448362	0	23	33	9	0.627190758258885	18.0223638041764	26.7817202997629	11.4982716230421	57.47	UP_pEhEx_DOWN_UmasM
EHI_024530A	848.046852236959	722.293123820193	0.217749950030602	0.574631138428705	0.231559535801736	661	769	1049	675	829.146182418247	602.573815887464	851.334078619735	862.370371728155	57.46	UP_pEhEx_DOWN_UmasM
EHI_158120A	84.5056269011804	105.942138980096	-0.139820113739177	0.574344474145144	-0.326157229007875	100	108	128	52	125.438151651777	84.6267517761328	103.880612071807	66.4344582664653	57.43	DOWN_pEhEx_UP_UmasM
EHI_083100A	100.304963350571	58.4327596373217	0.21737719363373	0.574213863107835	0.77954366503331	11	129	70	115	13.7981966816955	101.081953510381	56.8097097267697	146.92235962776	57.42	UP_pEhEx_DOWN_UmasM
EHI_153350A	113.847609988873	140.47951833124	-0.13969754827526	0.57394681139183	-0.303255798166863	141	130	151	84	176.867793829006	101.865534545345	122.54665955346	107.317201815059	57.39	DOWN_pEhEx_UP_UmasM
EHI_006940A	199.121323201792	136.048749345737	0.216994452899906	0.573777624333368	0.549524028068895	50	262	204	186	62.7190758258886	205.298231160618	165.559725489443	237.630946876203	57.38	UP_pEhEx_DOWN_UmasM
EHI_164840A	20.8429567626638	11.2414110868324	0.21688158103943	0.573649356621978	0.890736809186782	2	25	19	21	2.50876303303554	19.5895258741048	15.4197783544089	26.8293004537648	57.36	UP_pEhEx_DOWN_UmasM
EHI_087390A	448.824023245197	372.77449489802	0.216744833498344	0.573494188135164	0.267846743397248	301	460	574	345	377.568836471849	360.447276083529	465.839619759512	440.767078883279	57.35	UP_pEhEx_DOWN_UmasM
EHI_153510A	75.6275108109089	90.9237954639725	-0.139437229057001	0.573102912720608	-0.265746773222456	71	116	100	56	89.0610876727617	90.8954000558463	81.1567281810996	71.5448012100396	57.31	DOWN_pEhEx_UP_UmasM
EHI_098050.mRNA	5.72005668438398	10.0167008852594	-0.139394292381891	0.572963813325453	-0.808306069744644	0	25	14	0	0.627190758258885	19.5895258741048	11.3619419453539	0.638792867946782	57.3	DOWN_pEhEx_UP_UmasM
EHI_074730A	59.0972488383	75.7346846167099	-0.139387816630948	0.572942836479988	-0.357863200280799	43	122	87	38	53.9384052102642	95.5968862656315	70.6063535175566	48.5482579639554	57.29	DOWN_pEhEx_UP_UmasM
EHI_132410A	10.062954510128	13.0126905566799	-0.139361698660769	0.572858238771028	-0.370865343949724	8	20	14	7	10.0350521321422	15.6716206992839	11.3619419453539	8.94310015125494	57.29	DOWN_pEhEx_UP_UmasM
EHI_152990A	179.497397756657	127.953349725393	0.21601736073772	0.572648009962863	0.488345012314874	67	215	188	165	84.0435616066907	168.469922517301	152.574648980467	210.801646422438	57.26	UP_pEhEx_DOWN_UmasM
EHI_010350A	75.224636483602	50.5745979557493	0.215972930131851	0.572595547866558	0.572792283796782	50	48	119	43	62.7190758258886	37.6118896782812	96.5765065355085	54.9361866434232	57.26	UP_pEhEx_DOWN_UmasM
EHI_107050A	3358.5466088509	3102.84296323328	0.215697532280607	0.572270987635082	0.114246367275407	2747	3449	4247	2613	3445.78602587432	2702.5709895915	3446.7262458513	3338.33152788988	57.23	UP_pEhEx_DOWN_UmasM
EHI_086130A	131.25200641144	158.893157325912	-0.139180189320745	0.572270584891558	-0.27571751989566	101	239	160	106	126.692533168295	187.275867356442	129.850765089759	135.424088004718	57.23	DOWN_pEhEx_UP_UmasM
EHI_030060A	27.0337531529187	37.0381476089482	-0.139149888767603	0.572172529226596	-0.454250128640451	17	66	45	14	21.3244857808021	51.7163483076367	36.5205276814948	17.8862003025099	57.22	DOWN_pEhEx_UP_UmasM
EHI_035110A	29.1576423728752	36.4736972537781	-0.139052051036895	0.57185600478903	-0.322982378703821	32	41	41	20	40.1402085285687	32.1268224335319	33.2742585542508	25.5517147178713	57.19	DOWN_pEhEx_UP_UmasM
EHI_048210A	298.535306430746	350.540368459831	-0.139051768379025	0.571855090530319	-0.231679032867481	347	332	361	243	435.270386231667	260.148903608112	292.975788733769	310.453333822136	57.19	DOWN_pEhEx_UP_UmasM
EHI_126210A	200.80814519677	131.417980260751	0.215036434412402	0.571481622321584	0.611655114305229	28	285	202	190	35.1226824624976	223.320594964795	163.936590925821	242.741289819777	57.15	UP_pEhEx_DOWN_UmasM
EHI_063140A	14.2492860451019	20.5436398218542	-0.138899173537606	0.571361685861861	-0.527802178551765	6	42	12	15	7.52628909910663	32.9104034684961	9.73880738173195	19.1637860384035	57.14	DOWN_pEhEx_UP_UmasM
EHI_076140A	24.3429640076995	32.823977141401	-0.138802934089329	0.571046494917695	-0.431245212858403	37	24	23	24	46.4121161111575	18.8059448391406	18.6660474816529	30.6620576614455	57.1	DOWN_pEhEx_UP_UmasM
EHI_155570A	219.622852542088	158.427274795896	0.2146428389518	0.57100391180899	0.471207448944743	78	274	236	198	97.8417582883861	214.701203580189	191.529878507395	252.961975706926	57.1	UP_pEhEx_DOWN_UmasM
EHI_044230A	29.0620025702639	19.2903912437758	0.214557236114084	0.57090031120282	0.591251713797693	11	31	30	27	13.7981966816955	24.29101208389	24.3470184543299	34.4948148691262	57.09	UP_pEhEx_DOWN_UmasM
EHI_044620A	6.84292778252095	11.0127664955883	-0.138692304050276	0.570683607293061	-0.686491304090798	1	26	3	9	1.25438151651777	20.373106909069	2.43470184543299	11.4982716230421	57.07	DOWN_pEhEx_UP_UmasM
EHI_137900A	6.84292778252095	11.0127664955883	-0.138692304050276	0.570683607293061	-0.686491304090798	1	26	3	9	1.25438151651777	20.373106909069	2.43470184543299	11.4982716230421	57.07	DOWN_pEhEx_UP_UmasM
EHI_082510A	11.4697959876767	15.1255046888056	-0.13869216761842	0.570683159877362	-0.399143550739668	12	19	19	6	15.0525781982133	14.8880396643197	15.4197783544089	7.66551441536138	57.07	DOWN_pEhEx_UP_UmasM
EHI_068020A	16.0624712951602	20.0920795377181	-0.138463395366851	0.569933292202272	-0.322933015168623	18	22	18	14	22.5788672973199	17.2387827692122	14.6082110725979	17.8862003025099	56.99	DOWN_pEhEx_UP_UmasM
EHI_005460A	2843.14315226472	3131.06819157346	-0.138427831316683	0.569816787025912	-0.139168188749087	3398	2496	3320	2391	4262.38839312739	1955.81826327062	2694.40337561251	3054.70749452151	56.98	DOWN_pEhEx_UP_UmasM
EHI_143120A	20.0644621153168	28.9891674520048	-0.138291871307474	0.56937155663603	-0.530871419719159	8	60	34	10	10.0350521321422	47.0148620978516	27.5932875815739	12.7758573589356	56.94	DOWN_pEhEx_UP_UmasM
EHI_121890A	287.37968385817	334.378801987487	-0.138258954713099	0.569263803329659	-0.218525315468499	313	345	352	231	392.621414670062	270.335457062646	285.67168319747	295.122304991413	56.93	DOWN_pEhEx_UP_UmasM
EHI_189170A	73.6879623057697	52.9710694900481	0.21292600196797	0.56885987354397	0.476224322289243	50	54	86	62	62.7190758258886	42.3133758880664	69.7947862357456	79.2103156254009	56.89	UP_pEhEx_DOWN_UmasM
EHI_082550A	439.467708141869	356.178554836596	0.212664384187857	0.56852157272205	0.303156504990523	321	387	491	384	402.656466802205	303.245860531143	398.479535369199	490.592922583128	56.85	UP_pEhEx_DOWN_UmasM
EHI_062970A	8.00051219511056	10.2168070999981	-0.138008340654842	0.568443912293852	-0.352780133818914	8	13	12	5	10.0350521321422	10.1865534545345	9.73880738173195	6.38792867946782	56.84	DOWN_pEhEx_UP_UmasM
EHI_101120A	75.1904435859298	91.0366855350066	-0.137894132325837	0.568070569682483	-0.275898720334382	68	121	102	54	85.2979431232084	94.8133052306673	82.7798627447216	68.9896297382524	56.81	DOWN_pEhEx_UP_UmasM
EHI_081740A	70.5942988332436	50.4531145371873	0.212228172930333	0.567959836500998	0.484608345193373	32	76	83	59	40.1402085285687	59.5521586572786	67.3600843903127	75.3775584177202	56.8	UP_pEhEx_DOWN_UmasM
EHI_152220A	201.532131829583	147.015096377924	0.212003625657042	0.56767180419712	0.455045570031551	77	247	233	171	96.5873767718684	193.544515636156	189.095176661962	218.467160837799	56.77	UP_pEhEx_DOWN_UmasM
EHI_194075A	322.536843016078	225.288375368312	0.211998343692048	0.567665038108924	0.517691093338696	49	487	397	258	61.4646943093708	381.603964027562	322.192210878965	329.617119860539	56.77	UP_pEhEx_DOWN_UmasM
EHI_156200A	228.784418594991	183.04869114427	0.211810535561974	0.567415749480763	0.321761342494323	149	224	277	186	186.902845961148	175.522151831979	224.804137061646	237.630946876203	56.74	UP_pEhEx_DOWN_UmasM
EHI_038860A	74189.7942327414	82260.5604244826	-0.137686582762691	0.567388023956268	-0.148980161556323	98632	50860	82537	65055	123722.157737181	39852.9314382788	66984.3287388342	83113.3400485558	56.74	DOWN_pEhEx_UP_UmasM
EHI_005940A	79.4144374637787	101.54287893553	-0.137674922704379	0.567349281157568	-0.354615852120969	86	119	137	38	107.876810420528	93.2461431607389	111.184717608106	48.5482579639554	56.73	DOWN_pEhEx_UP_UmasM
EHI_024670A	51.1889070005981	34.4709087435104	0.211513656471575	0.567020236936894	0.570451869413615	18	58	66	39	22.5788672973199	45.4477000279232	53.5634405995257	49.825843699849	56.7	UP_pEhEx_DOWN_UmasM
EHI_128180A	15.6868509751202	10.1589298398931	0.211424604041887	0.566901869528028	0.626807336499304	6	16	14	16	7.52628909910663	12.5372965594271	11.3619419453539	20.441371774297	56.69	UP_pEhEx_DOWN_UmasM
EHI_135460A	67.719168973207	46.4561308641801	0.211184079558197	0.566582790754516	0.543695265929627	25	77	79	57	31.3595379129443	60.3357396922428	64.1138152630687	72.8223869459331	56.66	UP_pEhEx_DOWN_UmasM
EHI_158550A	14239.1885618809	13132.2826740948	0.211093845584722	0.566463320889596	0.116749225293873	12733	12857	16830	11843	15972.0398498208	10074.5013665346	13658.6773528791	15130.4478701875	56.65	UP_pEhEx_DOWN_UmasM
EHI_029570A	111.061181041042	81.9602369420528	0.210711916701484	0.565952084983554	0.438358582745204	58	114	118	101	72.7541279580307	89.328237985918	95.7649392536975	129.03615932525	56.6	UP_pEhEx_DOWN_UmasM
EHI_193840A	31.7220682630136	42.803546302627	-0.137098298541175	0.565435727412187	-0.432243492728711	23	71	55	15	28.8507748799087	55.6342534824577	44.6362004996048	19.1637860384035	56.54	DOWN_pEhEx_UP_UmasM
EHI_192460A	132.78521114407	161.599066304968	-0.137095894934751	0.565427760733786	-0.283324385914214	160	153	173	100	200.701042642843	119.887898349521	140.401139753302	127.758573589356	56.54	DOWN_pEhEx_UP_UmasM
EHI_104680A	344.619146213132	274.25327956124	0.209829277497555	0.5647506309382	0.329493983773305	209	358	356	320	262.165736952214	280.522010517181	288.917952324715	408.82743548594	56.48	UP_pEhEx_DOWN_UmasM
EHI_045500A	5.313192495094	7.36304638321123	-0.13685925398221	0.56464381931278	-0.470723807646491	6	9	10	2	7.52628909910663	7.05222931467773	8.11567281810996	2.55517147178713	56.46	DOWN_pEhEx_UP_UmasM
EHI_092130A	142.595439144036	99.3578652974191	0.209666024554795	0.564526690076781	0.521221755799544	45	178	171	117	56.4471682432997	139.477424223626	138.77800518968	149.477531099547	56.45	UP_pEhEx_DOWN_UmasM
EHI_001140A	41.9079165830197	55.4139604877478	-0.136769543511091	0.56434683314778	-0.403026680619162	24	101	57	30	30.1051563964265	79.1416845313834	46.2593350632268	38.3275720768069	56.43	DOWN_pEhEx_UP_UmasM
EHI_038560A	66.9986517855966	43.029326444695	0.209476503347918	0.564261332374264	0.638811807119846	17	81	68	63	21.3244857808021	63.4700638320996	55.1865751631477	80.4879013612945	56.43	UP_pEhEx_DOWN_UmasM
EHI_027370A	56.7820800131208	74.7593645424526	-0.136667049708496	0.564007666063988	-0.396818608047699	30	140	69	46	37.6314454955331	109.701344894987	55.9981424449587	58.7689438511039	56.4	DOWN_pEhEx_UP_UmasM
EHI_194450A	646.808077151261	526.929133689679	0.209210570958352	0.563889988623957	0.29572874696315	535	478	706	576	671.094111337007	374.551734712884	572.966500958563	735.889383874692	56.39	UP_pEhEx_DOWN_UmasM
EHI_023450A	30.5644838504239	20.0892150885421	0.209026230619057	0.56363326204311	0.605435006957875	11	33	46	19	13.7981966816955	25.8581741538184	37.3320949633058	24.2741289819777	56.36	UP_pEhEx_DOWN_UmasM
EHI_140770A	30.4039276976708	15.8057095641858	0.208998408059232	0.563594562658573	0.943811905201764	1	38	21	35	1.25438151651777	29.7760793286393	17.0429129180309	44.7155007562747	56.36	UP_pEhEx_DOWN_UmasM
EHI_098080A	21.7785381175611	11.4700556780765	0.208974260202932	0.563560984837593	0.925034722010639	3	24	9	29	3.76314454955331	18.8059448391406	7.30410553629896	37.0499863409133	56.36	UP_pEhEx_DOWN_UmasM
EHI_095120A	75.1220577905853	51.1940611218485	0.208910236328433	0.563472005285255	0.553260125778258	30	81	68	76	37.6314454955331	63.4700638320996	55.1865751631477	97.0965159279108	56.35	UP_pEhEx_DOWN_UmasM
EHI_035210A	11.9375866651254	8.56128215036059	0.208681688718504	0.563154919545701	0.479612428863868	6	12	14	10	7.52628909910663	9.40297241957031	11.3619419453539	12.7758573589356	56.32	UP_pEhEx_DOWN_UmasM
EHI_192960A	102.630540511358	124.482990291683	-0.136356057186199	0.562964747569193	-0.278488513804525	92	167	148	68	115.403099519635	130.85803283902	120.111957708027	86.8758300407623	56.3	DOWN_pEhEx_UP_UmasM
EHI_198900A	7.18782465009141	9.47586051533687	-0.136302192449886	0.562784051514257	-0.398701748119712	10	8	10	5	12.5438151651777	6.26864827971354	8.11567281810996	6.38792867946782	56.28	DOWN_pEhEx_UP_UmasM
EHI_029550A	9.25026696510883	13.5307214484491	-0.136260248804152	0.562643374515761	-0.548671856943027	19	4	12	7	23.8332488138376	3.13432413985677	9.73880738173195	8.94310015125494	56.26	DOWN_pEhEx_UP_UmasM
EHI_004190A	33.9074043879092	43.8974853462703	-0.136175748663302	0.562360040143804	-0.372537947520456	47	36	45	25	58.9559312763352	28.2089172587109	36.5205276814948	31.9396433973391	56.24	DOWN_pEhEx_UP_UmasM
EHI_001950A	304.186456903005	238.5698128047	0.208044159714816	0.562244884800631	0.350544417722009	156	352	338	267	195.683516576772	275.820524307396	274.309741252117	341.115391483581	56.22	UP_pEhEx_DOWN_UmasM
EHI_074800A	3921.74597500429	4219.96872350302	-0.136106372739882	0.562127493236542	-0.105736216140742	4209	3947	4412	3407	5279.6918030233	3092.79434500367	3580.63484735011	4352.73460218937	56.21	DOWN_pEhEx_UP_UmasM
EHI_099290A	18.1556370626472	12.4425113031578	0.207908058957718	0.562050638022957	0.545139856108892	9	17	17	18	11.2894336486599	13.3208775943913	13.7966437907869	22.9965432460841	56.21	UP_pEhEx_DOWN_UmasM
EHI_106690A	628.239658980053	705.977976711766	-0.13580419485703	0.561115386163176	-0.168308159609999	670	714	831	465	840.435616066907	559.476858964434	674.412411184937	594.077367190507	56.11	DOWN_pEhEx_UP_UmasM
EHI_158020A	23.5951928128221	30.3060221885402	-0.135793382322239	0.561079194661949	-0.361111543078732	19	46	35	15	23.8332488138376	36.0447276083529	28.4048548633849	19.1637860384035	56.11	DOWN_pEhEx_UP_UmasM
EHI_035220A	130.565682121502	84.9125654839937	0.207140176377435	0.560944773522407	0.620725782021491	22	178	166	101	27.596393363391	139.477424223626	134.720168780625	129.03615932525	56.09	UP_pEhEx_DOWN_UmasM
EHI_023870A	41.5630197154493	28.1932080564145	0.206884668607252	0.560572624664659	0.559952826446258	15	47	50	34	18.8157227477666	36.8283086433171	40.5783640905498	43.4379150203812	56.06	UP_pEhEx_DOWN_UmasM
EHI_135470A	806.886706848817	683.171983124049	0.206774523945441	0.56041254246356	0.240117310887666	434	1028	980	654	544.401578168713	805.52130394319	795.335936174776	835.54107127439	56.04	UP_pEhEx_DOWN_UmasM
EHI_192090A	16377.5517030178	14597.5361672807	0.206751507606628	0.560379117084232	0.165994817539966	15618	11989	17559	14791	19590.9305249745	9394.35302818571	14250.3099013193	18896.7706196017	56.04	UP_pEhEx_DOWN_UmasM
EHI_144710A	478.029234742201	390.600179667529	0.206663345349999	0.560251167311652	0.291406238694939	358	415	529	421	449.068582913362	325.18612951014	429.319092078017	537.86359481119	56.03	UP_pEhEx_DOWN_UmasM
EHI_120350A	43.4683753229163	28.7633873099367	0.206656808714364	0.560241685969343	0.59573259010797	14	50	47	39	17.5613412312488	39.1790517482096	38.1436622451168	49.825843699849	56.02	UP_pEhEx_DOWN_UmasM
EHI_044820A	260.427692727052	176.097102756731	0.206548748682023	0.560085050957553	0.564511693081917	33	389	238	262	41.3945900450864	304.813022601071	193.153013071017	334.727462804114	56.01	UP_pEhEx_DOWN_UmasM
EHI_134780A	98.2801833784283	120.098052492996	-0.135414498402369	0.559806034650557	-0.289240301824434	113	123	105	89	141.745111366508	96.3804673005957	85.2145645901546	113.705130494527	55.98	DOWN_pEhEx_UP_UmasM
EHI_192060A	51.3767171606181	36.184310953253	0.206184365860551	0.559549036798557	0.505750409631339	22	56	68	38	27.596393363391	43.8805379579948	55.1865751631477	48.5482579639554	55.95	UP_pEhEx_DOWN_UmasM
EHI_054130A	28.5942118928152	36.190039851605	-0.135246458958747	0.559235440891976	-0.339869553516988	36	34	35	23	45.1577345946398	26.6417551887825	28.4048548633849	29.384471925552	55.92	DOWN_pEhEx_UP_UmasM
EHI_021230A	39.1249570803919	47.9466173810305	-0.13518203583256	0.559016791102467	-0.293339867719386	42	54	44	34	52.6840236937464	42.3133758880664	35.7089603996838	43.4379150203812	55.9	DOWN_pEhEx_UP_UmasM
EHI_186820A	1735.55611797712	1540.94250048329	0.205696389920621	0.558822129292235	0.171584985046177	1422	1622	1926	1525	1783.73051648827	1270.96843871192	1563.07858476798	1948.31824723768	55.88	UP_pEhEx_DOWN_UmasM
EHI_153450A	188.337851504054	135.200641588394	0.205468748886306	0.558484445962764	0.478220979180659	69	230	179	185	86.5523246397262	180.223638041764	145.270543444168	236.353361140309	55.85	UP_pEhEx_DOWN_UmasM
EHI_078310A	1304.24253929271	1125.30944647171	0.205439154907861	0.558440612215452	0.212890401020501	1103	1083	1432	1156	1383.5828127191	848.618260866221	1162.16434755335	1476.88911069296	55.84	UP_pEhEx_DOWN_UmasM
EHI_183010A	83.4436822912022	103.71357032776	-0.134995547056787	0.558384182656398	-0.31372994575018	92	115	130	49	115.403099519635	90.1118190208822	105.503746635429	62.6017010587846	55.84	DOWN_pEhEx_UP_UmasM
EHI_081390A	9.6566107376184	12.7869104146119	-0.1348744245821	0.557973571016308	-0.405078892858636	14	10	13	7	17.5613412312488	7.83581034964193	10.5503746635429	8.94310015125494	55.8	DOWN_pEhEx_UP_UmasM
EHI_105260A	7.59416842260098	10.5004645021712	-0.134715218642706	0.557434166512608	-0.46748924850819	4	20	11	5	5.01752606607108	15.6716206992839	8.92724009992095	6.38792867946782	55.74	DOWN_pEhEx_UP_UmasM
EHI_151180A	22.5946951077829	28.0831824345565	-0.134711426756325	0.557421323569304	-0.313722344139466	25	31	31	16	31.3595379129443	24.29101208389	25.1585857361409	20.441371774297	55.74	DOWN_pEhEx_UP_UmasM
EHI_092110A	289.988209427234	210.989750739448	0.204615469037811	0.557198608780796	0.458821324423326	245	143	260	295	307.323471546854	112.05208799988	211.007493270859	376.887792088601	55.72	UP_pEhEx_DOWN_UmasM
EHI_135030A	42.8742213903867	29.677965674913	0.204516731564452	0.557049482962433	0.530718268280848	18	46	44	40	22.5788672973199	36.0447276083529	35.7089603996838	51.1034294357425	55.7	UP_pEhEx_DOWN_UmasM
EHI_153760A	8.21904580760012	5.47887684232966	0.204444081424663	0.556939867309777	0.585090739354412	3	9	11	6	3.76314454955331	7.05222931467773	8.92724009992095	7.66551441536138	55.69	UP_pEhEx_DOWN_UmasM
EHI_186730A	216.498465617093	152.540392683655	0.204205812986565	0.556581015787047	0.505165481425247	54	297	236	193	67.7366018919596	232.723567384365	191.529878507395	246.574047027458	55.66	UP_pEhEx_DOWN_UmasM
EHI_011920A	192.787317884798	223.40075310167	-0.134404425769939	0.556382191685514	-0.212623899290735	177	281	253	144	222.025528423645	220.186270824938	205.326522298182	183.972345968673	55.64	DOWN_pEhEx_UP_UmasM
EHI_135200A	48.3752240455007	58.3341918121677	-0.134403662347858	0.556379609306519	-0.270073404908241	49	69	56	41	61.4646943093708	54.0670914125293	45.4477677814158	52.3810151716361	55.64	DOWN_pEhEx_UP_UmasM
EHI_201930A	359.324813563129	218.110312446865	0.204072480343839	0.556378367700064	0.720230582166431	0	546	0	575	0.627190758258885	427.835245090449	0.405783640905498	734.611798138799	55.64	UP_pEhEx_DOWN_UmasM
EHI_098500A	46.7191255029928	34.0164840101983	0.204005309263751	0.556274508422726	0.457779240048642	23	49	55	39	28.8507748799087	38.3954707132454	44.6362004996048	49.825843699849	55.63	UP_pEhEx_DOWN_UmasM
EHI_023060A	8.43757942008968	10.2168070999981	-0.134252834177757	0.555861501193059	-0.276043321813751	8	13	10	7	10.0350521321422	10.1865534545345	8.11567281810996	8.94310015125494	55.59	DOWN_pEhEx_UP_UmasM
EHI_179850A	16.967329197588	25.1079382992076	-0.134222954639036	0.55575889004215	-0.565384078487184	5	55	11	20	6.27190758258886	43.0969569230306	8.92724009992095	25.5517147178713	55.58	DOWN_pEhEx_UP_UmasM
EHI_156340A	16.4995385201393	11.1863982759034	0.203667580510034	0.555753549051648	0.560680072455771	7	17	16	16	8.7806706156244	13.3208775943913	12.9850765089759	20.441371774297	55.58	UP_pEhEx_DOWN_UmasM
EHI_128110A	253.687343637548	196.961637820047	0.203510664383958	0.555512197884633	0.365136882095677	126	295	286	220	158.052071081239	231.156405314437	232.108242597945	281.068861896584	55.55	UP_pEhEx_DOWN_UmasM
EHI_001820A	26.9381133503073	17.1775771116502	0.20350041306461	0.555496445793119	0.649122253668205	7	32	34	21	8.7806706156244	25.0745931188542	27.5932875815739	26.8293004537648	55.55	UP_pEhEx_DOWN_UmasM
EHI_000560A	51.2196304530677	62.3311754851749	-0.134127921529544	0.555432614123519	-0.283257076359472	56	68	63	41	70.2453649249952	53.2835103775651	51.1287387540927	52.3810151716361	55.54	DOWN_pEhEx_UP_UmasM
EHI_140290A	36.9088975030267	47.1999418980173	-0.134025555474827	0.555081303480235	-0.354816439841841	30	71	57	22	37.6314454955331	55.6342534824577	46.2593350632268	28.1068861896584	55.51	DOWN_pEhEx_UP_UmasM
EHI_019620A	58.0318347831191	76.8693142254022	-0.133820819627942	0.554379108913675	-0.405563254730977	27	150	69	48	33.8683009459798	117.537155244629	55.9981424449587	61.324115322891	55.44	DOWN_pEhEx_UP_UmasM
EHI_193790A	15.7824907777315	9.70164065740493	0.202697803403057	0.554255094109816	0.702024258954427	4	18	25	9	5.01752606607108	14.1044586293555	20.2891820452749	11.4982716230421	55.43	UP_pEhEx_DOWN_UmasM
EHI_151260A	144.094450978993	103.354848970426	0.202675647870878	0.55422036324975	0.479408703486642	52	177	167	122	65.2278388589241	138.693843188662	135.531736062436	155.865459779015	55.42	UP_pEhEx_DOWN_UmasM
EHI_131540A	43.157671353018	55.5297150079578	-0.133515887226644	0.553334349456953	-0.363642967872046	28	95	57	32	35.1226824624976	74.4401983215983	46.2593350632268	40.882743548594	55.33	DOWN_pEhEx_UP_UmasM
