pEhEx_mean	U2AF84_mean	theta	prob	log2FC	U2AF84_1	U2AF84_2	pEhEx_1	pEhEx_2	U2AF84_1	U2AF84_2	pEhEx_1	pEhEx_2	DE	Regulation
EHI_112800A	211.177912512993	82.486041408863	0.878635674946688	0.962222896155328	1.35623704148646	59	83	250	225	67.68880802828	96.1388215038496	178.05168543892	247.081427647391	96.22	UP_pEhEx_DOWN_U2AF84
EHI_156380A	22.4759451592529	6.3707340929925	0.878590600982625	0.962210505571615	1.81885025787327	6	5	25	25	6.88360759609627	5.79149527131624	17.805168543892	27.4534919608212	96.22	UP_pEhEx_DOWN_U2AF84
EHI_110570A	336.994539510372	121.150438970505	0.99306521825731	0.961461370970634	1.47592558270485	106	103	341	397	121.610400864367	119.304802589115	242.862498938687	435.961452337841	96.15	UP_pEhEx_DOWN_U2AF84
EHI_194430A	96.2930172655875	21.5111215156115	0.958468948996382	0.961240346023474	2.16234844027715	14	23	92	117	16.061751057558	26.6408782480547	65.5230202415227	128.482342376643	96.12	UP_pEhEx_DOWN_U2AF84
EHI_092110A	252.763984367582	83.3793388166931	0.990759331306185	0.961223537962352	1.60002907559231	80	64	260	295	91.7814346146169	74.1311394728479	185.173752856477	323.951205137691	96.12	UP_pEhEx_DOWN_U2AF84
EHI_049660A	125.341225725432	48.1003377027069	0.803079448533786	0.960926165517594	1.38174207856644	43	40	137	141	49.3325211053566	46.3319621705299	97.5723236205284	154.837694659032	96.09	UP_pEhEx_DOWN_U2AF84
EHI_193350A	629.717909886086	252.789135506736	0.808750462822418	0.960823924819366	1.31677123980057	173	262	469	852	198.477352354109	303.474352216971	334.024961883415	935.615006024787	96.08	UP_pEhEx_DOWN_U2AF84
EHI_183560A	11.8557824060074	2.3323622343543	0.800765865419472	0.960801178228078	2.34572710159613	1	3	15	12	1.14726793268271	3.47489716278974	10.6831011263352	13.1776761411942	96.08	UP_pEhEx_DOWN_U2AF84
EHI_012420A	82.577117408472	38.2643387593228	0.7985871906206	0.960628658571739	1.10974158911172	33	33	113	78	37.8598417785295	38.2238687906872	80.479361818392	85.6548949177622	96.06	UP_pEhEx_DOWN_U2AF84
EHI_017660A	349.796665812297	85.7242956628626	0.966363504783319	0.960396046607257	2.02874048716489	36	111	293	452	41.3016455765776	128.571195023221	208.676575334415	496.359134651648	96.04	UP_pEhEx_DOWN_U2AF84
EHI_012570A	169.336495047177	70.6644934316201	0.814286215522068	0.960360779905808	1.26083553764675	66	56	195	184	75.719683557059	64.8647470387419	138.880314642358	202.057700831644	96.04	UP_pEhEx_DOWN_U2AF84
EHI_017030A	135.269030389097	45.927712273824	0.795690889870255	0.960301855974639	1.55839474685962	30	49	142	156	34.4180379804814	56.7566536588991	101.133357329307	171.309789835524	96.03	UP_pEhEx_DOWN_U2AF84
EHI_152800A	1039.49922176193	208.15334586578	1.23410499329493	0.96018040786559	2.32017002438057	90	267	755	1419	103.254113941444	309.265847488287	537.71609002554	1558.26020369621	96.02	UP_pEhEx_DOWN_U2AF84
EHI_155380A	50.8126011327202	15.7001830304097	0.816300501466458	0.960093607996301	1.69440494065766	10	17	68	49	11.4726793268271	19.6910839224752	48.4300584393863	53.8088442432096	96.01	UP_pEhEx_DOWN_U2AF84
EHI_134490A	657.187719160602	292.651559109413	0.870525752033893	0.960068515798598	1.16712155627106	130	372	789	693	149.144831248753	430.887248185928	561.931119245233	761.010797153965	96.01	UP_pEhEx_DOWN_U2AF84
EHI_035060A	141.962278523337	24.65822851592	0.816686596495277	0.960041790010248	2.52536657204205	0	42	228	112	0.573633966341356	48.6485602790564	162.383137120295	122.991643984479	96	UP_pEhEx_DOWN_U2AF84
EHI_172960A	427.205430496135	183.431309685721	0.81681530024208	0.960024484152194	1.21969007425148	141	175	393	529	161.764778508262	202.702334496068	279.897249509983	580.915889890977	96	UP_pEhEx_DOWN_U2AF84
EHI_006850A	78.7448149685616	20.8448347041733	0.793403000480991	0.959913694467558	1.91749499904628	20	16	61	105	22.9453586536542	18.532784868212	43.4446112470966	115.304666235449	95.99	UP_pEhEx_DOWN_U2AF84
EHI_007930A	172.557675632672	73.5965854751329	0.818271657681915	0.95982266799591	1.22936790962065	66	61	201	186	75.719683557059	70.6562423100581	143.153555092892	204.25398018851	95.98	UP_pEhEx_DOWN_U2AF84
EHI_068170A	624.993747897561	302.275292434143	0.792407783463025	0.959746757355977	1.04797869801878	200	320	613	749	229.453586536542	370.655697364239	436.582732696233	822.506619146204	95.97	UP_pEhEx_DOWN_U2AF84
EHI_056380A	568.061991496312	260.865162435371	0.818961381218754	0.9597166768291	1.12274408631064	139	309	624	637	159.470242642897	357.914407767344	444.417006855545	699.514975161725	95.97	UP_pEhEx_DOWN_U2AF84
EHI_052720A	40.8124775298439	9.88924454520788	0.868211916807399	0.959504993323051	2.04507807176825	6	11	46	45	6.88360759609627	12.7412895968957	32.7615101207614	49.4162855294782	95.95	UP_pEhEx_DOWN_U2AF84
EHI_092930A	631.856646759886	233.929849836421	1.23311474247542	0.959404924020888	1.43352131863218	136	266	814	630	156.028438844849	308.107548434024	579.736287789125	691.827997412695	95.94	UP_pEhEx_DOWN_U2AF84
EHI_196370A	50.2546038207186	13.3411979951435	0.78999864013117	0.959229923906216	1.91336754598813	11	12	42	65	12.6199472595098	13.899588651159	29.9126831537386	71.3790790981352	95.92	UP_pEhEx_DOWN_U2AF84
EHI_201200A	270.101048299841	128.227394076304	0.824374694252443	0.958850087568478	1.07479473167811	103	118	324	285	118.168597066319	136.679288403063	230.754984328841	312.969808353362	95.89	UP_pEhEx_DOWN_U2AF84
EHI_167310A	6002.07524404902	2340.39218356752	1.18397593875785	0.958817130510888	1.35871110019272	1410	2613	5302	7576	1617.64778508262	3026.63542878987	3776.12014478862	8319.50620380726	95.88	UP_pEhEx_DOWN_U2AF84
EHI_186950A	279.365966371566	129.533344898268	0.865045216993175	0.958785174617505	1.10883274679421	93	130	376	268	106.695917739492	150.578877054222	267.789734900136	294.301433820004	95.88	UP_pEhEx_DOWN_U2AF84
EHI_075530A	75.1058163015103	27.8152986063243	0.863448197079246	0.95845369841769	1.43304604294938	25	23	92	78	28.6816983170678	26.6408782480547	65.5230202415227	85.6548949177622	95.85	UP_pEhEx_DOWN_U2AF84
EHI_064640A	167.12060135288	83.4592072194289	0.826829992979792	0.958449713555898	1.00174646720907	74	70	230	157	84.8978270185207	81.0809337984274	163.807550603807	172.407929513957	95.84	UP_pEhEx_DOWN_U2AF84
EHI_115360A	90.7644296497879	29.0680038264651	0.828722926467654	0.958141899193995	1.64269501839115	19	31	107	97	21.7980907209715	35.9072706821607	76.2061213678579	106.519548807986	95.81	UP_pEhEx_DOWN_U2AF84
EHI_193940A	123.172638120683	17.0347892027867	0.828999491619786	0.958096558045296	2.85412580771336	0	29	108	156	0.573633966341356	33.5906725736342	76.9183281096136	171.309789835524	95.81	UP_pEhEx_DOWN_U2AF84
EHI_058320A	81.9084123636656	20.9380145073649	0.831217641443973	0.957769283787667	1.96788698869973	13	23	76	101	14.9144831248753	26.6408782480547	54.1277123734318	110.912107521718	95.78	UP_pEhEx_DOWN_U2AF84
EHI_170120A	267.062894386362	122.589503797029	0.831243126907071	0.957765498403121	1.12334408270251	86	125	346	265	98.6650422107132	144.787381782906	246.423532647466	291.007014784705	95.78	UP_pEhEx_DOWN_U2AF84
EHI_013340A	105.971294770892	42.2760878170491	0.85644346163337	0.957283831646067	1.32575974163352	40	33	136	106	45.8907173073085	38.2238687906872	96.8601168787727	116.402805913882	95.73	UP_pEhEx_DOWN_U2AF84
EHI_141810A	434.433022897603	202.996099580201	0.855567654359202	0.957167296286384	1.0976817646591	125	224	537	448	143.408491585339	259.458988154968	382.455020322801	491.966575937916	95.72	UP_pEhEx_DOWN_U2AF84
EHI_044820A	227.009275432443	87.6972500849063	0.835956448018713	0.957149892926749	1.37214773615324	64	87	238	262	73.4251476916935	100.772017720903	169.505204537852	287.712595749406	95.71	UP_pEhEx_DOWN_U2AF84
EHI_005010A	173.663393155832	73.7163880792364	0.781617850985302	0.957013759400959	1.23623638828116	57	70	198	190	65.3942721629146	81.0809337984274	141.016934867625	208.646538902241	95.7	UP_pEhEx_DOWN_U2AF84
EHI_019860A	29.2548881766343	10.4490401529985	0.8380636582901	0.956949853157053	1.48530728095731	8	10	41	27	9.17814346146169	11.5829905426325	29.2004764119829	29.6497713176869	95.69	UP_pEhEx_DOWN_U2AF84
EHI_097650A	32.4229442197151	8.10336651818829	0.78132731449044	0.956929866865694	2.00042180236859	8	6	27	42	9.17814346146169	6.94979432557949	19.2295820274034	46.1218664941797	95.69	UP_pEhEx_DOWN_U2AF84
EHI_015440A	362.687206607143	166.584912638818	0.849698741169198	0.956678008748018	1.12246811296287	129	158	401	405	147.99756331607	183.011250573593	285.594903444028	444.746569765304	95.67	UP_pEhEx_DOWN_U2AF84
EHI_187800A	42.9663293857728	13.9009936029342	0.842135919158232	0.956669205227715	1.62801852659975	13	11	49	47	14.9144831248753	12.7412895968957	34.8981303460284	51.6125648863439	95.67	UP_pEhEx_DOWN_U2AF84
EHI_020990A	22.8893045928325	4.07830606000605	0.780253424557055	0.95659888478438	2.48863167976008	2	5	17	31	2.29453586536542	5.79149527131624	12.1075146098466	34.0423300314183	95.66	UP_pEhEx_DOWN_U2AF84
EHI_126210A	175.086498128586	66.2260627706626	0.845800880084166	0.956584467498167	1.40259683829122	47	67	202	190	53.9215928360874	77.6060366356376	143.865761834648	208.646538902241	95.66	UP_pEhEx_DOWN_U2AF84
EHI_143440A	268.682401975063	98.9190682529907	0.846699886727608	0.956583054611123	1.44158127578364	58	112	291	304	66.5415400955973	129.729494077484	207.252161850903	333.834462243586	95.66	UP_pEhEx_DOWN_U2AF84
EHI_050640A	5.76919747820633	38.3042729606907	-0.983908254787807	0.956003640948601	-2.73106278579071	30	36	4	8	34.4180379804814	41.6987659534769	2.84882696702273	8.78511742746279	95.6	DOWN_pEhEx_UP_U2AF84
EHI_096790A	605.854149704585	301.796082017729	0.777798920448083	0.955843830055249	1.00539645170737	236	284	576	738	270.75523211312	328.956931410762	410.231083251273	810.427082683443	95.58	UP_pEhEx_DOWN_U2AF84
EHI_031240A	190.730375728044	74.8892248966416	0.776786585546947	0.955527375225064	1.34870456266163	57	72	191	226	65.3942721629146	83.3975319069539	136.031487675335	248.179567325824	95.55	UP_pEhEx_DOWN_U2AF84
EHI_187780A	99.3267125310895	17.4061926546936	1.22595719591559	0.954086151051244	2.51258109315137	14	16	99	118	16.061751057558	18.532784868212	70.5084674338125	129.580482055076	95.41	UP_pEhEx_DOWN_U2AF84
EHI_055430A	95.3363962688264	33.1063756851033	0.770559797470303	0.953618948695586	1.52591801174969	24	33	100	110	27.5344303843851	38.2238687906872	71.2206741755682	120.795364627613	95.36	UP_pEhEx_DOWN_U2AF84
EHI_139060A	35.7932213316089	12.741468185985	0.712294338791034	0.953243016870135	1.49015486239496	12	10	38	41	13.7672151921925	11.5829905426325	27.0638561867159	45.0237268157468	95.32	UP_pEhEx_DOWN_U2AF84
EHI_006170A	270.936684462954	117.898156527409	0.712533629821899	0.95324078978052	1.20041458542892	86	117	250	335	98.6650422107132	135.5209893488	178.05168543892	367.876792275005	95.32	UP_pEhEx_DOWN_U2AF84
EHI_103400A	4.66347995504643	31.733867860859	-1.08049869139081	0.953240457459606	-2.76654455245906	39	16	7	4	44.7434493746258	18.532784868212	4.98544719228977	4.3925587137314	95.32	DOWN_pEhEx_UP_U2AF84
EHI_045280A	61.9760254491472	27.8152986063243	0.710506573492897	0.953225231733132	1.15583164372041	25	23	78	63	28.6816983170678	26.6408782480547	55.5521258569432	69.1827997412695	95.32	UP_pEhEx_DOWN_U2AF84
EHI_056690A	258.226071497037	121.989773987871	0.769167267022738	0.953221447444296	1.08187445168605	87	123	312	271	99.8123101433959	142.47078367438	222.208503427773	297.595852855302	95.32	UP_pEhEx_DOWN_U2AF84
EHI_047920A	17.9423673338084	2.37432898522258	0.710019981487931	0.953207720684704	2.91777850076295	0	4	26	16	0.573633966341356	4.63319621705299	18.5173752856477	17.5702348549256	95.32	UP_pEhEx_DOWN_U2AF84
EHI_032780A	75.1102749494872	23.7369925463183	0.718094264586754	0.953058208098685	1.66187312079558	23	18	63	97	26.3871624517024	20.8493829767385	44.8690247306079	106.519548807986	95.31	UP_pEhEx_DOWN_U2AF84
EHI_069950A	59.3364952204278	22.0709171234022	0.706763443358358	0.953052033157674	1.42677313500085	16	22	66	66	18.3562869229234	25.4825791937915	47.005644955875	72.4772187765681	95.31	UP_pEhEx_DOWN_U2AF84
EHI_073180A	412.140104410366	168.75610449042	0.768021874237125	0.952902758984877	1.28819516543837	54	235	540	405	61.9524683648664	272.200277751863	384.591640548068	444.746569765304	95.29	UP_pEhEx_DOWN_U2AF84
EHI_157360A	92.9950590929047	26.8155099948465	0.720824126628271	0.952831677144584	1.79408637489736	12	34	98	107	13.7672151921925	39.3821678449504	69.7962606920568	117.500945592315	95.28	UP_pEhEx_DOWN_U2AF84
EHI_180000A	48.0047799808049	15.7001830304097	0.72238926386106	0.952686148257925	1.6123966885449	10	17	54	53	11.4726793268271	19.6910839224752	38.4591640548068	58.201402956941	95.27	UP_pEhEx_DOWN_U2AF84
EHI_005070A	145.567347044771	69.6114592183185	0.702075063591481	0.952589831916096	1.06429005090049	57	63	174	154	65.3942721629146	72.9728404185846	123.923973065489	169.113510478659	95.26	UP_pEhEx_DOWN_U2AF84
EHI_182950A	46.4517728784484	13.940927804302	0.723233280935117	0.952587552577555	1.73640708012416	10	14	42	58	11.4726793268271	16.2161867596855	29.9126831537386	63.6921013491053	95.26	UP_pEhEx_DOWN_U2AF84
EHI_087650A	2.86540434230619	14.5406576134605	-0.925327624024399	0.952568343713331	-2.34328187810389	9	16	5	2	10.3254113941444	18.532784868212	3.56103370877841	2.1962793568657	95.26	DOWN_pEhEx_UP_U2AF84
EHI_097930A	98.0335096879368	36.5183949336711	0.766763428282399	0.952555388823436	1.42465161669424	32	31	103	113	36.7125738458468	35.9072706821607	73.3572944008352	124.089783662912	95.26	UP_pEhEx_DOWN_U2AF84
EHI_004560A	13.1105964555661	1.74864194517497	0.700417824005671	0.95238804569466	2.90642650526819	3	0	17	13	3.44180379804813	0.579149527131624	12.1075146098466	14.275815819627	95.24	UP_pEhEx_DOWN_U2AF84
EHI_033850A	35.3606675012323	14.5140348125486	0.725783752599233	0.952286462181137	1.28469687313242	11	14	49	33	12.6199472595098	16.2161867596855	34.8981303460284	36.238609388284	95.23	UP_pEhEx_DOWN_U2AF84
EHI_109870A	37.1395487171756	15.1004532212512	0.699712936754786	0.952282204409962	1.29836443429518	11	15	54	33	12.6199472595098	17.3744858139487	38.4591640548068	36.238609388284	95.23	UP_pEhEx_DOWN_U2AF84
EHI_004400A	206.216239505149	100.945268276858	0.699115762462288	0.952186209584926	1.03058466209056	82	92	233	227	94.0759704799824	106.563512992219	165.944170829074	249.277707004257	95.22	UP_pEhEx_DOWN_U2AF84
EHI_005030A	18.374921164185	4.07830606000605	0.697664177087785	0.9519542823512	2.17169610739211	2	5	15	24	2.29453586536542	5.79149527131624	10.6831011263352	26.3553522823884	95.2	UP_pEhEx_DOWN_U2AF84
EHI_134600A	18.374921164185	4.07830606000605	0.697664177087785	0.9519542823512	2.17169610739211	2	5	15	24	2.29453586536542	5.79149527131624	10.6831011263352	26.3553522823884	95.2	UP_pEhEx_DOWN_U2AF84
EHI_083140A	78.6001770901397	1.78791057652002	1.22260157299503	0.951902752502785	5.4581860768198	0	3	27	127	0.573633966341356	3.47489716278974	19.2295820274034	139.463739160972	95.19	UP_pEhEx_DOWN_U2AF84
EHI_179850A	14.7787699387045	1.74864194517497	0.696800908896983	0.951817294763797	3.07921938062031	3	0	11	20	3.44180379804813	0.579149527131624	7.8342741593125	21.962793568657	95.18	UP_pEhEx_DOWN_U2AF84
EHI_079260A	15.0769629915022	6.3707340929925	0.730776386555607	0.951608674803617	1.24281432306037	6	5	21	14	6.88360759609627	5.79149527131624	14.9563415768693	15.3739554980599	95.16	UP_pEhEx_DOWN_U2AF84
EHI_151360A	67.8795837049323	23.1638855380716	0.695414857176585	0.951563713141976	1.55110044404987	22	18	61	85	25.2398945190197	20.8493829767385	43.4446112470966	93.3418726667922	95.16	UP_pEhEx_DOWN_U2AF84
EHI_030170A	141.187324393702	59.6955918721987	0.731343936866565	0.951529442487559	1.24191426424832	53	50	151	161	60.8052004321837	57.9149527131624	107.543218005108	176.800488227689	95.15	UP_pEhEx_DOWN_U2AF84
EHI_116040A	23.0000123256374	2.8948559616682	0.731479611424035	0.951510459991174	2.99007116286351	5	0	28	24	5.73633966341356	0.579149527131624	19.9417887691591	26.3553522823884	95.15	UP_pEhEx_DOWN_U2AF84
EHI_005100A	85.1443286979805	38.8507571680254	0.732754692652745	0.951331268229922	1.13196772212819	33	34	108	86	37.8598417785295	39.3821678449504	76.9183281096136	94.440012345225	95.13	UP_pEhEx_DOWN_U2AF84
EHI_006960A	20.8461604697085	7.54357091039763	0.759813866194339	0.951023800232905	1.46646216591364	6	7	25	22	6.88360759609627	8.10809337984274	17.805168543892	24.1590729255227	95.1	UP_pEhEx_DOWN_U2AF84
EHI_162230A	67.3747109353448	18.0192338643081	0.759170572440493	0.950900954135338	1.90266950569988	12	19	55	88	13.7672151921925	22.0076820310017	39.1713707965625	96.6362917020907	95.09	UP_pEhEx_DOWN_U2AF84
EHI_126130A	51.8459997166691	17.3662584533258	0.691930404278282	0.950894038861265	1.57794571924912	17	13	48	64	19.5035548556061	15.0578877054222	34.1859236042727	70.2809394197023	95.09	UP_pEhEx_DOWN_U2AF84
EHI_023000A	136.802843094657	52.3916261700082	0.690334451801623	0.950565337347244	1.38469006598573	29	61	157	149	33.2707700477986	70.6562423100581	111.816458455642	163.622812086495	95.06	UP_pEhEx_DOWN_U2AF84
EHI_120470A	22.1009745192673	9.27620333559342	0.690262103789216	0.950550508980915	1.25250363563475	8	8	27	23	9.17814346146169	9.26639243410598	19.2295820274034	25.2572126039555	95.06	UP_pEhEx_DOWN_U2AF84
EHI_100490A	57.4616420204996	24.3766565568446	0.739572837055016	0.95048979481	1.23709895685758	19	23	76	56	21.7980907209715	26.6408782480547	54.1277123734318	61.4958219922396	95.05	UP_pEhEx_DOWN_U2AF84
EHI_027520A	88.740479923461	35.4387379194576	0.739632310227042	0.950483360748218	1.324265129439	25	36	112	90	28.6816983170678	41.6987659534769	79.7671550766363	98.8325710589564	95.05	UP_pEhEx_DOWN_U2AF84
EHI_094810A	29.3508601606192	8.12998931910019	0.741008920377764	0.950344789999921	1.8520774217365	6	8	26	37	6.88360759609627	9.26639243410598	18.5173752856477	40.6311681020154	95.03	UP_pEhEx_DOWN_U2AF84
EHI_080590A	14.5720902219147	4.63810166779671	0.743928589378078	0.950130480096826	1.65160148304269	4	4	15	17	4.58907173073085	4.63319621705299	10.6831011263352	18.6683745333584	95.01	UP_pEhEx_DOWN_U2AF84
EHI_139050A	52.0334850366619	15.6735602294978	0.744108904772001	0.950117113100134	1.73110741425768	12	15	47	65	13.7672151921925	17.3744858139487	33.473716862517	71.3790790981352	95.01	UP_pEhEx_DOWN_U2AF84
EHI_096360A	387.566530780686	183.551112289825	0.752051247670144	0.950107725615616	1.07826213184799	132	184	390	458	151.439367114118	213.127025984438	277.760629284716	502.947972722245	95.01	UP_pEhEx_DOWN_U2AF84
EHI_008470A	307.620026304979	150.964598011144	0.751719310657951	0.950082894673345	1.02693915726537	113	147	347	339	129.641276393146	170.269960976697	247.135739389221	372.269350988736	95.01	UP_pEhEx_DOWN_U2AF84
EHI_100350A	45.0094735088968	13.8743708020223	0.687881909921583	0.950044422620882	1.69780634190933	15	9	41	56	17.2090189902407	10.4246914883692	29.2004764119829	61.4958219922396	95	UP_pEhEx_DOWN_U2AF84
EHI_096200A	23.0575955160283	5.19789727558737	0.749575024041158	0.950026607183499	2.14924204654747	6	3	19	30	6.88360759609627	3.47489716278974	13.5319280933579	32.9441903529855	95	UP_pEhEx_DOWN_U2AF84
