pEhEx_mean	EhMyb10_mean	theta	prob	log2FC	EhMyb10_1	EhMyb10_2	pEhEx_1	pEhEx_2	EhMyb10_1	EhMyb10_2	pEhEx_1	pEhEx_2	DE	Regulation
EHI_118670A	155.979991769508	39.6571480927132	0.880730651506314	0.954306180059364	1.97570814387724	37	36	138	182	40.2336672071549	37.8068759841953	103.585268524	215.46432573314	95.43	UP_pEhEx_DOWN_EhMyb10
EHI_170060A	700.232413562688	240.315291944584	0.929458372810552	0.953933670201423	1.54290539109048	344	98	839	673	374.06436538544	102.918717956976	629.768407910408	796.744457243975	95.39	UP_pEhEx_DOWN_EhMyb10
EHI_098800A	594.432816491444	287.361685392999	0.882814582455832	0.953667036497953	1.04864604735707	258	271	699	580	280.54827403908	284.601760881026	524.681903610697	686.644554534184	95.37	UP_pEhEx_DOWN_EhMyb10
EHI_004860A	512.921078470805	253.198407970348	0.825544142682381	0.953476024310911	1.01846852643213	263	203	709	431	285.985256094101	213.188772910879	532.188082489248	510.247936214195	95.35	UP_pEhEx_DOWN_EhMyb10
EHI_159910A	13.6273309509752	1.1152568681132	0.824899926430716	0.953343671547624	3.61105508572707	2	0	18	12	2.17479282200837	0.52509549978049	13.5111219813913	14.2064390593279	95.33	UP_pEhEx_DOWN_EhMyb10
EHI_151890A	52.6493372029663	16.3004408304286	0.823485545706425	0.95305504799919	1.6915043880831	17	13	64	50	18.4857389870711	13.6524829942927	48.0395448227248	59.1934960805331	95.31	UP_pEhEx_DOWN_EhMyb10
EHI_193940A	129.834187663747	7.10000794896616	1.03355569769561	0.953054484548341	4.19270587072517	13	0	108	156	14.1361533430544	0.52509549978049	81.0667318883481	184.683707771263	95.31	UP_pEhEx_DOWN_EhMyb10
EHI_125340A	11.9283734348352	2.7170171585573	0.927344139258222	0.952997095695703	2.13430174744217	3	2	15	11	3.26218923301256	2.10038199912196	11.2592683178261	13.0225691377173	95.3	UP_pEhEx_DOWN_EhMyb10
EHI_093840A	28.5958904266457	8.69345763483424	0.822463132394474	0.952844471791742	1.71780583221828	9	7	35	27	9.78656769903767	7.35133699692686	26.2716260749276	31.9644878834879	95.28	UP_pEhEx_DOWN_EhMyb10
EHI_058320A	86.341589791587	17.3869152696685	0.926889575839981	0.952800231498816	2.31205366006407	18	14	76	101	19.5731353980753	14.7026739938537	57.0469594769857	119.570862082677	95.28	UP_pEhEx_DOWN_EhMyb10
EHI_103370A	96.1067746397159	23.915734630599	0.822150214843434	0.952780408999832	2.00667802332467	30	14	134	80	32.6218923301256	14.7026739938537	100.58279697258	94.7095937288529	95.28	UP_pEhEx_DOWN_EhMyb10
EHI_044820A	239.31757672856	77.7036989170915	0.821388803421003	0.952624410390755	1.62287117803332	84	59	238	262	91.3412985243516	61.9612689740978	178.647057309508	310.173919461993	95.26	UP_pEhEx_DOWN_EhMyb10
EHI_109930A	1.73557114718634	24.4315468551181	-0.834705421818967	0.951917670251558	-3.81526279641142	14	31	0	3	15.2235497540586	32.5559209863904	0.375308943927537	3.55160976483198	95.19	DOWN_pEhEx_UP_EhMyb10
EHI_044610A	25.4481815337991	3.25776119680444	0.92474196185373	0.951903653051822	2.96560980925929	2	4	19	32	2.17479282200837	4.20076399824392	14.2617398692464	37.8838374915412	95.19	UP_pEhEx_DOWN_EhMyb10
EHI_032670A	36.2855325833725	3.80681583962759	0.816264726338869	0.951588937721485	3.25273776126423	6	1	25	47	6.52437846602511	1.05019099956098	18.7654471963769	55.6418863157011	95.16	UP_pEhEx_DOWN_EhMyb10
EHI_059870A	489.548950014853	1044.33186353663	-0.917412632572945	0.951301683499444	-1.09305521125818	773	1150	790	337	840.557425706235	1207.71964949513	592.988131405509	398.964163582793	95.13	DOWN_pEhEx_UP_EhMyb10
EHI_148470A	732.006579839588	279.914265805265	0.762298182483942	0.950704603784672	1.38687160101615	346	169	564	909	376.239158207448	177.482278925806	423.348488750262	1076.13775874409	95.07	UP_pEhEx_DOWN_EhMyb10
EHI_198930A	1241.5470683026	602.292451391221	0.762248225902474	0.950703697903965	1.04360287391251	786	322	1232	1361	854.69357904929	338.161501858636	924.761237837452	1611.24696331211	95.07	UP_pEhEx_DOWN_EhMyb10
EHI_157010A	562.244352671647	1844.28066630536	-1.20926204448944	0.950665633739132	-1.71378905429518	1039	2358	787	466	1129.80487103335	2476.35037696479	590.736277741944	551.683383470568	95.07	DOWN_pEhEx_UP_EhMyb10
EHI_199650A	25.5557043858105	8.69013339300384	0.766098861772957	0.950627109469084	1.55619512894603	7	9	33	23	7.6117748770293	9.45171899604882	24.7703902992175	27.2290081970452	95.06	UP_pEhEx_DOWN_EhMyb10
EHI_110570A	355.256391890971	125.548465145611	0.767221517561925	0.950571592579616	1.50061621565989	152	79	341	397	165.284254472636	82.9650889653174	255.960699758581	469.996358879433	95.06	UP_pEhEx_DOWN_EhMyb10
EHI_098440A	581.682482994597	1464.13760951913	-0.898734827630331	0.950562198033927	-1.33174739012565	763	1934	726	540	829.683461596193	2031.06939315094	544.948586582784	639.289757669757	95.06	DOWN_pEhEx_UP_EhMyb10
EHI_158570A	8572.74928041298	1425.07993023449	1.16623252867257	0.950435428571208	2.5887151110135	2392	228	4325	12142	2601.05221512201	239.443547899904	3246.4223649732	14374.5485881967	95.04	UP_pEhEx_DOWN_EhMyb10
EHI_050000A	62.0557722867608	9.7699593485829	0.809743252262324	0.950389464049298	2.66714094833884	4	14	54	73	4.34958564401674	14.7026739938537	40.533365944174	86.4225042775783	95.04	UP_pEhEx_DOWN_EhMyb10
EHI_027610A	885.364766202716	344.257265253122	0.809292761332181	0.950316304475555	1.36278485985994	550	83	1143	797	598.068026052302	87.1658529635614	857.956245818351	943.544327523697	95.03	UP_pEhEx_DOWN_EhMyb10
EHI_056460A	319.884037970028	119.037929114748	0.755494451737316	0.950300199379438	1.42612767117022	151	68	387	305	164.196858061632	71.4129879701467	290.489122599914	361.080326091252	95.03	UP_pEhEx_DOWN_EhMyb10
EHI_094810A	30.9384538955192	6.52050875635448	0.809026770902641	0.950273236909352	2.24634466315241	7	5	26	37	7.6117748770293	5.2509549978049	19.5160650842319	43.8031870995945	95.03	UP_pEhEx_DOWN_EhMyb10
EHI_118270A	42714.8706305541	6803.66803692703	1.43951270796872	0.95023725193134	2.65035375676694	8972	3544	25137	58145	9756.12059952955	3721.87690244411	18868.281847013	68836.1165920519	95.02	UP_pEhEx_DOWN_EhMyb10
EHI_000130A	299.226464680208	79.3209446690873	0.894230722920326	0.95009555981788	1.91546401359034	78	68	236	368	84.8169200583264	71.4129879701467	177.145821533798	435.664131152723	95.01	UP_pEhEx_DOWN_EhMyb10
EHI_036560A	156.035029161626	51.085906216172	0.774166279383308	0.950026681885222	1.61087270929065	60	34	225	125	65.2437846602511	35.7064939850733	168.889024767392	147.983740201333	95	UP_pEhEx_DOWN_EhMyb10
EHI_014110A	11520.7876942505	5656.11167947492	0.774292106861497	0.950014854656801	1.02635684802599	9730	668	13354	11368	10580.3670790707	701.527587706735	10023.7512744167	13458.23326887	95	UP_pEhEx_DOWN_EhMyb10
