pEhEx_mean	CDC5_mean	theta	prob	log2FC	CDC5_1	CDC5_2	pEhEx_1	pEhEx_2	CDC5_1	CDC5_2	pEhEx_1	pEhEx_2	DE	Regulation
EHI_010030A	645.984867208293	133.75600445595	1.34484027369529	0.983232109727284	2.2718967116982	146	63	704	770	196.896089001637	69.3236020656617	475.414235877299	809.857497196123	98.32	UP_pEhEx_DOWN_CDC5
EHI_126240A	2988.72257540904	1298.57269245344	1.27674498640025	0.983136982163224	1.20260221027622	427	1890	4297	2881	575.853630162321	2079.70806196985	2901.78263006357	3030.12915509355	98.31	UP_pEhEx_DOWN_CDC5
EHI_202460A	841.306117841418	225.134916472412	1.27772235335182	0.982893169007832	1.90184101173236	159	218	764	1103	214.427932542878	239.881670639909	515.932494616841	1160.09457065886	98.29	UP_pEhEx_DOWN_CDC5
EHI_006810A	554.558719222694	257.454335659917	1.04532992730311	0.982445633629763	1.1070236616013	196	231	699	599	264.326256467951	254.186540907426	472.03771431567	630.006027039582	98.24	UP_pEhEx_DOWN_CDC5
EHI_042920A	21189.0174819708	28381.6714626872	-1.902032700468	0.982441705513396	-0.421642862939274	21412	25717	28446	21748	28876.2949157743	28298.3345130575	19209.7064684171	22873.7413623653	98.24	DOWN_pEhEx_UP_CDC5
EHI_037810A	77.6145689717259	19.564847185676	1.0450967727377	0.982414256790216	1.98806364313563	13	20	93	87	17.5318435412416	22.0074927192577	62.8033010462909	91.5033795533282	98.24	UP_pEhEx_DOWN_CDC5
EHI_052110A	77.6145689717259	19.564847185676	1.0450967727377	0.982414256790216	1.98806364313563	13	20	93	87	17.5318435412416	22.0074927192577	62.8033010462909	91.5033795533282	98.24	UP_pEhEx_DOWN_CDC5
EHI_143440A	259.527326678464	54.0801316279111	1.27982138066956	0.982389533589901	2.26271588558474	47	41	291	304	63.3843574183351	45.1153600744782	196.513554886781	319.735946944963	98.24	UP_pEhEx_DOWN_CDC5
EHI_150530A	33.4530739218235	8.90717038513115	1.10758164897916	0.982389010913251	1.90909968599127	6	9	50	31	8.09162009595767	9.90337172366595	33.7652156162854	32.6046524845192	98.24	UP_pEhEx_DOWN_CDC5
EHI_151350A	73.3821789732053	8.99376758159897	1.10845159388565	0.982127746036054	3.02843223663537	10	4	99	75	13.4860334932628	4.40149854385153	66.8551269202452	78.8822237528692	98.21	UP_pEhEx_DOWN_CDC5
EHI_137810A	9.87854128209781	2.43710075926012	1.04238780955573	0.982052753165473	2.01913212258118	2	2	15	9	2.69720669865256	2.20074927192577	10.1295646848856	9.4658668503443	98.21	UP_pEhEx_DOWN_CDC5
EHI_110400A	19029.4403158647	13350.9144326424	1.28137936672074	0.982020981745248	0.511294571868161	8441	14203	25047	19859	11383.5608716631	15628.6209545808	16914.347110822	20886.9610867764	98.2	UP_pEhEx_DOWN_CDC5
EHI_035670A	251.874643454133	42.8904987915827	1.33934910376115	0.981900314463536	2.55397589251925	40	29	284	294	53.9441339730512	31.9108644429236	191.786424700501	309.218317111247	98.19	UP_pEhEx_DOWN_CDC5
EHI_105280A	103.939562650716	22.3112245610618	1.33923353590682	0.981873495961824	2.21990328986514	17	20	136	109	22.9262569385467	22.0074927192577	91.8413864762964	114.642165187503	98.19	UP_pEhEx_DOWN_CDC5
EHI_087410A	146.384984169961	43.6946192737464	1.10945953013147	0.981823823248265	1.74424003625281	28	46	203	146	37.7608937811358	50.6172332542926	137.086775402119	153.557395572252	98.18	UP_pEhEx_DOWN_CDC5
EHI_110570A	325.505785453127	102.166481411116	1.04061815152239	0.981807174868787	1.67176122849643	69	103	341	397	93.0536311035133	113.338587504177	230.278770503067	417.549904398521	98.18	UP_pEhEx_DOWN_CDC5
EHI_164500A	1423.8703520473	828.669939205427	1.28273363731534	0.981707429552947	0.780948297189384	529	875	2019	1391	713.411171793602	962.827806467523	1363.43940658561	1463.00230986988	98.17	UP_pEhEx_DOWN_CDC5
EHI_113900A	642.125926388484	247.804902676321	1.33820266911511	0.981639738904543	1.37365151928929	168	249	824	684	226.565362686815	273.993284354758	556.450753356384	719.405880626167	98.16	UP_pEhEx_DOWN_CDC5
EHI_035650A	138.261047183945	44.4678108140607	1.11065722458816	0.981457345899897	1.63656147119878	33	41	187	141	44.5039105277672	45.1153600744782	126.281906404908	148.298580655394	98.15	UP_pEhEx_DOWN_CDC5
EHI_050550A	14673.136971909	9892.55703552769	1.17250359155572	0.98126921968371	0.568761954759751	6679	9976	17967	16195	9007.32177015022	10977.3373683657	12133.192579556	17033.3015157029	98.13	UP_pEhEx_DOWN_CDC5
EHI_069110A	27864.0750557627	35123.3911364027	-1.90670526845346	0.981212860523578	-0.334025878552316	26835	31391	41631	25831	36189.7708791707	34541.8601975109	28113.5938264316	27168.0896234715	98.12	DOWN_pEhEx_UP_CDC5
EHI_111050A	2211.68177959034	1042.1574975464	1.28572976308634	0.981059432242334	1.08557049972057	623	1155	2574	2529	840.179886630272	1270.93270453713	1738.23329992637	2659.90858494675	98.11	UP_pEhEx_DOWN_CDC5
EHI_069280A	107.143494378396	35.7152787369924	1.03384803085331	0.980830450303793	1.58493096811761	28	31	156	102	37.7608937811358	34.1116137148494	105.347472722811	107.279824303902	98.08	UP_pEhEx_DOWN_CDC5
EHI_014250A	127.834190609313	389.694885977088	-1.04269952094966	0.98071665944084	-1.60807124695642	315	326	117	167	424.810055037778	358.7221313239	79.0106045421079	175.644418223055	98.07	DOWN_pEhEx_UP_CDC5
EHI_138360A	3.2928470940326	11.3442711443913	-1.04518676399915	0.980542772230418	-1.78455649467556	8	11	5	3	10.7888267946102	12.1041209955917	3.37652156162854	3.15528895011477	98.05	DOWN_pEhEx_UP_CDC5
EHI_169280A	920.12994971563	420.016380016753	1.33176089935547	0.980382544269629	1.13139203504925	315	383	1184	978	424.810055037778	421.443485573784	799.560305793639	1028.62419773741	98.04	UP_pEhEx_DOWN_CDC5
EHI_199990A	17766.6705223192	23232.7516582349	-1.04766339133619	0.980287936247124	-0.386986689922891	18845	19351	23846	18239	25414.4301180537	21293.3495805178	16103.3066317188	19183.1050537144	98.03	DOWN_pEhEx_UP_CDC5
EHI_130960A	12584.2449657571	14806.4263300723	-1.0343723023733	0.98012520188428	-0.234604814918216	11510	12978	18190	12067	15522.4245507455	14280.6620255263	12283.7854412046	12691.623920345	98.01	DOWN_pEhEx_UP_CDC5
EHI_077770A	112.567354926076	25.8122373918891	1.11606362419202	0.979757356902918	2.12466139552574	19	24	126	132	25.6234636371993	26.4089912631092	85.0883433530393	138.83271380505	97.98	UP_pEhEx_DOWN_CDC5
EHI_052720A	39.422285143155	6.77934624199675	1.11680273875267	0.979524422506385	2.53979334509397	6	5	46	45	8.09162009595767	5.50187317981442	31.0639983669826	47.3293342517215	97.95	UP_pEhEx_DOWN_CDC5
EHI_194430A	93.0088507867404	14.0040513233093	1.16661747018593	0.979513488584982	2.73152375640632	8	16	92	117	10.7888267946102	17.6059941754061	62.1279967339652	123.056269054476	97.95	UP_pEhEx_DOWN_CDC5
EHI_197840A	1498.51216460384	745.097166931598	1.32557398568666	0.979440721940722	1.00803031287904	594	634	1876	1627	801.07038949981	697.637519200468	1266.87088992303	1711.21837394557	97.94	UP_pEhEx_DOWN_CDC5
EHI_012270A	2199.32250190701	1512.27051254881	1.32385179036086	0.979237423042883	0.540342942439645	1145	1365	3066	2183	1544.15083497859	1502.01137808934	2070.48302159062	2295.99859270018	97.92	UP_pEhEx_DOWN_CDC5
EHI_001780A	3484.66213317264	6243.25829929901	-1.05409935386412	0.978982348773576	-0.841280373298788	5588	4524	6330	2494	7535.99551603525	4978.09485309608	4274.67629702174	2623.09688052874	97.9	DOWN_pEhEx_UP_CDC5
EHI_006960A	20.1364563406449	4.18760717467377	1.16447767249051	0.9788875082517	2.26561179756419	3	4	25	22	4.04581004797884	4.40149854385153	16.8826078081427	23.138785634175	97.89	UP_pEhEx_DOWN_CDC5
EHI_140600A	521.360537564426	197.219600651342	1.0225281256126	0.978819420759339	1.40247844665035	92	252	665	558	124.071508138018	277.294408262647	449.077367696596	586.883744721346	97.88	UP_pEhEx_DOWN_CDC5
EHI_012480A	5594.80802962269	4607.30189881624	1.3185299297462	0.978727862048993	0.280166494646984	3423	4243	8392	5165	4616.26926474385	4668.88958039051	5667.15378903735	5432.35580911425	97.87	UP_pEhEx_DOWN_CDC5
EHI_156380A	21.7102652851372	0.566285752975924	1.30200000916343	0.978723749414804	5.26070331069524	0	1	25	25	0.67430167466314	1.10037463596288	16.8826078081427	26.2940745842897	97.87	UP_pEhEx_DOWN_CDC5
EHI_046390A	1380.40832609272	844.288408319775	1.31837501187063	0.978715127748266	0.709287268856358	630	774	1917	1375	849.620110075556	851.689968235272	1294.55836672838	1446.17410213593	97.87	UP_pEhEx_DOWN_CDC5
EHI_092450A	2337.0381984173	2940.66517863911	-1.05522146119127	0.978706717861344	-0.331461214807974	2126	2784	3227	2340	2867.13072066767	3063.44298652067	2179.20701587506	2461.12538108952	97.87	DOWN_pEhEx_UP_CDC5
EHI_023000A	132.143642138682	26.4988317357356	1.3023982760448	0.978689217504945	2.31810635235356	20	24	157	149	26.9720669865256	26.4089912631092	106.022777035136	156.712684522367	97.87	UP_pEhEx_DOWN_CDC5
EHI_118670A	142.923195559844	18.0370201899202	1.30309930598905	0.978652467495576	2.98620715338593	10	21	138	182	13.4860334932628	23.1078673552206	93.1919951009478	191.420862973629	97.87	UP_pEhEx_DOWN_CDC5
EHI_005150A	1857.66368708597	1186.47839837853	1.16322288180434	0.978523646015789	0.646803504360083	741	1274	2736	1748	999.315081850773	1401.87728621671	1847.63259852314	1838.48169493354	97.85	UP_pEhEx_DOWN_CDC5
EHI_179390A	275.736669885072	50.2018010693631	1.31326856749286	0.978479383949955	2.45748011317591	46	35	300	329	62.0357540690088	38.5131122587009	202.591293697713	346.030021529253	97.85	UP_pEhEx_DOWN_CDC5
EHI_012020A	1303.22055087949	2319.53228572286	-1.0562968313287	0.978391485322265	-0.831752667844521	2055	1708	1752	1336	2771.3798828655	1879.4398782246	1183.13315519464	1405.15534578444	97.84	DOWN_pEhEx_UP_CDC5
EHI_161040A	1391.51685940935	728.068396959811	1.01828275242112	0.977898213455512	0.93451249518835	477	753	1577	1619	643.283797628635	828.582100880051	1064.95490053764	1702.8042700786	97.79	UP_pEhEx_DOWN_CDC5
EHI_176820A	1255.00151802481	431.867861482975	1.12305372263799	0.977665573572238	1.53902724530636	371	333	1125	1655	500.33184260005	366.42475377564	759.717351366422	1740.66773747998	97.77	UP_pEhEx_DOWN_CDC5
EHI_050740A	484.75392115588	226.526661244977	1.15834427127102	0.977194780638698	1.09757170881926	168	209	734	443	226.565362686815	229.978298916243	495.67336524707	465.931001633614	97.72	UP_pEhEx_DOWN_CDC5
EHI_020310A	4734.35538294604	6285.72822977352	-1.02461478831447	0.977001143383603	-0.408911891410445	4982	5386	7554	4074	6718.74188634352	5926.61778929609	5101.2487753084	4284.88239425585	97.7	DOWN_pEhEx_UP_CDC5
EHI_025360A	386.19968828742	167.368204763761	1.15707782393594	0.97690113041957	1.20632151728053	126	152	545	379	169.924022015111	167.256944666358	368.040850217511	398.618170697832	97.69	UP_pEhEx_DOWN_CDC5
EHI_077520A	2.76824411253519	14.313327939435	-1.06109429563807	0.976866820616439	-2.37031607168807	10	14	5	2	13.4860334932628	15.4052449034804	3.37652156162854	2.10352596674318	97.69	DOWN_pEhEx_UP_CDC5
EHI_180000A	46.3695700343989	11.3442711443913	1.01284996295708	0.976581122674723	2.03121442867965	8	11	54	53	10.7888267946102	12.1041209955917	36.4664328655883	55.7434381186942	97.66	UP_pEhEx_DOWN_CDC5
EHI_036560A	142.932089416493	42.7853455102421	1.12759032477694	0.976522727516348	1.74014120343534	29	43	225	125	39.1094971304621	47.316109346404	151.943470273284	131.470372921449	97.65	UP_pEhEx_DOWN_CDC5
EHI_194550A	2898.26855329547	1796.46492185018	1.1277515725286	0.976487791530028	0.690030515827388	1280	1725	3538	3206	1726.21228713764	1898.14624703597	2389.22665700836	3371.95212468931	97.65	UP_pEhEx_DOWN_CDC5
EHI_017030A	130.658748560543	28.0946998430864	1.15440932733365	0.97629139594886	2.21743383480008	20	27	142	156	26.9720669865256	29.7101151709979	95.8932123502506	164.075025405968	97.63	UP_pEhEx_DOWN_CDC5
EHI_163260A	547.652929715758	281.757302140924	1.00776080447165	0.975243487319352	0.958808886959604	219	247	743	557	295.344133502455	271.792535082832	501.751104058001	585.831981737975	97.52	UP_pEhEx_DOWN_CDC5
EHI_170120A	257.977230045008	91.6634429186345	1.13620961427188	0.975121342172993	1.49282535396272	63	91	346	265	84.9620110075556	100.134091872622	233.655292064695	278.717190593471	97.51	UP_pEhEx_DOWN_CDC5
EHI_009810A	955.364304863455	437.385355546515	1.14669555220508	0.975107319275917	1.12714605745969	417	284	1317	958	562.367596669058	312.506396613459	889.375779332958	1007.58893806998	97.51	UP_pEhEx_DOWN_CDC5
EHI_000140A	315.787296470492	119.51690725719	1.13684095206085	0.975061437987509	1.40173841439775	78	124	476	290	105.19106124745	136.446454859398	321.444852667037	305.011265177761	97.51	UP_pEhEx_DOWN_CDC5
EHI_160910A	46.0791116243028	5.02883982658309	1.1395135742789	0.974903853588671	3.19581539478653	5	3	44	59	6.7430167466314	3.30112390788865	29.7133897423312	62.0540160189237	97.49	UP_pEhEx_DOWN_CDC5
EHI_170050A	787.242378478436	378.202166153714	1.14178781395336	0.974863818922048	1.05765025892933	251	387	1005	842	338.499440680896	425.844984117636	678.680833887337	885.584431998878	97.49	UP_pEhEx_DOWN_CDC5
EHI_032780A	72.546369889458	10.2803590728241	1.14201533975907	0.974859795063352	2.81901276989564	8	9	63	97	10.7888267946102	9.90337172366595	42.5441716765196	102.021009387044	97.49	UP_pEhEx_DOWN_CDC5
EHI_143070A	1497.67045412249	2578.84230028308	-1.066936992456	0.97469923565451	-0.784003343485558	2005	2260	2844	991	2703.94971539919	2486.84667727612	1920.56546425432	1042.29711652124	97.47	DOWN_pEhEx_UP_CDC5
EHI_112800A	203.987578313937	65.4244027723024	1.00358911454142	0.97409687559521	1.64058054814807	55	52	250	225	74.1731842129454	57.2194810700699	168.826078081427	236.646671258607	97.41	UP_pEhEx_DOWN_CDC5
EHI_050130A	1123.58699117028	539.978646113259	1.00192891683277	0.973637966165979	1.05713756523869	389	513	1199	1356	524.606702887923	564.492188248959	809.689870478525	1426.19060545187	97.36	UP_pEhEx_DOWN_CDC5
EHI_137880A	3.2928470940326	10.8123151086077	-1.01634929063334	0.972169957406228	-1.71526803685541	8	10	5	3	10.7888267946102	11.0037463596288	3.37652156162854	3.15528895011477	97.22	DOWN_pEhEx_UP_CDC5
EHI_035510A	120.187436622748	42.3399866709263	0.996422496007762	0.972105153969855	1.50519337652066	33	37	168	119	44.5039105277672	40.7138615306267	113.451124470719	125.159795021219	97.21	UP_pEhEx_DOWN_CDC5
EHI_020370A	20626.8150197807	28124.204568536	-1.01600510010657	0.971936075033362	-0.447291221120772	23734	22236	29597	19922	32007.7518929099	24467.9304052707	19986.981731904	20953.2221547288	97.19	DOWN_pEhEx_UP_CDC5
EHI_194040A	2131.66650036711	2608.63184468815	-1.07450319766415	0.971573952140278	-0.291311605632813	1919	2427	3063	2056	2587.96982735713	2670.60924148192	2068.45710865365	2162.42469381199	97.16	DOWN_pEhEx_UP_CDC5
EHI_013340A	102.365753706224	34.7194077770203	0.993585719080678	0.971338105136643	1.55991890034052	25	33	136	106	33.715083733157	36.3123629867752	91.8413864762964	111.486876237388	97.13	UP_pEhEx_DOWN_CDC5
EHI_188170A	459.676707224716	172.67539226462	0.991476836150442	0.970786769004891	1.41255706264073	150	131	510	542	202.290502398942	144.149077311138	344.405199286111	570.055536987401	97.08	UP_pEhEx_DOWN_CDC5
EHI_093330A	1539.41342336742	2171.16606237069	-1.07695331346816	0.970531870837262	-0.49608934271653	1701	1886	2233	1471	2293.974297204	2075.306563426	1507.95452942331	1547.14334853961	97.05	DOWN_pEhEx_UP_CDC5
EHI_049670A	1542.22609964298	3244.47392655406	-1.26683438464185	0.969407698052608	-1.07297028364238	2178	3288	1257	2116	2937.25809483264	3618.03180304596	848.857520593416	2225.53047281428	96.94	DOWN_pEhEx_UP_CDC5
EHI_030820A	1116.51819402505	683.928412445565	0.917248872444159	0.969138992142189	0.707089530916732	539	590	1418	1199	726.897205286864	649.221035218101	957.581514877855	1261.06381706253	96.91	UP_pEhEx_DOWN_CDC5
EHI_007260A	19.3036118757807	3.50101283082732	0.916942253487942	0.969126460728611	2.46302655949049	2	4	18	25	2.69720669865256	4.40149854385153	12.1554776218628	26.2940745842897	96.91	UP_pEhEx_DOWN_CDC5
EHI_000730A	752.971278546136	397.680416142922	0.92560657287095	0.969117222392251	0.920985317495307	260	412	916	835	350.636870824833	453.354350016708	618.578750090349	878.222091115276	96.91	UP_pEhEx_DOWN_CDC5
EHI_004840A	1286.74741691265	722.996255334402	0.92731517837578	0.96904269535274	0.831668806346184	513	697	1463	1494	691.833518204381	766.96112126613	987.970208932512	1571.33389715715	96.9	UP_pEhEx_DOWN_CDC5
EHI_031240A	184.227531130858	58.0945444096492	0.914538522689683	0.969029093864188	1.66501408189896	42	55	191	226	56.6413406717037	60.5206049779586	128.98312365421	237.698434241979	96.9	UP_pEhEx_DOWN_CDC5
EHI_126860A	89.5203898867309	32.436945325823	0.929599037493162	0.968922507745551	1.46457835618579	24	30	120	92	32.3664803838307	33.0112390788865	81.036517479085	96.7621944701862	96.89	UP_pEhEx_DOWN_CDC5
EHI_199000A	625.261569449718	332.744667607578	0.912283807834439	0.968878454031933	0.910044300937085	246	308	778	682	331.756423934265	338.915387876568	525.386754989401	717.302354659423	96.89	UP_pEhEx_DOWN_CDC5
EHI_069060A	4309.4802429125	2662.22949890582	0.930401001509509	0.968873995801483	0.694878934577332	2042	2369	4713	5126	2753.84803932426	2606.78751259607	3182.70922399106	5391.33705276276	96.89	UP_pEhEx_DOWN_CDC5
EHI_174220A	397.720206188209	187.032022002881	0.911665087221737	0.968833525252162	1.08846856316447	119	198	519	418	160.483798569827	217.874177920651	350.482938097043	439.636927049324	96.88	UP_pEhEx_DOWN_CDC5
EHI_004170A	1002.07174864997	538.611640653462	0.911443962455148	0.968817512290856	0.895668494353579	418	473	1137	1165	563.716200018385	520.477202810444	767.821003114331	1225.3038756279	96.88	UP_pEhEx_DOWN_CDC5
EHI_068170A	603.681710275213	257.404850633195	0.911312945692226	0.968808035520252	1.22974885202962	206	218	613	749	277.812289961213	239.881670639909	413.961543455659	787.77047454532	96.88	UP_pEhEx_DOWN_CDC5
EHI_175050A	1789.46528557122	1048.03375965397	0.931379357766049	0.968801527126281	0.771843366453522	575	1228	2205	1966	775.44692586261	1351.26005296242	1489.04600867819	2067.76602530854	96.88	UP_pEhEx_DOWN_CDC5
EHI_200080A	1576.88251650958	983.302128052231	0.911083779189336	0.968791478856888	0.681368507820758	638	1025	1930	1741	860.408936870166	1127.88400186196	1303.33732278862	1831.11935404994	96.88	UP_pEhEx_DOWN_CDC5
EHI_004860A	469.863494630209	236.794647460825	0.910856625418656	0.968775092078584	0.988605213516766	200	187	709	431	269.720669865256	205.770056925059	478.790757438927	453.309845833155	96.88	UP_pEhEx_DOWN_CDC5
EHI_150390A	1712.10561350308	1277.0160713419	0.7505565019024	0.968700294837625	0.422995017460119	838	1319	2305	1753	1130.12960673542	1451.39414483504	1556.57643991076	1843.74050985039	96.87	UP_pEhEx_DOWN_CDC5
EHI_118080A	296.225827712274	128.127173883172	0.752075613677478	0.968691397982942	1.20912095116848	58	166	413	294	78.2189942609242	182.662189569839	278.900680990518	309.218317111247	96.87	UP_pEhEx_DOWN_CDC5
EHI_169300A	114.084850031873	36.5379553040289	0.753019562721426	0.968685828244622	1.64263941390789	23	39	106	148	31.0178770345044	42.9146108025525	71.5822571065251	155.660921538995	96.87	UP_pEhEx_DOWN_CDC5
EHI_136740A	309.210486859021	95.4180641109692	0.75407554652242	0.968676844802295	1.69625492740757	46	120	199	459	62.0357540690088	132.044956315546	134.385558152816	482.759209367559	96.87	UP_pEhEx_DOWN_CDC5
EHI_187760A	70.3056933773033	25.1936841596377	0.748784294139011	0.96866787010396	1.48057941614104	15	28	87	77	20.2290502398942	30.8104898069607	58.7514751723366	80.9857497196123	96.87	UP_pEhEx_DOWN_CDC5
EHI_037120A	12.4837731163143	5.40615755430383	0.755092268128189	0.968639780539965	1.20737857988529	4	5	18	12	5.39441339730512	5.50187317981442	12.1554776218628	12.6211558004591	96.86	UP_pEhEx_DOWN_CDC5
EHI_110970A	401.398356296457	243.36368714014	0.755125908767957	0.968638550275801	0.721920792718888	184	220	577	387	248.143016276035	242.082419911834	389.650588211934	407.032274564805	96.86	UP_pEhEx_DOWN_CDC5
EHI_201940A	186.874258349382	51.0182944085035	0.756114085654751	0.968602299592224	1.87298127952456	10	83	246	195	13.4860334932628	91.3310947849193	166.124860832124	205.09378175746	96.86	UP_pEhEx_DOWN_CDC5
EHI_161860A	51.0020815015226	18.4328940025137	0.746299018085653	0.96859456497389	1.46827353282582	16	14	69	52	21.5776535892205	15.4052449034804	46.5959975504739	54.6916751353226	96.86	UP_pEhEx_DOWN_CDC5
EHI_056480A	8888.79905358168	5784.24218791805	0.75685846067085	0.968574848440677	0.619860553195788	4350	5259	8833	11155	5866.42456956931	5786.8702105288	5964.96299077298	11732.4160795101	96.86	UP_pEhEx_DOWN_CDC5
EHI_182900A	28236.3768570066	18618.5593903255	0.74582003004986	0.968574695666055	0.600813532672659	11160	20596	28679	35029	15050.4133784813	22663.3160022915	19367.052373189	36842.2055445234	96.86	UP_pEhEx_DOWN_CDC5
EHI_096790A	585.190195172143	242.695648881167	0.908580931506646	0.968564661721132	1.26975735374625	190	211	576	738	256.234636371993	232.179048188168	388.975283899608	776.201081728232	96.86	UP_pEhEx_DOWN_CDC5
EHI_158150A	669.660169049877	263.540904330172	0.981753983256536	0.968562553587289	1.34540225930123	170	276	663	842	229.262569385467	303.703399525756	447.726759071945	885.584431998878	96.86	UP_pEhEx_DOWN_CDC5
EHI_006170A	261.693906278653	84.8160555650427	0.90853451467449	0.968559918692932	1.6254710346571	60	82	250	335	80.9162009595767	90.2307201489565	168.826078081427	352.340599429482	96.86	UP_pEhEx_DOWN_CDC5
EHI_125600A	33.3078447167754	7.08862285812246	0.758122294210502	0.968523761074951	2.23228472286879	8	3	45	34	10.7888267946102	3.30112390788865	30.3886940546569	35.759941434634	96.85	UP_pEhEx_DOWN_CDC5
EHI_008470A	297.141658305725	126.549861860694	0.758409261346772	0.968504016729371	1.23144494792962	65	154	347	339	87.6592177062081	169.457693938284	234.330596377021	356.547651362969	96.85	UP_pEhEx_DOWN_CDC5
EHI_113950A	534.614902789088	1307.00354305149	-1.01153328360936	0.968494908833183	-1.2896910925711	884	1316	258	850	1192.16536080443	1448.09302092715	174.228512580033	893.99853586585	96.85	DOWN_pEhEx_UP_CDC5
EHI_049910A	946.778003332374	540.077616166704	0.981262703831001	0.968473224966101	0.809859431874907	369	539	1202	1017	497.634635901397	593.101928783994	811.715783415502	1069.64295408891	96.85	UP_pEhEx_DOWN_CDC5
EHI_088020A	600.065803243426	314.169508153978	0.74414617728919	0.968465164150473	0.933577549312297	205	326	633	729	276.463686611887	358.7221313239	427.467629702174	766.735214877888	96.85	UP_pEhEx_DOWN_CDC5
EHI_049660A	121.070665688542	46.3049144259422	0.743723400607063	0.968437673412131	1.38661213299189	38	38	137	141	51.2469272743986	41.8142361665896	92.5166907886221	148.298580655394	96.84	UP_pEhEx_DOWN_CDC5
EHI_014400A	636.376041284166	357.820825628898	0.936257291473236	0.968404319503236	0.830642164605491	274	319	850	656	369.5173177154	351.01950887216	574.008665476852	689.956517091762	96.84	UP_pEhEx_DOWN_CDC5
EHI_200240A	69.3098366341203	24.9710047399798	0.742323916057387	0.968347169481355	1.47280624686914	17	25	78	81	22.9262569385467	27.5093658990721	52.6737363614053	85.1928016530987	96.83	UP_pEhEx_DOWN_CDC5
EHI_163750A	42817.6607247705	26893.9145560437	0.742051102863545	0.96832961506188	0.670926215880665	15840	30112	40518	55065	21361.8770533283	33134.4810381143	27361.9801268131	57915.3286793565	96.83	UP_pEhEx_DOWN_CDC5
EHI_166800A	12.3029777647249	64.2058523926723	-1.26475461290253	0.968325055020001	-2.38369726354448	54	51	19	11	72.8245808636191	56.1191064341071	12.8307819341885	11.5693928170875	96.83	DOWN_pEhEx_UP_CDC5
EHI_095180A	802.177265007298	483.77687357011	0.979964559294578	0.968238600669702	0.729579273945021	373	428	1111	801	503.029049298702	470.960344192114	750.263090993862	842.462149680642	96.82	UP_pEhEx_DOWN_CDC5
EHI_187040A	251.853895761979	107.368515630635	0.740671144018911	0.968193196133624	1.23001604279585	82	96	258	311	110.585474644755	105.635965052437	174.228512580033	327.098287828564	96.82	UP_pEhEx_DOWN_CDC5
EHI_050500A	140.412808329747	61.9048338566023	0.762943317928251	0.968161554364424	1.18155057078137	46	57	178	151	62.0357540690088	62.7213542498844	120.204167593976	158.81621048911	96.82	UP_pEhEx_DOWN_CDC5
EHI_146780A	169.707589165015	47.603878774144	0.762984243510528	0.968157540023922	1.83390004776583	12	74	251	159	16.1832401919153	81.4277230612534	169.501382393753	167.230314356083	96.82	UP_pEhEx_DOWN_CDC5
EHI_022960A	1588.08590371038	874.102704839979	0.904702054178382	0.968127531420023	0.861414245942607	410	1114	1987	1725	552.927373223774	1225.81734446265	1341.82966859118	1814.29114631599	96.81	UP_pEhEx_DOWN_CDC5
EHI_154450A	4577.56718491207	2552.18264701139	0.979252474951982	0.968110764765233	0.842849481297995	1953	2277	4681	5658	2633.82234123422	2505.55304608749	3161.09948599664	5950.87495991645	96.81	UP_pEhEx_DOWN_CDC5
EHI_178960A	8452.97844819017	4530.58276753693	0.979247868688409	0.968109939813774	0.899763135960176	2576	5192	8458	10570	3474.0022278645	5713.14510991929	5711.72387365084	11117.1347342377	96.81	UP_pEhEx_DOWN_CDC5
EHI_100350A	43.4738797900863	11.653547760517	0.763950091636696	0.968062509893443	1.89937962328915	10	9	41	56	13.4860334932628	9.90337172366595	27.6874768053541	58.898727068809	96.81	UP_pEhEx_DOWN_CDC5
EHI_099200A	23.9183402696337	7.53398169743824	0.739118774602549	0.968038044307543	1.66663284857128	4	9	36	22	5.39441339730512	9.90337172366595	24.3109552437255	23.138785634175	96.8	UP_pEhEx_DOWN_CDC5
EHI_030170A	136.376032137203	50.6471599086788	0.764395207520378	0.968018525832403	1.42903683955883	42	41	151	161	56.6413406717037	45.1153600744782	101.970951161182	169.333840322826	96.8	UP_pEhEx_DOWN_CDC5
EHI_005070A	140.611386754607	48.1915030645459	0.940337649823258	0.968017568918484	1.54486272534288	33	48	174	154	44.5039105277672	52.8179825262184	117.502950344673	161.971499439225	96.8	UP_pEhEx_DOWN_CDC5
EHI_194050A	105.489659284172	30.6864389104093	0.738877414393514	0.968014050879412	1.78142844518467	23	28	81	148	31.0178770345044	30.8104898069607	54.6996492983824	155.660921538995	96.8	UP_pEhEx_DOWN_CDC5
EHI_170340A	61915.628686527	49093.3912118164	0.765543322851538	0.967904520316723	0.33477479234675	33170	49476	75864	68305	44733.1730971527	54442.1354888996	51231.2863502776	71840.6705791964	96.79	UP_pEhEx_DOWN_CDC5
EHI_006980A	5911.16730729647	3766.57022919257	0.941513598454282	0.967900921044522	0.650191625424176	2042	4445	7208	6544	2753.84803932426	4891.16525685502	4867.59348324371	6882.73696318368	96.79	UP_pEhEx_DOWN_CDC5
EHI_136420A	10.0593366336872	2.96905679504372	0.97774034962054	0.967854994707974	1.76045857328078	2	3	14	10	2.69720669865256	3.30112390788865	9.45426037255992	10.5176298337159	96.79	UP_pEhEx_DOWN_CDC5
