pEhEx_mean	CmasM_mean	theta	prob	log2FC	CmasM_1	CmasM_2	pEhEx_1	pEhEx_2	CmasM_1	CmasM_2	pEhEx_1	pEhEx_2	DE	Regulation
EHI_197840A	1583.68611903923	813.141250152905	1.14233641854978	0.957715242060346	0.961708538070671	589	869	1876	1627	707.347367479766	914.57964572895	1360.14250650489	1819.85958557679	95.77	UP_pEhEx_DOWN_CmasM
EHI_107170A	154.20114003672	595.387623533909	-1.05316962637468	0.957662878933767	-1.94901580084207	442	624	355	45	530.810757938975	656.729227773147	257.383043608334	50.3341618629107	95.77	DOWN_pEhEx_UP_CmasM
EHI_146110A	6762.42150257485	9242.55722859931	-1.05339881118209	0.957636511387109	-0.450752129007068	8626	7666	9011	6289	10359.2162850262	8068.0869553028	6533.17917170338	7034.47875457434	95.76	DOWN_pEhEx_UP_CmasM
EHI_142900A	22.1699382172419	4.52042677494645	1.20176054372553	0.957533712790696	2.29407386024983	4	4	32	19	4.80371726641607	4.20980274213556	23.2007250576527	21.2522016754512	95.75	UP_pEhEx_DOWN_CmasM
EHI_086510A	6042.53566101735	7943.94512287868	-1.05469729440198	0.957336867751162	-0.394701574382208	7193	6842	8753	5158	8638.28457433269	7200.86759042288	6346.12332592605	5769.41348641985	95.73	DOWN_pEhEx_UP_CmasM
EHI_087210A	320.5915575984	786.928002730116	-1.0476565746602	0.957090030453935	-1.29549521303632	632	770	590	191	758.987328093738	810.387027861095	427.763368250471	213.640553684799	95.71	DOWN_pEhEx_UP_CmasM
EHI_170060A	678.030045857667	222.477825385124	0.962986700678473	0.955774529680553	1.60768765737925	71	341	839	673	85.2659814788852	358.885683767056	608.294010105331	752.775354083086	95.58	UP_pEhEx_DOWN_CmasM
EHI_150530A	35.3668918398511	10.6977759848511	0.995240622124412	0.95486767093006	1.72508853719142	9	10	50	31	10.8083638494361	10.5245068553389	36.2511329025823	34.674644838894	95.49	UP_pEhEx_DOWN_CmasM
EHI_040310A	1326.7242131684	699.875501502664	0.960589104193219	0.95422361535949	0.922698294298671	403	867	1757	1241	483.974514591419	912.474744357883	1273.86481019674	1388.10433048605	95.42	UP_pEhEx_DOWN_CmasM
EHI_167080A	2507.23355682078	4535.67075277815	-1.0609881194207	0.953988122846971	-0.855219523844617	4158	3848	4708	1432	4993.4640984395	4049.83023793441	3413.40667410715	1601.74488417085	95.4	DOWN_pEhEx_UP_CmasM
EHI_167310A	6123.7895458799	2195.01358947442	1.12560802190623	0.953742934114714	1.48019483148814	927	3105	5302	7576	1113.26147649192	3267.85937858273	3844.07013298982	8474.03578385358	95.37	UP_pEhEx_DOWN_CmasM
EHI_179000A	6094.32798701971	3895.42500887429	0.959750879839699	0.953654334542524	0.645686404089782	2537	4489	7046	6375	3046.75767622439	4724.45112736163	5108.50964863189	7130.67293057901	95.37	UP_pEhEx_DOWN_CmasM
EHI_035600A	4510.11739257848	2311.3382251472	1.12360071262677	0.953561032345924	0.964436596269708	1091	3138	5632	4443	1310.21388441498	3302.59025120535	4083.32761014687	4969.65958126471	95.36	UP_pEhEx_DOWN_CmasM
EHI_135080A	42499.6222581715	23412.4933492934	0.959488020440124	0.95347490177027	0.860171433810812	10254	32699	47527	45516	12314.3292124576	34414.0849662727	34458.1518692206	50911.3269189387	95.35	UP_pEhEx_DOWN_CmasM
EHI_118750A	20655.4214884095	7211.41301683865	1.11601385066559	0.953215511522375	1.51816662324323	1162	12358	19632	24403	1395.47986589387	13006.1855718278	14233.6448228699	27295.6567097913	95.32	UP_pEhEx_DOWN_CmasM
EHI_117270A	46.1089946087509	380.667837440757	-0.958232966135877	0.953180105524472	-3.04541256827543	500	150	119	5	600.464658302008	157.867602830084	86.2776963081458	5.59268465143452	95.32	DOWN_pEhEx_UP_CmasM
EHI_140540A	9278.4094692243	5189.16544041401	1.11339041317072	0.953133265992126	0.838374983290535	2501	6986	12921	8262	3003.52422082664	7352.42048913976	9368.01776468531	9241.3521180304	95.31	UP_pEhEx_DOWN_CmasM
EHI_023110A	18269.12494968	27418.3157025349	-0.956934338945641	0.953070544040018	-0.585732415844493	27826	20180	25122	16478	33417.0591638234	21238.4548340739	18214.0192155734	18431.2515372676	95.31	DOWN_pEhEx_UP_CmasM
EHI_129750A	2532.40007092902	1450.78452971796	0.997426919395026	0.952858018102544	0.803672074599684	998	1611	2858	2695	1198.52745797081	1695.4980543951	2072.1147567116	3014.45702712321	95.29	UP_pEhEx_DOWN_CmasM
EHI_194540A	41502.2352516407	27725.8976987173	1.10145319297434	0.951783820962555	0.581954867882572	18167	31825	50011	42079	21817.2828947452	33494.243067116	36259.1081518208	47066.9154895426	95.18	UP_pEhEx_DOWN_CmasM
EHI_104360A	1047.66258809927	416.456900604889	0.998706932165504	0.951575149373042	1.33093505200927	286	463	1006	1231	343.465784548749	487.284667402191	729.372793999955	1376.91896118318	95.16	UP_pEhEx_DOWN_CmasM
EHI_141940A	18650.6020078105	9671.64859980344	1.09926887563423	0.951197817933588	0.947388465642259	4262	13478	21731	19399	5118.36074736632	14184.9303396258	15755.4673821203	21698.4979106356	95.12	UP_pEhEx_DOWN_CmasM
EHI_127330A	16862.8205052556	21419.0243845615	-0.950370506346335	0.951127923089811	-0.345046904054831	19850	17926	22288	15802	23838.4469345897	18866.2309888805	16159.3050026551	17675.1205723937	95.11	DOWN_pEhEx_UP_CmasM
EHI_188880A	85.6429663405696	9.9415346097491	1.0964042038029	0.950211944936624	3.10679429245742	6	12	68	110	7.2055758996241	12.6294082264067	49.3015407475119	123.039062331559	95.02	UP_pEhEx_DOWN_CmasM
EHI_086120A	13766.5471251756	17828.1826457704	-0.946272454601166	0.948902154596306	-0.372992892859893	16701	14716	19339	12148	20056.7205166037	15487.8642883167	14021.2131840608	13587.9866291253	94.89	DOWN_pEhEx_UP_CmasM
EHI_140370A	16971.149474574	21859.9024097825	-0.945773477429175	0.948585793104691	-0.365202676823186	20476	18046	22786	15670	24590.2286867838	18992.5250711446	16520.3662863648	17527.4736975958	94.86	DOWN_pEhEx_UP_CmasM
EHI_105140A	10486.8775146979	4253.42019795363	1.30430928062951	0.948324593563003	1.30188988516296	1721	6103	11325	11496	2066.79935387551	6423.10653381333	8210.88160243489	12858.7005505782	94.83	UP_pEhEx_DOWN_CmasM
EHI_167270A	10486.8775146979	4253.42019795363	1.30430928062951	0.948324593563003	1.30188988516296	1721	6103	11325	11496	2066.79935387551	6423.10653381333	8210.88160243489	12858.7005505782	94.83	UP_pEhEx_DOWN_CmasM
EHI_069490A	7864.31573130494	9033.57004762315	-0.974110035023745	0.948120111937781	-0.199975007201301	7209	8892	11032	6950	8657.49944339835	9358.39149576735	7998.44996362575	7773.83166549398	94.81	DOWN_pEhEx_UP_CmasM
EHI_039020A	842.423360348532	88.3861370539679	1.09175371198644	0.947991605910047	3.25265343015984	26	138	248	1359	31.2241622317044	145.238194603677	179.805619196808	1520.0916882599	94.8	UP_pEhEx_DOWN_CmasM
EHI_179390A	291.340370226713	62.8865773171175	1.09076050948007	0.947417088446393	2.21188160327453	37	77	300	329	44.4343847143486	81.0387027861095	217.506797415494	367.998650064391	94.74	UP_pEhEx_DOWN_CmasM
EHI_197480A	21169.7555043489	8413.26732308498	1.08909244306631	0.946367736983473	1.33126651703715	1502	14250	22670	23333	1803.79583353923	14997.4222688579	16436.2636580308	26098.8221943843	94.64	UP_pEhEx_DOWN_CmasM
EHI_058080A	2605.80628073921	1362.77177226582	0.948280699373029	0.945778383888967	0.935185866304029	722	1760	2900	2800	867.0709665881	1852.31320653965	2102.56570834977	3131.90340480333	94.58	UP_pEhEx_DOWN_CmasM
EHI_007350A	5437.72190894816	7862.67190905021	-0.977418008543735	0.945760326325478	-0.532017283100873	7632	6185	7372	4974	9165.49254432185	6509.40749002711	5344.86703515673	5563.60269124706	94.58	DOWN_pEhEx_UP_CmasM
EHI_099860A	132.267454573246	16.2633235044079	1.00408476354645	0.945520940571617	3.023764103301	6	24	117	162	7.2055758996241	25.2588164528134	84.8276509920425	181.202982706478	94.55	UP_pEhEx_DOWN_CmasM
EHI_193440A	1112.63112668911	2191.88928799165	-1.03227266478591	0.945306034567702	-0.978199558079498	2257	1576	1701	891	2710.49746757526	1658.66228040141	1233.26354134585	996.616404885631	94.53	DOWN_pEhEx_UP_CmasM
EHI_169350A	2576.35476772604	250.450245526064	1.516948224838	0.945202010326363	3.36273533725762	175	275	1248	3834	210.162630405703	289.42393852182	904.828277248454	4288.47059071999	94.52	UP_pEhEx_DOWN_CmasM
EHI_177520A	2122.17797350002	805.102599370855	1.08509927107519	0.943459969628453	1.39830109902943	353	1124	2107	2448	423.928048761218	1182.95457054009	1527.62274051482	2738.17840534234	94.35	UP_pEhEx_DOWN_CmasM
EHI_012480A	5914.92704045728	4625.05094614973	1.08508332405231	0.943447449793369	0.354891115914575	4135	4044	8392	5165	4965.84272415761	4256.11057229905	6084.39014636941	5777.24324493186	94.34	UP_pEhEx_DOWN_CmasM
EHI_049690A	3280.88102541222	1780.68121616849	0.944369223805796	0.943363394537793	0.881654015153834	779	2488	4559	2928	935.523937634529	2618.49730560832	3305.37829805745	3275.07613188005	94.34	UP_pEhEx_DOWN_CmasM
EHI_134810A	940.947398408413	344.34235493476	1.08453202487841	0.943015642982049	1.45027042775035	149	483	1181	923	178.938468173998	508.333681112869	856.251759158993	1032.40958665481	94.3	UP_pEhEx_DOWN_CmasM
EHI_038620A	6783.22332404888	4154.43123875219	1.006818732389	0.942107191800031	0.707320012685538	2445	5086	8123	6911	2936.27217909682	5352.76418662536	5889.35905135352	7730.20872521279	94.21	UP_pEhEx_DOWN_CmasM
EHI_188170A	485.704468322855	176.177615322454	0.941663221923798	0.941865576111013	1.46304812798932	120	197	510	542	144.111517992482	207.332785050176	369.761555606339	606.247016215502	94.19	UP_pEhEx_DOWN_CmasM
EHI_017660A	356.861471826125	67.3814718785658	0.939691373277078	0.940874276465215	2.40494030264256	20	105	293	452	24.0185863320803	110.507321981058	212.431638809132	505.57869248968	94.09	UP_pEhEx_DOWN_CmasM
EHI_174910A	995.95323986211	404.161655920708	0.939399314841659	0.940733885567069	1.30114555393505	263	466	940	1181	315.844410266856	490.442019458793	681.521298568547	1320.99211466883	94.07	UP_pEhEx_DOWN_CmasM
EHI_125780A	4688.73879072397	2481.5849383693	0.939289595653025	0.940681200868972	0.917938073589476	1223	3310	5036	5158	1468.73655420671	3483.61176911718	3651.21410594809	5769.41348641985	94.07	UP_pEhEx_DOWN_CmasM
EHI_131470A	4359.3793506298	2228.72116474557	1.00840174054281	0.940066183571286	0.967906619285629	858	3248	5832	4039	1030.39735364625	3418.35982661407	4228.3321417572	4517.7706614288	94.01	UP_pEhEx_DOWN_CmasM
EHI_042930A	13923.7281626047	18589.0071906651	-1.21993721601985	0.938993662515997	-0.416904167012567	17033	15780	19649	12228	20455.4290497162	16607.6718177248	14245.9702080568	13677.4695835483	93.9	DOWN_pEhEx_UP_CmasM
EHI_170160A	9.8906219229771	1.73339764625165	0.88513208786988	0.938578315267706	2.51245858986967	2	1	15	8	2.40185863320803	1.05245068553389	10.8753398707747	8.94829544229523	93.86	UP_pEhEx_DOWN_CmasM
EHI_005020A	1462.27397437022	756.635794036873	0.889489596779075	0.938457839578781	0.950542710205176	477	890	1570	1609	572.843284020116	936.681110125162	1138.28557314108	1799.72592083163	93.85	UP_pEhEx_DOWN_CmasM
EHI_111570A	8137.55757127467	4840.60819526188	0.876626164904249	0.938355238973277	0.749407519610797	2166	6708	10322	7911	2601.2128997643	7059.83919856133	7483.68387640908	8848.74565549969	93.84	UP_pEhEx_DOWN_CmasM
EHI_095830A	308.099156916399	91.1901876583281	0.892725446844699	0.93826959697271	1.75644423510917	42	125	384	304	50.4390312973687	131.556335691736	278.408700691832	340.035226807219	93.83	UP_pEhEx_DOWN_CmasM
EHI_020080A	856.231479526771	404.883854344479	0.932440283068312	0.938042937626863	1.08049276404272	238	496	1073	841	285.821177351756	522.015540024809	777.949312089416	940.689558371286	93.8	UP_pEhEx_DOWN_CmasM
EHI_143070A	1584.27383066049	2949.5102633207	-1.20911448884561	0.937924571876538	-0.896653712550974	2492	2745	2844	991	2992.71585697721	2888.97713179053	2061.96443949888	1108.47009791432	93.79	DOWN_pEhEx_UP_CmasM
EHI_069060A	4553.3870706169	2746.26030177115	0.89731277115027	0.937889990558074	0.729471727518125	1956	2973	4713	5126	2349.01774327746	3128.93588809226	3417.0317873974	5733.62030465067	93.79	UP_pEhEx_DOWN_CmasM
EHI_138790A	29.3360213311048	9.0408535498929	0.897581374545742	0.937864717288383	1.69814233070347	8	8	38	28	9.60743453283213	8.41960548427112	27.5508610059625	31.3190340480333	93.79	UP_pEhEx_DOWN_CmasM
EHI_111050A	2337.09459600182	1315.68991004376	0.898218800160104	0.937801042393352	0.82889662385621	809	1571	2574	2529	971.551817132649	1653.40002697374	1866.20832182494	2828.77989669558	93.78	UP_pEhEx_DOWN_CmasM
EHI_000620A	24.6011923524086	5.57405825738959	0.869442497665573	0.937713278262745	2.14192825474468	4	6	25	28	4.80371726641607	6.31470411320334	18.1255664512911	31.3190340480333	93.77	UP_pEhEx_DOWN_CmasM
EHI_019860A	29.8752544577438	6.85711537371315	0.930356675865445	0.937474718115272	2.12327729962938	7	5	41	27	8.40650521622811	5.26225342766945	29.7259289801175	30.2004971177464	93.75	UP_pEhEx_DOWN_CmasM
EHI_187780A	101.36107008348	24.4034959944447	0.867000937290491	0.937413355535161	2.05434391519321	16	28	99	118	19.2148690656643	29.4686191949489	71.7772431471129	131.987357773855	93.74	UP_pEhEx_DOWN_CmasM
EHI_000130A	289.613811816325	70.6358630128541	0.866279915075686	0.937320255890118	2.03565765175633	35	94	236	368	42.0325260811406	98.9303644401857	171.105347300188	411.621590345581	93.73	UP_pEhEx_DOWN_CmasM
