pEhEx_mean	CmasM_mean	theta	prob	log2FC	CmasM_1	CmasM_2	pEhEx_1	pEhEx_2	CmasM_1	CmasM_2	pEhEx_1	pEhEx_2	DE	Regulation
EHI_049430A	16.2715234575096	33.0875057013684	-0.323916616110591	0.777334366732303	-1.02393720545364	40	17	31	9	48.0371726641607	17.8916616540761	22.475702399601	10.0668323725821	77.73	DOWN_pEhEx_UP_CmasM
EHI_081290A	7.50192755168944	13.0344645836178	-0.323801567463868	0.777294694113934	-0.796998086890809	12	11	13	5	14.4111517992482	11.5769575408728	9.42529455467139	5.59268465143452	77.73	DOWN_pEhEx_UP_CmasM
EHI_049740A	29.1610058182118	48.6795737798005	-0.323799433055646	0.777293958599107	-0.739276054604984	51	34	36	29	61.2473951468048	35.7833233081523	26.1008156898592	32.4375709783202	77.73	DOWN_pEhEx_UP_CmasM
EHI_082540A	115.896767784189	193.44362731151	-0.364424572486314	0.777284392907184	-0.739072870355084	146	200	224	62	175.335680224186	210.490137106778	162.405075403569	69.349289677788	77.73	DOWN_pEhEx_UP_CmasM
EHI_069590A	957.70632788227	793.564203207781	0.378617579673197	0.777270092219034	0.271236385351493	643	770	1382	821	772.197550576382	810.387027861095	1001.98131342737	918.318819765548	77.73	UP_pEhEx_DOWN_CmasM
EHI_049330A	747.557683992454	910.24580415273	-0.323575341135529	0.777211882265918	-0.284071278805341	853	751	960	719	1024.39270706323	790.390464835951	696.02175172958	804.228052876284	77.72	DOWN_pEhEx_UP_CmasM
EHI_181600A	17.2317205497332	25.9924539559421	-0.323016721764458	0.777001096752247	-0.593026086833413	23	23	23	16	27.6213742818924	24.2063657672795	16.6755211351878	17.8965908845905	77.7	DOWN_pEhEx_UP_CmasM
EHI_073470A	657.241268698233	894.135673929312	-0.365773563746533	0.776924353542287	-0.444070687892811	973	583	788	669	1168.50422505571	613.578749666258	571.317854544697	748.301206361939	77.69	DOWN_pEhEx_UP_CmasM
EHI_197880A	10.4156684616563	24.7179075774513	-0.395856042509264	0.776914064396238	-1.24680118895111	27	16	21	5	32.4250915483084	16.8392109685422	15.2254758190846	5.59268465143452	77.69	DOWN_pEhEx_UP_CmasM
EHI_081690A	274.510793381398	168.300789988428	0.378330671423473	0.776888755820044	0.705820926540254	79	229	348	267	94.8734160117173	241.011206987261	252.307885001973	298.649360386603	77.69	UP_pEhEx_DOWN_CmasM
EHI_065350A	89.7960024287478	48.7305167775958	0.378323443129844	0.776878925908542	0.881825697860957	31	57	87	105	37.2288088147245	59.9896890754317	63.0769712504932	117.446377680125	77.69	UP_pEhEx_DOWN_CmasM
EHI_171450A	6.22007260959907	11.7514074672942	-0.366106402300029	0.77683599645509	-0.9178302321035	9	12	11	4	10.8083638494361	12.6294082264067	7.9752492385681	4.47414772114761	77.68	DOWN_pEhEx_UP_CmasM
EHI_068500A	137.390240668402	206.631163746916	-0.322436800006447	0.776783712063949	-0.588778327441688	222	138	204	114	266.606308286092	145.238194603677	147.904622242536	127.513210052707	77.68	DOWN_pEhEx_UP_CmasM
EHI_020360A	9.68723323416462	20.5713461211394	-0.366312755814251	0.776781022338766	-1.08647961998821	21	15	19	5	25.2195156486843	15.7867602830084	13.7754305029813	5.59268465143452	77.68	DOWN_pEhEx_UP_CmasM
EHI_087860A	15.3680727171247	28.0997169208284	-0.366523615426514	0.776724693283328	-0.87061934614111	23	27	27	10	27.6213742818924	28.416168509415	19.5756117673944	11.185369302869	77.67	DOWN_pEhEx_UP_CmasM
EHI_030730A	19.7670572579945	32.9260445409487	-0.322235700951836	0.776708669372554	-0.736131097483014	31	27	33	14	37.2288088147245	28.416168509415	23.9257477157043	15.6595170240166	77.67	DOWN_pEhEx_UP_CmasM
EHI_060110A	18.3527465668902	5.82513770106303	0.378191273904016	0.776699251912564	1.6556319253914	0	11	20	20	0.600464658302008	11.5769575408728	14.5004531610329	22.3707386057381	77.67	UP_pEhEx_DOWN_CmasM
EHI_181270A	35.5135341768248	67.6704726772753	-0.395311799453245	0.776692368935047	-0.93015752655804	72	46	58	26	86.4669107954892	48.4127315345589	42.0513141669954	29.0819601874595	77.67	DOWN_pEhEx_UP_CmasM
EHI_196590A	706.789336323971	894.69604690506	-0.366682840689729	0.776682053963531	-0.340117368631125	753	836	1155	517	904.299775402824	879.848773106332	837.401170049651	578.283592958329	77.67	DOWN_pEhEx_UP_CmasM
EHI_173430A	79.4608198216433	122.518884929148	-0.322118709512443	0.776665092573494	-0.624688558487328	121	94	127	60	145.312447309086	98.9303644401857	92.077877572559	67.1122158172142	77.67	DOWN_pEhEx_UP_CmasM
EHI_081670A	4.38479795291006	9.56766929111447	-0.367038804365644	0.776587330035671	-1.12565715702068	8	9	9	2	9.60743453283213	9.47205616980501	6.52520392246481	2.23707386057381	77.66	DOWN_pEhEx_UP_CmasM
EHI_124300A	6773.74019342438	5637.96296608741	0.378079552708149	0.776547472657946	0.264778652020546	3265	6963	8685	6524	3921.03421871211	7328.21412337248	6296.82178517854	7297.33493319176	77.65	UP_pEhEx_DOWN_CmasM
EHI_048630A	990.575380752021	1233.17582850052	-0.394901951646995	0.776526480997574	-0.316039846011448	1094	1088	1141	1039	1313.81667236479	1145.06634586087	827.250852836927	1162.15987056809	77.65	DOWN_pEhEx_UP_CmasM
EHI_148130A	298.043072395282	397.695548770496	-0.367340469916616	0.776510851765231	-0.41614357456925	330	377	443	247	396.306674479325	396.773908446277	321.185037516879	276.278621780865	77.65	DOWN_pEhEx_UP_CmasM
EHI_079990A	16.6499276592151	31.5665122133317	-0.394830423005132	0.776497622307697	-0.922878956883274	27	29	29	11	32.4250915483084	30.5210698804828	21.0256570834977	12.3039062331559	77.65	DOWN_pEhEx_UP_CmasM
EHI_068040A	5.30243528125456	10.3239106662165	-0.321531494175268	0.776438846493569	-0.96126255062422	11	7	10	3	13.2102224826442	7.36715479873723	7.25022658051645	3.35561079086071	77.64	DOWN_pEhEx_UP_CmasM
EHI_141400A	98.3386129272127	153.99190045552	-0.394653909433023	0.776426524363902	-0.647024560076688	133	140	153	77	159.723599108334	147.343095974745	110.928466681902	86.1273436320916	77.64	DOWN_pEhEx_UP_CmasM
EHI_187790A	156.6416615183	82.8970647457045	0.377933702271568	0.776349460871022	0.918075048805277	30	123	190	158	36.0278794981205	129.451434320668	137.754305029813	176.728834985331	77.63	UP_pEhEx_DOWN_CmasM
EHI_071380.mRNA	6.59847681130463	11.1481165147792	-0.368012765244953	0.776339317374066	-0.756595048891282	8	12	9	6	9.60743453283213	12.6294082264067	6.52520392246481	6.71122158172142	77.63	DOWN_pEhEx_UP_CmasM
EHI_152340A	22.3023939662558	45.4507148590104	-0.321278195671067	0.77633565189424	-1.02710440651965	57	21	43	12	68.4529710464289	22.1014643962117	31.1759742962208	13.4224431634428	77.63	DOWN_pEhEx_UP_CmasM
EHI_148750A	3.66984712318856	12.966500110157	-0.368200099496493	0.776291248403292	-1.82099725268619	18	4	10	0	21.6167276988723	4.20980274213556	7.25022658051645	0.559268465143452	77.63	DOWN_pEhEx_UP_CmasM
EHI_153770A	235.024015086665	335.964367502211	-0.321155731847368	0.776285867554689	-0.515500047434818	191	419	311	220	229.377499471367	440.9768372387	225.482046654062	246.078124663119	77.63	DOWN_pEhEx_UP_CmasM
EHI_059540A	101.512488877831	162.463506004229	-0.368327270405956	0.776258549248644	-0.678458453353113	168	116	145	88	201.756125189475	122.084279521931	105.128285417489	98.4312498652475	77.63	DOWN_pEhEx_UP_CmasM
EHI_048240A	5989.08456829265	6344.45253587187	-0.320805918153051	0.776144045723254	-0.0831601750855556	5394	5866	7807	5684	6477.81273376206	6173.6757213418	5660.2518914092	6357.76391175076	77.61	DOWN_pEhEx_UP_CmasM
EHI_197560A	50.4748295163246	90.0602023937926	-0.320797411115426	0.77614060388292	-0.835325587154674	103	53	93	30	123.695719610214	55.7798863332962	67.427107198803	33.5561079086071	77.61	DOWN_pEhEx_UP_CmasM
EHI_048260A	17.2317205497332	29.6121996710323	-0.36878493955752	0.776140413963031	-0.781124902917527	29	23	23	16	34.8269501815165	24.2063657672795	16.6755211351878	17.8965908845905	77.61	DOWN_pEhEx_UP_CmasM
EHI_169260A	71.9163325060747	122.654813876069	-0.393839428316679	0.77613539527353	-0.770212501770887	109	108	123	49	130.901295509838	113.66467403766	89.1777869403524	54.8083095840583	77.61	DOWN_pEhEx_UP_CmasM
EHI_155760A	5.49163738210735	10.1709602436295	-0.393729569180194	0.776097340868144	-0.889147619672955	9	9	9	4	10.8083638494361	9.47205616980501	6.52520392246481	4.47414772114761	77.61	DOWN_pEhEx_UP_CmasM
EHI_134700A	7.88033175339501	12.3546984198093	-0.368953915443409	0.776096729476811	-0.648731522712031	10	12	11	7	12.0092931660402	12.6294082264067	7.9752492385681	7.82975851200832	77.61	DOWN_pEhEx_UP_CmasM
EHI_039830A	86.7499485539372	165.292967392887	-0.393705962059086	0.776089170846002	-0.930090537344301	143	150	185	35	171.732892274374	157.867602830084	134.129191739554	39.1487925600416	77.61	DOWN_pEhEx_UP_CmasM
EHI_037820A	9.8622487470577	23.1289496159538	-0.393684871939555	0.776081874100841	-1.22971120226685	20	21	21	4	24.0185863320803	22.1014643962117	15.2254758190846	4.47414772114761	77.61	DOWN_pEhEx_UP_CmasM
EHI_059910A	102.780157231962	148.732253781138	-0.320494921324426	0.776018438352988	-0.533155777022863	140	122	150	87	168.130104324562	128.398983635135	108.753398707747	97.3127129349606	77.6	DOWN_pEhEx_UP_CmasM
EHI_127690A	3.8921488828778	12.2017479972223	-0.369504779048501	0.775965196301535	-1.64844903770048	8	14	0	7	9.60743453283213	14.7343095974745	0.362511329025823	7.82975851200832	77.6	DOWN_pEhEx_UP_CmasM
EHI_103410A	615.739566560712	741.197040668631	-0.319913358970328	0.775784750248071	-0.267536844126802	654	658	826	569	785.407773059027	692.5125510813	598.868715550659	636.447513333248	77.58	DOWN_pEhEx_UP_CmasM
EHI_199120A	411.484846541592	550.158066429348	-0.392803068076086	0.775778622798353	-0.419006877731841	505	466	601	348	606.469304885028	490.442019458793	435.738617489039	389.250851739842	77.58	DOWN_pEhEx_UP_CmasM
EHI_023890A	358.668658875236	477.049585870806	-0.319867187943823	0.775766263907771	-0.411487546324054	479	357	535	296	575.245142653324	375.724894735599	387.88712205763	331.086931364923	77.58	DOWN_pEhEx_UP_CmasM
EHI_042090A	67.791669593816	97.7159914025703	-0.319847556622171	0.775758406707559	-0.527486678866798	86	87	98	58	103.279921227945	91.5632096414484	71.0522204890613	64.8751419566404	77.58	DOWN_pEhEx_UP_CmasM
EHI_078740A	155.147007756814	213.284264271046	-0.319768473761384	0.775726239152463	-0.459141657569383	185	193	233	127	222.171923571743	203.122982308041	168.930279326033	142.054190146437	77.57	DOWN_pEhEx_UP_CmasM
EHI_006880A	74.0259287913747	41.3465856626611	0.377464338373055	0.775713262689285	0.840262487996433	24	51	106	64	28.8223035984964	53.6749849622284	76.8524017534744	71.5863635383618	77.57	UP_pEhEx_DOWN_CmasM
EHI_153020A	47.2110575805715	95.6427713890149	-0.392326235774928	0.775627891587435	-1.01853113356272	114	51	81	32	136.905942092858	53.6749849622284	58.7268353021833	35.7931817691809	77.56	DOWN_pEhEx_UP_CmasM
EHI_198830A	48.3746433616076	74.0517153075621	-0.370937317724247	0.775619290368939	-0.614282128838934	59	73	69	42	70.8548296796369	76.828900043974	50.0265634055635	46.9785510720499	77.56	DOWN_pEhEx_UP_CmasM
EHI_001130A	1564.81267403853	2004.71504942659	-0.391920319527463	0.775511870161485	-0.357407225899405	1387	2217	1537	1816	1665.68896212977	2333.28316982863	1114.35982542538	2031.26306540102	77.55	DOWN_pEhEx_UP_CmasM
EHI_148590A	14.2896064638469	22.0753181335107	-0.319204345844996	0.77548237874738	-0.627468043980602	20	19	21	12	24.0185863320803	19.9965630251439	15.2254758190846	13.4224431634428	77.55	DOWN_pEhEx_UP_CmasM
EHI_131500A	5.47745079414765	14.5469473338218	-0.372154854035889	0.775356378551247	-1.40913991225046	18	7	12	2	21.6167276988723	7.36715479873723	8.70027189661975	2.23707386057381	77.54	DOWN_pEhEx_UP_CmasM
EHI_079960A	6.80186550011712	15.4391176558452	-0.372334319625121	0.775317265689714	-1.18258792144064	9	19	5	9	10.8083638494361	19.9965630251439	3.62511329025823	10.0668323725821	77.53	DOWN_pEhEx_UP_CmasM
EHI_093360A	34.2742389986135	53.0385393943273	-0.372420228773928	0.775298509574614	-0.629916412473369	46	48	47	31	55.2427485637847	50.5176329056267	34.0760649284273	34.674644838894	77.53	DOWN_pEhEx_UP_CmasM
EHI_125830A	307.692522322945	449.034854899104	-0.372485249336172	0.775284299718662	-0.545338050818932	464	321	509	221	557.231202904263	337.836670056379	369.036532948288	247.196661593406	77.53	DOWN_pEhEx_UP_CmasM
EHI_022910A	4.74901556665592	9.56766929111447	-0.318716334517883	0.77527268374598	-1.01053903811151	8	9	10	2	9.60743453283213	9.47205616980501	7.25022658051645	2.23707386057381	77.53	DOWN_pEhEx_UP_CmasM
EHI_173480A	556.192446334037	381.941776673242	0.377136846173682	0.775270290100729	0.542231421405931	186	512	740	518	223.372852888347	538.854750993352	536.516766958218	579.402129888616	77.53	UP_pEhEx_DOWN_CmasM
EHI_025440A	6.22007260959907	12.5841240536897	-0.372842659151945	0.775205970087993	-1.01660147118437	13	9	11	4	15.6120811158522	9.47205616980501	7.9752492385681	4.47414772114761	77.52	DOWN_pEhEx_UP_CmasM
EHI_114320A	312.44125232126	196.213756393741	0.377082817876526	0.775197283305043	0.671158756997559	196	148	285	377	235.382146054387	155.762701459016	206.631457544719	421.688422718163	77.52	UP_pEhEx_DOWN_CmasM
EHI_021510A	90.5008409376968	152.301056498432	-0.373040730409922	0.775167539652475	-0.750922846747852	166	99	133	76	199.354266556267	104.192617867855	96.4280135208688	85.0088067018047	77.52	DOWN_pEhEx_UP_CmasM
EHI_006730A	51.084995582762	82.8716539614074	-0.373464649480726	0.775087667919708	-0.697979103373323	71	76	81	39	85.2659814788852	79.9862521005756	58.7268353021833	43.6229402811892	77.51	DOWN_pEhEx_UP_CmasM
EHI_167020A	288.672863337778	429.321636148657	-0.390135101996818	0.775035576123443	-0.572623387311497	406	350	513	184	487.577302541231	368.357739936861	371.936623580494	205.81079517279	77.5	DOWN_pEhEx_UP_CmasM
EHI_192090A	14580.9280783922	16682.1530580426	-0.389596169583254	0.7749179981177	-0.194222949799372	15975	13372	17559	14791	19184.8458327492	14073.3705669592	12730.6728527288	16544.2797358736	77.49	DOWN_pEhEx_UP_CmasM
EHI_031210A	11.5083213028939	22.7550842973192	-0.317804622100525	0.774883604940364	-0.983511525235465	22	18	24	5	26.4204449652884	18.94411233961	17.4005437932395	5.59268465143452	77.49	DOWN_pEhEx_UP_CmasM
EHI_093840A	27.6899487752686	16.7986499834622	0.376842652335589	0.774873004638774	0.721017088734635	13	17	35	27	15.6120811158522	17.8916616540761	25.3757930318076	30.2004971177464	77.49	UP_pEhEx_DOWN_CmasM
EHI_098560A	308.05659715252	202.892267702168	0.376819784542391	0.774842149105524	0.602481547350497	118	250	393	298	141.709659359274	263.112671383473	284.933904614297	333.324005225497	77.48	UP_pEhEx_DOWN_CmasM
EHI_118630A	17.3925494746665	27.5729011796068	-0.317632812076346	0.774805232743903	-0.664781648972406	23	26	28	13	27.6213742818924	27.3637178238811	20.3006344254461	14.5409800937297	77.48	DOWN_pEhEx_UP_CmasM
EHI_065480A	20.4954924854862	33.673775178218	-0.317462894369885	0.774727873625213	-0.716318814398209	27	33	35	14	32.4250915483084	34.7308726226184	25.3757930318076	15.6595170240166	77.47	DOWN_pEhEx_UP_CmasM
EHI_044510A	74.41851958104	120.258671541675	-0.375847631239993	0.774671461907396	-0.692407330643719	119	92	101	68	142.910588675878	96.8254630691179	73.2272884632162	76.0605112595094	77.47	DOWN_pEhEx_UP_CmasM
EHI_178940A	171.976727386299	267.911761626871	-0.388236517800838	0.774645833117082	-0.639544571922996	238	236	302	112	285.821177351756	248.378361785998	218.956842731597	125.276136192133	77.46	DOWN_pEhEx_UP_CmasM
EHI_044740A	547.148671583776	707.523265490413	-0.376147669909779	0.774625322751163	-0.370844692574569	627	625	858	424	752.982681510718	657.781678458681	622.069440608312	474.259658441647	77.46	DOWN_pEhEx_UP_CmasM
EHI_189420A	115.277048802998	175.854814430816	-0.3880709630548	0.774619580385746	-0.609279525808893	164	146	160	103	196.952407923059	153.657800087948	116.003625288263	115.209303819551	77.46	DOWN_pEhEx_UP_CmasM
EHI_084660A	73.1508512269093	115.55125139281	-0.38806420320056	0.774618509686319	-0.65958632630376	85	122	96	69	102.078991911341	128.398983635135	69.602175172958	77.1790481897963	77.46	DOWN_pEhEx_UP_CmasM
EHI_135170A	7.31272545083666	13.8586704321805	-0.317203816760795	0.774610208239539	-0.922307751816039	9	16	14	4	10.8083638494361	16.8392109685422	10.150317212723	4.47414772114761	77.46	DOWN_pEhEx_UP_CmasM
EHI_092510A	318.671020629783	431.61577105826	-0.376285054311513	0.77460413452389	-0.437679752272324	374	391	489	254	449.147564409902	411.508218043751	354.536079787255	284.108380292874	77.46	DOWN_pEhEx_UP_CmasM
EHI_028960A	6.03087050874629	13.0344645836178	-0.376490356541371	0.774572399166999	-1.11189315858586	12	11	12	3	14.4111517992482	11.5769575408728	8.70027189661975	3.35561079086071	77.46	DOWN_pEhEx_UP_CmasM
EHI_040360A	93.0361776459581	149.488495156239	-0.387737318051432	0.774566849753698	-0.684170726272453	143	120	143	74	171.732892274374	126.294082264067	103.678240101385	82.7717328412309	77.46	DOWN_pEhEx_UP_CmasM
EHI_087610A	16.2857100454693	35.4241943001351	-0.376613248499743	0.774553361025034	-1.12112841878104	43	18	28	11	51.6399606139727	18.94411233961	20.3006344254461	12.3039062331559	77.46	DOWN_pEhEx_UP_CmasM
EHI_159330A	16.2857100454693	35.4241943001351	-0.376613248499743	0.774553361025034	-1.12112841878104	43	18	28	11	51.6399606139727	18.94411233961	20.3006344254461	12.3039062331559	77.46	DOWN_pEhEx_UP_CmasM
EHI_053820A	222.465600706413	314.161150120946	-0.387514279567078	0.774531731066566	-0.497922511690964	271	286	275	221	325.451844799688	301.000896062693	199.381230964203	247.196661593406	77.45	DOWN_pEhEx_UP_CmasM
EHI_007770A	625.464868669719	815.46954944304	-0.386845004238599	0.774426975902263	-0.382702153210115	647	807	1032	451	777.001267842798	849.327703225849	748.223383109298	504.460155559394	77.44	DOWN_pEhEx_UP_CmasM
EHI_083430A	170.860335042348	245.420024485562	-0.37789717211132	0.774399517889066	-0.52243545070318	185	254	226	160	222.171923571743	267.322474125608	163.855120719672	178.965908845905	77.44	DOWN_pEhEx_UP_CmasM
EHI_108710A	4056.4555208397	4489.91389421556	-0.377942274354434	0.774394373075067	-0.146468108506574	3973	3973	5953	3412	4771.29217486776	4181.38657362615	4316.05988338145	3816.44800613891	77.44	DOWN_pEhEx_UP_CmasM
EHI_131090A	15.353886129165	28.4056177660023	-0.316705817413981	0.77438499651486	-0.887572425462792	27	23	30	8	32.4250915483084	24.2063657672795	21.7506797415494	8.94829544229523	77.44	DOWN_pEhEx_UP_CmasM
EHI_045030A	8.59458039292703	18.0902178376185	-0.316655874116737	0.774362480223558	-1.07371066975226	23	8	16	5	27.6213742818924	8.41960548427112	11.6003625288263	5.59268465143452	77.44	DOWN_pEhEx_UP_CmasM
EHI_025110A	315.88973546883	416.125710404619	-0.31663479642595	0.774352981419813	-0.397598369451009	385	349	492	247	462.357786892546	367.305289251328	356.71114776141	276.278621780865	77.44	DOWN_pEhEx_UP_CmasM
EHI_140520A	132.901360142397	198.98376404677	-0.38619986487584	0.774352912333669	-0.582294850235027	184	167	178	123	220.970994255139	175.75926448416	129.054033133193	137.580042425289	77.44	DOWN_pEhEx_UP_CmasM
EHI_119890A	292.182583726223	423.314137407804	-0.385679233741785	0.77430282158941	-0.534858485840383	355	397	512	191	426.329907394426	417.822922156954	371.211600922442	213.640553684799	77.43	DOWN_pEhEx_UP_CmasM
EHI_059440A	31.5638867774591	50.4809358995129	-0.316504189358259	0.774294172711939	-0.677463787869613	47	42	35	34	56.4436778803888	44.2029287924234	25.3757930318076	38.0302556297547	77.43	DOWN_pEhEx_UP_CmasM
EHI_045420A	105.826353890942	177.996120347033	-0.379285963728312	0.774264082942046	-0.750146850238187	192	118	169	80	230.578428787971	124.189180892999	122.528829210728	89.4829544229523	77.43	DOWN_pEhEx_UP_CmasM
EHI_013080A	15.5572748179775	25.3126877921336	-0.316397491626847	0.774246193837969	-0.702271341875608	21	24	26	11	25.2195156486843	25.2588164528134	18.8505891093428	12.3039062331559	77.42	DOWN_pEhEx_UP_CmasM
EHI_105360A	3.46716062456555	9.0408535498929	-0.384417962587122	0.774197672623627	-1.38270430996248	8	8	8	1	9.60743453283213	8.41960548427112	5.80018126441316	1.1185369302869	77.42	DOWN_pEhEx_UP_CmasM
EHI_101730A	5.12671757817201	16.1953590309472	-0.380346448483523	0.77419188125964	-1.65947312172866	12	17	14	0	14.4111517992482	17.8916616540761	10.150317212723	0.559268465143452	77.42	DOWN_pEhEx_UP_CmasM
EHI_060980A	131.548572260508	184.895667980709	-0.31626218977209	0.774185435275669	-0.491115832916251	172	154	191	112	206.559842455891	162.077405572219	138.479327687864	125.276136192133	77.42	DOWN_pEhEx_UP_CmasM
EHI_086990A	110.617929221477	173.220735724708	-0.383587029176735	0.774166024018401	-0.647026400988874	164	141	170	88	196.952407923059	148.395546660278	123.25385186878	98.4312498652475	77.42	DOWN_pEhEx_UP_CmasM
EHI_191790A	17.2033473738138	31.7959378472121	-0.381102451837615	0.774158723898619	-0.88615315557609	30	26	29	12	36.0278794981205	27.3637178238811	21.0256570834977	13.4224431634428	77.42	DOWN_pEhEx_UP_CmasM
EHI_092580A	36.5636272541833	75.5132550599708	-0.381111709893141	0.774158578748607	-1.04632070863703	85	46	70	20	102.078991911341	48.4127315345589	50.7515860636152	22.3707386057381	77.42	DOWN_pEhEx_UP_CmasM
EHI_043010A	887.80969567636	1064.87467422449	-0.382519938893193	0.774136289975598	-0.262361279365228	829	1072	1222	800	995.570403464729	1128.22713489233	885.977688139111	894.829544229523	77.41	DOWN_pEhEx_UP_CmasM
EHI_023470A	494.020236198136	607.801897118547	-0.316063328438835	0.774096302273727	-0.299031038812173	501	580	741	405	601.665587618612	610.421397609656	537.241789616269	453.007456766196	77.41	DOWN_pEhEx_UP_CmasM
EHI_029100A	6.40927471045185	10.1709602436295	-0.315958152237245	0.77404924094962	-0.66622287871239	9	9	10	5	10.8083638494361	9.47205616980501	7.25022658051645	5.59268465143452	77.4	DOWN_pEhEx_UP_CmasM
EHI_094090A	47.4901556665592	87.7914782684866	-0.315815383546017	0.773984226036634	-0.886452422056005	94	59	100	20	112.887355760778	62.0945904464995	72.5022658051645	22.3707386057381	77.4	DOWN_pEhEx_UP_CmasM
EHI_006760A	8.23036277918117	14.538436595989	-0.315635926459603	0.773898050560324	-0.820844207582013	11	15	15	5	13.2102224826442	15.7867602830084	10.8753398707747	5.59268465143452	77.39	DOWN_pEhEx_UP_CmasM
EHI_086690A	939.655990551569	1155.34314917585	-0.315502226071354	0.773833960237114	-0.29811682525221	1144	883	1103	972	1373.86313819499	929.313955326425	799.699991830965	1087.21789623887	77.38	DOWN_pEhEx_UP_CmasM
EHI_197060A	42.08363781221	68.7920686331792	-0.315393936579154	0.773782121219483	-0.708982819203829	66	55	73	28	79.2613348958651	57.884787704364	52.9266540377701	31.3190340480333	77.38	DOWN_pEhEx_UP_CmasM
EHI_110620A	22.6666115800017	41.7459831947939	-0.315036465079783	0.773611442607524	-0.881068648451845	43	30	44	12	51.6399606139727	31.5735205660167	31.9009969542724	13.4224431634428	77.36	DOWN_pEhEx_UP_CmasM
EHI_014160A	70.0526846734663	112.084456100307	-0.314969411442918	0.773579503112267	-0.678073972569933	81	120	127	43	97.2752746449253	126.294082264067	92.077877572559	48.0970880023369	77.36	DOWN_pEhEx_UP_CmasM
EHI_135120A	76.5612654996361	114.302237227818	-0.314468008175977	0.773341427816755	-0.578167059785981	110	91	116	62	132.102224826442	95.773012383584	84.1026283339909	69.349289677788	77.33	DOWN_pEhEx_UP_CmasM
EHI_056700A	236.036324857521	315.044809705136	-0.314433421358033	0.773325054436594	-0.41654814124534	255	306	370	183	306.236975734024	322.04990977337	268.258383479109	204.692258242503	77.33	DOWN_pEhEx_UP_CmasM
EHI_153190A	707.365924404601	527.385839227162	0.375711010083077	0.773323877301176	0.423597888370678	407	535	760	778	488.778231857835	563.061116760631	551.017220119251	870.221731763211	77.33	UP_pEhEx_DOWN_CmasM
EHI_045590A	29.8137316485283	60.847278825692	-0.314413407212307	0.773315582634503	-1.02921578289237	31	80	15	44	37.2288088147245	84.1960548427112	10.8753398707747	49.2156249326238	77.33	DOWN_pEhEx_UP_CmasM
EHI_099230A	5.11323318040178	10.9272016187315	-0.314124507014097	0.773179094078612	-1.09561625970193	12	7	11	2	14.4111517992482	7.36715479873723	7.9752492385681	2.23707386057381	77.32	DOWN_pEhEx_UP_CmasM
EHI_163650A	413.428837444582	515.634431759868	-0.313929849952262	0.773087377108162	-0.318709580649731	398	523	541	391	477.969868008398	550.431708534225	392.23725800594	437.347939742179	77.31	DOWN_pEhEx_UP_CmasM
EHI_194530A	6.58429022334493	11.9808331011746	-0.313878178861493	0.773062882652311	-0.863628397488713	12	9	12	4	14.4111517992482	9.47205616980501	8.70027189661975	4.47414772114761	77.31	DOWN_pEhEx_UP_CmasM
EHI_159490A	25.2303214641824	46.5723108149143	-0.313502247310901	0.772875634374839	-0.884313879191745	51	30	48	14	61.2473951468048	31.5735205660167	34.801087586479	15.6595170240166	77.29	DOWN_pEhEx_UP_CmasM
EHI_106690A	560.005004311182	678.939165088326	-0.313166235358542	0.772708930483392	-0.277842591190332	577	628	831	465	692.936215680517	660.939030515283	602.493828840917	520.11967258341	77.27	DOWN_pEhEx_UP_CmasM
EHI_193090A	18.4993889038638	28.9324335072238	-0.313142271038456	0.772697064918927	-0.645210058933556	27	24	28	15	32.4250915483084	25.2588164528134	20.3006344254461	16.7780539543036	77.27	DOWN_pEhEx_UP_CmasM
EHI_177400A	574.630312428685	692.432480939704	-0.313070162345572	0.772661380420787	-0.269039302143379	595	633	742	550	714.55294337939	666.201283942952	537.966812274321	615.195311657797	77.27	DOWN_pEhEx_UP_CmasM
EHI_019080A	11.1866634530272	4.29100114106604	0.375078435948666	0.772451811490588	1.38239361076615	1	7	14	11	1.20092931660402	7.36715479873723	10.150317212723	12.3039062331559	77.25	UP_pEhEx_DOWN_CmasM
EHI_044930A	642.970482495552	809.606490386941	-0.312460831445024	0.772360975322108	-0.332468347963264	591	860	685	711	709.749226112974	905.107589559145	496.640520765377	795.279757433988	77.24	DOWN_pEhEx_UP_CmasM
EHI_157890A	63.9366946369618	110.988392357901	-0.312298095208055	0.772281086895175	-0.795692733702255	108	87	133	28	129.700366193234	91.5632096414484	96.4280135208688	31.3190340480333	77.23	DOWN_pEhEx_UP_CmasM
EHI_001140A	37.3629954214735	22.3727082408518	0.374938950098968	0.772259906010622	0.739870214925169	17	23	57	30	20.4157983822683	24.2063657672795	41.3262915089438	33.5561079086071	77.23	UP_pEhEx_DOWN_CmasM
EHI_035700A	30.22528548353	47.24356624089	-0.311291443676778	0.771770240067115	-0.644361906456085	46	37	45	25	55.2427485637847	38.9406753647539	32.626019612324	27.9634232571726	77.18	DOWN_pEhEx_UP_CmasM
EHI_200820A	5.47745079414765	11.2245917260727	-0.310981953119191	0.77161061989394	-1.03508644638269	9	11	12	2	10.8083638494361	11.5769575408728	8.70027189661975	2.23707386057381	77.16	DOWN_pEhEx_UP_CmasM
