logFC	AveExpr	t	P.Value	adj.P.Val	B	UmasM_1	UmasM_2	UmasM_3	pEhEx_1	pEhEx_2	pEhEx_3	UmasM_1	UmasM_2	UmasM_3	pEhEx_1	pEhEx_2	pEhEx_3	DE	Regulation
EHI_001060A	0.292684351924607	1.14123091739427	0.570103242262132	0.583921501959977	0.999593478972769	-4.61053342825156	8	26	33	22	16	22	1.06657881003732	2.1606961379117	5.2275283355361	1.94824564302868	2.17567706849846	1.90165429270141	0.04	DOWN_pEhEx_UP_UmasM
EHI_001070A	-0.694296626851807	5.52794121226594	-1.75152766089769	0.117127335214413	0.999593478972769	-4.55431952533221	434	974	65	892	651	327	57.8619004445245	80.9430014740767	10.2966467215105	78.9925051627991	88.522860724531	28.2654978960618	0.04	UP_pEhEx_DOWN_UmasM
EHI_001100A	0.486467786145192	2.66144943471235	1.40880863755375	0.195747602684019	0.999593478972769	-4.57505431201949	23	41	242	25	19	298	3.06641407885729	3.40725160209152	38.3352077939314	2.21391550344168	2.58361651884192	25.7587717829554	0.04	DOWN_pEhEx_UP_UmasM
EHI_001120A	-0.545239404782202	2.88690666911813	-1.39350736764691	0.200159430819701	0.999593478972769	-4.57444826307859	39	71	46	105	90	71	5.19957169893193	5.90036253045118	7.2868576798382	9.29844511445506	12.2381835103038	6.13715703553635	0.04	UP_pEhEx_DOWN_UmasM
EHI_001130A	0.722417575159389	5.9464401804069	1.28692580470404	0.233338638251573	0.999593478972769	-4.58118974422212	2185	1443	86	1537	1816	39	291.309337491443	119.918635654099	13.6232556623062	136.111525151594	246.939347274575	3.37111442797067	0.04	DOWN_pEhEx_UP_UmasM
EHI_001140A	0.270244764807333	1.27057374599396	0.552849965501419	0.595146515302904	0.999593478972769	-4.61045822879574	24	101	4	57	30	5	3.19973643011196	8.39347345881083	0.6336397982468	5.04772734784703	4.07939450343461	0.432194157432138	0.04	DOWN_pEhEx_UP_UmasM
EHI_001150A	0.0336742598971673	2.55903176867676	0.0816096787666936	0.936918565559868	0.999593478972769	-4.62223541698208	88	112	11	115	47	36	11.7323669104105	9.3076141325427	1.7425094451787	10.1840113158317	6.39105138871422	3.11179793351139	0.04	DOWN_pEhEx_UP_UmasM
EHI_001180A	0.19480018897354	1.2974724156494	0.370246461641805	0.720601725527394	0.999593478972769	-4.6122168098355	11	5	166	11	4	221	1.46654586380131	0.415518488059942	26.2960516272422	0.974122821514339	0.543919267124615	19.1029817585005	0.04	DOWN_pEhEx_UP_UmasM
EHI_001400A	-0.244206857841905	7.74025145429736	-0.645912555657305	0.536030353640672	0.999593478972769	-4.61010657278937	1824	1761	1342	2391	1910	2653	243.179968688509	146.345611494712	212.586152311801	211.738878749162	259.721450052003	229.322219933492	0.04	UP_pEhEx_DOWN_UmasM
EHI_001410A	-0.0696307772056693	1.22688361160502	-0.166767881056855	0.871601264268921	0.999593478972769	-4.61816203666148	22	34	8	35	14	26	2.93309172760263	2.82552571880761	1.2672795964936	3.09948170481835	1.90371743493615	2.24740961864712	0.04	UP_pEhEx_DOWN_UmasM
EHI_001420A	-0.581386829840107	9.50462970164465	-1.56721579007676	0.154868750024745	0.999593478972769	-4.56880631058647	6940	10714	1619	12112	10697	5153	925.257117707374	890.373016214844	256.465708340392	1072.59778310743	1454.576100108	445.419298649561	0.04	UP_pEhEx_DOWN_UmasM
EHI_001430A	0.168108516653921	-0.0135845831723542	0.339850655558025	0.742530456509216	0.999593478972769	-4.61029914567809	10	19	3	12	16	3	1.33322351254665	1.57897025462778	0.4752298486851	1.06267944165201	2.17567706849846	0.259316494459283	0.04	DOWN_pEhEx_UP_UmasM
EHI_001635A	-1.60806383587614	2.9357601980641	-2.10473823164873	0.0676723383310874	0.999593478972769	-4.54424591704529	148	301	0	548	210	42	19.7317079856904	25.0142129812085	0	48.5290278354416	28.5557615240423	3.63043092242996	0.04	UP_pEhEx_DOWN_UmasM
EHI_001780A	0.125132193865055	9.6801876573449	0.270521422354298	0.793459289134136	0.999593478972769	-4.61738935569153	6054	5385	10593	6330	2494	30597	807.133514495741	447.513411640557	1678.03659570709	560.563405471433	339.133663052197	2644.76892699022	0.04	DOWN_pEhEx_UP_UmasM
EHI_001790A	0.725279080157348	0.139705488175069	1.53306587758974	0.162973005345908	0.999593478972769	-4.57704733596089	6	11	22	9	2	24	0.799934107527989	0.914140673731872	3.4850188903574	0.797009581239005	0.271959633562307	2.07453195567426	0.04	DOWN_pEhEx_UP_UmasM
EHI_001800A	0.512739341474322	0.371997293117433	0.726167314898837	0.487989880157775	0.999593478972769	-4.60349127923351	15	5	32	12	1	49	1.99983526881997	0.415518488059942	5.0691183859744	1.06267944165201	0.135979816781154	4.23550274283495	0.04	DOWN_pEhEx_UP_UmasM
EHI_001810A	-0.323821263681411	5.63580201595943	-0.879640797753497	0.404152405889028	0.999593478972769	-4.60148994040812	485	829	125	847	447	431	64.6613403585124	68.8929653203384	19.8012436952125	75.0074572566041	60.7829781011757	37.2551363706503	0.04	UP_pEhEx_DOWN_UmasM
EHI_001820A	-0.266308107073222	1.4356754496837	-0.515138386525563	0.620084016154705	0.999593478972769	-4.6128580950105	7	32	32	34	21	36	0.933256458782654	2.65931832358363	5.0691183859744	3.01092508468068	2.85557615240423	3.11179793351139	0.04	UP_pEhEx_DOWN_UmasM
EHI_001830A	-0.446304174655761	2.51364605830586	-0.913103893726144	0.38730652638675	0.999593478972769	-4.59994474936254	32	108	18	70	39	104	4.26631524014927	8.97519934209475	2.8513790921106	6.1989634096367	5.30321285446499	8.98963847458846	0.04	UP_pEhEx_DOWN_UmasM
EHI_001840A	-0.0219095547208175	4.35466249140339	-0.0529692405667825	0.959027128387798	0.999593478972769	-4.62417992661025	121	108	365	167	124	399	16.1320045018144	8.97519934209475	57.8196315900205	14.7889555629904	16.8614972808631	34.4890937630846	0.04	UP_pEhEx_DOWN_UmasM
EHI_001850A	-0.0756064564833209	4.66091540438543	-0.222227322338637	0.829584791635506	0.999593478972769	-4.62265809214949	120	261	270	235	131	543	15.9986821505598	21.690065076729	42.770686381659	20.8108057323518	17.8133559983311	46.9362854971301	0.04	UP_pEhEx_DOWN_UmasM
EHI_001860A	1.31924523892433	0.0422264160838298	1.63433084505046	0.139995546617331	0.999593478972769	-4.57413527968931	15	8	29	8	0	39	1.99983526881997	0.664829580895907	4.5938885372893	0.708452961101338	0	3.37111442797067	0.04	DOWN_pEhEx_UP_UmasM
EHI_001870A	-0.191838163782039	0.0942197886891336	-0.356463118726189	0.730513126274885	0.999593478972769	-4.61004754399346	7	11	7	13	3	26	0.933256458782654	0.914140673731872	1.1088696469319	1.15123606178967	0.407939450343461	2.24740961864712	0.04	UP_pEhEx_DOWN_UmasM
EHI_001910A	0.444435091948721	1.54827185386466	1.06554238479701	0.317066458930309	0.999593478972769	-4.59275889294029	17	40	33	22	9	67	2.2664799713293	3.32414790447954	5.2275283355361	1.94824564302868	1.22381835103038	5.79140170959064	0.04	DOWN_pEhEx_UP_UmasM
EHI_001920A	0.287453424467253	0.104134587259557	0.651295440849271	0.532720974659015	0.999593478972769	-4.60483022058315	8	10	11	8	4	21	1.06657881003732	0.831036976119884	1.7425094451787	0.708452961101338	0.543919267124615	1.81521546121498	0.04	DOWN_pEhEx_UP_UmasM
EHI_001940A	-0.190295157497612	7.40680919618134	-0.288247428557056	0.780325972128722	0.999593478972769	-4.6193016011742	279	1984	4280	1316	1251	3341	37.1969360000515	164.877736062185	677.994584124076	116.54051210117	170.110750793223	288.792135996154	0.04	UP_pEhEx_DOWN_UmasM
EHI_001950A	-0.582608696670678	3.6358036781054	-1.57330507130582	0.153462470631571	0.999593478972769	-4.56588634116607	156	352	10	338	267	38	20.7982867957277	29.2525015594199	1.584099495617	29.9321376065315	36.306611080568	3.28467559648425	0.04	UP_pEhEx_DOWN_UmasM
EHI_001990A	-0.241168522873128	1.86979864056476	-0.374708704729419	0.717404838651932	0.999593478972769	-4.61751871013255	32	32	22	54	8	118	4.26631524014927	2.65931832358363	3.4850188903574	4.78205748743403	1.08783853424923	10.1997821153984	0.04	UP_pEhEx_DOWN_UmasM
EHI_002110A	0.352387907618175	3.57115914992184	0.890265137570406	0.398747995213083	0.999593478972769	-4.60124926182899	135	172	59	227	89	54	17.9985174193797	14.293835989262	9.3461870241403	20.1023527712505	12.1022036935227	4.66769690026709	0.04	DOWN_pEhEx_UP_UmasM
EHI_002130A	-0.63127832671583	3.56208055119798	-1.56709819840111	0.154896021291023	0.999593478972769	-4.56414302945804	107	206	21	227	118	115	14.2654915842491	17.1193617080696	3.3266089407957	20.1023527712505	16.0456183801761	9.94046562093916	0.04	UP_pEhEx_DOWN_UmasM
EHI_002140A	0.294580734509797	5.50096016208348	0.789460817796883	0.452115408138596	0.999593478972769	-4.60551439986159	355	324	622	359	232	786	47.329434695406	26.9255980262842	98.5309886273774	31.7918266294225	31.5473174932276	67.940921548332	0.04	DOWN_pEhEx_UP_UmasM
EHI_002150A	0.313232147267917	1.49775218215161	0.84323307778987	0.423066814196418	0.999593478972769	-4.60223275608962	23	39	19	36	20	20	3.06641407885729	3.24104420686755	3.0097890416723	3.18803832495602	2.71959633562307	1.72877662972855	0.04	DOWN_pEhEx_UP_UmasM
EHI_002160A	-0.43844403290543	7.09566325293618	-1.18139127475284	0.270650619969839	0.999593478972769	-4.58682167899642	1346	1325	517	1930	1532	1311	179.451884788779	110.112399335885	81.8979439233989	170.914276865698	208.321079308727	113.321308078706	0.04	UP_pEhEx_DOWN_UmasM
EHI_002180A	-0.172352481678731	5.43240357725101	-0.34759459422683	0.736918990455799	0.999593478972769	-4.61972510042355	740	573	91	784	300	387	98.6585399284519	47.6184187316694	14.4153054101147	69.4283901879311	40.7939450343461	33.4518277852475	0.04	UP_pEhEx_DOWN_UmasM
EHI_002190A	0.634979879882348	3.353133802534	1.06757410713432	0.316201472564463	0.999593478972769	-4.59263441120589	273	305	17	185	353	6	36.3970018925235	25.3466277716565	2.6929691425489	16.3829747254684	48.0008753237472	0.518632988918565	0.04	DOWN_pEhEx_UP_UmasM
EHI_002200A	-0.2212649589338	3.04550047733524	-0.450725855270467	0.663894180317766	0.999593478972769	-4.61510474314785	227	202	4	253	124	26	30.2641737348089	16.7869469176217	0.6336397982468	22.4048248948298	16.8614972808631	2.24740961864712	0.04	UP_pEhEx_DOWN_UmasM
EHI_002210A	-0.0402748073081923	1.15314651272054	-0.0980731691324658	0.92423471863988	0.999593478972769	-4.61821860535855	15	43	8	27	20	20	1.99983526881997	3.5734589973155	1.2672795964936	2.39102874371701	2.71959633562307	1.72877662972855	0.04	UP_pEhEx_DOWN_UmasM
EHI_002670A	-0.00623148193873736	5.54766520890988	-0.0119539341368531	0.990748764254948	0.999593478972769	-4.62350812818424	112	406	1317	352	282	955	14.9321033405225	33.7401012304673	208.625903572759	31.1719302884589	38.3463083322853	82.5490840695383	0.04	UP_pEhEx_DOWN_UmasM
EHI_002780A	1.23173588899463	3.63317466997269	3.37955683914341	0.00933745671854184	0.999593478972769	-4.47665128620357	51	110	692	47	20	520	6.7994399139879	9.14140673731872	109.619685096696	4.16216114647036	2.71959633562307	44.9481923729423	0.04	DOWN_pEhEx_UP_UmasM
EHI_002790A	-0.18395012435673	2.51858428925399	-0.488509622636969	0.638014816313785	0.999593478972769	-4.61607184067823	25	56	60	48	47	96	3.33305878136662	4.65380706627135	9.504596973702	4.25071776660803	6.39105138871422	8.29812782269704	0.04	UP_pEhEx_DOWN_UmasM
EHI_002990A	-0.0839628752391386	1.99008544170584	-0.212576987928532	0.836858510160507	0.999593478972769	-4.6194229716736	44	91	7	83	37	22	5.86618345520525	7.56243648269094	1.1088696469319	7.35019947142638	5.03125322090269	1.90165429270141	0.04	UP_pEhEx_DOWN_UmasM
EHI_003000A	0.106036657581674	3.29159048864841	0.289238859854609	0.779593571421102	0.999593478972769	-4.62171386723554	100	98	60	100	60	132	13.3322351254665	8.14416236597486	9.504596973702	8.85566201376672	8.15878900686922	11.4099257562084	0.04	DOWN_pEhEx_UP_UmasM
EHI_003010A	-0.351492750377731	6.71185076000146	-0.978155034081109	0.356034340615024	0.999593478972769	-4.59679937827238	606	1241	605	1226	1076	1206	80.7933448603269	103.131688736478	95.8380194848285	108.57041628878	146.314282856521	104.245230772632	0.04	UP_pEhEx_DOWN_UmasM
EHI_003020A	0.860246170626821	1.24167655552106	1.45581593052376	0.182721242477332	0.999593478972769	-4.57587081105284	5	40	72	14	7	54	0.666611756273324	3.32414790447954	11.4055163684424	1.23979268192734	0.951858717468075	4.66769690026709	0.04	DOWN_pEhEx_UP_UmasM
EHI_003040A	-0.106762822362687	1.07123531328269	-0.265894340063257	0.796899253200726	0.999593478972769	-4.61632786615103	9	26	18	19	12	41	1.19990116129198	2.1606961379117	2.8513790921106	1.68257578261568	1.63175780137384	3.54399209094353	0.04	UP_pEhEx_DOWN_UmasM
EHI_003240.mRNA	1.63036752912955	0.0264431335809184	1.76433128872543	0.114851253776603	0.999593478972769	-4.56398576766044	120	49	0	74	5	0	15.9986821505598	4.07208118298743	0	6.55318989018737	0.679899083905768	0	0.04	DOWN_pEhEx_UP_UmasM
EHI_003260A	-0.273214233502285	7.16130076941625	-0.634477195122877	0.543101564363955	0.999593478972769	-4.61071957859813	1155	801	1358	1436	1115	2335	153.987315699138	66.5660617872027	215.120711504789	127.16730651769	151.617495710986	201.834671520808	0.04	UP_pEhEx_DOWN_UmasM
EHI_003890A	0.728151067386124	1.93972941946311	1.4968009083563	0.171993785370072	0.999593478972769	-4.57034003827308	49	42	34	35	10	64	6.53279521147858	3.49035529970351	5.3859382850978	3.09948170481835	1.35979816781154	5.53208521513136	0.04	DOWN_pEhEx_UP_UmasM
EHI_003900A	0.476991082635869	2.12944693808868	1.25399663048126	0.244489635207786	0.999593478972769	-4.58292673086211	24	69	45	38	25	50	3.19973643011196	5.7341551352272	7.1284477302765	3.36515156523135	3.39949541952884	4.32194157432138	0.04	DOWN_pEhEx_UP_UmasM
EHI_003930A	0.406623059620379	2.82252455705819	0.824157409265578	0.433220282745435	0.999593478972769	-4.603203010568	165	150	14	137	162	8	21.9981879570197	12.4655546417983	2.2177392938638	12.1322569588604	22.0287303185469	0.69151065189142	0.04	DOWN_pEhEx_UP_UmasM
EHI_003940A	-0.554613823726749	9.01717855554092	-1.38102651307182	0.203821788513129	0.999593478972769	-4.57776676439876	8350	13061	425	12824	9564	1860	1113.24163297645	1085.41739451018	67.3242285637225	1135.65009664544	1300.51096769495	160.776226564755	0.04	UP_pEhEx_DOWN_UmasM
EHI_003950A	1.13079054154432	2.48434604908867	2.43661242790873	0.0401376598600423	0.999593478972769	-4.52426659906416	15	58	348	24	9	228	1.99983526881997	4.82001446149533	55.1266624474716	2.12535888330401	1.22381835103038	19.7080535789055	0.04	DOWN_pEhEx_UP_UmasM
EHI_004170A	-0.425754069923816	6.81022166660086	-1.02978329848715	0.332594040915847	0.999593478972769	-4.59434496840422	463	1096	1023	1137	1165	1585	61.7282486309098	91.0816525827393	162.053378401619	100.688877096528	158.416486550044	137.005547905988	0.04	UP_pEhEx_DOWN_UmasM
EHI_004190A	0.182779863290173	1.89063155280898	0.449336174742822	0.664855487473662	0.999593478972769	-4.61599859995682	47	36	20	45	25	34	6.26615050896925	2.99173311403158	3.168198991234	3.98504790619502	3.39949541952884	2.93892027053854	0.04	DOWN_pEhEx_UP_UmasM
EHI_004200A	-0.0532081230437013	12.8355369784562	-0.0987282223915008	0.923730499989328	0.999593478972769	-4.61543614134365	74138	36708	77188	61524	57846	111658	9884.25247731834	3050.57053194087	12227.3471867685	5448.35749734984	7865.88848152261	9651.58704611152	0.04	UP_pEhEx_DOWN_UmasM
EHI_004230A	-0.69284642082407	5.49708411355325	-1.87910130468256	0.0962252933817705	0.999593478972769	-4.54672270920076	235	621	175	640	543	519	31.3307525448462	51.6073962170448	27.7217411732975	56.676236888107	73.8370405121664	44.8617535414559	0.04	UP_pEhEx_DOWN_UmasM
