logFC	AveExpr	t	P.Value	adj.P.Val	B	U2AF84_1	U2AF84_2	U2AF84_3	pEhEx_1	pEhEx_2	pEhEx_3	U2AF84_1	U2AF84_2	U2AF84_3	pEhEx_1	pEhEx_2	pEhEx_3	DE	Regulation
EHI_168290A	-1.42979731530591	2.5833542464809	-3.93926577505904	0.00605933576306063	0.5753435730758	-3.86528503170843	32	41	6	119	91	131	4.15755826715253	5.38432948727212	1.7442502318271	9.63472286436832	11.3449534986837	9.61983284557206	42.47	UP_pEhEx_DOWN_U2AF84
EHI_169370A	1.23451577242658	0.577827870618765	3.40614989938192	0.012039222919419	0.5753435730758	-4.14656132327524	7	7	39	6	3	59	0.909465870939616	0.919275766119629	11.3376265068761	0.485784346102604	0.374009456000561	4.33259647243322	42.47	DOWN_pEhEx_UP_U2AF84
EHI_170050A	-1.45807966413842	5.31007902929589	-2.89237156189067	0.0242508081388297	0.5753435730758	-4.01387553073081	325	528	15	1005	842	469	42.2252011507679	69.3396577873092	4.36062557956775	81.3688779721862	104.971987317491	34.4404702639183	42.47	UP_pEhEx_DOWN_U2AF84
EHI_170300A	-1.1417675223811	1.89907767893406	-2.89802975667005	0.0240600086988094	0.5753435730758	-4.10774989088961	14	27	8	70	59	51	1.81893174187923	3.54577795503286	2.32566697576947	5.66748403786372	7.35551930134436	3.74512576430668	42.47	UP_pEhEx_DOWN_U2AF84
EHI_170330A	-0.911335845868432	1.84134953390602	-2.60734580197483	0.0362678390262922	0.5753435730758	-4.17522467744196	23	19	7	61	31	86	2.98824500451588	2.49517707946757	2.03495860379828	4.93880751870981	3.86476437867246	6.31531011236028	42.47	UP_pEhEx_DOWN_U2AF84
EHI_170470A	1.51610006621367	1.9752529783119	4.02901817847222	0.00542071405580156	0.5753435730758	-3.99070923573697	13	11	339	11	4	368	1.68900804603072	1.44457620390227	98.5501380982311	0.890604634521441	0.498679274667414	27.0236525738207	42.47	DOWN_pEhEx_UP_U2AF84
EHI_170630A	1.40335469885179	2.2570030964224	4.50602252553776	0.00306074264866924	0.5753435730758	-3.7820803505659	30	29	99	17	16	125	3.8977108754555	3.80842817392418	28.7801288251471	1.37638898062405	1.99471709866966	9.17922981447715	42.47	DOWN_pEhEx_UP_U2AF84
EHI_171280A	-0.803946248861971	7.01390039086559	-2.54623904103495	0.0395776808301822	0.5753435730758	-4.1129590989928	510	738	499	1594	1434	2942	66.2610848827435	96.9179307708981	145.06347761362	129.056707947925	178.776519968268	216.042352913534	42.47	UP_pEhEx_DOWN_U2AF84
EHI_172160A	-0.932120407491416	3.83638828562815	-3.15603713392588	0.0168547061823341	0.5753435730758	-3.92213889548233	87	67	37	230	122	369	11.3033615388209	8.79878233285931	10.7562097629338	18.6217332672665	15.2097178773561	27.0970864123366	42.47	UP_pEhEx_DOWN_U2AF84
EHI_172850A	1.23265746460101	0.953941499985958	2.88317857319538	0.024564234691569	0.5753435730758	-4.17797486872853	18	16	17	20	7	17	2.3386265252733	2.10120175113058	4.94204232351012	1.61928115367535	0.872688730667975	1.24837525476889	42.47	DOWN_pEhEx_UP_U2AF84
EHI_173480A	-0.96716652086146	5.3054212066707	-2.65397806676191	0.0339371738815636	0.5753435730758	-4.06640501840003	293	373	41	740	518	595	38.0676428836154	48.9842658232317	11.9190432508185	59.9134026859879	64.5789660694302	43.6931339169113	42.47	UP_pEhEx_DOWN_U2AF84
EHI_174150A	-1.2909889185194	0.356904709981503	-2.66739854261509	0.0332958873286658	0.5753435730758	-4.32425733643512	5	5	3	15	19	37	0.649618479242583	0.656625547228307	0.87212511591355	1.21446086525651	2.36872655467022	2.71705202508524	42.47	UP_pEhEx_DOWN_U2AF84
EHI_174180A	-1.28704911320364	5.75435957600978	-3.59737686266699	0.00936528555367667	0.5753435730758	-3.83986543938918	287	584	49	1430	1086	520	37.2881007085243	76.6938639162662	14.244710226588	115.778602487787	135.391423072203	38.185596028225	42.47	UP_pEhEx_DOWN_U2AF84
EHI_174880A	-2.05457076480183	0.732789217283033	-4.2349150445332	0.00421788529064339	0.5753435730758	-4.14326596678531	3	5	5	24	28	77	0.38977108754555	0.656625547228307	1.45354185985592	1.94313738441042	3.4907549226719	5.65440556571793	42.47	UP_pEhEx_DOWN_U2AF84
EHI_175070A	-1.14573506007859	3.10391651279044	-3.6003655353111	0.00932899626817094	0.5753435730758	-3.87704114002083	59	59	10	157	149	125	7.66549805506248	7.74818145729402	2.90708371971183	12.7113570563515	18.5758029813612	9.17922981447715	42.47	UP_pEhEx_DOWN_U2AF84
EHI_176860A	1.54430241070893	0.0581772114830193	3.46073478707999	0.0112001690433725	0.5753435730758	-4.18549180725883	7	4	31	5	1	39	0.909465870939616	0.525300437782645	9.01195953110668	0.404820288418837	0.124669818666854	2.86391970211687	42.47	DOWN_pEhEx_UP_U2AF84
EHI_177550A	1.81733129372309	0.768660410283223	3.07449899935579	0.0188437737712919	0.5753435730758	-4.18744995974065	8	5	100	12	1	75	1.03938956678813	0.656625547228307	29.0708371971183	0.971568692205208	0.124669818666854	5.50753788868629	42.47	DOWN_pEhEx_UP_U2AF84
EHI_178340A	-2.34156714365291	7.13803933750356	-3.67810071529403	0.00843690776048598	0.5753435730758	-3.8225130034525	217	463	490	1876	4864	4705	28.1934419991281	60.8035256733412	142.44710226588	151.888572214748	606.393997995576	345.50621021692	42.47	UP_pEhEx_DOWN_U2AF84
EHI_179000A	-0.896981383569356	8.88869319267564	-2.63354264568057	0.0349386260516106	0.5753435730758	-4.09802939139017	3074	3811	722	7046	6375	8108	399.38544103834	500.479992097415	209.891444563194	570.472750439825	794.770094001192	595.401562686246	42.47	UP_pEhEx_DOWN_U2AF84
EHI_179040A	1.51907830252596	0.351623109053282	2.94252038234589	0.0226141567721396	0.5753435730758	-4.24488696708833	9	9	18	7	7	12	1.16931326263665	1.18192598501095	5.2327506954813	0.566748403786372	0.872688730667975	0.881206062189807	42.47	DOWN_pEhEx_UP_U2AF84
EHI_179350A	1.54077575886723	0.909238028506497	2.90233936074446	0.0239157539659319	0.5753435730758	-4.19167320992341	5	16	57	9	4	53	0.649618479242583	2.10120175113058	16.5703772023574	0.728676519153906	0.498679274667414	3.89199344133831	42.47	DOWN_pEhEx_UP_U2AF84
EHI_179390A	-1.51131153678763	4.40272525113729	-2.92705725390775	0.0231059206966298	0.5753435730758	-3.98323950576508	38	82	127	300	329	607	4.93710044224363	10.7686589745442	36.9199632403403	24.2892173051302	41.0163703413948	44.5743399791011	42.47	UP_pEhEx_DOWN_U2AF84
EHI_181610A	0.912944211091211	3.43647559787611	2.86398244913485	0.025232641318671	0.5753435730758	-4.01215542590305	151	216	19	139	82	59	19.618478073126	28.3662236402628	5.52345906745248	11.2540040180437	10.222925130682	4.33259647243322	42.47	DOWN_pEhEx_UP_U2AF84
EHI_182560A	1.64532834514857	2.40055213514267	3.0426562413894	0.0196875254566199	0.5753435730758	-4.0179274888074	39	28	135	44	11	75	5.06702413809215	3.67710306447852	39.2456302161097	3.56241853808576	1.37136800533539	5.50753788868629	42.47	DOWN_pEhEx_UP_U2AF84
EHI_182760A	0.929987487513868	0.548797755579204	2.61506228554048	0.0358709037766606	0.5753435730758	-4.26791598335498	18	20	4	17	10	8	2.3386265252733	2.62650218891323	1.16283348788473	1.37638898062405	1.24669818666854	0.587470708126538	42.47	DOWN_pEhEx_UP_U2AF84
EHI_182790A	1.6088098575378	2.73110632667706	3.0143109547111	0.0204725941504624	0.5753435730758	-4.05546917633957	29	17	508	25	12	278	3.76778717960698	2.23252686057624	147.679852961361	2.02410144209418	1.49603782400224	20.4146071073972	42.47	DOWN_pEhEx_UP_U2AF84
EHI_182850A	-0.992808163619922	10.3182609515101	-2.65563521957667	0.0338572926000396	0.5753435730758	-4.10134632123486	10512	14123	1014	27582	19672	14414	1365.75789075961	1854.70452070108	294.77828917878	2233.15063903367	2452.50467281434	1058.47534836699	42.47	UP_pEhEx_DOWN_U2AF84
EHI_184800A	1.46815901328103	0.0254232052226634	2.68866744005524	0.0323054669652329	0.5753435730758	-4.31795615777236	10	6	13	10	2	12	1.29923695848517	0.787950656673968	3.77920883562538	0.809640576837674	0.249339637333707	0.881206062189807	42.47	DOWN_pEhEx_UP_U2AF84
EHI_186710A	-1.8830602133914	-0.275268876447213	-3.06362470179204	0.0191274847783339	0.5753435730758	-4.30591834025669	4	6	0	27	10	20	0.519694783394066	0.787950656673968	0	2.18602955746172	1.24669818666854	1.46867677031634	42.47	UP_pEhEx_DOWN_U2AF84
EHI_186720A	-1.14588597146846	9.69251789265964	-2.89582225623107	0.0241342574195552	0.5753435730758	-4.03297959559004	3225	7009	1534	17410	14346	10073	419.003919111466	920.45769210464	445.946642603795	1409.58424427439	1788.51321859468	739.699055369827	42.47	UP_pEhEx_DOWN_U2AF84
EHI_186950A	-1.08141162648173	4.43504838103323	-3.81311020593388	0.00710081078518543	0.5753435730758	-3.77067222023734	93	130	54	376	268	414	12.082903713912	17.072264227936	15.6982520864439	30.4424856890965	33.4115114027168	30.4016091455483	42.47	UP_pEhEx_DOWN_U2AF84
EHI_187040A	-0.887107985557587	4.25451964724719	-2.6054454879562	0.0363662934453805	0.5753435730758	-4.07369078847568	99	132	42	258	311	291	12.8624458890031	17.3349144468273	12.2097516227897	20.888726882412	38.7723136053915	21.3692470081028	42.47	UP_pEhEx_DOWN_U2AF84
EHI_188770A	1.13078735253328	4.58329801824332	2.75812927822536	0.0292809058299577	0.5753435730758	-4.03513068907356	120	98	778	147	46	814	15.590843501822	12.8698607256748	226.171113393581	11.9017164795138	5.73481165867526	59.7751445518752	42.47	DOWN_pEhEx_UP_U2AF84
EHI_188900A	-0.933846681635648	2.00568267424888	-2.91504926013984	0.0234956391102035	0.5753435730758	-4.08709303316294	19	16	15	61	28	130	2.46855022112182	2.10120175113058	4.36062557956775	4.93880751870981	3.4907549226719	9.54639900705624	42.47	UP_pEhEx_DOWN_U2AF84
EHI_188960A	-1.45765786492377	8.71631576840338	-4.45581866198157	0.00324533719450658	0.5753435730758	-3.72333788625042	1556	2388	887	7493	6979	8726	202.161270740292	313.604361356239	257.85832593844	606.663684224469	870.070664475971	640.783674889021	42.47	UP_pEhEx_DOWN_U2AF84
EHI_189540A	0.782914887328572	4.36408386424452	2.53905901444799	0.0399867446351788	0.5753435730758	-4.11087202839496	359	401	28	424	279	42	46.6426068096175	52.6613688877102	8.13983441519313	34.3287604579174	34.7828794080521	3.08422121766432	42.47	DOWN_pEhEx_UP_U2AF84
EHI_189860A	-1.00252048521491	2.12737014125221	-2.95091182011309	0.0223519585829091	0.5753435730758	-4.07079592978746	17	15	21	44	47	153	2.20870282942478	1.96987664168492	6.10487581139485	3.56241853808576	5.85948147734212	11.23537729292	42.47	UP_pEhEx_DOWN_U2AF84
EHI_189960A	2.0442769301218	1.61834637893158	4.35047227664406	0.00367411783931041	0.5753435730758	-3.96041968719059	20	9	211	10	3	150	2.59847391697033	1.18192598501095	61.3394664859197	0.809640576837674	0.374009456000561	11.0150757773726	42.47	DOWN_pEhEx_UP_U2AF84
EHI_190860A	1.04658894704802	1.19019641258944	2.85792706187316	0.0254474670313776	0.5753435730758	-4.15334452802655	25	26	11	25	15	12	3.24809239621291	3.41445284558719	3.19779209168302	2.02410144209418	1.8700472800028	0.881206062189807	42.47	DOWN_pEhEx_UP_U2AF84
EHI_191530A	-1.21004861504882	1.22582232512149	-3.10480140852809	0.0180766722123114	0.5753435730758	-4.15322947129749	8	11	7	32	32	57	1.03938956678813	1.44457620390227	2.03495860379828	2.59084984588056	3.98943419733931	4.18572879540158	42.47	UP_pEhEx_DOWN_U2AF84
EHI_191790A	1.41311498006709	2.50010497525959	3.09304303303602	0.0183702900964733	0.5753435730758	-4.02158881829393	30	20	225	29	12	171	3.8977108754555	2.62650218891323	65.4093836935162	2.34795767282925	1.49603782400224	12.5571863862047	42.47	DOWN_pEhEx_UP_U2AF84
EHI_192540A	-0.899179076558482	3.12636593302974	-2.55502067770066	0.039083282080532	0.5753435730758	-4.13179408761117	63	93	8	171	177	78	8.18519283845655	12.2132351784465	2.32566697576947	13.8448538639242	22.0665579040331	5.72783940423374	42.47	UP_pEhEx_DOWN_U2AF84
EHI_192740A	-1.27033364139545	1.34856242178111	-3.13654702009823	0.0173087735128225	0.5753435730758	-4.08082533982757	33	35	0	117	68	15	4.28748196300105	4.59637883059815	0	9.47279474900078	8.47754766934604	1.10150757773726	42.47	UP_pEhEx_DOWN_U2AF84
EHI_193310A	1.18475856152156	0.282633740129458	3.11318679543456	0.0178703526773556	0.5753435730758	-4.21490745682793	7	7	24	5	2	46	0.909465870939616	0.919275766119629	6.9770009273084	0.404820288418837	0.249339637333707	3.37795657172759	42.47	DOWN_pEhEx_UP_U2AF84
EHI_194250A	1.132785013662	1.20888528812618	2.72289586108532	0.0307759850205281	0.5753435730758	-4.18091854463523	21	12	27	15	11	31	2.72839761281885	1.57590131334794	7.84912604322195	1.21446086525651	1.37136800533539	2.27644899399033	42.47	DOWN_pEhEx_UP_U2AF84
EHI_194340A	1.33075225874624	2.47471565571037	2.59800377051933	0.0367545404141065	0.5753435730758	-4.12449227678308	30	27	147	40	17	91	3.8977108754555	3.54577795503286	42.7341306797639	3.23856230735069	2.11938691733651	6.68247930493937	42.47	DOWN_pEhEx_UP_U2AF84
EHI_194580A	1.91372558072872	1.27636792480697	2.69293428908391	0.0321105247428807	0.5753435730758	-4.26144408614753	4	4	493	13	1	271	0.519694783394066	0.525300437782645	143.319227381793	1.05253274988898	0.124669818666854	19.9005702377865	42.47	DOWN_pEhEx_UP_U2AF84
EHI_195110A	5.98216810922263	0.968194067776391	3.19270466098831	0.0160347294214792	0.5753435730758	-4.27605931519998	559	169	15	0	0	41	72.6273459793208	22.1939434963168	4.36062557956775	0	0	3.01078737914851	42.47	DOWN_pEhEx_UP_U2AF84
EHI_196530A	-0.917117876158592	3.17774691676078	-3.42561090185546	0.0117325166832648	0.5753435730758	-3.88416965102971	51	49	22	141	102	179	6.62610848827435	6.43493036283741	6.39558418336603	11.4159321334112	12.7163215040191	13.1446570943313	42.47	UP_pEhEx_DOWN_U2AF84
EHI_197270A	1.56651301710653	1.12197010477524	3.35578581834258	0.0128739809634262	0.5753435730758	-4.11853330473128	10	7	112	11	2	113	1.29923695848517	0.919275766119629	32.5593376607725	0.890604634521441	0.249339637333707	8.29802375228735	42.47	DOWN_pEhEx_UP_U2AF84
EHI_198330A	-0.976821018232757	4.27063123639457	-3.19876393510802	0.0159034045216049	0.5753435730758	-3.90946045981356	106	145	33	346	214	364	13.7719117599428	19.0421408696209	9.59337627504905	28.0135639585835	26.6793411947067	26.7299172197575	42.47	UP_pEhEx_DOWN_U2AF84
EHI_198560A	1.14807509660329	0.672945387032207	2.81540935597128	0.02701146374754	0.5753435730758	-4.22935851532823	9	6	44	8	2	76	1.16931326263665	0.787950656673968	12.7911683667321	0.647712461470139	0.249339637333707	5.58097172720211	42.47	DOWN_pEhEx_UP_U2AF84
EHI_198660A	0.902832574783876	2.41446864683781	2.62022863740526	0.035607686588757	0.5753435730758	-4.10857609348552	48	32	49	48	20	80	6.2363374007288	4.20240350226116	14.244710226588	3.88627476882083	2.49339637333707	5.87470708126538	42.47	DOWN_pEhEx_UP_U2AF84
EHI_198730A	1.54686425175298	0.735490726253602	3.19976880844731	0.0158817374906709	0.5753435730758	-4.15609887809339	8	8	46	10	4	36	1.03938956678813	1.05060087556529	13.3725851106744	0.809640576837674	0.498679274667414	2.64361818656942	42.47	DOWN_pEhEx_UP_U2AF84
EHI_198900A	1.45454766498133	0.156683380671493	2.56651167274198	0.0384460428911763	0.5753435730758	-4.32714905368878	10	8	13	10	5	7	1.29923695848517	1.05060087556529	3.77920883562538	0.809640576837674	0.623349093334268	0.514036869610721	42.47	DOWN_pEhEx_UP_U2AF84
EHI_199000A	-0.907892590751118	5.27972316310959	-2.95735580914941	0.0221528061583724	0.5753435730758	-3.98417015755541	327	374	37	778	682	382	42.4850485424649	49.1155909326773	10.7562097629338	62.990036877971	85.0248163307941	28.0517263130422	42.47	UP_pEhEx_DOWN_U2AF84
EHI_200220A	0.889023896187247	1.92439174523326	2.69503751786282	0.0320148880181838	0.5753435730758	-4.17046200548645	16	14	122	15	6	275	2.07877913357627	1.83855153223926	35.4664213804844	1.21446086525651	0.748018912001121	20.1943055918497	42.47	DOWN_pEhEx_UP_U2AF84
EHI_201200A	-1.08694032635023	4.34344736270162	-3.89598731055916	0.00639643094841139	0.5753435730758	-3.75624705480694	103	118	44	324	285	376	13.3821406723972	15.496362914588	12.7911683667321	26.2323546895406	35.5308983200533	27.6111232819473	42.47	UP_pEhEx_DOWN_U2AF84
EHI_201710A	0.828707837411953	5.36085628618304	2.86020860565209	0.0253662985735844	0.5753435730758	-4.00006071868783	530	489	126	582	331	206	68.8595587997138	64.2179785189284	36.6292548683691	47.1210815719526	41.2657099787285	15.1273707342583	42.47	DOWN_pEhEx_UP_U2AF84
EHI_202150A	1.99169742130024	-0.143990117081229	3.34176995142086	0.0131172664457648	0.5753435730758	-4.1975741087559	3	7	45	5	0	45	0.38977108754555	0.919275766119629	13.0818767387032	0.404820288418837	0	3.30452273321178	42.47	DOWN_pEhEx_UP_U2AF84
EHI_202460A	-1.55287291251459	4.61547218701929	-3.4546783759265	0.0112900617568342	0.5753435730758	-3.92612422969088	189	354	8	764	1103	122	24.5555785153696	46.4890887437641	2.32566697576947	61.8565400703983	137.510809989539	8.9589282989297	42.47	UP_pEhEx_DOWN_U2AF84
EHI_105280A	-0.998532308592278	2.81310183431735	-2.52175258391033	0.0409909069339578	0.578996560442154	-4.13686554175582	31	37	22	136	109	82	4.02763457130401	4.85902904948947	6.39558418336603	11.0111118449924	13.589010234687	6.02157475829701	42.1	UP_pEhEx_DOWN_U2AF84
EHI_010690A	1.10855625238216	0.225777706214331	2.50617348155028	0.041917253868424	0.582374193962297	-4.32687488413987	10	9	10	11	3	16	1.29923695848517	1.18192598501095	2.90708371971183	0.890604634521441	0.374009456000561	1.17494141625308	41.76	DOWN_pEhEx_UP_U2AF84
EHI_020240A	-1.06769025509856	1.85007793496486	-2.510898421089	0.0416340304670435	0.582374193962297	-4.2053495712211	19	38	3	81	48	57	2.46855022112182	4.99035415893513	0.87212511591355	6.55808867238516	5.98415129600897	4.18572879540158	41.76	UP_pEhEx_DOWN_U2AF84
EHI_068480A	0.894270822351509	8.93304713471195	2.50891331839373	0.041752779215769	0.582374193962297	-4.13308445742549	4324	2890	4783	4521	2005	6840	561.790060848986	379.529566297961	1390.45814313817	366.038504788312	249.962986427041	502.28745544819	41.76	DOWN_pEhEx_UP_U2AF84
EHI_138050A	1.24526770316895	0.798555039527575	2.50794064938353	0.0418110925116574	0.582374193962297	-4.2690073543789	16	13	17	20	6	14	2.07877913357627	1.7072264227936	4.94204232351012	1.61928115367535	0.748018912001121	1.02807373922144	41.76	DOWN_pEhEx_UP_U2AF84
EHI_161900A	1.01002429331377	1.13929930111204	2.51266882361699	0.0415284208502876	0.582374193962297	-4.2351498839904	20	10	26	12	10	41	2.59847391697033	1.31325109445661	7.55841767125076	0.971568692205208	1.24669818666854	3.01078737914851	41.76	DOWN_pEhEx_UP_U2AF84
EHI_180370A	1.25444594844047	0.565766638909503	2.50535892396658	0.0419662819922262	0.582374193962297	-4.29828697725579	8	2	85	5	2	114	1.03938956678813	0.262650218891323	24.7102116175506	0.404820288418837	0.249339637333707	8.37145759080316	41.76	DOWN_pEhEx_UP_U2AF84
EHI_016390A	1.66120271344866	1.9632573781594	2.48620092469081	0.0431367153372455	0.584824395480447	-4.24239749221709	8	9	470	15	7	216	1.03938956678813	1.18192598501095	136.632934826456	1.21446086525651	0.872688730667975	15.8617091194165	41.52	DOWN_pEhEx_UP_U2AF84
EHI_034010A	0.869652554467733	4.60123017821362	2.48789962130659	0.0430315814134365	0.584824395480447	-4.15884628691143	625	714	17	679	510	20	81.2023099053229	93.7661281442022	4.94204232351012	54.974595167278	63.5816075200953	1.46867677031634	41.52	DOWN_pEhEx_UP_U2AF84
EHI_069980A	-1.13951354788695	-0.469275573590239	-2.4717983542191	0.0440388685709276	0.584824395480447	-4.36958687005037	5	7	0	18	13	7	0.649618479242583	0.919275766119629	0	1.45735303830781	1.6207076426691	0.514036869610721	41.52	UP_pEhEx_DOWN_U2AF84
EHI_073460A	-0.711382763083628	3.80588408356475	-2.48944351574762	0.042936258722005	0.584824395480447	-4.11330004051029	83	106	29	210	178	206	10.7836667554269	13.9204616012401	8.43054278716432	17.0024521135911	22.1912277226999	15.1273707342583	41.52	UP_pEhEx_DOWN_U2AF84
EHI_092170A	-1.0302197020601	3.20181519781887	-2.4810820312241	0.0434551410423244	0.584824395480447	-4.13531035352858	45	46	27	230	134	91	5.84656631318325	6.04095503450042	7.84912604322195	18.6217332672665	16.7057557013584	6.68247930493937	41.52	UP_pEhEx_DOWN_U2AF84
EHI_106680A	1.04166976347701	0.79024843552245	2.4931089109128	0.0427108266538479	0.584824395480447	-4.27232018003216	14	19	11	19	8	13	1.81893174187923	2.49517707946757	3.19779209168302	1.53831709599158	0.997358549334829	0.954639900705624	41.52	DOWN_pEhEx_UP_U2AF84
EHI_110740A	1.39299704863765	7.86802467376909	2.4706057775162	0.0441144402827645	0.584824395480447	-4.13710611361659	7045	9796	147	8562	7195	70	915.312437252799	1286.4607721297	42.7341306797639	693.214261888416	896.999345308011	5.14036869610721	41.52	DOWN_pEhEx_UP_U2AF84
EHI_115500A	1.06349138034317	0.970767025901537	2.48554512093661	0.0431773748389439	0.584824395480447	-4.24928406943193	42	30	4	40	14	4	5.4567952256377	3.93975328336984	1.16283348788473	3.23856230735069	1.74537746133595	0.293735354063269	41.52	DOWN_pEhEx_UP_U2AF84
EHI_129940A	1.13587398220928	0.37188605745335	2.47845444305432	0.043619537612293	0.584824395480447	-4.3086381569865	4	11	32	4	2	67	0.519694783394066	1.44457620390227	9.30266790307786	0.323856230735069	0.249339637333707	4.92006718055975	41.52	DOWN_pEhEx_UP_U2AF84
EHI_153780A	1.07082490185113	-0.622436144908421	2.47519655127011	0.0438242644251734	0.584824395480447	-4.31209416947011	16	25	0	18	10	0	2.07877913357627	3.28312773614153	0	1.45735303830781	1.24669818666854	0	41.52	DOWN_pEhEx_UP_U2AF84
EHI_161870A	-0.831230920500988	2.89964590836528	-2.47448665839355	0.0438690061794831	0.584824395480447	-4.15033392752229	57	54	10	125	86	131	7.40565066336545	7.09155591006571	2.90708371971183	10.1205072104709	10.7216044053494	9.61983284557206	41.52	UP_pEhEx_DOWN_U2AF84
EHI_169630A	1.09769881902899	1.64946874539144	2.47661083028007	0.0437352687814669	0.584824395480447	-4.20019996239343	41	46	10	52	12	19	5.32687152978918	6.04095503450042	2.90708371971183	4.2101309995559	1.49603782400224	1.39524293180053	41.52	DOWN_pEhEx_UP_U2AF84
EHI_172280A	-1.89469751215417	2.81870202920499	-2.4789982979043	0.0435854582254041	0.584824395480447	-4.1607339837569	17	16	37	135	227	100	2.20870282942478	2.10120175113058	10.7562097629338	10.9301477873086	28.3000488373758	7.34338385158172	41.52	UP_pEhEx_DOWN_U2AF84
EHI_175700A	1.24390461716245	-0.120390161561653	2.49137286675737	0.0428174448771056	0.584824395480447	-4.36444303454161	10	12	4	5	3	14	1.29923695848517	1.57590131334794	1.16283348788473	0.404820288418837	0.374009456000561	1.02807373922144	41.52	DOWN_pEhEx_UP_U2AF84
EHI_177520A	-1.06165451466246	7.04663714303462	-2.50008304397935	0.0422852807775657	0.584824395480447	-4.1257194531261	484	825	381	2107	2448	1844	62.883068790682	108.343215292671	110.759889721021	170.591269539698	305.191716096458	135.411998223167	41.52	UP_pEhEx_DOWN_U2AF84
EHI_201940A	-0.930979839670036	2.81402815491636	-2.48504354887456	0.0432084988565774	0.584824395480447	-4.175043864915	77	69	6	246	195	19	10.0041245803358	9.06143255175063	1.7442502318271	19.9171581902068	24.3106146400364	1.39524293180053	41.52	UP_pEhEx_DOWN_U2AF84
EHI_001800A	1.30728018877138	0.484641014170722	2.45318679622878	0.0452336781219294	0.591694536770471	-4.3055764502463	7	8	34	12	1	49	0.909465870939616	1.05060087556529	9.88408464702023	0.971568692205208	0.124669818666854	3.59825808727504	40.83	DOWN_pEhEx_UP_U2AF84
EHI_002780A	1.11392192387187	3.38501951914826	2.29773200990747	0.0566159615262981	0.591694536770471	-4.20873336327881	39	26	666	47	20	520	5.06702413809215	3.41445284558719	193.611775732808	3.80531071113707	2.49339637333707	38.185596028225	40.83	DOWN_pEhEx_UP_U2AF84
EHI_003950A	1.54341447235194	2.3929836329843	2.44837001058082	0.0455483299941274	0.591694536770471	-4.21376279251497	20	11	455	24	9	228	2.59847391697033	1.44457620390227	132.272309246888	1.94313738441042	1.12202836800168	16.7429151816063	40.83	DOWN_pEhEx_UP_U2AF84
EHI_004880A	-0.688637070846815	5.36966797484349	-2.29948093493208	0.0564727685288623	0.591694536770471	-4.17335405367708	223	236	132	474	496	823	28.9729841742192	30.9927258291761	38.3735051001962	38.3769633421057	61.8362300587594	60.4360490985176	40.83	UP_pEhEx_DOWN_U2AF84
EHI_004970A	1.12200052580985	6.04350249825397	2.26190165965285	0.059632546793002	0.591694536770471	-4.19231838582307	491	355	1092	638	246	745	63.7925346616217	46.6204138532098	317.453542192532	51.6550688022436	30.668775392046	54.7082096942838	40.83	DOWN_pEhEx_UP_U2AF84
EHI_006730A	0.735373031428204	1.81490824530387	2.25668423742354	0.0600852744288256	0.591694536770471	-4.26013345244603	72	65	4	81	39	7	9.35450610109319	8.53613211396799	1.16283348788473	6.55808867238516	4.86212292800729	0.514036869610721	40.83	DOWN_pEhEx_UP_U2AF84
EHI_006970A	-1.40554012544193	-0.422325561495531	-2.28340736738041	0.0578028344191228	0.591694536770471	-4.404236648306	3	9	0	15	13	13	0.38977108754555	1.18192598501095	0	1.21446086525651	1.6207076426691	0.954639900705624	40.83	UP_pEhEx_DOWN_U2AF84
EHI_009950A	-1.0143717980873	0.488198368195894	-2.41375393792067	0.047877135117855	0.591694536770471	-4.33525196043933	6	11	2	25	18	23	0.7795421750911	1.44457620390227	0.581416743942367	2.02410144209418	2.24405673600336	1.6889782858638	40.83	UP_pEhEx_DOWN_U2AF84
EHI_010290A	0.905331863408751	4.86110155663294	2.29655355010325	0.0567126568809086	0.591694536770471	-4.17156979863325	143	151	598	190	114	577	18.5790885063379	19.8300915262949	173.843606438768	15.3831709599158	14.2123593280213	42.3713248236265	40.83	DOWN_pEhEx_UP_U2AF84
EHI_011530A	0.761757968606955	1.31518743928947	2.24510282950336	0.0611027622120648	0.591694536770471	-4.28062922764299	28	24	10	30	17	16	3.63786348375846	3.15180262669587	2.90708371971183	2.42892173051302	2.11938691733651	1.17494141625308	40.83	DOWN_pEhEx_UP_U2AF84
EHI_012020A	0.937662401270141	6.4575709880885	2.38004977671277	0.0502626715106109	0.591694536770471	-4.15956876334492	1618	1450	148	1752	1336	153	210.2165398829	190.421408696209	43.0248390517351	141.84902906196	166.558877738916	11.23537729292	40.83	DOWN_pEhEx_UP_U2AF84
EHI_017000A	-0.918496273380584	4.86107246174242	-2.37519016182524	0.0506165844630431	0.591694536770471	-4.15996405197158	320	328	17	674	473	278	41.5755826715253	43.0746358981769	4.94204232351012	54.5697748788592	58.9688242294217	20.4146071073972	40.83	UP_pEhEx_DOWN_U2AF84
EHI_024490A	1.25805805500629	7.33562293408546	2.39525366605381	0.0491717622322272	0.591694536770471	-4.16398110671773	1188	961	2749	1600	605	1586	154.349350668038	126.203430177281	799.157314548783	129.542492294028	75.4252402934464	116.466067886086	40.83	DOWN_pEhEx_UP_U2AF84
