logFC	AveExpr	t	P.Value	adj.P.Val	B	U2AF84_1	U2AF84_2	U2AF84_3	pEhEx_1	pEhEx_2	pEhEx_3	U2AF84_1	U2AF84_2	U2AF84_3	pEhEx_1	pEhEx_2	pEhEx_3	DE	Regulation
EHI_008470A	-1.48352098417858	2.84880599748374	-2.69313222406126	0.032101511591728	0.5753435730758	-4.14219551302742	113	147	0	347	339	38	14.6813776308824	19.3047910885122	0	28.0945280162673	42.2630685280634	2.79048586360105	42.47	UP_pEhEx_DOWN_U2AF84
EHI_009240A	-0.988078454344631	3.85533637303505	-3.28409680634834	0.0141718662316581	0.5753435730758	-3.89424961192458	81	100	26	222	207	249	10.5238193637298	13.1325109445661	7.55841767125076	17.9740208057964	25.8066524640387	18.2850257904385	42.47	UP_pEhEx_DOWN_U2AF84
EHI_009440A	1.13302787647521	1.60713626961014	2.98614738938172	0.0212857925121607	0.5753435730758	-4.10642381658384	23	16	53	16	5	115	2.98824500451588	2.10120175113058	15.4075437144727	1.29542492294028	0.623349093334268	8.44489142931898	42.47	DOWN_pEhEx_UP_U2AF84
EHI_009490A	-1.05250633769776	3.1414884697972	-3.55704436055223	0.00987033153858939	0.5753435730758	-3.87641972667687	68	52	12	174	124	131	8.83481131769913	6.82890569117439	3.4885004636542	14.0877460369755	15.4590575146898	9.61983284557206	42.47	UP_pEhEx_DOWN_U2AF84
EHI_009810A	-0.858142963615485	6.73361572602889	-3.23388096162645	0.015164717698713	0.5753435730758	-3.92382551314213	480	470	440	1317	958	3141	62.363374007288	61.7228014394608	127.911683667321	106.629663969522	119.433686282846	230.655686778182	42.47	UP_pEhEx_DOWN_U2AF84
EHI_009820A	2.68504874319044	0.0154049831855136	3.62917767619813	0.00898689851744173	0.5753435730758	-4.19453470799016	11	10	26	12	0	14	1.42916065433368	1.31325109445661	7.55841767125076	0.971568692205208	0	1.02807373922144	42.47	DOWN_pEhEx_UP_U2AF84
EHI_011800A	1.45807539857673	2.04908660403694	3.17554914083718	0.0164129068399232	0.5753435730758	-4.07030766164163	16	12	250	17	7	201	2.07877913357627	1.57590131334794	72.6770929927958	1.37638898062405	0.872688730667975	14.7602015416793	42.47	DOWN_pEhEx_UP_U2AF84
EHI_011910A	-1.9456356809181	1.44737535301778	-3.05860812905937	0.0192599036869993	0.5753435730758	-4.17067304107566	27	6	2	71	34	101	3.50793978790995	0.787950656673968	0.581416743942367	5.74844809554748	4.23877383467302	7.41681769009754	42.47	UP_pEhEx_DOWN_U2AF84
EHI_011950A	1.04416818300693	6.28225666517869	2.72556098958804	0.0306601333635778	0.5753435730758	-4.04532356007062	385	326	2308	424	227	2154	50.0206229016789	42.8119856792856	670.954922509491	34.3287604579174	28.3000488373758	158.17648816307	42.47	DOWN_pEhEx_UP_U2AF84
EHI_012010A	-0.88490569700112	1.97072049827577	-2.88040611529662	0.0246596001729365	0.5753435730758	-4.09686274411117	19	21	11	54	45	82	2.46855022112182	2.75782729835889	3.19779209168302	4.37205911492344	5.61014184000841	6.02157475829701	42.47	UP_pEhEx_DOWN_U2AF84
EHI_013070A	1.61599008274326	0.798331521804315	3.87470191620785	0.00656972301826618	0.5753435730758	-4.05775356922799	16	16	19	11	8	14	2.07877913357627	2.10120175113058	5.52345906745248	0.890604634521441	0.997358549334829	1.02807373922144	42.47	DOWN_pEhEx_UP_U2AF84
EHI_014110A	-0.989741490462693	8.93455957486604	-2.61131882845107	0.0360628968910081	0.5753435730758	-4.10087475902247	4133	7981	259	13354	11368	2871	536.974634941919	1048.10569848582	75.2934683405365	1081.19402630903	1417.24649860479	210.828550378911	42.47	UP_pEhEx_DOWN_U2AF84
EHI_015310A	-0.996867169882188	9.45827782060973	-2.8695094676132	0.0250382373244551	0.5753435730758	-4.03791935638244	3206	5014	1549	12746	11539	8992	416.535368890344	658.464098760546	450.307268183363	1031.9678792373	1438.56503759682	660.317075934228	42.47	UP_pEhEx_DOWN_U2AF84
EHI_017020A	1.25471461773733	0.756440449483186	2.99965922124441	0.0208914343811165	0.5753435730758	-4.18776764474224	7	9	43	10	3	55	0.909465870939616	1.18192598501095	12.5004599947609	0.809640576837674	0.374009456000561	4.03886111836995	42.47	DOWN_pEhEx_UP_U2AF84
EHI_017450A	1.38836461283294	0.297718612781922	3.01556237140995	0.0204372381681068	0.5753435730758	-4.21385583315103	28	25	1	13	8	7	3.63786348375846	3.28312773614153	0.290708371971183	1.05253274988898	0.997358549334829	0.514036869610721	42.47	DOWN_pEhEx_UP_U2AF84
EHI_017570A	1.58704772270288	0.0482603761915756	2.88334991760705	0.0245583537275023	0.5753435730758	-4.25834950649499	10	2	39	4	1	47	1.29923695848517	0.262650218891323	11.3376265068761	0.323856230735069	0.124669818666854	3.45139041024341	42.47	DOWN_pEhEx_UP_U2AF84
EHI_017750A	-1.29273380525395	6.32985373738088	-4.22014297033494	0.00429358324191838	0.5753435730758	-3.71615264672368	236	266	436	950	880	3200	30.6619922202499	34.9324791125459	126.748850179436	76.915854799579	109.709440426831	234.988283250615	42.47	UP_pEhEx_DOWN_U2AF84
EHI_017890A	-1.21004861504882	1.22582232512149	-3.10480140852809	0.0180766722123114	0.5753435730758	-4.15322947129749	8	11	7	32	32	57	1.03938956678813	1.44457620390227	2.03495860379828	2.59084984588056	3.98943419733931	4.18572879540158	42.47	UP_pEhEx_DOWN_U2AF84
EHI_020610A	1.17097669706932	4.65741625027891	2.53643960033252	0.0401370718676569	0.5753435730758	-4.09220845105396	169	114	574	145	109	395	21.9571045983993	14.9710624768054	166.866605511459	11.7397883641463	13.589010234687	29.0063662137478	42.47	DOWN_pEhEx_UP_U2AF84
EHI_021390A	1.07883296755791	0.0840777904090874	2.53986206011359	0.0399407755051508	0.5753435730758	-4.32075026310112	8	5	17	3	3	38	1.03938956678813	0.656625547228307	4.94204232351012	0.242892173051302	0.374009456000561	2.79048586360105	42.47	DOWN_pEhEx_UP_U2AF84
EHI_022270A	1.34637749972422	1.44104100497986	3.85331987352802	0.00674899546938367	0.5753435730758	-3.98130733901019	17	13	64	13	6	81	2.20870282942478	1.7072264227936	18.6053358061557	1.05253274988898	0.748018912001121	5.94814091978119	42.47	DOWN_pEhEx_UP_U2AF84
EHI_022920A	2.72146893062699	0.539632421910134	4.51904216901642	0.00301479217868053	0.5753435730758	-4.03303147754958	16	4	169	3	0	116	2.07877913357627	0.525300437782645	49.12971486313	0.242892173051302	0	8.5183252678348	42.47	DOWN_pEhEx_UP_U2AF84
EHI_022970A	-0.982680171583675	5.86622296415783	-3.68929357388393	0.00831630589387753	0.5753435730758	-3.80423141701022	249	246	234	693	541	1978	32.3510002662806	32.3059769236327	68.0257590412569	56.1080919748508	67.4463718987678	145.252132584286	42.47	UP_pEhEx_DOWN_U2AF84
EHI_023000A	-1.38901444743401	2.91400966689008	-3.5108362792531	0.0104856273050791	0.5753435730758	-3.91110284330715	29	61	11	157	149	101	3.76778717960698	8.01083167618534	3.19779209168302	12.7113570563515	18.5758029813612	7.41681769009754	42.47	UP_pEhEx_DOWN_U2AF84
EHI_025230A	-1.29910214467615	5.96769392322435	-3.33083279275478	0.0133105613024953	0.5753435730758	-3.89500300191543	274	552	84	1089	1063	1100	35.5990926624935	72.4914604140051	24.4195032455794	88.1698588176227	132.524017242865	80.7772223673989	42.47	UP_pEhEx_DOWN_U2AF84
EHI_025400A	-0.833239821462832	2.97728806662245	-2.58236826145895	0.0375844333755256	0.5753435730758	-4.11344691807835	43	58	16	125	122	100	5.58671892148621	7.61685634784836	4.65133395153893	10.1205072104709	15.2097178773561	7.34338385158172	42.47	UP_pEhEx_DOWN_U2AF84
EHI_025830A	-0.982074263508476	7.34205159413264	-2.84213029840463	0.026017053998832	0.5753435730758	-4.03082682369283	814	1228	312	2317	1872	3656	105.757888420693	161.267234399272	90.7010120550092	187.593721653289	233.38190054435	268.474113613828	42.47	UP_pEhEx_DOWN_U2AF84
EHI_026360A	-1.07231707827067	2.29191097862231	-2.70903739883741	0.0313858695214482	0.5753435730758	-4.11549765327551	21	28	12	57	78	108	2.72839761281885	3.67710306447852	3.4885004636542	4.61495128797474	9.72424585601458	7.93085455970826	42.47	UP_pEhEx_DOWN_U2AF84
EHI_026400A	2.02621580643456	0.30094274301701	4.02165282925926	0.00547023271168256	0.5753435730758	-4.11022343448467	9	6	36	7	2	22	1.16931326263665	0.787950656673968	10.4655013909626	0.566748403786372	0.249339637333707	1.61554444734798	42.47	DOWN_pEhEx_UP_U2AF84
EHI_027370A	-0.712111718291663	2.3113487322246	-2.53619782759855	0.0401509767130768	0.5753435730758	-4.15047385788976	28	26	15	69	46	107	3.63786348375846	3.41445284558719	4.36062557956775	5.58651998017995	5.73481165867526	7.85742072119244	42.47	UP_pEhEx_DOWN_U2AF84
EHI_027500A	1.20206962480683	3.92817654339094	2.75045737079144	0.0295998103247922	0.5753435730758	-4.0750635033393	59	36	1163	59	16	1364	7.66549805506248	4.72770394004381	338.093836602486	4.77687940334227	1.99471709866966	100.163755735575	42.47	DOWN_pEhEx_UP_U2AF84
EHI_027570A	0.919395844115	9.92151971906731	2.73204324539248	0.0303802640496243	0.5753435730758	-4.07563734142929	6458	5502	13554	6686	4080	17215	839.04722778972	722.550752170029	3940.26127369742	541.325689673669	508.652860160763	1264.16353004979	42.47	DOWN_pEhEx_UP_U2AF84
EHI_027780A	1.65687967495901	0.967842609117148	3.46785309385917	0.0110955058404907	0.5753435730758	-4.11971207488352	6	7	123	9	2	106	0.7795421750911	0.919275766119629	35.7571297524555	0.728676519153906	0.249339637333707	7.78398688267663	42.47	DOWN_pEhEx_UP_U2AF84
EHI_028880A	-0.744160507972737	5.45699043095912	-2.64696937541583	0.0342772097894132	0.5753435730758	-4.0684729447019	300	346	75	1057	572	410	38.977108754555	45.4384878681988	21.8031278978387	85.5790089717421	71.3111362774402	30.1078737914851	42.47	UP_pEhEx_DOWN_U2AF84
EHI_029210A	-1.13098837244841	2.84273066765935	-3.61892076689169	0.00910709085414303	0.5753435730758	-3.86592382131556	29	34	22	90	91	195	3.76778717960698	4.46505372115249	6.39558418336603	7.28676519153906	11.3449534986837	14.3195985105844	42.47	UP_pEhEx_DOWN_U2AF84
EHI_029380A	2.86062665293788	-0.598394066442689	4.17995867481582	0.00450719644571196	0.5753435730758	-4.13721976882805	7	11	29	0	0	35	0.909465870939616	1.44457620390227	8.43054278716432	0	0	2.5701843480536	42.47	DOWN_pEhEx_UP_U2AF84
EHI_029540A	1.37208756163638	0.730720718403673	2.61418491152333	0.035915806183136	0.5753435730758	-4.26418293478494	7	7	64	12	1	83	0.909465870939616	0.919275766119629	18.6053358061557	0.971568692205208	0.124669818666854	6.09500859681283	42.47	DOWN_pEhEx_UP_U2AF84
EHI_029600A	0.931752800403117	2.61795031582365	2.83194423793303	0.026391479135077	0.5753435730758	-4.10502349967102	186	191	4	185	108	4	24.1658074278241	25.0830959041213	1.16283348788473	14.978350671497	13.4643404160202	0.293735354063269	42.47	DOWN_pEhEx_UP_U2AF84
EHI_030170A	-1.15199628567643	3.27408857774749	-3.65525000172102	0.00868908684759435	0.5753435730758	-3.84042455347999	53	50	20	151	161	164	6.88595587997138	6.56625547228307	5.81416743942366	12.2255727102489	20.0718408053634	12.043149516594	42.47	UP_pEhEx_DOWN_U2AF84
EHI_030730A	0.970528452274769	2.32372933204096	3.0954528643815	0.0183097009338093	0.5753435730758	-3.99806527676288	34	40	51	33	14	122	4.41740565884956	5.25300437782645	14.8261269705303	2.67181390356432	1.74537746133595	8.9589282989297	42.47	DOWN_pEhEx_UP_U2AF84
EHI_031350A	-1.04353254446383	1.15671915913648	-2.81840660996065	0.0268979474781492	0.5753435730758	-4.20523347322609	8	13	6	31	23	60	1.03938956678813	1.7072264227936	1.7442502318271	2.50988578819679	2.86740582933763	4.40603031094903	42.47	UP_pEhEx_DOWN_U2AF84
EHI_032780A	-1.22197353081204	2.42954857324804	-2.72180668539637	0.0308234633291975	0.5753435730758	-4.10414319267948	23	18	20	63	97	120	2.98824500451588	2.3638519700219	5.81416743942366	5.10073563407734	12.0929724106848	8.81206062189807	42.47	UP_pEhEx_DOWN_U2AF84
EHI_033240A	-3.08818240007402	-0.972992298341545	-3.46016582680021	0.0112085807646386	0.5753435730758	-4.31265954040311	0	0	3	12	18	23	0	0	0.87212511591355	0.971568692205208	2.24405673600336	1.6889782858638	42.47	UP_pEhEx_DOWN_U2AF84
EHI_033740A	-0.973663327863081	4.68180764714991	-2.63635481102425	0.034798997949244	0.5753435730758	-4.06259615842161	137	135	65	299	209	1015	17.7995463312468	17.7288897751643	18.8960441781269	24.2082532474464	26.0559921013724	74.5353460935545	42.47	UP_pEhEx_DOWN_U2AF84
EHI_033850A	-1.79299891509123	0.642778609449754	-3.32932673741109	0.013337418185998	0.5753435730758	-4.16525001172293	11	14	0	49	33	28	1.42916065433368	1.83855153223926	0	3.9672388265046	4.11410401600617	2.05614747844288	42.47	UP_pEhEx_DOWN_U2AF84
EHI_035090A	-0.997313318812015	8.08135150488585	-2.67228127758025	0.0330657323236484	0.5753435730758	-4.08059359991252	3560	4178	97	8525	6019	1442	462.528357220719	548.676307263973	28.1987120812048	690.218591754117	750.387638555792	105.891595139808	42.47	UP_pEhEx_DOWN_U2AF84
EHI_035160A	1.40509452874916	0.338856932171594	2.64658839288625	0.0342957956064895	0.5753435730758	-4.23645647922684	37	39	2	32	18	0	4.80717674639511	5.12167926838079	0.581416743942367	2.59084984588056	2.24405673600336	0	42.47	DOWN_pEhEx_UP_U2AF84
EHI_036560A	-2.08012645165008	2.40892803385928	-2.58483412721142	0.0374522638108552	0.5753435730758	-4.18657124301812	36	75	0	225	125	156	4.6772530505466	9.8493832084246	0	18.2169129788477	15.5837273333567	11.4556788084675	42.47	UP_pEhEx_DOWN_U2AF84
EHI_036900A	-0.772630148563496	5.82305217205215	-2.72798138854253	0.0305553174192687	0.5753435730758	-4.04190409612468	268	263	232	610	572	1557	34.8195504874024	34.5385037842089	67.4443422973145	49.3880751870981	71.3111362774402	114.336486569127	42.47	UP_pEhEx_DOWN_U2AF84
EHI_037540A	-1.10503395028154	1.3797037455567	-2.54960193281032	0.0393875881755263	0.5753435730758	-4.23631689335826	14	10	7	45	16	98	1.81893174187923	1.31325109445661	2.03495860379828	3.64338259576953	1.99471709866966	7.19651617455009	42.47	UP_pEhEx_DOWN_U2AF84
EHI_037810A	-1.53346983329465	2.10112457124943	-3.70996521871787	0.00809848607485266	0.5753435730758	-3.96000949616538	21	36	3	93	87	75	2.72839761281885	4.72770394004381	0.87212511591355	7.52965736459037	10.8462742240163	5.50753788868629	42.47	UP_pEhEx_DOWN_U2AF84
EHI_038160A	2.53584485578607	-0.14303119587618	3.54048243005063	0.0100862338479141	0.5753435730758	-4.19627823464384	6	7	33	10	0	17	0.7795421750911	0.919275766119629	9.59337627504905	0.809640576837674	0	1.24837525476889	42.47	DOWN_pEhEx_UP_U2AF84
EHI_038970A	1.59789381677618	0.0056058458626578	3.15486676015412	0.016881608954097	0.5753435730758	-4.25377821293782	12	8	12	6	1	21	1.5590843501822	1.05060087556529	3.4885004636542	0.485784346102604	0.124669818666854	1.54211060883216	42.47	DOWN_pEhEx_UP_U2AF84
EHI_044220A	1.55564289668846	1.40183023037296	2.96429521565012	0.0219404526625497	0.5753435730758	-4.13812577354685	34	16	45	9	3	107	4.41740565884956	2.10120175113058	13.0818767387032	0.728676519153906	0.374009456000561	7.85742072119244	42.47	DOWN_pEhEx_UP_U2AF84
EHI_044620A	1.83652116953801	0.847192546327096	2.68081163305856	0.0326676362043385	0.5753435730758	-4.25309527416467	4	4	156	3	9	87	0.519694783394066	0.525300437782645	45.3505060275046	0.242892173051302	1.12202836800168	6.3887439508761	42.47	DOWN_pEhEx_UP_U2AF84
EHI_044770A	-0.93181927045135	9.4070771354926	-2.82802768173499	0.0265369598413887	0.5753435730758	-4.04848909976886	4066	5690	1036	10867	10162	10054	528.269747320069	747.239872745813	301.173873362146	879.8364148495	1266.89469729257	738.303812438026	42.47	UP_pEhEx_DOWN_U2AF84
EHI_046670A	-0.743753091142562	2.62761006330379	-2.58208986086542	0.0375993860870746	0.5753435730758	-4.13806711214415	49	52	8	126	99	54	6.36626109657731	6.82890569117439	2.32566697576947	10.2014712681547	12.3423120480185	3.96542727985413	42.47	UP_pEhEx_DOWN_U2AF84
EHI_048140A	-1.62968123108602	5.30381614205751	-2.68207046619092	0.0326093158684364	0.5753435730758	-4.08158723241719	181	452	29	1320	2204	146	23.5161889485815	59.3589494694389	8.43054278716432	106.872556142573	274.772280341745	10.7213404233093	42.47	UP_pEhEx_DOWN_U2AF84
EHI_048440A	-0.903049158116089	2.92203039944887	-2.585783253171	0.0374015202868048	0.5753435730758	-4.12206468960068	48	69	9	129	111	111	6.2363374007288	9.06143255175063	2.61637534774065	10.444363441206	13.8383498720207	8.15115607525571	42.47	UP_pEhEx_DOWN_U2AF84
EHI_048860A	-3.10989050091656	-0.650345891089818	-3.44261868703362	0.0114713962127192	0.5753435730758	-4.30302937733567	0	8	0	39	25	8	0	1.05060087556529	0	3.15759824966693	3.11674546667134	0.587470708126538	42.47	UP_pEhEx_DOWN_U2AF84
EHI_049000A	-1.3643013952992	8.28353091184429	-2.99845239837464	0.0209263380998682	0.5753435730758	-3.99535114971552	951	2642	584	6747	5885	4265	123.557434751939	346.960939155437	169.773689231171	546.264497192378	733.681882854433	313.19532126996	42.47	UP_pEhEx_DOWN_U2AF84
EHI_049360A	2.47791504851463	1.61128248544696	3.57282426848405	0.00966929096296813	0.5753435730758	-4.13818521591294	3	8	1074	5	3	359	0.38977108754555	1.05060087556529	312.220791497051	0.404820288418837	0.374009456000561	26.3627480271784	42.47	DOWN_pEhEx_UP_U2AF84
EHI_049690A	-1.29432388570145	7.61345496839242	-3.63619975139085	0.00890560941800154	0.5753435730758	-3.84530897319269	1131	1844	191	4559	2928	2874	146.943700004672	242.163501817799	55.525299046496	369.115138980295	365.033229056547	211.048851894459	42.47	UP_pEhEx_DOWN_U2AF84
EHI_049740A	0.938366217978113	1.89864183304442	2.67231715025706	0.0330640475981779	0.5753435730758	-4.12807970323802	37	39	19	36	29	23	4.80717674639511	5.12167926838079	5.52345906745248	2.91470607661563	3.61542474133875	1.6889782858638	42.47	DOWN_pEhEx_UP_U2AF84
EHI_050000A	-3.18904227911667	1.02205388578053	-2.92989871708386	0.0230147099535682	0.5753435730758	-4.30192501785624	0	9	10	54	73	95	0	1.18192598501095	2.90708371971183	4.37205911492344	9.10089676268031	6.97621465900264	42.47	UP_pEhEx_DOWN_U2AF84
EHI_050400A	1.95444101381739	0.293816106076461	2.87374878154738	0.024890202152402	0.5753435730758	-4.2385263460524	8	4	94	0	4	113	1.03938956678813	0.525300437782645	27.3265869652912	0	0.498679274667414	8.29802375228735	42.47	DOWN_pEhEx_UP_U2AF84
EHI_050470A	1.64923878734486	0.117475625641272	2.93163992550836	0.0229590064584393	0.5753435730758	-4.23575190502719	7	4	60	4	0	96	0.909465870939616	0.525300437782645	17.442502318271	0.323856230735069	0	7.04964849751845	42.47	DOWN_pEhEx_UP_U2AF84
EHI_050500A	-0.747998688257912	3.39844445987008	-2.52824675083769	0.0406110613106601	0.5753435730758	-4.11628945167248	71	90	16	178	151	129	9.22458240524468	11.8192598501095	4.65133395153893	14.4116022677106	18.8251426186949	9.47296516854042	42.47	UP_pEhEx_DOWN_U2AF84
EHI_050640A	4.28688664293233	0.217003757241214	4.22312436607024	0.0042781854575328	0.5753435730758	-4.21969868936097	30	36	31	4	8	0	3.8977108754555	4.72770394004381	9.01195953110668	0.323856230735069	0.997358549334829	0	42.47	DOWN_pEhEx_UP_U2AF84
EHI_050700A	-0.836844809214573	4.81678403552958	-2.74430981454065	0.0298579906817056	0.5753435730758	-4.03090780875413	188	205	48	445	313	519	24.4256548195211	26.9216474363606	13.9540018546168	36.0290056692765	39.0216532427252	38.1121621897091	42.47	UP_pEhEx_DOWN_U2AF84
EHI_050740A	-0.91436306974808	5.29859031669402	-3.3718375764474	0.0126013313259313	0.5753435730758	-3.87117662667026	222	271	78	734	443	654	28.8430604783707	35.5891046597742	22.6752530137523	59.4276183398852	55.2287296694161	48.0257303893445	42.47	UP_pEhEx_DOWN_U2AF84
EHI_050980A	-0.935779709310218	2.48264229703928	-3.06274996002795	0.0191505044783289	0.5753435730758	-4.01282439071278	35	27	13	81	70	109	4.54732935469808	3.54577795503286	3.77920883562538	6.55808867238516	8.72688730667975	8.00428839822408	42.47	UP_pEhEx_DOWN_U2AF84
EHI_050985A	1.67812493092201	0.0336846662704844	3.10252151787566	0.0181332081685765	0.5753435730758	-4.25965191083706	13	5	15	7	2	14	1.68900804603072	0.656625547228307	4.36062557956775	0.566748403786372	0.249339637333707	1.02807373922144	42.47	DOWN_pEhEx_UP_U2AF84
EHI_052110A	-1.53346983329465	2.10112457124943	-3.70996521871787	0.00809848607485266	0.5753435730758	-3.96000949616538	21	36	3	93	87	75	2.72839761281885	4.72770394004381	0.87212511591355	7.52965736459037	10.8462742240163	5.50753788868629	42.47	UP_pEhEx_DOWN_U2AF84
