logFC	AveExpr	t	P.Value	adj.P.Val	B	CDC5_1	CDC5_2	CDC5_3	pEhEx_1	pEhEx_2	pEhEx_3	CDC5_1	CDC5_2	CDC5_3	pEhEx_1	pEhEx_2	pEhEx_3	DE	Regulation
EHI_066730A	1.85521733135374	1.61419033920863	3.66844880609327	0.00942022477647228	0.367305026866252	-2.75638973301642	22	52	80	23	14	12	3.71269932842402	7.25148388753902	6.87480836638091	2.07094055511168	1.95196339061781	0.960664089211016	63.27	DOWN_pEhEx_UP_CDC5
EHI_066740A	-2.03021305415736	0.839964347771212	-3.57799817471717	0.0105455641618137	0.367305026866252	-3.06495106300598	5	11	5	33	27	50	0.84379530191455	1.53396774544095	0.429675522898807	2.97134949211676	3.76450082476291	4.00276703837923	63.27	UP_pEhEx_DOWN_CDC5
EHI_067190A	3.05250658889298	-1.11778606009421	3.72615653892908	0.00877155803944	0.367305026866252	-3.48086788273946	7	10	14	5	0	1	1.18131342268037	1.39451613221904	1.20309146411666	0.450204468502539	0	0.0800553407675847	63.27	DOWN_pEhEx_UP_CDC5
EHI_068170A	-1.40542832839377	5.78596006620422	-3.76734697974665	0.00833865192812907	0.367305026866252	-2.43406918122425	206	218	428	613	749	1561	34.7643664388795	30.4004516823751	36.7802247601378	55.1950678384113	104.430041398053	124.9663869382	63.27	UP_pEhEx_DOWN_CDC5
EHI_068330A	-3.22506960224192	1.2071881863061	-3.43418589714671	0.0126502754099465	0.367305026866252	-3.13867177573685	6	12	3	41	31	200	1.01255436229746	1.67341935866285	0.257805313739284	3.69167664172082	4.32220465065372	16.0110681535169	63.27	UP_pEhEx_DOWN_CDC5
EHI_068560A	-1.26928070643293	2.93376705147806	-3.85451263302761	0.00749811562805042	0.367305026866252	-2.49843650764753	21	30	88	115	72	201	3.54394026804111	4.18354839665713	7.562289203019	10.3547027755584	10.0386688660344	16.0911234942845	63.27	UP_pEhEx_DOWN_CDC5
EHI_068610A	1.81771042209001	3.54883984198308	5.08044117669834	0.00189667610253065	0.367305026866252	-1.73592059195845	149	192	184	96	69	35	25.1450999970536	26.7747097386056	15.8120592426761	8.64392579524876	9.62039099661633	2.80193692686546	63.27	DOWN_pEhEx_UP_CDC5
EHI_069560A	-1.06952310285975	6.15053003584674	-3.31632853798606	0.014718726207431	0.367305026866252	-2.7943964550776	189	231	1328	563	513	3749	31.89546241237	32.2133226542599	114.121818881923	50.6930231533859	71.5255156704954	300.127472537675	63.27	UP_pEhEx_DOWN_CDC5
EHI_069950A	-1.53559821416151	2.60319470595481	-3.46434068965794	0.0121735332570066	0.367305026866252	-2.81305158118512	14	10	133	66	66	275	2.36262684536074	1.39451613221904	11.4293689091083	5.94269898423352	9.20211312719823	22.0152187110858	63.27	UP_pEhEx_DOWN_CDC5
EHI_070450A	1.44199250974999	1.7660518892924	3.32682170050725	0.014520390277429	0.367305026866252	-2.95764446798506	45	42	47	40	19	10	7.59415771723095	5.85696775531998	4.03894991524878	3.60163574802032	2.64909317298131	0.800553407675847	63.27	DOWN_pEhEx_UP_CDC5
EHI_073180A	-1.5304415824588	4.78286063983477	-3.68615242207172	0.00921578499013881	0.367305026866252	-2.51464892735963	75	88	307	540	405	475	12.6569295287183	12.2717419635276	26.3820771059867	48.6220825982743	56.4675123714437	38.0262868646027	63.27	UP_pEhEx_DOWN_CDC5
EHI_073540A	2.40643739294194	0.0515451663824569	3.98441346231314	0.00641387721588533	0.367305026866252	-2.86719439660865	28	79	3	20	7	0	4.72525369072148	11.0166774445304	0.257805313739284	1.80081787401016	0.975981695308903	0	63.27	DOWN_pEhEx_UP_CDC5
EHI_075690A	-1.73765032575984	3.32197289246269	-3.89593566365541	0.00713182079947019	0.367305026866252	-2.45346666028439	29	27	110	93	79	738	4.89401275110439	3.76519355699142	9.45286150377375	8.37380311414723	11.0146505613433	59.0808414864775	63.27	UP_pEhEx_DOWN_CDC5
EHI_077520A	2.9328746560638	-0.378218508042993	3.99328033030385	0.00634645619764627	0.367305026866252	-3.31741189666706	10	14	32	5	2	1	1.6875906038291	1.95232258510666	2.74992334655236	0.450204468502539	0.278851912945401	0.0800553407675847	63.27	DOWN_pEhEx_UP_CDC5
EHI_079280A	1.98954653470748	0.22414304332284	3.37120451520503	0.0137130889181915	0.367305026866252	-3.2639326247773	15	10	36	8	4	5	2.53138590574365	1.39451613221904	3.09366376487141	0.720327149604063	0.557703825890802	0.400276703837923	63.27	DOWN_pEhEx_UP_CDC5
EHI_079930A	1.41234913886393	1.88908903857658	3.83018248304708	0.00772291513873052	0.367305026866252	-2.61359482700565	33	40	83	23	11	41	5.56904899263603	5.57806452887617	7.13261368012019	2.07094055511168	1.53368552119971	3.28226897147097	63.27	DOWN_pEhEx_UP_CDC5
EHI_080100A	4.08084682406205	0.0963596883956622	4.09429341145926	0.00563137801763822	0.367305026866252	-3.20724188405322	26	28	58	3	9	0	4.38773556995566	3.90464517021332	4.98423606562616	0.270122681101524	1.2548336082543	0	63.27	DOWN_pEhEx_UP_CDC5
EHI_081130A	-2.1242974482445	2.79710473220756	-3.75024819831608	0.00851543383479018	0.367305026866252	-2.58850800458467	11	52	29	160	180	107	1.85634966421201	7.25148388753902	2.49211803281308	14.4065429920813	25.0966721650861	8.56592146213156	63.27	UP_pEhEx_DOWN_CDC5
EHI_081690A	-1.38944783020311	3.91719895166481	-3.2540363232666	0.0159584880253823	0.367305026866252	-2.88315838348119	70	163	33	348	267	162	11.8131342268037	22.7306129551704	2.83585845113212	31.3342310077767	37.226730378211	12.9689652043487	63.27	UP_pEhEx_DOWN_CDC5
EHI_082070A	-1.11764403353128	5.53180212332983	-3.5357997515026	0.0111203578177577	0.367305026866252	-2.60980812373543	216	288	245	714	614	716	36.4519570427086	40.1620646079084	21.0541006220415	64.2891981021626	85.6075372742381	57.3196239895906	63.27	UP_pEhEx_DOWN_CDC5
EHI_083400A	1.47881620102059	5.39489342101774	4.14119991235882	0.00533009431899077	0.367305026866252	-2.1640267866073	496	671	518	488	270	119	83.7044939499234	93.5720324718978	44.5143841723164	43.9399561258478	37.6450082476291	9.52658555134258	63.27	DOWN_pEhEx_UP_CDC5
EHI_086030A	2.97485905110383	0.360129236232758	3.60001022305385	0.0102587235739004	0.367305026866252	-3.22800845458537	24	13	64	5	7	2	4.05021744918984	1.81287097188476	5.49984669310473	0.450204468502539	0.975981695308903	0.160110681535169	63.27	DOWN_pEhEx_UP_CDC5
EHI_086530A	-1.44595088174222	2.73166335041188	-3.94945106748292	0.00668755425202257	0.367305026866252	-2.45292158484587	30	39	26	120	98	111	5.0627718114873	5.43861291565427	2.23431271907379	10.8049072440609	13.6637437343246	8.8861428252019	63.27	UP_pEhEx_DOWN_CDC5
EHI_087380A	-3.07664012799427	1.87896270851784	-3.75263779021797	0.00849048187775015	0.367305026866252	-2.76796804321434	13	13	7	64	44	310	2.19386778497783	1.81287097188476	0.601545732058329	5.7626171968325	6.13474208479882	24.8171556379513	63.27	UP_pEhEx_DOWN_CDC5
EHI_087570A	-1.48309213468714	8.79353457801346	-3.68505241972744	0.00922834457987675	0.367305026866252	-2.4969879932182	978	1445	6516	5229	6267	12431	165.046361054486	201.507581105652	559.953141441725	470.823833159956	873.782469214414	995.167941081845	63.27	UP_pEhEx_DOWN_CDC5
EHI_087730A	2.87646128533206	-0.622982017331511	3.26771619072405	0.0156768101235627	0.367305026866252	-3.55815072730755	9	17	19	6	3	0	1.51883154344619	2.37067742477237	1.63276698701547	0.540245362203047	0.418277869418101	0	63.27	DOWN_pEhEx_UP_CDC5
EHI_091470A	-2.12186315226134	0.90721445215355	-3.84120622487162	0.0076201522155878	0.367305026866252	-2.89279187193627	5	8	9	27	20	85	0.84379530191455	1.11561290577523	0.773415941217852	2.43110412991371	2.78851912945401	6.8047039652447	63.27	UP_pEhEx_DOWN_CDC5
EHI_092110A	-1.63556730118197	5.73594801946889	-3.26890377141375	0.0156526129351675	0.367305026866252	-2.85301111279449	116	82	1472	260	295	10349	19.5760510044176	11.4350322841962	126.496473941409	23.410632362132	41.1306571594466	828.492721603734	63.27	UP_pEhEx_DOWN_CDC5
EHI_093580A	-1.07322821551674	5.6028950850555	-3.34136035011821	0.0142503800069464	0.367305026866252	-2.77049563116116	171	252	429	589	555	1064	28.8577993254776	35.1418065319199	36.8661598647176	53.0340863895991	77.3814058423488	85.1788825767101	63.27	UP_pEhEx_DOWN_CDC5
EHI_095820A	-1.89870591807134	2.82195551661598	-3.43183262160463	0.0126883291430885	0.367305026866252	-2.80469304390198	21	52	21	111	108	209	3.54394026804111	7.25148388753902	1.80463719617499	9.99453920075637	15.0580032990517	16.7315662204252	63.27	UP_pEhEx_DOWN_CDC5
