logFC	AveExpr	t	P.Value	adj.P.Val	B	EhMyb10_1	EhMyb10_2	EhMyb10_3	pEhEx_1	pEhEx_2	pEhEx_3	EhMyb10_1	EhMyb10_2	EhMyb10_3	pEhEx_1	pEhEx_2	pEhEx_3	DE	Regulation
EHI_009810A	-1.25378961647466	6.49207385528073	-3.11164604971051	0.0158999611861735	0.57749795563435	-3.76862063841964	639	373	195	1317	958	3141	70.7522098788551	39.8792036931176	69.9743108275279	101.159849277523	115.65806240947	228.95532673206	42.25	UP_pEhEx_DOWN_EhMyb10
EHI_010290A	1.0440773342422	4.88641752339446	2.47815212336246	0.0405662122808646	0.57749795563435	-3.98012269435438	168	223	491	190	114	577	18.6015199681497	23.841990411703	176.191726237519	14.5940557044263	13.7630679693941	42.058969603438	42.25	DOWN_pEhEx_UP_EhMyb10
EHI_010950A	-1.23043004046421	0.0829451501456363	-2.52962477007291	0.0375481047702831	0.57749795563435	-4.18795617585507	7	6	1	17	14	26	0.775063332006238	0.641488531256584	0.358842619628348	1.30578393144867	1.69020132957472	1.89520486947901	42.25	UP_pEhEx_DOWN_EhMyb10
EHI_011800A	1.50229063152905	2.08331665128042	3.08620650606689	0.0164964917601434	0.57749795563435	-3.85685600292692	14	26	198	17	7	201	1.55012666401248	2.7797836354452	71.0508386864129	1.30578393144867	0.845100664787359	14.6513914909723	42.25	DOWN_pEhEx_UP_EhMyb10
EHI_011950A	1.1712988573331	6.30279484203519	2.87398045297648	0.022494595826547	0.57749795563435	-3.84523989240625	397	592	1720	424	227	2154	43.9571632580681	63.2935350839829	617.209305760759	32.5677874667198	27.4054072723901	157.010434186838	42.25	DOWN_pEhEx_UP_EhMyb10
EHI_012480A	-1.07297108202894	9.09522149853541	-2.52170774129782	0.0379969108468387	0.57749795563435	-4.03140857551715	3447	4075	898	8392	5165	17033	381.6633293465	435.67762747843	322.240672426256	644.596397218661	623.563561946673	1241.57786699369	42.25	UP_pEhEx_DOWN_EhMyb10
EHI_013120A	0.904872232936233	2.87914535011004	2.57959996371522	0.03483793738725	0.57749795563435	-3.9421423467054	61	78	49	43	39	134	6.75412332176864	8.33935090633559	17.5832883617891	3.30286523837016	4.70841798952957	9.76759432731488	42.25	DOWN_pEhEx_UP_EhMyb10
EHI_014070A	1.76191989954032	0.569496545854168	2.62937230634276	0.0323384796983087	0.57749795563435	-4.10435524747405	13	29	13	20	4	7	1.43940333086873	3.10052790107349	4.66495405516852	1.53621638993961	0.482914665592777	0.510247464859733	42.25	DOWN_pEhEx_UP_EhMyb10
EHI_014250A	1.26112254937546	3.29759809433501	2.83325931447658	0.0238868135877644	0.57749795563435	-3.8780726856482	237	316	11	117	167	18	26.2414299550683	33.7850626461801	3.94726881591183	8.98686588114672	20.1616872884984	1.31206490963931	42.25	DOWN_pEhEx_UP_EhMyb10
EHI_015310A	-1.7878704352586	9.0165771614712	-3.062645703927	0.0170700809237227	0.57749795563435	-3.83846871622965	5808	1414	618	12746	11539	8992	643.08111889889	151.177463866135	221.764738930319	979.030705308514	1393.08808156876	655.449314859816	42.25	UP_pEhEx_DOWN_EhMyb10
EHI_015440A	-1.07796886985844	4.94825512700691	-2.65039735895884	0.0313389491301597	0.57749795563435	-3.91087569748479	184	115	107	401	405	808	20.3730932984497	12.2951968490845	38.3961603002332	30.8011386182892	48.8951098912686	58.8971359438091	42.25	UP_pEhEx_DOWN_EhMyb10
EHI_016390A	1.99659470826694	2.22941039919219	3.11252797174416	0.0158796945802105	0.57749795563435	-3.87111420550266	12	24	480	15	7	216	1.32867999772498	2.56595412502634	172.244457421607	1.15216229245471	0.845100664787359	15.7447789156717	42.25	DOWN_pEhEx_UP_EhMyb10
EHI_017570A	1.52094523318149	0.129385745479261	2.61382533359602	0.0330987127770895	0.57749795563435	-4.13865795432515	5	16	20	4	1	47	0.553616665718741	1.71063608335089	7.17685239256696	0.307243277987922	0.120728666398194	3.4259472640582	42.25	DOWN_pEhEx_UP_EhMyb10
EHI_017750A	-1.65477937812009	6.1083931041293	-4.32252502680377	0.0030523586677607	0.57749795563435	-3.40948308245856	198	230	306	950	880	3200	21.9232199624621	24.5903936981691	109.805841606274	72.9702785221315	106.241226430411	233.255983935878	42.25	UP_pEhEx_DOWN_EhMyb10
EHI_017890A	-1.25272316442	1.17125913809991	-2.78100055807351	0.025806498017189	0.57749795563435	-4.018395394429	10	9	7	32	32	57	1.10723333143748	0.962232796884876	2.51189833739844	2.45794622390338	3.86331732474221	4.15487221385782	42.25	UP_pEhEx_DOWN_EhMyb10
EHI_018630A	3.25991761508479	0.376891501521093	3.61562719486309	0.00779840319513382	0.57749795563435	-3.87042741225969	11	33	100	0	0	172	1.21795666458123	3.52818692191121	35.8842619628348	0	0	12.5375091365534	42.25	DOWN_pEhEx_UP_EhMyb10
EHI_020110A	-1.84190851698976	-0.369274667330622	-2.9917871293119	0.0189254664788496	0.57749795563435	-4.11960067508379	6	4	0	15	13	24	0.664339998862489	0.427659020837723	0	1.15216229245471	1.56947266317652	1.74941987951908	42.25	UP_pEhEx_DOWN_EhMyb10
EHI_022930A	2.25405397484713	1.1794876222182	2.98511370985326	0.0191108309318107	0.57749795563435	-4.04217542475781	2	10	595	6	1	308	0.221446666287496	1.06914755209431	213.511358678867	0.460864916981883	0.120728666398194	22.4508884538282	42.25	DOWN_pEhEx_UP_EhMyb10
EHI_022970A	-1.01399722950225	5.80667180257224	-2.98288293246624	0.0191732193186219	0.57749795563435	-3.79347982822985	253	298	190	693	541	1978	28.0130032853683	31.8605970524103	68.1800977293861	53.2298979114075	65.314208521423	144.181355070364	42.25	UP_pEhEx_DOWN_EhMyb10
EHI_023000A	-2.47014174467523	2.27078654052384	-3.08261947575287	0.0165824880098451	0.57749795563435	-3.86707043329274	77	9	2	157	149	101	8.52569665206861	0.962232796884876	0.717685239256696	12.0592986610259	17.9885712933309	7.36214199297614	42.25	UP_pEhEx_DOWN_EhMyb10
EHI_025230A	-1.6686943044315	5.73917419888109	-2.50311923415671	0.0390724108319226	0.57749795563435	-3.99251879516604	796	143	55	1089	1063	1100	88.1357731824236	15.2888099949486	19.7363440795591	83.6469824322118	128.33457238128	80.181744477958	42.25	UP_pEhEx_DOWN_EhMyb10
EHI_025360A	-1.00091822727578	5.51038627446491	-3.03040431739915	0.0178893336593635	0.57749795563435	-3.76778436115244	201	209	186	545	379	1916	22.2553899618934	22.345183838771	66.7447272508727	41.8618966258544	45.7561645649156	139.662020381607	42.25	UP_pEhEx_DOWN_EhMyb10
EHI_025370A	1.02051762800919	4.09333375262064	2.5647607579825	0.0356210074206205	0.57749795563435	-3.95428162116994	278	521	23	235	216	49	30.781086613962	55.7025874641134	8.253380251452	18.0505425817904	26.0773919420099	3.57173225401813	42.25	DOWN_pEhEx_UP_EhMyb10
EHI_025380A	2.5111446381406	-0.0216516405338085	4.55287163264403	0.00228490067334115	0.57749795563435	-3.75126568014165	5	8	66	3	0	58	0.553616665718741	0.855318041675445	23.683612895471	0.230432458490942	0	4.22776470883778	42.25	DOWN_pEhEx_UP_EhMyb10
EHI_025390A	1.73801039722097	2.26826894724619	3.46210181297373	0.00965318736766045	0.57749795563435	-3.65981706166901	44	44	76	31	20	44	4.87182665832492	4.70424922921495	27.2720390917544	2.3811354044064	2.41457332796388	3.20726977911832	42.25	DOWN_pEhEx_UP_EhMyb10
EHI_025400A	-1.30076477406784	2.63396618551892	-2.64555130271226	0.0315664637095639	0.57749795563435	-3.96850726071481	78	36	4	125	122	100	8.63641998521236	3.8489311875395	1.43537047851339	9.60135243712257	14.7288973005797	7.28924949799618	42.25	UP_pEhEx_DOWN_EhMyb10
EHI_025470A	-1.13833740202949	1.56702697992882	-2.93167886478533	0.0206656872485018	0.57749795563435	-3.91037960412533	41	29	1	105	69	17	4.53965665889368	3.10052790107349	0.358842619628348	8.06513604718296	8.3302779814754	1.23917241465935	42.25	UP_pEhEx_DOWN_EhMyb10
EHI_025480A	1.35393431825104	0.610230523695529	2.59201772601462	0.0341962728712947	0.57749795563435	-4.04157670773779	78	111	0	89	22	0	8.63641998521236	11.8675378282468	0	6.83616293523127	2.65603066076027	0	42.25	DOWN_pEhEx_UP_EhMyb10
EHI_025830A	-1.65225243487547	6.96370990935158	-3.2061533746374	0.0138762826852503	0.57749795563435	-3.75002088475378	1260	449	146	2317	1872	3656	139.511399761123	48.0047250890344	52.3910224657388	177.970668774504	226.004063497419	266.49496164674	42.25	UP_pEhEx_DOWN_EhMyb10
EHI_027370A	-1.22828755722673	2.02197248674013	-3.16980537718631	0.0146202673412012	0.57749795563435	-3.79970071594578	15	21	13	69	46	107	1.66084999715622	2.24520985939804	4.66495405516852	5.29994654529166	5.55351865431693	7.79949696285591	42.25	UP_pEhEx_DOWN_EhMyb10
EHI_027500A	1.37134198959987	3.98208563644718	2.74529947505421	0.0272098289159034	0.57749795563435	-3.90814614209247	44	64	1410	59	16	1364	4.87182665832492	6.84254433340356	505.968093675971	4.53183835032185	1.93165866237111	99.4253631526679	42.25	DOWN_pEhEx_UP_EhMyb10
EHI_027570A	1.26829071980929	10.0542373619479	3.0263896206787	0.0179942129066809	0.57749795563435	-3.86945418463143	8012	9000	14852	6686	4080	17215	887.115345147711	962.232796884876	5329.53058672022	513.557139156812	492.572958904632	1254.84430108004	42.25	DOWN_pEhEx_UP_EhMyb10
EHI_027750A	1.20633077477847	0.820991630960181	2.78282310306272	0.0257369110037626	0.57749795563435	-4.03551940201377	9	12	37	9	3	71	0.996509998293734	1.28297706251317	13.2771769262489	0.691297375472825	0.362185999194582	5.17536714357729	42.25	DOWN_pEhEx_UP_EhMyb10
EHI_027800A	-0.971633739957506	4.72591447876692	-2.47621390361371	0.0406845933684812	0.57749795563435	-3.982439439873	183	212	40	360	320	655	20.2623699653059	22.6659281043993	14.3537047851339	27.651895018913	38.6331732474221	47.744584211875	42.25	UP_pEhEx_DOWN_EhMyb10
EHI_028990A	-1.67649648185856	4.70249426092315	-2.50820997751054	0.0387748039833819	0.57749795563435	-3.9733556219286	141	53	100	450	641	493	15.6119899732685	5.66648202609982	35.8842619628348	34.5648687736412	77.3870751612424	35.9360000251212	42.25	UP_pEhEx_DOWN_EhMyb10
EHI_029530A	-1.17817154316871	7.52401100250434	-2.4334492445857	0.0433882473500601	0.57749795563435	-4.0455928696451	3970	2130	53	5867	4382	1163	439.57163258068	227.728428596087	19.0186588403024	450.649077988785	529.033016156887	84.7739716616956	42.25	UP_pEhEx_DOWN_EhMyb10
EHI_029600A	1.18485373640444	2.71698751698231	2.58101451520466	0.0347642217050759	0.57749795563435	-4.01855964985448	182	309	5	185	108	4	20.1516466321622	33.0366593597141	1.79421309814174	14.2100016069414	13.038695971005	0.291569979919847	42.25	DOWN_pEhEx_UP_EhMyb10
EHI_030170A	-1.27080755417757	3.17661053629456	-3.33487338470673	0.0115488682789847	0.57749795563435	-3.67666700728868	53	50	17	151	161	164	5.86833665661866	5.34573776047153	6.10032453368192	11.5984337440441	19.4373152901093	11.9543691767137	42.25	UP_pEhEx_DOWN_EhMyb10
EHI_030390A	-1.50816353697836	2.49306086251387	-2.95092275231758	0.0200909471626418	0.57749795563435	-3.8850929090407	79	41	2	147	209	43	8.74714331835611	4.38350496358666	0.717685239256696	11.2911904660561	25.2322912772226	3.13437728413836	42.25	UP_pEhEx_DOWN_EhMyb10
EHI_030430A	-1.16671466350901	3.37215737486699	-2.58778604636716	0.0344135587183018	0.57749795563435	-3.98119668314177	170	77	5	323	213	85	18.8229666344372	8.23243615112616	1.79421309814174	24.8098946975247	25.7152059428154	6.19586207329675	42.25	UP_pEhEx_DOWN_EhMyb10
EHI_032670A	-2.23365706557212	0.554758022119604	-2.43926144308252	0.0430102859392052	0.57749795563435	-4.21605175996928	6	1	7	25	47	39	0.664339998862489	0.106914755209431	2.51189833739844	1.92027048742451	5.67424732071512	2.84280730421851	42.25	UP_pEhEx_DOWN_EhMyb10
EHI_032780A	-1.37652061898878	2.31673790111497	-2.39524371023014	0.0459583395458956	0.57749795563435	-4.05843813167563	13	22	23	63	97	120	1.43940333086873	2.35212461460747	8.253380251452	4.83908162830977	11.7106806406248	8.74709939759541	42.25	UP_pEhEx_DOWN_EhMyb10
EHI_033240A	-4.17537853937145	-1.50031799552523	-6.4185580035797	0.000286968002483915	0.57749795563435	-3.81444522018993	0	0	0	12	18	23	0	0	0	0.921729833963767	2.17311599516749	1.67652738453912	42.25	UP_pEhEx_DOWN_EhMyb10
EHI_033850A	-2.69382839446629	0.274985150830958	-3.73526005785142	0.00661929146798201	0.57749795563435	-3.90934636125384	2	18	0	49	33	28	0.221446666287496	1.92446559376975	0	3.76373015535205	3.98404599114041	2.04098985943893	42.25	UP_pEhEx_DOWN_EhMyb10
EHI_034010A	1.14405458137687	4.68090775250958	2.50079781781909	0.0392088973252904	0.57749795563435	-4.01801406716244	797	813	21	679	510	20	88.2464965155673	86.9216959852671	7.53569501219531	52.1545464384498	61.571619863079	1.45784989959924	42.25	DOWN_pEhEx_UP_EhMyb10
EHI_034960A	2.4286587389616	-0.590321611410817	2.75431312646744	0.0268481931525383	0.57749795563435	-4.18602329741336	12	22	4	4	10	0	1.32867999772498	2.35212461460747	1.43537047851339	0.307243277987922	1.20728666398194	0	42.25	DOWN_pEhEx_UP_EhMyb10
EHI_035090A	-1.25202150891247	7.90905198109856	-2.9753679440065	0.019384972817279	0.57749795563435	-3.84912327245855	4298	2281	92	8525	6019	1442	475.88888585183	243.872556632711	33.013521005808	654.812236211759	726.665843050731	105.110977761105	42.25	UP_pEhEx_DOWN_EhMyb10
EHI_035190A	1.37864297067376	1.16819798240797	2.84584608346674	0.0234471143211898	0.57749795563435	-3.98210031170855	11	26	38	6	6	90	1.21795666458123	2.7797836354452	13.6360195458772	0.460864916981883	0.724371998389165	6.56032454819656	42.25	DOWN_pEhEx_UP_EhMyb10
EHI_035270A	-1.14241324561971	0.836531606280766	-2.45196112714095	0.0421960751482136	0.57749795563435	-4.15368852150793	11	5	6	25	15	69	1.21795666458123	0.534573776047153	2.15305571777009	1.92027048742451	1.81092999597291	5.02958215361736	42.25	UP_pEhEx_DOWN_EhMyb10
EHI_035470A	1.55743414501736	-0.187852470748381	2.4598309005359	0.0416994311550205	0.57749795563435	-4.23067626155238	9	17	5	7	1	15	0.996509998293734	1.81755083856032	1.79421309814174	0.537675736478864	0.120728666398194	1.09338742469943	42.25	DOWN_pEhEx_UP_EhMyb10
EHI_035650A	-1.24716608178814	3.51934038473374	-2.87597086645249	0.0224287598779497	0.57749795563435	-3.82054173538522	65	34	43	187	141	303	7.19701665434363	3.63510167712064	15.430232644019	14.3636232459354	17.0227419621454	22.0864259789284	42.25	UP_pEhEx_DOWN_EhMyb10
EHI_036560A	-2.52104440240519	2.28268788965981	-3.37325527889941	0.010938248233932	0.57749795563435	-3.78130507628953	60	34	0	225	125	156	6.64339998862489	3.63510167712064	0	17.2824343868206	15.0910832997743	11.371229216874	42.25	UP_pEhEx_DOWN_EhMyb10
EHI_036600A	2.05467966252255	1.04610663587871	2.67987755059578	0.0299909614520964	0.57749795563435	-4.09546109630166	6	18	173	10	0	246	0.664339998862489	1.92446559376975	62.0797731957042	0.768108194969805	0	17.9315537650706	42.25	DOWN_pEhEx_UP_EhMyb10
EHI_036630A	-4.91767483603906	0.838922323936584	-4.01369729397055	0.00455660779540449	0.57749795563435	-3.95640519421074	0	31	0	76	76	247	0	3.31435741149235	0	5.83762228177052	9.17537864626276	18.0044462600506	42.25	UP_pEhEx_DOWN_EhMyb10
EHI_036900A	-1.03650130694815	5.6470190508281	-2.76179057297661	0.0265519855244732	0.57749795563435	-3.87639108860141	316	215	148	610	572	1557	34.9885732734244	22.9866723700276	53.1087077049955	46.8545998931581	69.0567971797671	113.493614683801	42.25	UP_pEhEx_DOWN_EhMyb10
EHI_037810A	-1.66822258856922	2.08066109124364	-3.0770723563877	0.0167164094822092	0.57749795563435	-3.84667147533203	43	13	5	93	87	75	4.76110332518117	1.3898918177226	1.79421309814174	7.14340621321919	10.5033939766429	5.46693712349713	42.25	UP_pEhEx_DOWN_EhMyb10
EHI_038160A	2.18214579110879	-0.280733189670192	2.86890450525982	0.0226634075499031	0.57749795563435	-4.1146864152936	7	8	18	10	0	17	0.775063332006238	0.855318041675445	6.45916715331026	0.768108194969805	0	1.23917241465935	42.25	DOWN_pEhEx_UP_EhMyb10
EHI_038300A	-2.05735394565198	2.15940036869278	-3.92250251264234	0.00514288717374596	0.57749795563435	-3.6194456856133	27	10	9	138	75	96	2.9895299948812	1.06914755209431	3.22958357665513	10.5998930905833	9.05464997986456	6.99767951807633	42.25	UP_pEhEx_DOWN_EhMyb10
EHI_038570A	1.22044236423534	2.01528017544198	2.64174715812087	0.0317462578246165	0.57749795563435	-4.02438382694719	16	16	200	18	4	334	1.77157333029997	1.71063608335089	71.7685239256696	1.38259475094565	0.482914665592777	24.3460933233072	42.25	DOWN_pEhEx_UP_EhMyb10
EHI_040280A	-1.28221053866454	3.39949292202928	-3.39008349791124	0.0106814786802005	0.57749795563435	-3.64517969199367	33	53	40	120	79	691	3.65386999374369	5.66648202609982	14.3537047851339	9.21729833963767	9.53756464545734	50.3687140311536	42.25	UP_pEhEx_DOWN_EhMyb10
EHI_044770A	-1.29846714596948	9.17983668759415	-2.66200585541085	0.0308008175953382	0.57749795563435	-3.97966986529241	6261	2366	805	10867	10162	10054	693.238788813008	252.960310825513	288.86830880082	834.703175473688	1226.84470793845	732.861144528536	42.25	UP_pEhEx_DOWN_EhMyb10
EHI_044860A	-1.20360221660017	1.26559304477999	-2.55852171162963	0.0359556284381818	0.57749795563435	-4.07691724589049	19	16	2	55	24	61	2.10374332973122	1.71063608335089	0.717685239256696	4.22459507233393	2.89748799355666	4.44644219377767	42.25	UP_pEhEx_DOWN_EhMyb10
EHI_044930A	0.963554465820956	5.17697183362686	2.45542047712522	0.0419770238355475	0.57749795563435	-4.02366610008362	937	1182	27	685	711	52	103.747763155692	126.373240657547	9.6887507299654	52.6154113554317	85.838081809116	3.79040973895801	42.25	DOWN_pEhEx_UP_EhMyb10
EHI_048140A	-2.2280719880256	4.97701841887313	-4.02521110857905	0.00448790086934773	0.57749795563435	-3.54686480037666	288	190	14	1320	2204	146	31.8883199453995	20.3138034897918	5.02379667479687	101.390281736014	266.08598074162	10.6423042670744	42.25	UP_pEhEx_DOWN_EhMyb10
EHI_048280A	1.74856298373189	-0.0188931689220608	3.37438924663605	0.0109207403920905	0.57749795563435	-3.98463216903406	5	12	18	4	2	22	0.553616665718741	1.28297706251317	6.45916715331026	0.307243277987922	0.241457332796388	1.60363488955916	42.25	DOWN_pEhEx_UP_EhMyb10
EHI_048440A	-1.6791819518262	2.50092941220097	-3.4530296172062	0.00977668081756682	0.57749795563435	-3.7076109183543	57	22	5	129	111	111	6.31122998919365	2.35212461460747	1.79421309814174	9.90859571511049	13.4008819701996	8.09106694277576	42.25	UP_pEhEx_DOWN_EhMyb10
EHI_049000A	-2.30209363534553	7.76258387231514	-2.45369880882311	0.0420858970702433	0.57749795563435	-4.03797376213147	3092	215	323	6747	5885	4265	342.35654608047	22.9866723700276	115.906166139956	518.242599146128	710.488201753373	310.886491089537	42.25	UP_pEhEx_DOWN_EhMyb10
EHI_049360A	2.51873941275576	1.81129643390246	4.33478141277424	0.00300508959759159	0.57749795563435	-3.7364011140756	13	8	819	5	3	359	1.43940333086873	0.855318041675445	293.892105475617	0.384054097484903	0.362185999194582	26.1684056978063	42.25	DOWN_pEhEx_UP_EhMyb10
EHI_049530A	2.87554603502211	0.273207262485242	3.8456537069258	0.00570058802827294	0.57749795563435	-3.85092568511549	3	10	178	0	3	94	0.332169999431245	1.06914755209431	63.8739862938459	0	0.362185999194582	6.85189452811641	42.25	DOWN_pEhEx_UP_EhMyb10
EHI_049690A	-1.62491267967361	7.39979284387475	-4.27707048290308	0.00323488007450769	0.57749795563435	-3.47715097804961	1410	901	165	4559	2928	2874	156.119899732685	96.330194443697	59.2090322386774	350.180526086734	353.493535213912	209.49303057241	42.25	UP_pEhEx_DOWN_EhMyb10
EHI_049800A	2.42356011530371	-0.0457538906430145	3.13520323485549	0.0153678906377596	0.57749795563435	-4.01511072754864	1	8	129	4	0	77	0.110723333143748	0.855318041675445	46.2906979320569	0.307243277987922	0	5.61272211345706	42.25	DOWN_pEhEx_UP_EhMyb10
EHI_050400A	2.19748533034256	0.30706608170349	2.86636027985636	0.02274851947957	0.57749795563435	-4.06151423822234	11	4	94	0	4	113	1.21795666458123	0.427659020837723	33.7312062450647	0	0.482914665592777	8.23685193273568	42.25	DOWN_pEhEx_UP_EhMyb10
EHI_050500A	-1.02369545821401	3.23005117158978	-2.45894925980288	0.041754771503692	0.57749795563435	-4.00714602250189	96	48	14	178	151	129	10.6294399817998	5.13190825005267	5.02379667479687	13.6723258704625	18.2300286261273	9.40313185241507	42.25	UP_pEhEx_DOWN_EhMyb10
EHI_050640A	3.7649898840345	-0.052952158360702	3.64893294054913	0.00744894954747493	0.57749795563435	-4.02270921788453	18	58	13	4	8	0	1.99301999658747	6.20105580214698	4.66495405516852	0.307243277987922	0.965829331185553	0	42.25	DOWN_pEhEx_UP_EhMyb10
