EhMyb10_1	EhMyb10_2	EhMyb10_3	pEhEx_1	pEhEx_2	pEhEx_3
EHI_000130A	8.63641998521236	7.27020335424128	57.4148191405357	18.1273534012874	44.4281492345354	48.5464016566546
EHI_000140A	26.6843232876433	3.42127216670178	7.53569501219531	36.5619500805627	35.0113132554763	3.93619472891794
EHI_000240A	105.076443153417	58.0547120787208	1414.91644919458	121.668338083217	198.477927558631	215.397322665787
EHI_000250A	51.0434565792679	73.23660731846	210.999460341469	33.6431389396775	33.562569258698	66.842417896625
EHI_000260A	10.0758233160811	9.19466894801104	59.2090322386774	11.2911904660561	6.88153398469707	5.10247464859733
EHI_000280A	4.42893332574993	5.77339678130926	6.81800977293861	5.68400064277656	8.57173531427179	6.26875456827671
EHI_000290A	1.55012666401248	2.7797836354452	5.38263929442522	1.92027048742451	1.44874399677833	8.23685193273568
EHI_000300A	12.8439066446748	8.12552139591673	1.07652785888504	13.8259475094565	11.831409307023	3.20726977911832
EHI_000410A	2.10374332973122	1.28297706251317	16.506760502904	2.91881114088526	2.53530199436208	6.63321704317652
EHI_000430A	2.32518999601871	2.35212461460747	2.87074095702678	2.68837868239432	1.44874399677833	1.09338742469943
EHI_000440A	25.1341966236308	35.495698729531	21.1717145580725	41.8618966258544	28.3712366035756	30.7606328815439
EHI_000480A	2.65735999544996	1.92446559376975	1.43537047851339	2.61156786289734	2.29384466156569	1.16627991967939
EHI_000510A	1338.42365104163	965.760983806787	121.64764805401	965.358379438051	1243.98817856699	783.302751054669
EHI_000520A	1.77157333029997	2.56595412502634	0	1.76664884843055	2.0523873287693	1.31206490963931
EHI_000540A	2.32518999601871	4.1696754531678	5.02379667479687	3.37967605786714	1.32801533038014	7.72660446787595
EHI_000550A	27.9022799522246	21.596780552305	5.74148191405357	29.8025979648285	27.1639499395937	12.4646166415735
EHI_000560A	7.30773998748738	4.91807873963381	0.358842619628348	4.83908162830977	4.94987532232596	0.874709939759541
EHI_000570A	4.31820999260618	7.69786237507901	3.58842619628348	5.1463249062977	4.94987532232596	13.7766815512128
EHI_000580A	19.8194766327309	20.5276330002107	8.253380251452	14.3636232459354	12.0728666398194	18.0044462600506
EHI_000590A	1398.21425093925	1456.71353972849	86.1222287108035	1074.50655394326	1187.72862002543	658.948154618855
EHI_000610A	199.301999658747	144.014175267103	964.210118941371	149.934719658106	275.140630721484	388.225428263277
EHI_000620A	0.996509998293734	0.213829510418861	6.81800977293861	1.92027048742451	3.38040265914944	5.83139959839694
EHI_000640A	0.553616665718741	0.855318041675445	77.5100058397232	0.153621638993961	0	15.5261014307319
EHI_000650A	5.86833665661866	6.84254433340356	5.02379667479687	7.911514408189	6.39861931910429	4.9566896586374
EHI_000660A	2.54663666230621	2.24520985939804	0.717685239256696	2.53475704340036	1.08655799758375	1.89520486947901
EHI_000670A	1.10723333143748	3.52818692191121	12.9183343066205	0.844919014466786	1.20728666398194	9.98627181225477
EHI_000690A	1.88229666344372	0	0	14.1331907874444	35.9771425866619	0
EHI_000700A	8.74714331835611	7.05637384382242	0.717685239256696	6.06805474026146	6.2778906527061	2.84280730421851
EHI_000710A	2.54663666230621	3.10052790107349	0	3.5332976968611	3.13894532635305	1.02049492971947
EHI_000720A	16.4977766384185	13.15051489076	12.9183343066205	16.7447586503418	12.9179673046068	15.6718864206918
EHI_000730A	104.633549820842	47.8978103338249	128.824500446577	70.3587106592342	100.808436442492	200.964608659755
EHI_000740A	12.0688433126686	18.7100821616504	8.9710654907087	9.52454161762559	9.53756464545734	3.28016227409828
EHI_000780A	3.10025332802495	3.63510167712064	0.358842619628348	2.15070294591546	3.50113132554763	0.145784989959924
EHI_000790A	6.64339998862489	8.55318041675445	22.9659276562143	5.45356818428562	4.82914665592777	22.3051034638683
EHI_000800A	25.9092599556371	31.4329380315726	30.1427800487812	26.4229219069613	25.473748610019	40.6740121988187
EHI_000900A	1.77157333029997	1.92446559376975	3.94726881591183	2.07389212641847	4.2255033239368	8.16395943775572
EHI_001040A	0	0.855318041675445	21.1717145580725	0.460864916981883	0.241457332796388	4.22776470883778
EHI_001050A	64.9945965553802	47.6839808234061	37.3196324413482	59.4515742906629	59.6399612007079	87.9812414408139
EHI_001060A	0.332169999431245	0.320744265628292	7.89453763182366	1.68983802893357	1.93165866237111	1.60363488955916
EHI_001070A	71.0843798782864	48.0047250890344	1.07652785888504	68.5152509913066	78.5943618252244	23.8358458584475
EHI_001100A	2.54663666230621	3.8489311875395	39.1138455394899	1.92027048742451	2.29384466156569	21.7219635040286
EHI_001120A	13.618969976681	2.99361314586406	0.717685239256696	8.06513604718296	10.8655799758375	5.17536714357729
EHI_001130A	175.607206365985	265.255507674597	22.9659276562143	118.058229566859	219.243258179121	2.84280730421851
EHI_001140A	2.10374332973122	2.03138034897918	2.15305571777009	4.37821671132789	3.62185999194582	0.364462474899809
EHI_001150A	8.63641998521236	9.19466894801104	2.15305571777009	8.83324424215276	5.67424732071512	2.62412981927862
EHI_001180A	0.775063332006238	1.17606230730374	58.1325043797924	0.844919014466786	0.482914665592777	16.1092413905716
EHI_001400A	233.626232933309	216.930038319935	110.164684225903	183.65466941728	230.591752820551	193.383789181839
EHI_001410A	2.21446666287496	1.81755083856032	0.717685239256696	2.68837868239432	1.69020132957472	1.89520486947901
EHI_001420A	1143.32913804234	781.546860580938	102.987831833336	930.332645747428	1291.43454446148	375.615026631743
EHI_001430A	0.996509998293734	1.17606230730374	0.717685239256696	0.921729833963767	1.93165866237111	0.218677484939885
EHI_001635A	59.2369832319053	7.16328859903185	0	42.0923290843453	25.3530199436208	3.0614847891584
EHI_001780A	350.107179400532	795.552693513373	1511.4451138746	486.212487415887	301.097293997096	2230.29166890189
EHI_001800A	0.775063332006238	1.71063608335089	6.81800977293861	0.921729833963767	0.120728666398194	3.57173225401813
EHI_001810A	55.4723899050179	57.4132235474643	10.4064359692221	65.0587641139425	53.9657138799928	31.4166653363635
EHI_001820A	2.76808332859371	1.60372132814146	0	2.61156786289734	2.53530199436208	2.62412981927862
EHI_001830A	3.65386999374369	4.49041971879609	1.43537047851339	5.37675736478864	4.70841798952957	7.58081947791603
EHI_001840A	18.6015199681497	15.0749804845297	49.1614388890837	12.8274068559958	14.9703546333761	29.0841054970048
EHI_001850A	23.9162399590496	15.2888099949486	23.3247702758426	18.0505425817904	15.8154552981634	39.5806247741193
