logFC	logCPM	PValue	FDR	UmasM_1	UmasM_2	pEhEx_1	pEhEx_2	UmasM_1	UmasM_2	pEhEx_1	pEhEx_2	DE	Regulation
EHI_035250A	0.805479082753734	0.824985199449298	0.407051819194591	1	11	21	19	1	1.7423957121702	2.11541560394519	1.94716427857409	0.15759781493759	0	DOWN_pEhEx_UP_UmasM
EHI_035260A	1.08207667633245	0.0427493702496883	0.218870818750236	1	8	9	5	3	1.26719688157833	0.906606687405082	0.512411652256339	0.472793444812769	0	DOWN_pEhEx_UP_UmasM
EHI_035270A	0.513761703628937	1.69786813475125	0.468661843094017	1	14	47	25	15	2.21759454276207	4.73450158978209	2.5620582612817	2.36396722406384	0	DOWN_pEhEx_UP_UmasM
EHI_035390A	-0.107100652345799	0.342995174338113	0.895287078636924	1	6	10	10	7	0.950397661183746	1.00734076378342	1.02482330451268	1.10318470456313	0	UP_pEhEx_DOWN_UmasM
EHI_035400A	-0.175330149096065	3.29808562958898	0.816646292764698	1	27	135	106	60	4.27678947532686	13.5991003110762	10.8631270278344	9.45586889625537	0	UP_pEhEx_DOWN_UmasM
EHI_035420A	0.93029535742974	2.18098193861275	0.260356522150188	1	12	91	28	19	1.90079532236749	9.16680095042916	2.8695052526355	2.9943584838142	0	DOWN_pEhEx_UP_UmasM
EHI_035440A	-0.22862982263798	10.5157671480334	0.67438855701446	1	9404	11978	14255	10776	1489.58993429532	1206.59276685979	1460.88562058282	1698.27405376746	0	UP_pEhEx_DOWN_UmasM
EHI_035460A	-0.34426956787585	11.8587525946024	0.56568755764404	1	26478	23343	32925	31316	4194.10487880387	2351.43554489965	3374.23073010799	4935.33317258555	0	UP_pEhEx_DOWN_UmasM
EHI_035480A	-0.193650584454071	0.290781119842263	0.891684351822635	1	5	10	11	6	0.791998050986455	1.00734076378342	1.12730563496395	0.945586889625537	0	UP_pEhEx_DOWN_UmasM
EHI_035490A	0.976363803657588	1.05409891273694	0.164594865197587	1	17	22	17	4	2.69279337335395	2.21614968032353	1.74219961767155	0.630391259750358	0	DOWN_pEhEx_UP_UmasM
EHI_035500A	0.0379027058132175	4.16963039895534	0.947798516689062	1	132	150	162	117	20.9087485460424	15.1101114567514	16.6021375331054	18.438944347698	0	DOWN_pEhEx_UP_UmasM
EHI_035510A	0.0639740563626129	4.22104801295466	0.942156061841682	1	47	298	168	119	7.44478167927267	30.018754760746	17.217031515813	18.7541399775732	0	DOWN_pEhEx_UP_UmasM
EHI_035530A	-0.0539720360634175	6.34201445615151	0.918346081711463	1	522	755	802	524	82.6845965229859	76.0542276656485	82.1908290219168	82.5812550272969	0	UP_pEhEx_DOWN_UmasM
EHI_035540A	-0.168932462059753	2.84341972459404	0.768064750324107	1	37	71	71	47	5.86078557729976	7.15211942286231	7.27624546204001	7.40709730206671	0	UP_pEhEx_DOWN_UmasM
EHI_035550A	0.243421662136888	1.89154301342827	0.735437284786893	1	15	50	34	18	2.37599415295936	5.03670381891712	3.48439923534311	2.83676066887661	0	DOWN_pEhEx_UP_UmasM
EHI_035580A	0.861321164476846	0.451479141051023	0.222520968769312	1	8	16	9	4	1.26719688157833	1.61174522205348	0.92234097406141	0.630391259750358	0	DOWN_pEhEx_UP_UmasM
EHI_035590A	0.0133653978520427	2.94716059647748	0.982448151700984	1	55	63	80	42	8.711978560851	6.34624681183557	8.19858643610143	6.61910822737876	0	DOWN_pEhEx_UP_UmasM
EHI_035600A	-0.433001057938215	9.11927074257254	0.532799548159045	1	1433	7138	5632	4443	226.986641412718	719.039837188608	577.18048510154	700.20709176771	0	UP_pEhEx_DOWN_UmasM
EHI_035630A	-0.583342312938817	6.36113968318569	0.276127858314576	1	399	675	792	733	63.2014444687191	67.9955015553811	81.1660057174041	115.519198349253	0	UP_pEhEx_DOWN_UmasM
EHI_035650A	-0.475717421546317	4.17279884663041	0.568328074367253	1	28	250	187	141	4.43518908552415	25.1835190945856	19.1641957943871	22.2212919062001	0	UP_pEhEx_DOWN_UmasM
EHI_035660A	-0.0770729734740203	4.60831189631706	0.89948563883255	1	184	178	221	171	29.1455282763015	17.9306655953449	22.6485950297302	26.9492263543278	0	UP_pEhEx_DOWN_UmasM
EHI_035670A	0.249091260582882	5.3763451821168	0.796425400818257	1	57	799	284	294	9.02877778124558	80.4865270262956	29.1049818481601	46.3337575916513	0	DOWN_pEhEx_UP_UmasM
EHI_035680A	-0.169775997438954	0.898434711676366	0.866719121475451	1	6	20	18	10	0.950397661183746	2.01468152756685	1.84468194812282	1.5759781493759	0	UP_pEhEx_DOWN_UmasM
EHI_035690A	0.0328610246714119	9.48032706387769	0.952614761982985	1	5390	5863	7117	4330	853.773898963398	590.603889806222	729.366745821673	682.398538679763	0	DOWN_pEhEx_UP_UmasM
EHI_035700A	0.0276600702037662	2.19346597897065	0.999999999999992	1	42	22	45	25	6.65278362828622	2.21614968032353	4.61170487030705	3.93994537343974	0	DOWN_pEhEx_UP_UmasM
EHI_035710A	-0.537646347442228	1.83599154853742	0.361610017971306	1	17	27	37	26	2.69279337335395	2.71982006221524	3.79184622669691	4.09754318837733	0	UP_pEhEx_DOWN_UmasM
EHI_035730A	0.681161235167484	1.78135261529513	0.293083392964618	1	25	39	33	9	3.95999025493227	3.92862897875535	3.38191690489184	1.41838033443831	0	DOWN_pEhEx_UP_UmasM
EHI_035750A	-0.46555338355987	2.34327766421232	0.410550903902863	1	23	44	57	34	3.64319103453769	4.43229936064707	5.84149283572227	5.35832570787804	0	UP_pEhEx_DOWN_UmasM
EHI_035770A	0.104074376994296	0.562984153713293	0.999999999999999	1	7	14	11	8	1.10879727138104	1.41027706929679	1.12730563496395	1.26078251950072	0	DOWN_pEhEx_UP_UmasM
EHI_035790A	-0.119672695737623	2.76695771209536	0.859529364802862	1	26	83	82	33	4.11838986512956	8.36092833940242	8.40355109700396	5.20072789294045	0	UP_pEhEx_DOWN_UmasM
EHI_035800A	0.234290695529735	3.08984372420619	0.693365883349546	1	45	106	73	49	7.12798245887809	10.6778120961043	7.48121012294255	7.72229293194189	0	DOWN_pEhEx_UP_UmasM
EHI_035920A	0.72103139280799	0.606190305263817	0.332569830910187	1	10	16	12	4	1.58399610197291	1.61174522205348	1.22978796541521	0.630391259750358	0	DOWN_pEhEx_UP_UmasM
EHI_035940A	-0.390078494881588	2.83980155982594	0.544010088146191	1	42	53	51	67	6.65278362828622	5.33890604805215	5.22659885301466	10.5590536008185	0	UP_pEhEx_DOWN_UmasM
EHI_035960A	0.722235149102389	0.517679032241298	0.348516185708512	1	9	15	7	7	1.42559649177562	1.51101114567514	0.717376313158875	1.10318470456313	0	DOWN_pEhEx_UP_UmasM
EHI_035970A	0.398120402351434	2.29766913806996	0.651446413427105	1	12	85	34	29	1.90079532236749	8.5623964921591	3.48439923534311	4.5703366331901	0	DOWN_pEhEx_UP_UmasM
EHI_035980A	0.523185757101797	1.76557614558156	0.41392471785883	1	18	45	30	13	2.85119298355124	4.53303343702541	3.07446991353803	2.04877159418866	0	DOWN_pEhEx_UP_UmasM
EHI_035990A	0.217259161126978	3.39427437094239	0.745157739043489	1	89	80	132	34	14.0975653075589	8.05872611026739	13.5276676195674	5.35832570787804	0	DOWN_pEhEx_UP_UmasM
EHI_036500A	0.604874011454827	1.83160849689971	0.422931722794343	1	40	18	31	13	6.33598440789164	1.81321337481016	3.1769522439893	2.04877159418866	0	DOWN_pEhEx_UP_UmasM
EHI_036510A	0.26956997575257	1.20579059393048	0.667036557180001	1	16	20	22	9	2.53439376315665	2.01468152756685	2.25461126992789	1.41838033443831	0	DOWN_pEhEx_UP_UmasM
EHI_036530A	0.192872601073991	13.1881933670115	0.752776628933673	1	85953	62516	86275	54435	13614.9216952877	6297.49151886845	8841.66305968313	8578.83705612769	0	DOWN_pEhEx_UP_UmasM
EHI_036560A	-1.04450913655099	4.01044718094106	0.122630977677935	1	34	151	225	125	5.38558674670789	15.2108455331297	23.0585243515353	19.6997268671987	0	UP_pEhEx_DOWN_UmasM
EHI_036570A	0.0499652460709701	0.649540671855922	1	1	8	14	13	8	1.26719688157833	1.41027706929679	1.33227029586648	1.26078251950072	0	DOWN_pEhEx_UP_UmasM
EHI_036580A	-0.126464891755726	8.08476940237987	0.81544563811054	1	1834	2266	2553	1933	290.504885101832	228.263417073324	261.637389642087	304.636576274361	0	UP_pEhEx_DOWN_UmasM
EHI_036630A	-0.700319596263122	3.04376292503717	0.653183356889543	1	0	120	76	76	0	12.0880891654011	7.78865711429635	11.9774339352568	0	UP_pEhEx_DOWN_UmasM
EHI_036640A	-0.65863082421335	2.93692958857052	0.331398515207357	1	19	83	100	50	3.00959259374853	8.36092833940242	10.2482330451268	7.87989074687948	0	UP_pEhEx_DOWN_UmasM
EHI_036840A	0.10477905281547	0.298475977748157	0.999999999999986	1	5	12	4	10	0.791998050986455	1.20880891654011	0.409929321805071	1.5759781493759	0	DOWN_pEhEx_UP_UmasM
EHI_036890A	0.131809818655606	0.279795982206766	0.894478788837551	1	8	8	10	5	1.26719688157833	0.805872611026739	1.02482330451268	0.787989074687948	0	DOWN_pEhEx_UP_UmasM
EHI_036900A	-0.457908228707906	6.04797474251392	0.454348609577284	1	223	751	610	572	35.3231130739959	75.6512913601351	62.5142215752734	90.1459501443012	0	UP_pEhEx_DOWN_UmasM
EHI_037120A	0.111717239534273	1.1286227201879	0.945243912143463	1	7	28	18	12	1.10879727138104	2.82055413859359	1.84468194812282	1.89117377925107	0	DOWN_pEhEx_UP_UmasM
EHI_037130A	-0.566509738077862	11.9109334173608	0.299788940388104	1	18304	32847	40091	32268	2899.34646505121	3308.81220679941	4108.61911012178	5085.36629240614	0	UP_pEhEx_DOWN_UmasM
EHI_037140A	0.0315822062903431	3.88459589728185	0.965221366953833	1	75	173	166	74	11.8799707647968	17.4269952134532	17.0120668549105	11.6622383053816	0	DOWN_pEhEx_UP_UmasM
EHI_037160A	-0.0865271344481583	5.95961721364123	0.869642060100476	1	400	565	617	409	63.3598440789164	56.9147531537635	63.2315978884322	64.4575063094741	0	UP_pEhEx_DOWN_UmasM
EHI_037190A	-1.54218608692951	0.661021846597698	0.0387704332963854	1	4	7	15	16	0.633598440789164	0.705138534648397	1.53723495676902	2.52156503900143	0	UP_pEhEx_DOWN_UmasM
EHI_037200A	0.159092494900182	2.40378158622035	0.805063487452919	1	43	39	54	25	6.81118323848351	3.92862897875535	5.53404584436846	3.93994537343974	0	DOWN_pEhEx_UP_UmasM
EHI_037210A	-0.0342122134541961	1.22818485923081	1	1	12	22	20	14	1.90079532236749	2.21614968032353	2.04964660902536	2.20636940912625	0	UP_pEhEx_DOWN_UmasM
EHI_037220A	0.194663505258513	0.383192899805452	0.904296646047115	1	5	14	10	6	0.791998050986455	1.41027706929679	1.02482330451268	0.945586889625537	0	DOWN_pEhEx_UP_UmasM
EHI_037230A	-0.19840611486024	2.39493164199751	0.736706587440182	1	31	44	45	39	4.91038791611602	4.43229936064707	4.61170487030705	6.14631478256599	0	UP_pEhEx_DOWN_UmasM
EHI_037240A	-0.0385733232571774	0.825815544199761	1	1	8	17	23	4	1.26719688157833	1.71247929843182	2.35709360037916	0.630391259750358	0	UP_pEhEx_DOWN_UmasM
EHI_037540A	0.764205396383723	2.35555246139363	0.310467218940244	1	18	92	45	16	2.85119298355124	9.2675350268075	4.61170487030705	2.52156503900143	0	DOWN_pEhEx_UP_UmasM
EHI_037810A	-0.411617912976866	3.38145721628808	0.645869619176864	1	14	150	93	87	2.21759454276207	15.1101114567514	9.53085673196791	13.7110098995703	0	UP_pEhEx_DOWN_UmasM
EHI_037820A	1.25916594613451	1.42836039268714	0.0891702004535169	1	27	27	21	4	4.27678947532686	2.71982006221524	2.15212893947662	0.630391259750358	0	DOWN_pEhEx_UP_UmasM
EHI_038130A	-0.995935983897892	0.985150687364967	0.515111853886813	1	15	0	31	9	2.37599415295936	0	3.1769522439893	1.41838033443831	0	UP_pEhEx_DOWN_UmasM
EHI_038160A	0.969656389953128	0.112403989563286	0.403859811587851	1	4	15	10	0	0.633598440789164	1.51101114567514	1.02482330451268	0	0	DOWN_pEhEx_UP_UmasM
EHI_038270A	1.50304739490592	1.46558283632406	0.116120445662836	1	7	61	17	5	1.10879727138104	6.14477865907889	1.74219961767155	0.787989074687948	0	DOWN_pEhEx_UP_UmasM
EHI_038280A	0.168380830970441	3.4255473388185	0.769788936963455	1	71	109	99	61	11.2463723240077	10.9800143252393	10.1457507146755	9.61346671119296	0	DOWN_pEhEx_UP_UmasM
EHI_038300A	0.478717961031407	3.98500389311393	0.613775269659806	1	25	319	138	75	3.95999025493227	32.1341703646912	14.142561602275	11.8198361203192	0	DOWN_pEhEx_UP_UmasM
EHI_038310.mRNA	0.466079942653097	0.566737360473119	0.695900299282776	1	2	24	12	5	0.316799220394582	2.41761783308022	1.22978796541521	0.787989074687948	0	DOWN_pEhEx_UP_UmasM
EHI_038330A	0.321158349214369	5.38985511663787	0.590483412316626	1	378	326	432	189	59.875052654576	32.8393088993396	44.2723667549477	29.7859870232044	0	DOWN_pEhEx_UP_UmasM
EHI_038440A	0.0362357103583293	3.74540142359655	0.968572893102656	1	124	71	93	105	19.6415516644641	7.15211942286231	9.53085673196791	16.5477705684469	0	DOWN_pEhEx_UP_UmasM
EHI_038540A	0.00288704314750042	2.23291588623436	1	1	7	76	39	31	1.10879727138104	7.65578980475402	3.99681088759944	4.88553226306528	0	DOWN_pEhEx_UP_UmasM
EHI_038560A	-0.617293118193805	2.84754283796265	0.377701791865324	1	17	81	68	63	2.69279337335395	8.15946018664573	6.96879847068621	9.92866234106814	0	UP_pEhEx_DOWN_UmasM
EHI_038570A	0.184556943126139	0.678770735512094	0.884372525814127	1	15	6	18	4	2.37599415295936	0.604404458270054	1.84468194812282	0.630391259750358	0	DOWN_pEhEx_UP_UmasM
EHI_038580A	-0.133843293909777	10.643885773495	0.81776441730258	1	12279	10983	15051	11456	1944.98881361254	1106.36236086333	1542.46155562203	1805.44056792503	0	UP_pEhEx_DOWN_UmasM
EHI_038590A	0.977906555987274	3.23475493971293	0.127126309112729	1	51	160	50	46	8.07838012006184	16.1174522205348	5.12411652256339	7.24949948712912	0	DOWN_pEhEx_UP_UmasM
EHI_038600A	1.19774458421408	0.674407090186976	0.11433542302927	1	14	16	12	2	2.21759454276207	1.61174522205348	1.22978796541521	0.315195629875179	0	DOWN_pEhEx_UP_UmasM
EHI_038620A	-0.582946344659022	9.64627265926191	0.320626250143216	1	2931	8125	8123	6911	464.26925748826	818.464370574032	832.463970255648	1089.15849903368	0	UP_pEhEx_DOWN_UmasM
EHI_038640A	-0.0270301425067156	1.38756910340887	1	1	8	33	18	19	1.26719688157833	3.3242245204853	1.84468194812282	2.9943584838142	0	UP_pEhEx_DOWN_UmasM
EHI_038680A	0.402548914516255	0.895745212362212	0.579424496555189	1	11	19	12	10	1.7423957121702	1.91394745118851	1.22978796541521	1.5759781493759	0	DOWN_pEhEx_UP_UmasM
EHI_038800A	0.0997952618977064	4.25593983348792	0.8562388390241	1	123	194	189	108	19.4831520542668	19.5424108173984	19.3691604552896	17.0205640132597	0	DOWN_pEhEx_UP_UmasM
EHI_038820A	0.545839374513035	1.03359832569024	0.431974789947372	1	10	26	12	11	1.58399610197291	2.6190859858369	1.22978796541521	1.73357596431348	0	DOWN_pEhEx_UP_UmasM
EHI_038860A	0.148972586118037	13.2680480955327	0.82850917317746	1	98632	50860	82537	65055	15623.2703529792	5123.33512460249	8458.58410845629	10252.5258507649	0	DOWN_pEhEx_UP_UmasM
EHI_038880A	0.824694739371828	2.5962617162049	0.233834538050628	1	24	108	40	27	3.80159064473498	10.879280248861	4.09929321805071	4.25514100331492	0	DOWN_pEhEx_UP_UmasM
EHI_038890A	0.10809241493564	2.52492155039695	0.878383076915551	1	42	48	54	32	6.65278362828622	4.83523566616044	5.53404584436846	5.04313007800287	0	DOWN_pEhEx_UP_UmasM
EHI_038900A	0.810417248258126	0.94120798678363	0.258870932857571	1	18	15	14	6	2.85119298355124	1.51101114567514	1.43475262631775	0.945586889625537	0	DOWN_pEhEx_UP_UmasM
EHI_038920A	-0.0439208846450167	1.75016641326699	0.957266554600536	1	19	31	31	20	3.00959259374853	3.12275636772861	3.1769522439893	3.15195629875179	0	UP_pEhEx_DOWN_UmasM
EHI_038930A	0.43713147056707	0.394037134106224	0.542456115670514	1	8	12	11	4	1.26719688157833	1.20880891654011	1.12730563496395	0.630391259750358	0	DOWN_pEhEx_UP_UmasM
EHI_038950A	-0.145381759009998	1.83898310174896	0.821408198931395	1	16	37	26	28	2.53439376315665	3.72716082599867	2.66454059173296	4.41273881825251	0	UP_pEhEx_DOWN_UmasM
EHI_039000A	0.682461524335225	0.896284515525997	0.459063682304309	1	11	22	20	2	1.7423957121702	2.21614968032353	2.04964660902536	0.315195629875179	0	DOWN_pEhEx_UP_UmasM
EHI_039010A	0.153838196821909	11.6541175423639	0.783169806839394	1	25396	27457	32246	17749	4022.7165005704	2765.85553512015	3304.64522773158	2797.20361732728	0	DOWN_pEhEx_UP_UmasM
EHI_039020A	-2.27523365456087	6.17837622345225	0.147630675672853	1	6	481	248	1359	0.950397661183746	48.4530907379827	25.4156179519144	214.175430500184	0	UP_pEhEx_DOWN_UmasM
EHI_039040A	-0.186473887266823	3.00773571527757	0.754212171107619	1	37	86	88	48	5.86078557729976	8.66313056853745	9.01844507971157	7.5646951170043	0	UP_pEhEx_DOWN_UmasM
EHI_039060A	0.0741641361814856	3.52740386675259	0.92228658770613	1	54	144	98	76	8.55357895065371	14.5057069984813	10.0432683842242	11.9774339352568	0	DOWN_pEhEx_UP_UmasM
EHI_039070A	-0.162191167136571	3.81293105848836	0.804622221138852	1	50	179	116	110	7.91998050986455	18.0313996717233	11.8879503323471	17.3357596431348	0	UP_pEhEx_DOWN_UmasM
EHI_039180A	-0.0571501655384468	5.18106416946111	0.923637126255293	1	267	282	313	263	42.2926959226767	28.4070095386926	32.0769694312468	41.448225328586	0	UP_pEhEx_DOWN_UmasM
EHI_039200A	0.444843094099968	2.95811750400412	0.438032525551071	1	51	92	76	31	8.07838012006184	9.2675350268075	7.78865711429635	4.88553226306528	0	DOWN_pEhEx_UP_UmasM
EHI_039210A	-0.0267092990398025	3.95706024015218	0.976574872787254	1	64	199	173	83	10.1375750526266	20.0460811992901	17.7294431680693	13.0806186398199	0	UP_pEhEx_DOWN_UmasM
EHI_039330A	0.0788931751463309	7.50991655939398	0.902944767607687	1	1691	1055	1501	1271	267.853740843619	106.274450579151	153.825978007353	200.306822785676	0	DOWN_pEhEx_UP_UmasM
EHI_039350A	-0.200691297470249	4.6615924895112	0.710894491588194	1	154	221	251	177	24.3935399703828	22.2622308796137	25.7230649432682	27.8948132439533	0	UP_pEhEx_DOWN_UmasM
EHI_039480A	0.308061409575367	3.50361130993499	0.636331687676068	1	52	161	119	48	8.23677973025913	16.2181862969131	12.1953973237009	7.5646951170043	0	DOWN_pEhEx_UP_UmasM
EHI_039590A	-0.299181631803519	3.20520692564386	0.603931482089699	1	54	75	83	72	8.55357895065371	7.55505572837568	8.50603342745523	11.3470426755064	0	UP_pEhEx_DOWN_UmasM
EHI_039610A	-0.907183153699454	7.26871825160582	0.1112486520801	1	648	1107	1463	1598	102.642947407845	111.512622550825	149.931649450205	251.841308270268	0	UP_pEhEx_DOWN_UmasM
EHI_039820A	0.555425854002796	0.758059440473947	0.482299117264202	1	16	10	16	4	2.53439376315665	1.00734076378342	1.63971728722028	0.630391259750358	0	DOWN_pEhEx_UP_UmasM
EHI_039830A	0.94975133002755	4.19143764829141	0.193422189277512	1	177	194	185	35	28.0367310049205	19.5424108173984	18.9592311334845	5.51592352281563	0	DOWN_pEhEx_UP_UmasM
EHI_039850A	0.183018484841506	2.49926695741846	0.755906676680369	1	31	65	54	29	4.91038791611602	6.54771496459226	5.53404584436846	4.5703366331901	0	DOWN_pEhEx_UP_UmasM
EHI_039860A	0.192972174639434	5.64680383042805	0.722933509602687	1	380	459	526	248	60.1918518749706	46.2369410576592	53.9057058173669	39.0842581045222	0	DOWN_pEhEx_UP_UmasM
EHI_040260A	-0.123515561278328	2.25699053465854	0.828831017603508	1	22	51	52	26	3.4847914243404	5.13743789529546	5.32908118346593	4.09754318837733	0	UP_pEhEx_DOWN_UmasM
EHI_040270A	-0.204198907938644	1.54508167026892	0.795112794688183	1	21	17	21	23	3.32639181414311	1.71247929843182	2.15212893947662	3.62474974356456	0	UP_pEhEx_DOWN_UmasM
EHI_040280A	0.350048909924986	3.8412275009601	0.622940564948063	1	47	238	120	79	7.44478167927267	23.9747101780455	12.2978796541521	12.4502273800696	0	DOWN_pEhEx_UP_UmasM
EHI_040290A	0.978386126587959	1.14596406795561	0.165857625871954	1	13	31	16	6	2.05919493256478	3.12275636772861	1.63971728722028	0.945586889625537	0	DOWN_pEhEx_UP_UmasM
EHI_040300A	0.426955933695003	4.72946106372827	0.44822910179906	1	215	261	257	117	34.0559161924175	26.2915939347474	26.3379589259758	18.438944347698	0	DOWN_pEhEx_UP_UmasM
EHI_040310A	0.0949901182613044	7.60338462916705	0.897149276913343	1	530	3148	1757	1241	83.9517934045642	317.110872439022	180.061454602878	195.578888337549	0	DOWN_pEhEx_UP_UmasM
EHI_040320A	-0.228018183067628	4.76624614241064	0.676187889726649	1	172	223	265	197	27.244732953934	22.4636990323704	27.157817569586	31.0467695427051	0	UP_pEhEx_DOWN_UmasM
EHI_040340A	0.263000828507022	6.62810193444308	0.715108802900094	1	1030	519	615	739	163.15159850321	52.2809856403597	63.0266332275297	116.464785238879	0	DOWN_pEhEx_UP_UmasM
EHI_040360A	0.47982747653337	4.00219691567255	0.430303355540321	1	152	127	143	74	24.0767407499882	12.7932277000495	14.6549732545313	11.6622383053816	0	DOWN_pEhEx_UP_UmasM
EHI_040370A	0.713849631674394	1.9188752265473	0.48775458074469	1	51	9	28	16	8.07838012006184	0.906606687405082	2.8695052526355	2.52156503900143	0	DOWN_pEhEx_UP_UmasM
EHI_040400A	-0.877792259776129	5.48760607554361	0.191649700741249	1	107	455	446	444	16.9487582911101	45.8340047521458	45.7071193812654	69.9734298322898	0	UP_pEhEx_DOWN_UmasM
EHI_040410A	0.201352480369573	0.451940447751034	0.809490727867988	1	6	14	11	6	0.950397661183746	1.41027706929679	1.12730563496395	0.945586889625537	0	DOWN_pEhEx_UP_UmasM
EHI_040420A	0.100821424310783	7.72564124199267	0.867763864188323	1	1882	1386	1932	1333	298.108066391302	139.617429860383	197.995862431849	210.077887311807	0	DOWN_pEhEx_UP_UmasM
EHI_040440A	-0.163852944820396	4.61203847953858	0.762472504162309	1	131	247	235	172	20.7503489358451	24.8813168654506	24.0833476560479	27.1068241692654	0	UP_pEhEx_DOWN_UmasM
