UmasM_1	UmasM_2	pEhEx_1	pEhEx_2
EHI_000010A	0.950397661183746	1.91394745118851	1.12730563496395	0.315195629875179
EHI_000130A	6.9695828486808	63.6639362711124	24.1858299864992	57.9959958970329
EHI_000140A	15.5231617993345	55.1015397789533	48.7815892948035	45.703366331901
EHI_000240A	98.2077583223204	173.161877294371	162.332011434808	259.090807757397
EHI_000250A	92.9805711858098	31.6304999827995	44.8872607376553	43.8121925526499
EHI_000260A	15.6815614095318	14.3042388457246	15.0649025763364	8.9830754514426
EHI_000280A	7.60318128946996	8.86459872129413	7.58369245339382	11.1894448605689
EHI_000290A	3.4847914243404	2.92128821497193	2.5620582612817	1.89117377925107
EHI_000300A	10.6127738832185	17.1247929843182	18.4468194812282	15.4445858638838
EHI_000410A	2.69279337335395	3.62642674962033	3.89432855714818	3.30955411368938
EHI_000430A	4.11838986512956	5.33890604805215	3.58688156579437	1.89117377925107
EHI_000440A	44.668690075636	71.6219283050014	55.852870095941	37.0354865103335
EHI_000470A	1.42559649177562	1.20880891654011	0.92234097406141	0.787989074687948
EHI_000480A	2.53439376315665	2.51835190945856	3.48439923534311	2.9943584838142
EHI_000510A	1462.028402121	1011.97453129683	1287.99792911153	1623.88788511692
EHI_000520A	3.16799220394582	3.12275636772861	2.35709360037916	2.67916285393902
EHI_000540A	5.06878752631331	3.52569267324198	4.50922253985578	1.73357596431348
EHI_000550A	39.9167017697173	32.1341703646912	39.7631442150919	35.4595083609576
EHI_000560A	8.87037817104829	6.84991719372728	6.45638681842987	6.46151041244117
EHI_000570A	9.82077583223204	8.46166241578076	6.86631614023494	6.46151041244117
EHI_000580A	21.0671481562397	19.7438789701551	19.1641957943871	15.759781493759
EHI_000590A	1991.08310017995	1102.53446596096	1433.62532068279	1550.44730335601
EHI_000610A	153.17242306078	142.236515846219	200.045509040875	359.165420242767
EHI_000620A	0.791998050986455	6.54771496459226	2.5620582612817	4.41273881825251
EHI_000650A	10.7711734934158	9.56973725594253	10.5556800364806	8.35268419169225
EHI_000660A	3.64319103453769	2.41761783308022	3.38191690489184	1.41838033443831
EHI_000670A	2.85119298355124	1.91394745118851	1.12730563496395	1.5759781493759
EHI_000690A	0	28.4070095386926	18.8567488030333	46.9641488514017
EHI_000700A	9.50397661183746	6.95065127010563	8.09610410565016	8.19508637675466
EHI_000710A	4.43518908552415	7.95799203388905	4.71418720075832	4.09754318837733
EHI_000720A	25.8191364621584	19.6431448937768	22.3411480383764	16.8629661983221
EHI_000730A	39.9167017697173	102.245087524018	93.8738146933613	131.594175472887
EHI_000740A	18.0575555624912	9.36826910318584	12.7078089759572	12.4502273800696
EHI_000770A	1.7423957121702	1.00734076378342	0.819858643610142	0.630391259750358
EHI_000780A	4.11838986512956	3.3242245204853	2.8695052526355	4.5703366331901
EHI_000790A	6.9695828486808	8.76386464491579	7.27624546204001	6.30391259750358
EHI_000800A	53.2222690262898	26.4930620875041	35.2539216752361	33.2531389518314
EHI_000900A	1.42559649177562	3.92862897875535	2.76702292218423	5.51592352281563
EHI_000910A	1.58399610197291	0.805872611026739	0.92234097406141	0.315195629875179
EHI_001050A	65.5774386216784	79.1769840333771	79.3213237692813	77.8533205791692
EHI_001060A	1.26719688157833	2.6190859858369	2.25461126992789	2.52156503900143
EHI_001070A	68.7454308256243	98.1149903925055	91.4142387625309	102.596177524371
EHI_001100A	3.64319103453769	4.13009713151204	2.5620582612817	2.9943584838142
EHI_001120A	6.17758479769435	7.15211942286231	10.7606446973831	14.1838033443831
EHI_001130A	346.103148281081	145.359272213948	157.515341903599	286.197631926663
EHI_001140A	3.80159064473498	10.1741417142126	5.84149283572227	4.72793444812769
EHI_001150A	13.9391656973616	11.2822165543743	11.7854680018958	7.40709730206671
EHI_001180A	1.7423957121702	0.503670381891712	1.12730563496395	0.630391259750358
EHI_001400A	288.920888999859	177.392708502261	245.035252108981	301.011826530796
EHI_001410A	3.4847914243404	3.42495859686364	3.58688156579437	2.20636940912625
EHI_001420A	1099.2932947692	1079.26489431756	1241.26598642576	1685.8238263874
EHI_001430A	1.58399610197291	1.91394745118851	1.22978796541521	2.52156503900143
EHI_001635A	23.4431423091991	30.3209569898811	56.1603170872948	33.0955411368938
EHI_001760A	1.26719688157833	1.00734076378342	0.92234097406141	0.630391259750358
EHI_001780A	958.951240134399	542.453001297374	648.713151756525	393.048950454348
EHI_001800A	2.37599415295936	0.503670381891712	1.22978796541521	0.15759781493759
EHI_001810A	76.8238109456861	83.5085493176459	86.8025338922238	70.4462232771025
EHI_001820A	1.10879727138104	3.22349044410696	3.48439923534311	3.30955411368938
EHI_001830A	5.06878752631331	10.879280248861	7.17376313158875	6.14631478256599
EHI_001840A	19.1663528338722	10.879280248861	17.1145491853617	19.5421290522611
EHI_001850A	19.0079532236749	26.2915939347474	24.0833476560479	20.6453137568242
EHI_001860A	2.37599415295936	0.805872611026739	0.819858643610142	0
EHI_001870A	1.10879727138104	1.10807484016177	1.33227029586648	0.472793444812769
EHI_001910A	2.69279337335395	4.0293630551337	2.25461126992789	1.41838033443831
EHI_001920A	1.26719688157833	1.00734076378342	0.819858643610142	0.630391259750358
EHI_001940A	44.1934912450442	199.856407534631	134.866746873868	197.154866486925
EHI_001950A	24.7103391907774	35.4583948851765	34.6390276925285	42.0786165883364
EHI_001990A	5.06878752631331	3.22349044410696	5.53404584436846	1.26078251950072
EHI_002110A	21.3839473766343	17.3262611370749	23.2634890124378	14.0262055294455
EHI_002120A	1.42559649177562	1.00734076378342	0.614893982707607	0
EHI_002130A	16.9487582911101	20.7512197339385	23.2634890124378	18.5965421626356
EHI_002140A	56.2318616200383	32.6378407465829	36.7911566320051	36.5626930655208
EHI_002150A	3.64319103453769	3.92862897875535	3.68936389624564	3.15195629875179
EHI_002160A	213.205875325554	133.472651201304	197.790897770947	241.439852484387
EHI_002180A	117.215711545995	57.7206257647902	80.346147073794	47.2793444812769
EHI_002190A	43.2430935838604	30.7238932953944	18.9592311334845	55.6320286729691
EHI_002200A	35.956711514785	20.3482834284252	25.9280296041708	19.5421290522611
EHI_002210A	2.37599415295936	4.33156528426872	2.76702292218423	3.15195629875179
EHI_002670A	17.7407563420966	40.898035009607	36.0737803188463	44.4425838124003
EHI_002780A	8.07838012006184	11.0807484016177	4.81666953120959	3.15195629875179
EHI_002790A	3.95999025493227	5.64110827718717	4.91915186166085	7.40709730206671
EHI_002990A	6.9695828486808	9.16680095042916	8.50603342745523	5.83111915269081
EHI_003000A	15.8399610197291	9.87193948507756	10.2482330451268	9.45586889625537
EHI_003010A	95.9901637795583	125.010988785523	125.643337133254	169.575248872846
EHI_003020A	0.791998050986455	4.0293630551337	1.43475262631775	1.10318470456313
EHI_003040A	1.42559649177562	2.6190859858369	1.94716427857409	1.89117377925107
EHI_003240.mRNA	19.0079532236749	4.93596974253878	7.58369245339382	0.787989074687948
EHI_003260A	182.951549777871	80.6879951790523	147.164626528021	175.721563655412
EHI_003890A	7.76158089966726	4.23083120789038	3.58688156579437	1.5759781493759
EHI_003900A	3.80159064473498	6.95065127010563	3.89432855714818	3.93994537343974
EHI_003930A	26.135935682553	15.1101114567514	14.0400792718237	25.5308460198895
EHI_003940A	1322.63674514738	1315.68777157753	1314.23340570706	1507.26550206311
EHI_003950A	2.37599415295936	5.84257642994386	2.45957593083043	1.41838033443831
EHI_004170A	73.3390195213457	110.404547710663	116.522409723091	183.601454402292
EHI_004190A	7.44478167927267	3.62642674962033	4.61170487030705	3.93994537343974
EHI_004200A	11743.4303008068	3697.74647569619	6305.1228986838	9116.4032028798
EHI_004210A	0.791998050986455	0.906606687405082	1.12730563496395	0.15759781493759
EHI_004230A	37.2239083963634	62.5558614309506	65.5886914888114	85.5756135111111
EHI_004350A	5.86078557729976	14.1027706929679	8.30106876655269	11.504640490444
EHI_004370A	39.2831033289281	69.4057786246779	33.7166867184671	40.3450406240229
EHI_004380A	59.7166530443787	71.9241305341365	67.8433027587393	67.9246582381011
EHI_004400A	11.5631715444022	14.8079092276163	23.8783829951454	35.7747039908328
EHI_004430A	14.5727641381508	3.22349044410696	8.09610410565016	9.61346671119296
EHI_004440A	16.315159850321	17.0240589079399	19.2666781248384	15.2869880489462
EHI_004470A	2.53439376315665	1.91394745118851	1.84468194812282	0.787989074687948
EHI_004490A	51.4798733141196	115.743453758715	41.8127908241173	84.3148309916104
EHI_004510A	1.42559649177562	0.906606687405082	1.22978796541521	0.315195629875179
EHI_004530A	21.8591462072261	9.77120540869921	11.1705740191882	9.92866234106814
EHI_004550A	350.855136586999	143.143122533625	262.149801294343	557.896264879067
EHI_004560A	0.791998050986455	2.01468152756685	1.74219961767155	2.04877159418866
EHI_004570A	19.1663528338722	13.9013025402113	17.5244785071668	13.7110098995703
EHI_004580A	2.53439376315665	6.6484490409706	2.5620582612817	3.78234755850215
EHI_004590A	5.06878752631331	11.7858869362661	4.91915186166085	4.88553226306528
EHI_004600A	90.1293782022585	92.5746161916967	92.7465090583974	136.164512106077
EHI_004610A	11.0879727138104	14.707175151238	14.142561602275	16.5477705684469
EHI_004640A	18.0575555624912	18.6358041299933	19.5741251161922	14.4989989742582
EHI_004750A	45.1438889062279	47.3450158978209	48.4741423034497	47.4369422962145
EHI_004760A	79.6750039292373	62.4551273545723	75.5294775425844	92.3523195534275
EHI_004770A	51.4798733141196	29.0114139969626	42.6326494677274	39.7146493642726
EHI_004780A	37.6991072269552	25.0827850182073	31.0521461267341	23.797270055576
EHI_004790A	732.598197162471	519.384897806733	648.200740104269	762.143033038183
EHI_004800A	15.6815614095318	12.6924936236711	16.9095845244592	9.92866234106814
EHI_004810A	155.54841721374	99.2230652326673	110.783399217821	112.524839865439
EHI_004820A	29.7791267170907	23.7732420252888	27.2602999000372	31.8347586173931
EHI_004830A	22.4927446480153	21.0534219630736	21.7262540556688	24.7428569452016
EHI_004840A	87.4365848289046	122.996307257956	149.931649450205	235.451135516759
EHI_004850A	1.7423957121702	3.3242245204853	2.04964660902536	0.945586889625537
EHI_004860A	33.5807173618257	71.4204601522448	72.6599722899489	67.9246582381011
EHI_004870A	2.05919493256478	3.02202229135027	3.07446991353803	1.73357596431348
EHI_004880A	20.5919493256478	63.6639362711124	48.5766246339009	78.1685162090444
EHI_004900A	6.49438401808893	2.71982006221524	4.09929321805071	6.61910822737876
EHI_004930A	4.59358869572144	11.3829506307527	10.6581623669319	12.1350317501944
