logFC	logCPM	PValue	FDR	CmasM_1	CmasM_2	pEhEx_1	pEhEx_2	CmasM_1	CmasM_2	pEhEx_1	pEhEx_2	DE	Regulation
EHI_012240A	0.193148066403617	6.4178238561381	0.628307606726739	1	650	602	881	519	101.040840183702	80.8916977063778	83.9351521985746	75.1327029381547	0	DOWN_pEhEx_UP_CmasM
EHI_012250A	-0.259743797818482	3.16469064556471	0.611144843784431	1	58	51	122	50	9.01595189331493	6.85295113459347	11.623256036579	7.23821800945614	0	UP_pEhEx_DOWN_CmasM
EHI_012290A	-0.0330128565237775	0.654484237423395	1	1	9	9	13	10	1.39902701792818	1.20934431786944	1.23854367602891	1.44764360189123	0	UP_pEhEx_DOWN_CmasM
EHI_012310A	0.325547947203273	0.67664752975274	0.690037584594871	1	8	13	18	4	1.24357957149171	1.74683068136696	1.71490662834772	0.579057440756491	0	DOWN_pEhEx_UP_CmasM
EHI_012470A	-0.200112422616593	1.36000509042003	0.74059232887668	1	11	19	26	17	1.70992191080111	2.55306022661325	2.47708735205782	2.46099412321509	0	UP_pEhEx_DOWN_CmasM
EHI_012490A	-0.210494113960126	3.83237408985513	0.691326050413345	1	54	130	182	87	8.39416210756907	17.4683068136696	17.3396114644047	12.5944993364537	0	UP_pEhEx_DOWN_CmasM
EHI_012500A	0.0808871815646071	1.67748708363467	0.890696307737075	1	21	21	35	16	3.26439637516575	2.82180340836202	3.33454066623168	2.31622976302596	0	DOWN_pEhEx_UP_CmasM
EHI_012600A	-0.325970526242331	4.02940544749695	0.501410584233988	1	62	140	172	134	9.63774167906079	18.8120227224134	16.3868855597671	19.3984242653424	0	UP_pEhEx_DOWN_CmasM
EHI_012720A	0.104897851794308	6.06338231984855	0.797709320617299	1	516	431	664	450	80.2108823612156	57.9141556668585	63.2610000679382	65.1439620851052	0	DOWN_pEhEx_UP_CmasM
EHI_013030A	0.0451792495324172	2.10108967782658	0.955921346827019	1	26	31	45	25	4.04163360734807	4.16551931710583	4.28726657086931	3.61910900472807	0	DOWN_pEhEx_UP_CmasM
EHI_013040A	-0.130118916576652	2.44667524159678	0.816590927219337	1	39	29	66	31	6.06245041102211	3.89677613535707	6.28799097060831	4.48769516586281	0	UP_pEhEx_DOWN_CmasM
EHI_013050A	-0.133860377538107	4.24656212580532	0.739447745045503	1	106	143	215	129	16.4774293222652	19.2151374950366	20.4836069497089	18.6746024643968	0	UP_pEhEx_DOWN_CmasM
EHI_013110A	-0.421406770180172	0.754526048659075	0.585124585899788	1	5	12	24	6	0.777237232182322	1.61245909049258	2.2865421711303	0.868586161134737	0	UP_pEhEx_DOWN_CmasM
EHI_013180A	-0.0361473167569562	3.33908519150858	0.949139147415172	1	49	88	115	62	7.61692487538675	11.8246999969456	10.9563479033327	8.97539033172561	0	UP_pEhEx_DOWN_CmasM
EHI_013190A	0.326283088855629	0.512549480239247	0.739690339393523	1	11	7	15	4	1.70992191080111	0.940601136120672	1.42908885695644	0.579057440756491	0	DOWN_pEhEx_UP_CmasM
EHI_013200A	0.197405105519226	0.770298344738014	0.804332074614873	1	15	6	20	5	2.33171169654696	0.806229545246291	1.90545180927525	0.723821800945614	0	DOWN_pEhEx_UP_CmasM
EHI_013330A	0.107305777482171	2.42509207118115	0.881921970069401	1	23	52	49	36	3.57529126803868	6.98732272546785	4.66835693272435	5.21151696680842	0	DOWN_pEhEx_UP_CmasM
EHI_013550A	-0.0425325689747237	3.55262185393552	0.942255811040389	1	73	84	67	118	11.3476635898619	11.2872136334481	6.38326356107208	17.0821945023165	0	UP_pEhEx_DOWN_CmasM
EHI_013650A	-0.127473774469324	3.9082486137795	0.779943027635546	1	103	91	174	98	16.0110869829558	12.2278147695687	16.5774307406946	14.186907298534	0	UP_pEhEx_DOWN_CmasM
EHI_013870A	-0.150645810091085	2.6224025693519	0.758994238726682	1	32	46	65	43	4.97431828596686	6.18109318022156	6.19271838014455	6.22486748813228	0	UP_pEhEx_DOWN_CmasM
EHI_013895A	0.218613937087129	10.5924847086767	0.668729697920765	1	12520	10232	10547	12775	1946.20202938453	1374.89011782667	1004.8400116213	1849.36470141604	0	DOWN_pEhEx_UP_CmasM
EHI_013910A	-0.27013967101666	6.82013965300506	0.574818852273029	1	445	1006	1252	879	69.1741136642266	135.177820419628	119.28128326063	127.247872606239	0	UP_pEhEx_DOWN_CmasM
EHI_013930A	0.105056496196584	1.59572719149893	0.882200774246986	1	16	24	26	20	2.48715914298343	3.22491818098516	2.47708735205782	2.89528720378246	0	DOWN_pEhEx_UP_CmasM
EHI_013950A	0.186382591515071	3.19934512797012	0.695261574533196	1	76	54	83	61	11.8140059291713	7.25606590721662	7.90762500849227	8.83062597153649	0	DOWN_pEhEx_UP_CmasM
EHI_014030A	0.106191511829224	6.50002899177321	0.811630361166627	1	722	558	1072	495	112.233056327127	74.979347707905	102.132216977153	71.6583582936158	0	DOWN_pEhEx_UP_CmasM
EHI_014050A	0.0169149908789636	0.756582003691213	1	1	10	10	16	9	1.55447446436464	1.34371590874382	1.5243614474202	1.3028792417021	0	DOWN_pEhEx_UP_CmasM
EHI_014060A	-0.118953203595795	3.27303272171263	0.828986488581494	1	52	74	127	51	8.08326721469614	9.94349772470425	12.0996189888978	7.38298236964526	0	UP_pEhEx_DOWN_CmasM
EHI_014080A	-0.156807314825762	0.834034119228068	0.818925132969805	1	9	11	17	11	1.39902701792818	1.4780874996182	1.61963403788396	1.59240796208035	0	UP_pEhEx_DOWN_CmasM
EHI_014100A	0.246660098914081	0.244262959416642	0.771232320995673	1	8	6	10	5	1.24357957149171	0.806229545246291	0.952725904637623	0.723821800945614	0	DOWN_pEhEx_UP_CmasM
EHI_014190A	0.203286536760435	3.04172448142619	0.703836270291739	1	37	84	74	54	5.75155551814918	11.2872136334481	7.05017169431841	7.81727545021263	0	DOWN_pEhEx_UP_CmasM
EHI_014200A	-0.257000938706952	3.42160951431654	0.618751780793448	1	40	95	135	68	6.21789785745857	12.7653011330663	12.8617997126079	9.84397649286035	0	UP_pEhEx_DOWN_CmasM
EHI_014260.mRNA	-0.0805163016669734	1.73117148678943	0.948782836162804	1	23	18	38	18	3.57529126803868	2.41868863573887	3.62035843762297	2.60575848340421	0	UP_pEhEx_DOWN_CmasM
EHI_014340A	-0.184350431206409	1.63543255854212	0.762576029953816	1	17	20	33	20	2.64260658941989	2.68743181748764	3.14399548530416	2.89528720378246	0	UP_pEhEx_DOWN_CmasM
EHI_014370A	-0.640689960633424	0.373505573683657	0.500434847278038	1	7	4	14	8	1.08813212505525	0.537486363497527	1.33381626649267	1.15811488151298	0	UP_pEhEx_DOWN_CmasM
EHI_015230A	0.267668142175827	2.27987806573712	0.613782564024389	1	39	30	34	36	6.06245041102211	4.03114772623145	3.23926807576792	5.21151696680842	0	DOWN_pEhEx_UP_CmasM
EHI_015330A	-0.308600954364193	1.14316684493396	0.641691924380844	1	13	11	25	13	2.02081680367404	1.4780874996182	2.38181476159406	1.8819366824586	0	UP_pEhEx_DOWN_CmasM
EHI_015370A	0.112015637053605	0.510805784834913	0.898202338193721	1	7	10	14	6	1.08813212505525	1.34371590874382	1.33381626649267	0.868586161134737	0	DOWN_pEhEx_UP_CmasM
EHI_015380A	0.131029458377696	7.94157252463166	0.759673914293808	1	1820	1716	2604	1525	282.914352514365	230.581649940439	248.089825567637	220.765649288412	0	DOWN_pEhEx_UP_CmasM
EHI_015420A	0.0595449872503231	2.23067833113123	0.92831808466945	1	37	25	47	29	5.75155551814918	3.35928977185954	4.47781175179683	4.19816644548456	0	DOWN_pEhEx_UP_CmasM
EHI_015550A	0.0933885706607855	3.46942227809568	0.832048914358189	1	73	82	122	64	11.3476635898619	11.0184704516993	11.623256036579	9.26491905210386	0	DOWN_pEhEx_UP_CmasM
EHI_016000A	0.277182614811503	0.955316942101459	0.691217525129205	1	9	17	18	9	1.39902701792818	2.28431704486449	1.71490662834772	1.3028792417021	0	DOWN_pEhEx_UP_CmasM
EHI_016120A	0.101764128032309	1.63808130489167	0.880027620848699	1	20	21	29	19	3.10894892872929	2.82180340836202	2.76290512344911	2.75052284359333	0	DOWN_pEhEx_UP_CmasM
EHI_016140A	0.0532819865116763	3.43237911622599	0.917271627673073	1	68	81	89	85	10.5704263576796	10.8840988608249	8.47926055127485	12.3049706160754	0	DOWN_pEhEx_UP_CmasM
EHI_016350A	-0.311772001041323	4.39778053793649	0.730917936729447	1	27	245	152	219	4.19708105378454	32.9210397642235	14.4814337504919	31.7033948814179	0	UP_pEhEx_DOWN_CmasM
EHI_016360A	-0.0999540076967216	0.792259001956343	1	1	6	14	18	9	0.932684678618786	1.88120227224134	1.71490662834772	1.3028792417021	0	UP_pEhEx_DOWN_CmasM
EHI_016390A	0.273505417981123	0.699428884995683	0.721868825362869	1	9	12	15	7	1.39902701792818	1.61245909049258	1.42908885695644	1.01335052132386	0	DOWN_pEhEx_UP_CmasM
EHI_016400A	-0.304334652406722	1.31836529307868	0.63138202547584	1	9	19	26	17	1.39902701792818	2.55306022661325	2.47708735205782	2.46099412321509	0	UP_pEhEx_DOWN_CmasM
EHI_016440A	0.24023513229101	1.70812130840642	0.750960545244968	1	32	12	39	12	4.97431828596686	1.61245909049258	3.71563102808673	1.73717232226947	0	DOWN_pEhEx_UP_CmasM
EHI_016460A	-0.257405258070581	4.31930600442915	0.555465979186583	1	101	150	178	180	15.7001920900829	20.1557386311573	16.9585211025497	26.0575848340421	0	UP_pEhEx_DOWN_CmasM
EHI_016480A	0.131757772735757	2.33651487975799	0.789807420897043	1	37	32	42	36	5.75155551814918	4.29989090798022	4.00144879947802	5.21151696680842	0	DOWN_pEhEx_UP_CmasM
EHI_017020A	0.27476872986888	0.0704484809633572	0.773259022876672	1	8	4	10	3	1.24357957149171	0.537486363497527	0.952725904637623	0.434293080567368	0	DOWN_pEhEx_UP_CmasM
EHI_017050A	-0.0418929714245105	1.8244984371131	1	1	21	24	39	20	3.26439637516575	3.22491818098516	3.71563102808673	2.89528720378246	0	UP_pEhEx_DOWN_CmasM
EHI_017150A	0.00295817847218156	1.77460629788452	1	1	20	24	33	22	3.10894892872929	3.22491818098516	3.14399548530416	3.1848159241607	0	DOWN_pEhEx_UP_CmasM
EHI_017590A	0.263805755951943	2.02668423147811	0.673752332043699	1	18	41	49	15	2.79805403585636	5.50923522584965	4.66835693272435	2.17146540283684	0	DOWN_pEhEx_UP_CmasM
EHI_017600A	0.153126863823973	2.78786258225057	0.746270541574826	1	40	58	84	31	6.21789785745857	7.79355227071414	8.00289759895604	4.48769516586281	0	DOWN_pEhEx_UP_CmasM
EHI_017630A	0.115564828049521	1.6124407310857	0.869284181384726	1	23	17	40	10	3.57529126803868	2.28431704486449	3.81090361855049	1.44764360189123	0	DOWN_pEhEx_UP_CmasM
EHI_017640A	-0.346752814213339	1.40636421534827	0.652383109308494	1	5	25	30	17	0.777237232182322	3.35928977185954	2.85817771391287	2.46099412321509	0	UP_pEhEx_DOWN_CmasM
EHI_017740A	-0.318852148308272	0.723746460974479	0.647938741560437	1	10	7	17	10	1.55447446436464	0.940601136120672	1.61963403788396	1.44764360189123	0	UP_pEhEx_DOWN_CmasM
EHI_018960A	0.0878904602713765	0.44268434333999	0.961478594474737	1	0	16	21	0	0	2.14994545399011	2.00072439973901	0	0	DOWN_pEhEx_UP_CmasM
EHI_019140A	0.164244837771187	0.175369099579714	0.889072206497922	1	4	9	12	3	0.621789785745857	1.20934431786944	1.14327108556515	0.434293080567368	0	DOWN_pEhEx_UP_CmasM
EHI_019170A	-0.00177561626868568	2.23144017724303	1	1	25	37	49	29	3.88618616091161	4.97174886235213	4.66835693272435	4.19816644548456	0	UP_pEhEx_DOWN_CmasM
EHI_019180A	-0.41453704430317	0.35424326874804	0.565241919580984	1	6	6	11	9	0.932684678618786	0.806229545246291	1.04799849510139	1.3028792417021	0	UP_pEhEx_DOWN_CmasM
EHI_019190A	-0.355642538325051	0.614631849211249	0.706104706517475	1	11	4	20	6	1.70992191080111	0.537486363497527	1.90545180927525	0.868586161134737	0	UP_pEhEx_DOWN_CmasM
EHI_019610A	0.344376358076398	0.446668402351934	0.727322420336397	1	12	5	10	7	1.86536935723757	0.671857954371909	0.952725904637623	1.01335052132386	0	DOWN_pEhEx_UP_CmasM
EHI_019640A	0.200864705855313	2.59749161436799	0.760792392470942	1	26	62	37	51	4.04163360734807	8.33103863421167	3.52508584715921	7.38298236964526	0	DOWN_pEhEx_UP_CmasM
EHI_020100A	-0.0634653082414046	1.58637579287607	0.951254840307022	1	10	28	30	19	1.55447446436464	3.76240454448269	2.85817771391287	2.75052284359333	0	UP_pEhEx_DOWN_CmasM
EHI_020110A	-0.339859293657814	0.78532601739584	0.665988044570345	1	6	12	15	13	0.932684678618786	1.61245909049258	1.42908885695644	1.8819366824586	0	UP_pEhEx_DOWN_CmasM
EHI_020250A	0.162274817533521	2.59029907068236	0.711827293144966	1	45	39	65	32	6.9951350896409	5.24049204410089	6.19271838014455	4.63245952605193	0	DOWN_pEhEx_UP_CmasM
EHI_020260A	0.153729528409667	1.020955110665	0.803187240787976	1	12	14	25	6	1.86536935723757	1.88120227224134	2.38181476159406	0.868586161134737	0	DOWN_pEhEx_UP_CmasM
EHI_020270A	-0.0241574941832715	3.44370907732971	0.982263882737334	1	69	77	111	75	10.725873804116	10.3466124973274	10.5752575414776	10.8573270141842	0	UP_pEhEx_DOWN_CmasM
EHI_020290A	-0.0328960623621571	4.57708536296877	0.935691999429582	1	136	190	267	154	21.1408527153591	25.5306022661325	25.4377816538245	22.2937114691249	0	UP_pEhEx_DOWN_CmasM
EHI_020310A	0.0767654584938079	9.39424603010748	0.862026324044663	1	4898	4612	7554	4074	761.381592645802	619.721777112649	719.689148363261	589.770003410486	0	DOWN_pEhEx_UP_CmasM
EHI_020320A	-0.125955827780622	1.14310926512625	0.933865283460574	1	11	15	28	9	1.70992191080111	2.01557386311573	2.66763253298535	1.3028792417021	0	UP_pEhEx_DOWN_CmasM
EHI_020330A	0.141554471346997	5.69412712411066	0.760724320828647	1	374	372	670	235	58.1373449672377	49.98623180527	63.8326356107208	34.0196246444438	0	DOWN_pEhEx_UP_CmasM
EHI_020340A	0.0151424322180169	2.0483903243148	1	1	35	18	47	22	5.44066062527625	2.41868863573887	4.47781175179683	3.1848159241607	0	DOWN_pEhEx_UP_CmasM
EHI_020350A	0.00987707596671966	2.8590802891183	1	1	56	40	98	31	8.705057000442	5.37486363497527	9.33671386544871	4.48769516586281	0	DOWN_pEhEx_UP_CmasM
EHI_021190A	-0.00839343729749236	3.7851705638772	1	1	81	107	145	92	12.5912431613536	14.3777602235588	13.8145256172455	13.3183211373993	0	UP_pEhEx_DOWN_CmasM
EHI_021200A	0.26018570502359	2.99044361337523	0.558510759772584	1	57	59	67	53	8.86050444687847	7.92792386158852	6.38326356107208	7.67251109002351	0	DOWN_pEhEx_UP_CmasM
EHI_021230A	9.27612240460821e-06	2.26078426464157	1	1	28	35	44	34	4.352528500221	4.70300568060336	4.19199398040554	4.92198824643017	0	DOWN_pEhEx_UP_CmasM
EHI_021250A	0.142420659109955	0.828170339523484	0.843680276805582	1	13	9	19	7	2.02081680367404	1.20934431786944	1.81017921881148	1.01335052132386	0	DOWN_pEhEx_UP_CmasM
EHI_021340A	0.062815923528007	5.58030597290709	0.874723469907472	1	344	326	482	326	53.4739215741437	43.8051386250485	45.9213886035334	47.193181421654	0	DOWN_pEhEx_UP_CmasM
EHI_021350A	0.123034422811583	1.21841880949072	0.853635296890526	1	15	15	23	12	2.33171169654696	2.01557386311573	2.19126958066653	1.73717232226947	0	DOWN_pEhEx_UP_CmasM
EHI_021360A	0.156780107170687	9.58128926304854	0.753228360673049	1	6601	4381	6385	5804	1026.1085939271	588.681939620667	608.315490111123	840.212346537669	0	DOWN_pEhEx_UP_CmasM
EHI_021370A	-0.140544857961667	3.21633998249432	0.77555080797756	1	50	70	116	54	7.77237232182322	9.40601136120672	11.0516204937964	7.81727545021263	0	UP_pEhEx_DOWN_CmasM
EHI_021410A	-0.0771233996985441	3.75049469647692	0.876926272269401	1	106	69	149	89	16.4774293222652	9.27163977033234	14.1956159791006	12.8840280568319	0	UP_pEhEx_DOWN_CmasM
EHI_021420A	-0.153152650696955	1.67183114676191	0.839972874309983	1	22	16	30	23	3.41984382160222	2.14994545399011	2.85817771391287	3.32958028434982	0	UP_pEhEx_DOWN_CmasM
EHI_021440A	0.252084317192377	2.34830721473552	0.56159988883235	1	36	37	54	25	5.59610807171272	4.97174886235213	5.14471988504317	3.61910900472807	0	DOWN_pEhEx_UP_CmasM
EHI_021450A	0.120723873042738	10.6782232811308	0.787711194825839	1	12412	11046	14642	12052	1929.4137051694	1484.26859279842	1394.98126957041	1744.70006899931	0	DOWN_pEhEx_UP_CmasM
EHI_021500A	-0.383403108648435	0.593118535774626	0.620318326580204	1	7	8	17	8	1.08813212505525	1.07497272699505	1.61963403788396	1.15811488151298	0	UP_pEhEx_DOWN_CmasM
EHI_021570A	-0.00276455447301433	3.31941378346527	1	1	62	73	117	57	9.63774167906079	9.80912613382987	11.1468930842602	8.25156853078	0	UP_pEhEx_DOWN_CmasM
EHI_021680A	-0.146641534366334	2.74106959934755	0.755922758080813	1	28	58	69	48	4.352528500221	7.79355227071414	6.5738087419996	6.94868928907789	0	UP_pEhEx_DOWN_CmasM
EHI_021780A	0.106720390758506	3.31273031447337	0.816381512943785	1	68	71	110	56	10.5704263576796	9.54038295208111	10.4799849510139	8.10680417059087	0	DOWN_pEhEx_UP_CmasM
EHI_022130A	-0.125991297423179	6.38949597716699	0.770652440804559	1	397	730	865	636	61.7126362352763	98.0912613382987	82.4107907511544	92.0701330802821	0	UP_pEhEx_DOWN_CmasM
EHI_022300A	0.319502116152598	1.21414522882375	0.571280610858578	1	14	18	19	13	2.1762642501105	2.41868863573887	1.81017921881148	1.8819366824586	0	DOWN_pEhEx_UP_CmasM
EHI_022490A	0.0800368220340143	3.63742654128422	0.876681191804808	1	86	87	95	102	13.3684803935359	11.6903284060712	9.05089609405742	14.7659647392905	0	DOWN_pEhEx_UP_CmasM
EHI_022610A	0.748617507098592	1.0609117403418	0.652100466889686	1	30	0	24	3	4.66342339309393	0	2.2865421711303	0.434293080567368	0	DOWN_pEhEx_UP_CmasM
EHI_022730A	0.235744475990631	3.97336097581176	0.583868923373243	1	93	141	136	107	14.4566125185912	18.9463943132878	12.9570723030717	15.4897865402361	0	DOWN_pEhEx_UP_CmasM
EHI_022840A	-0.674518018185035	0.906024269078793	0.612417846647238	1	0	18	20	14	0	2.41868863573887	1.90545180927525	2.02670104264772	0	UP_pEhEx_DOWN_CmasM
EHI_022870A	0.257253919190571	1.01862711211671	0.629252837968619	1	12	15	21	8	1.86536935723757	2.01557386311573	2.00072439973901	1.15811488151298	0	DOWN_pEhEx_UP_CmasM
EHI_022900A	0.411446848896667	0.34530150145239	0.864841418039803	1	16	0	0	13	2.48715914298343	0	0	1.8819366824586	0	DOWN_pEhEx_UP_CmasM
EHI_022980A	0.235660741338262	6.73219342825792	0.556080377803504	1	794	789	1021	674	123.425272470553	106.019185199887	97.2733148635013	97.5711787674687	0	DOWN_pEhEx_UP_CmasM
EHI_023010A	0.47712544707765	0.158364932414324	0.561787833443259	1	8	6	10	3	1.24357957149171	0.806229545246291	0.952725904637623	0.434293080567368	0	DOWN_pEhEx_UP_CmasM
EHI_023020A	-0.0919901915265004	6.23574588132129	0.817019806375772	1	440	573	737	586	68.3968764320443	76.9949215710208	70.2158991717928	84.8319150708259	0	UP_pEhEx_DOWN_CmasM
EHI_023040A	-0.0878163720232929	4.27704276747123	0.845747211279343	1	94	167	222	126	14.6120599650276	22.4400556760218	21.1505150829552	18.2403093838295	0	UP_pEhEx_DOWN_CmasM
EHI_023090A	0.191944608658243	4.43901371482673	0.625718702660395	1	156	160	209	139	24.2498016440884	21.4994545399011	19.9119714069263	20.1222460662881	0	DOWN_pEhEx_UP_CmasM
EHI_023120A	0.140096212672616	1.33172677919034	0.817901895041445	1	16	17	29	10	2.48715914298343	2.28431704486449	2.76290512344911	1.44764360189123	0	DOWN_pEhEx_UP_CmasM
EHI_023190A	-0.231568184538755	1.46040711988442	0.69920107818432	1	13	19	33	15	2.02081680367404	2.55306022661325	3.14399548530416	2.17146540283684	0	UP_pEhEx_DOWN_CmasM
EHI_023220A	0.314088681466698	6.13647905224636	0.563742088373757	1	307	801	497	537	47.7223660559945	107.63164429038	47.3504774604899	77.7384614215589	0	DOWN_pEhEx_UP_CmasM
EHI_023270A	0.456643169340564	0.515936214722795	0.55032956768239	1	10	9	14	4	1.55447446436464	1.20934431786944	1.33381626649267	0.579057440756491	0	DOWN_pEhEx_UP_CmasM
EHI_023300A	-0.213719211376907	4.71218373123174	0.590653856985302	1	150	184	265	211	23.3171169654696	24.7243727208862	25.247236472897	30.5452799999049	0	UP_pEhEx_DOWN_CmasM
EHI_023370A	0.161736207363352	3.07558461047015	0.726128023488529	1	47	74	83	52	7.30602998251382	9.94349772470425	7.90762500849227	7.52774672983438	0	DOWN_pEhEx_UP_CmasM
EHI_023430A	-0.0549906082087519	4.40557837716552	0.891446636055745	1	118	169	229	144	18.3427986795028	22.7087988577705	21.8174232162016	20.8460678672337	0	UP_pEhEx_DOWN_CmasM
EHI_023450A	-0.349293769018654	1.80307249072846	0.557349613755608	1	22	17	46	19	3.41984382160222	2.28431704486449	4.38253916133307	2.75052284359333	0	UP_pEhEx_DOWN_CmasM
EHI_023490A	0.201873585401352	4.19062562091355	0.72334816778959	1	93	179	110	160	14.4566125185912	24.0525147665143	10.4799849510139	23.1622976302596	0	DOWN_pEhEx_UP_CmasM
EHI_023500A	-0.224625133314464	9.22210044145389	0.619716073218574	1	4080	3475	6013	4931	634.225581460774	466.941278288477	572.874086458603	713.833060092564	0	UP_pEhEx_DOWN_CmasM
EHI_023600A	0.035497097538684	5.80453030822587	0.932745100019994	1	411	363	537	406	63.8889004853868	48.7768874874006	51.1613810790404	58.7743302367838	0	DOWN_pEhEx_UP_CmasM
EHI_023610A	-0.214154145724448	1.71416447814259	0.680166117030407	1	15	24	32	24	2.33171169654696	3.22491818098516	3.04872289484039	3.47434464453895	0	UP_pEhEx_DOWN_CmasM
EHI_023620A	0.0904268544663823	1.04207781638505	0.921824056473734	1	11	15	21	10	1.70992191080111	2.01557386311573	2.00072439973901	1.44764360189123	0	DOWN_pEhEx_UP_CmasM
EHI_023840A	0.278674211822742	11.3089191918809	0.528976056307997	1	20244	17974	22456	16894	3146.87810565978	2415.19497437614	2139.44129145425	2445.64910103504	0	DOWN_pEhEx_UP_CmasM
EHI_023880A	0.126592251399558	5.65518992610544	0.744632656064951	1	345	380	499	334	53.6293690205802	51.0612045322651	47.5410226414174	48.351296303167	0	DOWN_pEhEx_UP_CmasM
EHI_024220A	-0.132692411257949	3.42158427503492	0.790217524304497	1	45	96	120	72	6.9951350896409	12.8996727239407	11.4327108556515	10.4230339336168	0	UP_pEhEx_DOWN_CmasM
