logFC	logCPM	PValue	FDR	CDC5_1	CDC5_2	pEhEx_1	pEhEx_2	CDC5_1	CDC5_2	pEhEx_1	pEhEx_2	DE	Regulation
EHI_000130A	-2.38460411964346	4.50183631158445	1.64868744215523e-05	0.000598309931298164	51	35	236	368	9.36981267662747	5.00031390578335	22.1610911079759	52.7281093054296	99.94	UP_pEhEx_DOWN_CDC5
EHI_202460A	-1.92642973217407	6.18755977152231	1.68757501508161e-05	0.000607782698613484	159	218	764	1103	29.211768933015	31.1448123274506	71.741837315651	158.041045010568	99.94	UP_pEhEx_DOWN_CDC5
EHI_013220A	-1.54085888645508	7.10124623920798	1.94597792877502e-05	0.000695577373939581	371	503	1690	1738	68.1607941770351	71.8616541316865	158.695949035929	249.025690143578	99.93	UP_pEhEx_DOWN_CDC5
EHI_000140A	-1.42462252570998	4.90689365024606	2.02702198525229e-05	0.000719138993872341	78	124	476	290	14.3303017407244	17.7153978376325	44.6977939296464	41.5520426591701	99.93	UP_pEhEx_DOWN_CDC5
EHI_015440A	-1.58569892428141	5.01081262497145	2.05546374492067e-05	0.00072382775135947	90	107	401	405	16.5349635469897	15.2866739405377	37.6550742978744	58.0295768171168	99.93	UP_pEhEx_DOWN_CDC5
EHI_069280A	-1.61438995371191	3.33743998711286	2.13068672763731e-05	0.00074480034582263	28	31	156	102	5.14421088128567	4.42884945940811	14.6488568340858	14.6148563835702	99.93	UP_pEhEx_DOWN_CDC5
EHI_073540A	2.47123220500326	2.32316978930891	2.19955269246627e-05	0.000763260839414939	28	79	20	7	5.14421088128567	11.286422815911	1.87805856847254	1.00298034004893	99.92	DOWN_pEhEx_UP_CDC5
EHI_171280A	-1.46209894907291	6.92318650956544	2.47396866365877e-05	0.00085226427732129	312	500	1594	1434	57.3212069628975	71.4330557969051	149.681267907261	205.46768680431	99.91	UP_pEhEx_DOWN_CDC5
EHI_113900A	-1.3977893888574	5.92700171391238	2.51619116767069e-05	0.000860573583532837	168	249	824	684	30.865265287714	35.5736617868587	77.3760130210686	98.0055075133529	99.91	UP_pEhEx_DOWN_CDC5
EHI_045280A	-1.88652606964282	2.47627597334273	2.69511027166967e-05	0.0009151824451084	14	13	78	63	2.57210544064283	1.85725945071953	7.3244284170429	9.0268230604404	99.91	UP_pEhEx_DOWN_CDC5
EHI_148470A	-2.06574926058659	5.83442854608932	2.80801384044615e-05	0.000946758709041204	103	173	564	909	18.9233471704437	24.7158373057292	52.9612516309256	130.24416130064	99.91	UP_pEhEx_DOWN_CDC5
EHI_046600A	-1.87830583087499	3.38422022459548	2.84505438432941e-05	0.000952492150922676	25	28	126	139	4.59304542971935	4.00025112462668	11.831768981377	19.9163238952574	99.9	UP_pEhEx_DOWN_CDC5
EHI_057850A	-1.30182222105577	6.29421184077112	3.09165738489861e-05	0.00102781393061594	236	327	1149	798	43.3583488565506	46.7172184911759	107.894464758747	114.339758765578	99.9	UP_pEhEx_DOWN_CDC5
EHI_047920A	-3.22640871823585	0.737572686909247	3.15899441527743e-05	0.0010429069062659	0	3	26	16	0	0.42859833478143	2.4414761390143	2.29252649154042	99.9	UP_pEhEx_DOWN_CDC5
EHI_179990A	-2.41585148307741	1.70722223722416	3.40137005702259e-05	0.00111518022421279	7	4	42	41	1.28605272032142	0.571464446375241	3.94392299379233	5.87459913457232	99.89	UP_pEhEx_DOWN_CDC5
EHI_020080A	-1.4139456304493	6.25677166701388	3.53651564484183e-05	0.00114653441625842	261	246	1073	841	47.95139428627	35.1450634520773	100.757842198552	120.500923711593	99.89	UP_pEhEx_DOWN_CDC5
EHI_110570A	-1.69220487353556	4.87945485086576	3.54523683613773e-05	0.00114653441625842	69	103	341	397	12.6768053860254	14.7152094941624	32.0208985924568	56.8833135713466	99.89	UP_pEhEx_DOWN_CDC5
EHI_092430A	-1.36927773362055	9.83936716524171	3.83932325604874e-05	0.0012332528891389	2451	4002	11807	10693	450.302173929685	571.750178598428	1108.71187589776	1532.12411087761	99.88	UP_pEhEx_DOWN_CDC5
EHI_013340A	-1.57857282202043	3.27759378231532	4.0599359799623e-05	0.00129536480864032	25	33	136	106	4.59304542971935	4.71458168259573	12.7707982656133	15.1879880064553	99.87	UP_pEhEx_DOWN_CDC5
EHI_035510A	-1.53266026625661	3.51488294629364	4.13927687292612e-05	0.00129680165814067	33	37	168	119	6.06281996722954	5.28604612897098	15.7756919751693	17.0506657808319	99.87	UP_pEhEx_DOWN_CDC5
EHI_086080A	-1.97440950939486	5.21574843158775	4.10643702504016e-05	0.00129680165814067	87	97	372	576	15.9837980954233	13.8580128245996	34.9318893735892	82.5309536954551	99.87	UP_pEhEx_DOWN_CDC5
EHI_170300A	-2.10875435114949	2.32316145016893	4.14627370713887e-05	0.00129680165814067	13	8	70	59	2.38838362345406	1.14292889275048	6.57320498965388	8.45369143755529	99.87	UP_pEhEx_DOWN_CDC5
EHI_005020A	-1.46880710531254	7.0109109926941	4.26747782573428e-05	0.00132598624729025	375	473	1570	1609	68.8956814457902	67.5756707838722	147.427597625094	230.542195305533	99.87	UP_pEhEx_DOWN_CDC5
EHI_180000A	-2.02841110086408	2.09815871349172	4.41260991501328e-05	0.00136217841142683	8	11	54	53	1.46977453751019	1.57152722753191	5.07075813487585	7.59399400322764	99.86	UP_pEhEx_DOWN_CDC5
EHI_010030A	-2.30412108082119	5.73999040197479	4.56005016897006e-05	0.0013896460579028	146	63	704	770	26.823385309561	9.00056503041004	66.1076616102334	110.327837405383	99.86	UP_pEhEx_DOWN_CDC5
EHI_138470A	-2.08455801085389	5.90802221517768	4.54858886969328e-05	0.0013896460579028	143	135	574	973	26.2722198579947	19.2869250651644	53.9002809151618	139.414267266802	99.86	UP_pEhEx_DOWN_CDC5
EHI_058090A	-1.50387208866417	8.05875690389986	4.7438445727799e-05	0.00142770437073372	841	862	3209	3393	154.510048255759	123.150588193864	301.334497311419	486.15889911229	99.86	UP_pEhEx_DOWN_CDC5
EHI_098800A	-1.35980467158348	5.70165147585743	4.74499980176541e-05	0.00142770437073372	170	187	699	580	31.2327089220916	26.7159628680425	65.6381469681152	83.1040853183402	99.86	UP_pEhEx_DOWN_CDC5
EHI_039020A	-4.7912724102084	5.82647842890582	4.8524581247878e-05	0.00145085446070699	5	48	248	1359	0.918609085943869	6.85757335650289	23.2879262490595	194.721468875214	99.85	UP_pEhEx_DOWN_CDC5
EHI_196580A	-1.63023467260021	3.1079314414027	5.04858564159437e-05	0.00150006100875873	21	29	118	97	3.85815816096425	4.14311723622049	11.080545553988	13.8984418549638	99.85	UP_pEhEx_DOWN_CDC5
EHI_005070A	-1.56102339139589	3.72310358034985	5.09789769100798e-05	0.00150530469708397	33	48	174	154	6.06281996722954	6.85757335650289	16.3391095457111	22.0655674810765	99.85	UP_pEhEx_DOWN_CDC5
EHI_198930A	-1.52218223780347	6.71497309878777	5.22914447830124e-05	0.00153452795369408	303	367	1232	1361	55.6677106081985	52.4318629549283	115.688407817908	195.008034686657	99.85	UP_pEhEx_DOWN_CDC5
EHI_155420A	-1.46184249800371	6.017325084233	5.32851882366514e-05	0.00155409683973645	181	247	787	804	33.2536489111681	35.2879295636711	73.9016046693944	115.199456199906	99.84	UP_pEhEx_DOWN_CDC5
EHI_167310A	-1.71287848497597	9.01378288900785	5.73488182835982e-05	0.00166241635439162	1298	1711	5302	7576	238.470918711029	244.443916937009	497.87332650207	1085.51129374439	99.83	UP_pEhEx_DOWN_CDC5
EHI_150530A	-1.9139127404451	1.70595941847645	6.33180066661746e-05	0.00182432608297572	6	9	50	31	1.10233090313264	1.28579500434429	4.69514642118135	4.44177007735956	99.82	UP_pEhEx_DOWN_CDC5
EHI_076020A	-1.33864338584442	5.9304166936094	6.58192873475826e-05	0.00188496922921932	191	235	789	696	35.0908670830558	33.5735362245454	74.0894105262416	99.7249023820082	99.81	UP_pEhEx_DOWN_CDC5
EHI_166030A	-1.30690345673614	4.96131110732923	6.89257739374413e-05	0.00196211454669818	93	128	435	327	17.086128998556	18.2868622840077	40.8477738642777	46.8535101708573	99.8	UP_pEhEx_DOWN_CDC5
EHI_148150A	-1.40239509006693	4.28404990667493	7.8413090457688e-05	0.00221890376211815	49	83	278	205	9.00236904224992	11.8578872622862	26.1050141017683	29.3729956728616	99.78	UP_pEhEx_DOWN_CDC5
EHI_158130A	1.70995433229707	2.14090504824284	8.35688290048209e-05	0.00235080599460899	32	50	21	14	5.87909815004076	7.14330557969051	1.97196149689616	2.00596068009787	99.76	DOWN_pEhEx_UP_CDC5
EHI_080100A	2.57694475977202	1.42789786247269	8.79405592927452e-05	0.00245923187575124	26	28	3	9	4.77676724690812	4.00025112462668	0.281708785270881	1.28954615149149	99.75	DOWN_pEhEx_UP_CDC5
EHI_031240A	-1.6841144506814	4.07220975880555	8.97455882674924e-05	0.0024950323194366	42	55	191	226	7.7163163219285	7.85763613765956	17.9354593289127	32.3819366930084	99.75	UP_pEhEx_DOWN_CDC5
EHI_035600A	-1.20338560633258	8.70825096937821	9.26480409201863e-05	0.00256074875892189	1435	1697	5632	4443	263.640807665891	242.443791374696	528.861292881867	636.60595011963	99.74	UP_pEhEx_DOWN_CDC5
EHI_001060A	-3.09717640988645	0.638359436677484	9.85649056472711e-05	0.0026897585662646	0	3	22	16	0	0.42859833478143	2.06586442531979	2.29252649154042	99.73	UP_pEhEx_DOWN_CDC5
EHI_041580A	1.75366446442564	3.14684087937058	9.90129888717511e-05	0.0026897585662646	80	86	30	37	14.6977453751019	12.2864855970677	2.81708785270881	5.30146751168722	99.73	DOWN_pEhEx_UP_CDC5
EHI_163670A	-1.5441917614752	8.35833676732944	9.90000156341089e-05	0.0026897585662646	1009	1046	3643	4428	185.375313543473	149.437952727125	342.088368247273	634.456706533811	99.73	UP_pEhEx_DOWN_CDC5
EHI_141800A	-1.4620534297254	7.17136280166436	9.97351241466605e-05	0.00269398170564332	505	423	1890	1706	92.7795176803308	60.4323652041817	177.476534720655	244.440637160497	99.73	UP_pEhEx_DOWN_CDC5
EHI_051690A	-3.1979471014982	2.44559060484039	0.000107154669387513	0.00287804123315388	0	13	77	77	0	1.85725945071953	7.23052548861927	11.0327837405383	99.71	UP_pEhEx_DOWN_CDC5
EHI_141810A	-1.30718962360906	5.34327522148051	0.000114142913146311	0.00304851353425597	137	148	537	448	25.169888954862	21.1441845158839	50.4258725634877	64.1907417631317	99.7	UP_pEhEx_DOWN_CDC5
EHI_025360A	-1.23311721247011	5.24680044104067	0.000115330118675002	0.0030630133194467	126	152	545	379	23.1489489657855	21.7156489622591	51.1770959908767	54.3042212683637	99.69	UP_pEhEx_DOWN_CDC5
EHI_069950A	-1.9757526866742	2.39472169146225	0.000130246171057703	0.00342130446542305	14	10	66	66	2.57210544064283	1.4286611159381	6.19759327595938	9.45667177760423	99.66	UP_pEhEx_DOWN_CDC5
EHI_125600A	-2.30611485645824	1.6354939587221	0.000130260014354559	0.00342130446542305	8	3	45	34	1.46977453751019	0.42859833478143	4.22563177906321	4.87161879452339	99.66	UP_pEhEx_DOWN_CDC5
EHI_104360A	-1.54889477118691	6.51066884416558	0.00013235474799694	0.0034572223735025	275	294	1006	1231	50.5234997269128	42.0026368085802	94.4663459941687	176.381256942891	99.65	UP_pEhEx_DOWN_CDC5
EHI_007510A	1.29754215827861	12.2750293820845	0.000133510804302412	0.00346178793605796	41255	45584	37214	15620	7579.44356812287	6512.40883089224	3494.50357835685	2238.07898736633	99.65	DOWN_pEhEx_UP_CDC5
EHI_056380A	-1.40433968210819	5.69899009127119	0.000133985902447342	0.00346178793605796	141	214	624	637	25.9047762236171	30.5733478810754	58.5954273363432	91.2712109444529	99.65	UP_pEhEx_DOWN_CDC5
EHI_126860A	-1.4851966962485	3.1140953175751	0.000152685869856917	0.00392361419080963	24	30	120	92	4.40932361253057	4.2859833478143	11.2683514108352	13.1820273263574	99.61	UP_pEhEx_DOWN_CDC5
EHI_025230A	-1.3310829761293	6.48006857806817	0.000154656769706892	0.00393175552506185	260	373	1089	1063	47.7676724690812	53.2890596244912	102.26028905333	152.309728781717	99.61	UP_pEhEx_DOWN_CDC5
EHI_160740A	-1.3310829761293	6.48006857806817	0.000154656769706892	0.00393175552506185	260	373	1089	1063	47.7676724690812	53.2890596244912	102.26028905333	152.309728781717	99.61	UP_pEhEx_DOWN_CDC5
EHI_174910A	-1.56728947917246	6.43328041589861	0.000156099777007011	0.00394733159516666	262	271	940	1181	48.1351161034588	38.7167162419225	88.2687527182093	169.217111656827	99.61	UP_pEhEx_DOWN_CDC5
EHI_007620A	1.31088910045638	10.2203630716606	0.000160249953949713	0.00401093211854831	10224	10657	8869	3753	1878.37185893802	1522.52415125523	832.825072189147	537.740745171949	99.6	DOWN_pEhEx_UP_CDC5
EHI_044550A	1.11000718769379	13.5561346797261	0.000160302293337017	0.00401093211854831	98905	103273	80340	53808	18171.0063290557	14754.2119426276	7544.16126955419	7709.76659105043	99.6	DOWN_pEhEx_UP_CDC5
EHI_062500A	-1.5739796778353	3.56651048216358	0.000191067230429662	0.00475567336891421	39	31	157	137	7.16515087036218	4.42884945940811	14.7427597625094	19.6297580838148	99.52	UP_pEhEx_DOWN_CDC5
EHI_103370A	-2.60856833727149	2.89561969702571	0.000207357870468432	0.00513426727191107	2	24	134	80	0.367443634377548	3.42878667825144	12.582992408766	11.4626324577021	99.49	UP_pEhEx_DOWN_CDC5
EHI_006170A	-1.64603360474605	4.57832911500759	0.000217743838702575	0.00532311155311586	60	82	250	335	11.0233090313264	11.7150211506924	23.4757321059067	47.9997734166275	99.47	UP_pEhEx_DOWN_CDC5
EHI_007930A	-1.39507198572515	4.00433948958995	0.000217289933711646	0.00532311155311586	48	59	201	186	8.81864722506115	8.4291005840348	18.874488613149	26.6506204641574	99.47	UP_pEhEx_DOWN_CDC5
EHI_134840A	-1.96149108040429	2.68877407116255	0.000218343868922506	0.00532311155311586	12	19	69	91	2.20466180626529	2.71445612028239	6.47930206123026	13.0387444206361	99.47	UP_pEhEx_DOWN_CDC5
EHI_005010A	-1.46843860653296	3.99320086600389	0.000224998684732132	0.00545736605722732	38	66	198	190	6.98142905317341	9.42916336519147	18.5927798278781	27.2237520870425	99.45	UP_pEhEx_DOWN_CDC5
EHI_079930A	1.61971653945288	2.01376378233238	0.000231665355470954	0.00559054365435999	33	40	23	11	6.06281996722954	5.71464446375241	2.15976735374342	1.57611196293404	99.44	DOWN_pEhEx_UP_CDC5
EHI_024240A	-1.87100993193928	5.29428065586573	0.000239053659476991	0.00573970251087684	54	163	468	546	9.92097812819379	23.2871761897911	43.9465705022574	78.2324665238168	99.43	UP_pEhEx_DOWN_CDC5
EHI_141940A	-1.20244222169152	10.7557191325581	0.000242676201631318	0.00579740031434817	4985	8249	21731	19399	915.853258686038	1178.50255453734	2040.60453757384	2779.54508808704	99.42	UP_pEhEx_DOWN_CDC5
EHI_030390A	-1.9533579959068	3.81548423086049	0.00024648394231532	0.00585892330883515	21	51	147	209	3.85815816096425	7.28617169128432	13.8037304782732	29.9461272957467	99.41	UP_pEhEx_DOWN_CDC5
EHI_015320A	1.09326797430721	10.4841044691051	0.000252554617446291	0.00597335647432671	11518	12490	9253	6695	2116.1078903803	1784.39773380669	868.88379670382	959.279053803944	99.4	DOWN_pEhEx_UP_CDC5
EHI_165810.mRNA	1.26218139465193	6.38836735139322	0.000262248586883303	0.00617192961407537	648	820	627	275	119.051737538325	117.150211506924	58.8771361216141	39.4027990733509	99.38	DOWN_pEhEx_UP_CDC5
EHI_096360A	-1.46204871565394	5.1358398385462	0.000267947616116846	0.00627498998531767	106	123	390	458	19.47451262201	17.5725317260386	36.6221420852145	65.6235708203445	99.37	UP_pEhEx_DOWN_CDC5
EHI_153260A	-1.78779034099249	2.88616457427593	0.000270263112367504	0.00629819037350545	23	15	95	90	4.2256017953418	2.14299167390715	8.92077820024456	12.8954615149149	99.37	UP_pEhEx_DOWN_CDC5
EHI_074380A	-3.38050455612875	2.13679572452707	0.000275981496301434	0.00640007821179034	8	0	49	71	1.46977453751019	0	4.60124349275772	10.1730863062106	99.36	UP_pEhEx_DOWN_CDC5
EHI_044830A	1.05136433198785	12.432804790887	0.000282140062025127	0.00651113521780318	42177	50178	36062	26602	7748.83508357092	7168.7357475542	3386.32740481283	3811.61185799739	99.35	DOWN_pEhEx_UP_CDC5
EHI_086200A	-1.75414672373172	3.68085219194431	0.000289730426157929	0.00663699561357375	20	53	157	166	3.67443634377548	7.57190391447194	14.7427597625094	23.7849623497318	99.34	UP_pEhEx_DOWN_CDC5
EHI_157010A	1.14238202485043	6.82000857313819	0.000291782095758712	0.00663699561357375	906	1010	787	466	166.451966373029	144.294772709748	73.9016046693944	66.7698340661147	99.34	DOWN_pEhEx_UP_CDC5
EHI_161170A	1.21767353493054	6.62918753180239	0.000290782147155131	0.00663699561357375	866	823	678	385	159.103093685478	117.578809841706	63.666185471219	55.1639187026913	99.34	DOWN_pEhEx_UP_CDC5
EHI_083400A	1.14410217449872	6.08814734466005	0.000299596545480555	0.00678229512959314	496	671	488	270	91.1260213256319	95.8631608794466	45.8246290707299	38.6863845447446	99.32	DOWN_pEhEx_UP_CDC5
EHI_040310A	-1.16238990120588	6.95856254536828	0.000305710143641595	0.00688789584299595	463	477	1757	1241	85.0632013584023	68.1471352302474	164.987445240312	177.814086000104	99.31	UP_pEhEx_DOWN_CDC5
EHI_040400A	-1.30037578628467	5.22528978727101	0.000319070782265443	0.00710914403902824	116	150	446	444	21.3117307938978	21.4299167390715	41.8807060769376	63.6176101402466	99.29	UP_pEhEx_DOWN_CDC5
EHI_187800A	-1.85442832816294	1.98324373358827	0.000318075396504964	0.00710914403902824	10	9	49	47	1.83721817188774	1.28579500434429	4.60124349275772	6.73429656889998	99.29	UP_pEhEx_DOWN_CDC5
EHI_194075A	-1.19192959204678	4.75815014765601	0.000320016159939428	0.00710914403902824	80	124	397	258	14.6977453751019	17.7153978376325	37.2794625841799	36.9669896760892	99.29	UP_pEhEx_DOWN_CDC5
EHI_169310A	1.32540752820795	3.82842764246087	0.000325782121254573	0.00720357304392669	116	133	98	47	21.3117307938978	19.0011928419767	9.20248698551544	6.73429656889998	99.28	DOWN_pEhEx_UP_CDC5
EHI_188170A	-1.44063784042609	5.43605175828863	0.000327622353541118	0.00721072531821517	150	131	510	542	27.5582725783161	18.7154606187891	47.8904934960497	77.6593349009317	99.28	UP_pEhEx_DOWN_CDC5
EHI_162230A	-2.3551702610209	2.49091904032556	0.000330650754517864	0.00724384187547431	5	17	55	88	0.918609085943869	2.42872389709477	5.16466106329948	12.6088957034723	99.28	UP_pEhEx_DOWN_CDC5
EHI_169280A	-1.15777338809744	6.51309965654381	0.000340831270000597	0.00743262319992128	315	383	1184	978	57.8723724144638	54.7177207404293	111.181067253574	140.130681795408	99.26	UP_pEhEx_DOWN_CDC5
EHI_050740A	-1.12495104998534	5.60510472228802	0.000348490823947891	0.00749649491877046	168	209	734	443	30.865265287714	29.8590173231063	68.9247494629421	63.4743272345253	99.25	UP_pEhEx_DOWN_CDC5
EHI_182950A	-2.12814264623304	2.02667444839309	0.000346396201858423	0.00749649491877046	8	9	42	58	1.46977453751019	1.28579500434429	3.94392299379233	8.31040853183402	99.25	UP_pEhEx_DOWN_CDC5
EHI_192420A	2.56244410508211	0.621413129998125	0.000348293967771141	0.00749649491877046	16	13	6	1	2.93954907502038	1.85725945071953	0.563417570541761	0.143282905721276	99.25	DOWN_pEhEx_UP_CDC5
EHI_014250A	1.58748599961759	5.12478532457542	0.000397962994486356	0.0085122400584423	315	326	117	167	57.8723724144638	46.5743523795821	10.9866426255643	23.9282452554531	99.15	DOWN_pEhEx_UP_CDC5
EHI_067520A	-1.22293379720854	8.2463173384275	0.000399291025038416	0.0085122400584423	924	1358	3611	3562	169.758959082427	194.012179544394	339.083474537717	510.373710179186	99.15	UP_pEhEx_DOWN_CDC5
EHI_030150A	2.10799428972645	1.03421813359527	0.00040671060297738	0.00863170627926101	16	22	5	7	2.93954907502038	3.14305445506382	0.469514642118135	1.00298034004893	99.14	DOWN_pEhEx_UP_CDC5
EHI_131150A	-1.35203663608884	3.33781371114765	0.000411217347318587	0.00868856564067806	30	38	134	108	5.51165451566322	5.42891224056478	12.582992408766	15.4745538178978	99.13	UP_pEhEx_DOWN_CDC5
EHI_103400A	2.08348960176114	0.869047964407949	0.000429483834059888	0.009034363482835	18	15	7	4	3.30699270939793	2.14299167390715	0.657320498965388	0.573131622885105	99.1	DOWN_pEhEx_UP_CDC5
EHI_196370A	-2.1648922637757	2.12292420524465	0.00044406696127742	0.00929997503926367	8	10	42	65	1.46977453751019	1.4286611159381	3.94392299379233	9.31338887188295	99.07	UP_pEhEx_DOWN_CDC5
EHI_006960A	-2.23668221623956	0.994818910782229	0.000456828155158513	0.00952526776150688	3	4	25	22	0.551165451566322	0.571464446375241	2.34757321059067	3.15222392586808	99.05	UP_pEhEx_DOWN_CDC5
EHI_174670A	-1.33173780953128	5.38315916745359	0.000461892022389642	0.00958879770497972	149	138	502	498	27.3745507611273	19.7155233999458	47.1392700686607	71.3548870491955	99.04	UP_pEhEx_DOWN_CDC5
EHI_190440A	-1.3260118324854	3.9327366773024	0.000482992877726546	0.00998325278570434	44	62	188	175	8.08375995630605	8.85769891881623	17.6537505436419	25.0745085012233	99	UP_pEhEx_DOWN_CDC5
EHI_012570A	-1.32617920862796	3.99593177979493	0.000497765087554192	0.0102216645816733	50	60	195	184	9.18609085943869	8.57196669562861	18.3110710426072	26.3640546527148	98.98	UP_pEhEx_DOWN_CDC5
EHI_068560A	-1.36783183439361	2.94511839646969	0.000498827552155702	0.0102216645816733	21	30	115	72	3.85815816096425	4.2859833478143	10.7988367687171	10.3163692119319	98.98	UP_pEhEx_DOWN_CDC5
EHI_048990A	1.04966921936798	13.2013409490486	0.000507753224480599	0.0102931398602116	77714	77874	61717	45200	14277.7573010084	11125.5555742564	5795.40703352098	6476.38733860168	98.97	DOWN_pEhEx_UP_CDC5
EHI_087610A	1.58624212919607	2.15942358060332	0.000510976232017234	0.0102931398602116	40	40	28	11	7.34887268755096	5.71464446375241	2.62928199586155	1.57611196293404	98.97	DOWN_pEhEx_UP_CDC5
EHI_105120A	-1.57408991089074	2.18792204720762	0.000510830534919863	0.0102931398602116	12	14	61	48	2.20466180626529	2.00012556231334	5.72807863384124	6.87757947462126	98.97	UP_pEhEx_DOWN_CDC5
EHI_159330A	1.58624212919607	2.15942358060332	0.000510976232017234	0.0102931398602116	40	40	28	11	7.34887268755096	5.71464446375241	2.62928199586155	1.57611196293404	98.97	DOWN_pEhEx_UP_CDC5
EHI_087650A	2.71984881756906	0.741371727436733	0.000518356304084232	0.010389935600462	21	11	5	2	3.85815816096425	1.57152722753191	0.469514642118135	0.286565811442552	98.96	DOWN_pEhEx_UP_CDC5
EHI_130480A	1.85282447219094	1.21261513853697	0.000520152434352117	0.010389935600462	17	25	8	8	3.12327089220916	3.57165278984525	0.751223427389015	1.14626324577021	98.96	DOWN_pEhEx_UP_CDC5
EHI_063340A	-1.54081105816283	2.1699892277627	0.000527773157697816	0.0104543066320642	13	13	64	44	2.38838362345406	1.85725945071953	6.00978741911212	6.30444785173615	98.95	UP_pEhEx_DOWN_CDC5
EHI_087380A	-1.54081105816283	2.1699892277627	0.000527773157697816	0.0104543066320642	13	13	64	44	2.38838362345406	1.85725945071953	6.00978741911212	6.30444785173615	98.95	UP_pEhEx_DOWN_CDC5
EHI_165770A	-1.29844846460665	3.21898287951716	0.000538099538396318	0.0106146274088635	29	35	132	91	5.32793269847444	5.00031390578335	12.3951865519188	13.0387444206361	98.94	UP_pEhEx_DOWN_CDC5
EHI_131940A	-1.06544480627721	9.53099890745615	0.000541967345771974	0.0106467469495866	2639	3300	9329	7855	484.841875561174	471.458168259573	876.020419264015	1125.48722444062	98.94	UP_pEhEx_DOWN_CDC5
EHI_161870A	-1.529645408046	3.08196155417801	0.00055259296905475	0.0108108105962398	15	38	125	86	2.75582725783161	5.42891224056478	11.7378660529534	12.3223298920297	98.92	UP_pEhEx_DOWN_CDC5
EHI_068140A	1.64990976983012	1.86476484026754	0.000566917830650463	0.0110456039627553	33	32	15	14	6.06281996722954	4.57171557100192	1.4085439263544	2.00596068009787	98.9	DOWN_pEhEx_UP_CDC5
EHI_127380A	-1.34581785495759	4.44706610462355	0.000577231861270595	0.0112006541570629	72	77	254	264	13.2279708375917	11.0006905927234	23.8513438196012	37.8266871104169	98.88	UP_pEhEx_DOWN_CDC5
EHI_170580A	-1.29582791441357	8.70906171739114	0.000583388166557816	0.0112740948935604	936	2183	6302	4164	171.963620888692	311.876721609288	591.776254925697	596.630019423394	98.87	UP_pEhEx_DOWN_CDC5
EHI_044770A	-1.10924326693466	9.82403964106162	0.000599597482866322	0.0114563652041558	3029	4139	10867	10162	556.493384264796	591.32283588678	1020.44312317955	1456.04088793961	98.85	UP_pEhEx_DOWN_CDC5
EHI_169580A	-1.2317434448583	4.21723310558748	0.00059950605914854	0.0114563652041558	56	80	236	203	10.2884217625713	11.4292889275048	22.1610911079759	29.0864298614191	98.85	UP_pEhEx_DOWN_CDC5
EHI_170470A	1.84135432067483	1.0782837035264	0.000600049418560118	0.0114563652041558	16	22	11	4	2.93954907502038	3.14305445506382	1.0329322126599	0.573131622885105	98.85	DOWN_pEhEx_UP_CDC5
EHI_054940A	1.33454721627562	2.74378073659717	0.000618949237492898	0.0117699387001649	54	62	38	27	9.92097812819379	8.85769891881623	3.56831128009782	3.86863845447446	98.82	DOWN_pEhEx_UP_CDC5
EHI_026360A	-1.92987195775134	2.46540536582881	0.000623114969127249	0.0118019464670555	9	18	57	78	1.65349635469896	2.57159000868858	5.35246692014673	11.1760666462595	98.82	UP_pEhEx_DOWN_CDC5
EHI_135080A	-1.1032487967825	11.974667894552	0.000634210794051744	0.0119644369639762	14561	17063	47527	45516	2675.17338008574	2437.72446212518	4462.92447918972	6521.66473680961	98.8	UP_pEhEx_DOWN_CDC5
EHI_006810A	-1.13313507038353	5.79361128926048	0.000644917321181016	0.0120877492046172	196	231	699	599	36.0094761689997	33.0020717781701	65.6381469681152	85.8264605270444	98.79	UP_pEhEx_DOWN_CDC5
EHI_058800A	3.24927914725117	-0.220589592386968	0.000649851764264105	0.0120877492046172	7	8	2	0	1.28605272032142	1.14292889275048	0.187805856847254	0	98.79	DOWN_pEhEx_UP_CDC5
EHI_081130A	-2.08474934857586	3.69662642833816	0.00065091792098906	0.0120877492046172	11	52	160	180	2.02093998907651	7.42903780287813	15.0244685477803	25.7909230298297	98.79	UP_pEhEx_DOWN_CDC5
EHI_187760A	-1.48043089094905	2.7764682656062	0.000650375832094893	0.0120877492046172	15	28	87	77	2.75582725783161	4.00025112462668	8.16955477285554	11.0327837405383	98.79	UP_pEhEx_DOWN_CDC5
EHI_030170A	-1.4544043030011	3.70462659692802	0.00065452698429381	0.0121074758106334	42	41	151	161	7.7163163219285	5.85751057534622	14.1793421919677	23.0685478211255	98.79	UP_pEhEx_DOWN_CDC5
EHI_152670A	-1.10929899840733	5.17639783824895	0.00066193291478777	0.0121970119259731	111	174	523	340	20.3931217079539	24.858703417323	49.1112315655569	48.7161879452339	98.78	UP_pEhEx_DOWN_CDC5
EHI_016370A	1.09491154649403	8.3085848970784	0.000669840882556146	0.0122477829064304	2600	2701	2381	1260	477.676724690812	385.881367414881	223.582872576656	180.536461208808	98.78	DOWN_pEhEx_UP_CDC5
EHI_108690A	1.09491154649403	8.3085848970784	0.000669840882556146	0.0122477829064304	2600	2701	2381	1260	477.676724690812	385.881367414881	223.582872576656	180.536461208808	98.78	DOWN_pEhEx_UP_CDC5
EHI_193300A	1.53909070010213	2.04713938911911	0.000681225164139982	0.0124082162081283	35	38	18	17	6.43026360160709	5.42891224056478	1.69025271162528	2.43580939726169	98.76	DOWN_pEhEx_UP_CDC5
