logFC	logCPM	PValue	FDR	EhMyb10_1	EhMyb10_2	pEhEx_1	pEhEx_2	EhMyb10_1	EhMyb10_2	pEhEx_1	pEhEx_2	DE	Regulation
EHI_163700A	-0.482707977510427	3.87846991623121	0.305440531520497	0.859200214841253	118	66	198	105	15.5274072524981	8.59231736134062	18.6151491566855	15.0425799003732	14.08	UP_pEhEx_DOWN_EhMyb10
EHI_175020A	-0.484579396072898	6.03307571323795	0.306910985390912	0.859200214841253	501	329	652	635	65.9256867245892	42.8314001800161	61.2983699502978	90.9717927308287	14.08	UP_pEhEx_DOWN_EhMyb10
EHI_177470A	0.52060023148724	11.3974859006538	0.306518551513747	0.859200214841253	18378	30260	24258	15016	2418.32788547805	3939.44732354799	2280.63781940847	2151.23218841909	14.08	DOWN_pEhEx_UP_EhMyb10
EHI_098020A	1.16659818292107	1.27125492636374	0.307523371597788	0.859563539552364	9	37	26	1	1.18429377349561	4.81690518741823	2.44441352562537	0.14326266571784	14.04	DOWN_pEhEx_UP_EhMyb10
EHI_044830A	0.480390762552698	12.0742493066036	0.308360866295356	0.8613913961453	40323	36416	36062	26602	5306.03086985152	4740.87619743303	3390.40156004239	3811.07343342599	13.86	DOWN_pEhEx_UP_EhMyb10
EHI_025720A	0.538328995185789	1.28609660641479	0.309096462089909	0.862932597613291	20	20	21	11	2.63176394110137	2.60373253373958	1.97433400146665	1.57588932289624	13.71	DOWN_pEhEx_UP_EhMyb10
EHI_000280A	-0.469119014526231	2.92348277878819	0.311171867492441	0.86330889515973	40	54	74	71	5.26352788220273	7.03007784109687	6.95717695754914	10.1716492659667	13.67	UP_pEhEx_DOWN_EhMyb10
EHI_014240A	0.427817619393556	3.56052256184526	0.310663403644758	0.86330889515973	93	110	122	57	12.2377023261214	14.3205289355677	11.4699403894729	8.1659719459169	13.67	DOWN_pEhEx_UP_EhMyb10
EHI_033710A	-0.626418169122879	12.0452524541672	0.311099974080468	0.86330889515973	30314	20408	31107	51199	3988.96460552734	2656.84867742787	2924.5527516011	7334.90522208771	13.67	UP_pEhEx_DOWN_EhMyb10
EHI_035540A	-0.449050228739916	2.59807799124343	0.311254773196306	0.86330889515973	33	42	71	47	4.34241050281725	5.46783832085312	6.6751292430539	6.7333452887385	13.67	UP_pEhEx_DOWN_EhMyb10
EHI_069620A	0.701006984429074	0.630601049971505	0.309422748080361	0.86330889515973	10	15	13	5	1.31588197055068	1.95279940030469	1.22220676281269	0.716313328589202	13.67	DOWN_pEhEx_UP_EhMyb10
EHI_087870A	0.500033740103202	2.34513235786301	0.311120885868871	0.86330889515973	36	51	51	22	4.73717509398246	6.63951796103593	4.794811146419	3.15177864579249	13.67	DOWN_pEhEx_UP_EhMyb10
EHI_120860A	0.641830762493799	0.551778336262213	0.310733636225128	0.86330889515973	10	13	11	6	1.31588197055068	1.69242614693073	1.0341749531492	0.859575994307043	13.67	DOWN_pEhEx_UP_EhMyb10
EHI_164440A	0.515738005987537	7.63731047137153	0.309874561235806	0.86330889515973	1329	2252	1485	1311	174.880713886186	293.180283299077	139.613618675142	187.817354756089	13.67	DOWN_pEhEx_UP_EhMyb10
EHI_168300A	0.385066140227641	4.55555184639006	0.310189794239395	0.86330889515973	203	200	225	134	26.7124040021789	26.0373253373958	21.1535785871427	19.1971972061906	13.67	DOWN_pEhEx_UP_EhMyb10
EHI_182720A	0.391170297566081	4.12208305418015	0.310852698506916	0.86330889515973	142	156	165	99	18.6855239818197	20.3091137631687	15.5126242972379	14.1830039060662	13.67	DOWN_pEhEx_UP_EhMyb10
EHI_182820A	0.389230601348818	4.00951037896829	0.310949298441634	0.86330889515973	141	134	146	96	18.5539357847646	17.4450079760552	13.7263221054348	13.7532159089127	13.67	DOWN_pEhEx_UP_EhMyb10
EHI_181600A	0.525523328091836	1.56063677076705	0.312414432576299	0.865502321180974	19	30	23	16	2.5001757440463	3.90559880060937	2.16236581113014	2.29220265148545	13.45	DOWN_pEhEx_UP_EhMyb10
EHI_185410A	0.458015172321739	6.63551104912219	0.312385900566495	0.865502321180974	720	1036	991	516	94.7435018796492	134.87334524771	93.1697616882594	73.9235355104057	13.45	DOWN_pEhEx_UP_EhMyb10
EHI_104490A	-0.80188326178573	4.29552129679031	0.312713110833597	0.865547280365585	185	30	271	166	24.3438164551876	3.90559880060937	25.4783102094029	23.7816025091615	13.45	UP_pEhEx_DOWN_EhMyb10
EHI_201510A	-0.390029425918116	3.89871518775617	0.312799528553171	0.865547280365585	97	97	186	110	12.7640551143416	12.628102788637	17.4869582987046	15.7588932289624	13.45	UP_pEhEx_DOWN_EhMyb10
EHI_027550A	-0.536453659169494	3.07849719024042	0.313490905200244	0.865696773211771	70	32	97	72	9.21117379385478	4.16597205398333	9.11954276867928	10.3149119316845	13.43	UP_pEhEx_DOWN_EhMyb10
EHI_037130A	-0.853764287072863	11.6702749879991	0.313960346901009	0.865696773211771	30446	4895	40091	32268	4006.33424753861	637.263537632763	3769.19164060949	4622.79969738328	13.43	UP_pEhEx_DOWN_EhMyb10
EHI_103800A	-0.462500647182667	4.31957478911337	0.313935197750057	0.865696773211771	160	93	211	181	21.0541115288109	12.1073562818891	19.8373559194982	25.9305424949291	13.43	UP_pEhEx_DOWN_EhMyb10
EHI_136160A	0.511473939514605	9.01602454697895	0.313902607532237	0.865696773211771	5066	4224	3469	3681	666.625806280976	549.9083111258	326.141173861324	527.349872507371	13.43	DOWN_pEhEx_UP_EhMyb10
EHI_163620A	0.611019004918249	1.86702264025711	0.313478113013542	0.865696773211771	45	18	34	15	5.92146886747808	2.34335928036562	3.19654076427933	2.14893998576761	13.43	DOWN_pEhEx_UP_EhMyb10
EHI_187120A	-0.460246795558316	2.74721229193647	0.313849486047796	0.865696773211771	49	34	70	59	6.44782165569835	4.42634530735729	6.58111333822216	8.45249727735259	13.43	UP_pEhEx_DOWN_EhMyb10
EHI_012010A	-0.449934116591701	2.38226238388985	0.314672022821821	0.867149620142575	32	32	54	45	4.21082230576219	4.16597205398333	5.07685886091424	6.44681995730282	13.29	UP_pEhEx_DOWN_EhMyb10
EHI_005460A	0.464160716388991	8.60613481460672	0.318230553370037	0.867765887358484	3070	3834	3320	2391	403.97576495906	499.135526717878	312.132804041394	342.541033731356	13.22	DOWN_pEhEx_UP_EhMyb10
EHI_012020A	0.46973352292538	7.73158282704705	0.317294772005861	0.867765887358484	1565	2206	1752	1336	205.935528391182	287.191698471476	164.715865265217	191.398921399035	13.22	DOWN_pEhEx_UP_EhMyb10
EHI_013870A	-0.419752448425498	2.48756713266705	0.318930114696554	0.867765887358484	37	33	65	43	4.86876329103753	4.29615868067031	6.11103381406343	6.16029462586714	13.22	UP_pEhEx_DOWN_EhMyb10
EHI_014110A	-1.07675120049913	10.0540550970812	0.319305092613153	0.867765887358484	9730	668	13354	11368	1280.35315734581	86.964666626902	1255.48839312312	1628.60998388041	13.22	UP_pEhEx_DOWN_EhMyb10
EHI_019620A	-0.441567005528546	2.5952737611182	0.320059927022879	0.867765887358484	40	35	69	48	5.26352788220273	4.55653193404427	6.48709743339041	6.87660795445634	13.22	UP_pEhEx_DOWN_EhMyb10
EHI_021420A	0.460494060613749	1.94607086344423	0.315250835824151	0.867765887358484	28	36	30	23	3.68446951754191	4.68671856073125	2.82047714495235	3.29504131151033	13.22	DOWN_pEhEx_UP_EhMyb10
EHI_045540A	0.522315978939062	5.41155486509539	0.316976309471229	0.867765887358484	252	512	292	294	33.1602256578772	66.6555528637333	27.4526442108696	42.1192237210451	13.22	DOWN_pEhEx_UP_EhMyb10
EHI_049330A	0.437010956750512	6.83218248523643	0.319789271049991	0.867765887358484	873	1127	960	719	114.876496029075	146.720328276225	90.2552686384753	103.005856651127	13.22	DOWN_pEhEx_UP_EhMyb10
EHI_067830A	0.535170828383045	2.56940017524777	0.316785177102886	0.867765887358484	69	34	53	30	9.07958559679972	4.42634530735729	4.98284295608249	4.29787997153521	13.22	DOWN_pEhEx_UP_EhMyb10
EHI_068230A	-0.484235441641544	6.86921440856081	0.319047260570435	0.867765887358484	942	542	1395	984	123.956081625874	70.5611516643427	131.152187240284	140.970463066355	13.22	UP_pEhEx_DOWN_EhMyb10
EHI_077230A	0.582943040189662	1.42287765882965	0.317158448209109	0.867765887358484	16	29	27	9	2.10541115288109	3.77541217392239	2.53842943045712	1.28936399146056	13.22	DOWN_pEhEx_UP_EhMyb10
EHI_101390A	-0.70945688802815	0.856343160182324	0.315314777503496	0.867765887358484	14	4	20	14	1.84223475877096	0.520746506747916	1.8803180966349	2.00567732004977	13.22	UP_pEhEx_DOWN_EhMyb10
EHI_103660A	0.626465389653056	0.883459430639681	0.318123027096792	0.867765887358484	11	19	17	6	1.44747016760575	2.4735459070526	1.59827038213967	0.859575994307043	13.22	DOWN_pEhEx_UP_EhMyb10
EHI_106270A	0.682805228757533	1.72429395487775	0.317386347724264	0.867765887358484	14	44	27	15	1.84223475877096	5.72821157422708	2.53842943045712	2.14893998576761	13.22	DOWN_pEhEx_UP_EhMyb10
EHI_107300A	0.696761534028197	3.11088343104603	0.316043604776153	0.867765887358484	55	104	106	19	7.23735083802876	13.5394091754458	9.96568591216498	2.72199064863897	13.22	DOWN_pEhEx_UP_EhMyb10
EHI_116830A	-0.540139886288558	7.86166594831203	0.320073034523234	0.867765887358484	1671	1220	1970	2552	219.883877279019	158.827684558114	185.211332518538	365.606322911929	13.22	UP_pEhEx_DOWN_EhMyb10
EHI_126260A	0.590616355966199	4.87051634728688	0.316462971713235	0.867765887358484	167	367	336	102	21.9752289081964	47.7784919941213	31.5893440234664	14.6127919032197	13.22	DOWN_pEhEx_UP_EhMyb10
EHI_140560A	0.790374514940589	0.65246371706352	0.315787767983699	0.867765887358484	7	19	14	4	0.921117379385478	2.4735459070526	1.31622266764443	0.573050662871362	13.22	DOWN_pEhEx_UP_EhMyb10
EHI_141910A	-0.548322952357465	2.60087825348023	0.318720597154763	0.867765887358484	49	23	81	43	6.44782165569835	2.99429241380052	7.61528829137136	6.16029462586714	13.22	UP_pEhEx_DOWN_EhMyb10
EHI_152970A	0.402435166856399	4.98990522813439	0.316724837025492	0.867765887358484	244	305	269	203	32.1075200814367	39.7069211395286	25.2902783997394	29.0823211407216	13.22	DOWN_pEhEx_UP_EhMyb10
EHI_153190A	-0.452402921393453	6.31013326631167	0.318712439117483	0.867765887358484	474	547	760	778	62.3728054041024	71.2120847977776	71.4520876721263	111.45835392848	13.22	UP_pEhEx_DOWN_EhMyb10
EHI_164460A	0.665698917270191	0.9517510626087	0.318358038075286	0.867765887358484	11	21	18	6	1.44747016760575	2.73391916042656	1.69228628697141	0.859575994307043	13.22	DOWN_pEhEx_UP_EhMyb10
EHI_170080A	0.409858398364579	4.42934198665518	0.315754622856056	0.867765887358484	161	211	218	112	21.185699725866	27.4693782309526	20.4954672533204	16.0454185603981	13.22	DOWN_pEhEx_UP_EhMyb10
EHI_176980A	-0.534074063083795	6.49141394242448	0.319978677378391	0.867765887358484	756	362	927	874	99.4806769736317	47.1275588606864	87.1527437790277	125.211569837393	13.22	UP_pEhEx_DOWN_EhMyb10
EHI_177550A	0.921979347645781	0.298681626156622	0.319648995909175	0.867765887358484	9	11	12	1	1.18429377349561	1.43205289355677	1.12819085798094	0.14326266571784	13.22	DOWN_pEhEx_UP_EhMyb10
EHI_182560A	0.648955057268953	1.99159143197939	0.319420221354405	0.867765887358484	24	46	44	11	3.15811672932164	5.98858482760104	4.13669981259679	1.57588932289624	13.22	DOWN_pEhEx_UP_EhMyb10
EHI_198700A	0.778487684288608	0.748491372387041	0.317484563924104	0.867765887358484	10	18	17	3	1.31588197055068	2.34335928036562	1.59827038213967	0.429787997153521	13.22	DOWN_pEhEx_UP_EhMyb10
EHI_199120A	0.416896386446995	5.96219060524215	0.319837367890406	0.867765887358484	478	608	601	348	62.8991581923227	79.1534690256833	56.5035588038788	49.8554076698085	13.22	DOWN_pEhEx_UP_EhMyb10
EHI_027690A	0.700575430149624	0.239495437690975	0.32197185892495	0.869289372515876	10	8	10	3	1.31588197055068	1.04149301349583	0.940159048317451	0.429787997153521	13.07	DOWN_pEhEx_UP_EhMyb10
EHI_045410A	-0.736588540924921	0.283428397780952	0.322154511339533	0.869289372515876	5	6	11	10	0.657940985275342	0.781119760121874	1.0341749531492	1.4326266571784	13.07	UP_pEhEx_DOWN_EhMyb10
EHI_060110A	-0.836035910616089	1.05552797224046	0.320906919037521	0.869289372515876	17	3	20	20	2.23699934993616	0.390559880060937	1.8803180966349	2.86525331435681	13.07	UP_pEhEx_DOWN_EhMyb10
EHI_105340A	-0.584847053658959	0.853998911239853	0.321807008143367	0.869289372515876	9	10	20	13	1.18429377349561	1.30186626686979	1.8803180966349	1.86241465433193	13.07	UP_pEhEx_DOWN_EhMyb10
EHI_108610A	-0.438574852481001	7.33773195389555	0.321953561250216	0.869289372515876	1109	986	2075	1233	145.931310534071	128.364013913361	195.083002525871	176.642866830097	13.07	UP_pEhEx_DOWN_EhMyb10
EHI_128100A	-0.634741073356155	8.34753741652819	0.321546643904109	0.869289372515876	2857	1030	3275	3379	375.94747898633	134.092225487588	307.902088323965	484.084547460583	13.07	UP_pEhEx_DOWN_EhMyb10
EHI_152150A	-0.601518208796534	1.57050964917927	0.321389306402863	0.869289372515876	18	15	21	33	2.36858754699123	1.95279940030469	1.97433400146665	4.72766796868873	13.07	UP_pEhEx_DOWN_EhMyb10
EHI_163530A	-0.411527015518151	6.26077976318924	0.322302047342345	0.869289372515876	539	463	954	592	70.9260382126818	60.2764081560713	89.6911732094849	84.8114981049615	13.07	UP_pEhEx_DOWN_EhMyb10
EHI_178670A	0.399812975494474	4.73415702100738	0.321275440516205	0.869289372515876	196	263	252	152	25.7912866227934	34.2390828186755	23.6920080175998	21.7759251891117	13.07	DOWN_pEhEx_UP_EhMyb10
EHI_143110A	-0.412644005865549	6.48871692855996	0.322508832163035	0.869347472338382	585	589	1018	760	76.979095277215	76.6799231186307	95.7081911187165	108.879625945559	13.07	UP_pEhEx_DOWN_EhMyb10
EHI_164430A	0.462289678052749	5.19726385852109	0.322883953211995	0.869809426884577	266	380	248	266	35.0024604166482	49.4709181410521	23.3159443982728	38.1078690809456	13.02	DOWN_pEhEx_UP_EhMyb10
EHI_191800A	-0.547181894401956	4.25258520494005	0.323050890914089	0.869809426884577	169	64	221	167	22.2384053023065	8.33194410796666	20.7775149678157	23.9248651748794	13.02	UP_pEhEx_DOWN_EhMyb10
EHI_024350A	0.706282782739231	1.3805817852333	0.324442500023471	0.870417559792445	15	30	28	6	1.97382295582602	3.90559880060937	2.63244533528886	0.859575994307043	12.96	DOWN_pEhEx_UP_EhMyb10
EHI_091560A	-0.41849423485914	2.89556061956727	0.324472368935425	0.870417559792445	44	50	81	62	5.78988067042301	6.50933133434895	7.61528829137136	8.88228527450611	12.96	UP_pEhEx_DOWN_EhMyb10
EHI_110180A	-0.535565715684668	6.0878837113418	0.323634940903116	0.870417559792445	480	365	521	779	63.1623345864328	47.5181187407474	48.9822864173392	111.601616594198	12.96	UP_pEhEx_DOWN_EhMyb10
EHI_111830A	0.479192830539759	2.91620910141408	0.323652828336255	0.870417559792445	82	48	63	44	10.7902321585156	6.248958080975	5.92300200439994	6.30355729158498	12.96	DOWN_pEhEx_UP_EhMyb10
EHI_126270A	0.706292720941269	2.02721610538193	0.323887485559714	0.870417559792445	17	56	40	14	2.23699934993616	7.29045109447083	3.76063619326981	2.00567732004977	12.96	DOWN_pEhEx_UP_EhMyb10
EHI_164880A	-0.520406148648779	3.16162319665475	0.324575054258849	0.870417559792445	65	44	142	49	8.55323280857944	5.72821157422708	13.3502584861078	7.01987062017418	12.96	UP_pEhEx_DOWN_EhMyb10
EHI_178920A	-0.42224268247196	5.78454246854284	0.324332289992354	0.870417559792445	411	305	606	480	54.0827489896331	39.7069211395286	56.9736383280375	68.7660795445634	12.96	UP_pEhEx_DOWN_EhMyb10
EHI_050550A	-0.49017005916913	10.7449589247695	0.325139930033417	0.871181945083254	12358	9434	17967	16195	1626.16693920653	1228.18063616496	1689.18376211196	2320.13887130043	12.88	UP_pEhEx_DOWN_EhMyb10
EHI_057700A	-0.458775160870909	8.00387288796495	0.325231358999757	0.871181945083254	1797	1502	2764	2331	236.463990107958	195.540313283843	259.859960954944	333.945273788286	12.88	UP_pEhEx_DOWN_EhMyb10
EHI_009700A	0.43497728117902	3.23918114983315	0.325974670781375	0.872192960127711	77	85	100	43	10.1322911732403	11.0658632683932	9.40159048317451	6.16029462586714	12.78	DOWN_pEhEx_UP_EhMyb10
EHI_023240A	0.501040759415416	2.97661893168146	0.327467290804395	0.872192960127711	61	76	89	29	8.02688002035917	9.89418362821041	8.36741553002532	4.15461730581737	12.78	DOWN_pEhEx_UP_EhMyb10
EHI_056700A	0.405429939607402	5.15903832707522	0.326547637641998	0.872192960127711	333	285	370	183	43.8188696193378	37.103188605789	34.7858847877457	26.2170678263648	12.78	DOWN_pEhEx_UP_EhMyb10
EHI_066520A	-0.576812456486118	1.19380729386163	0.326938701186234	0.872192960127711	10	15	30	14	1.31588197055068	1.95279940030469	2.82047714495235	2.00567732004977	12.78	UP_pEhEx_DOWN_EhMyb10
EHI_073580A	0.537728985876322	2.37718403712997	0.326941207130132	0.872192960127711	34	56	56	19	4.47399869987232	7.29045109447083	5.26489067057773	2.72199064863897	12.78	DOWN_pEhEx_UP_EhMyb10
EHI_074750A	1.38590991309821	1.51763833993478	0.327332311864479	0.872192960127711	11	47	30	0	1.44747016760575	6.11877145428802	2.82047714495235	0	12.78	DOWN_pEhEx_UP_EhMyb10
EHI_080740A	-0.404264507889556	3.29869616891117	0.327444667540439	0.872192960127711	68	58	105	84	8.94799739974465	7.55082434784479	9.87167000733324	12.0340639202986	12.78	UP_pEhEx_DOWN_EhMyb10
EHI_111070A	0.443274460746873	7.61732840720414	0.327096989305657	0.872192960127711	1875	1577	1656	1234	246.727869478253	205.304310285366	155.69033840137	176.786129495815	12.78	DOWN_pEhEx_UP_EhMyb10
EHI_163590A	-0.442126049004788	3.50663067427264	0.327289546122713	0.872192960127711	63	81	106	110	8.2900564144693	10.5451167616453	9.96568591216498	15.7588932289624	12.78	UP_pEhEx_DOWN_EhMyb10
EHI_167090A	-0.461574529302112	4.57174758630447	0.326686574692501	0.872192960127711	198	104	265	207	26.0544630169035	13.5394091754458	24.9142147804125	29.655371803593	12.78	UP_pEhEx_DOWN_EhMyb10
EHI_103410A	0.414500484256303	6.54013287775413	0.328433395681691	0.873774334429805	887	733	826	569	116.718730787846	95.4267973615557	77.6571373910215	81.5164567934512	12.62	DOWN_pEhEx_UP_EhMyb10
EHI_136610A	-0.455260941195443	2.04437533635831	0.328400079758108	0.873774334429805	25	25	55	26	3.28970492637671	3.25466566717448	5.17087476574598	3.72482930866385	12.62	UP_pEhEx_DOWN_EhMyb10
EHI_044910A	-0.685520133354361	3.56426764606388	0.329206913196802	0.873791364014728	108	27	184	78	14.2115252819474	3.51503892054844	17.2989264890411	11.1744879259916	12.62	UP_pEhEx_DOWN_EhMyb10
EHI_055670A	0.458812125703958	11.0580186774604	0.329802474539459	0.873791364014728	17760	19963	18004	13253	2337.00637969801	2598.91562855216	1692.66235059074	1898.66010875854	12.62	DOWN_pEhEx_UP_EhMyb10
EHI_088050A	0.422148868582957	4.47674859056817	0.329078822939146	0.873791364014728	169	217	244	102	22.2384053023065	28.2504979910745	22.9398807789458	14.6127919032197	12.62	DOWN_pEhEx_UP_EhMyb10
EHI_091490A	-0.445002201838314	2.92519969180127	0.329464496889165	0.873791364014728	43	52	73	71	5.65829247336794	6.76970458772291	6.86316105271739	10.1716492659667	12.62	UP_pEhEx_DOWN_EhMyb10
EHI_146320A	-0.512000037753205	1.6024665154102	0.330115509993205	0.873791364014728	22	13	32	25	2.8949403352115	1.69242614693073	3.00850895461584	3.58156664294601	12.62	UP_pEhEx_DOWN_EhMyb10
EHI_173480A	-0.708152142162731	5.86282137757604	0.329991679146462	0.873791364014728	551	119	740	518	72.5050965773427	15.4922085757505	69.5717695754914	74.2100608418413	12.62	UP_pEhEx_DOWN_EhMyb10
EHI_176850A	0.76544375245104	1.94632822704311	0.329326914834221	0.873791364014728	14	56	21	24	1.84223475877096	7.29045109447083	1.97433400146665	3.43830397722817	12.62	DOWN_pEhEx_UP_EhMyb10
EHI_194600A	0.427371428178523	2.37657517543834	0.329409907877092	0.873791364014728	39	48	47	28	5.13193968514766	6.248958080975	4.41874752709202	4.01135464009953	12.62	DOWN_pEhEx_UP_EhMyb10
EHI_199065A	0.623264317730475	0.390253579250381	0.32964457710999	0.873791364014728	10	10	10	5	1.31588197055068	1.30186626686979	0.940159048317451	0.716313328589202	12.62	DOWN_pEhEx_UP_EhMyb10
EHI_153150A	0.384108331539808	3.73953744534944	0.330567432963583	0.874494342107155	108	119	113	85	14.2115252819474	15.4922085757505	10.6237972459872	12.1773265860164	12.55	DOWN_pEhEx_UP_EhMyb10
EHI_152610A	-0.506529166596767	9.8125239867912	0.331359236692448	0.876095153688822	7206	4127	10802	7642	948.224547978822	537.280208337163	1015.55980399251	1094.81329141574	12.39	UP_pEhEx_DOWN_EhMyb10
EHI_197510A	-0.444381668333507	7.17749558336249	0.331957995178365	0.877184049195983	1091	778	1837	1120	143.56272298708	101.28519556247	172.707217175916	160.454185603981	12.28	UP_pEhEx_DOWN_EhMyb10
EHI_035390A	0.691323965949873	0.590751628445468	0.332501647287149	0.877656720557722	14	10	10	7	1.84223475877096	1.30186626686979	0.940159048317451	1.00283866002488	12.23	DOWN_pEhEx_UP_EhMyb10
EHI_170040A	-0.413157243006817	3.074147472776	0.332510899030818	0.877656720557722	54	53	88	73	7.10576264097369	6.89989121440989	8.27339962519357	10.4581745974024	12.23	UP_pEhEx_DOWN_EhMyb10
EHI_190870A	-0.472362593418256	2.39373770910892	0.332702893254544	0.877669858371879	39	25	67	37	5.13193968514766	3.25466566717448	6.29906562372692	5.3007186315601	12.23	UP_pEhEx_DOWN_EhMyb10
EHI_038640A	-0.728500660529503	0.994781488985929	0.333106144919817	0.87774684902229	16	4	18	19	2.10541115288109	0.520746506747916	1.69228628697141	2.72199064863897	12.23	UP_pEhEx_DOWN_EhMyb10
EHI_069360A	0.511154076755766	3.0418835576649	0.333101777838067	0.87774684902229	53	91	89	33	6.97417444391862	11.8469830285151	8.36741553002532	4.72766796868873	12.23	DOWN_pEhEx_UP_EhMyb10
EHI_007340A	-0.599961286445033	0.799103761819728	0.334645030255747	0.878141728181365	10	8	16	15	1.31588197055068	1.04149301349583	1.50425447730792	2.14893998576761	12.19	UP_pEhEx_DOWN_EhMyb10
EHI_050360A	-0.440064686975582	2.03769044295924	0.334357843543974	0.878141728181365	27	23	50	29	3.55288132048684	2.99429241380052	4.70079524158726	4.15461730581737	12.19	UP_pEhEx_DOWN_EhMyb10
EHI_092380A	-0.546428659179217	1.12969641358765	0.333578961743288	0.878141728181365	10	14	22	18	1.31588197055068	1.82261277361771	2.06834990629839	2.57872798292113	12.19	UP_pEhEx_DOWN_EhMyb10
EHI_101260A	-0.660562468150454	0.75442260455667	0.335331790839174	0.878141728181365	9	8	23	9	1.18429377349561	1.04149301349583	2.16236581113014	1.28936399146056	12.19	UP_pEhEx_DOWN_EhMyb10
EHI_104370A	0.521619445933991	1.19047651012978	0.334782931476425	0.878141728181365	17	20	20	10	2.23699934993616	2.60373253373958	1.8803180966349	1.4326266571784	12.19	DOWN_pEhEx_UP_EhMyb10
EHI_127330A	0.450772276623115	11.3329158824411	0.335367889973932	0.878141728181365	22187	23340	22288	15802	2919.5473280608	3038.55586687409	2095.42648688994	2263.83664367331	12.19	DOWN_pEhEx_UP_EhMyb10
EHI_136480A	-0.523804948512675	1.22001151883208	0.335501410319452	0.878141728181365	14	12	25	18	1.84223475877096	1.56223952024375	2.35039762079363	2.57872798292113	12.19	UP_pEhEx_DOWN_EhMyb10
EHI_140310A	0.702350265656009	0.238862478379961	0.334615709229957	0.878141728181365	7	11	10	3	0.921117379385478	1.43205289355677	0.940159048317451	0.429787997153521	12.19	DOWN_pEhEx_UP_EhMyb10
EHI_184570A	0.702350265656009	0.238862478379961	0.334615709229957	0.878141728181365	7	11	10	3	0.921117379385478	1.43205289355677	0.940159048317451	0.429787997153521	12.19	DOWN_pEhEx_UP_EhMyb10
EHI_188280A	0.385337417847535	3.41134778459789	0.333745366500199	0.878141728181365	95	85	93	65	12.5008787202315	11.0658632683932	8.7434791493523	9.31207327165963	12.19	DOWN_pEhEx_UP_EhMyb10
EHI_191900A	-0.716073457338731	2.95086639755677	0.335122365688538	0.878141728181365	25	62	46	101	3.28970492637671	8.0715708545927	4.32473162226028	14.4695292375019	12.19	UP_pEhEx_DOWN_EhMyb10
EHI_197400A	-0.488193446521896	2.24449923840849	0.335230757651949	0.878141728181365	36	21	58	35	4.73717509398246	2.73391916042656	5.45292248024122	5.01419330012442	12.19	UP_pEhEx_DOWN_EhMyb10
EHI_031410A	0.456870945126296	8.03881916899864	0.336390802898064	0.878610984194528	2548	2095	2730	1300	335.286726096314	272.740982909221	256.663420190664	186.241465433193	12.14	DOWN_pEhEx_UP_EhMyb10
EHI_056130A	0.513720003397187	2.27591377626818	0.33686017040513	0.878610984194528	41	42	55	16	5.3951160792578	5.46783832085312	5.17087476574598	2.29220265148545	12.14	DOWN_pEhEx_UP_EhMyb10
EHI_075210A	0.456870945126296	8.03881916899864	0.336390802898064	0.878610984194528	2548	2095	2730	1300	335.286726096314	272.740982909221	256.663420190664	186.241465433193	12.14	DOWN_pEhEx_UP_EhMyb10
EHI_077640A	0.470991376679735	2.36259741585574	0.337372584575379	0.878610984194528	40	47	35	35	5.26352788220273	6.11877145428802	3.29055666911108	5.01419330012442	12.14	DOWN_pEhEx_UP_EhMyb10
EHI_136410A	-0.412526372774894	3.82769922980781	0.338114518954894	0.878610984194528	71	112	155	121	9.34276199090985	14.5809021889417	14.5724652489205	17.3347825518587	12.14	UP_pEhEx_DOWN_EhMyb10
EHI_148020A	-0.381660717377785	4.66028068390496	0.336776725537391	0.878610984194528	186	146	292	204	24.4754046522427	19.0072474962989	27.4526442108696	29.2255838064394	12.14	UP_pEhEx_DOWN_EhMyb10
EHI_152710A	-0.393170397649537	6.2194252532719	0.337268313619045	0.878610984194528	497	484	922	572	65.399333936369	63.0103273164979	86.682664254869	81.9462447906047	12.14	UP_pEhEx_DOWN_EhMyb10
EHI_169990A	-0.364724796724471	4.3964285410754	0.337482880884107	0.878610984194528	137	141	250	163	18.0275829965444	18.3563143628641	23.5039762079363	23.351814512008	12.14	UP_pEhEx_DOWN_EhMyb10
EHI_170330A	-0.455831500800325	2.22407715555165	0.336658694414509	0.878610984194528	31	26	61	31	4.07923410870712	3.38485229386146	5.73497019473645	4.44114263725305	12.14	UP_pEhEx_DOWN_EhMyb10
EHI_176150A	-0.503300684828401	2.80051835027895	0.337937969159431	0.878610984194528	27	58	78	59	3.55288132048684	7.55082434784479	7.33324057687612	8.45249727735259	12.14	UP_pEhEx_DOWN_EhMyb10
EHI_178530A	-0.435903879842665	2.0088356823109	0.336972495820037	0.878610984194528	28	21	48	29	3.68446951754191	2.73391916042656	4.51276343192377	4.15461730581737	12.14	UP_pEhEx_DOWN_EhMyb10
EHI_192750A	0.545472205920903	2.01016842171374	0.337673767958547	0.878610984194528	23	46	39	17	3.02652853226657	5.98858482760104	3.66662028843806	2.43546531720329	12.14	DOWN_pEhEx_UP_EhMyb10
EHI_198590A	0.469434052878504	1.58069596541559	0.337765854311572	0.878610984194528	20	29	26	15	2.63176394110137	3.77541217392239	2.44441352562537	2.14893998576761	12.14	DOWN_pEhEx_UP_EhMyb10
