logFC	logCPM	PValue	FDR	EhMyb10_1	EhMyb10_2	pEhEx_1	pEhEx_2	EhMyb10_1	EhMyb10_2	pEhEx_1	pEhEx_2	DE	Regulation
EHI_109940A	0.910050283688111	0.23718765462756	0.227931024170816	0.788849776131003	8	11	10	2	1.05270557644055	1.43205289355677	0.940159048317451	0.286525331435681	21.12	DOWN_pEhEx_UP_EhMyb10
EHI_009640A	-0.70417625348947	2.90560438908054	0.228448368813523	0.789144687042831	60	24	76	76	7.8952918233041	3.1244790404875	7.14520876721263	10.8879625945559	21.09	UP_pEhEx_DOWN_EhMyb10
EHI_176170A	-0.532965151018887	2.21952840759744	0.228428310407865	0.789144687042831	27	28	56	36	3.55288132048684	3.64522554723541	5.26489067057773	5.15745596584226	21.09	UP_pEhEx_DOWN_EhMyb10
EHI_193090A	0.6253332395779	1.72206327594533	0.228520696716643	0.789144687042831	22	35	28	15	2.8949403352115	4.55653193404427	2.63244533528886	2.14893998576761	21.09	DOWN_pEhEx_UP_EhMyb10
EHI_123280A	0.674283247510415	1.96134765888677	0.228739493670437	0.789319443967179	22	47	35	16	2.8949403352115	6.11877145428802	3.29055666911108	2.29220265148545	21.07	DOWN_pEhEx_UP_EhMyb10
EHI_006190A	0.489784471814428	4.01665777761677	0.22917294536331	0.790234116524624	119	166	142	92	15.6589954495531	21.6109800300385	13.3502584861078	13.1801652460413	20.98	DOWN_pEhEx_UP_EhMyb10
EHI_098550A	-0.671660533717348	4.62325744696699	0.229510970843484	0.790238434459627	198	89	229	269	26.0544630169035	11.5866097751411	21.5296422064696	38.5376570780991	20.98	UP_pEhEx_DOWN_EhMyb10
EHI_120350A	-0.660306847105352	2.10965515201471	0.229361800955672	0.790238434459627	33	15	47	39	4.34241050281725	1.95279940030469	4.41874752709202	5.58724396299578	20.98	UP_pEhEx_DOWN_EhMyb10
EHI_051790A	0.542983379284407	3.33528419017635	0.230021216805007	0.791414641104029	69	110	94	50	9.07958559679972	14.3205289355677	8.83749505418404	7.16313328589202	20.86	DOWN_pEhEx_UP_EhMyb10
EHI_092620A	-0.484926216893292	4.50569764704627	0.230987342757107	0.794156483193482	158	128	310	162	20.7909351347008	16.6638882159333	29.144930497841	23.2085518462902	20.58	UP_pEhEx_DOWN_EhMyb10
EHI_151300A	-0.563677003574105	2.58743861587084	0.231346642970517	0.794809513514375	39	32	83	41	5.13193968514766	4.16597205398333	7.80332010103485	5.87376929443146	20.52	UP_pEhEx_DOWN_EhMyb10
EHI_103570A	0.908034150828551	1.82204027775767	0.232028195102507	0.79656790023121	19	47	37	7	2.5001757440463	6.11877145428802	3.47858847877457	1.00283866002488	20.34	DOWN_pEhEx_UP_EhMyb10
EHI_023030A	0.923889690881412	0.828213064309467	0.232239436173147	0.79671028798288	11	20	17	3	1.44747016760575	2.60373253373958	1.59827038213967	0.429787997153521	20.33	DOWN_pEhEx_UP_EhMyb10
EHI_010690A	0.893383436711705	0.41498880377247	0.232669171622388	0.797276629204244	8	14	11	3	1.05270557644055	1.82261277361771	1.0341749531492	0.429787997153521	20.27	DOWN_pEhEx_UP_EhMyb10
EHI_023360A	-0.56965503558517	6.82743970415612	0.232914182535482	0.797276629204244	700	694	1070	1189	92.1117379385478	90.3495189207635	100.597018169967	170.339309538512	20.27	UP_pEhEx_DOWN_EhMyb10
EHI_186360A	-0.486165417215897	4.36563342550958	0.232913540314896	0.797276629204244	151	108	266	157	19.8698177553153	14.0601556821937	25.0082306852442	22.4922385177009	20.27	UP_pEhEx_DOWN_EhMyb10
EHI_074770A	-0.659360189279064	1.68267257958303	0.233318079133788	0.797497567569093	14	21	28	33	1.84223475877096	2.73391916042656	2.63244533528886	4.72766796868873	20.25	UP_pEhEx_DOWN_EhMyb10
EHI_136990A	-0.811880101648609	1.04239819379216	0.233318593708154	0.797497567569093	5	15	26	15	0.657940985275342	1.95279940030469	2.44441352562537	2.14893998576761	20.25	UP_pEhEx_DOWN_EhMyb10
EHI_099230A	0.952274260482181	0.342908928310203	0.233607711432733	0.79790465047585	8	13	11	2	1.05270557644055	1.69242614693073	1.0341749531492	0.286525331435681	20.21	DOWN_pEhEx_UP_EhMyb10
EHI_069290A	0.561815532319873	2.15346636549318	0.234246450071275	0.799504429225087	41	36	44	18	5.3951160792578	4.68671856073125	4.13669981259679	2.57872798292113	20.05	DOWN_pEhEx_UP_EhMyb10
EHI_015230A	0.616572826370531	2.45328779754784	0.23449473147047	0.799770185167817	37	60	34	36	4.86876329103753	7.81119760121874	3.19654076427933	5.15745596584226	20.02	DOWN_pEhEx_UP_EhMyb10
EHI_060400A	0.588792712844325	5.59893109477472	0.23474608497014	0.800046025246816	292	595	393	280	38.42375354008	77.4610428787526	36.9482505988758	40.1135464009953	20	DOWN_pEhEx_UP_EhMyb10
EHI_023230A	0.596805857444688	13.490811661009	0.235692485544983	0.802106479088183	83034	128983	104004	59678	10926.2943542705	16791.8616699666	9778.03016612082	8549.62936470928	19.79	DOWN_pEhEx_UP_EhMyb10
EHI_118150A	0.473376690878393	5.31417006280689	0.235578486394182	0.802106479088183	319	384	354	230	41.9766348605668	49.9916646478	33.2816303104378	32.9504131151033	19.79	DOWN_pEhEx_UP_EhMyb10
EHI_113900A	-0.954432672565548	6.06044678996022	0.236102543266113	0.80274435829945	589	100	824	684	77.5054480654352	13.0186626686979	77.469105581358	97.9916633510029	19.73	UP_pEhEx_DOWN_EhMyb10
EHI_126150A	0.513391245480319	2.2459164784089	0.236222024038257	0.80274435829945	41	40	38	27	5.3951160792578	5.20746506747916	3.57260438360631	3.86809197438169	19.73	DOWN_pEhEx_UP_EhMyb10
EHI_103620A	0.595354812701644	1.53018979913983	0.236930933121258	0.803989059391226	21	28	26	12	2.76335213815643	3.64522554723541	2.44441352562537	1.71915198861409	19.6	DOWN_pEhEx_UP_EhMyb10
EHI_104530A	-0.647419532358389	1.07515866926955	0.236802384991841	0.803989059391226	10	12	20	19	1.31588197055068	1.56223952024375	1.8803180966349	2.72199064863897	19.6	UP_pEhEx_DOWN_EhMyb10
EHI_136330A	0.643556576959793	0.882841218840093	0.237105776252198	0.804001017306043	15	15	13	9	1.97382295582602	1.95279940030469	1.22220676281269	1.28936399146056	19.6	DOWN_pEhEx_UP_EhMyb10
EHI_023080A	-0.562740492117025	3.48727113638601	0.238455898379135	0.805590003408636	88	47	138	92	11.579761340846	6.11877145428802	12.9741948667808	13.1801652460413	19.44	UP_pEhEx_DOWN_EhMyb10
EHI_050130A	-0.852035305650776	6.90057881363547	0.238604326600896	0.805590003408636	1028	267	1199	1356	135.27266657261	34.7598293254234	112.725069893262	194.264174713392	19.44	UP_pEhEx_DOWN_EhMyb10
EHI_052790A	0.806247940840725	0.206754047896319	0.238338996403206	0.805590003408636	10	8	9	3	1.31588197055068	1.04149301349583	0.846143143485706	0.429787997153521	19.44	DOWN_pEhEx_UP_EhMyb10
EHI_104350A	0.562887789322237	1.43419300867063	0.238190382952548	0.805590003408636	21	24	21	14	2.76335213815643	3.1244790404875	1.97433400146665	2.00567732004977	19.44	DOWN_pEhEx_UP_EhMyb10
EHI_112490A	0.751270813242704	4.29801954530975	0.237882744006662	0.805590003408636	153	220	238	45	20.1329941494255	28.6410578711354	22.3757853499553	6.44681995730282	19.44	DOWN_pEhEx_UP_EhMyb10
EHI_131880A	-0.580151473601481	2.7974734532811	0.238585959795098	0.805590003408636	41	41	61	73	5.3951160792578	5.33765169416614	5.73497019473645	10.4581745974024	19.44	UP_pEhEx_DOWN_EhMyb10
EHI_044920A	0.473806000863926	4.0743917859746	0.238993712739988	0.805745326069515	166	129	148	97	21.8436407111413	16.7940748426203	13.9143539150983	13.8964785746305	19.43	DOWN_pEhEx_UP_EhMyb10
EHI_079240A	0.60560699548333	1.63426465402815	0.238939714587277	0.805745326069515	21	32	24	16	2.76335213815643	4.16597205398333	2.25638171596188	2.29220265148545	19.43	DOWN_pEhEx_UP_EhMyb10
EHI_001100A	0.610986808619726	1.77695590902275	0.239374664248685	0.805871807259024	23	36	25	19	3.02652853226657	4.68671856073125	2.35039762079363	2.72199064863897	19.41	DOWN_pEhEx_UP_EhMyb10
EHI_140660A	-0.739185937334954	3.74423650610033	0.239296515058936	0.805871807259024	116	34	185	108	15.2642308583879	4.42634530735729	17.3929423938729	15.4723678975268	19.41	UP_pEhEx_DOWN_EhMyb10
EHI_044940A	0.470311105754507	5.08026599808436	0.239643621951651	0.806198937504728	328	268	293	201	43.1609286340624	34.8900159521104	27.5466601157013	28.7957958092859	19.38	DOWN_pEhEx_UP_EhMyb10
EHI_096380A	-0.627935705841472	3.13197738949482	0.240124515470337	0.807238073855509	70	32	100	79	9.21117379385478	4.16597205398333	9.40159048317451	11.3177505917094	19.28	UP_pEhEx_DOWN_EhMyb10
EHI_107130A	-0.732438334002685	4.09628311874232	0.240707458234046	0.808618540796263	68	126	119	217	8.94799739974465	16.4035149625594	11.1878926749777	31.0879984607714	19.14	UP_pEhEx_DOWN_EhMyb10
EHI_152320A	0.510339444551906	3.05268303183352	0.240940200749787	0.808821432130722	63	82	77	42	8.2900564144693	10.6753033883323	7.23922467204437	6.0170319601493	19.12	DOWN_pEhEx_UP_EhMyb10
EHI_140740A	-0.532473388942545	6.08658640955607	0.241397649243592	0.80977781837039	493	352	706	655	64.8729811481487	45.8256925938166	66.3752288112121	93.8370460451855	19.02	UP_pEhEx_DOWN_EhMyb10
EHI_121800A	-0.60878372536249	8.84835623696445	0.24184660642351	0.810704374246808	3490	2078	5130	4402	459.242807722188	270.527810255543	482.301591786852	630.642254489934	18.93	UP_pEhEx_DOWN_EhMyb10
EHI_050340A	-0.566225788289751	2.31159256661579	0.244783510420147	0.811949960724547	24	34	49	47	3.15811672932164	4.42634530735729	4.60677933675551	6.7333452887385	18.81	UP_pEhEx_DOWN_EhMyb10
EHI_065880A	0.717039989712381	1.11851087361747	0.243398879333834	0.811949960724547	15	22	21	6	1.97382295582602	2.86410578711354	1.97433400146665	0.859575994307043	18.81	DOWN_pEhEx_UP_EhMyb10
EHI_068570A	0.562493654220543	1.62823315688668	0.243804836092626	0.811949960724547	23	29	22	18	3.02652853226657	3.77541217392239	2.06834990629839	2.57872798292113	18.81	DOWN_pEhEx_UP_EhMyb10
EHI_087010A	0.925103179825974	1.15317049785474	0.244986393434042	0.811949960724547	11	29	10	13	1.44747016760575	3.77541217392239	0.940159048317451	1.86241465433193	18.81	DOWN_pEhEx_UP_EhMyb10
EHI_097170A	-0.899093358510952	3.96253298080896	0.244250647079014	0.811949960724547	138	25	189	155	18.1591711935994	3.25466566717448	17.7690060131998	22.2057131862653	18.81	UP_pEhEx_DOWN_EhMyb10
EHI_105170A	0.838854639590261	1.41920895844411	0.242698386585297	0.811949960724547	15	33	27	6	1.97382295582602	4.29615868067031	2.53842943045712	0.859575994307043	18.81	DOWN_pEhEx_UP_EhMyb10
EHI_108670A	-0.550041377060086	1.76512953068076	0.242464228218264	0.811949960724547	20	19	40	26	2.63176394110137	2.4735459070526	3.76063619326981	3.72482930866385	18.81	UP_pEhEx_DOWN_EhMyb10
EHI_111820A	0.914543120105532	0.23697668086388	0.244475297727233	0.811949960724547	7	12	10	2	0.921117379385478	1.56223952024375	0.940159048317451	0.286525331435681	18.81	DOWN_pEhEx_UP_EhMyb10
EHI_114430A	-0.808873242261754	0.764312729202241	0.244351511535452	0.811949960724547	7	9	26	8	0.921117379385478	1.17167964018281	2.44441352562537	1.14610132574272	18.81	UP_pEhEx_DOWN_EhMyb10
EHI_131540A	-0.524575643618523	2.16275823139934	0.244874824078117	0.811949960724547	23	30	57	32	3.02652853226657	3.90559880060937	5.35890657540947	4.58440530297089	18.81	UP_pEhEx_DOWN_EhMyb10
EHI_131910A	0.711797002276818	2.85381945039417	0.244271125161112	0.811949960724547	48	85	81	20	6.31623345864328	11.0658632683932	7.61528829137136	2.86525331435681	18.81	DOWN_pEhEx_UP_EhMyb10
EHI_140320A	-0.496878705032541	2.84712324955208	0.244396348909278	0.811949960724547	44	44	89	55	5.78988067042301	5.72821157422708	8.36741553002532	7.87944661448122	18.81	UP_pEhEx_DOWN_EhMyb10
EHI_142740A	0.656913643014778	1.21486509334795	0.243888807340219	0.811949960724547	16	23	15	13	2.10541115288109	2.99429241380052	1.41023857247618	1.86241465433193	18.81	DOWN_pEhEx_UP_EhMyb10
EHI_161650A	-0.604136931727724	3.84639786439981	0.244092795907324	0.811949960724547	119	52	168	128	15.6589954495531	6.76970458772291	15.7946720117332	18.3376212118836	18.81	UP_pEhEx_DOWN_EhMyb10
EHI_166870A	-0.465883673084557	3.56935747911926	0.242933713321552	0.811949960724547	75	74	126	106	9.86911477913013	9.63381037483645	11.8460040087999	15.1858425660911	18.81	UP_pEhEx_DOWN_EhMyb10
EHI_182670A	0.583851143274779	10.1054366383513	0.24352689843193	0.811949960724547	11544	8630	7878	7137	1519.05414680371	1123.51058830863	740.657298264488	1022.46564522823	18.81	DOWN_pEhEx_UP_EhMyb10
EHI_067890A	0.537858008479409	2.53652954449017	0.245354834221939	0.812597203248808	49	52	59	24	6.44782165569835	6.76970458772291	5.54693838507296	3.43830397722817	18.74	DOWN_pEhEx_UP_EhMyb10
EHI_021360A	0.562502442339976	9.79241449924347	0.245944038175882	0.813405740902129	8119	8035	6385	5804	1068.3645718901	1046.04954542988	600.291552350693	831.496511826346	18.66	DOWN_pEhEx_UP_EhMyb10
EHI_063140A	-1.43397083094159	0.430635387466938	0.24594560970384	0.813405740902129	9	0	12	15	1.18429377349561	0	1.12819085798094	2.14893998576761	18.66	UP_pEhEx_DOWN_EhMyb10
EHI_155780A	0.47040186080645	5.21929735041106	0.246616336323539	0.815049624201669	352	305	367	192	46.319045363384	39.7069211395286	34.5038370732505	27.5064318178254	18.5	DOWN_pEhEx_UP_EhMyb10
EHI_188780A	-0.953740348825887	3.68857813187754	0.246814257361031	0.815129704289457	114	17	160	128	15.0010544642778	2.21317265367864	15.0425447730792	18.3376212118836	18.49	UP_pEhEx_DOWN_EhMyb10
EHI_064550A	-0.71871747271017	3.17308238157262	0.247805126965574	0.817206936597442	76	25	103	85	10.0007029761852	3.25466566717448	9.68363819766975	12.1773265860164	18.28	UP_pEhEx_DOWN_EhMyb10
EHI_112870A	-0.490462458916544	4.5036190853928	0.247926047709492	0.817206936597442	137	148	219	223	18.0275829965444	19.2676207496729	20.5894831581522	31.9475744550784	18.28	UP_pEhEx_DOWN_EhMyb10
EHI_171070A	0.491692196754831	3.51420876073473	0.247965624912584	0.817206936597442	82	118	93	69	10.7902321585156	15.3620219490635	8.7434791493523	9.88512393453099	18.28	DOWN_pEhEx_UP_EhMyb10
EHI_051750A	0.896371509165817	1.34257212259761	0.248870663754346	0.817481578388832	9	37	16	12	1.18429377349561	4.81690518741823	1.50425447730792	1.71915198861409	18.25	DOWN_pEhEx_UP_EhMyb10
EHI_067200A	-0.772281312963131	0.584490342954393	0.24837682894858	0.817481578388832	6	8	13	14	0.78952918233041	1.04149301349583	1.22220676281269	2.00567732004977	18.25	UP_pEhEx_DOWN_EhMyb10
EHI_068640A	0.473250975010926	3.93033984858669	0.248954863966336	0.817481578388832	114	153	145	80	15.0010544642778	19.9185538831078	13.632306200603	11.4610132574272	18.25	DOWN_pEhEx_UP_EhMyb10
EHI_079260A	-0.670307745938047	0.901024518325328	0.248567001782152	0.817481578388832	11	8	21	14	1.44747016760575	1.04149301349583	1.97433400146665	2.00567732004977	18.25	UP_pEhEx_DOWN_EhMyb10
EHI_096350A	-0.681416304927241	5.62917587810889	0.24909410975837	0.817481578388832	207	372	375	602	27.2387567903991	48.4294251275562	35.2559643119044	86.2441247621399	18.25	UP_pEhEx_DOWN_EhMyb10
EHI_160670A	-0.639615658968382	5.93319292483188	0.248777138815578	0.817481578388832	469	257	527	690	61.714864418827	33.4579630585536	49.5463818463297	98.8512393453099	18.25	UP_pEhEx_DOWN_EhMyb10
EHI_008470A	-0.852957878714113	4.9890367880666	0.250251143607497	0.817853400782873	282	60	347	339	37.1078715695293	7.81119760121874	32.6235189766156	48.5660436783479	18.21	UP_pEhEx_DOWN_EhMyb10
EHI_010850A	0.557811721290721	6.91295944627634	0.249739594456904	0.817853400782873	878	1313	838	809	115.53443701435	170.935040840004	78.7853282490024	115.899496565733	18.21	DOWN_pEhEx_UP_EhMyb10
EHI_013260A	0.518225777622095	6.18225756821555	0.250280811643533	0.817853400782873	533	771	723	356	70.1365090303514	100.373889175661	67.9734991933517	51.0015089955512	18.21	DOWN_pEhEx_UP_EhMyb10
EHI_062980A	0.531673675554929	2.48484917671331	0.249439228700587	0.817853400782873	55	42	53	26	7.23735083802876	5.46783832085312	4.98284295608249	3.72482930866385	18.21	DOWN_pEhEx_UP_EhMyb10
EHI_079720A	0.485788167501571	4.12706647061378	0.249828579095486	0.817853400782873	175	132	131	115	23.027934484637	17.1846347226812	12.3160835329586	16.4752065575517	18.21	DOWN_pEhEx_UP_EhMyb10
EHI_082070A	-0.579979516217514	6.02093502563329	0.250427303840824	0.817853400782873	521	270	714	614	68.5574506656906	35.1503892054844	67.127356049866	87.963276750754	18.21	UP_pEhEx_DOWN_EhMyb10
EHI_146920A	0.54945897616282	3.65933032069258	0.250406028355795	0.817853400782873	143	82	125	58	18.8171121788748	10.6753033883323	11.7519881039681	8.30923461163474	18.21	DOWN_pEhEx_UP_EhMyb10
EHI_013950A	0.47905315275517	3.33934556573187	0.251139140286161	0.818303273897102	76	100	83	61	10.0007029761852	13.0186626686979	7.80332010103485	8.73902260878827	18.17	DOWN_pEhEx_UP_EhMyb10
EHI_051700A	-0.546747022171928	1.7315558400796	0.251436889188072	0.818303273897102	21	17	34	29	2.76335213815643	2.21317265367864	3.19654076427933	4.15461730581737	18.17	UP_pEhEx_DOWN_EhMyb10
EHI_080260A	-0.565718934938562	8.48697613835133	0.25110488792841	0.818303273897102	2201	2217	3520	3665	289.625621718205	288.623751365033	330.935985007743	525.057669855885	18.17	UP_pEhEx_DOWN_EhMyb10
EHI_148280A	-0.566638706166057	6.67653593726276	0.251317686923164	0.818303273897102	801	454	1140	953	105.40214584111	59.1047285158885	107.178131508189	136.529320429102	18.17	UP_pEhEx_DOWN_EhMyb10
EHI_155370A	0.606336942229023	1.29481309358813	0.250851387336739	0.818303273897102	17	24	19	12	2.23699934993616	3.1244790404875	1.78630219180316	1.71915198861409	18.17	DOWN_pEhEx_UP_EhMyb10
EHI_110750A	-0.45603347883731	4.72790747028673	0.252056782717214	0.819184543830946	180	158	287	236	23.6858754699123	20.5694870165427	26.9825646867109	33.8099891094103	18.08	UP_pEhEx_DOWN_EhMyb10
EHI_188820A	0.46132957270988	5.6172216449207	0.251896789911817	0.819184543830946	410	455	416	301	53.951160792578	59.2349151425755	39.110616410006	43.12206238107	18.08	DOWN_pEhEx_UP_EhMyb10
EHI_017000A	-0.499071771023679	5.81303562297563	0.252399526479054	0.819652787499711	422	286	674	473	55.5302191572388	37.233375232476	63.3667198565962	67.7632408845385	18.03	UP_pEhEx_DOWN_EhMyb10
EHI_073460A	-0.516048633167327	4.28126611372645	0.252550166359382	0.819652787499711	151	90	210	178	19.8698177553153	11.7167964018281	19.7433400146665	25.5007544977756	18.03	UP_pEhEx_DOWN_EhMyb10
EHI_030790A	0.559897268867935	9.26190880189838	0.252784724266742	0.819819924838211	4519	6667	5241	3486	594.647062491854	867.95424012209	492.737357223176	499.413652692392	18.02	DOWN_pEhEx_UP_EhMyb10
EHI_134800A	0.468950290634225	3.71574981271368	0.253094451881115	0.819819924838211	128	101	129	66	16.8432892230487	13.1488492953849	12.1280517232951	9.45533593737747	18.02	DOWN_pEhEx_UP_EhMyb10
EHI_194530A	0.818374272505762	0.54259784948584	0.253125734304404	0.819819924838211	9	15	12	4	1.18429377349561	1.95279940030469	1.12819085798094	0.573050662871362	18.02	DOWN_pEhEx_UP_EhMyb10
EHI_129340A	-0.566722629644212	2.68577271987332	0.253829081695518	0.821132448835743	49	27	75	54	6.44782165569835	3.51503892054844	7.05119286238088	7.73618394876338	17.89	UP_pEhEx_DOWN_EhMyb10
EHI_134010A	-0.626254081359434	0.938522867573179	0.254055895101108	0.821132448835743	10	10	23	13	1.31588197055068	1.30186626686979	2.16236581113014	1.86241465433193	17.89	UP_pEhEx_DOWN_EhMyb10
EHI_194400A	0.518314844382897	6.29270270032498	0.253898396864813	0.821132448835743	587	821	798	373	77.2422716713251	106.88322051001	75.0246920557326	53.4369743127545	17.89	DOWN_pEhEx_UP_EhMyb10
EHI_152000A	0.671670379445875	1.10256840187228	0.254509410390586	0.822032114909167	14	22	16	10	1.84223475877096	2.86410578711354	1.50425447730792	1.4326266571784	17.8	DOWN_pEhEx_UP_EhMyb10
EHI_177650A	0.437475258883139	4.42240158564469	0.254776777351752	0.822329722222676	183	190	206	116	24.0806400610775	24.735459070526	19.3672763953395	16.6184692232695	17.77	DOWN_pEhEx_UP_EhMyb10
EHI_003260A	0.508228440484223	7.48143073305228	0.256247395173325	0.823080243264868	1648	1554	1436	1115	216.857348746753	202.310017871565	135.006839338386	159.737872275392	17.69	DOWN_pEhEx_UP_EhMyb10
EHI_009860A	0.443459385836515	3.98196536883063	0.256885512517142	0.823080243264868	148	126	136	95	19.4750531641501	16.4035149625594	12.7861630571173	13.6099532431948	17.69	DOWN_pEhEx_UP_EhMyb10
EHI_065330A	-0.623223541921465	7.15405081283064	0.256778099636976	0.823080243264868	993	716	1178	1635	130.667079675683	93.213624707877	110.750735891796	234.234458448669	17.69	UP_pEhEx_DOWN_EhMyb10
EHI_092430A	-1.12346764040462	9.91270579676447	0.256392589289711	0.823080243264868	8394	830	11807	10693	1104.55132608024	108.054900150193	1110.04578834841	1531.90768452087	17.69	UP_pEhEx_DOWN_EhMyb10
EHI_148590A	0.59282820484809	1.36089332110829	0.256013503178132	0.823080243264868	17	26	21	12	2.23699934993616	3.38485229386146	1.97433400146665	1.71915198861409	17.69	DOWN_pEhEx_UP_EhMyb10
EHI_148610A	-0.56525296528017	1.83944286427083	0.256779012359935	0.823080243264868	23	18	46	25	3.02652853226657	2.34335928036562	4.32473162226028	3.58156664294601	17.69	UP_pEhEx_DOWN_EhMyb10
EHI_153340A	-1.00249365447582	0.412804292599479	0.255650299204034	0.823080243264868	3	8	9	15	0.394764591165205	1.04149301349583	0.846143143485706	2.14893998576761	17.69	UP_pEhEx_DOWN_EhMyb10
EHI_169970A	0.528587017069876	1.914892235906	0.256013437876688	0.823080243264868	33	31	35	17	4.34241050281725	4.03578542729635	3.29055666911108	2.43546531720329	17.69	DOWN_pEhEx_UP_EhMyb10
EHI_189290A	0.488311666528404	3.16446251992124	0.255557684182736	0.823080243264868	70	86	84	46	9.21117379385478	11.1960498950802	7.89733600586659	6.59008262302066	17.69	DOWN_pEhEx_UP_EhMyb10
EHI_196400A	0.672762499651323	0.734624430254868	0.255340574685216	0.823080243264868	11	16	15	5	1.44747016760575	2.08298602699167	1.41023857247618	0.716313328589202	17.69	DOWN_pEhEx_UP_EhMyb10
EHI_198610A	-0.505613399298755	6.70958057880094	0.256938537477739	0.823080243264868	622	697	1082	1001	81.8478585682525	90.7400788008244	101.725209027948	143.405928383558	17.69	UP_pEhEx_DOWN_EhMyb10
EHI_067710A	-0.636272197945836	2.09597230663956	0.257330477864898	0.823143551338672	33	15	58	30	4.34241050281725	1.95279940030469	5.45292248024122	4.29787997153521	17.69	UP_pEhEx_DOWN_EhMyb10
EHI_068750A	0.680977892282908	2.33748068193073	0.258144866758426	0.823143551338672	28	63	49	19	3.68446951754191	8.20175748127968	4.60677933675551	2.72199064863897	17.69	DOWN_pEhEx_UP_EhMyb10
EHI_098540A	0.472555072916789	3.24393735541328	0.257583101929088	0.823143551338672	87	77	78	57	11.4481731437909	10.0243702548974	7.33324057687612	8.1659719459169	17.69	DOWN_pEhEx_UP_EhMyb10
EHI_124850A	-0.841489716536843	10.2076308263029	0.258186087272645	0.823143551338672	10472	2426	15694	10887	1377.99159956068	315.832756342611	1475.48561042941	1559.70064167013	17.69	UP_pEhEx_DOWN_EhMyb10
EHI_141840A	0.495055924190503	6.44559253601716	0.258004607100237	0.823143551338672	858	695	667	570	112.902673073249	90.4797055474505	62.708608522774	81.6597194591691	17.69	DOWN_pEhEx_UP_EhMyb10
EHI_151220A	0.85635016378778	0.628770380770257	0.257334086677486	0.823143551338672	9	17	13	4	1.18429377349561	2.21317265367864	1.22220676281269	0.573050662871362	17.69	DOWN_pEhEx_UP_EhMyb10
EHI_160930A	0.614813084130525	8.296120655655	0.258072617748174	0.823143551338672	2064	3752	3212	1356	271.598038721661	488.460223329545	301.979086319565	194.264174713392	17.69	DOWN_pEhEx_UP_EhMyb10
EHI_002140A	0.454643794238309	5.31969806408469	0.262014567997105	0.824233000497189	306	396	359	232	40.2659882988509	51.5539041680437	33.7517098345965	33.236938446539	17.58	DOWN_pEhEx_UP_EhMyb10
EHI_004640A	0.449661875126798	4.22498104073348	0.262721527116739	0.824233000497189	164	162	191	92	21.5804643170312	21.0902335232906	17.9570378228633	13.1801652460413	17.58	DOWN_pEhEx_UP_EhMyb10
EHI_004840A	-0.629989501158817	7.17894313154927	0.263581249821547	0.824233000497189	1175	557	1463	1494	154.616131539705	72.5139510646473	137.545268768843	214.034422582454	17.58	UP_pEhEx_DOWN_EhMyb10
EHI_016010A	0.515541243027885	7.32343064847075	0.261658351638788	0.824233000497189	1624	1250	1537	829	213.699232017431	162.733283358724	144.502445726392	118.76474988009	17.58	DOWN_pEhEx_UP_EhMyb10
EHI_020370A	0.545716041811125	11.7592318507531	0.259825907459622	0.824233000497189	26504	36413	29597	19922	3487.61357474753	4740.48563755297	2782.58873530516	2854.07882643082	17.58	DOWN_pEhEx_UP_EhMyb10
EHI_040800A	0.531031557657538	12.5231736065211	0.259759029266779	0.824233000497189	49675	56674	48897	35130	6536.64368871052	7378.19688085785	4597.09569855784	5032.81744666773	17.58	DOWN_pEhEx_UP_EhMyb10
EHI_045070A	0.586387115814239	2.51802095997794	0.259856074984078	0.824233000497189	34	67	49	29	4.47399869987232	8.7225039880276	4.60677933675551	4.15461730581737	17.58	DOWN_pEhEx_UP_EhMyb10
EHI_047800A	0.519467864849551	4.38285307137301	0.262712669924046	0.824233000497189	139	233	212	97	18.2907593906545	30.3334840180661	19.93137182433	13.8964785746305	17.58	DOWN_pEhEx_UP_EhMyb10
EHI_048630A	0.545844204738396	7.30107032452998	0.261541648956462	0.824233000497189	1148	1711	1141	1039	151.063250219218	222.749318261421	107.272147413021	148.849909680836	17.58	DOWN_pEhEx_UP_EhMyb10
EHI_053190A	0.521082843793163	9.33625214681693	0.263139508643007	0.824233000497189	5853	5784	5402	3864	770.185717363315	752.999448757487	507.873917901087	553.566940333735	17.58	DOWN_pEhEx_UP_EhMyb10
EHI_054800A	0.50340953591837	7.91013314826732	0.261067515293856	0.824233000497189	2077	2230	2041	1436	273.308685283377	290.316177511963	191.886461761592	205.725187970819	17.58	DOWN_pEhEx_UP_EhMyb10
EHI_065270A	0.494765693735363	7.30327497187801	0.260449146756586	0.824233000497189	1326	1494	1356	938	174.485949295021	194.498820270347	127.485566951846	134.380380443334	17.58	DOWN_pEhEx_UP_EhMyb10
EHI_065890A	0.648353387498298	2.20656371543545	0.261517351618694	0.824233000497189	25	57	43	19	3.28970492637671	7.42063772115781	4.04268390776504	2.72199064863897	17.58	DOWN_pEhEx_UP_EhMyb10
EHI_068680A	0.891180561948183	0.668303721047512	0.264207823806646	0.824233000497189	11	16	16	2	1.44747016760575	2.08298602699167	1.50425447730792	0.286525331435681	17.58	DOWN_pEhEx_UP_EhMyb10
EHI_070800A	-0.95704516272728	0.0409634667316345	0.260741116730884	0.824233000497189	3	5	10	8	0.394764591165205	0.650933133434895	0.940159048317451	1.14610132574272	17.58	UP_pEhEx_DOWN_EhMyb10
